pernicieux	ADJ	pernicieux
Guerre	NOUN	guerre
mondiale	ADJ	mondial
bagage	NOUN	bagage
avait	VERB	avoir
été	AUX	être
la	DET	le
qui	PRON	qui
tout	ADJ	tout
de	ADP	de
foncé	VERB	foncer
et	CCONJ	et
d'	ADP	de
certainement	ADV	certainement
lors	ADV	lors
gris	NOUN	gris
savoir	VERB	savoir
Allemagne	PROPN	Allemagne
,	PUNCT	,
rétrospectivement	ADV	rétrospectivement
grand	ADJ	grand
l'	DET	le
sur	ADP	sur
grand	ADJ	grand
,	PUNCT	,
hommes	NOUN	homme
par	ADP	par
plus	ADV	plus
visé	VERB	viser
nombre	NOUN	nombre
Comment	ADV	comment
dernière	ADJ	dernier
avait	AUX	avoir
marche	NOUN	marche
rapport	NOUN	rapport
à	ADP	à
calme	NOUN	calme
probablement	ADV	probablement
,	PUNCT	,
.	PUNCT	.
l'	DET	le
,	PUNCT	,
tué	VERB	tuer
,	PUNCT	,
ça	PRON	cela
blessé	VERB	blesser
un	DET	un
d'	ADP	de
et	CCONJ	et
un	DET	un
de	ADP	de
fait	VERB	faire
preuve	NOUN	preuve
que	SCONJ	que
la	DET	le
lainage	NOUN	lainage
à	ADP	à
revêtus	NOUN	revêtu
n'	ADV	n'
que	SCONJ	que
en	PRON	en
bien	ADV	bien
était	AUX	être
Enfin	ADV	enfin
avance	NOUN	avance
,	PUNCT	,
cas	NOUN	cas
Là	ADV	là
même	ADV	même
s'	SCONJ	s'
pas	ADV	pas
les	DET	le
capable	ADJ	capable
en	ADP	en
.	PUNCT	.
question	NOUN	question
,	PUNCT	,
sûr	ADJ	sûr
question	NOUN	question
poser	VERB	poser
le	DET	le
en	PRON	en
la	DET	le
êtes	AUX	être
ce	PRON	ce
qui	PRON	qui
vie	NOUN	vie
je	PRON	je
discuter	VERB	discuter
pas	ADV	pas
?	PUNCT	?
il	PRON	il
ne	ADV	ne
est	AUX	être
est	AUX	être
,	PUNCT	,
encore	ADV	encore
la	DET	le
avec	ADP	avec
pourrais	VERB	pouvoir
mon	DET	mon
lui	PRON	lui
,	PUNCT	,
,	PUNCT	,
vous	PRON	vous
père	NOUN	père
,	PUNCT	,
à	ADP	à
question	NOUN	question
et	CCONJ	et
s'	SCONJ	s'
l'	DET	le
gris	NOUN	gris
année	NOUN	année
cigarettes	NOUN	cigarette
que	SCONJ	que
façon	NOUN	façon
ayant	AUX	avoir
ennemi	NOUN	ennemi
en	ADP	en
si	SCONJ	si
trouvera	VERB	trouver
poumon	NOUN	poumon
dans	ADP	dans
soixante-troisième	ADJ	soixante-troisièm
est	AUX	être
lointain	NOUN	lointain
ayant	AUX	avoir
sa	DET	son
ce	PRON	ce
toute	DET	tout
cancer	NOUN	cancer
dans	ADP	dans
du	ADP	de
.	PUNCT	.
La	DET	le
le	DET	le
aussi	ADV	aussi
il	PRON	il
de	ADP	de
l'	DET	le
lainage	NOUN	lainage
sûrement	ADV	sûrement
rattrapé	VERB	rattraper
,	PUNCT	,
et	CCONJ	et
foncé	VERB	foncer
n'	ADV	n'
avait	AUX	avoir
,	PUNCT	,
efficacement	ADV	efficacement
été	AUX	être
un	DET	un
descendu	VERB	descendre
le	DET	le
,	PUNCT	,
,	PUNCT	,
aussi	ADV	aussi
,	PUNCT	,
réponse	NOUN	réponse
je	PRON	je
que	SCONJ	que
peux	VERB	pouvoir
est	AUX	être
sa	DET	son
soit	CCONJ	soit
,	PUNCT	,
Je	PRON	je
Si	SCONJ	si
je	PRON	je
.	PUNCT	.
les	DET	le
non	ADV	non
,	PUNCT	,
c'	PRON	ce
peux	VERB	pouvoir
tous	ADJ	tout
ça	PRON	cela
,	PUNCT	,
Soit	CCONJ	soit
organisation	NOUN	organisation
elle-même	PRON	lui-même
dire	VERB	dire
,	PUNCT	,
les	DET	le
préparatifs	NOUN	préparatif
alors	ADV	alors
ou	CCONJ	ou
ne	ADV	ne
l'	DET	le
?	PUNCT	?
ne	ADV	ne
ça	PRON	cela
veux	VERB	vouloir
toute	ADJ	tout
là	ADV	là
pas	ADV	pas
je	PRON	je
peux	VERB	pouvoir
casse	NOUN	casse
faire	VERB	faire
pas	ADV	pas
.	PUNCT	.
passe	VERB	passer
d'	ADP	de
,	PUNCT	,
tous	ADJ	tout
le	PRON	le
plus	ADV	plus
que	PRON	que
auront	AUX	avoir
engagé	VERB	engager
bien	ADV	bien
me	PRON	me
dossiers	NOUN	dossier
)	PUNCT	)
,	PUNCT	,
les	DET	le
je	PRON	je
ferais	VERB	faire
je	PRON	je
ne	ADV	ne
,	PUNCT	,
tout	DET	tout
je	PRON	je
ai	AUX	avoir
,	PUNCT	,
(	PUNCT	(
lesquels	PRON	lequel
n'	ADV	n'
annonces	NOUN	annonce
ai	AUX	avoir
dans	ADP	dans
tenus	VERB	tenir
de	ADP	de
ne	ADV	ne
balancer	VERB	balancer
Dieu	PROPN	Dieu
été	AUX	être
d'	ADP	de
tous	ADJ	tout
aussi	ADV	aussi
sait	VERB	savoir
frais	NOUN	frais
passer	VERB	passer
suis	AUX	être
de	ADP	de
en	PRON	en
vains	ADV	vains
que	SCONJ	que
les	DET	le
,	PUNCT	,
et	CCONJ	et
et	CCONJ	et
j'	PRON	je
moyens	NOUN	moyen
de	ADP	de
pas	ADV	pas
j'	PRON	je
monter	VERB	monter
s'	PRON	se
de	ADP	de
y	PRON	y
le	DET	le
plus	ADV	plus
meuglements	NOUN	meuglement
Marjorie	PROPN	Marjorie
laisser	VERB	laisser
décidera	VERB	décider
.	PUNCT	.
vers	ADP	vers
j'	PRON	je
de	ADP	de
trois	NUM	trois
par	ADP	par
étable	NOUN	étable
,	PUNCT	,
bœufs	NOUN	bœuf
rattraper	VERB	rattraper
la	DET	le
à	ADP	à
plans	ADJ	plan
simplement	ADV	simplement
,	PUNCT	,
lundi	NOUN	lundi
,	PUNCT	,
jours	NOUN	jour
se	PRON	se
arrêtent	VERB	arrêter
dit	VERB	dire
me	PRON	me
Il	PRON	il
trament	VERB	tramer
tout	ADV	tout
ai	AUX	avoir
troupeau	NOUN	troupeau
a	VERB	avoir
grande	ADJ	grand
.	PUNCT	.
aveuglément	VERB	aveuglémer
où	PRON	où
Aujourd'hui	ADV	aujourd'hui
en	ADP	en
qui	PRON	qui
de	ADP	de
les	DET	le
que	PRON	que
sombre	ADJ	sombre
passer	VERB	passer
un	DET	un
Albany	PROPN	Albany
Harrisburg	PROPN	Harrisburg
fin	NOUN	fin
usine	NOUN	usine
avais	VERB	avoir
à	ADP	à
un	DET	un
-	NOUN	-
l'	DET	le
avion	NOUN	avion
je	PRON	je
,	PUNCT	,
cette	DET	ce
après-midi	NOUN	après-midi
petite	ADJ	petit
aller	VERB	aller
Harrisburg	PROPN	Harrisburg
,	PUNCT	,
une	DET	un
projetais	VERB	projeter
dans	ADP	dans
rendez-vous	NOUN	rendez-vous
dans	ADP	dans
,	PUNCT	,
,	PUNCT	,
de	ADP	de
pour	ADP	pour
,	PUNCT	,
jeudi	PROPN	jeudi
nuit	NOUN	nuit
fois	NOUN	fois
en	ADP	en
et	CCONJ	et
ci	NOUN	ci
la	DET	le
d'	ADP	de
d'	ADP	de
d'	ADP	de
,	PUNCT	,
que	SCONJ	que
voiture	NOUN	voiture
de	ADP	de
prendre	VERB	prendre
Pennsylvanie	PROPN	Pennsylvanie
autre	ADJ	autre
jusqu'	ADP	jusque
motel	NOUN	motel
en	ADP	en
devrions	VERB	devoir
prendre	VERB	prendre
,	PUNCT	,
de	ADP	de
-ce	PRON	-ce
,	PUNCT	,
de	ADP	de
inquiète	ADJ	inquiet
pour	ADP	pour
à	ADP	à
:	PUNCT	:
«	NOUN	«
vendredi	NOUN	vendredi
Pennsylvanie	PROPN	Pennsylvanie
me	PRON	me
ça	PRON	cela
matin	NOUN	matin
L'	DET	le
dire	VERB	dire
rentrer	VERB	rentrer
vendredi	NOUN	vendredi
après-midi	NOUN	après-midi
Partir	VERB	partir
taxi	NOUN	taxi
usine	NOUN	usine
pour	ADP	pour
que	SCONJ	que
nous	PRON	nous
veut	VERB	vouloir
avion	NOUN	avion
elle	PRON	lui
?	PUNCT	?
rendre	VERB	rendre
Est	NOUN	est
à	ADP	à
l'	DET	le
déménager	VERB	déménager
puis	CCONJ	puis
que	SCONJ	que
.	PUNCT	.
m'	PRON	me
Albany	PROPN	Albany
un	DET	un
a	AUX	avoir
demandé	VERB	demander
par	ADP	par
un	DET	un
peu	ADV	peu
la	DET	le
air	NOUN	air
ai	AUX	avoir
-	PUNCT	-
ne	ADV	ne
dit	VERB	dire
nos	DET	notre
ai	AUX	avoir
?	PUNCT	?
Marjorie	PROPN	Marjorie
mieux	NOUN	mieux
pas	ADV	pas
gravité	NOUN	gravité
réelle	ADJ	réel
.	PUNCT	.
lui	PRON	lui
y	PRON	y
.	PUNCT	.
,	PUNCT	,
tout	ADJ	tout
sûr	ADJ	sûr
,	PUNCT	,
ça	PRON	cela
»	PUNCT	»
mon	DET	mon
il	PRON	il
que	SCONJ	que
n'	ADV	n'
,	PUNCT	,
j'	PRON	je
Bien	ADV	bien
m'	PRON	me
comprend	VERB	comprendre
de	ADP	de
a	VERB	avoir
de	ADP	de
estimerai	VERB	estimer
pire	ADJ	pire
fait	VERB	faire
-je	PRON	je
problèmes	NOUN	problème
Après	ADP	après
toujours	ADV	toujours
heureux	ADJ	heureux
temps	NOUN	temps
pas	ADV	pas
la	DET	le
je	PRON	je
S'	SCONJ	s'
,	PUNCT	,
pour	ADP	pour
ce	DET	ce
ça	DET	ça
l'	DET	le
esprit	NOUN	esprit
à	ADP	à
me	PRON	me
en	PRON	en
cacher	VERB	cacher
d'	ADP	de
faut	VERB	falloir
alors	ADV	alors
,	PUNCT	,
parfois	ADV	parfois
ou	CCONJ	ou
je	PRON	je
calamité	NOUN	calamité
seul	ADJ	seul
pas	ADV	pas
à	ADP	à
Il	PRON	il
Marjorie	PROPN	Marjorie
devrais	VERB	devoir
moins	ADV	moins
Il	PRON	il
de	ADP	de
ne	ADV	ne
la	DET	le
faut	VERB	falloir
que	SCONJ	que
.	PUNCT	.
je	PRON	je
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
je	PRON	je
suis	AUX	être
je	PRON	je
marche	VERB	marche
vouloir	VERB	vouloir
sens	VERB	sentir
parvenu	VERB	parvenir
Il	PRON	il
plus	ADV	plus
sa	DET	son
n'	ADV	n'
empêche	VERB	empêche
si	SCONJ	si
étendue	NOUN	étendue
tranquillité	NOUN	tranquillité
que	SCONJ	que
préserver	VERB	préserver
.	PUNCT	.
sorte	NOUN	sorte
mon	DET	mon
ai	AUX	avoir
poche	NOUN	poche
que	SCONJ	que
me	PRON	me
dans	ADP	dans
appartenu	VERB	appartenir
vite	ADV	vite
dans	ADP	dans
la	DET	le
tuer	VERB	tuer
mon	DET	mon
,	PUNCT	,
plastique	NOUN	plastique
signifie	VERB	signifier
Le	DET	le
mes	DET	mon
intérêt	NOUN	intérêt
qui	PRON	qui
.	PUNCT	.
avait	AUX	avoir
ce	DET	ce
Ce	PRON	ce
bourbier	NOUN	bourbier
chaussures	NOUN	chaussure
noires	ADJ	noir
que	PRON	que
être	AUX	être
sac	NOUN	sac
Luger	PROPN	Luger
et	CCONJ	et
même	ADJ	même
capable	ADJ	capable
.	PUNCT	.
Ce	DET	ce
j'	PRON	je
de	ADP	de
£	NOUN	£
de	ADP	de
de	ADP	de
est	AUX	être
voyage	NOUN	voyage
,	PUNCT	,
à	ADP	à
de	ADP	de
allé	VERB	aller
à	ADP	à
Luger	PROPN	Luger
l'	DET	le
,	PUNCT	,
la	DET	le
qu'	SCONJ	que
par	ADP	par
de	ADP	de
père	NOUN	père
dans	ADP	dans
la	DET	le
la	DET	le
lui	PRON	lui
,	PUNCT	,
officier	ADJ	officier
.	PUNCT	.
souvenir	NOUN	souvenir
un	PRON	un
arme	NOUN	arme
,	PUNCT	,
autre	PRON	autre
il	PRON	il
une	DET	un
allemand	ADJ	allemand
de	ADP	de
était	AUX	être
,	PUNCT	,
son	DET	son
,	PUNCT	,
depuis	ADP	depuis
d'	ADP	de
prise	NOUN	prise
journée	NOUN	journée
côté	NOUN	côté
de	ADP	de
soit	CCONJ	soit
à	ADP	à
guerre	NOUN	guerre
autre	ADJ	autre
poing	NOUN	poing
quelqu'	DET	quelque
mort	NOUN	mort
,	PUNCT	,
un	DET	un
plus	ADV	plus
soit	CCONJ	soit
par	ADP	par
avait	AUX	avoir
c'	PRON	ce
tôt	ADV	tôt
haie	NOUN	haie
tué	ADJ	tuer
de	ADP	de
père	NOUN	père
qu'	PRON	qu'
,	PUNCT	,
demi	NOUN	demi
une	DET	un
Mon	DET	mon
sale	ADJ	sale
.	PUNCT	.
et	CCONJ	et
une	DET	un
maison	NOUN	maison
voyageait	VERB	voyager
père	NOUN	père
chargeur	NOUN	chargeur
,	PUNCT	,
dans	ADP	dans
petite	ADJ	petit
un	DET	un
tandis	ADV	tandis
transporté	VERB	transporter
dans	ADP	dans
boueuse	ADJ	boueux
retiré	VERB	retirer
avait	AUX	avoir
le	DET	le
coin	NOUN	coin
quelconque	ADJ	quelconque
dans	ADP	dans
le	DET	le
il	PRON	il
France	PROPN	France
plein	ADJ	plein
à	ADP	à
pistolet	NOUN	pistolet
l'	PRON	l'
la	DET	le
chaussette	NOUN	chaussette
démolie	ADJ	démolir
une	DET	un
avait	AUX	avoir
lui-même	PRON	lui-même
d'	ADP	de
prise	NOUN	prise
dans	ADP	dans
que	SCONJ	que
avait	AUX	avoir
oreiller	VERB	oreiller
Mon	DET	mon
taie	NOUN	taie
fin	NOUN	fin
s'	PRON	se
ennemi	NOUN	ennemi
était	AUX	être
tout	ADJ	tout
.	PUNCT	.
ne	ADV	ne
votre	DET	votre
était	AUX	être
pistolet	NOUN	pistolet
monde	NOUN	monde
tirait	VERB	tirer
version	NOUN	version
debout	ADV	debout
de	ADP	de
monde	NOUN	monde
connaissance	NOUN	connaissance
que	SCONJ	que
,	PUNCT	,
juste	ADV	juste
ma	DET	mon
du	ADP	de
s'	PRON	se
jamais	ADV	jamais
à	ADP	à
servi	VERB	servir
à	ADP	à
la	DET	le
et	CCONJ	et
trophée	NOUN	trophée
vaincu	VERB	vaincre
il	PRON	il
ce	DET	ce
sur	ADP	sur
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
C'	PRON	ce
le	DET	le
scalp	NOUN	scalp
.	PUNCT	.
sa	DET	son
prenez	VERB	prendre
Tout	ADJ	tout
le	DET	le
son	DET	son
est	AUX	être
à	ADP	à
retrouvé	VERB	retrouver
vous	PRON	vous
fallait	VERB	falloir
alors	ADV	alors
pistolet	NOUN	pistolet
tombés	VERB	tomber
autant	ADV	autant
qui	PRON	qui
,	PUNCT	,
ce	DET	ce
la	DET	le
à	ADP	à
autre	PRON	autre
.	PUNCT	.
je	PRON	je
avec	ADP	avec
un	DET	un
je	PRON	je
ceux	PRON	celui
étais	VERB	être
,	PUNCT	,
.	PUNCT	.
de	ADP	de
ne	ADV	ne
presse	VERB	presse
avait	AUX	avoir
un	PRON	un
pris	VERB	prendre
s'	SCONJ	s'
il	PRON	il
sache	VERB	savoir
non	ADV	non
,	PUNCT	,
je	PRON	je
pistolet	NOUN	pistolet
Pour	ADP	pour
plus	ADV	plus
l'	DET	le
que	SCONJ	que
étaient	AUX	être
que	SCONJ	que
m'	PRON	me
ni	CCONJ	ni
,	PUNCT	,
servi	VERB	servir
d'	ADP	de
aucun	DET	aucun
Moi	VERB	moi
il	PRON	il
de	ADP	de
détente	NOUN	détente
jamais	ADV	jamais
attestant	VERB	attester
chargeur	NOUN	chargeur
à	ADP	à
mains	NOUN	main
il	PRON	il
dans	ADP	dans
le	DET	le
seule	ADJ	seul
,	PUNCT	,
,	PUNCT	,
accès	NOUN	accès
.	PUNCT	.
c'	PRON	ce
tout	DET	tout
la	DET	le
y	PRON	y
exploserait	VERB	exploser
arme	NOUN	arme
certainement	ADV	certainement
.	PUNCT	.
m'	PRON	me
était	AUX	être
existence	NOUN	existence
place	NOUN	place
truc	NOUN	truc
dans	ADP	dans
aucun	DET	aucun
document	NOUN	document
avait	VERB	avoir
n'	ADV	n'
laquelle	PRON	lequel
son	DET	son
crosse	NOUN	crosse
Et	CCONJ	et
empêche	VERB	empêche
le	DET	le
de	ADP	de
les	DET	le
n'	ADV	n'
une	DET	un
j'	PRON	je
,	PUNCT	,
et	CCONJ	et
avais	VERB	avoir
facilement	ADV	facilement
Il	PRON	il
en	ADP	en
la	DET	le
en	ADP	en
,	PUNCT	,
des	ADP	de
en	ADP	en
contenant	VERB	contenir
sa	DET	son
havre	NOUN	havre
avait	AUX	avoir
cas	NOUN	cas
malle	NOUN	malle
avaient	AUX	avoir
de	ADP	de
armée	NOUN	armée
,	PUNCT	,
d'	ADP	de
déplacé	VERB	déplacer
la	DET	le
sac	NOUN	sac
on	PRON	on
mon	DET	mon
et	CCONJ	et
vieille	ADJ	vieux
,	PUNCT	,
amis	NOUN	ami
l'	PRON	l'
.	PUNCT	.
père	NOUN	père
A	ADP	à
la	DET	le
liasse	NOUN	liasse
plié	VERB	plier
de	ADP	de
son	DET	son
qui	PRON	qui
mort	NOUN	mort
son	DET	son
sa	DET	son
mon	DET	mon
ordres	NOUN	ordre
transporté	VERB	transporter
-	NOUN	-
à	ADP	à
uniforme	NOUN	uniforme
chambre	NOUN	chambre
,	PUNCT	,
de	ADP	de
l'	DET	le
malle	NOUN	malle
Amérique	PROPN	Amérique
la	DET	le
jadis	VERB	jadis
sous-sol	NOUN	sous-sol
étaient	AUX	être
un	DET	un
et	CCONJ	et
étais	VERB	être
époque	NOUN	époque
je	PRON	je
d'	ADP	de
simple	ADJ	simple
et	CCONJ	et
à	ADP	à
nôtre	NOUN	nôtre
.	PUNCT	.
que	PRON	que
c'	PRON	ce
autre	PRON	autre
vous	PRON	vous
où	PRON	où
à	ADP	à
avec	ADP	avec
pas	ADV	pas
inimaginable	ADJ	inimaginable
j'	PRON	je
,	PUNCT	,
à	ADP	à
époque	NOUN	époque
l'	DET	le
clarté	NOUN	clarté
qui	PRON	qui
saviez	VERB	savoir
.	PUNCT	.
plus	ADV	plus
ennemis	NOUN	ennemi
,	PUNCT	,
Une	DET	un
Une	DET	un
cette	DET	ce
vos	DET	votre
n'	ADV	n'
où	PRON	où
aime	VERB	aime
propre	ADJ	propre
époque	NOUN	époque
comme	ADP	comme
que	SCONJ	que
la	DET	le
né	VERB	naître
endroit	NOUN	endroit
plus	ADV	plus
où	PRON	où
considérer	VERB	considérer
plus	ADV	plus
euxque	ADJ	euxqu
relents	NOUN	relent
se	PRON	se
lui	PRON	lui
oreiller	VERB	oreiller
était	AUX	être
aux	ADP	à
chaussette	NOUN	chaussette
,	PUNCT	,
à	ADP	à
côté	NOUN	côté
malle	NOUN	malle
autrefois	NOUN	autrefoi
Le	DET	le
chargeur	NOUN	chargeur
d'	ADP	de
l'	DET	le
qui	PRON	qui
trouvait	VERB	trouver
taie	NOUN	taie
,	PUNCT	,
cette	DET	ce
tuiez	VERB	tuer
sa	DET	son
.	PUNCT	.
n'	ADV	n'
était	AUX	être
,	PUNCT	,
fond	NOUN	fond
de	ADP	de
dans	ADP	dans
Luger	PROPN	Luger
de	ADP	de
de	ADP	de
dans	ADP	dans
caché	VERB	cacher
,	PUNCT	,
son	DET	son
sous	ADP	sous
moisi	VERB	moisir
la	DET	le
gris	ADJ	gris
,	PUNCT	,
avec	ADP	avec
au	ADP	au
vous	PRON	vous
verdâtre	VERB	verdâtre
d'	ADP	de
