commençait	VERB	commencer
bouclés	ADJ	bouclé
grisonnants	ADJ	grisonnant
de	ADP	de
étaient	AUX	être
Il	PRON	il
yeux	NOUN	oeil
cravate	NOUN	cravate
citadin	NOUN	citadin
maculées	VERB	maculer
distraitement	ADV	distraitement
des	ADP	de
hasard	PROPN	hasard
une	DET	un
qui	PRON	qui
avait	VERB	avoir
d'	ADP	de
de	ADP	de
un	DET	un
visage	NOUN	visage
chaussures	NOUN	chaussure
pour	ADP	pour
l'	PRON	l'
.	PUNCT	.
dater	VERB	dater
ne	ADV	ne
sa	DET	son
sa	DET	son
bâtiments	NOUN	bâtiment
escalier	NOUN	escalier
dans	ADP	dans
regarda	VERB	regarder
sur	ADP	sur
la	DET	le
.	PUNCT	.
de	ADP	de
blanc	ADJ	blanc
s'	PRON	se
qui	PRON	qui
de	ADP	de
pierre	NOUN	pierre
pas	ADV	pas
une	DET	un
perron	ADJ	perron
,	PUNCT	,
entrerait	VERB	entrer
étalait	VERB	étaler
de	ADP	de
une	DET	un
n'	ADV	n'
fois	NOUN	fois
.	PUNCT	.
On	PRON	on
et	CCONJ	et
la	DET	le
droite	NOUN	droite
rien	PRON	rien
plus	ADV	plus
,	PUNCT	,
grande	ADJ	grand
Il	PRON	il
devinait	VERB	deviner
les	DET	le
de	ADP	de
à	ADP	à
,	PUNCT	,
façade	NOUN	façade
de	ADP	de
fenêtres	NOUN	fenêtre
encadrées	VERB	encadrer
dont	PRON	dont
montre	NOUN	montre
mètres	NOUN	mètre
vie	NOUN	vie
soixantaine	NOUN	soixantaine
mettrait	VERB	mettre
déroulait	VERB	dérouler
jours	NOUN	jour
,	PUNCT	,
.	PUNCT	.
un	DET	un
se	PRON	se
les	DET	le
dans	ADP	dans
ne	ADV	ne
jeudis	NOUN	jeudi
et	CCONJ	et
déserte	VERB	déserte
bâtiments	NOUN	bâtiment
,	PUNCT	,
se	PRON	se
était	AUX	être
ne	ADV	ne
qu'	SCONJ	que
la	DET	le
On	PRON	on
,	PUNCT	,
pieds	NOUN	pied
l'	DET	le
.	PUNCT	.
intérieur	NOUN	intérieur
il	PRON	il
ne	ADV	ne
répéta	VERB	répéter
d'	ADP	de
de	ADP	de
les	DET	le
rien	PRON	rien
dimanches	ADJ	dimanche
honneur	NOUN	honneur
transparaissait	VERB	transparaître
pas	ADV	pas
mercredi	NOUN	mercredi
Victor	VERB	victor
elle	PRON	lui
visite	NOUN	visite
était	AUX	être
animait	VERB	animer
,	PUNCT	,
les	DET	le
cour	NOUN	cour
à	ADP	à
que	SCONJ	que
les	DET	le
s'	PRON	se
des	ADP	de
tout	ADV	tout
.	PUNCT	.
jamais	ADV	jamais
mettait	NOUN	mettait
il	PRON	il
,	PUNCT	,
ici	ADV	ici
il	PRON	il
principal	ADJ	principal
ces	DET	ce
bâtiments	NOUN	bâtiment
ici	ADV	ici
rendues	VERB	rendre
le	DET	le
à	ADP	à
auquel	NOUN	auquel
savait	VERB	savoir
aise	NOUN	aise
eu	VERB	avoir
seul	ADJ	seul
.	PUNCT	.
qu'	PRON	qu'
moins	ADV	moins
le	DET	le
dans	ADP	dans
.	PUNCT	.
Chacune	PRON	chacun
l'	DET	le
.	PUNCT	.
La	DET	le
visites	ADJ	visite
bâtiment	NOUN	bâtiment
le	DET	le
Il	PRON	il
,	PUNCT	,
quelques	NOUN	quelque
ait	AUX	avoir
mal	ADV	mal
Catherine	NOUN	catherine
seule	ADJ	seul
attendrait	VERB	attendre
il	PRON	il
proximité	NOUN	proximité
de	ADP	de
accès	NOUN	accès
au	ADP	au
attendait	VERB	attendre
avait	AUX	avoir
qu'	SCONJ	que
gravir	NOUN	gravir
Catherine	NOUN	catherine
,	PUNCT	,
plus	ADV	plus
l'	PRON	l'
C'	PRON	ce
à	ADP	à
fois	NOUN	fois
à	ADP	à
années	NOUN	année
à	ADP	à
Catherine	NOUN	catherine
ne	ADV	ne
dans	ADP	dans
ces	DET	ce
forcé	VERB	forcer
.	PUNCT	.
.	PUNCT	.
quelque	DET	quelque
fort	ADV	fort
déprimé	VERB	déprimer
pouvait	VERB	pouvoir
et	CCONJ	et
cours	NOUN	cours
avait	AUX	avoir
de	ADP	de
sorte	NOUN	sorte
à	ADP	à
en	ADP	en
lui	PRON	lui
il	PRON	il
marches	NOUN	marche
dernières	ADJ	dernier
de	ADP	de
,	PUNCT	,
l'	PRON	l'
ces	DET	ce
était	AUX	être
avoir	AUX	avoir
pas	ADV	pas
en	PRON	en
il	PRON	il
à	ADP	à
avait	AUX	avoir
voulu	VERB	vouloir
que	SCONJ	que
au	ADP	au
chaque	DET	chaque
pénétrer	VERB	pénétrer
Et	CCONJ	et
il	PRON	il
salles	ADJ	salle
pas	ADV	pas
ces	DET	ce
en	PRON	en
rien	PRON	rien
ces	DET	ce
ne	ADV	ne
prendre	VERB	prendre
que	SCONJ	que
.	PUNCT	.
Il	PRON	il
au	ADP	au
Et	CCONJ	et
disait	VERB	dire
un	DET	un
plus	ADV	plus
.	PUNCT	.
la	DET	le
visites	ADJ	visite
signifiait	VERB	signifier
rituel	NOUN	rituel
le	DET	le
.	PUNCT	.
ne	ADV	ne
Il	PRON	il
voiture	NOUN	voiture
,	PUNCT	,
dans	ADP	dans
,	PUNCT	,
avoir	AUX	avoir
aller	VERB	aller
même	ADV	même
y	PRON	y
surveillées	VERB	surveiller
cela	PRON	cela
pouvait	VERB	pouvoir
,	PUNCT	,
avait	VERB	avoir
établi	VERB	établir
pris	VERB	prendre
,	PUNCT	,
regretta	VERB	regretter
un	DET	un
journal	NOUN	journal
conventionnelles	NOUN	conventionnel
dénudées	VERB	dénuder
de	ADP	de
.	PUNCT	.
Il	PRON	il
,	PUNCT	,
Catherine	NOUN	catherine
on	PRON	on
retard	NOUN	retard
elle	PRON	lui
était	AUX	être
si	SCONJ	si
elle	PRON	lui
plus	ADV	plus
?	PUNCT	?
tout	ADV	tout
,	PUNCT	,
il	PRON	il
Victor	PROPN	Victor
ce	DET	ce
et	CCONJ	et
il	PRON	il
pas	ADV	pas
confusion	NOUN	confusion
,	PUNCT	,
qu'	SCONJ	que
n'	ADV	n'
de	ADP	de
juste	ADV	juste
croirait	VERB	croire
à	ADP	à
s'	PRON	se
installerait	VERB	installer
la	DET	le
elle	PRON	lui
pouvait	VERB	pouvoir
fois	NOUN	fois
moment	NOUN	moment
alors	ADV	alors
penserait	VERB	penser
Elle	PRON	lui
une	DET	un
en	ADP	en
rentrerait	VERB	rentrer
était	AUX	être
s'	PRON	se
qu'	SCONJ	que
,	PUNCT	,
attendre	VERB	attendre
à	ADP	à
ou	CCONJ	ou
sortait	VERB	sortir
avec	ADP	avec
.	PUNCT	.
venu	VERB	venir
cette	DET	ce
leva	VERB	lever
une	DET	un
il	PRON	il
.	PUNCT	.
réalité	NOUN	réalité
se	PRON	se
avec	ADP	avec
avait	AUX	avoir
long	ADJ	long
qu'	SCONJ	que
une	DET	un
était	AUX	être
à	ADP	à
pas	ADV	pas
n'	ADV	n'
En	ADP	en
il	PRON	il
presque	ADV	presque
avait	VERB	avoir
.	PUNCT	.
comme	ADP	comme
il	PRON	il
fit	VERB	faire
large	NOUN	large
quelques	DET	quelque
pas	ADV	pas
dormi	ADP	dormi
avait	AUX	avoir
trac	NOUN	trac
inconnue	NOUN	inconnue
,	PUNCT	,
de	ADP	de
inconnue	NOUN	inconnue
.	PUNCT	.
en	ADP	en
nuit	NOUN	nuit
,	PUNCT	,
Il	PRON	il
s'	SCONJ	s'
;	PUNCT	;
C'	PRON	ce
un	DET	un
bien	ADV	bien
pire	ADJ	pire
le	DET	le
et	CCONJ	et
rendez-vous	NOUN	rendez-vous
couché	VERB	coucher
avait	VERB	avoir
le	DET	le
hôtel	NOUN	hôtel
en	ADP	en
de	DET	de
aigreurs	NOUN	aigreur
avait	VERB	avoir
l'	DET	le
être	AUX	être
mariage	NOUN	mariage
trop	ADV	trop
avait	VERB	avoir
maintenant	ADV	maintenant
il	PRON	il
Curieux	ADJ	curieux
était	AUX	être
estomac	NOUN	estomac
n'	ADV	n'
trop	ADV	trop
Cela	PRON	cela
somnifère	NOUN	somnifère
il	PRON	il
avait	AUX	avoir
son	DET	son
il	PRON	il
qu'	SCONJ	que
s'	PRON	se
lui	PRON	lui
rappelait	VERB	rappeler
.	PUNCT	.
Ce	DET	ce
forme	NOUN	forme
de	ADP	de
aperçu	ADJ	apercevoir
des	DET	un
matin	NOUN	matin
tard	ADV	tard
jour	NOUN	jour
pas	ADV	pas
d'	ADP	de
bu	DET	bu
,	PUNCT	,
,	PUNCT	,
café	NOUN	café
et	CCONJ	et
il	PRON	il
.	PUNCT	.
,	PUNCT	,
pour	ADP	pour
.	PUNCT	.
de	ADP	de
rendu	VERB	rendre
penser	VERB	penser
vie	NOUN	vie
il	PRON	il
années	NOUN	année
époque	NOUN	époque
de	ADP	de
sa	DET	son
apparemment	ADV	apparemment
ce	DET	ce
blanches	ADJ	blanc
.	PUNCT	.
,	PUNCT	,
Il	PRON	il
,	PUNCT	,
journalisme	NOUN	journalisme
cette	DET	ce
les	DET	le
l'	PRON	l'
ne	ADV	ne
À	ADP	à
mais	CCONJ	mais
,	PUNCT	,
son	DET	son
.	PUNCT	.
mariage	NOUN	mariage
avaient	AUX	avoir
pas	ADV	pas
ne	ADV	ne
pas	ADV	pas
étaient	AUX	être
émotif	ADJ	émotif
justement	ADV	justement
Trente	NUM	Trente
de	DET	de
matin	NOUN	matin
moins	ADV	moins
,	PUNCT	,
de	ADP	de
tous	ADJ	tout
précédés	VERB	précéder
somnifères	NOUN	somnifère
graves	ADJ	grave
de	ADP	de
nuits	NOUN	nuit
prenait	VERB	prendre
à	ADP	à
de	ADP	de
.	PUNCT	.
événements	NOUN	événement
seule	ADJ	seul
plu	VERB	pleuvoir
.	PUNCT	.
pour	ADP	pour
avait	AUX	avoir
on	PRON	on
avait	AUX	avoir
apparut	PROPN	apparaître
l'	PRON	l'
avait	VERB	avoir
qu'	SCONJ	que
il	PRON	il
.	PUNCT	.
.	PUNCT	.
le	DET	le
.	PUNCT	.
,	PUNCT	,
s'	PRON	se
n'	ADV	n'
de	DET	de
printanières	ADJ	printanier
Une	DET	un
infirmière	NOUN	infirmier
nuit	NOUN	nuit
odeurs	NOUN	odeur
,	PUNCT	,
était	AUX	être
pas	ADV	pas
Elle	PRON	lui
de	ADP	de
Elle	PRON	lui
une	DET	un
jardin	ADJ	jardin
lui	PRON	lui
l'	PRON	l'
des	DET	un
,	PUNCT	,
sortait	VERB	sortir
envoyé	VERB	envoyer
porte	VERB	porte
portait	VERB	porter
hiver	VERB	hiver
et	CCONJ	et
le	DET	le
tailleur	NOUN	tailleur
bon	ADJ	bon
cette	DET	ce
Catherine	NOUN	catherine
accompagnait	AUX	accompagnait
ouvrit	NOUN	ouvrit
Victor	PROPN	Victor
,	PUNCT	,
dévalèrent	ADV	dévalèrent
.	PUNCT	.
Catherine	NOUN	catherine
une	DET	un
Non	ADV	non
femmes	NOUN	femme
accompagnait	AUX	accompagnait
,	PUNCT	,
en	ADP	en
courant	NOUN	courant
resta	NOUN	resta
,	PUNCT	,
en	ADP	en
un	DET	un
d'	ADP	de
était	AUX	être
en	ADP	en
Victor	VERB	victor
agissait	VERB	agir
où	PRON	où
l'	PRON	l'
infirmières	NOUN	infirmier
s'	PRON	se
étaient	AUX	être
direction	NOUN	direction
de	ADP	de
bras	NOUN	bras
le	DET	le
les	DET	le
Pourquoi	ADV	pourquoi
blanc	ADJ	blanc
,	PUNCT	,
bras	NOUN	bras
il	PRON	il
.	PUNCT	.
employée	NOUN	employé
leva	VERB	lever
il	PRON	il
marches	NOUN	marche
mais	CCONJ	mais
Les	DET	le
du	ADP	de
perron	NOUN	perron
leva	VERB	lever
les	DET	le
deux	NUM	deux
-on	PRON	on
.	PUNCT	.
à	ADP	à
est	AUX	être
qui	PRON	qui
À	ADP	à
employée	NOUN	employé
contretemps	NOUN	contretemps
qu'	PRON	qu'
fille	NOUN	fille
et	CCONJ	et
,	PUNCT	,
pas	ADV	pas
à	ADP	à
l'	DET	le
il	PRON	il
signifiait	VERB	signifier
qu'	PRON	qu'
quel	DET	quel
Victor	PROPN	Victor
avait	VERB	avoir
mesure	NOUN	mesure
,	PUNCT	,
allée	NOUN	allée
,	PUNCT	,
que	SCONJ	que
tracasserie	NOUN	tracasserie
ça	PRON	cela
une	DET	un
valise	ADJ	valis
elle	PRON	lui
elles	PRON	lui
accompagnait	AUX	accompagnait
main	NOUN	main
encore	ADV	encore
une	DET	un
avançaient	VERB	avancer
quelle	DET	quel
la	DET	le
?	PUNCT	?
,	PUNCT	,
,	PUNCT	,
Catherine	PROPN	Catherine
dans	ADP	dans
que	SCONJ	que
ne	ADV	ne
ressemblait	VERB	ressembler
qu'	SCONJ	que
-ce	PRON	-ce
la	DET	le
qu'	SCONJ	que
constatait	VERB	constater
un	DET	un
avait	VERB	avoir
elles	PRON	lui
administration	NOUN	administration
ramenés	VERB	ramener
à	ADP	à
y	PRON	y
qu'	SCONJ	que
bien	ADV	bien
familiarité	NOUN	familiarité
des	DET	un
cheveux	ADJ	cheveux
assez	ADV	assez
sous	ADP	sous
trop	ADV	trop
bandeaux	NOUN	bandeau
appartienne	ADJ	appartienn
malgré	ADP	malgré
les	DET	le
.	PUNCT	.
elle	PRON	lui
belle	ADJ	bel
et	CCONJ	et
elles	PRON	lui
qu'	SCONJ	que
deux	NUM	deux
tempes	NOUN	tempe
,	PUNCT	,
sur	ADP	sur
fille	NOUN	fille
avaient	VERB	avoir
jeune	ADJ	jeune
de	ADP	de
blonds	NOUN	blond
jeune	ADJ	jeune
pour	ADP	pour
corps	NOUN	corps
l'	DET	le
en	ADP	en
,	PUNCT	,
toutes	ADJ	tout
et	CCONJ	et
air	NOUN	air
ici	ADV	ici
,	PUNCT	,
Une	DET	un
entre	ADP	entre
éteint	VERB	éteindre
fait	VERB	faire
cet	DET	ce
qu'	SCONJ	que
vêtements	NOUN	vêtement
grande	ADJ	grand
qui	PRON	qui
très	ADV	très
manteau	NOUN	manteau
des	DET	un
moins	ADV	moins
d'	ADP	de
sans	ADP	sans
avait	VERB	avoir
une	DET	un
valise	ADJ	valis
personne	ADJ	personn
de	ADP	de
dans	ADP	dans
,	PUNCT	,
.	PUNCT	.
tailleur	NOUN	tailleur
godaillait	VERB	godailler
forme	NOUN	forme
de	ADP	de
hors	ADP	hors
,	PUNCT	,
ni	CCONJ	ni
robe	VERB	robe
;	PUNCT	;
dès	ADP	dès
son	DET	son
chaussures	NOUN	chaussure
que	SCONJ	que
serait	VERB	être
cotonnade	NOUN	cotonnade
allure	NOUN	allure
éculées	VERB	éculer
couleur	NOUN	couleur
elle	PRON	lui
marron	ADJ	marron
élégante	ADJ	élégant
fibranne	NOUN	fibranne
Catherine	NOUN	catherine
,	PUNCT	,
était	AUX	être
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
abominables	ADJ	abominable
beaucoup	ADV	beaucoup
ici	ADV	ici
Elle	PRON	lui
peut	VERB	pouvoir
pourrait	VERB	pouvoir
?	PUNCT	?
avait	AUX	avoir
faire	AUX	faire
qu'	PRON	qu'
ne	ADV	ne
quoi	PRON	quoi
fois	NOUN	fois
.	PUNCT	.
possibilité	NOUN	possibilité
de	ADP	de
Pourquoi	ADV	pourquoi
je	PRON	je
elle	PRON	lui
une	DET	un
-ce	PRON	-ce
?	PUNCT	?
ici	ADV	ici
fait	VERB	faire
est	AUX	être
ces	DET	ce
chaque	DET	chaque
d'	ADP	de
qu'	SCONJ	que
où	PRON	où
?	PUNCT	?
On	PRON	on
permanente	NOUN	permanente
ses	DET	son
Il	PRON	il
que	SCONJ	que
sortait	VERB	sortir
se	PRON	se
cheveux	ADJ	cheveux
Mais	CCONJ	mais
dire	VERB	dire
elle	PRON	lui
faire	VERB	faire
frisettes	NOUN	frisette
y	PRON	y
?	PUNCT	?
permanente	NOUN	permanente
avait	VERB	avoir
la	DET	le
à	ADP	à
deviner	VERB	deviner
ou	CCONJ	ou
que	SCONJ	que
Une	DET	un
et	CCONJ	et
vois	NOUN	voi
,	PUNCT	,
riait	VERB	rire
retrouverait	VERB	retrouver
.	PUNCT	.
la	DET	le
naturel	NOUN	naturel
quelles	DET	quel
me	PRON	me
comme	ADP	comme
on	PRON	on
le	DET	le
sauf	ADP	sauf
,	PUNCT	,
importe	VERB	importe
désagréable	ADJ	désagréable
,	PUNCT	,
sauf	ADP	sauf
,	PUNCT	,
surprise	NOUN	surprise
ravissement	NOUN	ravissement
importe	VERB	importe
pensa	NOUN	pensa
une	DET	un
Victor	PROPN	Victor
ici	ADV	ici
,	PUNCT	,
où	PRON	où
le	DET	le
voilà	VERB	voilà
n'	ADV	n'
elle	PRON	lui
se	PRON	se
ravissement	NOUN	ravissement
réserve	VERB	réserve
en	ADP	en
Il	PRON	il
n'	ADV	n'
désinvolte	ADJ	désinvolte
on	PRON	on
,	PUNCT	,
,	PUNCT	,
se	PRON	se
retrouve	VERB	retrouve
jouait	VERB	jouer
,	PUNCT	,
le	DET	le
circonstances	NOUN	circonstance
ohé	DET	ohé
bronzée	ADV	bronzée
que	PRON	que
dans	ADP	dans
jamais	ADV	jamais
mais	CCONJ	mais
ne	ADV	ne
celles	PRON	celui
Catherine	NOUN	catherine
,	PUNCT	,
nous	PRON	nous
faisait	VERB	faire
tourner	VERB	tourner
nous	PRON	nous
y	PRON	y
et	CCONJ	et
fais	NOUN	fai
de	ADP	de
cerveau	NOUN	cerveau
tu	NOUN	tu
penser	VERB	penser
efforcer	VERB	efforcer
dessécher	VERB	dessécher
Seigneur	PROPN	Seigneur
connaissons	VERB	connaître
nous	PRON	nous
,	PUNCT	,
pour	ADP	pour
être	AUX	être
-	PUNCT	-
Au	ADP	au
ses	DET	son
(	PUNCT	(
auxquelles	PRON	auxquelles
,	PUNCT	,
risque	NOUN	risque
allons	VERB	aller
ici	ADV	ici
plus	ADV	plus
comment	ADV	comment
le	DET	le
bras	NOUN	bras
de	ADP	de
Il	PRON	il
,	PUNCT	,
la	DET	le
.	PUNCT	.
nous	PRON	nous
serrait	VERB	serrer
ça	PRON	cela
.	PUNCT	.
?	PUNCT	?
,	PUNCT	,
tu	SCONJ	tu
que	SCONJ	que
maladie	NOUN	maladie
sais	VERB	savoir
est	VERB	être
,	PUNCT	,
l'	DET	le
)	PUNCT	)
dois	VERB	devoir
avoir	VERB	avoir
est	AUX	être
fille	NOUN	fille
une	DET	un
Addison	PROPN	Addison
ne	ADV	ne
?	PUNCT	?
c'	PRON	ce
c'	PRON	ce
Tu	PROPN	Tu
comme	ADP	comme
regardant	VERB	regarder
commence	VERB	commencer
--	PUNCT	--
par	ADP	par
est	AUX	être
ça	PRON	cela
,	PUNCT	,
ma	DET	mon
as	AUX	avoir
Victor	PROPN	Victor
gaffe	NOUN	gaffe
la	DET	le
peau	NOUN	peau
.	PUNCT	.
»	PUNCT	»
pas	ADV	pas
d'	ADP	de
ça	PRON	cela
oublié	VERB	oublier
qui	PRON	qui
Catherine	NOUN	catherine
?	PUNCT	?
Je	PRON	je
est	AUX	être
je	PRON	je
joyeusement	ADV	joyeusement
autre	ADJ	autre
répliquait	VERB	répliquer
que	SCONJ	que
puis	CCONJ	puis
yeux	NOUN	oeil
était	AUX	être
elle	PRON	lui
,	PUNCT	,
,	PUNCT	,
des	DET	un
«	NOUN	«
autre	ADJ	autre
avec	ADP	avec
ses	DET	son
diaphane	ADJ	diaphane
est	AUX	être
.	PUNCT	.
pouvait	VERB	pouvoir
elle	PRON	lui
ce	DET	ce
sortir	VERB	sortir
pas	ADV	pas
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
qui	PRON	qui
interrogatif	NOUN	interrogatif
d'	ADP	de
ailleurs	ADV	ailleurs
pas	ADV	pas
niais	ADV	niais
de	ADP	de
ici	ADV	ici
L'	DET	le
vêtements	NOUN	vêtement
pâle	NOUN	pâle
fille	NOUN	fille
d'	ADP	de
n'	ADV	n'
ne	ADV	ne
et	CCONJ	et
poupée	NOUN	poupée
et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
bronzée	NOUN	bronzée
Catherine	PROPN	Catherine
comme	ADP	comme
Elle	PRON	lui
regard	NOUN	regard
jeta	ADJ	jeta
aussi	ADV	aussi
je	PRON	je
entrain	NOUN	entrain
,	PUNCT	,
Victor	PROPN	Victor
sortante	ADJ	sortant
Moi	PROPN	Moi
:	PUNCT	:
Vous	PRON	vous
la	DET	le
promenade	NOUN	promenade
s'	PRON	se
On	PRON	on
.	PUNCT	.
la	DET	le
demanda	ADJ	demanda
en	ADP	en
blonde	NOUN	blonde
.	PUNCT	.
?	PUNCT	?
est	AUX	être
circulaire	ADJ	circulaire
expliqua	NOUN	expliqua
connaissez	VERB	connaître
Catherine	NOUN	catherine
.	PUNCT	.
Catherine	NOUN	catherine
fille	NOUN	fille
Non	ADV	non
t'	PRON	te
regard	NOUN	regard
--	PUNCT	--
»	PUNCT	»
,	PUNCT	,
vous	PRON	vous
un	DET	un
avec	ADP	avec
murmura	VERB	murmurer
retrouvées	VERB	retrouver
avais	VERB	avoir
on	PRON	on
.	PUNCT	.
vue	VERB	voir
à	ADP	à
--	PUNCT	--
,	PUNCT	,
--	PUNCT	--
«	NOUN	«
bas	NOUN	bas
sourit	VERB	sourire
attend	VERB	attendre
toi	NOUN	toi
,	PUNCT	,
,	PUNCT	,
la	DET	le
t'	PRON	te
Et	CCONJ	et
ils	PRON	il
la	DET	le
,	PUNCT	,
dit	VERB	dire
:	PUNCT	:
allaient	VERB	aller
fille	NOUN	fille
t'	PRON	te
ouvrit	VERB	ouvrir
vais	VERB	aller
.	PUNCT	.
montrant	VERB	montrer
elle	PRON	lui
--	PUNCT	--
qu'	SCONJ	que
»	PUNCT	»
,	PUNCT	,
La	DET	le
»	PUNCT	»
Victor	PROPN	Victor
emmène	NOUN	emmène
billet	NOUN	billet
?	PUNCT	?
dit	VERB	dire
secoua	VERB	secouer
Catherine	PROPN	Catherine
de	ADP	de
tête	NOUN	tête
et	CCONJ	et
main	NOUN	main
on	PRON	on
Je	PRON	je
--	PUNCT	--
train	NOUN	train
Paris	PROPN	Paris
Nous	PRON	nous
aussi	ADV	aussi
un	DET	un
?	PUNCT	?
.	PUNCT	.
n'	ADV	n'
à	ADP	à
--	PUNCT	--
à	ADP	à
une	DET	un
belle	ADJ	bel
les	DET	le
vraiment	ADV	vraiment
pas	ADV	pas
,	PUNCT	,
dit	VERB	dire
sourcils	NOUN	sourcil
.	PUNCT	.
Ayant	AUX	avoir
,	PUNCT	,
.	PUNCT	.
leva	VERB	lever
.	PUNCT	.
était	AUX	être
réguliers	ADJ	régulier
.	PUNCT	.
,	PUNCT	,
Elle	PRON	lui
des	DET	un
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
Catherine	NOUN	catherine
Indemne	NOUN	indemne
?	PUNCT	?
Indemne	NOUN	indemne
encore	ADV	encore
sorte	NOUN	sorte
surprise	NOUN	surprise
des	ADP	de
traversé	VERB	traverser
qu'	SCONJ	que
interrogateurs	ADJ	interrogateur
Une	DET	un
très	ADV	très
épreuves	NOUN	épreuve
traits	NOUN	trait
d'	ADP	de
avant	ADP	avant
parfaitement	ADV	parfaitement
assurance	NOUN	assurance
adulte	VERB	adulte
plus	ADV	plus
Paris	PROPN	Paris
dessinés	VERB	dessiner
Victor	PROPN	Victor
,	PUNCT	,
tournant	VERB	tourner
Alors	ADV	alors
vous	PRON	vous
Catherine	NOUN	catherine
grommela	NOUN	grommela
,	PUNCT	,
--	PUNCT	--
je	PRON	je
il	PRON	il
boire	VERB	boire
non	ADV	non
»	PUNCT	»
exclama	VERB	exclamer
demanda	ADJ	demanda
moins	ADV	moins
,	PUNCT	,
thé	NOUN	thé
blonde	NOUN	blonde
.	PUNCT	.
.	PUNCT	.
de	ADP	de
la	DET	le
,	PUNCT	,
pourrait	VERB	pouvoir
tasse	NOUN	tasse
au	ADP	au
Puis	CCONJ	puis
se	PRON	se
bourru	PRON	bourru
Voilà	VERB	voilà
invite	VERB	invite
Catherine	PROPN	Catherine
aller	VERB	aller
,	PUNCT	,
