langage	NOUN	langage
.	PUNCT	.
enveloppaient	NOUN	enveloppaient
Orateurs	PROPN	Orateurs
les	DET	le
cinq	NUM	cinq
dit	VERB	dire
était	AUX	être
échapper	VERB	échapper
et	CCONJ	et
voulait	VERB	vouloir
elle	PRON	lui
sacs	NOUN	sac
Marilyn	NOUN	marilyn
ne	ADV	ne
.	PUNCT	.
l'	PRON	l'
lui	PRON	lui
elle	PRON	lui
fallait	VERB	falloir
-	NOUN	-
poubelle	NOUN	poubelle
de	ADP	de
le	DET	le
chaleur	NOUN	chaleur
qui	PRON	qui
aux	ADP	à
épaisseurs	NOUN	épaisseur
lui	PRON	lui
si	SCONJ	si
plastique	NOUN	plastique
mourir	VERB	mourir
vêtements	NOUN	vêtement
Mais	CCONJ	mais
humaine	ADJ	humain
avait	AUX	avoir
tellement	ADV	tellement
emprisonnée	VERB	emprisonner
par	ADP	par
Monroe	PROPN	Monroe
il	PRON	il
froid	ADJ	froid
s'	PRON	se
avait	AUX	avoir
,	PUNCT	,
dans	ADP	dans
à	ADP	à
le	DET	le
beaucoup	ADV	beaucoup
avait	AUX	avoir
dissipée	VERB	dissiper
commençait	VERB	commencer
en	ADP	en
nuit	NOUN	nuit
connu	VERB	connaître
des	DET	un
dans	ADP	dans
sa	DET	son
de	ADP	de
froides	ADJ	froid
qui	PRON	qui
et	CCONJ	et
celle-ci	PRON	celui-ci
long	NOUN	long
urine	NOUN	urine
ses	DET	son
-elle	PRON	lui
premières	ADJ	premier
l'	DET	le
heures	NOUN	heure
en	ADP	en
hiver	VERB	hiver
que	PRON	que
ses	DET	son
geler	NOUN	geler
-t	PART	-t
la	DET	le
nuits	NOUN	nuit
jambes	NOUN	jambe
;	PUNCT	;
songea	VERB	songer
coulé	VERB	couler
plus	ADV	plus
chaussettes	NOUN	chaussette
.	PUNCT	.
jusque	ADJ	jusqu
chaussures	NOUN	chaussure
Elle	PRON	lui
avait	AUX	avoir
de	ADP	de
les	DET	le
avachies	NOUN	avachie
posant	VERB	poser
ses	DET	son
qu'	PRON	qu'
sur	ADP	sur
retrouver	VERB	retrouver
,	PUNCT	,
le	DET	le
nuits	NOUN	nuit
joue	NOUN	joue
se	PRON	se
toute	ADJ	tout
son	DET	son
,	PUNCT	,
tout	ADV	tout
protéger	VERB	protéger
journée	NOUN	journée
qui	PRON	qui
l'	PRON	l'
ces	DET	ce
.	PUNCT	.
dépouillée	VERB	dépouiller
Jésus	PROPN	Jésus
Mais	CCONJ	mais
des	ADP	de
transportés	VERB	transporter
granit	NOUN	granit
.	PUNCT	.
glacé	VERB	glacer
des	ADP	de
journaux	NOUN	journal
avait	AUX	avoir
présent	ADJ	présent
dépouillée	VERB	dépouiller
avait	AUX	avoir
constituait	VERB	constituer
comme	SCONJ	comme
pour	ADP	pour
lit	NOUN	lit
elle	PRON	lui
-là	PROPN	-là
vent	NOUN	vent
Orateurs	NOUN	orateur
de	ADP	de
la	DET	le
fait	NOUN	fait
cette	DET	ce
protection	NOUN	protection
était	AUX	être
le	DET	le
de	ADP	de
la	DET	le
Le	DET	le
son	DET	son
appuyer	VERB	appuyer
Marilyn	NOUN	marilyn
lui	PRON	lui
glissa	VERB	glisser
vulnérable	ADJ	vulnérable
pour	ADP	pour
.	PUNCT	.
pour	ADP	pour
nuit	NOUN	nuit
.	PUNCT	.
Mary	NOUN	mary
Mais	CCONJ	mais
les	DET	le
tête	NOUN	tête
main	NOUN	main
terriblement	ADV	terriblement
fallait	VERB	falloir
l'	DET	le
donnait	VERB	donner
rendait	VERB	rendre
il	PRON	il
mince	NOUN	mince
isoler	VERB	isoler
la	DET	le
sa	DET	son
intérieur	NOUN	intérieur
de	ADP	de
à	ADP	à
plus	ADV	plus
le	DET	le
trop	ADV	trop
cette	DET	ce
Kellogg	PROPN	Kellogg
froid	ADJ	froid
,	PUNCT	,
manteau	NOUN	manteau
et	CCONJ	et
la	DET	le
ne	ADV	ne
lui	PRON	lui
.	PUNCT	.
rester	VERB	rester
avait	AUX	avoir
dit	VERB	dire
encore	ADV	encore
et	CCONJ	et
là	ADV	là
retirer	VERB	retirer
pas	ADV	pas
en	ADP	en
de	ADP	de
avec	ADP	avec
,	PUNCT	,
jupe	NOUN	jupe
plus	ADV	plus
tampons	NOUN	tampon
même	ADV	même
grand	ADJ	grand
fourrés	VERB	fourrer
glissées	VERB	glisser
entre	ADP	entre
le	DET	le
en	ADP	en
elle	PRON	lui
sac	NOUN	sac
avoir	VERB	avoir
.	PUNCT	.
poubelle	NOUN	poubelle
puis	CCONJ	puis
d'	ADP	de
vent	NOUN	vent
le	DET	le
journal	ADJ	journal
afin	ADV	afin
qu'	PRON	qu'
et	CCONJ	et
,	PUNCT	,
-	NOUN	-
les	DET	le
les	DET	le
,	PUNCT	,
avait	AUX	avoir
sa	DET	son
balança	NOUN	balança
là	ADV	là
dessous	NOUN	dessous
chaud	NOUN	chaud
en	ADP	en
violent	ADV	violent
pages	NOUN	page
dans	ADP	dans
fit	VERB	faire
de	ADP	de
journaux	NOUN	journal
elle	PRON	lui
papier	NOUN	papier
de	ADP	de
caleçon	NOUN	caleçon
Elle	PRON	lui
glissant	ADJ	glissant
raidi	VERB	raidir
en	ADP	en
une	DET	un
se	PRON	se
elle	PRON	lui
laine	NOUN	laine
porte	VERB	porte
parvint	VERB	parvenir
libre	ADJ	libre
Ses	DET	son
doigts	NOUN	doigt
le	DET	le
se	PRON	se
.	PUNCT	.
autour	ADV	autour
,	PUNCT	,
de	ADP	de
métal	ADJ	métal
main	NOUN	main
mouvements	NOUN	mouvement
gros	ADJ	gros
elle	PRON	lui
la	DET	le
ses	DET	son
crasse	NOUN	crasse
froid	ADJ	froid
et	CCONJ	et
du	ADP	de
et	CCONJ	et
bois	NOUN	bois
et	CCONJ	et
Ainsi	ADV	ainsi
nus	VERB	nus
tremblante	ADJ	tremblant
de	ADP	de
,	PUNCT	,
tendit	VERB	tendre
refermèrent	ADV	refermèrent
anneau	NOUN	anneau
derrière	ADP	derrière
vers	ADP	vers
sur	ADP	sur
elle	PRON	lui
.	PUNCT	.
frêle	ADJ	frêle
par	ADP	par
la	DET	le
à	ADP	à
fer	NOUN	fer
Staline	PROPN	Staline
.	PUNCT	.
et	CCONJ	et
la	DET	le
le	DET	le
et	CCONJ	et
relever	VERB	relever
Haletante	NOUN	haletante
alors	ADV	alors
froid	NOUN	froid
s'	PRON	se
appuyer	VERB	appuyer
électriques	ADJ	électrique
finit	VERB	finir
ajouté	NOUN	ajouté
froid	ADJ	froid
humidité	NOUN	humidité
coupa	VERB	couper
Jésus	PROPN	Jésus
douleur	NOUN	douleur
l'	DET	le
,	PUNCT	,
;	PUNCT	;
effort	NOUN	effort
à	ADP	à
,	PUNCT	,
.	PUNCT	.
Joseph	PROPN	Joseph
de	ADP	de
par	ADP	par
tremblante	ADJ	tremblant
insulta	ADJ	insulta
au	ADP	au
contre	ADP	contre
les	DET	le
,	PUNCT	,
l'	DET	le
à	ADP	à
pied	NOUN	pied
lui	PRON	lui
,	PUNCT	,
Orateurs	NOUN	orateur
souffle	NOUN	souffle
elle	PRON	lui
dut	PRON	dut
causée	VERB	causer
Cet	DET	ce
.	PUNCT	.
elle	PRON	lui
le	DET	le
à	ADP	à
lâcher	VERB	lâcher
en	ADP	en
et	CCONJ	et
rampe	NOUN	rampe
pas	NOUN	pas
par	ADP	par
escalier	NOUN	escalier
se	PRON	se
pierre	NOUN	pierre
.	PUNCT	.
Agrippant	VERB	agripper
en	ADP	en
et	CCONJ	et
dans	ADP	dans
deux	NUM	deux
un	DET	un
qui	PRON	qui
,	PUNCT	,
boitillant	VERB	boitiller
d'	ADP	de
fer	NOUN	fer
pour	ADP	pour
orteils	NOUN	orteil
marcha	ADJ	marcha
sculptés	VERB	sculpter
s'	PRON	se
arrêtant	VERB	arrêter
mains	NOUN	main
à	ADP	à
pierre	NOUN	pierre
reprises	NOUN	reprise
la	DET	le
la	DET	le
la	DET	le
et	CCONJ	et
deux	NUM	deux
raide	ADJ	raide
à	ADP	à
forgé	VERB	forger
sous	ADP	sous
rampe	NOUN	rampe
le	DET	le
son	DET	son
lit	NOUN	lit
jusqu'	ADP	jusque
les	DET	le
grand	ADJ	grand
reposer	VERB	reposer
divisait	VERB	diviser
agressée	VERB	agresser
ses	DET	son
elle	PRON	lui
doigts	NOUN	doigt
à	ADP	à
dans	ADP	dans
taper	VERB	taper
,	PUNCT	,
les	DET	le
de	ADP	de
elle	PRON	lui
,	PUNCT	,
le	PRON	le
sauvages	NOUN	sauvage
cuisses	NOUN	cuisse
idée	NOUN	idée
sang	NOUN	sang
Tapie	NOUN	tapie
être	AUX	être
gourds	NOUN	gourd
le	DET	le
trottoir	VERB	trottoir
par	ADP	par
sur	ADP	sur
circuler	VERB	circuler
ses	DET	son
repérée	VERB	repérer
et	CCONJ	et
d'	ADP	de
elle	PRON	lui
regarda	VERB	regarder
nouveau	ADJ	nouveau
afin	ADV	afin
terrorisée	VERB	terroriser
atteignit	VERB	atteindre
faire	AUX	faire
de	ADP	de
ses	DET	son
l'	DET	le
.	PUNCT	.
furtivement	ADV	furtivement
enfin	ADV	enfin
l'	DET	le
autour	ADV	autour
d'	ADP	de
,	PUNCT	,
mains	NOUN	main
ombre	NOUN	ombre
jeunes	ADJ	jeune
dans	ADP	dans
à	ADP	à
qui	PRON	qui
gris	NOUN	gris
chose	NOUN	chose
temps	NOUN	temps
faire	VERB	faire
gris	ADJ	gris
en	ADP	en
les	DET	le
essayé	VERB	essayer
autre	PRON	autre
.	PUNCT	.
elle	PRON	lui
sifflaient	ADV	sifflaient
et	CCONJ	et
autre	ADJ	autre
à	ADP	à
aucune	DET	aucun
une	DET	un
affreuse	ADJ	affreux
obliger	VERB	obliger
n'	ADV	n'
,	PUNCT	,
avaient	AUX	avoir
l'	PRON	l'
brutalisée	VERB	brutaliser
voiture	NOUN	voiture
passait	VERB	passer
,	PUNCT	,
répugnante	ADJ	répugnant
ni	CCONJ	ni
vitesse	NOUN	vitesse
avaient	AUX	avoir
De	ADP	de
.	PUNCT	.
de	ADP	de
toute	DET	tout
une	DET	un
à	ADP	à
apercevait	VERB	apercevoir
de	DET	de
Mais	CCONJ	mais
des	ADP	de
personne	NOUN	personne
d'	ADP	de
et	CCONJ	et
l'	PRON	l'
types	NOUN	type
pneus	NOUN	pneu
trace	NOUN	trace
,	PUNCT	,
la	DET	le
des	DET	un
extrémité	NOUN	extrémité
bleday	NOUN	bleday
vers	ADP	vers
sur	ADP	sur
hurlant	VERB	hurler
côté	NOUN	côté
à	ADP	à
derrière	ADP	derrière
Dou	PROPN	Dou
pieds	NOUN	pied
la	DET	le
Mary	NOUN	mary
Garrano	PROPN	Garrano
dirigea	VERB	diriger
Orateurs	NOUN	orateur
Gucci	NOUN	gucci
du	ADP	de
se	PRON	se
.	PUNCT	.
autre	ADJ	autre
détrempée	ADJ	détremper
et	CCONJ	et
.	PUNCT	.
et	CCONJ	et
Fortunoff	PROPN	Fortunoff
,	PUNCT	,
en	ADP	en
injures	NOUN	injure
l'	DET	le
tourna	VERB	tourner
-	PROPN	-
traînant	VERB	traîner
gauche	NOUN	gauche
de	ADP	de
l'	DET	le
,	PUNCT	,
Les	DET	le
depuis	ADP	depuis
les	DET	le
suivirent	VERB	suivre
leurs	DET	leur
cachettes	NOUN	cachette
bloc	NOUN	bloc
chaussée	NOUN	chaussée
,	PUNCT	,
de	ADP	de
la	DET	le
dans	ADP	dans
avenue	NOUN	avenue
sur	ADP	sur
reprendre	VERB	reprendre
insensibles	ADJ	insensible
encore	ADV	encore
grande	ADJ	grand
plaquées	VERB	plaquer
le	DET	le
bord	NOUN	bord
mains	NOUN	main
devenues	VERB	devenir
d'	ADP	de
,	PUNCT	,
arrêta	VERB	arrêter
Plantée	VERB	planter
cherchant	VERB	chercher
fines	NOUN	fine
bord	NOUN	bord
son	DET	son
,	PUNCT	,
écarter	VERB	écarter
et	CCONJ	et
Elle	PRON	lui
trottoir	VERB	trottoir
s'	PRON	se
du	ADP	de
trottoir	VERB	trottoir
au	ADP	au
,	PUNCT	,
son	DET	son
pluie	NOUN	pluie
au	ADP	au
totalement	ADV	totalement
essayant	VERB	essayer
du	ADP	de
la	DET	le
à	ADP	à
.	PUNCT	.
les	DET	le
visage	NOUN	visage
faiblement	ADV	faiblement
de	ADP	de
avec	ADP	avec
ses	DET	son
souffle	NOUN	souffle
.	PUNCT	.
cheveux	ADJ	cheveux
vent	NOUN	vent
mèches	NOUN	mèche
que	SCONJ	que
vieille	ADJ	vieux
à	ADP	à
difficiles	ADJ	difficile
de	ADP	de
des	DET	un
la	DET	le
repenser	VERB	repenser
son	DET	son
.	PUNCT	.
souffrait	VERB	souffrir
si	SCONJ	si
raison	NOUN	raison
dépassait	VERB	dépasser
ses	DET	son
absence	NOUN	absence
dans	ADP	dans
Mary	PROPN	Mary
ces	DET	ce
comme	ADP	comme
surtout	ADV	surtout
apparente	ADJ	apparent
dans	ADP	dans
laissa	ADJ	laissa
,	PUNCT	,
vagabonder	VERB	vagabonder
moments	NOUN	moment
-là	PRON	-là
dans	ADP	dans
,	PUNCT	,
son	DET	son
douleur	NOUN	douleur
pensées	NOUN	pensée
cruellement	NOUN	cruellement
et	CCONJ	et
Parfois	ADV	parfois
la	DET	le
moments	NOUN	moment
son	DET	son
,	PUNCT	,
mari	NOUN	mari
sans	ADP	sans
surprenait	VERB	surprendre
;	PUNCT	;
elle	PRON	lui
celui-ci	PRON	celui-ci
femme	NOUN	femme
à	ADP	à
cœur	NOUN	cœur
se	PRON	se
ne	ADV	ne
causée	VERB	causer
les	DET	le
qu'	PRON	qu'
supplice	NOUN	supplice
de	ADP	de
celle	PRON	celui
que	SCONJ	que
un	DET	un
repensait	VERB	repenser
visite	NOUN	visite
avec	ADP	avec
elle	PRON	lui
psychiatrique	ADJ	psychiatrique
.	PUNCT	.
,	PUNCT	,
instants	NOUN	instant
plus	ADV	plus
que	SCONJ	que
ils	PRON	il
les	DET	le
était	AUX	être
dans	ADP	dans
les	DET	le
tous	ADJ	tout
Orateurs	NOUN	orateur
ses	DET	son
enfants	NOUN	enfant
avant	ADP	avant
partagés	VERB	partager
Orateurs	NOUN	orateur
placent	VERB	placer
Elle	PRON	lui
leur	DET	leur
,	PUNCT	,
à	ADP	à
la	DET	le
bonheur	NOUN	bonheur
électrique	ADJ	électrique
beaucoup	ADV	beaucoup
ne	ADV	ne
quand	SCONJ	quand
,	PUNCT	,
lui	PRON	lui
rendent	ADV	rendent
avaient	AUX	avoir
par	ADP	par
avant	ADP	avant
hôpital	NOUN	hôpital
jeune	ADJ	jeune
éleva	VERB	élever
Le	DET	le
la	DET	le
l'	DET	le
un	DET	un
,	PUNCT	,
.	PUNCT	.
qui	PRON	qui
elle	PRON	lui
si	SCONJ	si
,	PUNCT	,
et	CCONJ	et
ici	ADV	ici
cascade	NOUN	cascade
était	AUX	être
d'	ADP	de
Mary	NOUN	mary
se	PRON	se
sale	ADJ	sale
esprit	NOUN	esprit
songea	VERB	songer
,	PUNCT	,
sur	ADP	sur
établissement	NOUN	établissement
,	PUNCT	,
n'	ADV	n'
qui	PRON	qui
s'	PRON	se
eau	NOUN	eau
désormais	ADV	désormais
frôla	NOUN	frôla
retomba	VERB	retomber
pas	ADV	pas
projeta	NOUN	projeta
loin	ADV	loin
mal	NOUN	mal
et	CCONJ	et
dont	PRON	dont
mur	NOUN	mur
sans	ADP	sans
à	ADP	à
d'	ADP	de
du	ADP	de
toute	DET	tout
allure	NOUN	allure
voguait	VERB	voguer
premier	ADJ	premier
taxi	NOUN	taxi
en	ADP	en
soucier	VERB	soucier
,	PUNCT	,
l'	DET	le
bénévoles	NOUN	bénévole
là	ADV	là
pied	NOUN	pied
presque	ADV	presque
,	PUNCT	,
gentils	NOUN	gentil
en	ADP	en
aux	DET	aux
des	DET	un
promenades	NOUN	promenade
et	CCONJ	et
quand	SCONJ	quand
poitrine	NOUN	poitrine
en	ADP	en
était	AUX	être
étaient	AUX	être
;	PUNCT	;
-	ADJ	-
Elle	PRON	lui
les	DET	le
emmenaient	NOUN	emmenaient
de	ADP	de
.	PUNCT	.
la	DET	le
parfois	ADV	parfois
même	ADV	même
voiture	NOUN	voiture
.	PUNCT	.
l'	DET	le
l'	PRON	l'
jusqu'	ADP	jusque
à	ADP	à
Les	DET	le
pieds	NOUN	pied
ils	PRON	il
heureuse	ADJ	heureux
ou	CCONJ	ou
infirmières	NOUN	infirmier
emmenaient	NOUN	emmenaient
médecins	NOUN	médecin
,	PUNCT	,
souvent	ADV	souvent
faire	VERB	faire
bas	NOUN	bas
inondant	VERB	inonder
de	ADP	de
pique-nique	NOUN	pique-nique
dévoués	VERB	dévouer
lui	PRON	lui
faisait	VERB	faire
en	PRON	en
la	DET	le
.	PUNCT	.
médicaments	NOUN	médicament
il	PRON	il
s'	PRON	se
Etat	NOUN	etat
les	DET	le
même	ADV	même
une	DET	un
Orateurs	PROPN	Orateurs
modifié	VERB	modifier
surtout	ADV	surtout
un	DET	un
des	ADP	de
ils	PRON	il
,	PUNCT	,
rendaient	VERB	rendre
donnaient	VERB	donner
,	PUNCT	,
l'	DET	le
.	PUNCT	.
lui	PRON	lui
Et	CCONJ	et
les	DET	le
médecins	NOUN	médecin
jour	NOUN	jour
aux	ADP	à
aller	VERB	aller
que	SCONJ	que
,	PUNCT	,
télévision	NOUN	télévision
yeux	NOUN	oeil
médecins	NOUN	médecin
annoncèrent	VERB	annoncer
qui	PRON	qui
Puis	CCONJ	puis
et	CCONJ	et
.	PUNCT	.
des	ADP	de
fini	VERB	finir
Elle	PRON	lui
avait	VERB	avoir
invisible	ADJ	invisible
beau	NOUN	beau
par	ADP	par
avait	AUX	avoir
avaient	AUX	avoir
elle	PRON	lui
règlements	NOUN	règlement
Orateurs	NOUN	orateur
,	PUNCT	,
aucune	DET	aucun
d'	ADP	de
certains	DET	certain
les	DET	le
ses	DET	son
santé	NOUN	santé
,	PUNCT	,
n'	ADV	n'
dans	ADP	dans
.	PUNCT	.
que	SCONJ	que
de	ADP	de
plus	ADV	plus
privé	ADJ	priver
retrouver	VERB	retrouver
on	PRON	on
nécessitait	VERB	nécessiter
un	DET	un
prendre	VERB	prendre
on	PRON	on
ne	ADV	ne
estimait	VERB	estimer
tant	ADV	tant
qu'	SCONJ	que
la	PRON	le
donc	ADV	donc
,	PUNCT	,
à	ADP	à
sa	DET	son
avaient	VERB	avoir
la	PRON	le
mentale	ADJ	mental
continuait	VERB	continuer
hospitalisation	NOUN	hospitalisation
chance	NOUN	chance
centre	NOUN	centre
lui	PRON	lui
transférer	VERB	transférer
petit	ADJ	petit
dit	VERB	dire
-on	PRON	on
allait	VERB	aller
;	PUNCT	;
où	PRON	où
médicaments	NOUN	médicament
plus	ADV	plus
Un	DET	un
le	DET	le
donner	VERB	donner
se	PRON	se
elle	PRON	lui
personnel	NOUN	personnel
Mais	CCONJ	mais
lui	PRON	lui
membre	NOUN	membre
envoya	NOUN	envoya
la	DET	le
rabrouaient	NOUN	rabrouaient
elle	PRON	lui
personnel	NOUN	personnel
on	PRON	on
de	ADP	de
le	DET	le
,	PUNCT	,
leur	PRON	leur
montrait	VERB	montrer
,	PUNCT	,
.	PUNCT	.
un	DET	un
médical	ADJ	médical
surpeuplé	ADJ	surpeupler
où	PRON	où
rappeler	VERB	rappeler
.	PUNCT	.
le	DET	le
et	CCONJ	et
ses	DET	son
,	PUNCT	,
l'	PRON	l'
quand	SCONJ	quand
méchant	ADJ	méchant
était	AUX	être
jour	NOUN	jour
débordé	VERB	déborder
essayait	VERB	essayer
Souvent	ADV	souvent
médicaments	NOUN	médicament
envers	NOUN	envers
oubliaient	VERB	oublier
et	CCONJ	et
ils	PRON	il
agressif	ADJ	agressif
centre	NOUN	centre
de	ADP	de
du	ADP	de
ils	PRON	il
gare	NOUN	gare
avait	AUX	avoir
avait	AUX	avoir
pu	VERB	pouvoir
police	NOUN	police
avait	AUX	avoir
l'	PRON	l'
elle	PRON	lui
avait	AUX	avoir
si	SCONJ	si
échapper	VERB	échapper
.	PUNCT	.
Puis	CCONJ	puis
au	ADP	au
mur	NOUN	mur
avait	AUX	avoir
n'	ADV	n'
l'	PRON	l'
endormie	ADJ	endormi
sortir	VERB	sortir
elle	PRON	lui
les	DET	le
l'	PRON	l'
contre	ADP	contre
qu'	SCONJ	que
un	DET	un
dans	ADP	dans
une	DET	un
découverte	NOUN	découverte
trois	NUM	trois
dû	VERB	devoir
et	CCONJ	et
,	PUNCT	,
La	DET	le
jours	NOUN	jour
violemment	NOUN	violemment
routière	ADJ	routier
pas	ADV	pas
l'	PRON	l'
Orateurs	NOUN	orateur
fuir	NOUN	fuir
.	PUNCT	.
retrouvée	VERB	retrouver
pour	ADP	pour
leur	PRON	leur
pendant	ADP	pendant
poussée	VERB	pousser
et	CCONJ	et
ramenée	VERB	ramener
avaient	AUX	avoir
,	PUNCT	,
;	PUNCT	;
fois	NOUN	fois
personnel	NOUN	personnel
Il	PRON	il
surveillance	NOUN	surveillance
centre	NOUN	centre
Cette	DET	ce
la	DET	le
aucun	DET	aucun
avait	AUX	avoir
retrouvée	VERB	retrouver
les	DET	le
.	PUNCT	.
avait	AUX	avoir
a	VERB	avoir
la	DET	le
lui	PRON	lui
longtemps	ADV	longtemps
et	CCONJ	et
tromper	VERB	tromper
Orateurs	NOUN	orateur
dans	ADP	dans
elle	PRON	lui
à	ADP	à
n'	ADV	n'
.	PUNCT	.
Depuis	ADV	depuis
si	ADV	si
était	AUX	être
,	PUNCT	,
vivait	VERB	vivre
eu	VERB	avoir
.	PUNCT	.
repartie	VERB	repartir
mal	NOUN	mal
elle	PRON	lui
du	ADP	de
y	PRON	y
le	PRON	le
personne	VERB	personne
quand	SCONJ	quand
ordonné	VERB	ordonner
ne	ADV	ne
l'	PRON	l'
elle	PRON	lui
mais	CCONJ	mais
.	PUNCT	.
rue	NOUN	rue
avaient	AUX	avoir
loué	ADJ	louer
était	AUX	être
faire	AUX	faire
échapper	VERB	échapper
médecins	NOUN	médecin
façon	NOUN	façon
Elle	PRON	lui
jamais	ADV	jamais
l'	PRON	l'
car	CCONJ	car
travailleurs	NOUN	travailleur
sociaux	ADJ	social
Orateurs	PROPN	Orateurs
encore	ADV	encore
dehors	ADP	dehors
l'	PRON	l'
seule	ADJ	seul
,	PUNCT	,
.	PUNCT	.
pendant	ADP	pendant
la	DET	le
.	PUNCT	.
ne	ADV	ne
de	ADP	de
était	AUX	être
rester	VERB	rester
Dieu	PROPN	Dieu
soit	AUX	être
interrogeaient	AUX	interrogeaient
certain	ADJ	certain
comprendre	VERB	comprendre
ils	PRON	il
,	PUNCT	,
et	CCONJ	et
temps	NOUN	temps
c'	PRON	ce
,	PUNCT	,
d'	ADP	de
qui	PRON	qui
Apparemment	ADV	apparemment
ça	PRON	cela
aux	ADP	à
ne	ADV	ne
aux	ADP	à
nombreux	ADJ	nombreux
un	DET	un
obligée	VERB	obliger
pourrait	VERB	pouvoir
avaient	AUX	avoir
elle	PRON	lui
tous	ADJ	tout
placée	VERB	placer
rue	NOUN	rue
.	PUNCT	.
une	DET	un
s'	PRON	se
jamais	ADV	jamais
la	DET	le
,	PUNCT	,
elle	PRON	lui
faisait	VERB	faire
monter	VERB	monter
froid	NOUN	froid
qu'	SCONJ	que
