radiophonique	NOUN	radiophonique
si	SCONJ	si
Sirvent	ADV	sirvent
phrases	NOUN	phrase
rend	VERB	rendre
,	PUNCT	,
le	DET	le
avoué	VERB	avouer
qu'	SCONJ	que
-il	PRON	il
:	PUNCT	:
à	ADP	à
des	ADP	de
encore	ADV	encore
ne	ADV	ne
le	DET	le
morne	ADJ	morne
coupe	NOUN	coupe
présente	VERB	présente
a	AUX	avoir
,	PUNCT	,
mesure	NOUN	mesure
secrétaire	NOUN	secrétaire
traduire	VERB	traduire
ce	DET	ce
Louis	PROPN	Louis
style	NOUN	style
français	ADJ	français
au	ADP	au
change	NOUN	change
de	ADP	de
ne	ADV	ne
,	PUNCT	,
Radio-Mundial	PROPN	Radio-Mundial
vite	ADV	vite
machine	NOUN	machine
au	ADP	au
mots	NOUN	mot
de	ADP	de
prose	NOUN	prose
perfection	NOUN	perfection
tape	VERB	tape
à	ADP	à
chaleur	NOUN	chaleur
J'	PRON	je
de	ADP	de
et	CCONJ	et
finir	VERB	finir
accablante	ADJ	accablant
lui	PRON	lui
?	PUNCT	?
en	PRON	en
est	AUX	être
ma	DET	mon
par	ADP	par
pour	ADP	pour
goût	NOUN	goût
pardonne	VERB	pardonne
de	ADP	de
je	PRON	je
sais	VERB	savoir
,	PUNCT	,
respecter	VERB	respecter
la	DET	le
la	DET	le
que	SCONJ	que
mais	CCONJ	mais
pas	ADV	pas
plus	ADV	plus
,	PUNCT	,
quelquefois	ADV	quelquefois
surtout	ADV	surtout
la	DET	le
les	DET	le
quand	SCONJ	quand
on	PRON	on
Je	PRON	je
non	ADV	non
bureaux	NOUN	bureau
.	PUNCT	.
dans	ADP	dans
combien	ADV	combien
écrit	VERB	écrire
en	ADP	en
meilleure	ADJ	meilleur
je	PRON	je
d'	ADP	de
ai	AUX	avoir
raconter	VERB	raconter
j'	PRON	je
tissu	NOUN	tissu
Louis	PROPN	Louis
XVII	NUM	XVII
soir	NOUN	soir
galvaudé	VERB	galvauder
dont	PRON	dont
pouvais	ADJ	pouvai
et	CCONJ	et
en	ADP	en
empêcher	VERB	empêcher
qualité	NOUN	qualité
lâche	NOUN	lâche
-là	PROPN	-là
que	PRON	que
des	ADP	de
moins	ADV	moins
livres	NOUN	livre
de	ADP	de
penser	VERB	penser
m'	PRON	me
Mais	CCONJ	mais
espagnol	VERB	espagnol
thème	NOUN	thème
le	DET	le
,	PUNCT	,
,	PUNCT	,
était	AUX	être
ce	DET	ce
une	DET	un
ne	ADV	ne
,	PUNCT	,
Les	DET	le
ce	DET	ce
Carlos	PROPN	Carlos
aventures	NOUN	aventure
de	ADP	de
.	PUNCT	.
jadis	ADV	jadis
Sirvent	ADV	sirvent
ai	AUX	avoir
écoutant	VERB	écouter
,	PUNCT	,
un	DET	un
qu'	PRON	qu'
de	ADP	de
L'	DET	le
le	DET	le
dans	ADP	dans
ceux	PRON	celui
comme	ADP	comme
un	DET	un
le	DET	le
passé	NOUN	passé
,	PUNCT	,
.	PUNCT	.
plus	ADV	plus
n'	ADV	n'
est	AUX	être
de	ADP	de
pas	ADV	pas
la	DET	le
C'	PRON	ce
l'	DET	le
recommencer	VERB	recommencer
me	PRON	me
.	PUNCT	.
touche	VERB	touche
eu	VERB	avoir
lieu	NOUN	lieu
a	AUX	avoir
des	ADP	de
on	PRON	on
va	VERB	aller
qu'	SCONJ	que
.	PUNCT	.
personnes	NOUN	personne
autre	NOUN	autre
tout	ADV	tout
thème	NOUN	thème
irréparable	NOUN	irréparable
espoir	NOUN	espoir
a	AUX	avoir
disparues	ADJ	disparu
un	DET	un
perdus	VERB	perdre
dans	ADP	dans
survie	NOUN	survie
feuilleton	NOUN	feuilleton
jour	NOUN	jour
avant	ADP	avant
retrouver	VERB	retrouver
de	ADP	de
Louis	PROPN	Louis
prononce	NOUN	prononce
et	CCONJ	et
,	PUNCT	,
la	DET	le
«	PUNCT	«
la	DET	le
bruit	NOUN	bruit
.	PUNCT	.
début	NOUN	début
du	ADP	de
histoire	NOUN	histoire
fond	NOUN	fond
pas	ADV	pas
l'	DET	le
à	ADP	à
Cette	DET	ce
entend	VERB	entendre
nous	PRON	nous
planteur	ADJ	planteur
.	PUNCT	.
en	ADP	en
n'	ADV	n'
est	AUX	être
est	AUX	être
le	DET	le
ressac	NOUN	ressac
on	PRON	on
vous	PRON	vous
chaque	DET	chaque
mer	VERB	mer
mort	ADJ	mort
feuilleton	NOUN	feuilleton
raconter	VERB	raconter
Il	PRON	il
la	DET	le
Jamaïque	PROPN	Jamaïque
et	CCONJ	et
»	PUNCT	»
soir	NOUN	soir
son	DET	son
,	PUNCT	,
,	PUNCT	,
au	ADP	au
allons	VERB	aller
XVII	NUM	XVII
Sirvent	ADV	sirvent
de	ADP	de
phrase	NOUN	phrase
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
le	DET	le
minérale	ADJ	minéral
micro	NOUN	micro
,	PUNCT	,
intermèdes	NOUN	intermède
aussi	ADV	aussi
Il	PRON	il
,	PUNCT	,
cette	DET	ce
grand	ADJ	grand
que	SCONJ	que
harmonica	NOUN	harmonica
il	PRON	il
son	DET	son
et	CCONJ	et
se	PRON	se
col	NOUN	col
devant	ADP	devant
ouvert	ADJ	ouvert
et	CCONJ	et
soupirs	NOUN	soupir
affalé	NOUN	affalé
d'	ADP	de
sépare	VERB	sépare
jamais	ADV	jamais
ne	ADV	ne
sa	DET	son
boire	VERB	boire
lourde	ADJ	lourd
.	PUNCT	.
eau	NOUN	eau
chemise	NOUN	chemise
est	AUX	être
aussi	ADV	aussi
,	PUNCT	,
dont	PRON	dont
,	PUNCT	,
,	PUNCT	,
bleue	ADJ	bleu
profite	VERB	profite
au	ADP	au
goulot	NOUN	goulot
de	ADP	de
quelques	DET	quelque
des	ADP	de
indigeste	ADJ	indigeste
il	PRON	il
du	ADP	de
mercure	NOUN	mercure
début	NOUN	début
Une	DET	un
sur	ADP	sur
Rosal	PROPN	Rosal
du	ADP	de
au	ADP	au
rouge	NOUN	rouge
de	DET	de
j'	PRON	je
étais	AUX	être
arrière-pays	NOUN	arrière-pays
contraste	VERB	contraste
sert	VERB	servir
une	PRON	un
au	ADP	au
à	ADP	à
banquettes	NOUN	banquette
eau	NOUN	eau
,	PUNCT	,
.	PUNCT	.
moleskine	ADJ	moleskin
On	PRON	on
carafons	NOUN	carafon
la	PRON	le
de	ADP	de
moleskine	NOUN	moleskine
des	ADP	de
sources	NOUN	source
de	ADP	de
--	PROPN	--
dans	ADP	dans
assis	VERB	asseoir
de	ADP	de
minuscules	DET	minuscules
Rosal	PROPN	Rosal
.	PUNCT	.
l'	DET	le
Tout	ADV	tout
l'	DET	le
l'	DET	le
heure	NOUN	heure
après-midi	NOUN	après-midi
,	PUNCT	,
des	ADP	de
.	PUNCT	.
,	PUNCT	,
qui	PRON	qui
l'	DET	le
Quand	SCONJ	quand
le	DET	le
.	PUNCT	.
.	PUNCT	.
touristes	NOUN	touriste
des	ADP	de
avec	ADP	avec
client	ADV	client
aperçue	VERB	apercevoir
des	DET	un
.	PUNCT	.
Et	CCONJ	et
heure	NOUN	heure
assise	VERB	asseoir
bar	NOUN	bar
fréquentent	VERB	fréquenter
et	CCONJ	et
n'	ADV	n'
le	DET	le
D'	ADP	de
,	PUNCT	,
-là	PRON	-là
ai	AUX	avoir
sombre	NOUN	sombre
tables	NOUN	table
du	ADP	de
Rosal	PROPN	Rosal
.	PUNCT	.
pas	ADV	pas
,	PUNCT	,
Ils	PRON	il
l'	PRON	l'
,	PUNCT	,
les	DET	le
à	ADP	à
petites	ADJ	petit
je	PRON	je
murs	NOUN	mur
ne	ADV	ne
il	PRON	il
font	VERB	faire
cette	DET	ce
a	VERB	avoir
la	DET	le
sieste	ADJ	siest
habitude	NOUN	habitude
bois	NOUN	bois
aucun	DET	aucun
,	PUNCT	,
y	PRON	y
au	ADP	au
de	ADP	de
son	DET	son
de	ADP	de
soleil	NOUN	soleil
la	DET	le
près	ADV	près
de	ADP	de
plongez	VERB	plonger
qui	PRON	qui
la	DET	le
lumière	NOUN	lumière
pas	ADV	pas
le	DET	le
fer	NOUN	fer
si	SCONJ	si
de	ADP	de
suite	NOUN	suite
qu'	SCONJ	que
billard	NOUN	billard
café	NOUN	café
tout	ADV	tout
vous	PRON	vous
grille	NOUN	grille
le	DET	le
en	ADP	en
en	ADP	en
pénétrant	VERB	pénétrer
forte	NOUN	forte
je	PRON	je
visage	NOUN	visage
,	PUNCT	,
ouvragé	VERB	ouvrager
du	ADP	de
n'	ADV	n'
sépare	VERB	sépare
Rosal	PROPN	Rosal
salle	NOUN	salle
est	AUX	être
de	ADP	de
.	PUNCT	.
ai	VERB	avoir
les	DET	le
Dehors	ADV	dehors
,	PUNCT	,
,	PUNCT	,
la	DET	le
traits	NOUN	trait
dans	ADP	dans
distingué	NOUN	distingué
dans	ADP	dans
.	PUNCT	.
avoir	VERB	avoir
nus	CCONJ	nus
me	PRON	me
ses	DET	son
noir	NOUN	noir
pas	ADV	pas
à	ADP	à
sac	NOUN	sac
.	PUNCT	.
Elle	PRON	lui
de	ADP	de
d'	ADP	de
de	ADP	de
aucune	DET	aucun
Et	CCONJ	et
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
l'	DET	le
posé	VERB	poser
tache	NOUN	tache
paille	NOUN	paille
claire	ADJ	clair
Elle	PRON	lui
fouillait	VERB	fouiller
attention	NOUN	attention
visage	NOUN	visage
plus	ADV	plus
sac	NOUN	sac
son	DET	son
ne	ADV	ne
est	AUX	être
de	ADP	de
le	DET	le
bras	NOUN	bras
prêtait	VERB	prêter
ombre	NOUN	ombre
de	ADP	de
sorti	VERB	sortir
ne	ADV	ne
vingt	NUM	vingt
ans	NOUN	an
Son	DET	son
La	DET	le
devait	VERB	devoir
côté	NOUN	côté
Elle	PRON	lui
un	DET	un
sur	ADP	sur
,	PUNCT	,
ses	DET	son
cuivre	NOUN	cuivre
bracelets	NOUN	bracelet
elle	PRON	lui
elle	PRON	lui
a	AUX	avoir
temps	NOUN	temps
le	DET	le
plateau	NOUN	plateau
.	PUNCT	.
le	DET	le
et	CCONJ	et
une	DET	un
les	DET	le
s'	PRON	se
d'	ADP	de
poignets	NOUN	poignet
,	PUNCT	,
Le	DET	le
Elle	PRON	lui
banquette	NOUN	banquette
temps	NOUN	temps
,	PUNCT	,
eau	NOUN	eau
et	CCONJ	et
carafe	NOUN	carafe
dans	ADP	dans
tenant	VERB	tenir
.	PUNCT	.
de	ADP	de
de	ADP	de
le	DET	le
en	ADP	en
verre	NOUN	verre
de	ADP	de
avec	ADP	avec
barman	NOUN	barman
des	DET	un
silence	NOUN	silence
dirigé	VERB	diriger
deux	NUM	deux
mains	NOUN	main
cliquetaient	VERB	cliqueter
la	DET	le
vers	ADP	vers
rempli	VERB	remplir
est	AUX	être
première	ADJ	premier
presque	ADV	presque
minérale	ADJ	minéral
ai	AUX	avoir
éprouve	VERB	éprouve
,	PUNCT	,
verre	NOUN	verre
eau	NOUN	eau
enfant	NOUN	enfant
Je	PRON	je
que	SCONJ	que
l'	DET	le
contre	ADP	contre
aspire	VERB	aspire
bord	ADJ	bord
on	PRON	on
pourquoi	ADV	pourquoi
très	ADV	très
avale	ADJ	aval
voulu	VERB	vouloir
pas	ADV	pas
le	DET	le
l'	DET	le
à	ADP	à
sais	VERB	savoir
ras	NOUN	ras
pour	ADP	pour
la	DET	le
l'	DET	le
mettre	VERB	mettre
et	CCONJ	et
comme	ADP	comme
.	PUNCT	.
on	PRON	on
en	ADP	en
ne	ADV	ne
fois	NOUN	fois
j'	PRON	je
quand	SCONJ	quand
goût	NOUN	goût
la	DET	le
garde	NOUN	garde
de	ADP	de
sensation	NOUN	sensation
désagréable	ADJ	désagréable
la	PRON	le
jusqu'	ADP	jusque
cette	DET	ce
qui	PRON	qui
particulier	ADJ	particulier
,	PUNCT	,
première	ADJ	premier
la	DET	le
un	DET	un
à	ADP	à
aimé	VERB	aimer
sa	DET	son
donne	VERB	donne
trait	NOUN	trait
elle	PRON	lui
porté	VERB	porter
le	DET	le
qui	PRON	qui
avec	ADP	avec
.	PUNCT	.
lèvres	NOUN	lèvre
pas	ADV	pas
regardait	VERB	regarder
l'	PRON	l'
inconnu	NOUN	inconnu
peut-être	ADV	peut-être
ne	ADV	ne
seul	ADJ	seul
de	ADP	de
aurait	VERB	avoir
cigarette	PROPN	cigarette
a	AUX	avoir
bu	NOUN	bu
et	CCONJ	et
mêle	VERB	mêle
leçon	NOUN	leçon
un	DET	un
Mais	CCONJ	mais
verre	NOUN	verre
de	ADP	de
n'	ADV	n'
d'	ADP	de
qu'	SCONJ	que
ses	DET	son
le	PRON	le
.	PUNCT	.
ce	PRON	ce
et	CCONJ	et
Elle	PRON	lui
a	AUX	avoir
se	PRON	se
bouffée	VERB	bouffer
lui	PRON	lui
,	PUNCT	,
pas	ADV	pas
retenu	VERB	retenir
plus	ADV	plus
Je	PRON	je
sourcils	NOUN	sourcil
quand	ADP	quand
froncement	NOUN	froncement
le	DET	le
?	PUNCT	?
presque	ADV	presque
a	AUX	avoir
adresser	VERB	adresser
la	DET	le
déjà	ADV	déjà
âge	NOUN	âge
elle	PRON	lui
sorte	NOUN	sorte
moindre	ADJ	moindre
visage	NOUN	visage
pudeur	NOUN	pudeur
.	PUNCT	.
le	DET	le
vu	VERB	voir
avais	VERB	avoir
naturel	NOUN	naturel
eu	VERB	avoir
et	CCONJ	et
m'	PRON	me
a	AUX	avoir
de	ADP	de
me	PRON	me
m'	PRON	me
j'	PRON	je
n'	ADV	n'
parole	NOUN	parole
semblait	VERB	sembler
pas	ADV	pas
:	PUNCT	:
de	ADP	de
une	DET	un
son	DET	son
apprêtais	VERB	apprêter
avoir	VERB	avoir
Mais	CCONJ	mais
à	ADP	à
lui	PRON	lui
Il	PRON	il
grand	ADJ	grand
où	PRON	où
l'	DET	le
.	PUNCT	.
des	ADP	de
être	AUX	être
depuis	ADP	depuis
ne	ADV	ne
...	PUNCT	...
de	ADP	de
d'	ADP	de
que	SCONJ	que
et	CCONJ	et
cet	DET	ce
enfants	NOUN	enfant
avaient	AUX	avoir
l'	DET	le
d'	ADP	de
Jusqu'	ADP	jusque
a	AUX	avoir
genre	NOUN	genre
il	PRON	il
sur	ADP	sur
m'	PRON	me
ce	DET	ce
esprit	NOUN	esprit
monnaie	NOUN	monnaie
père	NOUN	père
,	PUNCT	,
.	PUNCT	.
la	DET	le
table	NOUN	table
éparpillé	VERB	éparpiller
jamais	ADV	jamais
quelques	DET	quelque
de	ADP	de
à	ADP	à
grandi	NOUN	grandi
venue	VERB	venir
après-midi-là	NOUN	après-midi-là
pièces	NOUN	pièce
pensée	NOUN	pensée
Elle	PRON	lui
mais	CCONJ	mais
années	NOUN	année
à	ADP	à
bien	ADV	bien
,	PUNCT	,
les	DET	le
était	AUX	être
son	DET	son
admettre	ADJ	admettr
,	PUNCT	,
fallait	VERB	falloir
pente	NOUN	pente
démarche	NOUN	démarche
.	PUNCT	.
un	DET	un
rencontrée	VERB	rencontrer
sortie	VERB	sortir
une	DET	un
déserte	ADJ	désert
qui	PRON	qui
ma	DET	mon
avais	VERB	avoir
-je	PRON	je
laissant	VERB	laisser
la	DET	le
avoir	AUX	avoir
le	DET	le
est	AUX	être
fond	NOUN	fond
qui	PRON	qui
cliquetis	NOUN	cliquetis
elle	PRON	lui
seul	ADJ	seul
ou	CCONJ	ou
,	PUNCT	,
,	PUNCT	,
sans	ADP	sans
gravit	VERB	gravir
la	DET	le
tramway	NOUN	tramway
bracelets	NOUN	bracelet
Peut	ADV	peut
Vellado	PROPN	Vellado
remarqué	VERB	remarquer
déjà	ADV	déjà
,	PUNCT	,
présence	NOUN	présence
du	ADP	de
dans	ADP	dans
dans	ADP	dans
au	ADP	au
-	ADV	-
me	PRON	me
la	DET	le
être	AUX	être
l'	DET	le
de	ADP	de
souple	VERB	souple
salle	NOUN	salle
longe	VERB	longer
de	ADP	de
sentais	ADV	sentais
?	PUNCT	?
rues	NOUN	rue
avais	VERB	avoir
pris	VERB	prendre
Ou	CCONJ	ou
Corniche	PROPN	Corniche
petites	ADJ	petit
de	ADP	de
le	DET	le
?	PUNCT	?
J'	PRON	je
les	DET	le
à	ADP	à
?	PUNCT	?
tramway	NOUN	tramway
?	PUNCT	?
se	PRON	se
je	PRON	je
-je	PRON	je
Radio-Mundial	PROPN	Radio-Mundial
touristes	NOUN	touriste
courage	NOUN	courage
la	DET	le
de	ADP	de
plage	NOUN	plage
ne	ADV	ne
me	PRON	me
car	CCONJ	car
ce	DET	ce
,	PUNCT	,
le	DET	le
Dans	ADP	dans
ai	AUX	avoir
visage	NOUN	visage
hall	NOUN	hall
pas	ADV	pas
bien	ADV	bien
le	DET	le
qui	PRON	qui
autour	ADV	autour
parmi	ADP	parmi
dans	ADP	dans
du	ADP	de
Fort	NOUN	fort
repéré	VERB	repérer
A	ADP	à
les	DET	le
monter	VERB	monter
promènent	ADV	promènent
du	ADP	de
jusque	ADJ	jusqu
que	SCONJ	que
du	ADP	de
.	PUNCT	.
l'	DET	le
pied	NOUN	pied
bien	ADV	bien
a	AUX	avoir
soleil	NOUN	soleil
de	ADP	de
l'	DET	le
attendait	VERB	attendre
,	PUNCT	,
sous	ADP	sous
lui	PRON	lui
A	ADP	à
sur	ADP	sur
fait	VERB	faire
Vellado	PROPN	Vellado
.	PUNCT	.
,	PUNCT	,
il	PRON	il
moi	PRON	moi
plomb	NOUN	plomb
,	PUNCT	,
un	DET	un
signe	NOUN	signe
ai	AUX	avoir
le	DET	le
nous	PRON	nous
auquel	ADJ	auquel
le	DET	le
après-midi	NOUN	après-midi
chauffeur	NOUN	chauffeur
de	ADP	de
bras	NOUN	bras
arrêt	NOUN	arrêt
Je	PRON	je
assis	VERB	asseoir
fussions	VERB	être
m'	PRON	me
banc	NOUN	banc
au	ADP	au
début	NOUN	début
,	PUNCT	,
chez	ADP	chez
,	PUNCT	,
répondu	VERB	répondre
un	DET	un
il	PRON	il
le	DET	le
.	PUNCT	.
habite	VERB	habite
que	SCONJ	que
où	PRON	où
et	CCONJ	et
distance	NOUN	distance
par	ADP	par
,	PUNCT	,
mon	DET	mon
allure	NOUN	allure
,	PUNCT	,
aux	ADP	à
avenue	NOUN	avenue
marchions	VERB	marcher
immeuble	NOUN	immeuble
dizaine	NOUN	dizaine
à	ADP	à
,	PUNCT	,
l'	DET	le
à	ADP	à
arrière	NOUN	arrière
de	ADP	de
à	ADP	à
l'	DET	le
côte	NOUN	côte
,	PUNCT	,
côte	PROPN	côte
m'	PRON	me
J'	PRON	je
en	ADP	en
Villadeval	NOUN	villadeval
pour	ADP	pour
a	AUX	avoir
jusqu'	ADP	jusque
reste	VERB	reste
j'	PRON	je
nous	PRON	nous
une	DET	un
ai	AUX	avoir
suivi	VERB	suivre
mètres	NOUN	mètre
beau	NOUN	beau
ralentir	VERB	ralentir
il	PRON	il
long	NOUN	long
de	ADP	de
fidélité	NOUN	fidélité
de	ADP	de
retirée	VERB	retirer
qu'	PRON	qu'
affection	NOUN	affection
j'	PRON	je
vie	NOUN	vie
Américaine	PROPN	Américaine
consignes	NOUN	consigne
l'	DET	le
,	PUNCT	,
était	AUX	être
terme	NOUN	terme
d'	ADP	de
dans	ADP	dans
côté	NOUN	côté
.	PUNCT	.
mouvementée	VERB	mouvementer
une	DET	un
et	CCONJ	et
elle	PRON	lui
avais	VERB	avoir
d'	ADP	de
cette	DET	ce
villa	NOUN	villa
a	AUX	avoir
chauffeur	NOUN	chauffeur
reçues	VERB	recevoir
s'	PRON	se
était	AUX	être
,	PUNCT	,
dès	ADP	dès
pour	ADP	pour
une	DET	un
Il	PRON	il
une	DET	un
mon	DET	mon
le	DET	le
dans	ADP	dans
que	PRON	que
sentimentale	ADJ	sentimental
ville	NOUN	ville
moi	PRON	moi
arrivée	NOUN	arrivée
avait	AUX	avoir
.	PUNCT	.
Au	ADP	au
connue	VERB	connaître
il	PRON	il
de	ADP	de
du	ADP	de
qui	PRON	qui
secrétariat	NOUN	secrétariat
la	DET	le
surveille	VERB	surveille
sur	ADP	sur
semaine	NOUN	semaine
exigé	VERB	exiger
de	ADP	de
,	PUNCT	,
qu'	PRON	qu'
depuis	ADP	depuis
et	CCONJ	et
,	PUNCT	,
chauffeur	NOUN	chauffeur
a	AUX	avoir
est	AUX	être
le	DET	le
a	AUX	avoir
échange	NOUN	échange
en	ADP	en
son	DET	son
elle	PRON	lui
,	PUNCT	,
fondation	NOUN	fondation
.	PUNCT	.
mais	CCONJ	mais
Elle	PRON	lui
détail	NOUN	détail
au	ADP	au
transmette	NOUN	transmette
,	PUNCT	,
mon	DET	mon
la	DET	le
morte	VERB	mourir
chaque	DET	chaque
que	SCONJ	que
,	PUNCT	,
de	ADP	de
,	PUNCT	,
,	PUNCT	,
en	ADP	en
emploi	NOUN	emploi
son	DET	son
une	DET	un
du	ADP	de
temps	NOUN	temps
testament	NOUN	testament
Corniche	PROPN	Corniche
pension	NOUN	pension
elle	PRON	lui
d'	ADP	de
varie	VERB	varier
