justifia	VERB	justifier
la	DET	le
sont	AUX	être
accrocha	ADJ	accrocha
la	DET	le
!	PUNCT	!
rocher	NOUN	rocher
les	DET	le
)	PUNCT	)
sous	ADP	sous
plutôt	ADV	plutôt
Et	CCONJ	et
plaît	VERB	plaire
comme	ADP	comme
Bretons	NOUN	breton
répéter	VERB	répéter
une	DET	un
moule	NOUN	moule
ainsi	ADV	ainsi
tien	NOUN	tien
:	PUNCT	:
il	PRON	il
à	ADP	à
trafiquants	NOUN	trafiquant
—	PROPN	—
était	AUX	être
idée	NOUN	idée
mais	CCONJ	mais
par	ADP	par
imaginée	VERB	imaginer
c'	PRON	ce
,	PUNCT	,
riches	ADJ	riche
époque	NOUN	époque
)	PUNCT	)
en	ADP	en
par	ADP	par
excentriques	ADJ	excentrique
aux	DET	aux
excités	NOUN	excité
les	DET	le
,	PUNCT	,
de	ADP	de
,	PUNCT	,
délirant	VERB	délirer
genres	NOUN	genre
et	CCONJ	et
décadents	ADJ	décadent
Damoises	ADJ	damoise
pirates	NOUN	pirate
et	CCONJ	et
contrebandiers	NOUN	contrebandier
cette	DET	ce
le	DET	le
tous	ADJ	tout
,	PUNCT	,
—	PUNCT	—
Terre	NOUN	terre
et	CCONJ	et
en	ADP	en
l'	DET	le
grâce	NOUN	grâce
dans	ADP	dans
revival	NOUN	revival
sinistrée	VERB	sinistrer
psychédéliques	NOUN	psychédélique
de	ADP	de
l'	DET	le
frôler	VERB	frôler
Seings	PROPN	Seings
(	PUNCT	(
excités	NOUN	excité
sensos	ADJ	senso
.	PUNCT	.
idée	NOUN	idée
sordides	NOUN	sordide
!	PUNCT	!
secrètes	ADJ	secret
quelles	DET	quel
l'	DET	le
ou	CCONJ	ou
GRIS1	NOUN	gris1
faire	VERB	faire
,	PUNCT	,
tapageuses	NOUN	tapageur
et	CCONJ	et
intéressa	NOUN	intéressa
pour	ADP	pour
et	CCONJ	et
Et	CCONJ	et
toutes	ADJ	tout
certaines	PRON	certains
Yanik	NOUN	yanik
.	PUNCT	.
entendu	VERB	entendre
le	DET	le
y	PRON	y
affaires	NOUN	affaire
descendre	VERB	descendre
étaient	AUX	être
légales	ADJ	légal
même	ADV	même
en	PRON	en
,	PUNCT	,
,	PUNCT	,
y	PRON	y
ou	CCONJ	ou
a	AUX	avoir
des	DET	un
Evidemment	ADV	evidemment
affaires	NOUN	affaire
—	VERB	—
de	ADP	de
grandioses	NOUN	grandiose
vu	VERB	voir
,	PUNCT	,
ou	CCONJ	ou
foireuses	NOUN	foireux
Kéfélec	PROPN	Kéfélec
d'	ADP	de
généreuses	NOUN	généreux
s'	PRON	se
sortes	NOUN	sorte
comme	ADP	comme
très	ADV	très
vain	ADJ	vain
,	PUNCT	,
,	PUNCT	,
fut	AUX	être
de	ADP	de
en	ADP	en
sa	DET	son
à	ADP	à
non	ADV	non
seulement	ADV	seulement
,	PUNCT	,
natale	ADJ	natal
bar	NOUN	bar
en	ADP	en
Yanik	PROPN	Yanik
fermé	VERB	fermer
dur	ADJ	dur
interrogé	VERB	interroger
:	PUNCT	:
espionné	VERB	espionner
de	ADP	de
à	ADP	à
activités	NOUN	activité
son	DET	son
et	CCONJ	et
buté	NOUN	buté
outre	ADP	outre
sondé	VERB	sonder
,	PUNCT	,
granité	NOUN	granité
et	CCONJ	et
obstiné	VERB	obstiner
,	PUNCT	,
ses	DET	son
le	DET	le
arrêté	VERB	arrêter
mais	CCONJ	mais
,	PUNCT	,
car	CCONJ	car
infiltré	ADJ	infiltrer
condamné	VERB	condamner
il	PRON	il
était	AUX	être
,	PUNCT	,
près	ADV	près
...	PUNCT	...
Bretagne	NOUN	bretagne
,	PUNCT	,
.	PUNCT	.
Il	PRON	il
de	ADP	de
finalement	ADV	finalement
Monténégro	PROPN	Monténégro
—	NOUN	—
.	PUNCT	.
idée	NOUN	idée
Coz	PROPN	Coz
appuis	VERB	appuis
célèbres	ADJ	célèbre
que	SCONJ	que
des	ADP	de
Pors	ADV	pors
de	ADP	de
Perez	PROPN	Perez
officiels	NOUN	officiel
furent	AUX	être
ou	CCONJ	ou
,	PUNCT	,
voire	CCONJ	voire
Nouveaux	PROPN	Nouveaux
le	DET	le
par	ADP	par
,	PUNCT	,
ailleurs	ADV	ailleurs
Oap	PROPN	Oap
Tao	PROPN	Tao
Troïka	PROPN	Troïka
Seings	NOUN	seing
côtoyer	VERB	côtoyer
coup	NOUN	coup
sérieux	ADJ	sérieux
Wolfgang	PROPN	Wolfgang
et	CCONJ	et
officieux	ADJ	officieux
Du	ADP	de
car	CCONJ	car
,	PUNCT	,
Mondes	NOUN	monde
des	DET	un
Damoises	PROPN	Damoises
par	ADP	par
truands	NOUN	truand
aussi	ADV	aussi
certains	PRON	certains
bénéficiait	VERB	bénéficier
l'	DET	le
-	PROPN	-
excités	VERB	exciter
la	DET	le
gratifié	VERB	gratifier
ce	PRON	ce
balises	NOUN	balise
rapidité	NOUN	rapidité
les	DET	le
fut	AUX	être
—	VERB	—
se	PRON	se
étendue	VERB	étendre
,	PUNCT	,
vu	ADP	vu
la	DET	le
et	CCONJ	et
bien	ADV	bien
l'	DET	le
par	ADP	par
une	DET	un
humaine	ADJ	humain
satellisées	VERB	satelliser
diffusée	VERB	diffuser
fortune	NOUN	fortune
de	ADP	de
une	DET	un
celle	PRON	celui
publicité	NOUN	publicité
.	PUNCT	.
Puis	CCONJ	puis
expansion	NOUN	expansion
La	DET	le
qui	PRON	qui
acheva	VERB	achever
plus	ADV	plus
la	DET	le
gloire	NOUN	gloire
que	SCONJ	que
Terre	NOUN	terre
deux	NUM	deux
de	ADP	de
durèrent	ADV	durèrent
constitue	VERB	constitue
et	CCONJ	et
d'	ADP	de
un	DET	un
record	NOUN	record
...	PUNCT	...
d'	ADP	de
années	NOUN	année
dépeupler	VERB	dépeupler
cinquantaine	NOUN	cinquantaine
d'	ADP	de
sombrer	VERB	sombrer
loisirs	ADJ	loisir
pirates	NOUN	pirate
Coz	PROPN	Coz
contrebandiers	NOUN	contrebandier
de	ADP	de
et	CCONJ	et
était	AUX	être
affaires	NOUN	affaire
,	PUNCT	,
et	CCONJ	et
débouchés	NOUN	débouché
hissé	NOUN	hissé
;	PUNCT	;
Pors	ADV	pors
,	PUNCT	,
,	PUNCT	,
dans	ADP	dans
et	CCONJ	et
ailleurs	ADV	ailleurs
plus	ADV	plus
s'	PRON	se
la	DET	le
déplacèrent	VERB	déplacer
barbarie	NOUN	barbarie
l'	DET	le
oubli	NOUN	oubli
sombra	NOUN	sombra
trouvèrent	ADV	trouvèrent
accaparèrent	NOUN	accaparèrent
il	PRON	il
les	DET	le
le	DET	le
d'	ADP	de
se	PRON	se
où	PRON	où
,	PUNCT	,
-	PROPN	-
juteux	ADJ	juteux
Seings	PROPN	Seings
autres	ADJ	autre
nouveaux	ADJ	nouveau
et	CCONJ	et
Damoises	ADJ	damoise
trafiquants	NOUN	trafiquant
dans	ADP	dans
plaisirs	NOUN	plaisir
péniblement	VERB	péniblemer
de	DET	de
de	ADP	de
Pas	ADV	pas
durant	ADP	durant
ce	DET	ce
la	DET	le
.	PUNCT	.
...	PUNCT	...
ans	NOUN	an
de	ADP	de
il	PRON	il
quelconque	ADJ	quelconque
autorité	NOUN	autorité
la	DET	le
planète	NOUN	planète
cependant	ADV	cependant
.	PUNCT	.
sursauts	NOUN	sursaut
tenta	VERB	tenter
lexique	ADJ	lexiqu
Comité	NOUN	comité
quelques	DET	quelque
Terre	NOUN	terre
reconstruction	NOUN	reconstruction
à	ADP	à
eut	ADJ	eut
fait	NOUN	fait
en	ADP	en
fin	NOUN	fin
Voir	VERB	voir
la	DET	le
,	PUNCT	,
.	PUNCT	.
:	PUNCT	:
à	ADP	à
Réhabilitation	NOUN	réhabilitation
y	PRON	y
volume	NOUN	volume
Ainsi	ADV	ainsi
1	NUM	1
qui	PRON	qui
d'	ADP	de
de	ADP	de
,	PUNCT	,
intéresser	VERB	intéresser
une	DET	un
pour	ADP	pour
tout	ADV	tout
deux	NUM	deux
la	DET	le
vainement	ADV	vainement
—	PRON	—
.	PUNCT	.
trouva	VERB	trouver
trois	NUM	trois
une	DET	un
en	PRON	en
mère	ADJ	mèr
et	CCONJ	et
-vous	PRON	vous
Galactica	PROPN	Galactica
si	SCONJ	si
exotique	ADJ	exotique
ruines	NOUN	ruine
stabiliser	VERB	stabiliser
circuit	ADJ	circuit
sur	ADP	sur
s'	PRON	se
de	ADP	de
.	PUNCT	.
années	NOUN	année
qui	PRON	qui
du	ADP	de
pourriez	VERB	pouvoir
cet	DET	ce
,	PUNCT	,
éphémère	NOUN	éphémère
(	PUNCT	(
«	NOUN	«
Toro	PROPN	Toro
suite	NOUN	suite
parfois	ADV	parfois
ne	ADV	ne
de	ADP	de
)	PUNCT	)
visiter	VERB	visiter
Touristica	PROPN	Touristica
Mais	CCONJ	mais
vint	VERB	venir
escale	NOUN	escale
Berceau	NOUN	berceau
pratique	NOUN	pratique
les	DET	le
Humanité	PROPN	Humanité
(	PUNCT	(
et	CCONJ	et
de	ADP	de
Ainsi	ADV	ainsi
,	PUNCT	,
pas	ADV	pas
l'	DET	le
et	CCONJ	et
astéroïde	NOUN	astéroïde
rares	ADJ	rare
vie	NOUN	vie
bon	ADJ	bon
de	ADP	de
votre	DET	votre
visites	ADJ	visite
au	ADP	au
?	PUNCT	?
fidèles	NOUN	fidèle
du	ADP	de
obstiné	NOUN	obstiné
respectables	ADJ	respectable
votre	DET	votre
temps	NOUN	temps
Jamais	PROPN	Jamais
)	PUNCT	)
,	PUNCT	,
!	PUNCT	!
—	PUNCT	—
Yanik	PROPN	Yanik
devenus	NOUN	devenu
et	CCONJ	et
«	NOUN	«
moderniser	VERB	moderniser
anciens	ADJ	ancien
pirates	ADJ	pirate
»	PUNCT	»
s'	PRON	se
mais	CCONJ	mais
,	PUNCT	,
hôtel	NOUN	hôtel
«	PROPN	«
emporta	NOUN	emporta
»	PUNCT	»
trafiquants	NOUN	trafiquant
la	DET	le
vieux	ADJ	vieux
.	PUNCT	.
régulières	ADJ	régulier
l'	DET	le
surtout	ADV	surtout
de	ADP	de
quelques	DET	quelque
»	PUNCT	»
?	PUNCT	?
les	DET	le
mieux	NOUN	mieux
Et	CCONJ	et
bar	NOUN	bar
au	ADP	au
par	ADP	par
...	PUNCT	...
ils	PRON	il
à	ADP	à
ou	CCONJ	ou
détour	CCONJ	détour
démodé	NOUN	démodé
aident	ADV	aident
,	PUNCT	,
soit	CCONJ	soit
renouveau	NOUN	renouveau
ou	CCONJ	ou
et	CCONJ	et
entendu	VERB	entendre
bar	NOUN	bar
quelques	DET	quelque
de	ADP	de
Récemment	ADV	récemment
le	DET	le
?	PUNCT	?
si	ADV	si
pittoresques	ADJ	pittoresque
maintenir	VERB	maintenir
,	PUNCT	,
cet	DET	ce
antique	NOUN	antique
parler	VERB	parler
signe	NOUN	signe
le	DET	le
senso	VERB	senso
qui	PRON	qui
qu'	SCONJ	que
d'	ADP	de
à	ADP	à
-	PUNCT	-
flot	NOUN	flot
ont	AUX	avoir
—	PUNCT	—
Coz	PROPN	Coz
un	DET	un
font	VERB	faire
-	PROPN	-
Pors	ADV	pors
—	PROPN	—
pire	NOUN	pire
le	DET	le
,	PUNCT	,
jeunes	NOUN	jeune
patron	NOUN	patron
par	ADP	par
Le	DET	le
témoignage	NOUN	témoignage
Grand	ADJ	grand
par	ADP	par
capté	VERB	capter
?	PUNCT	?
Guerre	NOUN	guerre
surannée	VERB	suranner
changé	VERB	changer
depuis	ADP	depuis
révolue	VERB	révolue
Trois	NUM	Trois
grésillante	ADJ	grésillant
!	PUNCT	!
attirés	VERB	attirer
Tu	ADJ	taire
même	ADV	même
encore	ADV	encore
sont	AUX	être
(	PUNCT	(
la	DET	le
sa	DET	son
ou	CCONJ	ou
pub	ADJ	pub
que	SCONJ	que
le	DET	le
Paraît	VERB	paraître
d'	ADP	de
décor	NOUN	décor
vécu	VERB	vivre
et	CCONJ	et
le	DET	le
une	DET	un
,	PUNCT	,
a	AUX	avoir
ce	DET	ce
Exode	NOUN	exode
«	NOUN	«
n'	ADV	n'
époque	NOUN	époque
rends	ADJ	rend
a	AUX	avoir
pas	ADV	pas
vivant	ADV	vivant
inadvertance	NOUN	inadvertance
compte	NOUN	compte
de	ADP	de
te	DET	te
de	DET	de
!	PUNCT	!
—	NOUN	—
rumeur	NOUN	rumeur
l'	DET	le
une	DET	un
Secondes	NOUN	seconde
et	CCONJ	et
de	ADP	de
ces	DET	ce
passé	NOUN	passé
propre	ADJ	propre
du	ADP	de
bouche	NOUN	bouche
Certains	PRON	certains
—	PUNCT	—
par	ADP	par
parfois	ADV	parfois
rêvent	NOUN	rêvent
,	PUNCT	,
,	PUNCT	,
banditisme	NOUN	banditisme
,	PUNCT	,
)	PUNCT	)
savent	VERB	savoir
...	PUNCT	...
d'	ADP	de
entendre	VERB	entendre
,	PUNCT	,
d'	ADP	de
cultivant	VERB	cultiver
voix	ADJ	voix
de	ADP	de
à	ADP	à
anciennes	ADJ	ancien
jeunes	ADJ	jeune
vive	NOUN	vive
quelconque	ADJ	quelconque
humanité	NOUN	humanité
hantent	ADV	hantent
ce	DET	ce
gloires	NOUN	gloire
lieux	NOUN	lieu
culte	NOUN	culte
du	ADP	de
que	SCONJ	que
»	PUNCT	»
,	PUNCT	,
la	DET	le
les	DET	le
Coz	NOUN	coz
de	ADP	de
*	VERB	*
version	NOUN	version
errait	VERB	errer
qu'	SCONJ	que
même	ADV	même
*	VERB	*
Yanik	NOUN	yanik
dont	PRON	dont
hamac	NOUN	hamac
antigrav	VERB	antigrav
émotions	NOUN	émotion
ne	ADV	ne
des	DET	un
parmi	ADP	parmi
donne	VERB	donne
de	ADP	de
832	NUM	832
tristement	ADV	tristement
ne	ADV	ne
et	CCONJ	et
,	PUNCT	,
héros	NOUN	héros
Histoire	NOUN	histoire
,	PUNCT	,
m2	NOUN	m2
du	ADP	de
les	DET	le
,	PUNCT	,
*	VERB	*
Pors	ADV	pors
histoires	NOUN	histoire
qui	PRON	qui
aride	NOUN	aride
l'	DET	le
-	PROPN	-
une	DET	un
nonchalamment	VERB	nonchalammer
vide	ADJ	vide
Endormi	ADV	endormi
d'	ADP	de
légende	NOUN	légende
dans	ADP	dans
son	DET	son
réelle	ADJ	réel
leurs	DET	leur
.	PUNCT	.
Kéfélec	PROPN	Kéfélec
toute	DET	tout
entrée	NOUN	entrée
pas	ADV	pas
des	ADP	de
ne	ADV	ne
non	ADV	non
guidage	NOUN	guidage
capta	VERB	capter
un	DET	un
Ce	PRON	ce
par	ADP	par
n'	ADV	n'
entendit	VERB	entendre
d'	ADP	de
la	DET	le
approche	NOUN	approche
le	DET	le
de	ADP	de
qui	PRON	qui
du	ADP	de
sentit	ADJ	sentit
faisceaux	NOUN	faisceau
un	DET	un
.	PUNCT	.
signal	NOUN	signal
des	ADP	de
d'	ADP	de
sas	NOUN	sas
d'	ADP	de
carillon	NOUN	carillon
le	DET	le
berceaux	NOUN	berceau
bar	NOUN	bar
émis	VERB	émettre
pas	ADV	pas
choc	NOUN	choc
un	PRON	un
du	ADP	de
,	PUNCT	,
plus	ADV	plus
appareil	NOUN	appareil
d'	ADP	de
sourd	ADJ	sourd
posait	VERB	poser
atterrissage	NOUN	atterrissage
,	PUNCT	,
pas	ADV	pas
le	DET	le
dans	ADP	dans
fut	AUX	être
se	PRON	se
en	PRON	en
—	PROPN	—
le	DET	le
qui	PRON	qui
humains	NOUN	humain
ici	NOUN	ici
voix	NOUN	voix
hamac	ADJ	hamac
lumières	NOUN	lumière
a	AUX	avoir
.	PUNCT	.
Deux	NUM	Deux
Il	PRON	il
baignant	VERB	baigner
?	PUNCT	?
pour	ADP	pour
un	DET	un
au	ADP	au
qu'	SCONJ	que
l'	PRON	l'
quelqu'	DET	quelque
les	DET	le
les	DET	le
-	PROPN	-
-il	PRON	il
oh	PRON	oh
il	PRON	il
pouvait	VERB	pouvoir
autant	ADV	autant
en	ADP	en
reposait	NOUN	reposait
dans	ADP	dans
Y	NOUN	y
jeunes	NOUN	jeune
sursaut	NOUN	sursaut
-t	PART	-t
juger	VERB	juger
?	PUNCT	?
,	PUNCT	,
vit	NOUN	vit
doucement	ADV	doucement
.	PUNCT	.
où	PRON	où
à	ADP	à
terre	NOUN	terre
éveilla	VERB	éveiller
Ho	PROPN	Ho
le	DET	le
moirées	NOUN	moirée
moment	NOUN	moment
l'	DET	le
Grotte	PROPN	Grotte
,	PUNCT	,
vous	PRON	vous
reflétaient	VERB	refléter
C'	PRON	ce
la	DET	le
visiblement	ADV	visiblement
fille	NOUN	fille
l'	PRON	l'
transparente	ADJ	transparent
où	PRON	où
l'	DET	le
un	DET	un
son	DET	son
lumières	NOUN	lumière
—	PUNCT	—
eux	PRON	lui
,	PUNCT	,
le	PRON	le
.	PUNCT	.
un	PRON	un
une	DET	un
3	NUM	3
conduit	VERB	conduire
où	PRON	où
tandis	ADV	tandis
que	SCONJ	que
)	PUNCT	)
patron	NOUN	patron
vêtu	VERB	vêtir
(	PUNCT	(
hamac	ADJ	hamac
se	PRON	se
?	PUNCT	?
avait	AUX	avoir
autre	PRON	autre
est	AUX	être
les	DET	le
d'	ADP	de
d'	ADP	de
demanda	ADJ	demanda
un	DET	un
une	DET	un
combi	NOUN	combinaison
...	PUNCT	...
n°	NOUN	numéro
garçon	NOUN	garçon
?	PUNCT	?
(	PUNCT	(
élimés	VERB	élimer
?	PUNCT	?
est	AUX	être
clignant	VERB	cligner
.	PUNCT	.
psychédélique	ADJ	psychédélique
androgyne	NOUN	androgyne
c'	PRON	ce
dirigea	VERB	diriger
ondoyants	NOUN	ondoyant
Coz	NOUN	coz
-	PROPN	-
ahuri	NOUN	ahuri
un	DET	un
diaphanes	ADJ	diaphane
Froissé	PROPN	Froissé
décor	NOUN	décor
Ouais	PROPN	Ouais
ses	DET	son
des	ADP	de
le	DET	le
.	PUNCT	.
se	PRON	se
de	ADP	de
contemplait	VERB	contempler
voiles	NOUN	voile
habits	NOUN	habit
psyché	VERB	psycher
dans	ADP	dans
d'	ADP	de
moi	PRON	moi
il	PRON	il
et	CCONJ	et
Pors	ADV	pors
un	DET	un
)	PUNCT	)
,	PUNCT	,
en	ADP	en
(	PUNCT	(
—	PUNCT	—
.	PUNCT	.
air	NOUN	air
petit	ADJ	petit
Bienvenue	VERB	bienvenue
au	ADP	au
yeux	NOUN	oeil
enveloppée	VERB	envelopper
,	PUNCT	,
d'	ADP	de
,	PUNCT	,
interloqué	VERB	interloquer
chancelant	VERB	chanceler
.	PUNCT	.
tournoyait	VERB	tournoyer
?	PUNCT	?
baudruche	NOUN	baudruche
pas	NOUN	pas
fluo	ADJ	fluo
(	PUNCT	(
Grotte	PROPN	Grotte
que	SCONJ	que
vous	PRON	vous
en	ADP	en
fille	NOUN	fille
de	ADP	de
garçon	NOUN	garçon
grosse	ADJ	gros
motifs	NOUN	motif
les	DET	le
à	ADP	à
une	DET	un
émettant	VERB	émettre
autre	PRON	autre
le	DET	le
,	PUNCT	,
bar	NOUN	bar
sourcils	NOUN	sourcil
,	PUNCT	,
fronça	VERB	froncer
centimètres	NOUN	centimètre
)	PUNCT	)
L'	DET	le
la	DET	le
prenez	VERB	prendre
du	ADP	de
3	NUM	3
.	PUNCT	.
qui	PRON	qui
Le	DET	le
des	ADP	de
Qu'	PRON	qu'
sol	NOUN	sol
aux	ADP	à
est	AUX	être
-ce	PRON	-ce
quelques	DET	quelque
vers	ADP	vers
couleurs	NOUN	couleur
une	DET	un
kinesthésiques	ADJ	kinesthésique
heu	NOUN	heu
apparemment	ADV	apparemment
ça	PRON	cela
on	PRON	on
de	ADP	de
demande	VERB	demande
,	PUNCT	,
bien	ADV	bien
