plate	NOUN	plate
remonté	VERB	remonter
feuille	NOUN	feuille
ressort	NOUN	ressort
concernait	VERB	concerner
l'	DET	le
la	DET	le
protéines	NOUN	protéine
mettait	VERB	mettre
parcelles	NOUN	parcelle
contre	ADP	contre
captait	VERB	capter
l'	DET	le
il	PRON	il
la	DET	le
trompe	NOUN	trompe
un	DET	un
portait	VERB	porter
tronc	NOUN	tronc
action	NOUN	action
des	DET	un
.	PUNCT	.
En	ADP	en
en	ADP	en
toujours	ADV	toujours
autre	ADJ	autre
,	PUNCT	,
d'	ADP	de
avait	VERB	avoir
un	DET	un
ce	PRON	ce
qui	PRON	qui
.	PUNCT	.
,	PUNCT	,
vibration	NOUN	vibration
reproduction	NOUN	reproduction
,	PUNCT	,
se	PRON	se
provenant	VERB	provenir
y	PRON	y
la	DET	le
de	ADP	de
en	ADP	en
insecte	NOUN	insecte
odoriférante	ADJ	odoriférant
d'	ADP	de
diptère	VERB	diptère
,	PUNCT	,
et	CCONJ	et
décomposition	NOUN	décomposition
écorce	NOUN	écorce
en	PRON	en
insecte	NOUN	insecte
Le	DET	le
sortiraient	VERB	sortir
ses	DET	son
et	CCONJ	et
à	ADP	à
décomposition	NOUN	décomposition
un	DET	un
dans	ADP	dans
,	PUNCT	,
promesse	NOUN	promesse
œufs	NOUN	œuf
la	DET	le
chair	NOUN	chair
diptère	NOUN	diptère
dizaines	NOUN	dizaine
inépuisable	ADJ	inépuisable
grappes	NOUN	grappe
Qu'	PRON	qu'
bonnes	ADJ	bon
bâtonnets	NOUN	bâtonnet
sa	DET	son
.	PUNCT	.
femelle	VERB	femelle
,	PUNCT	,
une	DET	un
gestation	NOUN	gestation
réserve	NOUN	réserve
d'	ADP	de
où	PRON	où
de	ADP	de
fît	VERB	faire
aussitôt	ADV	aussitôt
larves	NOUN	larve
d'	ADP	de
en	ADP	en
parvenir	VERB	parvenir
en	ADP	en
les	DET	le
cadavre	NOUN	cadavre
les	DET	le
ses	DET	son
il	PRON	il
au	ADP	au
de	ADP	de
semait	VERB	semer
dans	ADP	dans
mesure	NOUN	mesure
flancs	NOUN	flanc
charogne	NOUN	charogne
de	ADP	de
émanations	NOUN	émanation
mua	VERB	muer
autres	ADJ	autre
Les	DET	le
mort	NOUN	mort
.	PUNCT	.
de	ADP	de
d'	ADP	de
.	PUNCT	.
d'	ADP	de
,	PUNCT	,
refermèrent	VERB	refermer
sur	ADP	sur
vie	NOUN	vie
vertes	ADJ	vert
comme	ADP	comme
étalement	NOUN	étalement
nourrissait	VERB	nourrir
diptère	VERB	diptère
métal	VERB	métal
,	PUNCT	,
se	PRON	se
.	PUNCT	.
morcellement	NOUN	morcellement
.	PUNCT	.
vie	NOUN	vie
Ici	ADV	ici
incandescent	ADV	incandescent
se	PRON	se
de	ADP	de
mort	NOUN	mort
feuilles	NOUN	feuille
un	DET	un
ailleurs	ADV	ailleurs
lui	PRON	lui
enfantait	VERB	enfanter
la	DET	le
en	ADP	en
la	DET	le
L'	DET	le
Le	DET	le
des	ADP	de
la	DET	le
un	DET	un
sommets	NOUN	sommet
se	PRON	se
la	DET	le
lui-même	PRON	lui-même
piqué	NOUN	piqué
ombres	NOUN	ombre
amorça	VERB	amorcer
vie	NOUN	vie
avec	ADP	avec
monocolore	ADJ	monocolore
travers	NOUN	travers
elle	PRON	lui
,	PUNCT	,
jouant	VERB	jouer
démultiplication	NOUN	démultiplication
développait	VERB	développer
Le	DET	le
toujours	ADV	toujours
présente	ADJ	présent
globes	NOUN	globe
la	DET	le
lumière	NOUN	lumière
une	DET	un
zigzaguant	NOUN	zigzaguant
facettes	NOUN	facette
indispensable	ADJ	indispensable
un	DET	un
en	ADP	en
oculaires	ADJ	oculaire
se	PRON	se
balles	NOUN	balle
tombait	VERB	tomber
de	ADP	de
de	ADP	de
la	DET	le
composante	ADJ	composant
stratifié	VERB	stratifier
.	PUNCT	.
qui	PRON	qui
.	PUNCT	.
,	PUNCT	,
dont	PRON	dont
diptère	NOUN	diptère
moite	ADJ	moite
à	ADP	à
était	AUX	être
à	ADP	à
La	DET	le
ses	DET	son
transmettaient	VERB	transmettre
chaleur	NOUN	chaleur
était	AUX	être
monde	NOUN	monde
des	DET	un
la	DET	le
dans	ADP	dans
lui	PRON	lui
portée	VERB	porter
.	PUNCT	.
feuilles	NOUN	feuille
intermédiaire	ADJ	intermédiaire
était	AUX	être
un	DET	un
forêt	NOUN	forêt
leurs	DET	leur
anti-gravité	VERB	anti-graviter
la	DET	le
Non	ADV	non
:	PUNCT	:
inclinées	VERB	incliner
ses	DET	son
vie	NOUN	vie
entre	ADP	entre
à	ADP	à
contre	ADP	contre
et	CCONJ	et
,	PUNCT	,
planait	VERB	planer
qui	PRON	qui
champ	NOUN	champ
à	ADP	à
Aeschne	PROPN	Aeschne
cette	DET	ce
terre	ADJ	terr
,	PUNCT	,
ciel	NOUN	ciel
deux	NUM	deux
.	PUNCT	.
le	DET	le
,	PUNCT	,
elle	PRON	lui
fortes	NOUN	fort
Grande	PROPN	Grande
par	ADP	par
niveau	NOUN	niveau
immobile	ADJ	immobile
luttaient	VERB	lutter
Elle	PRON	lui
branches	ADJ	branche
poids	NOUN	poids
planait	VERB	planer
?	PUNCT	?
entre	ADP	entre
Participant	PROPN	Participant
de	ADP	de
de	ADP	de
le	DET	le
.	PUNCT	.
ailes	NOUN	aile
de	ADP	de
une	DET	un
redoutable	ADJ	redoutable
réduisait	VERB	réduire
quatre	NUM	quatre
différence	NOUN	différence
paresseuse	ADJ	paresseux
Aeschne	PROPN	Aeschne
était	AUX	être
une	DET	un
se	PRON	se
diptère	NOUN	diptère
la	DET	le
qui	PRON	qui
se	PRON	se
Mais	CCONJ	mais
des	DET	un
double	ADJ	double
vie	NOUN	vie
reproduire	ADJ	reproduir
ombre	NOUN	ombre
.	PUNCT	.
la	DET	le
Pour	ADP	pour
proies	NOUN	proie
vivantes	ADJ	vivant
réclamait	VERB	réclamer
,	PUNCT	,
la	DET	le
l'	DET	le
Grande	PROPN	Grande
chasseresse	NOUN	chasseresse
manger	VERB	manger
aussi	ADV	aussi
Lorsque	SCONJ	lorsque
à	ADP	à
,	PUNCT	,
.	PUNCT	.
mouche	NOUN	mouche
,	PUNCT	,
à	ADP	à
,	PUNCT	,
elle	PRON	lui
programmation	NOUN	programmation
mordorées	VERB	mordorer
la	DET	le
du	ADP	de
,	PUNCT	,
de	ADP	de
incrusta	NOUN	incrusta
les	DET	le
libellule	NOUN	libellule
un	DET	un
la	DET	le
s'	PRON	se
par	ADP	par
Le	DET	le
de	ADP	de
céphalothorax	NOUN	céphalothorax
,	PUNCT	,
voiles	NOUN	voile
bourdonnant	VERB	bourdonner
d'	ADP	de
plus	ADV	plus
,	PUNCT	,
ses	DET	son
.	PUNCT	.
inclina	VERB	incliner
oculaire	ADJ	oculaire
solaires	ADJ	solaire
.	PUNCT	.
les	DET	le
casque	NOUN	casque
milliers	NOUN	millier
L'	DET	le
insecte	NOUN	insecte
rapide	ADJ	rapide
corps	NOUN	corps
muscles	NOUN	muscle
plongea	VERB	plonger
ocelles	NOUN	ocelle
prirent	ADV	prirent
.	PUNCT	.
son	DET	son
proie	NOUN	proie
grande	ADJ	grand
rythme	NOUN	rythme
de	ADP	de
croisés	VERB	croiser
Les	DET	le
,	PUNCT	,
de	ADP	de
son	DET	son
son	DET	son
dans	ADP	dans
actionnées	VERB	actionner
diptère	NOUN	diptère
ailes	NOUN	aile
La	DET	le
l'	PRON	l'
Aeschne	PROPN	Aeschne
fut	AUX	être
broyant	VERB	broyer
puissant	NOUN	puissant
ne	ADV	ne
l'	DET	le
tandis	ADV	tandis
Quand	SCONJ	quand
son	DET	son
abdomen	NOUN	abdomen
déjà	ADV	déjà
la	DET	le
venir	VERB	venir
précieux	NOUN	précieux
du	ADP	de
:	PUNCT	:
à	ADP	à
sur	ADP	sur
saccadé	VERB	saccader
trop	ADV	trop
férocement	ADV	férocement
pas	ADV	pas
vent	NOUN	vent
vu	VERB	voir
œufs	NOUN	œuf
.	PUNCT	.
réservoir	VERB	réservoir
,	PUNCT	,
s'	PRON	se
vrombissait	VERB	vrombir
.	PUNCT	.
,	PUNCT	,
il	PRON	il
le	DET	le
mouche	NOUN	mouche
battement	VERB	battemer
son	DET	son
tard	ADV	tard
étaient	AUX	être
était	AUX	être
mandibules	NOUN	mandibule
refermées	VERB	refermer
sur	ADP	sur
lui	PRON	lui
avait	AUX	avoir
de	ADP	de
que	SCONJ	que
les	DET	le
pénombreux	ADJ	pénombreux
l'	DET	le
assassin	ADJ	assassin
vivante	ADJ	vivant
Elle	PRON	lui
était	AUX	être
libellule	NOUN	libellule
tranquille	NOUN	tranquille
où	PRON	où
dans	ADP	dans
beauté	NOUN	beauté
surprenante	ADJ	surprenant
Aeschne	PROPN	Aeschne
plantes	NOUN	plante
mandibules	NOUN	mandibule
lentement	ADV	lentement
elle	PRON	lui
la	DET	le
vers	ADP	vers
en	ADP	en
,	PUNCT	,
glissait	VERB	glisser
forêt	NOUN	forêt
.	PUNCT	.
chair	NOUN	chair
Les	DET	le
les	DET	le
fonds	NOUN	fonds
,	PUNCT	,
vol	NOUN	vol
des	ADP	de
la	DET	le
travaillaient	VERB	travailler
.	PUNCT	.
.	PUNCT	.
sa	DET	son
de	ADP	de
dévorée	VERB	dévorer
descendit	VERB	descendre
dans	ADP	dans
airs	NOUN	air
L'	DET	le
immobile	ADJ	immobile
à	ADP	à
la	DET	le
plein	ADJ	plein
emportait	NOUN	emportait
,	PUNCT	,
des	DET	un
moiteur	NOUN	moiteur
roussi	ADV	roussi
se	PRON	se
perlait	VERB	perler
chitine	NOUN	chitine
un	DET	un
crocs	NOUN	croc
arborescentes	ADJ	arborescent
où	PRON	où
vivaces	ADJ	vivace
de	ADP	de
La	DET	le
libellule	NOUN	libellule
plus	ADV	plus
Ici	ADV	ici
invisible	NOUN	invisible
les	DET	le
les	DET	le
informe	ADJ	informe
emmêlées	VERB	emmêler
,	PUNCT	,
Entre	ADP	entre
qu'	SCONJ	que
fougères	NOUN	fougère
vers	ADP	vers
.	PUNCT	.
l'	DET	le
de	ADP	de
buis	NOUN	buis
cimes	NOUN	cime
mouche	NOUN	mouche
un	DET	un
de	ADP	de
plafond	ADJ	plafond
survola	ADJ	survola
n'	ADV	n'
lumière	NOUN	lumière
et	CCONJ	et
de	ADP	de
moment	NOUN	moment
un	DET	un
fluide	NOUN	fluide
était	VERB	être
charbonneux	ADJ	charbonneux
incolore	ADJ	incolore
.	PUNCT	.
la	DET	le
tendaient	VERB	tendre
d'	ADP	de
.	PUNCT	.
tesson	NOUN	tesson
,	PUNCT	,
troncs	NOUN	tronc
plus	ADV	plus
L'	DET	le
par	ADP	par
rocheuse	ADJ	rocheux
les	DET	le
était	AUX	être
d'	ADP	de
forêt	NOUN	forêt
L'	DET	le
Aeschne	PROPN	Aeschne
de	ADP	de
épineux	NOUN	épineu
,	PUNCT	,
poser	VERB	poser
pente	NOUN	pente
puissance	NOUN	puissance
une	DET	un
intense	ADJ	intense
une	DET	un
son	DET	son
abri	NOUN	abri
plus	ADV	plus
sur	ADP	sur
rares	ADJ	rare
pierre	NOUN	pierre
ronde	ADJ	rond
sur	ADP	sur
céleste	ADJ	céleste
présente	ADJ	présent
l'	DET	le
la	DET	le
finit	VERB	finir
recouvrait	VERB	recouvrir
butait	VERB	buter
à	ADP	à
.	PUNCT	.
se	PRON	se
aveuglante	NOUN	aveuglante
que	SCONJ	que
tout	ADV	tout
la	DET	le
jamais	ADV	jamais
.	PUNCT	.
lumière	NOUN	lumière
étaient	AUX	être
chaleur	NOUN	chaleur
un	DET	un
,	PUNCT	,
clair	ADJ	clair
avait	AUX	avoir
sphère	NOUN	sphère
étaient	AUX	être
abdomen	NOUN	abdomen
ailes	NOUN	aile
qui	PRON	qui
double	ADJ	double
en	ADP	en
deux	NUM	deux
immenses	ADJ	immense
,	PUNCT	,
L'	DET	le
incurvé	ADJ	incurvé
terre	NOUN	terre
,	PUNCT	,
Les	DET	le
ciel	NOUN	ciel
un	DET	un
immobilisées	VERB	immobiliser
.	PUNCT	.
acier	NOUN	acier
était	AUX	être
de	ADP	de
rousses	ADJ	roux
la	DET	le
vert	NOUN	vert
plus	ADV	plus
d'	ADP	de
parfaitement	ADV	parfaitement
vert	ADJ	vert
s'	PRON	se
entre	ADP	entre
l'	DET	le
horizontales	ADJ	horizontal
craquelures	NOUN	craquelure
,	PUNCT	,
s'	PRON	se
segmenté	VERB	segmenter
du	ADP	de
émeraude	VERB	émeraude
.	PUNCT	.
sur	ADP	sur
des	ADP	de
yeux	NOUN	oeil
,	PUNCT	,
germé	VERB	germer
la	DET	le
partie	NOUN	partie
jouait	VERB	jouer
attendu	VERB	attendre
les	DET	le
le	DET	le
,	PUNCT	,
fut	AUX	être
une	DET	un
,	PUNCT	,
que	SCONJ	que
de	ADP	de
sur	ADP	sur
que	SCONJ	que
le	DET	le
aile	NOUN	aile
épineux	NOUN	épineu
mastication	NOUN	mastication
.	PUNCT	.
d'	ADP	de
est	VERB	être
lézard	NOUN	lézard
le	DET	le
branchette	NOUN	branchette
.	PUNCT	.
abri	NOUN	abri
achevaient	VERB	achever
noire	NOUN	noire
leur	DET	leur
avait	AUX	avoir
patiemment	ADV	patiemment
Le	DET	le
froissé	VERB	froisser
chasseur	NOUN	chasseur
l'	DET	le
méthodique	ADJ	méthodique
mangeur	NOUN	mangeur
d'	ADP	de
la	DET	le
à	ADP	à
patte	NOUN	patte
mangé	VERB	manger
C'	PRON	ce
fut	AUX	être
une	DET	un
ce	DET	ce
chassé	VERB	chasser
,	PUNCT	,
cristal	NOUN	cristal
mandibules	NOUN	mandibule
moment	NOUN	moment
l'	DET	le
à	ADP	à
gagné	VERB	gagner
Deux	NUM	Deux
regard	NOUN	regard
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
son	DET	son
La	DET	le
bondi	VERB	bondir
vifs	ADJ	vif
que	SCONJ	que
dont	PRON	dont
ogive	ADJ	ogiv
il	PRON	il
fois	NOUN	fois
possibles	ADJ	possible
perçu	VERB	percevoir
,	PUNCT	,
toujours	ADV	toujours
proies	NOUN	proie
il	PRON	il
.	PUNCT	.
déjà	ADV	déjà
des	DET	un
,	PUNCT	,
il	PRON	il
avait	AUX	avoir
enfin	ADV	enfin
les	DET	le
latéral	ADJ	latéral
repas	NOUN	repas
avait	AUX	avoir
lui	PRON	lui
insectes	NOUN	insecte
sur	ADP	sur
son	DET	son
Mais	CCONJ	mais
Cette	DET	ce
avait	AUX	avoir
avaient	AUX	avoir
volants	ADJ	volant
mouvement	NOUN	mouvement
été	AUX	être
plus	ADV	plus
,	PUNCT	,
fois	NOUN	fois
de	ADP	de
double	ADJ	double
le	DET	le
bigarré	ADJ	bigarré
de	ADP	de
des	DET	un
La	DET	le
.	PUNCT	.
annelé	ADJ	annelé
dure	ADJ	dur
lançant	VERB	lancer
faire	AUX	faire
était	AUX	être
lézard	NOUN	lézard
tenait	VERB	tenir
s'	PRON	se
.	PUNCT	.
dents	NOUN	dent
l'	DET	le
abdomen	NOUN	abdomen
Ses	DET	son
cercla	VERB	cercler
libellule	NOUN	libellule
l'	DET	le
envoler	VERB	envoler
de	ADP	de
mâchoires	NOUN	mâchoire
sur	ADP	sur
sans	ADP	sans
son	DET	son
corps	NOUN	corps
insecte	NOUN	insecte
en	ADP	en
moirures	NOUN	moirure
tentant	VERB	tenter
s'	PRON	se
bon	ADJ	bon
vain	ADJ	vain
refermée	VERB	refermer
,	PUNCT	,
.	PUNCT	.
Alors	ADV	alors
.	PUNCT	.
.	PUNCT	.
de	ADP	de
vibraient	ADV	vibraient
Mais	CCONJ	mais
le	DET	le
tenta	VERB	tenter
ses	DET	son
,	PUNCT	,
front	NOUN	front
ailes	NOUN	aile
,	PUNCT	,
n'	ADV	n'
.	PUNCT	.
route	NOUN	route
face	NOUN	face
mise	NOUN	mise
Il	PRON	il
impossible	ADJ	impossible
et	CCONJ	et
cet	DET	ce
était	AUX	être
aussi	ADV	aussi
se	PRON	se
placé	VERB	placer
courage	NOUN	courage
un	DET	un
la	DET	le
puisque	SCONJ	puisque
bien	ADV	bien
d'	ADP	de
Seulement	ADV	seulement
battre	ADJ	battr
,	PUNCT	,
avait	AUX	avoir
.	PUNCT	.
nul	ADJ	nul
plus	ADV	plus
lourd	ADJ	lourd
adversaire	NOUN	adversaire
ultime	ADJ	ultime
Mais	CCONJ	mais
armé	VERB	armer
dans	ADP	dans
,	PUNCT	,
programme	NOUN	programme
acte	NOUN	acte
mieux	ADV	mieux
en	ADP	en
à	ADP	à
,	PUNCT	,
la	DET	le
:	PUNCT	:
fuite	NOUN	fuite
bataille	NOUN	bataille
l'	PRON	l'
un	DET	un
y	PRON	y
était	AUX	être
surtout	ADV	surtout
la	DET	le
aplatissaient	VERB	aplatir
plus	ADV	plus
peu	ADV	peu
débattait	VERB	débattre
fond	NOUN	fond
qui	PRON	qui
nettement	ADV	nettement
faisait	VERB	faire
insectoïde	ADJ	insectoïd
l'	DET	le
proie	NOUN	proie
vers	ADP	vers
aidant	VERB	aider
sans	ADP	sans
couloir	NOUN	couloir
sa	DET	son
archiptère	NOUN	archiptère
griffes	NOUN	griffe
.	PUNCT	.
dans	ADP	dans
l'	DET	le
de	ADP	de
viande	NOUN	viande
dans	ADP	dans
que	SCONJ	que
le	DET	le
Ses	DET	son
mâchoires	NOUN	mâchoire
gorge	NOUN	gorge
gueule	NOUN	gueule
à	ADP	à
appétissante	NOUN	appétissante
de	ADP	de
le	DET	le
.	PUNCT	.
évolution	NOUN	évolution
l'	DET	le
se	PRON	se
de	ADP	de
ses	DET	son
peu	ADV	peu
S'	PRON	se
le	DET	le
glisser	VERB	glisser
sa	DET	son
sa	DET	son
avant	ADP	avant
saurien	NOUN	saurien
,	PUNCT	,
,	PUNCT	,
réussit	VERB	réussir
à	ADP	à
.	PUNCT	.
dissoudre	VERB	dissoudre
la	DET	le
suffiraient	ADJ	suffiraient
réussir	VERB	réussir
bout	NOUN	bout
tenaille	NOUN	tenaille
sucs	NOUN	suc
au	ADP	au
laminoir	NOUN	laminoir
que	SCONJ	que
ses	DET	son
Mais	CCONJ	mais
tenace	NOUN	tenace
animal	NOUN	animal
se	PRON	se
la	DET	le
la	DET	le
l'	DET	le
la	DET	le
en	ADP	en
déchiqueter	VERB	déchiqueter
de	ADP	de
.	PUNCT	.
Grande	PROPN	Grande
Aeschne	PROPN	Aeschne
,	PUNCT	,
...	PUNCT	...
Ses	DET	son
prendre	VERB	prendre
les	DET	le
de	ADP	de
à	ADP	à
gastriques	ADJ	gastrique
à	ADP	à
à	ADP	à
gueule	NOUN	gueule
digestion	NOUN	digestion
ailes	NOUN	aile
condition	NOUN	condition
jusqu'	ADP	jusque
nervurées	ADJ	nervurer
passées	VERB	passer
proie	NOUN	proie
la	PRON	le
au	ADP	au
dans	ADP	dans
fît	VERB	faire
n'	ADV	n'
le	DET	le
écailles	ADJ	écaille
.	PUNCT	.
la	DET	le
du	ADP	de
mandibules	NOUN	mandibule
d'	ADP	de
le	DET	le
pendait	VERB	pendre
entier	NOUN	entier
disparut	VERB	disparaître
étaient	AUX	être
barbare	VERB	barbare
souple	ADJ	souple
du	ADP	de
inférieure	ADJ	inférieur
pour	ADP	pour
,	PUNCT	,
Mais	CCONJ	mais
mâchoire	NOUN	mâchoire
trop	ADV	trop
que	SCONJ	que
de	ADP	de
la	DET	le
peau	NOUN	peau
d'	ADP	de
où	PRON	où
reptile	NOUN	reptile
cornes	NOUN	corne
.	PUNCT	.
plus	ADV	plus
qui	PRON	qui
dans	ADP	dans
de	ADP	de
sous	ADP	sous
émergeait	VERB	émerger
lézard	NOUN	lézard
gueule	NOUN	gueule
faibles	ADJ	faible
Le	DET	le
chitine	NOUN	chitine
la	DET	le
thorax	NOUN	thorax
en	ADP	en
les	DET	le
goitre	NOUN	goitre
cotte	NOUN	cotte
masque	NOUN	masque
percer	VERB	percer
fois	NOUN	fois
magnifiques	NOUN	magnifique
brisées	VERB	briser
à	ADP	à
du	ADP	de
bulbeuse	ADJ	bulbeux
aux	ADP	à
ailes	NOUN	aile
,	PUNCT	,
contraction	NOUN	contraction
sous	ADP	sous
l'	DET	le
et	CCONJ	et
s'	SCONJ	s'
Une	DET	un
.	PUNCT	.
tête	NOUN	tête
du	ADP	de
lézard	NOUN	lézard
son	DET	son
la	DET	le
d'	ADP	de
mâchoires	NOUN	mâchoire
crépitants	NOUN	crépitant
et	CCONJ	et
.	PUNCT	.
fit	VERB	faire
plusieurs	DET	plusieurs
Le	DET	le
.	PUNCT	.
luisaient	ADV	luisaient
ses	DET	son
ultime	ADJ	ultime
incandescence	NOUN	incandescence
De	ADP	de
,	PUNCT	,
claquer	VERB	claquer
disparut	VERB	disparaître
ciel	NOUN	ciel
autre	PRON	autre
,	PUNCT	,
part	NOUN	part
,	PUNCT	,
diaphanes	ADJ	diaphane
,	PUNCT	,
tour	NOUN	tour
yeux	ADJ	yeux
les	DET	le
comme	ADP	comme
museau	NOUN	museau
peine	NOUN	peine
avait	AUX	avoir
bigarrée	NOUN	bigarrée
Il	PRON	il
.	PUNCT	.
longiligne	ADJ	longiligne
il	PRON	il
ombre	NOUN	ombre
lourdeur	NOUN	lourdeur
cette	DET	ce
chaleur	NOUN	chaleur
l'	DET	le
pas	ADV	pas
s'	PRON	se
enfourner	VERB	enfourner
flancs	NOUN	flanc
estomac	NOUN	estomac
le	PRON	le
se	PRON	se
se	PRON	se
son	DET	son
,	PUNCT	,
de	ADP	de
mal	NOUN	mal
dans	ADP	dans
à	ADP	à
soulevaient	VERB	soulever
avec	ADP	avec
distendus	ADJ	distendre
à	ADP	à
du	ADP	de
Assommé	VERB	assommer
toute	ADJ	tout
écrasa	VERB	écraser
faire	VERB	faire
masse	NOUN	masse
.	PUNCT	.
.	PUNCT	.
Ses	DET	son
qui	PRON	qui
buisson	NOUN	buisson
quelques	DET	quelque
de	ADP	de
.	PUNCT	.
La	DET	le
décida	VERB	décider
du	ADP	de
l'	DET	le
,	PUNCT	,
sortirent	NOUN	sortirent
très	ADV	très
de	ADP	de
semblant	NOUN	semblant
.	PUNCT	.
un	DET	un
pente	NOUN	pente
arrêtant	VERB	arrêter
un	DET	un
-	PUNCT	-
lézard	ADJ	lézard
n'	ADV	n'
était	AUX	être
à	ADP	à
,	PUNCT	,
,	PUNCT	,
de	ADP	de
la	DET	le
pour	ADP	pour
,	PUNCT	,
Il	PRON	il
gravir	NOUN	gravir
sa	DET	son
gris	NOUN	gris
à	ADP	à
de	ADP	de
autre	PRON	autre
une	DET	un
bestiole	NOUN	bestiole
muraille	NOUN	muraille
peut-être	ADV	peut-être
de	ADP	de
,	PUNCT	,
le	DET	le
qu'	ADV	qu'
une	DET	un
entreprit	NOUN	entreprit
commune	ADJ	commun
rocheuse	ADJ	rocheux
lézard	NOUN	lézard
taille	NOUN	taille
fraîcheur	NOUN	fraîcheur
caverne	NOUN	caverne
digérer	VERB	digérer
.	PUNCT	.
Ce	PRON	ce
cherchait	VERB	chercher
temps	NOUN	temps
dans	ADP	dans
brun	NOUN	brun
y	PRON	y
se	PRON	se
la	DET	le
à	ADP	à
précis	ADJ	précis
,	PUNCT	,
l'	DET	le
dont	PRON	dont
,	PUNCT	,
avait	AUX	avoir
sans	ADP	sans
à	ADP	à
se	PRON	se
à	ADP	à
le	PRON	le
prédateur	ADJ	prédateur
vers	ADP	vers
à	ADP	à
de	ADP	de
.	PUNCT	.
où	PRON	où
Jusqu'	ADP	jusque
un	DET	un
Il	PRON	il
de	ADP	de
...	PUNCT	...
menu	NOUN	menu
Le	DET	le
lézard	NOUN	lézard
lui	PRON	lui
se	PRON	se
son	DET	son
.	PUNCT	.
était	AUX	être
dérouler	VERB	dérouler
trouva	VERB	trouver
histoires	NOUN	histoire
figea	VERB	figer
instant	NOUN	instant
coulant	VERB	couler
empilement	NOUN	empilement
approche	NOUN	approche
face	NOUN	face
sombres	ADJ	sombre
,	PUNCT	,
commencèrent	ADV	commencèrent
il	PRON	il
vie	NOUN	vie
qui	PRON	qui
reconnu	VERB	reconnaître
boucles	NOUN	boucle
le	PRON	le
,	PUNCT	,
invisible	ADJ	invisible
de	ADP	de
respiration	NOUN	respiration
le	DET	le
danger	VERB	danger
lien	NOUN	lien
?	PUNCT	?
pas	ADV	pas
corps	NOUN	corps
à	ADP	à
un	DET	un
lézard	NOUN	lézard
ne	ADV	ne
et	CCONJ	et
lui	PRON	lui
programmation	NOUN	programmation
pupilles	NOUN	pupille
la	DET	le
en	ADP	en
défaut	NOUN	défaut
sol	NOUN	sol
pourtant	ADV	pourtant
