lestée	VERB	lester
avaient	AUX	avoir
de	ADP	de
souhaitant	VERB	souhaiter
.	PUNCT	.
,	PUNCT	,
trop	ADV	trop
Le	DET	le
bataillon	NOUN	bataillon
au	ADP	au
la	DET	le
tôt	ADV	tôt
lecture	ADV	lecture
mêler	VERB	mêler
et	CCONJ	et
pénal	ADJ	pénal
mois	NOUN	mois
de	ADP	de
,	PUNCT	,
,	PUNCT	,
Code	NOUN	code
huit	NUM	huit
disaient	VERB	dire
à	ADP	à
parti	VERB	partir
pour	ADP	pour
découvrir	VERB	découvrir
Napoléon	PROPN	Napoléon
tous	DET	tout
escale	NOUN	escale
Aix	PROPN	Aix
d'	ADP	de
l'	DET	le
La	DET	le
d'	ADP	de
les	DET	le
Certains	PRON	certains
Ils	PRON	il
île	NOUN	île
avaient	AUX	avoir
Atlantique	PROPN	Atlantique
Sud	PROPN	Sud
avant	ADP	avant
,	PUNCT	,
plus	ADV	plus
.	PUNCT	.
embarqué	NOUN	embarqué
Plymouth	PROPN	Plymouth
impressionnés	VERB	impressionner
l'	DET	le
Sainte-Hélène	PROPN	Sainte-Hélène
près	ADV	près
première	ADJ	premier
lieux	NOUN	lieu
tôt	ADV	tôt
de	ADP	de
Napoléon	PROPN	Napoléon
,	PUNCT	,
était	AUX	être
Rochelle	PROPN	Rochelle
.	PUNCT	.
,	PUNCT	,
que	SCONJ	que
où	PRON	où
à	ADP	à
déclaré	VERB	déclarer
à	ADP	à
en	ADP	en
ultras	NOUN	ultra
voulu	VERB	vouloir
,	PUNCT	,
parler	VERB	parler
gouvernement	NOUN	gouvernement
congrès	NOUN	congrès
Empereur	NOUN	empereur
:	PUNCT	:
La	DET	le
laissé	VERB	laisser
par	ADP	par
récemment	ADV	récemment
avait	AUX	avoir
Les	DET	le
le	DET	le
Amérique	PROPN	Amérique
,	PUNCT	,
Méduse	PROPN	Méduse
le	DET	le
la	DET	le
Vienne	PROPN	Vienne
loi	NOUN	loi
maréchal	ADJ	maréchal
Brune	PROPN	Brune
assassiné	VERB	assassiner
s'	PRON	se
haute	NOUN	haute
,	PUNCT	,
le	DET	le
les	DET	le
embarquant	VERB	embarquer
de	ADP	de
Avignon	PROPN	Avignon
aller	VERB	aller
avaient	AUX	avoir
.	PUNCT	.
voix	ADJ	voix
sur	ADP	sur
évitèrent	NOUN	évitèrent
de	ADP	de
l'	DET	le
en	ADP	en
hors	ADP	hors
de	ADP	de
avait	AUX	avoir
passagers	NOUN	passager
depuis	ADP	depuis
des	DET	un
,	PUNCT	,
général	NOUN	général
reconnut	VERB	reconnaître
,	PUNCT	,
massacrer	VERB	massacrer
Méduse	PROPN	Méduse
Il	PRON	il
fait	VERB	faire
la	DET	le
Révolution	NOUN	révolution
d'	DET	d'
montra	VERB	montrer
et	CCONJ	et
il	PRON	il
Ney	PROPN	Ney
Le	DET	le
avait	AUX	avoir
Mouton	PROPN	Mouton
maréchal	NOUN	maréchal
autres	ADJ	autre
.	PUNCT	.
de	ADP	de
le	DET	le
citoyens	NOUN	citoyen
pas	ADV	pas
navigué	VERB	naviguer
n'	ADV	n'
Duvernet	PROPN	Duvernet
qui	PRON	qui
ans	NOUN	an
avait	AUX	avoir
,	PUNCT	,
et	CCONJ	et
fusiller	VERB	fusiller
vingt-cinq	NUM	vingt-cinq
le	DET	le
qu'	SCONJ	que
.	PUNCT	.
avait	AUX	avoir
tant	ADV	tant
de	ADP	de
émigré	VERB	émigrer
sous	ADP	sous
-	PROPN	-
centaines	NOUN	centaine
La	DET	le
se	PRON	se
capitaine	NOUN	capitaine
cinq	NUM	cinq
soucieux	ADJ	soucieux
de	ADP	de
de	ADP	de
hauts-fonds	NOUN	haut-fond
plus	ADV	plus
peu	ADV	peu
éloigner	VERB	éloigner
,	PUNCT	,
et	CCONJ	et
au	ADP	au
large	NOUN	large
aurait	AUX	avoir
maintint	VERB	maintenir
cartes	NOUN	carte
l'	DET	le
le	DET	le
l'	DET	le
avait	VERB	avoir
la	DET	le
moment	NOUN	moment
dû	VERB	devoir
profondeur	NOUN	profondeur
lire	VERB	lire
au	ADP	au
les	DET	le
moins	ADV	moins
de	ADP	de
Océan	PROPN	Océan
,	PUNCT	,
la	DET	le
de	ADP	de
marines	ADJ	marin
de	ADP	de
lorsqu'	SCONJ	lorsque
,	PUNCT	,
mètres	NOUN	mètre
redoutable	ADJ	redoutable
où	PRON	où
donner	VERB	donner
côte	NOUN	côte
il	PRON	il
de	ADP	de
pour	ADP	pour
passer	VERB	passer
traversée	NOUN	traversée
de	ADP	de
s'	PRON	se
il	PRON	il
ordre	NOUN	ordre
navires	NOUN	navire
cap	NOUN	cap
épuisèrent	VERB	épuiser
en	ADP	en
La	DET	le
Arguin	PROPN	Arguin
un	DET	un
s'	PRON	se
avec	ADP	avec
échoua	VERB	échouer
tenter	VERB	tenter
de	ADP	de
kilomètres	ADJ	kilomètre
,	PUNCT	,
frégate	NOUN	frégate
flot	ADJ	flot
d'	ADP	de
africaines	ADJ	africain
guettant	VERB	guetter
plein	ADJ	plein
banc	NOUN	banc
des	ADP	de
route	VERB	route
.	PUNCT	.
le	DET	le
Sa	DET	son
vainement	ADV	vainement
les	DET	le
,	PUNCT	,
,	PUNCT	,
pendant	ADP	pendant
faisaient	VERB	faire
s'	PRON	se
remettre	VERB	remettre
à	ADP	à
sur	ADP	sur
qui	PRON	qui
,	PUNCT	,
Méduseà	PROPN	Méduseà
côtes	NOUN	côte
plusieurs	DET	plusieurs
soixante	NOUN	soixante
Les	DET	le
jours	NOUN	jour
à	ADP	à
après-midi	NOUN	après-midi
sud-sud-est	VERB	sud-sud-est
hommes	NOUN	homme
eux	PRON	lui
.	PUNCT	.
fleurdelisé	VERB	fleurdeliser
corvette	NOUN	corvette
abandonner	VERB	abandonner
journées	NOUN	journée
.	PUNCT	.
.	PUNCT	.
une	DET	un
à	ADP	à
haut	NOUN	haut
flûte	NOUN	flûte
naufragé	VERB	naufrager
et	CCONJ	et
début	NOUN	début
grand	ADJ	grand
et	CCONJ	et
l'	DET	le
royale	ADJ	royal
Il	PRON	il
,	PUNCT	,
furent	AUX	être
marine	NOUN	marine
juillet	NOUN	juillet
en	ADP	en
un	DET	un
la	DET	le
brick	NOUN	brick
le	DET	le
drapeau	NOUN	drapeau
honneur	NOUN	honneur
.	PUNCT	.
La	DET	le
hissé	VERB	hisser
une	DET	un
désemparé	NOUN	désemparé
On	PRON	on
de	ADP	de
fut	AUX	être
Les	DET	le
Pour	ADP	pour
.	PUNCT	.
Méduse	PROPN	Méduse
était	AUX	être
se	PRON	se
,	PUNCT	,
navire	ADJ	navir
torrides	VERB	torrider
,	PUNCT	,
résoudre	VERB	résoudre
du	ADP	de
fallut	VERB	falloir
plus	ADV	plus
.	PUNCT	.
personnes	NOUN	personne
de	ADP	de
le	DET	le
gouverneur	NOUN	gouverneur
mât	NOUN	mât
de	ADP	de
Méduseet	NOUN	méduseet
Le	DET	le
et	CCONJ	et
surtout	ADV	surtout
dans	ADP	dans
place	NOUN	place
disparut	ADJ	disparut
possible	ADJ	possible
le	DET	le
de	ADP	de
Pendant	ADP	pendant
son	DET	son
que	SCONJ	que
les	DET	le
La	DET	le
l'	DET	le
,	PUNCT	,
honneur	NOUN	honneur
que	SCONJ	que
les	DET	le
.	PUNCT	.
morale	ADJ	moral
que	SCONJ	que
quittaient	ADV	quittaient
.	PUNCT	.
que	SCONJ	que
,	PUNCT	,
capitaine	NOUN	capitaine
favorisés	VERB	favoriser
soutint	NOUN	soutint
nombre	NOUN	nombre
chaloupes	NOUN	chaloupe
le	DET	le
admit	VERB	admettre
beaucoup	ADV	beaucoup
nombre	NOUN	nombre
prévu	VERB	prévoir
autorité	NOUN	autorité
Ensuite	ADV	ensuite
moins	ADV	moins
trouvaient	ADV	trouvaient
sauvetage	NOUN	sauvetage
en	ADP	en
les	DET	le
serait	AUX	être
d'	ADP	de
jusqu'	ADP	jusque
la	DET	le
dans	ADP	dans
radeau	NOUN	radeau
Cent	NUM	Cent
pour	PROPN	pour
chaloupes	NOUN	chaloupe
et	CCONJ	et
pesaient	VERB	peser
-	NUM	-
laissés	NOUN	laissé
Sénégal	PROPN	Sénégal
terminé	VERB	terminer
de	ADP	de
on	PRON	on
un	DET	un
avaient	AUX	avoir
une	DET	un
.	PUNCT	.
,	PUNCT	,
compte	NOUN	compte
les	DET	le
espérait	VERB	espérer
atteindre	VERB	atteindre
qu'	PRON	qu'
dont	PRON	dont
ensuite	ADV	ensuite
jours	NOUN	jour
-	PUNCT	-
remorqué	VERB	remorquer
les	DET	le
-	PUNCT	-
quelques	DET	quelque
construction	NOUN	construction
au	ADP	au
dizaine	NOUN	dizaine
amarré	VERB	amarrer
madriers	NOUN	madrier
.	PUNCT	.
à	ADP	à
deux	NUM	deux
radeau	NOUN	radeau
chaloupes	NOUN	chaloupe
Ce	DET	ce
quarante	NUM	quarante
tonnes	NOUN	tonne
fournaise	NOUN	fournaise
hommes	NOUN	homme
chaleur	NOUN	chaleur
laissa	NOUN	laissa
à	ADP	à
On	PRON	on
neuf	ADJ	neuf
une	DET	un
,	PUNCT	,
réunis	VERB	réunir
d'	ADP	de
une	DET	un
une	DET	un
,	PUNCT	,
les	DET	le
,	PUNCT	,
.	PUNCT	.
de	ADP	de
radeau	NOUN	radeau
des	ADP	de
cordages	NOUN	cordage
quantité	NOUN	quantité
hommes	NOUN	homme
entassèrent	ADV	entassèrent
des	DET	un
sur	ADP	sur
devint	VERB	devenir
une	DET	un
le	DET	le
de	ADP	de
accablante	NOUN	accablante
Les	DET	le
madriers	NOUN	madrier
heure	NOUN	heure
vin	NOUN	vin
par	ADP	par
.	PUNCT	.
leur	DET	leur
peine	NOUN	peine
insuffisante	ADJ	insuffisant
,	PUNCT	,
et	CCONJ	et
.	PUNCT	.
au	ADP	au
bout	NOUN	bout
tonnelets	NOUN	tonnelet
s'	PRON	se
Sous	ADP	sous
nerveux	ADJ	nerveux
biscuits	NOUN	biscuit
un	DET	un
,	PUNCT	,
d'	ADP	de
qu'	SCONJ	que
une	DET	un
querellèrent	VERB	quereller
serrés	VERB	serrer
craint	VERB	craindre
,	PUNCT	,
jusqu'	ADP	jusque
laissant	VERB	laisser
à	ADP	à
épave	NOUN	épave
il	PRON	il
l'	DET	le
de	ADP	de
se	PRON	se
capitaine	NOUN	capitaine
qu'	PRON	qu'
on	PRON	on
,	PUNCT	,
.	PUNCT	.
tard	ADV	tard
et	CCONJ	et
mi-cuisse	NOUN	mi-cuisse
dans	ADP	dans
il	PRON	il
accusera	VERB	accuser
marins	NOUN	marin
éloigna	NOUN	éloigna
abandonner	VERB	abandonner
plus	ADV	plus
eau	NOUN	eau
bord	NOUN	bord
de	ADP	de
à	ADP	à
an	NOUN	an
dès	ADP	dès
vingtaine	NOUN	vingtaine
Le	DET	le
cette	DET	ce
l'	DET	le
avait	AUX	avoir
épave	NOUN	épave
en	ADP	en
s'	PRON	se
ivres	NOUN	ivre
pas	ADV	pas
quand	SCONJ	quand
n'	ADV	n'
sur	ADP	sur
traduit	VERB	traduire
d'	ADP	de
la	DET	le
dans	ADP	dans
frégate	NOUN	frégate
sera	AUX	être
pièces	NOUN	pièce
anéantis	ADJ	anéantir
d'	ADP	de
,	PUNCT	,
qui	PRON	qui
dans	ADP	dans
ils	PRON	il
guerre	NOUN	guerre
océan	NOUN	océan
la	DET	le
des	ADP	de
Les	DET	le
piller	NOUN	piller
sur	ADP	sur
une	DET	un
furent	AUX	être
conseil	NOUN	conseil
restés	VERB	rester
de	ADP	de
hommes	NOUN	homme
réfugiés	VERB	réfugier
.	PUNCT	.
il	PRON	il
or	NOUN	or
radeau	NOUN	radeau
,	PUNCT	,
disparurent	VERB	disparaître
y	PRON	y
être	AUX	être
le	DET	le
pour	ADP	pour
l'	DET	le
soute	NOUN	soute
et	CCONJ	et
avait	VERB	avoir
remplies	NOUN	remplie
d'	ADP	de
argent	NOUN	argent
:	PUNCT	:
en	ADP	en
de	ADP	de
quand	SCONJ	quand
caisses	NOUN	caisse
les	DET	le
aperçurent	VERB	apercevoir
de	ADP	de
dans	ADP	dans
vite	ADV	vite
de	ADP	de
s'	PRON	se
tentèrent	VERB	tenter
aussitôt	ADV	aussitôt
coupaient	VERB	couper
la	DET	le
nage	NOUN	nage
d'	ADP	de
être	AUX	être
des	ADP	de
.	PUNCT	.
coups	NOUN	coup
Les	DET	le
du	ADP	de
l'	DET	le
à	ADP	à
eux	PRON	lui
presque	ADV	presque
les	DET	le
câbles	NOUN	câble
occupants	NOUN	occupant
radeau	NOUN	radeau
,	PUNCT	,
Libérées	NOUN	libéré
de	ADP	de
rattraper	VERB	rattraper
cessèrent	ADV	cessèrent
chaloupes	NOUN	chaloupe
furent	AUX	être
se	PRON	se
les	DET	le
embarcations	NOUN	embarcation
hache	NOUN	hache
distancés	VERB	distancer
.	PUNCT	.
les	DET	le
débarrasser	VERB	débarrasser
malheureux	ADJ	malheureux
chaloupes	NOUN	chaloupe
à	ADP	à
intention	NOUN	intention
que	SCONJ	que
qui	PRON	qui
d'	ADP	de
quelques	DET	quelque
la	DET	le
.	PUNCT	.
matelots	NOUN	matelot
plupart	NOUN	plupart
défendre	VERB	défendre
.	PUNCT	.
visibles	ADJ	visible
cinq	NUM	cinq
dont	PRON	dont
on	PRON	on
qui	PRON	qui
avaient	AUX	avoir
flots	NOUN	flot
gaveraient	VERB	gaver
radeau	NOUN	radeau
part	NOUN	part
vin	NOUN	vin
une	DET	un
ces	DET	ce
des	ADP	de
le	DET	le
lors	ADV	lors
blé	ADV	blé
bord	NOUN	bord
tout	ADV	tout
du	ADP	de
gâteaux	NOUN	gâteau
à	ADP	à
de	ADP	de
disparurent	VERB	disparaître
périrent	AUX	périrent
de	ADP	de
,	PUNCT	,
voulu	VERB	vouloir
dans	ADP	dans
but	VERB	boire
farine	NOUN	farine
La	DET	le
leur	DET	leur
d'	ADP	de
étranglés	VERB	étrangler
les	DET	le
pendant	ADP	pendant
par	ADP	par
ceux	PRON	celui
biscuits	NOUN	biscuit
A	NOUN	a
laquelle	PRON	lequel
se	PRON	se
rixe	NOUN	rixe
leurs	DET	leur
au	ADP	au
de	ADP	de
commencèrent	VERB	commencer
qu'	SCONJ	que
les	DET	le
,	PUNCT	,
sortant	NOUN	sortant
.	PUNCT	.
des	DET	un
de	ADP	de
parler	VERB	parler
par	ADP	par
communiquaient	VERB	communiquer
Blanc	PROPN	Blanc
n'	ADV	n'
Alors	ADV	alors
,	PUNCT	,
plus	ADV	plus
à	ADP	à
.	PUNCT	.
la	DET	le
gonflées	ADJ	gonflé
du	ADP	de
osseux	ADJ	osseux
cap	NOUN	cap
à	ADP	à
remuer	VERB	remuer
arrivaient	VERB	arriver
,	PUNCT	,
la	DET	le
trop	ADV	trop
,	PUNCT	,
parce	SCONJ	parce
rendus	ADJ	rendre
poissons	NOUN	poisson
langues	ADJ	langue
naufragés	NOUN	naufragé
ils	PRON	il
soif	NOUN	soif
tête	NOUN	tête
sourds	VERB	sourds
yeux	NOUN	oeil
,	PUNCT	,
incapables	ADJ	incapable
mourir	VERB	mourir
large	NOUN	large
leur	DET	leur
Ils	PRON	il
les	DET	le
les	PRON	le
signes	NOUN	signe
leurs	DET	leur
du	ADP	de
quelques	DET	quelque
Le	DET	le
par	ADP	par
de	ADP	de
firent	ADV	firent
s'	PRON	se
Les	DET	le
survivants	NOUN	survivant
étaient	VERB	être
les	DET	le
fous	PRON	fous
qu'	PRON	qu'
.	PUNCT	.
vingt-sept	NOUN	vingt-sept
découpèrent	VERB	découper
cinquième	ADJ	cinquième
tuaient	NOUN	tuaient
plus	ADV	plus
Ils	PRON	il
Ils	PRON	il
-	NOUN	-
devenaient	VERB	devenir
afin	ADV	afin
de	ADP	de
ils	PRON	il
,	PUNCT	,
camarades	NOUN	camarade
.	PUNCT	.
et	CCONJ	et
gardèrent	VERB	garder
ils	PRON	il
entre	ADP	entre
manger	VERB	manger
soir	NOUN	soir
corps	NOUN	corps
que	SCONJ	que
avaient	AUX	avoir
n'	ADV	n'
Cent	NUM	Cent
péri	ADJ	péri
.	PUNCT	.
jour	NOUN	jour
.	PUNCT	.
vingt-deux	ADJ	vingt-deux
sécher	VERB	sécher
.	PUNCT	.
mais	CCONJ	mais
de	ADP	de
,	PUNCT	,
mât	NOUN	mât
plongèrent	VERB	plonger
étai	NOUN	étai
morceaux	NOUN	morceau
et	CCONJ	et
par	ADP	par
aux	ADP	à
soif	NOUN	soif
,	PUNCT	,
la	DET	le
vagues	NOUN	vague
les	DET	le
jambes	NOUN	jambe
d'	ADP	de
aida	NOUN	aida
l'	DET	le
central	ADJ	central
servaient	VERB	servir
marine	NOUN	marine
emportés	VERB	emporter
humaine	ADJ	humain
qui	PRON	qui
en	ADP	en
eau	NOUN	eau
,	PUNCT	,
dans	ADP	dans
Un	DET	un
pour	ADP	pour
furent	AUX	être
accrochant	VERB	accrocher
ils	PRON	il
chirurgien	NOUN	chirurgien
cordes	NOUN	corde
beaucoup	ADV	beaucoup
au	ADP	au
leurs	DET	leur
les	PRON	le
lutter	VERB	lutter
de	ADP	de
ses	DET	son
contre	ADP	contre
la	DET	le
.	PUNCT	.
chair	NOUN	chair
conseils	NOUN	conseil
les	DET	le
de	ADP	de
urine	NOUN	urine
étant	VERB	être
cuisses	NOUN	cuisse
cesse	NOUN	cesse
fer	NOUN	fer
surveillaient	VERB	surveiller
,	PUNCT	,
,	PUNCT	,
boire	VERB	boire
aux	ADP	à
leurs	DET	leur
gobelets	NOUN	gobelet
voler	VERB	voler
Deux	NUM	Deux
s'	PRON	se
,	PUNCT	,
se	PRON	se
morceaux	ADJ	morceal
firent	VERB	faire
afin	ADV	afin
Ils	PRON	il
les	DET	le
la	PRON	le
faibles	ADJ	faible
.	PUNCT	.
pour	ADP	pour
refroidir	VERB	refroidir
leur	DET	leur
ils	PRON	il
personne	ADJ	personn
et	CCONJ	et
de	ADP	de
agripper	VERB	agripper
de	ADP	de
ne	ADV	ne
cordages	PROPN	cordage
avant	ADP	avant
sans	ADP	sans
blanc	ADJ	blanc
meilleurs	NOUN	meilleur
entrecôtes	ADJ	entrecôte
vienne	VERB	venir
corps	NOUN	corps
.	PUNCT	.
Dans	ADP	dans
que	SCONJ	que
trop	ADV	trop
dépecés	VERB	dépecer
.	PUNCT	.
des	ADP	de
maître	NOUN	maître
furent	AUX	être
étaient	AUX	être
la	DET	le
,	PUNCT	,
trouvaient	ADV	trouvaient
volontaires	NOUN	volontaire
urines	NOUN	urine
vite	ADV	vite
gobelets	NOUN	gobelet
que	SCONJ	que
d'	DET	d'
Les	DET	le
Ils	PRON	il
garde	NOUN	garde
celle	PRON	celui
mourants	NOUN	mourant
plus	ADV	plus
un	DET	un
force	NOUN	force
les	DET	le
rescapés	NOUN	rescapé
trop	ADV	trop
à	ADP	à
lesquels	PRON	lequel
la	DET	le
quartier	NOUN	quartier
-	NOUN	-
d'	ADP	de
se	PRON	se
plus	ADV	plus
mourut	VERB	mourir
des	ADP	de
autres	ADJ	autre
traîner	VERB	traîner
vers	ADP	vers
qui	PRON	qui
encore	ADV	encore
surtout	ADV	surtout
déclarèrent	VERB	déclarer
agréables	ADJ	agréable
.	PUNCT	.
que	SCONJ	que
à	ADP	à
boire	VERB	boire
de	ADP	de
préposés	VERB	préposer
certaines	DET	certain
.	PUNCT	.
tard	ADV	tard
se	PRON	se
étaient	VERB	être
seule	ADJ	seul
s'	PRON	se
inciser	VERB	inciser
poissons-volants	NOUN	poissons-volant
n'	ADV	n'
une	DET	un
sérum	NOUN	sérum
jour	NOUN	jour
Ils	PRON	il
finirent	VERB	finir
ce	PRON	ce
leur	DET	leur
le	DET	le
chair	NOUN	chair
des	DET	un
de	ADP	de
nouveaux	ADJ	nouveau
abattre	NOUN	abattre
dévorer	VERB	dévorer
qui	PRON	qui
le	DET	le
que	SCONJ	que
à	ADP	à
dix-neuf	ADJ	dix-neuf
morts	NOUN	mort
pour	ADP	pour
des	ADP	de
le	DET	le
mort	NOUN	mort
avec	ADP	avec
septième	NOUN	septième
par	ADP	par
radeau	NOUN	radeau
,	PUNCT	,
fortifier	VERB	fortifier
venus	VERB	venir
la	DET	le
permit	VERB	permettre
le	DET	le
,	PUNCT	,
pas	ADV	pas
lendemain	NOUN	lendemain
.	PUNCT	.
sur	ADP	sur
plus	ADV	plus
déplorer	VERB	déplorer
de	ADP	de
ne	ADV	ne
péniblement	VERB	péniblemer
qu'	PRON	qu'
leurs	DET	leur
,	PUNCT	,
ventres	NOUN	ventre
de	ADP	de
sang	NOUN	sang
représentaient	VERB	représenter
pour	ADP	pour
plaie	NOUN	plaie
pourrir	VERB	pourrir
dans	ADP	dans
,	PUNCT	,
défendre	VERB	défendre
même	ADV	même
ou	CCONJ	ou
crises	NOUN	crise
hallucinations	NOUN	hallucination
ils	PRON	il
ils	PRON	il
des	DET	un
victimes	NOUN	victime
dos	NOUN	dos
aspiraient	VERB	aspirer
Dans	ADP	dans
à	ADP	à
se	PRON	se
tournaient	VERB	tourner
bien	ADV	bien
leurs	DET	leur
intestins	NOUN	intestin
le	DET	le
la	DET	le
leurs	DET	leur
vêtements	NOUN	vêtement
.	PUNCT	.
sur	ADP	sur
folie	NOUN	folie
,	PUNCT	,
d'	ADP	de
en	ADP	en
et	CCONJ	et
ils	PRON	il
train	NOUN	train
de	ADP	de
déchirèrent	VERB	déchirer
ils	PRON	il
se	PRON	se
se	PRON	se
,	PUNCT	,
tous	ADJ	tout
fictives	NOUN	fictive
du	ADP	de
autour	ADV	autour
malade	ADJ	malade
recroquevillés	VERB	recroqueviller
de	ADP	de
réverbération	NOUN	réverbération
à	ADP	à
étaient	AUX	être
contraindre	VERB	contraindre
le	DET	le
que	SCONJ	que
suicider	VERB	suicider
Ils	PRON	il
entre	ADP	entre
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
du	ADP	de
pêle-mêle	NOUN	pêle-mêle
des	DET	un
,	PUNCT	,
anales	ADJ	anal
,	PUNCT	,
.	PUNCT	.
qui	PRON	qui
allait	VERB	aller
eux	PRON	lui
et	CCONJ	et
soleil	NOUN	soleil
infecter	VERB	infecter
s'	PRON	se
plus	ADV	plus
n'	ADV	n'
tassés	VERB	tasser
les	PRON	le
,	PUNCT	,
d'	ADP	de
grognements	NOUN	grognement
.	PUNCT	.
échangeaient	VERB	échanger
par	ADP	par
Ils	PRON	il
voulurent	VERB	vouloir
mât	NOUN	mât
pénétrations	NOUN	pénétration
la	DET	le
se	PRON	se
torturés	VERB	torturer
la	DET	le
noyade	NOUN	noyade
après	ADP	après
le	PRON	le
L'	DET	le
force	NOUN	force
par	ADP	par
semaines	NOUN	semaine
moribonds	NOUN	moribond
n'	ADV	n'
équipage	NOUN	équipage
du	ADP	de
ils	PRON	il
cerveau	NOUN	cerveau
et	CCONJ	et
,	PUNCT	,
de	ADP	de
avec	ADP	avec
le	DET	le
pousser	VERB	pousser
assez	ADV	assez
le	PRON	le
quinze	NUM	quinze
Il	PRON	il
pas	ADV	pas
résista	VERB	résister
radeau	NOUN	radeau
à	ADP	à
sur	ADP	sur
l'	DET	le
le	DET	le
,	PUNCT	,
,	PUNCT	,
brick	PROPN	brick
eau	NOUN	eau
ayant	AUX	avoir
dérive	NOUN	dérive
pour	ADP	pour
Argusretrouva	NOUN	argusretrouva
gardèrent	NOUN	gardèrent
naufrage	NOUN	naufrage
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
l'	DET	le
dans	ADP	dans
.	PUNCT	.
Deux	NUM	Deux
au	ADP	au
eux	PRON	lui
fut	AUX	être
,	PUNCT	,
bien	ADV	bien
encore	ADV	encore
Saint-Louis	PROPN	Saint-Louis
y	PRON	y
détraqué	VERB	détraquer
tant	ADV	tant
Paris	PROPN	Paris
hors	ADP	hors
hôpital	NOUN	hôpital
anglais	VERB	angler
qui	PRON	qui
elle	PRON	lui
oculaires	ADJ	oculaire
à	ADP	à
Il	PRON	il
Les	DET	le
.	PUNCT	.
cinq	NUM	cinq
.	PUNCT	.
suivirent	VERB	suivre
à	ADP	à
les	DET	le
orbites	NOUN	orbite
globes	NOUN	globe
L'	DET	le
affaire	NOUN	affaire
Gorée	PROPN	Gorée
dans	ADP	dans
que	SCONJ	que
connue	VERB	connaître
saillaient	VERB	saillir
de	ADP	de
les	DET	le
des	DET	un
rapidement	ADV	rapidement
eut	VERB	avoir
puis	CCONJ	puis
.	PUNCT	.
mal	NOUN	mal
jours	NOUN	jour
furent	AUX	être
à	ADP	à
l'	DET	le
morts	NOUN	mort
dont	PRON	dont
soignés	VERB	soigner
et	CCONJ	et
autres	ADJ	autre
et	CCONJ	et
scandale	NOUN	scandale
conduite	NOUN	conduite
des	ADP	de
boucher	VERB	boucher
Le	DET	le
fit	VERB	faire
la	DET	le
une	DET	un
mois	NOUN	mois
celle	PRON	celui
