glissé	VERB	glisser
changé	VERB	changer
rouge	NOUN	rouge
avait	VERB	avoir
son	DET	son
.	PUNCT	.
Le	DET	le
,	PUNCT	,
plein	NOUN	plein
teint	NOUN	teint
les	DET	le
seul	ADJ	seul
madame	NOUN	Monsieur
de	ADP	de
et	CCONJ	et
bouclés	VERB	boucler
--	PUNCT	--
cheveux	ADJ	cheveux
gouttes	NOUN	goutte
elle	PRON	lui
avait	VERB	avoir
moi	PRON	moi
air	NOUN	air
encourageant	ADJ	encourageant
son	DET	son
son	DET	son
côté	NOUN	côté
vous	PRON	vous
aux	ADP	à
il	PRON	il
à	ADP	à
essayait	VERB	essayer
femme	NOUN	femme
podium	NOUN	podium
voix	NOUN	voix
.	PUNCT	.
une	DET	un
A	ADP	à
merveille	ADJ	merveill
,	PUNCT	,
va	VERB	aller
manteau	NOUN	manteau
l'	DET	le
La	DET	le
de	ADP	de
:	PUNCT	:
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
blonds	NOUN	blond
Il	PRON	il
,	PUNCT	,
observait	VERB	observer
De	ADP	de
penchait	VERB	pencher
d'	ADP	de
un	DET	un
un	DET	un
pluie	NOUN	pluie
vers	ADP	vers
toujours	ADV	toujours
se	PRON	se
--	PUNCT	--
métallique	ADJ	métallique
femme	NOUN	femme
.	PUNCT	.
timidement	ADV	timidement
serait	AUX	être
timbre	NOUN	timbre
la	DET	le
véritable	ADJ	véritable
depuis	ADP	depuis
qu'	PRON	qu'
elle	PRON	lui
dispersaient	VERB	disperser
,	PUNCT	,
qui	PRON	qui
bordure	NOUN	bordure
se	PRON	se
de	ADP	de
l'	DET	le
Déjà	ADV	déjà
,	PUNCT	,
à	ADP	à
une	DET	un
un	DET	un
temps	NOUN	temps
métal	NOUN	métal
étalage	NOUN	étalage
.	PUNCT	.
de	ADP	de
les	DET	le
blonde	ADJ	blond
est	AUX	être
,	PUNCT	,
déposait	VERB	déposer
badauds	NOUN	badaud
le	DET	le
C'	PRON	ce
rouillé	VERB	rouiller
en	ADP	en
cause	NOUN	cause
ôtait	VERB	ôter
se	PRON	se
pluie	NOUN	pluie
le	DET	le
manteau	NOUN	manteau
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
occasion	NOUN	occasion
la	DET	le
un	DET	un
...	PUNCT	...
autres	ADJ	autre
temps	NOUN	temps
prêter	VERB	prêter
laisser	VERB	laisser
madame	NOUN	Monsieur
les	DET	le
est	AUX	être
devriez	VERB	devoir
avait	AUX	avoir
honte	ADJ	hont
détournait	VERB	détourner
de	ADP	de
...	PUNCT	...
oreille	NOUN	oreille
lui	PRON	lui
et	CCONJ	et
propositions	NOUN	proposition
de	ADP	de
sans	ADP	sans
vite	ADV	vite
Il	PRON	il
prix	NOUN	prix
Mais	CCONJ	mais
américain	ADJ	américain
obscènes	NOUN	obscène
d'	ADP	de
aux	ADP	à
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
Vous	PRON	vous
de	ADP	de
elle	PRON	lui
...	PUNCT	...
passant	NOUN	passant
le	DET	le
l'	DET	le
,	PUNCT	,
comme	ADP	comme
se	PRON	se
esquivait	VERB	esquiver
si	SCONJ	si
elle	PRON	lui
poursuivre	VERB	poursuivre
au	ADP	au
avec	ADP	avec
descendu	VERB	descendre
s'	PRON	se
détendu	VERB	détendre
podium	NOUN	podium
gêné	ADJ	gêné
ai	VERB	avoir
contraire	NOUN	contraire
...	PUNCT	...
son	DET	son
paraissait	VERB	paraître
est	AUX	être
.	PUNCT	.
Moi	PROPN	Moi
,	PUNCT	,
ai	VERB	avoir
de	ADP	de
vers	ADP	vers
je	PRON	je
surprise	NOUN	surprise
suite	NOUN	suite
sentais	ADV	sentais
l'	DET	le
bonne	ADJ	bon
tout	ADV	tout
C'	PRON	ce
a	AUX	avoir
Quelle	ADJ	quell
marché	VERB	marcher
calme	NOUN	calme
et	CCONJ	et
me	PRON	me
...	PUNCT	...
,	PUNCT	,
--	PUNCT	--
moi	PRON	moi
au	ADP	au
Je	PRON	je
--	PUNCT	--
.	PUNCT	.
J'	PRON	je
,	PUNCT	,
de	ADP	de
presque	NOUN	presque
vous	PRON	vous
...	PUNCT	...
craintif	ADJ	craintif
.	PUNCT	.
œil	NOUN	œil
et	CCONJ	et
Il	PRON	il
drôle	VERB	drôle
reconnu	VERB	reconnaître
sortit	NOUN	sortit
retrouver	VERB	retrouver
bordure	NOUN	bordure
Il	PRON	il
et	CCONJ	et
Oui	PROPN	Oui
se	PRON	se
en	ADP	en
peux	NOUN	peu
ai	AUX	avoir
notre	DET	notre
hauteur	NOUN	hauteur
son	DET	son
tout	ADJ	tout
?	PUNCT	?
homme	NOUN	homme
--	PUNCT	--
Une	DET	un
blouson	NOUN	blouson
souriait	VERB	sourire
.	PUNCT	.
assurance	NOUN	assurance
Tu	SCONJ	tu
,	PUNCT	,
dit	VERB	dire
hein	NOUN	hein
rouge	NOUN	rouge
en	ADP	en
en	ADP	en
Il	PRON	il
du	ADP	de
--	PUNCT	--
lui	PRON	lui
,	PUNCT	,
avait	AUX	avoir
-je	PRON	je
.	PUNCT	.
.	PUNCT	.
un	DET	un
.	PUNCT	.
trottoir	VERB	trottoir
repris	VERB	reprendre
s'	PRON	se
,	PUNCT	,
à	ADP	à
.	PUNCT	.
ici	ADV	ici
arrêta	VERB	arrêter
démonter	VERB	démonter
camionnette	NOUN	camionnette
commença	PRON	commença
...	PUNCT	...
avec	ADP	avec
un	DET	un
chercher	VERB	chercher
On	PRON	on
ça	PRON	cela
verre	NOUN	verre
manteaux	NOUN	manteau
dans	ADP	dans
.	PUNCT	.
Viens	NOUN	vien
voulez	VERB	vouloir
les	DET	le
regarda	VERB	regarder
une	DET	un
--	PUNCT	--
Je	PRON	je
.	PUNCT	.
verre	NOUN	verre
.	PUNCT	.
.	PUNCT	.
les	DET	le
il	PRON	il
yeux	NOUN	oeil
me	PRON	me
L'	DET	le
autre	ADJ	autre
demi-heure	NOUN	demi-heure
--	PUNCT	--
monsieur	NOUN	Monsieur
charger	VERB	charger
droit	ADJ	droit
me	PRON	me
Si	SCONJ	si
les	DET	le
à	ADP	à
boit	VERB	boire
dans	ADP	dans
--	PUNCT	--
,	PUNCT	,
vous	PRON	vous
boire	VERB	boire
au	ADP	au
Forum	NOUN	forum
?	PUNCT	?
Puis	CCONJ	puis
un	DET	un
et	CCONJ	et
vais	VERB	aller
--	PUNCT	--
de	ADP	de
coin	NOUN	coin
flot	NOUN	flot
Une	DET	un
nous	PRON	nous
vestes	NOUN	veste
le	DET	le
Il	PRON	il
,	PUNCT	,
la	DET	le
Buffa	NOUN	buffa
les	DET	le
pleut	VERB	pleuvoir
la	DET	le
grêle	AUX	grêle
de	ADP	de
grand	ADJ	grand
la	DET	le
des	ADP	de
autour	ADV	autour
portes	NOUN	porte
...	PUNCT	...
étalage	NOUN	étalage
qu'	SCONJ	que
dans	ADP	dans
fermeture	NOUN	fermeture
.	PUNCT	.
annonçait	VERB	annoncer
s'	PRON	se
de	ADP	de
va	VERB	aller
camionnette	NOUN	camionnette
.	PUNCT	.
écoulait	VERB	écouler
tandis	ADV	tandis
Ça	PROPN	Ça
le	DET	le
sonnerie	NOUN	sonnerie
du	ADP	de
la	DET	le
par	ADP	par
qui	PRON	qui
rue	NOUN	rue
de	ADP	de
clients	NOUN	client
l'	DET	le
fait	VERB	faire
ne	ADV	ne
magasin	NOUN	magasin
table	NOUN	table
plus	ADV	plus
était	AUX	être
Nous	PRON	nous
Le	DET	le
bandoulière	NOUN	bandoulière
presque	ADV	presque
café	NOUN	café
vitrée	ADJ	vitrer
de	ADP	de
côté	NOUN	côté
du	ADP	de
suivi	VERB	suivre
s'	PRON	se
un	DET	un
.	PUNCT	.
en	ADP	en
des	ADP	de
a	AUX	avoir
avons	AUX	avoir
plat	ADJ	plat
la	DET	le
baie	NOUN	baie
Il	PRON	il
très	ADV	très
portait	VERB	porter
choisi	VERB	choisir
une	DET	un
Il	PRON	il
le	DET	le
tout	ADV	tout
la	DET	le
sac	NOUN	sac
cinéma	NOUN	cinéma
boulevard	NOUN	boulevard
cuir	NOUN	cuir
derrière	ADP	derrière
.	PUNCT	.
Forum	NOUN	forum
Promenade	NOUN	promenade
près	ADV	près
et	CCONJ	et
.	PUNCT	.
,	PUNCT	,
à	ADP	à
traversé	VERB	traverser
...	PUNCT	...
Le	DET	le
et	CCONJ	et
Anglais	PROPN	Anglais
vu	VERB	voir
laissé	VERB	laisser
voulu	VERB	vouloir
-t	PART	-t
C'	PRON	ce
m'	PRON	me
est	AUX	être
ai	AUX	avoir
sur	ADP	sur
--	PUNCT	--
aise	NOUN	aise
:	PUNCT	:
sur	ADP	sur
Promenade	NOUN	promenade
banquette	NOUN	banquette
drôle	VERB	drôle
?	PUNCT	?
d'	ADP	de
Je	PRON	je
-il	PRON	il
neuf	ADJ	neuf
la	DET	le
jour	NOUN	jour
sur	ADP	sur
de	ADP	de
la	DET	le
vous	PRON	vous
ai	AUX	avoir
...	PUNCT	...
.	PUNCT	.
le	PRON	le
autre	ADJ	autre
.	PUNCT	.
--	PUNCT	--
Vous	PRON	vous
Quoi	NOUN	quoi
l'	DET	le
a	AUX	avoir
est	AUX	être
côte	NOUN	côte
mettre	VERB	mettre
êtes	VERB	être
?	PUNCT	?
à	ADP	à
l'	DET	le
dit	VERB	dire
tomber	VERB	tomber
J'	PRON	je
la	DET	le
Azur	PROPN	Azur
but	NOUN	but
Anglais	PROPN	Anglais
certains	DET	certain
,	PUNCT	,
des	DET	un
silhouette	NOUN	silhouette
des	ADP	de
arborent	ADJ	arborent
silhouette	NOUN	silhouette
me	PRON	me
ans	NOUN	an
,	PUNCT	,
,	PUNCT	,
...	PUNCT	...
auriez	VERB	avoir
trop	ADV	trop
Sa	DET	son
sac	NOUN	sac
,	PUNCT	,
le	DET	le
.	PUNCT	.
et	CCONJ	et
une	DET	un
--	PUNCT	--
bonjour	NOUN	bonjour
Vous	PRON	vous
dans	ADP	dans
le	DET	le
cintrées	VERB	cintrer
de	ADP	de
hommes	NOUN	homme
garder	VERB	garder
dû	ADJ	devoir
avec	ADP	avec
la	DET	le
dire	VERB	dire
de	ADP	de
massive	ADJ	massif
vestes	NOUN	veste
ce	DET	ce
,	PUNCT	,
Promenade	NOUN	promenade
bandoulière	NOUN	bandoulière
vers	ADP	vers
cinquante	NUM	cinquante
long	NOUN	long
...	PUNCT	...
qu'	PRON	qu'
juvénile	ADJ	juvénile
en	ADP	en
,	PUNCT	,
Je	PRON	je
,	PUNCT	,
des	ADP	de
Moi	PROPN	Moi
d'	ADP	de
--	PUNCT	--
ci	PRON	ci
dit	VERB	dire
la	DET	le
vous	PRON	vous
?	PUNCT	?
...	PUNCT	...
Rien	PRON	rien
temps	NOUN	temps
je	PRON	je
essaie	VERB	essayer
marche	NOUN	marche
dans	ADP	dans
stocks	NOUN	stock
J'	PRON	je
--	PUNCT	--
-je	PRON	je
depuis	ADP	depuis
...	PUNCT	...
quelque	DET	quelque
la	DET	le
région	NOUN	région
travaille	VERB	travaille
vêtements	NOUN	vêtement
comme	ADP	comme
ai	AUX	avoir
dans	ADP	dans
--	PUNCT	--
de	ADP	de
région	NOUN	région
lui	PRON	lui
écouler	VERB	écouler
aussi	ADV	aussi
Ça	PROPN	Ça
ça	PRON	cela
cuir	NOUN	cuir
--	PUNCT	--
.	PUNCT	.
Et	CCONJ	et
de	ADP	de
travaille	VERB	travaille
Comme	SCONJ	comme
.	PUNCT	.
?	PUNCT	?
Au	ADP	au
intéressant	NOUN	intéressant
de	ADP	de
à	ADP	à
d'	ADP	de
allumaient	VERB	allumer
d'	ADP	de
coup	NOUN	coup
instant	NOUN	instant
lampadaires	NOUN	lampadaire
comme	ADP	comme
la	DET	le
clarté	NOUN	clarté
cette	DET	ce
les	DET	le
bougie	NOUN	bougie
s'	PRON	se
vacillante	ADJ	vacillant
Mais	CCONJ	mais
peu	ADV	peu
Promenade	NOUN	promenade
mauve	ADJ	mauve
un	DET	un
Dehors	ADV	dehors
la	DET	le
,	PUNCT	,
non	ADV	non
.	PUNCT	.
.	PUNCT	.
D'	ADP	de
vent	ADV	vent
d'	ADP	de
grands	ADJ	grand
flamme	NOUN	flamme
abord	NOUN	abord
de	ADP	de
bout	NOUN	bout
peu	ADV	peu
une	DET	un
et	CCONJ	et
risquait	VERB	risquer
une	DET	un
un	DET	un
de	ADP	de
souffler	VERB	souffler
.	PUNCT	.
...	PUNCT	...
simple	ADJ	simple
,	PUNCT	,
qu'	SCONJ	que
les	DET	le
incertaine	ADJ	incertain
.	PUNCT	.
même	ADJ	même
s'	PRON	se
dans	ADP	dans
lumière	NOUN	lumière
Antibes	PROPN	Antibes
.	PUNCT	.
--	PUNCT	--
...	PUNCT	...
Son	DET	son
-il	PRON	il
en	ADP	en
dure	ADJ	dur
de	ADP	de
travaillons	VERB	travailler
Moi	PRON	moi
même	ADJ	même
coin	NOUN	coin
nous	PRON	nous
dit	VERB	dire
écoliers	NOUN	écolier
blanche	ADJ	blanc
,	PUNCT	,
et	CCONJ	et
manière	NOUN	manière
que	SCONJ	que
la	DET	le
m'	PRON	me
Mais	CCONJ	mais
d'	ADP	de
.	PUNCT	.
sac	NOUN	sac
a	AUX	avoir
Alors	ADV	alors
cartables	NOUN	cartable
le	DET	le
ouvrait	VERB	ouvrir
.	PUNCT	.
je	PRON	je
-t	PART	-t
j'	PRON	je
circule	VERB	circule
beaucoup	ADV	beaucoup
,	PUNCT	,
devenait	VERB	devenir
habite	NOUN	habite
Il	PRON	il
,	PUNCT	,
-il	PRON	il
un	DET	un
eut	VERB	avoir
Val-de-Marne	PROPN	Val-de-Marne
--	PUNCT	--
dans	ADP	dans
sortit	NOUN	sortit
y	PRON	y
revenu	VERB	revenir
Vous	PRON	vous
entre	ADP	entre
nous	PRON	nous
Non	ADV	non
-	ADJ	-
.	PUNCT	.
vous	PRON	vous
jamais	ADV	jamais
est	AUX	être
me	PRON	me
?	PUNCT	?
plus	ADV	plus
,	PUNCT	,
êtes	AUX	être
de	ADP	de
êtes	AUX	être
cigarettes	NOUN	cigarette
demanda	VERB	demander
-t	PART	-t
?	PUNCT	?
-je	PROPN	-je
un	DET	un
Vous	PRON	vous
--	PUNCT	--
.	PUNCT	.
.	PUNCT	.
n'	ADV	n'
.	PUNCT	.
le	DET	le
Et	CCONJ	et
c'	PRON	ce
instant	NOUN	instant
--	PUNCT	--
.	PUNCT	.
de	ADP	de
gêne	NOUN	gêne
demandai	NOUN	demandai
paquet	NOUN	paquet
Il	PRON	il
là	ADV	là
fini	VERB	finir
j'	PRON	je
?	PUNCT	?
Anglais	PROPN	Anglais
la	DET	le
,	PUNCT	,
long	NOUN	long
bas	NOUN	bas
des	ADP	de
Nice	PROPN	Nice
pensée	NOUN	pensée
qui	PRON	qui
s'	PRON	se
Je	PRON	je
J'	PRON	je
La	DET	le
la	PRON	le
le	DET	le
regard	NOUN	regard
.	PUNCT	.
Marne	PROPN	Marne
retrouver	VERB	retrouver
jetai	VERB	jeter
à	ADP	à
Jamais	PROPN	Jamais
me	PRON	me
.	PUNCT	.
Oui	ADV	oui
,	PUNCT	,
mer	VERB	mer
fit	VERB	faire
,	PUNCT	,
bien	ADV	bien
seule	ADJ	seul
assombrissait	VERB	assombrir
frissonner	VERB	frissonner
de	ADP	de
étais	VERB	être
de	ADP	de
et	CCONJ	et
un	DET	un
le	DET	le
.	PUNCT	.
la	DET	le
ciel	NOUN	ciel
orange	ADJ	orange
me	PRON	me
--	PUNCT	--
Promenade	NOUN	promenade
.	PUNCT	.
vers	ADP	vers
eau	NOUN	eau
envie	NOUN	envie
non	ADV	non
rien	PRON	rien
d'	ADP	de
voudrais	VERB	vouloir
avais	VERB	avoir
Moi	PROPN	Moi
sur	ADP	sur
soulagement	NOUN	soulagement
déposait	VERB	déposer
le	DET	le
endroit	NOUN	endroit
table	NOUN	table
soupir	NOUN	soupir
,	PUNCT	,
ne	ADV	ne
dis	ADP	dis
fine	NOUN	fine
au	ADP	au
Je	PRON	je
,	PUNCT	,
verres	NOUN	verre
pousser	VERB	pousser
--	PUNCT	--
un	DET	un
à	ADP	à
l'	DET	le
la	DET	le
revenir	VERB	revenir
plus	ADV	plus
les	DET	le
de	ADP	de
jus	NOUN	jus
dans	ADP	dans
.	PUNCT	.
et	CCONJ	et
pour	ADP	pour
orange	NOUN	orange
lui	PRON	lui
.	PUNCT	.
cet	DET	ce
.	PUNCT	.
Le	DET	le
garçon	NOUN	garçon
monde	NOUN	monde
de	ADP	de
--	PUNCT	--
la	DET	le
-je	PRON	je
.	PUNCT	.
L'	DET	le
de	ADP	de
ses	DET	son
qui	PRON	qui
moindre	NOUN	moindre
.	PUNCT	.
moment	NOUN	moment
mettre	VERB	mettre
nous	PRON	nous
C'	PRON	ce
est	AUX	être
voulions	VERB	vouloir
chose	NOUN	chose
autre	PRON	autre
fini	VERB	finir
au	ADP	au
plus	ADV	plus
rompre	VERB	rompre
gestes	NOUN	geste
regard	NOUN	regard
retarder	VERB	retarder
voudrais	VERB	vouloir
et	CCONJ	et
du	ADP	de
l'	DET	le
le	DET	le
silence	NOUN	silence
par	ADP	par
comme	ADP	comme
reprendre	VERB	reprendre
Je	PRON	je
nous	PRON	nous
lui	PRON	lui
si	SCONJ	si
accrochions	VERB	accrocher
--	PUNCT	--
de	ADP	de
a	AUX	avoir
le	DET	le
la	DET	le
nous	PRON	nous
possible	ADJ	possible
conversation	NOUN	conversation
.	PUNCT	.
,	PUNCT	,
un	PRON	un
le	DET	le
quelque	DET	quelque
longtemps	ADV	longtemps
silhouette	NOUN	silhouette
point	NOUN	point
mère	NOUN	mère
Voilà	VERB	voilà
Pendant	ADP	pendant
.	PUNCT	.
au	ADP	au
Ma	DET	mon
m'	PRON	me
considérait	VERB	considérer
ce	DET	ce
mariage	NOUN	mariage
marié	ADJ	marier
apparue	VERB	apparaître
Il	PRON	il
fraction	NOUN	fraction
éteint	VERB	éteindre
malgré	ADP	malgré
seconde	ADJ	second
...	PUNCT	...
œil	NOUN	œil
avec	ADP	avec
Villecourt	PROPN	Villecourt
vous	PRON	vous
un	DET	un
...	PUNCT	...
,	PUNCT	,
la	DET	le
de	ADP	de
n'	ADV	n'
ne	ADV	ne
Mme	NOUN	mme
me	PRON	me
...	PUNCT	...
étais	VERB	être
d'	ADP	de
de	ADP	de
--	PUNCT	--
une	DET	un
Sylvia	PROPN	Sylvia
voulait	VERB	vouloir
pas	ADV	pas
apparences	NOUN	apparence
pas	ADV	pas
de	ADP	de
Je	PRON	je
avec	ADP	avec
...	PUNCT	...
est	AUX	être
les	DET	le
si	SCONJ	si
assise	VERB	asseoir
y	PRON	y
vous	PRON	vous
...	PUNCT	...
--	PUNCT	--
,	PUNCT	,
Il	PRON	il
marié	ADJ	marier
bord	NOUN	bord
argent	NOUN	argent
entre	ADP	entre
n'	ADV	n'
Sylvia	PROPN	Sylvia
,	PUNCT	,
m'	PRON	me
.	PUNCT	.
une	DET	un
coupé	VERB	couper
rappelez	VERB	rappeler
Marne	PROPN	Marne
était	AUX	être
étais	AUX	être
le	DET	le
la	DET	le
ponton	NOUN	ponton
les	DET	le
vivres	NOUN	vivre
aurait	AUX	avoir
mère	NOUN	mère
avait	VERB	avoir
m'	PRON	me
au	ADP	au
nous	PRON	nous
...	PUNCT	...
de	ADP	de
je	PRON	je
Vous	PRON	vous
Elle	PRON	lui
pas	ADV	pas
des	DET	un
Ce	PRON	ce
facile	ADJ	facile
problèmes	NOUN	problème
d'	ADP	de
ma	DET	mon
sur	ADP	sur
...	PUNCT	...
avec	ADP	avec
femme	NOUN	femme
voulait	VERB	vouloir
--	PUNCT	--
la	DET	le
ça	PRON	cela
elle	PRON	lui
est	AUX	être
...	PUNCT	...
dit	VERB	dire
nous	PRON	nous
--	PUNCT	--
souvenais	VERB	souvenir
même	ADV	même
Pourquoi	ADV	pourquoi
mariés	VERB	marier
beaucoup	ADV	beaucoup
une	DET	un
c'	PRON	ce
m'	PRON	me
.	PUNCT	.
...	PUNCT	...
,	PUNCT	,
Sylvia	PROPN	Sylvia
que	SCONJ	que
m'	PRON	me
bien	ADV	bien
étonnez	VERB	étonner
--	PUNCT	--
Elle	PRON	lui
alliance	NOUN	alliance
croyais	VERB	croire
vérité	NOUN	vérité
croire	VERB	croire
.	PUNCT	.
qu'	SCONJ	que
rêver	VERB	rêver
Eh	INTJ	Eh
faire	AUX	faire
comme	ADP	comme
portait	VERB	porter
ne	ADV	ne
?	PUNCT	?
.	PUNCT	.
-elle	PRON	lui
Je	PRON	je
me	PRON	me
Je	PRON	je
Vous	PRON	vous
pas	ADV	pas
étions	VERB	être
aurait	VERB	avoir
homme	NOUN	homme
C'	PRON	ce
avec	ADP	avec
,	PUNCT	,
me	PRON	me
Et	CCONJ	et
...	PUNCT	...
marier	VERB	marier
à	ADP	à
d'	ADP	de
bien	ADV	bien
que	SCONJ	que
un	DET	un
d'	ADP	de
une	DET	un
à	ADP	à
...	PUNCT	...
J'	PRON	je
évidence	NOUN	évidence
je	PRON	je
propre	ADJ	propre
lâche	NOUN	lâche
pas	ADV	pas
pour	ADP	pour
-	PUNCT	-
elle	PRON	lui
:	PUNCT	:
cet	DET	ce
l'	DET	le
suis	AUX	être
elle	PRON	lui
ressemblait	VERB	ressembler
question	NOUN	question
je	PRON	je
conduit	VERB	conduire
amour	NOUN	amour
ne	ADV	ne
moi	PRON	moi
rende	VERB	rendre
...	PUNCT	...
...	PUNCT	...
comme	ADP	comme
dû	ADJ	devoir
Il	PRON	il
fallait	VERB	falloir
me	PRON	me
était	AUX	être
me	PRON	me
celui	PRON	celui
aurais	AUX	avoir
ne	ADV	ne
y	PRON	y
empreint	VERB	empreindre
et	CCONJ	et
.	PUNCT	.
en	ADP	en
il	PRON	il
était	AUX	être
gourmette	NOUN	gourmette
ne	ADV	ne
une	DET	un
douceur	NOUN	douceur
rendaient	NOUN	rendaient
--	PUNCT	--
.	PUNCT	.
mains	NOUN	main
confiance	NOUN	confiance
Au	ADP	au
changé	VERB	changer
cette	DET	ce
cette	DET	ce
odieux	ADJ	odieux
de	ADP	de
sept	NUM	sept
plus	ADV	plus
ans	NOUN	an
.	PUNCT	.
Il	PRON	il
avaient	AUX	avoir
qui	PRON	qui
,	PUNCT	,
plus	ADV	plus
Il	PRON	il
résignée	VERB	résigner
me	PRON	me
manifestait	VERB	manifester
portait	VERB	porter
lui-même	PRON	lui-même
Ses	DET	son
.	PUNCT	.
maintenant	ADV	maintenant
le	PRON	le
,	PUNCT	,
,	PUNCT	,
d'	ADP	de
grossièreté	NOUN	grossièreté
a	VERB	avoir
il	PRON	il
.	PUNCT	.
contraire	NOUN	contraire
pour	ADP	pour
j'	PRON	je
de	ADP	de
--	PUNCT	--
le	DET	le
différent	ADV	différent
Si	SCONJ	si
que	SCONJ	que
moi	PRON	moi
,	PUNCT	,
choses	NOUN	chose
,	PUNCT	,
il	PRON	il
--	PUNCT	--
avec	ADP	avec
,	PUNCT	,
bien	ADV	bien
quelqu'	DET	quelque
un	DET	un
Vous	PRON	vous
été	AUX	être
parlait	VERB	parler
pour	ADP	pour
été	AUX	être
aurait	AUX	avoir
marié	ADJ	marier
autre	ADJ	autre
sens	NOUN	sens
avaient	VERB	avoir
?	PUNCT	?
Sylvia	PROPN	Sylvia
que	SCONJ	que
elle	PRON	lui
avec	ADP	avec
Décidément	ADV	décidément
tout	ADV	tout
lui	PRON	lui
...	PUNCT	...
recul	NOUN	recul
de	ADP	de
,	PUNCT	,
,	PUNCT	,
d'	ADP	de
et	CCONJ	et
les	DET	le
croyez	NOUN	croyez
avais	VERB	avoir
autre	ADJ	autre
.	PUNCT	.
un	PRON	un
au	ADP	au
ne	ADV	ne
le	DET	le
étais	VERB	être
Non	ADV	non
...	PUNCT	...
Elle	PRON	lui
que	SCONJ	que
celui	PRON	celui
lâcheté	NOUN	lâcheté
en	ADP	en
bandoulière	NOUN	bandoulière
...	PUNCT	...
bords	NOUN	bord
pardonné	VERB	pardonner
je	PRON	je
aimait	VERB	aimer
triste	ADJ	triste
avais	VERB	avoir
le	DET	le
m'	PRON	me
Son	DET	son
que	SCONJ	que
a	AUX	avoir
Elle	PRON	lui
pas	ADV	pas
pas	ADV	pas
affaire	NOUN	affaire
n'	ADV	n'
qu'	SCONJ	que
sac	NOUN	sac
homme	NOUN	homme
cette	DET	ce
.	PUNCT	.
elle	PRON	lui
...	PUNCT	...
même	ADJ	même
J'	PRON	je
,	PUNCT	,
sourire	ADJ	sourir
qu'	PRON	qu'
aimait	VERB	aimer
aussi	ADV	aussi
il	PRON	il
portait	VERB	porter
seul	ADJ	seul
m'	PRON	me
surprenant	ADJ	surprenant
des	ADP	de
était	AUX	être
le	PRON	le
Marne	PROPN	Marne
nous	PRON	nous
ou	CCONJ	ou
.	PUNCT	.
du	ADP	de
de	ADP	de
pour	ADP	pour
Et	CCONJ	et
-il	PRON	il
jamais	ADV	jamais
