remit	VERB	remettre
consentir	VERB	consentir
leur	DET	leur
à	ADP	à
des	DET	un
de	ADP	de
abandonner	VERB	abandonner
fortune	NOUN	fortune
l'	DET	le
île	NOUN	île
part	NOUN	part
lopins	NOUN	lopin
de	ADP	de
à	ADP	à
les	DET	le
,	PUNCT	,
de	ADP	de
à	ADP	à
cédée	VERB	céder
et	CCONJ	et
plus	ADV	plus
des	DET	un
fastueuses	NOUN	fastueuse
leur	DET	leur
qui	PRON	qui
demeures	ADJ	demeure
.	PUNCT	.
des	DET	un
revers	NOUN	revers
y	PRON	y
qui	PRON	qui
fortunés	VERB	fortuner
en	ADP	en
d'	ADP	de
maison	NOUN	maison
le	DET	le
un	DET	un
est	AUX	être
dotèrent	NOUN	dotèrent
ancienne	ADJ	ancien
grand	ADJ	grand
résidentielle	ADJ	résidentiel
être	AUX	être
rachetée	VERB	racheter
l'	DET	le
.	PUNCT	.
hôtelière	ADJ	hôtelier
qui	PRON	qui
elle	PRON	lui
.	PUNCT	.
a	AUX	avoir
prestigieux	ADJ	prestigieux
laquelle	PRON	lequel
on	PRON	on
très	ADV	très
vaste	ADJ	vaste
à	ADP	à
infrastructure	ADJ	infrastructur
fait	AUX	faire
aménager	VERB	aménager
l'	PRON	l'
de	ADP	de
des	ADP	de
de	ADP	de
et	CCONJ	et
par	ADP	par
villégiature	NOUN	villégiature
grâce	NOUN	grâce
hôtel	NOUN	hôtel
devenue	VERB	devenir
particulier	NOUN	particulier
sait	VERB	savoir
Craig	PROPN	Craig
que	SCONJ	que
,	PUNCT	,
vient	VERB	venir
d'	ADP	de
lieu	NOUN	lieu
une	DET	un
l'	DET	le
standing	NOUN	standing
Cependant	ADV	cependant
le	DET	le
soin	NOUN	soin
à	ADP	à
de	ADP	de
sa	DET	son
des	ADP	de
Un	DET	un
semblable	ADJ	semblable
or	NOUN	or
respect	NOUN	respect
au	ADP	au
temps	NOUN	temps
la	DET	le
chambre	NOUN	chambre
apporté	VERB	apporter
.	PUNCT	.
lors	ADV	lors
aujourd'hui	ADV	aujourd'hui
Au	ADP	au
remise	NOUN	remise
détail	NOUN	détail
maison	NOUN	maison
d'	ADP	de
à	ADP	à
moindre	ADJ	moindre
été	AUX	être
matin	NOUN	matin
,	PUNCT	,
«	NOUN	«
état	NOUN	état
ce	PRON	ce
baignera	NOUN	baignera
au	ADP	au
de	ADP	de
,	PUNCT	,
du	ADP	de
soleil	NOUN	soleil
travaux	NOUN	travail
magnificence	NOUN	magnificence
apparaît	VERB	apparaître
qu'	SCONJ	que
et	CCONJ	et
tout	DET	tout
elle	PRON	lui
fut	AUX	être
en	ADP	en
méticuleux	ADJ	méticuleux
point	NOUN	point
votre	DET	votre
en	ADP	en
les	DET	le
les	DET	le
un	DET	un
cuit	ADJ	cuit
,	PUNCT	,
du	ADP	de
,	PUNCT	,
sur	ADP	sur
.	PUNCT	.
chants	NOUN	chant
une	DET	un
splendide	NOUN	splendide
vos	DET	votre
En	ADP	en
de	ADP	de
couleurs	NOUN	couleur
odeur	NOUN	odeur
vous	PRON	vous
les	DET	le
au	ADP	au
l'	DET	le
narines	NOUN	narine
répondent	VERB	répondre
la	DET	le
,	PUNCT	,
rempliront	VERB	remplir
parfums	VERB	parfums
et	CCONJ	et
,	PUNCT	,
de	ADP	de
univers	NOUN	univers
se	PRON	se
leurs	DET	leur
harmonie	NOUN	harmonie
bois	NOUN	bois
agrestes	ADJ	agreste
sons	NOUN	son
pain	NOUN	pain
les	DET	le
et	CCONJ	et
où	PRON	où
imprégnera	ADJ	imprégnera
les	DET	le
,	PUNCT	,
dans	ADP	dans
feu	NOUN	feu
oiseaux	NOUN	oiseau
yeux	NOUN	oeil
«	PUNCT	«
ouvrirez	VERB	ouvrir
attraits	NOUN	attrait
votre	DET	votre
atemporel	ADJ	atemporel
notre	DET	notre
entremêlant	VERB	entremêler
idyllique	ADJ	idyllique
savourant	VERB	savourer
paysage	NOUN	paysage
aucun	DET	aucun
—	NOUN	—
xxe	ADJ	xx
siècle	NOUN	siècle
saison	NOUN	saison
,	PUNCT	,
votre	DET	votre
xixe	PROPN	xixe
climat	NOUN	climat
vous	PRON	vous
lui	PRON	lui
belle	ADJ	bel
le	DET	le
—	NOUN	—
ôter	VERB	ôter
déjeuner	VERB	déjeuner
que	PRON	que
sur	ADP	sur
ajouter	VERB	ajouter
quelques	DET	quelque
pour	ADP	pour
autorise	VERB	autorise
...	PUNCT	...
lui	PRON	lui
balcon	NOUN	balcon
s'	PRON	se
en	ADP	en
ce	PRON	ce
sans	ADP	sans
de	ADP	de
au	ADP	au
,	PUNCT	,
Puis	CCONJ	puis
toute	DET	tout
admirer	VERB	admirer
,	PUNCT	,
le	DET	le
île	ADV	île
petit	ADJ	petit
le	DET	le
charme	NOUN	charme
pourrez	VERB	pouvoir
ou	CCONJ	ou
jouirez	NOUN	jouirez
les	DET	le
confort	NOUN	confort
,	PUNCT	,
raffinements	NOUN	raffinement
votre	DET	votre
—	NOUN	—
rizières	NOUN	rizière
stylisée	VERB	styliser
la	DET	le
Plantation	NOUN	plantation
selon	ADP	selon
«	NOUN	«
de	ADP	de
partirez	VERB	partir
derniers	ADJ	dernier
de	ADP	de
randonnée	VERB	randonner
moderne	ADJ	moderne
des	DET	un
les	DET	le
les	DET	le
votre	DET	votre
équipée	VERB	équiper
salle	NOUN	salle
à	ADP	à
cheval	NOUN	cheval
en	PRON	en
«	NOUN	«
seules	ADJ	seul
parmi	ADP	parmi
bains	NOUN	bain
—	PROPN	—
Ensuite	ADV	ensuite
,	PUNCT	,
excursionnerez	ADV	excursionnerez
du	ADP	de
vous	PRON	vous
lois	NOUN	loi
en	ADP	en
,	PUNCT	,
bon	ADJ	bon
vigueur	NOUN	vigueur
à	ADP	à
.	PUNCT	.
de	ADP	de
plaisir	NOUN	plaisir
...	PUNCT	...
votre	DET	votre
de	ADP	de
,	PUNCT	,
,	PUNCT	,
la	DET	le
et	CCONJ	et
avance	NOUN	avance
Mais	CCONJ	mais
idéal	ADJ	idéal
nouveau	ADJ	nouveau
,	PUNCT	,
vous	PRON	vous
détendre	VERB	détendre
vous	PRON	vous
au	ADP	au
votre	DET	votre
attendrons	VERB	attendre
d'	ADP	de
un	DET	un
impatience	NOUN	impatience
Plantation	NOUN	plantation
certains	PRON	certains
aura	AUX	avoir
de	ADP	de
que	SCONJ	que
sommes	AUX	être
soit	AUX	être
la	DET	le
joie	NOUN	joie
avec	ADP	avec
l'	DET	le
pour	ADP	pour
accueillir	VERB	accueillir
choix	NOUN	choix
,	PUNCT	,
île	PROPN	île
nous	PRON	nous
vous	PRON	vous
que	SCONJ	que
nous	PRON	nous
semblé	ADV	semblé
vous	PRON	vous
Aury	NOUN	aury
privilégié	ADJ	privilégier
évader	VERB	évader
et	CCONJ	et
de	ADP	de
quel	PRON	quel
,	PUNCT	,
,	PUNCT	,
heu	NOUN	heu
pullulent	VERB	pulluler
des	ADP	de
vraimentsûre	NOUN	vraimentsûre
un	DET	un
descendre	VERB	descendre
enchaîna	ADJ	enchaîna
cours	NOUN	cours
es	DET	es
la	DET	le
Amelia	NOUN	amelia
pas	ADV	pas
envie	NOUN	envie
,	PUNCT	,
?	PUNCT	?
.	PUNCT	.
un	PRON	un
et	CCONJ	et
-ce	PRON	-ce
hôtels	NOUN	hôtel
air	NOUN	air
souffle	NOUN	souffle
n'	ADV	n'
de	ADP	de
qui	PRON	qui
son	DET	son
suivront	VERB	suivre
modernes	ADJ	moderne
qui	PRON	qui
des	ADP	de
:	PUNCT	:
que	SCONJ	que
bord	NOUN	bord
»	PUNCT	»
de	ADP	de
—	NOUN	—
reprit	VERB	reprendre
au	ADP	au
d'	ADP	de
dans	ADP	dans
est	AUX	être
tu	SCONJ	tu
Ecœurant	PROPN	Ecœurant
?	PUNCT	?
n'	ADV	n'
as	PRON	as
innocent	ADJ	innocent
années	NOUN	année
Tu	SCONJ	tu
plage	NOUN	plage
pas	ADV	pas
vue	NOUN	vue
A	NOUN	a
Amelia	PROPN	Amelia
je	PRON	je
deux	NUM	deux
Moi	PRON	moi
—	PUNCT	—
admit	NOUN	admit
...	PUNCT	...
?	PUNCT	?
une	DET	un
nuit	NOUN	nuit
-ce	PRON	-ce
Plus	ADV	plus
la	DET	le
dollars	VERB	dollars
.	PUNCT	.
?	PUNCT	?
une	DET	un
veux	VERB	vouloir
Peggy	PROPN	Peggy
qui	PRON	qui
mer	VERB	mer
cents	NOUN	cent
exclama	NOUN	exclama
dollars	VERB	dollars
chambre	NOUN	chambre
avec	ADP	avec
dans	ADP	dans
.	PUNCT	.
.	PUNCT	.
la	DET	le
nuit	NOUN	nuit
à	ADP	à
Qui	PRON	qui
s'	PRON	se
sur	ADP	sur
,	PUNCT	,
cents	NOUN	cent
paie	VERB	payer
Quand	SCONJ	quand
est	AUX	être
Soit	PROPN	Soit
on	PRON	on
compare	VERB	compare
bien	ADV	bien
deux	NUM	deux
,	PUNCT	,
—	VERB	—
—	PUNCT	—
tu	VERB	taire
repas	NOUN	repas
gens	NOUN	gens
-	NOUN	-
ni	CCONJ	ni
un	DET	un
les	DET	le
de	ADP	de
-	NOUN	-
Peggy	PROPN	Peggy
ni	CCONJ	ni
d'	ADP	de
princesse	NOUN	princesse
gratis	ADJ	grati
,	PUNCT	,
Adam	PROPN	Adam
avec	ADP	avec
ancienne	ADJ	ancien
—	PUNCT	—
end	NOUN	end
...	PUNCT	...
dans	ADP	dans
week	NOUN	week
les	DET	le
—	PUNCT	—
pourboires	NOUN	pourboire
Naturellement	ADV	naturellement
,	PUNCT	,
...	PUNCT	...
frais	NOUN	frais
que	SCONJ	que
le	DET	le
rappela	ADJ	rappela
Eve	PROPN	Eve
de	ADP	de
.	PUNCT	.
choisis	VERB	choisir
week	NOUN	week
d'	ADP	de
une	DET	un
tu	ADP	tu
la	DET	le
,	PUNCT	,
ne	ADV	ne
connais	VERB	connaître
aux	ADP	à
et	CCONJ	et
entourée	VERB	entourer
end	NOUN	end
plantation	NOUN	plantation
assure	VERB	assure
—	PUNCT	—
,	PUNCT	,
seule	ADJ	seul
—	PUNCT	—
hésiter	VERB	hésiter
...	PUNCT	...
dollars	ADJ	dollar
nous	PRON	nous
vue	NOUN	vue
ton	NOUN	ton
grinçant	ADJ	grinçant
pouvais	AUX	pouvoir
comme	ADP	comme
chambre	NOUN	chambre
,	PUNCT	,
sans	ADP	sans
de	ADP	de
,	PUNCT	,
seconde	ADJ	second
mer	VERB	mer
me	PRON	me
allons	VERB	aller
prendrais	VERB	prendre
la	DET	le
la	DET	le
je	PRON	je
t'	PRON	te
Amelia	PROPN	Amelia
si	SCONJ	si
acheva	VERB	achever
nous	PRON	nous
avec	ADP	avec
.	PUNCT	.
seulement	ADV	seulement
sur	ADP	sur
que	SCONJ	que
une	DET	un
Allons	NOUN	allon
permettre	VERB	permettre
Amelia	PROPN	Amelia
je	PRON	je
deux	NUM	deux
d'	ADP	de
un	DET	un
...	PUNCT	...
Je	PRON	je
cents	NOUN	cent
amuser	VERB	amuser
débourser	VERB	débourser
,	PUNCT	,
folles	NOUN	folle
-	NOUN	-
air	NOUN	air
tes	ADJ	te
bouffée	NOUN	bouffée
des	DET	un
sens	VERB	sentir
ainsi	ADV	ainsi
de	ADP	de
du	ADP	de
monde	NOUN	monde
habitacle	NOUN	habitacle
une	DET	un
les	DET	le
?	PUNCT	?
une	DET	un
Respire	PROPN	Respire
-elle	PRON	lui
moite	ADJ	moite
et	CCONJ	et
.	PUNCT	.
pour	ADP	pour
Peggy	PROPN	Peggy
voiture	NOUN	voiture
abaissa	VERB	abaisser
.	PUNCT	.
Ici	ADV	ici
reprit	ADJ	reprit
aussitôt	ADV	aussitôt
tu	VERB	taire
est	AUX	être
vitres	NOUN	vitre
dans	ADP	dans
dans	ADP	dans
la	DET	le
c'	PRON	ce
d'	ADP	de
narines	NOUN	narine
—	PUNCT	—
pas	ADV	pas
l'	DET	le
!	PUNCT	!
les	DET	le
origines	NOUN	origine
entra	VERB	entrer
!	PUNCT	!
Ne	ADV	ne
dire	VERB	dire
ça	PROPN	ça
mirent	VERB	mettre
de	ADP	de
dire	VERB	dire
arbres	NOUN	arbre
!	PUNCT	!
Tous	ADJ	tout
portion	NOUN	portion
veux	ADJ	veux
le	DET	le
dans	ADP	dans
pas	ADV	pas
en	ADP	en
sont	AUX	être
.	PUNCT	.
miraculeusement	NOUN	miraculeusement
Amelia	PROPN	Amelia
.	PUNCT	.
—	PUNCT	—
Ses	DET	son
,	PUNCT	,
première	ADJ	premier
authentiques	ADJ	authentique
dans	ADP	dans
inviolée	VERB	invioler
pureté	NOUN	pureté
,	PUNCT	,
cheveux	ADJ	cheveux
se	PRON	se
.	PUNCT	.
ces	DET	ce
qu'	SCONJ	que
tournoyer	VERB	tournoyer
préservée	VERB	préserver
plastique	NOUN	plastique
fleurs	NOUN	fleur
sa	DET	son
à	ADP	à
ces	DET	ce
ironisa	ADJ	ironisa
!	PUNCT	!
ils	PRON	il
tropicales	ADJ	tropical
!	PUNCT	!
ne	ADV	ne
sont	AUX	être
toutes	ADJ	tout
nature	NOUN	nature
Tu	ADP	tu
vent	NOUN	vent
Authentiques	PROPN	Authentiques
n'	ADV	n'
portait	VERB	porter
la	DET	le
importunait	VERB	importuner
de	ADP	de
ne	ADV	ne
Peggy	PROPN	Peggy
à	ADP	à
maîtresse	NOUN	maîtresse
de	ADP	de
franchi	VERB	franchir
la	DET	le
crinière	ADJ	crinièr
—	PUNCT	—
en	ADP	en
Caroline	NOUN	caroline
brise	NOUN	brise
avait	AUX	avoir
Sud	PROPN	Sud
pas	ADV	pas
la	DET	le
d'	ADP	de
plus	ADV	plus
siens	NOUN	sien
et	CCONJ	et
noués	VERB	nouer
et	CCONJ	et
elle	PRON	lui
du	ADP	de
Mais	CCONJ	mais
seconde	ADJ	second
était	AUX	être
queue	NOUN	queue
frontière	NOUN	frontière
l'	DET	le
cheval	NOUN	cheval
en	PRON	en
l'	PRON	l'
la	DET	le
Amelia	PROPN	Amelia
où	PRON	où
épaisse	NOUN	épaisse
à	ADP	à
elle	PRON	lui
avait	AUX	avoir
.	PUNCT	.
les	DET	le
frisotter	VERB	frisotter
.	PUNCT	.
commencé	VERB	commencer
endroit	NOUN	endroit
pitié	NOUN	pitié
—	PUNCT	—
d'	ADP	de
se	PRON	se
un	DET	un
Par	ADP	par
.	PUNCT	.
On	PRON	on
L'	DET	le
ajouta	NOUN	ajouta
Amelia	PROPN	Amelia
son	DET	son
demande	VERB	demande
Amelia	PROPN	Amelia
sur	ADP	sur
Avec	ADP	avec
Peggy	PROPN	Peggy
siège	NOUN	siège
œil	NOUN	œil
!	PUNCT	!
amie	NOUN	amie
.	PUNCT	.
s'	PRON	se
conditionné	ADJ	conditionner
exclama	VERB	exclamer
,	PUNCT	,
l'	DET	le
son	DET	son
en	ADP	en
De	ADP	de
sinistre	ADV	sinistre
.	PUNCT	.
en	ADP	en
direction	NOUN	direction
air	NOUN	air
est	AUX	être
coup	NOUN	coup
trémoussant	VERB	trémousser
,	PUNCT	,
toute	DET	tout
de	ADP	de
les	DET	le
façon	NOUN	façon
,	PUNCT	,
amusé	VERB	amuser
!	PUNCT	!
vitres	NOUN	vitre
se	PRON	se
remonta	VERB	remonter
palissade	NOUN	palissade
qui	PRON	qui
sinuait	VERB	sinuer
moi	PRON	moi
les	DET	le
cas	NOUN	cas
ce	PRON	ce
route	NOUN	route
contorsionnés	VERB	contorsionner
-	PROPN	-
les	DET	le
uns	NOUN	un
rassurée	VERB	rassurer
des	DET	un
tramer	VERB	tramer
tels	ADJ	tel
tout	DET	tout
*	VERB	*
montants	NOUN	montant
,	PUNCT	,
En	ADP	en
...	PUNCT	...
chênes	NOUN	chêne
bien	ADV	bien
.	PUNCT	.
se	PRON	se
d'	ADP	de
une	DET	un
les	DET	le
ne	ADV	ne
entre	ADP	entre
des	DET	un
là	ADV	là
contre	ADP	contre
suis	AUX	être
dedans	PROPN	dedans
,	PUNCT	,
,	PUNCT	,
autres	ADJ	autre
*	VERB	*
des	DET	un
pas	ADV	pas
La	DET	le
arbres	NOUN	arbre
serrés	VERB	serrer
je	PRON	je
peut	VERB	pouvoir
mauvaise	ADJ	mauvais
comme	ADP	comme
*	VERB	*
cette	DET	ce
et	CCONJ	et
vierges	ADJ	vierge
airs	NOUN	air
sur	ADP	sur
avec	ADP	avec
déments	NOUN	dément
vignes	NOUN	vigne
dense	NOUN	dense
des	DET	un
des	ADP	de
murailles	NOUN	muraille
Une	DET	un
atmosphère	NOUN	atmosphère
drapés	VERB	draper
bas-côtés	NOUN	bas-côté
grisâtre	ADJ	grisâtre
buissons	NOUN	buisson
Il	PRON	il
de	ADP	de
brume	ADV	brume
jungle	NOUN	jungle
et	CCONJ	et
maigres	NOUN	maigre
de	ADP	de
cyprès	ADV	cyprès
suintait	VERB	suinter
de	ADP	de
.	PUNCT	.
en	ADP	en
aux	ADP	à
grasse	ADJ	gras
dans	ADP	dans
vertes	NOUN	verte
haillons	NOUN	haillon
lambeaux	NOUN	lambeau
végétation	NOUN	végétation
des	DET	un
les	DET	le
de	ADP	de
ceps	NOUN	cep
.	PUNCT	.
et	CCONJ	et
noueux	ADJ	noueux
formaient	VERB	former
lépreux	ADJ	lépreux
de	ADP	de
des	ADP	de
une	DET	un
touffus	ADJ	touffu
vert	ADJ	vert
.	PUNCT	.
la	DET	le
dans	ADP	dans
toutes	ADJ	tout
une	DET	un
étouffante	ADJ	étouffant
entaillé	VERB	entailler
.	PUNCT	.
nature	NOUN	nature
doit	VERB	devoir
grouiller	VERB	grouiller
à	ADP	à
De	ADP	de
si	SCONJ	si
de	ADP	de
comme	ADP	comme
de	ADP	de
,	PUNCT	,
sa	DET	son
route	NOUN	route
l'	DET	le
Amelia	PROPN	Amelia
était	AUX	être
la	DET	le
comme	ADP	comme
ce	DET	ce
machin	NOUN	machin
choses	NOUN	chose
et	CCONJ	et
face	NOUN	face
reprit	NOUN	reprit
la	DET	le
de	ADP	de
gardait	ADJ	gardait
ressentait	VERB	ressentir
,	PUNCT	,
estafilade	NOUN	estafilade
sortes	NOUN	sorte
humanité	NOUN	humanité
.	PUNCT	.
rancune	ADJ	rancun
avoir	AUX	avoir
—	PUNCT	—
Ça	PRON	cela
chair	NOUN	chair
C'	PRON	ce
ainsi	ADV	ainsi
—	PUNCT	—
lui	PRON	lui
des	DET	un
choses	NOUN	chose
étonnée	VERB	étonner
alligators	NOUN	alligator
frissonnant	VERB	frissonner
.	PUNCT	.
quelles	DET	quel
pas	ADV	pas
éclata	VERB	éclater
sait	VERB	savoir
-t	PART	-t
-elle	PRON	lui
araignées	NOUN	araignée
rire	NOUN	rire
—	PUNCT	—
qu'	SCONJ	que
Amelia	PROPN	Amelia
Je	PRON	je
y	PRON	y
,	PUNCT	,
répondit	NOUN	répondit
géantes	ADJ	géant
Peggy	PROPN	Peggy
parles	NOUN	parle
!	PUNCT	!
?	PUNCT	?
a	VERB	avoir
aussi	ADV	aussi
il	PRON	il
serpents	NOUN	serpent
d'	ADP	de
...	PUNCT	...
Dieu	PROPN	Dieu
en	ADP	en
,	PUNCT	,
quoi	PRON	quoi
revenants	NOUN	revenant
Des	DET	un
,	PUNCT	,
.	PUNCT	.
apprendre	VERB	apprendre
des	DET	un
serais	AUX	être
,	PUNCT	,
ajouta	VERB	ajouter
des	DET	un
tu	ADP	tu
même	ADV	même
de	ADP	de
ne	ADV	ne
bêtes	NOUN	bête
—	PUNCT	—
,	PUNCT	,
dans	ADP	dans
il	PRON	il
été	AUX	être
.	PUNCT	.
sais	VERB	savoir
la	DET	le
!	PUNCT	!
c'	PRON	ce
est	VERB	être
parole	NOUN	parole
.	PUNCT	.
tu	ADP	tu
y	PRON	y
as	PRON	as
Tout	ADJ	tout
pas	ADV	pas
de	ADP	de
tu	SCONJ	tu
!	PUNCT	!
de	ADP	de
poule	NOUN	poule
,	PUNCT	,
mouillée	VERB	mouiller
de	DET	de
sales	ADJ	sale
a	VERB	avoir
soie	NOUN	soie
s'	PRON	se
bord	NOUN	bord
fais	NOUN	fai
qu'	SCONJ	que
,	PUNCT	,
Toi	PRON	toi
au	ADP	au
élevée	VERB	élever
n'	ADV	n'
—	PUNCT	—
entêta	NOUN	entêta
ma	DET	mon
que	PRON	que
Amelia	PROPN	Amelia
,	PUNCT	,
la	DET	le
Quelle	ADJ	quell
je	PRON	je
plage	NOUN	plage
ce	PRON	ce
tentait	VERB	tenter
Sauf	PROPN	Sauf
et	CCONJ	et
le	DET	le
poursuivit	NOUN	poursuivit
qui	PRON	qui
—	PUNCT	—
yeux	NOUN	oeil
la	DET	le
tu	SCONJ	tu
de	ADP	de
toi	NOUN	toi
.	PUNCT	.
verdure	VERB	verdure
,	PUNCT	,
avec	ADP	avec
humains	ADJ	humain
Amelia	PROPN	Amelia
geste	NOUN	geste
rivage	NOUN	rivage
spécimens	NOUN	spécimen
Allons	NOUN	allon
toute	ADJ	tout
objecta	NOUN	objecta
les	DET	le
Peggy	PROPN	Peggy
circulaire	ADJ	circulaire
qui	PRON	qui
un	DET	un
bout	NOUN	bout
regarde	VERB	regarde
englober	VERB	englober
si	SCONJ	si
