contemporains	ADJ	contemporain
ce	PRON	ce
à	ADP	à
cristallerie	NOUN	cristallerie
.	PUNCT	.
,	PUNCT	,
y	PRON	y
ses	DET	son
,	PUNCT	,
évasement	VERB	évasemer
sens	NOUN	sens
pour	ADP	pour
ces	DET	ce
rend	VERB	rendre
sortie	NOUN	sortie
du	ADP	de
le	DET	le
,	PUNCT	,
trompette	NOUN	trompette
journal	NOUN	journal
exceptionnel	ADJ	exceptionnel
Nicolas	PROPN	Nicolas
intitulé	VERB	intituler
narines	NOUN	narine
l'	DET	le
dimanche	NOUN	dimanche
de	ADP	de
que	PRON	que
de	ADP	de
la	DET	le
Prolo	PROPN	Prolo
debout	ADV	debout
ronéotypé	AUX	ronéotypé
Avec	ADP	avec
vendre	VERB	vendre
retour	NOUN	retour
,	PUNCT	,
métro	NOUN	métro
lui	PRON	lui
compte	NOUN	compte
Au	ADP	au
de	ADP	de
un	DET	un
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
Place	NOUN	place
à	ADP	à
la	DET	le
.	PUNCT	.
mieux	ADV	mieux
Clichy	PROPN	Clichy
expéditions	NOUN	expédition
allait	VERB	aller
Couture	PROPN	Couture
table	NOUN	table
bouleverser	VERB	bouleverser
était	AUX	être
directrice	NOUN	directrice
car	CCONJ	car
à	ADP	à
ailleurs	ADV	ailleurs
ce	DET	ce
en	ADP	en
mère	NOUN	mère
qui	PRON	qui
tenait	VERB	tenir
,	PUNCT	,
,	PUNCT	,
relations	NOUN	relation
amène	ADJ	amène
coupants	ADJ	coupant
chez	ADP	chez
foncièrement	ADV	foncièrement
ton	NOUN	ton
des	ADP	de
de	ADP	de
chez	ADP	chez
un	DET	un
lui	PRON	lui
Wortheimer	PROPN	Wortheimer
Haute	PROPN	Haute
publiques	ADJ	public
élevé	ADJ	élevé
personne	ADJ	personn
,	PUNCT	,
tout	ADV	tout
,	PUNCT	,
,	PUNCT	,
gardant	VERB	garder
et	CCONJ	et
il	PRON	il
des	ADP	de
propos	NOUN	propos
,	PUNCT	,
il	PRON	il
Sans	ADP	sans
ni	CCONJ	ni
sa	DET	son
bien	ADV	bien
,	PUNCT	,
d'	ADP	de
chef	NOUN	chef
.	PUNCT	.
modérée	ADJ	modérer
aux	ADP	à
-	PROPN	-
conversation	NOUN	conversation
arrive	VERB	arrive
matière	NOUN	matière
rompue	VERB	rompre
Cottard	PROPN	Cottard
charme	NOUN	charme
,	PUNCT	,
,	PUNCT	,
comme	SCONJ	comme
;	PUNCT	;
aux	ADP	à
du	ADP	de
aux	ADP	à
en	ADP	en
beau-père	NOUN	beau-père
de	ADP	de
,	PUNCT	,
,	PUNCT	,
ni	CCONJ	ni
un	DET	un
des	ADP	de
acquis	VERB	acquérir
femmes	NOUN	femme
la	DET	le
droite	NOUN	droite
députés	NOUN	député
peau	NOUN	peau
Labau	PROPN	Labau
trouvait	VERB	trouver
monde	NOUN	monde
il	PRON	il
d'	ADP	de
avait	AUX	avoir
,	PUNCT	,
de	ADP	de
souvent	ADV	souvent
son	DET	son
qui	PRON	qui
éléphant	NOUN	éléphant
l'	DET	le
,	PUNCT	,
lui	PRON	lui
une	DET	un
propos	NOUN	propos
excellent	NOUN	excellent
singulier	ADJ	singulier
,	PUNCT	,
Barbara	PROPN	Barbara
et	CCONJ	et
le	DET	le
mêmes	ADJ	même
serré	VERB	serrer
de	ADP	de
adages	NOUN	adage
chair	NOUN	chair
dans	ADP	dans
.	PUNCT	.
entamé	VERB	entamer
un	DET	un
premières	ADJ	premier
négoce	NOUN	négoce
gauche	NOUN	gauche
une	DET	un
vertu	NOUN	vertu
le	DET	le
personne	NOUN	personne
principes	NOUN	principe
en	ADP	en
amours	NOUN	amour
officiait	VERB	officier
de	ADP	de
est	AUX	être
la	DET	le
,	PUNCT	,
dénommée	NOUN	dénommée
jeune	ADJ	jeune
,	PUNCT	,
taraudant	NOUN	taraudant
qui	PRON	qui
pointue	NOUN	pointue
marivaudage	NOUN	marivaudage
pour	ADP	pour
C'	PRON	ce
,	PUNCT	,
ces	DET	ce
avec	ADP	avec
,	PUNCT	,
,	PUNCT	,
ses	DET	son
de	ADP	de
Nicolas	PROPN	Nicolas
avait	AUX	avoir
que	SCONJ	que
aphorismes	NOUN	aphorisme
la	DET	le
un	DET	un
démon	NOUN	démon
où	PRON	où
fruits	NOUN	fruit
produits	NOUN	produit
lui	PRON	lui
extrême	ADJ	extrême
de	ADP	de
de	ADP	de
ses	DET	son
,	PUNCT	,
Bourgogne	PROPN	Bourgogne
signalait	VERB	signaler
par	ADP	par
ronde	ADJ	rond
pour	ADP	pour
rue	NOUN	rue
non	ADV	non
pas	ADV	pas
fraîcheur	NOUN	fraîcheur
le	DET	le
.	PUNCT	.
deux	NUM	deux
dont	PRON	dont
rarement	ADV	rarement
légumes	NOUN	légume
à	ADP	à
,	PUNCT	,
cinéma	NOUN	cinéma
,	PUNCT	,
pour	ADP	pour
sa	DET	son
,	PUNCT	,
allait	VERB	aller
de	ADP	de
une	DET	un
bonne	ADJ	bon
,	PUNCT	,
elle	PRON	lui
chez	ADP	chez
passion	NOUN	passion
la	DET	le
cette	DET	ce
figure	NOUN	figure
celle	PRON	celui
Barbara	PROPN	Barbara
se	PRON	se
Outre	ADP	outre
et	CCONJ	et
de	ADP	de
mais	CCONJ	mais
rappelait	VERB	rappeler
et	CCONJ	et
vedettes	NOUN	vedette
de	ADP	de
jusqu'	ADP	jusque
divorces	NOUN	divorce
elle	PRON	lui
ses	DET	son
inquiétait	VERB	inquiéter
larmes	NOUN	larme
assidue	ADJ	assidu
désolait	VERB	désoler
de	ADP	de
moindres	NOUN	moindre
il	PRON	il
la	DET	le
se	PRON	se
,	PUNCT	,
leurs	DET	leur
de	ADP	de
au	ADP	au
spécialisés	VERB	spécialiser
détails	ADJ	détail
vraies	NOUN	vraie
Grâce	NOUN	grâce
journaux	NOUN	journal
à	ADP	à
leurs	DET	leur
remariages	NOUN	remariage
réjouissait	VERB	réjouir
des	ADP	de
leur	DET	leur
de	ADP	de
lecture	NOUN	lecture
leurs	DET	leur
ongles	NOUN	ongle
des	ADP	de
versait	VERB	verser
connaissait	VERB	connaître
,	PUNCT	,
de	ADP	de
santé	NOUN	santé
les	DET	le
,	PUNCT	,
,	PUNCT	,
se	PRON	se
bout	NOUN	bout
.	PUNCT	.
s'	PRON	se
lorsqu'	SCONJ	lorsque
biographies	NOUN	biographie
vraiment	ADV	vraiment
arrivait	NOUN	arrivait
,	PUNCT	,
son	DET	son
dans	ADP	dans
détour	CCONJ	détour
leur	PRON	leur
vedettes	NOUN	vedette
elles	PRON	lui
temps	NOUN	temps
l'	DET	le
humanité	NOUN	humanité
pas	ADV	pas
évoluer	VERB	évoluer
En	ADP	en
bobos	NOUN	bobo
surprenant	NOUN	surprenant
penser	VERB	penser
n'	ADV	n'
esprit	NOUN	esprit
un	DET	un
loin	ADV	loin
qu'	SCONJ	que
décéder	VERB	décéder
par	ADP	par
.	PUNCT	.
existaient	VERB	exister
pas	ADV	pas
,	PUNCT	,
elle	PRON	lui
dont	PRON	dont
alors	ADV	alors
même	ADJ	même
jusque	ADJ	jusqu
n'	ADV	n'
,	PUNCT	,
ou	CCONJ	ou
de	ADP	de
leurs	DET	leur
de	ADP	de
pourtant	ADV	pourtant
était	AUX	être
ces	DET	ce
elle	PRON	lui
connaissait	VERB	connaître
,	PUNCT	,
de	ADP	de
mêmes	ADJ	même
devaient	VERB	devoir
que	SCONJ	que
ce	PRON	ce
ciel	NOUN	ciel
aucune	DET	aucun
quelque	DET	quelque
on	PRON	on
univers	NOUN	univers
entre	ADP	entre
avait	VERB	avoir
assez	ADV	assez
tout	DET	tout
jamais	ADV	jamais
.	PUNCT	.
mortelle	NOUN	mortel
,	PUNCT	,
,	PUNCT	,
alors	ADV	alors
un	DET	un
,	PUNCT	,
émoi	NOUN	émoi
sorte	NOUN	sorte
dans	ADP	dans
comme	ADP	comme
pas	ADV	pas
terre	ADJ	terr
,	PUNCT	,
ou	CCONJ	ou
,	PUNCT	,
et	CCONJ	et
son	DET	son
où	PRON	où
chance	NOUN	chance
est	AUX	être
en	ADP	en
Qu'	PRON	qu'
une	DET	un
cas	NOUN	cas
n'	ADV	n'
en	ADP	en
imagine	VERB	imagine
elle	PRON	lui
de	ADP	de
simple	ADJ	simple
,	PUNCT	,
les	PRON	le
croiser	VERB	croiser
mythique	ADJ	mythique
et	CCONJ	et
n'	ADV	n'
dire	VERB	dire
Barbara	PROPN	Barbara
un	DET	un
on	PRON	on
lui	PRON	lui
les	DET	le
fois	NOUN	fois
,	PUNCT	,
qu'	SCONJ	que
Nicolas	PROPN	Nicolas
cousin	NOUN	cousin
cosmogonie	NOUN	cosmogonie
rendu	VERB	rendre
,	PUNCT	,
avec	ADP	avec
le	DET	le
de	ADP	de
est	AUX	être
soir	NOUN	soir
Esplanade	NOUN	esplanade
coutume	VERB	coutume
huit	NUM	huit
un	DET	un
elle	PRON	lui
son	DET	son
le	DET	le
,	PUNCT	,
bouleversement	NOUN	bouleversement
,	PUNCT	,
à	ADP	à
pas	ADV	pas
,	PUNCT	,
apprit	VERB	apprendre
chez	ADP	chez
sa	DET	son
une	DET	un
en	ADP	en
lorsque	SCONJ	lorsque
raout	NOUN	raout
vers	ADP	vers
n'	ADV	n'
l'	DET	le
que	SCONJ	que
traversant	VERB	traverser
Invalides	NOUN	invalide
s'	PRON	se
étant	AUX	être
heures	NOUN	heure
imagine	VERB	imagine
,	PUNCT	,
,	PUNCT	,
des	ADP	de
l'	DET	le
de	ADP	de
.	PUNCT	.
grand	ADJ	grand
figée	VERB	figer
dignité	NOUN	dignité
comte	NOUN	comte
Stillivan	PROPN	Stillivan
est	AUX	être
de	ADP	de
dit	VERB	dire
Barbara	PROPN	Barbara
honneur	NOUN	honneur
que	ADV	que
l'	DET	le
le	DET	le
la	DET	le
y	PRON	y
-	NOUN	-
officier	NOUN	officier
à	ADP	à
,	PUNCT	,
Qu'	PRON	qu'
,	PUNCT	,
promotion	NOUN	promotion
à	ADP	à
plein	NOUN	plein
de	ADP	de
terre	NOUN	terre
la	DET	le
—	PUNCT	—
.	PUNCT	.
occasion	NOUN	occasion
brusquement	ADV	brusquement
Légion	NOUN	légion
sa	DET	son
Esplanade	NOUN	esplanade
de	ADP	de
sur	ADP	sur
il	PRON	il
Peggy	PROPN	Peggy
d'	ADP	de
rencontré	VERB	rencontrer
Stillivan	PROPN	Stillivan
!	PUNCT	!
de	ADP	de
Rochecotte	PROPN	Rochecotte
Peggy	PROPN	Peggy
-ce	PRON	-ce
avait	AUX	avoir
Je	PRON	je
me	PRON	me
Comme	ADP	comme
.	PUNCT	.
Et	CCONJ	et
fermement	VERB	fermemer
tu	ADP	tu
—	PUNCT	—
.	PUNCT	.
—	PUNCT	—
ça	PRON	cela
.	PUNCT	.
?	PUNCT	?
vrai	ADJ	vrai
Stillivan	PROPN	Stillivan
lui	PRON	lui
dit	VERB	dire
l'	PRON	l'
parlé	VERB	parler
—	PUNCT	—
,	PUNCT	,
—	PUNCT	—
parlé	VERB	parler
?	PUNCT	?
Stillivan	PROPN	Stillivan
Peggy	PROPN	Peggy
?	PUNCT	?
—	PUNCT	—
as	PRON	as
l'	PRON	l'
ça	PRON	cela
ai	AUX	avoir
!	PUNCT	!
—	PUNCT	—
as	NOUN	as
Peggy	PROPN	Peggy
lui	PRON	lui
Nicolas	PROPN	Nicolas
tu	SCONJ	tu
Je	PRON	je
?	PUNCT	?
vue	VERB	voir
vue	VERB	voir
—	PUNCT	—
Comme	ADP	comme
Tu	ADP	tu
racontes	VERB	raconter
.	PUNCT	.
A	NOUN	a
ai	AUX	avoir
,	PUNCT	,
,	PUNCT	,
non	ADV	non
.	PUNCT	.
jeune	ADJ	jeune
trois	NUM	trois
dire	VERB	dire
que	SCONJ	que
comprendre	VERB	comprendre
n'	ADV	n'
!	PUNCT	!
dit	VERB	dire
peine	NOUN	peine
Après	ADP	après
,	PUNCT	,
.	PUNCT	.
bredouiller	NOUN	bredouiller
précisée	VERB	préciser
partager	VERB	partager
Cette	DET	ce
que	SCONJ	que
d'	ADP	de
la	DET	le
à	ADP	à
fait	VERB	faire
elle	PRON	lui
son	DET	son
émotion	NOUN	émotion
Sans	ADP	sans
valait	VERB	valoir
.	PUNCT	.
peut	VERB	pouvoir
il	PRON	il
la	DET	le
-elle	PRON	lui
avait	AUX	avoir
on	PRON	on
mots	NOUN	mot
légumière	NOUN	légumier
être	AUX	être
—	PUNCT	—
la	DET	le
Il	PRON	il
Ça	PROPN	Ça
alors	ADV	alors
nuance	NOUN	nuance
présenté	VERB	présenter
décida	VERB	décider
.	PUNCT	.
?	PUNCT	?
et	CCONJ	et
films	NOUN	film
,	PUNCT	,
avait	AUX	avoir
vue	VERB	voir
Peggy	PROPN	Peggy
deux	NUM	deux
existait	VERB	exister
étant	VERB	être
on	PRON	on
un	PRON	un
l'	PRON	l'
le	DET	le
à	ADP	à
ce	PRON	ce
quelqu'	DET	quelque
,	PUNCT	,
.	PUNCT	.
l'	PRON	l'
opéré	VERB	opérer
tabac	NOUN	tabac
firmament	NOUN	firmament
un	PRON	un
avaient	AUX	avoir
un	DET	un
fait	VERB	faire
avait	AUX	avoir
frôlée	NOUN	frôlée
un	DET	un
entrée	NOUN	entrée
cette	DET	ce
quelqu'	DET	quelque
qu'	PRON	qu'
avait	AUX	avoir
étincelante	ADJ	étincelant
appelle	VERB	appeler
ce	PRON	ce
Stillivan	PROPN	Stillivan
,	PUNCT	,
cinématographique	ADJ	cinématographique
prestigieuse	NOUN	prestigieuse
dans	ADP	dans
donc	ADV	donc
.	PUNCT	.
Quelqu'	ADP	quelqu'
une	DET	un
qui	PRON	qui
elle	PRON	lui
maintenant	ADV	maintenant
Ainsi	ADV	ainsi
deux	NUM	deux
centimètres	NOUN	centimètre
est	VERB	être
elle	PRON	lui
-là	NUM	-là
penser	VERB	penser
dix	NUM	dix
C'	PRON	ce
de	ADP	de
sans	ADP	sans
,	PUNCT	,
cette	DET	ce
certaine	NOUN	certaine
que	SCONJ	que
Barbara	PROPN	Barbara
Jusque	PROPN	Jusque
pouvait	VERB	pouvoir
frôlée	NOUN	frôlée
,	PUNCT	,
l'	PRON	l'
,	PUNCT	,
manière	NOUN	manière
avait	AUX	avoir
elle	PRON	lui
pousser	VERB	pousser
,	PUNCT	,
forte	ADJ	fort
des	ADP	de
-là	PRON	-là
,	PUNCT	,
que	SCONJ	que
quelle	ADJ	quell
,	PUNCT	,
affaire	NOUN	affaire
d'	ADP	de
trop	ADV	trop
ans	NOUN	an
qu'	SCONJ	que
!	PUNCT	!
,	PUNCT	,
ça	PRON	cela
une	DET	un
aussi	ADV	aussi
changeait	VERB	changer
tout	ADV	tout
avait	AUX	avoir
d'	ADP	de
.	PUNCT	.
plus	ADV	plus
elle	PRON	lui
n'	ADV	n'
,	PUNCT	,
aguicher	VERB	aguicher
même	ADV	même
vingt-deux	ADJ	vingt-deux
on	PRON	on
lui	PRON	lui
pour	ADP	pour
à	ADP	à
un	DET	un
livreur	NOUN	livreur
qui	PRON	qui
sortait	VERB	sortir
agaceries	NOUN	agacerie
Nicolas	PROPN	Nicolas
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
soupçonner	VERB	soupçonner
conséquence	NOUN	conséquence
avec	ADP	avec
répondu	VERB	répondre
avait	AUX	avoir
sans	ADP	sans
tenu	VERB	tenir
mais	CCONJ	mais
qui	PRON	qui
lui	PRON	lui
,	PUNCT	,
un	DET	un
jamais	ADV	jamais
pour	ADP	pour
avait	AUX	avoir
si	SCONJ	si
flirt	NOUN	flirt
avait	AUX	avoir
peut	VERB	pouvoir
ans	NOUN	an
lui	PRON	lui
certain	ADJ	certain
elle	PRON	lui
était	AUX	être
garçon	NOUN	garçon
-	ADJ	-
que	SCONJ	que
elle	PRON	lui
essentiellement	ADV	essentiellement
ses	DET	son
c'	PRON	ce
la	DET	le
par	ADP	par
dîner	VERB	dîner
renonçant	VERB	renoncer
au	ADP	au
et	CCONJ	et
que	SCONJ	que
à	ADP	à
tout	ADV	tout
empoigna	VERB	empoigner
dans	ADP	dans
sa	DET	son
soir	NOUN	soir
de	ADP	de
.	PUNCT	.
étage	NOUN	étage
bras	NOUN	bras
il	PRON	il
un	DET	un
au	ADP	au
le	DET	le
-là	PROPN	-là
,	PUNCT	,
propos	NOUN	propos
par	ADP	par
dilatoires	ADJ	dilatoire
immeuble	NOUN	immeuble
de	ADP	de
d'	ADP	de
où	PRON	où
,	PUNCT	,
Vaneau	NOUN	vaneau
Elle	PRON	lui
chambrette	NOUN	chambrette
,	PUNCT	,
Nicolas	PROPN	Nicolas
rue	NOUN	rue
,	PUNCT	,
sixième	NOUN	sixième
,	PUNCT	,
elle	PRON	lui
ce	DET	ce
avait	AUX	avoir
l'	PRON	l'
emmena	VERB	emmener
bistrot	NOUN	bistrot
des	DET	un
priée	VERB	prier
près	ADV	près
l'	PRON	l'
S'	PRON	se
Julien	PROPN	Julien
se	PRON	se
Peggy	PROPN	Peggy
,	PUNCT	,
proximité	NOUN	proximité
chez	ADP	chez
ils	PRON	il
de	ADP	de
enfiévrés	VERB	enfiévrer
,	PUNCT	,
par	ADP	par
perspective	NOUN	perspective
de	ADP	de
,	PUNCT	,
appellerai	VERB	appeler
la	DET	le
enfin	ADV	enfin
acte	NOUN	acte
Stillivan	PROPN	Stillivan
par	ADP	par
de	ADP	de
liaison	NOUN	liaison
et	CCONJ	et
elle	PRON	lui
là	ADV	là
sexuel	ADJ	sexuel
.	PUNCT	.
l'	DET	le
lui	PRON	lui
livrèrent	VERB	livrer
une	DET	un
très	ADV	très
décence	NOUN	décence
par	ADP	par
,	PUNCT	,
ensuivit	VERB	ensuivre
de	ADP	de
j'	PRON	je
perdre	VERB	perdre
à	ADP	à
la	DET	le
vertu	NOUN	vertu
ce	PRON	ce
que	SCONJ	que
,	PUNCT	,
Green	PROPN	Green
,	PUNCT	,
près	ADV	près
sa	DET	son
de	ADP	de
ans	NOUN	an
Amour	PROPN	Amour
décès	NOUN	décès
,	PUNCT	,
,	PUNCT	,
deux	NUM	deux
L'	DET	le
avec	ADP	avec
le	DET	le
s'	PRON	se
en	ADP	en
soirée	VERB	soirer
Des-ming	NOUN	des-ming
événements	NOUN	événement
être	AUX	être
vedettes	NOUN	vedette
la	DET	le
par	ADP	par
d'	ADP	de
deux	NUM	deux
,	PUNCT	,
Peggy	PROPN	Peggy
sans	ADP	sans
de	ADP	de
autres	ADJ	autre
le	DET	le
mariage	NOUN	mariage
marquée	VERB	marquer
autre	ADJ	autre
pétrifiéqui	ADJ	pétrifiéqui
aimable	NOUN	aimable
que	SCONJ	que
souvient	NOUN	souvient
,	PUNCT	,
divorce	NOUN	divorce
l'	DET	le
le	DET	le
devait	VERB	devoir
et	CCONJ	et
,	PUNCT	,
sombre	NOUN	sombre
du	ADP	de
comme	SCONJ	comme
on	PRON	on
une	DET	un
,	PUNCT	,
film	NOUN	film
Ronald	PROPN	Ronald
sortie	NOUN	sortie
décanillé	VERB	décaniller
péripétie	NOUN	péripétie
fruits	NOUN	fruit
elle	PRON	lui
,	PUNCT	,
quoi	PRON	quoi
,	PUNCT	,
en	ADP	en
tailleur	NOUN	tailleur
célébrer	VERB	célébrer
que	SCONJ	que
son	DET	son
mairie	NOUN	mairie
confectionneur	NOUN	confectionneur
Barbara	PROPN	Barbara
forte	ADJ	fort
Après	ADP	après
patron	NOUN	patron
,	PUNCT	,
se	PRON	se
.	PUNCT	.
par	ADP	par
un	DET	un
la	DET	le
mousseux	NOUN	mousseux
sensible	NOUN	sensible
avait	AUX	avoir
«	VERB	«
brune	NOUN	brune
mener	VERB	mener
et	CCONJ	et
avec	ADP	avec
voulut	VERB	vouloir
épouse	NOUN	épouse
à	ADP	à
au	ADP	au
»	PUNCT	»
,	PUNCT	,
une	DET	un
son	DET	son
légumes	NOUN	légume
la	DET	le
le	DET	le
,	PUNCT	,
vu	VERB	voir
laissa	VERB	laisser
que	SCONJ	que
négociant	NOUN	négociant
-	NOUN	-
,	PUNCT	,
de	ADP	de
dans	ADP	dans
forte	ADJ	fort
deux	NUM	deux
excès	NOUN	excès
Vous	PRON	vous
spécialisé	VERB	spécialiser
cette	DET	ce
honnête	NOUN	honnête
les	DET	le
que	SCONJ	que
,	PUNCT	,
homme	NOUN	homme
Barbara	PROPN	Barbara
et	CCONJ	et
langage	NOUN	langage
«	NOUN	«
avaient	AUX	avoir
on	PRON	on
mètres	NOUN	mètre
(	PUNCT	(
»	PUNCT	»
Fille	NOUN	fille
grandes	ADJ	grand
publicitaires	ADJ	publicitaire
tailles	NOUN	taille
peut	VERB	pouvoir
qualifier	VERB	qualifier
,	PUNCT	,
Je	PRON	je
brune	NOUN	brune
.	PUNCT	.
dont	PRON	dont
sans	ADP	sans
suis	AUX	être
panneaux	NOUN	panneau
décapant	NOUN	décapant
mesurez	VERB	mesurer
de	ADP	de
)	PUNCT	)
,	PUNCT	,
votre	DET	votre
,	PUNCT	,
un	DET	un
effet	NOUN	effet
?	PUNCT	?
les	DET	le
sur	ADP	sur
,	PUNCT	,
eu	VERB	avoir
,	PUNCT	,
à	ADP	à
fin	NOUN	fin
qu'	SCONJ	que
.	PUNCT	.
nouveau	ADJ	nouveau
signifia	ADJ	signifia
mît	PRON	mît
pour	ADP	pour
elle	PRON	lui
Nicolas	PROPN	Nicolas
s'	PRON	se
entendait	VERB	entendre
service	NOUN	service
même	ADV	même
de	ADP	de
son	DET	son
acte	NOUN	acte
après	ADP	après
une	DET	un
pour	ADP	pour
que	SCONJ	que
convoqué	VERB	convoquer
que	SCONJ	que
éprouvait	VERB	éprouver
,	PUNCT	,
d'	ADP	de
ailleurs	ADV	ailleurs
temps	NOUN	temps
tempérée	ADJ	tempérer
à	ADP	à
fut	AUX	être
si	SCONJ	si
inclina	VERB	incliner
,	PUNCT	,
n'	ADV	n'
il	PRON	il
mari	NOUN	mari
Peu	ADV	peu
cet	DET	ce
leur	DET	leur
elle	PRON	lui
état	NOUN	état
liaison	NOUN	liaison
.	PUNCT	.
tendresse	NOUN	tendresse
Nicolas	PROPN	Nicolas
civil	NOUN	civil
son	DET	son
d'	ADP	de
lecture	NOUN	lecture
et	CCONJ	et
grande	ADJ	grand
coiffa	VERB	coiffer
en	ADP	en
il	PRON	il
militaire	ADJ	militaire
une	DET	un
des	ADP	de
à	ADP	à
par	ADP	par
des	DET	un
où	PRON	où
saisissants	ADJ	saisissant
unité	NOUN	unité
,	PUNCT	,
,	PUNCT	,
