Quelle	ADJ	quell
jardin	NOUN	jardin
et	CCONJ	et
personne	NOUN	personne
épaules	NOUN	épaule
seul	ADJ	seul
plaindre	VERB	plaindre
me	PRON	me
ne	ADV	ne
je	PRON	je
pense	VERB	pense
ni	CCONJ	ni
bon	ADJ	bon
jardin	VERB	jardin
Mais	CCONJ	mais
ne	ADV	ne
mois	NOUN	mois
Irène	PROPN	Irène
-	PUNCT	-
Il	PRON	il
Georges	PROPN	Georges
septembre	NOUN	septembre
seul	ADJ	seul
dit	VERB	dire
le	DET	le
entre	ADP	entre
.	PUNCT	.
ailleurs	ADV	ailleurs
dans	ADP	dans
rôde	ADV	rôde
au	ADP	au
suis	AUX	être
ni	CCONJ	ni
jamais	ADV	jamais
Jamais	ADV	jamais
on	PRON	on
-elle	PRON	lui
la	DET	le
qu'	SCONJ	que
croirait	VERB	croire
avec	ADP	avec
fait	VERB	faire
présence	NOUN	présence
,	PUNCT	,
se	PRON	se
,	PUNCT	,
,	PUNCT	,
toujours	ADV	toujours
à	ADP	à
de	ADP	de
et	CCONJ	et
Georges	PROPN	Georges
.	PUNCT	.
:	PUNCT	:
ne	ADV	ne
elle	PRON	lui
de	ADP	de
nous	PRON	nous
oui	NOUN	oui
bord	NOUN	bord
êtes	AUX	être
si	SCONJ	si
?	PUNCT	?
C'	PRON	ce
au	ADP	au
vous	PRON	vous
sais	NOUN	sai
beau	NOUN	beau
mon	DET	mon
petit	ADJ	petit
tous	ADJ	tout
Je	PRON	je
!	PUNCT	!
Oh	NOUN	oh
!	PUNCT	!
.	PUNCT	.
pour	ADP	pour
gentil	ADJ	gentil
end	NOUN	end
les	DET	le
le	PRON	le
la	DET	le
-	NOUN	-
Manche	PROPN	Manche
ça	PRON	cela
,	PUNCT	,
!	PUNCT	!
nous	PRON	nous
un	DET	un
je	PRON	je
Quel	DET	quel
Bernard	PROPN	Bernard
avoir	AUX	avoir
week	ADJ	week
,	PUNCT	,
est	AUX	être
(	PUNCT	(
deux	PRON	deux
ami	NOUN	ami
invités	VERB	inviter
savez	VERB	savoir
délicieux	ADJ	délicieux
,	PUNCT	,
de	ADP	de
de	ADP	de
que	SCONJ	que
.	PUNCT	.
Vous	PRON	vous
le	DET	le
gentil	ADJ	gentil
lèvres	NOUN	lèvre
les	DET	le
...	PUNCT	...
a	AUX	avoir
suis	AUX	être
ses	DET	son
mieux	ADV	mieux
Un	DET	un
une	DET	un
femme	NOUN	femme
à	ADP	à
qu'	SCONJ	que
charmant	VERB	charmer
presque	ADV	presque
Elle	PRON	lui
Un	DET	un
Je	PRON	je
yeux	NOUN	oeil
)	PUNCT	)
Georges	PROPN	Georges
aurait	AUX	avoir
délicieux	ADJ	délicieux
.	PUNCT	.
et	CCONJ	et
suppose	VERB	suppose
que	SCONJ	que
...	PUNCT	...
Elle	PRON	lui
.	PUNCT	.
lui	PRON	lui
.	PUNCT	.
comblée	VERB	combler
doit	VERB	devoir
ami	NOUN	ami
mariage	NOUN	mariage
refermé	VERB	refermer
Enfin	ADV	enfin
.	PUNCT	.
Le	DET	le
penser	VERB	penser
flotte	NOUN	flotte
visage	NOUN	visage
d'	ADP	de
.	PUNCT	.
,	PUNCT	,
sur	ADP	sur
convenu	VERB	convenir
demi-sourire	ADJ	demi-sourir
coupés	ADJ	coupé
aventure	NOUN	aventure
bras	NOUN	bras
lunettes	NOUN	lunette
farde	NOUN	farde
Derrière	ADP	derrière
une	DET	un
un	DET	un
la	DET	le
même	ADV	même
.	PUNCT	.
Elle	PRON	lui
,	PUNCT	,
,	PUNCT	,
lui	PRON	lui
peine	NOUN	peine
.	PUNCT	.
sa	DET	son
ses	DET	son
noires	ADJ	noir
penser	VERB	penser
étendue	VERB	étendre
à	ADP	à
mais	CCONJ	mais
y	PRON	y
Georges	PROPN	Georges
cheveux	NOUN	cheveu
sont	AUX	être
,	PUNCT	,
je	PRON	je
replié	VERB	replier
,	PUNCT	,
interdit	VERB	interdire
se	PRON	se
la	DET	le
d'	ADP	de
court	ADJ	court
mes	DET	mon
à	ADP	à
sur	ADP	sur
sous	ADP	sous
contemple	NOUN	contemple
longue	ADJ	long
la	DET	le
nuque	NOUN	nuque
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
diable	NOUN	diable
chaise	NOUN	chaise
avec	ADP	avec
s'	PRON	se
ni	CCONJ	ni
ni	CCONJ	ni
amie	NOUN	amie
fins	ADJ	fin
elle	PRON	lui
,	PUNCT	,
de	ADP	de
traits	NOUN	trait
est	AUX	être
pas	ADV	pas
la	DET	le
vie	NOUN	vie
,	PUNCT	,
Je	PRON	je
très	ADV	très
gentille	ADJ	gentil
simplement	ADV	simplement
très	ADV	très
ni	CCONJ	ni
trouve	NOUN	trouve
reste	NOUN	reste
sans	ADP	sans
sont	AUX	être
recherche	NOUN	recherche
l'	PRON	l'
avoir	VERB	avoir
voudrais	VERB	vouloir
.	PUNCT	.
charmante	ADJ	charmant
le	DET	le
ses	DET	son
mon	DET	mon
Je	PRON	je
ne	ADV	ne
moi	PRON	moi
,	PUNCT	,
.	PUNCT	.
ni	CCONJ	ni
et	CCONJ	et
ne	ADV	ne
ni	CCONJ	ni
elle	PRON	lui
n'	ADV	n'
réguliers	ADJ	régulier
habille	NOUN	habille
délicieuse	ADJ	délicieux
ma	DET	mon
,	PUNCT	,
un	DET	un
Et	CCONJ	et
.	PUNCT	.
printemps	NOUN	printemps
grille	NOUN	grille
soir	NOUN	soir
.	PUNCT	.
Monceau	PROPN	Monceau
.	PUNCT	.
J'	PRON	je
adossée	VERB	adosser
à	ADP	à
,	PUNCT	,
passants	NOUN	passant
Georges	PROPN	Georges
se	PRON	se
un	DET	un
la	DET	le
les	DET	le
à	ADP	à
Irène	NOUN	irène
près	ADV	près
rose	ADJ	rose
est	VERB	être
rencontré	VERB	rencontrer
à	ADP	à
yeux	NOUN	oeil
d'	ADP	de
tamponnant	VERB	tamponner
heures	NOUN	heure
Elle	PRON	lui
mouchoir	NOUN	mouchoir
...	PUNCT	...
la	DET	le
et	CCONJ	et
ai	AUX	avoir
petit	ADJ	petit
de	ADP	de
,	PUNCT	,
de	ADP	de
sanglotait	VERB	sangloter
demie	NOUN	demie
du	ADP	de
convulsivement	ADV	convulsivement
,	PUNCT	,
6	NUM	6
elle	PRON	lui
parc	NOUN	parc
Les	DET	le
rotonde	NOUN	rotonde
assez	ADV	assez
jetaient	VERB	jeter
cette	DET	ce
Ma	DET	mon
pas	ADV	pas
tête	NOUN	tête
lui	PRON	lui
de	ADP	de
supporte	VERB	supporte
le	DET	le
revins	VERB	revenir
sur	ADP	sur
imiter	VERB	imiter
la	DET	le
et	CCONJ	et
Je	PRON	je
la	DET	le
poursuivi	VERB	poursuivre
d'	ADP	de
première	ADJ	premier
détournant	VERB	détourner
,	PUNCT	,
je	PRON	je
regards	NOUN	regard
en	ADP	en
furtifs	ADJ	furtif
une	DET	un
nature	NOUN	nature
suis	AUX	être
fut	AUX	être
détresse	NOUN	détresse
:	PUNCT	:
hâtaient	VERB	hâter
mes	DET	mon
de	ADP	de
pas	ADV	pas
sensible	ADJ	sensible
.	PUNCT	.
.	PUNCT	.
mais	CCONJ	mais
solitaire	ADJ	solitaire
les	PRON	le
l'	DET	le
,	PUNCT	,
je	PRON	je
réaction	NOUN	réaction
des	ADP	de
image	NOUN	image
difficilement	VERB	difficilemer
par	ADP	par
demandant	VERB	demander
d'	ADP	de
faire	VERB	faire
m'	PRON	me
,	PUNCT	,
les	DET	le
vue	NOUN	vue
que	SCONJ	que
allait	VERB	aller
femme	NOUN	femme
J'	PRON	je
aurais	AUX	avoir
temps	NOUN	temps
et	CCONJ	et
d'	ADP	de
,	PUNCT	,
Seuls	ADJ	seul
en	ADP	en
aborder	VERB	aborder
agacent	VERB	agacer
.	PUNCT	.
cette	DET	ce
n'	ADV	n'
homme	NOUN	homme
pleure	VERB	pleure
ou	CCONJ	ou
en	ADP	en
lui	PRON	lui
l'	DET	le
Je	PRON	je
pour	ADP	pour
qui	PRON	qui
une	DET	un
pu	VERB	pouvoir
considérai	VERB	considérer
qui	PRON	qui
ce	PRON	ce
enfants	NOUN	enfant
évidemment	ADV	évidemment
fille	NOUN	fille
l'	PRON	l'
quelque	DET	quelque
sans	ADP	sans
aider	VERB	aider
.	PUNCT	.
.	PUNCT	.
un	DET	un
savoir	VERB	savoir
pas	ADV	pas
larmes	NOUN	larme
et	CCONJ	et
quoi	PRON	quoi
avais	VERB	avoir
intentions	NOUN	intention
je	PRON	je
suspecté	NOUN	suspecté
en	ADP	en
en	PRON	en
un	DET	un
.	PUNCT	.
-là	PROPN	-là
.	PUNCT	.
Or	CCONJ	or
pour	ADP	pour
être	AUX	être
ce	PRON	ce
-elle	PRON	lui
arrière-pensée	NOUN	arrière-pensée
est	AUX	être
,	PUNCT	,
aurait	AUX	avoir
,	PUNCT	,
faire	VERB	faire
pouvais	PRON	pouvais
peut-être	ADV	peut-être
lui	PRON	lui
la	DET	le
solitude	NOUN	solitude
qu'	PRON	qu'
quelque	DET	quelque
aucune	DET	aucun
voulais	VERB	vouloir
utile	ADJ	utile
Simplement	ADV	simplement
arrière-pensée	NOUN	arrière-pensée
Mais	CCONJ	mais
je	PRON	je
mes	DET	mon
savais	VERB	savoir
d'	ADP	de
à	ADP	à
.	PUNCT	.
je	PRON	je
ce	DET	ce
moment	NOUN	moment
soupçonné	VERB	soupçonner
je	PRON	je
n'	ADV	n'
geste	NOUN	geste
,	PUNCT	,
.	PUNCT	.
témoigner	VERB	témoigner
faire	VERB	faire
froid	ADJ	froid
je	PRON	je
d'	ADP	de
lui	PRON	lui
de	ADP	de
dire	AUX	dire
;	PUNCT	;
.	PUNCT	.
Or	CCONJ	or
pour	ADP	pour
(	PUNCT	(
chaleur	NOUN	chaleur
d'	ADP	de
air	NOUN	air
,	PUNCT	,
nature	NOUN	nature
:	PUNCT	:
l'	DET	le
un	DET	un
même	ADV	même
peu	ADV	peu
avait	VERB	avoir
de	ADP	de
très	ADV	très
timide	ADJ	timide
une	DET	un
frissonnait	VERB	frissonner
preuve	NOUN	preuve
pourrait	VERB	pouvoir
humaine	ADJ	humain
,	PUNCT	,
.	PUNCT	.
elle	PRON	lui
On	PRON	on
avoir	VERB	avoir
suis	AUX	être
timide	NOUN	timide
de	ADP	de
Mais	CCONJ	mais
est	AUX	être
chaleur	NOUN	chaleur
humaine	ADJ	humain
elle	PRON	lui
un	DET	un
difficile	ADJ	difficile
renfermée	NOUN	renfermée
il	PRON	il
avait	VERB	avoir
d'	ADP	de
restais	VERB	rester
,	PUNCT	,
.	PUNCT	.
pas	ADV	pas
et	CCONJ	et
Je	PRON	je
qui	PRON	qui
)	PUNCT	)
sans	ADP	sans
me	PRON	me
,	PUNCT	,
arrêtaient	VERB	arrêter
a	AUX	avoir
autant	ADV	autant
sais	VERB	savoir
suis	AUX	être
qu'	SCONJ	que
je	PRON	je
ne	ADV	ne
je	PRON	je
passants	NOUN	passant
on	PRON	on
Je	PRON	je
l'	PRON	l'
il	PRON	il
y	PRON	y
plus	ADV	plus
sais	VERB	savoir
là	ADV	là
ces	DET	ce
dit	VERB	dire
décider	VERB	décider
pas	ADV	pas
.	PUNCT	.
tous	ADJ	tout
extérioriser	VERB	extérioriser
D'	ADP	de
ne	ADV	ne
à	ADP	à
communiquer	VERB	communiquer
liant	VERB	lier
la	DET	le
regarder	VERB	regarder
ne	ADV	ne
ailleurs	ADV	ailleurs
.	PUNCT	.
n'	ADV	n'
pas	ADV	pas
vous	PRON	vous
de	ADP	de
règle	NOUN	règle
.	PUNCT	.
on	PRON	on
la	PRON	le
pas	ADV	pas
en	ADP	en
on	PRON	on
avaient	AUX	avoir
aime	VERB	aime
pas	ADV	pas
ils	PRON	il
examine	NOUN	examine
ils	PRON	il
regarde	VERB	regarde
qui	PRON	qui
aussi	ADV	aussi
on	PRON	on
Si	SCONJ	si
et	CCONJ	et
me	PRON	me
puis	CCONJ	puis
comme	ADP	comme
exprès	ADJ	exprès
s'	SCONJ	s'
commence	VERB	commencer
par	ADP	par
:	PUNCT	:
l'	PRON	l'
générale	ADJ	général
,	PUNCT	,
l'	PRON	l'
qu'	SCONJ	que
abordais	NOUN	abordai
fait	AUX	faire
regarder	VERB	regarder
regardaient	VERB	regarder
me	PRON	me
regarderaient	VERB	regarder
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
je	PRON	je
n'	ADV	n'
je	PRON	je
passer	VERB	passer
,	PUNCT	,
vous	PRON	vous
,	PUNCT	,
fleurs	NOUN	fleur
on	PRON	on
qu'	SCONJ	que
à	ADP	à
.	PUNCT	.
.	PUNCT	.
et	CCONJ	et
souvenir	VERB	souvenir
sais	VERB	savoir
Pas	ADV	pas
fleuriste	NOUN	fleuriste
pas	ADV	pas
une	DET	un
lesquelles	PRON	lequel
juger	VERB	juger
achetai	VERB	acheter
moi	PRON	moi
je	PRON	je
petit	ADJ	petit
coup	NOUN	coup
avec	ADP	avec
inspiration	NOUN	inspiration
ne	ADV	ne
par	ADP	par
ça	PRON	cela
vous	PRON	vous
bouquet	NOUN	bouquet
de	ADP	de
un	DET	un
j'	PRON	je
il	PRON	il
je	PRON	je
.	PUNCT	.
loin	ADV	loin
ai	AUX	avoir
de	ADP	de
,	PUNCT	,
Tout	ADV	tout
J'	PRON	je
:	PUNCT	:
y	PRON	y
eu	VERB	avoir
de	ADP	de
avait	VERB	avoir
un	DET	un
,	PUNCT	,
finit	VERB	finir
me	PRON	me
pas	ADV	pas
venais	VERB	venir
comme	ADP	comme
je	PRON	je
.	PUNCT	.
bouquet	NOUN	bouquet
:	PUNCT	:
déposai	VERB	déposer
,	PUNCT	,
tête	NOUN	tête
(	PUNCT	(
en	ADP	en
oreilles	NOUN	oreille
en	ADP	en
froissement	NOUN	froissement
était	AUX	être
connais	VERB	connaître
Il	PRON	il
je	PRON	je
lui	PRON	lui
faut	VERB	falloir
près	ADV	près
Quand	SCONJ	quand
du	ADP	de
»	PUNCT	»
m'	PRON	me
.	PUNCT	.
y	PRON	y
pas	ADV	pas
pleurer	VERB	pleurer
ne	ADV	ne
elle	PRON	lui
Je	PRON	je
.	PUNCT	.
pas	ADV	pas
feu	NOUN	feu
,	PUNCT	,
fleurs	NOUN	fleur
ça	PRON	cela
le	DET	le
«	NOUN	«
papier	NOUN	papier
marmonnai	VERB	marmonner
le	DET	le
tourner	VERB	tourner
,	PUNCT	,
les	DET	le
d'	ADP	de
ne	ADV	ne
la	DET	le
C'	PRON	ce
fit	VERB	faire
détails	NOUN	détail
,	PUNCT	,
on	PRON	on
moins	ADV	moins
.	PUNCT	.
elle	PRON	lui
idiot	VERB	idiot
,	PUNCT	,
rouges	ADJ	rouge
?	PUNCT	?
jeune	ADJ	jeune
fille	NOUN	fille
Moins	ADV	moins
le	DET	le
d'	ADP	de
près	ADV	près
,	PUNCT	,
De	ADP	de
voyait	VERB	voir
jolie	ADJ	joli
près	ADV	près
poétique	ADJ	poétique
yeux	NOUN	oeil
que	ADV	que
De	ADP	de
dire	VERB	dire
les	DET	le
petits	ADJ	petit
on	PRON	on
de	ADP	de
ne	ADV	ne
les	DET	le
autre	PRON	autre
éplorée	VERB	éplorer
loin	ADV	loin
)	PUNCT	)
:	PUNCT	:
faisait	VERB	faire
De	ADP	de
.	PUNCT	.
voyait	VERB	voir
.	PUNCT	.
,	PUNCT	,
qu'	ADV	qu'
une	DET	un
que	SCONJ	que
mais	CCONJ	mais
évidemment	ADV	évidemment
,	PUNCT	,
loin	ADV	loin
ses	DET	son
qui	PRON	qui
souris	VERB	sourire
regard	NOUN	regard
si	SCONJ	si
.	PUNCT	.
nez	NOUN	nez
lui	PRON	lui
ne	ADV	ne
la	DET	le
me	PRON	me
retourner	VERB	retourner
de	ADP	de
jamais	ADV	jamais
releva	VERB	relever
on	PRON	on
regarda	VERB	regarder
d'	ADP	de
veut	VERB	vouloir
morne	ADJ	morne
me	PRON	me
surprise	NOUN	surprise
il	PRON	il
.	PUNCT	.
,	PUNCT	,
Elle	PRON	lui
pas	ADV	pas
rater	VERB	rater
ne	ADV	ne
pointaient	VERB	pointer
et	CCONJ	et
,	PUNCT	,
vivement	ADV	vivement
:	PUNCT	:
un	DET	un
tête	NOUN	tête
sorties	NOUN	sortie
Un	DET	un
l'	DET	le
et	CCONJ	et
m'	PRON	me
peu	ADV	peu
.	PUNCT	.
éloignai	VERB	éloigner
sans	ADP	sans
où	PRON	où
coule	VERB	coule
Je	PRON	je
faut	VERB	falloir
irritation	NOUN	irritation
Seulement	ADV	seulement
retourner	VERB	retourner
croisèrent	VERB	croiser
travail	NOUN	travail
Monceau	PROPN	Monceau
de	ADP	de
se	PRON	se
se	PRON	se
.	PUNCT	.
le	DET	le
du	ADP	de
parc	NOUN	parc
comme	ADP	comme
est	AUX	être
sommes	AUX	être
Elle	PRON	lui
revenais	VERB	revenir
,	PUNCT	,
pleurait	VERB	pleurer
,	PUNCT	,
Je	PRON	je
la	DET	le
abattu	ADJ	abattu
Nous	PRON	nous
.	PUNCT	.
nous	PRON	nous
plus	ADV	plus
.	PUNCT	.
ne	ADV	ne
du	ADP	de
encore	ADV	encore
air	NOUN	air
revus	VERB	revoir
.	PUNCT	.
sien	NOUN	sien
lendemain	NOUN	lendemain
l'	DET	le
mon	DET	mon
.	PUNCT	.
veille	NOUN	veille
devant	ADP	devant
,	PUNCT	,
nos	DET	notre
la	DET	le
rotonde	NOUN	rotonde
elle	PRON	lui
.	PUNCT	.
chemins	NOUN	chemin
C'	PRON	ce
et	CCONJ	et
c'	PRON	ce
qui	PRON	qui
un	DET	un
risquai	VERB	risquer
anémones	NOUN	anémone
Je	PRON	je
elle	PRON	lui
«	NOUN	«
)	PUNCT	)
un	DET	un
remercia	VERB	remercier
pour	ADP	pour
allait	VERB	aller
Le	DET	le
m'	PRON	me
oui	NOUN	oui
.	PUNCT	.
elle	PRON	lui
au	ADP	au
à	ADP	à
contraint	VERB	contraindre
mieux	ADV	mieux
anémones	NOUN	anémone
la	DET	le
sourire	ADJ	sourir
première	ADJ	premier
fait	NOUN	fait
,	PUNCT	,
,	PUNCT	,
demander	VERB	demander
peu	ADV	peu
des	ADP	de
adressa	VERB	adresser
mes	DET	mon
si	SCONJ	si
petit	ADJ	petit
étaient	AUX	être
me	PRON	me
(	PUNCT	(
,	PUNCT	,
»	PUNCT	»
elle	PRON	lui
répondit	VERB	répondre
et	CCONJ	et
me	PRON	me
lui	PRON	lui
,	PUNCT	,
:	PUNCT	:
.	PUNCT	.
me	PRON	me
,	PUNCT	,
,	PUNCT	,
face	NOUN	face
ainsi	ADV	ainsi
l	NOUN	l
,	PUNCT	,
lendemain	NOUN	lendemain
en	ADP	en
,	PUNCT	,
,	PUNCT	,
position	NOUN	position
approximative	ADJ	approximatif
.	PUNCT	.
!	PUNCT	!
encore	ADV	encore
«	NOUN	«
suivant	ADJ	suivant
,	PUNCT	,
»	PUNCT	»
de	ADP	de
jour	NOUN	jour
Et	CCONJ	et
plus	ADV	plus
s'	PRON	se
le	DET	le
est	AUX	être
de	ADP	de
Manet	PROPN	Manet
Olympia	PROPN	Olympia
,	PUNCT	,
de	ADP	de
en	ADP	en
rencontrés	VERB	rencontrer
de	ADP	de
et	CCONJ	et
puis	CCONJ	puis
robe	VERB	robe
et	CCONJ	et
'	PUNCT	'
maintenant	ADV	maintenant
moi	NOUN	moi
voilà	ADJ	voilà
est	AUX	être
dans	ADP	dans
la	DET	le
suite	NOUN	suite
on	PRON	on
allongée	VERB	allonger
hélas	INTJ	héler
elle	PRON	lui
de	ADP	de
la	DET	le
.	PUNCT	.
elle	PRON	lui
son	DET	son
fumés	VERB	fumer
Je	PRON	je
plaît	VERB	plaire
dessous	NOUN	dessous
.	PUNCT	.
plaît	VERB	plaire
,	PUNCT	,
la	DET	le
genou	NOUN	genou
gêner	VERB	gêner
busqué	VERB	busquer
verres	NOUN	verre
non	ADV	non
et	CCONJ	et
ne	ADV	ne
mes	DET	mon
regarde	NOUN	regarde
-	NOUN	-
sans	ADP	sans
à	ADP	à
me	PRON	me
son	DET	son
grain	NOUN	grain
,	PUNCT	,
savoir	VERB	savoir
Vraiment	ADV	vraiment
au	ADP	au
beaucoup	ADV	beaucoup
avec	ADP	avec
si	SCONJ	si
Grâce	NOUN	grâce
beauté	NOUN	beauté
,	PUNCT	,
nez	NOUN	nez
ou	CCONJ	ou
,	PUNCT	,
je	PRON	je
Elle	PRON	lui
elle	PRON	lui
me	PRON	me
peut	VERB	pouvoir
contemple	NOUN	contemple
me	PRON	me
du	ADP	de
.	PUNCT	.
-	PUNCT	-
J'	PRON	je
,	PUNCT	,
question	NOUN	question
se	PRON	se
est	AUX	être
.	PUNCT	.
justement	ADV	justement
Je	PRON	je
,	PUNCT	,
plus	ADV	plus
.	PUNCT	.
autre	PRON	autre
rejoindre	VERB	rejoindre
l'	PRON	l'
avec	ADP	avec
en	PRON	en
-	NUM	-
sourire	ADJ	sourir
.	PUNCT	.
n'	ADV	n'
,	PUNCT	,
.	PUNCT	.
envie	NOUN	envie
il	PRON	il
de	ADP	de
contrit	NOUN	contrit
.	PUNCT	.
un	DET	un
cause	NOUN	cause
Irène	PROPN	Irène
-moi	PRON	moi
embrasser	VERB	embrasser
Elle	PRON	lui
de	ADP	de
mais	CCONJ	mais
Excusez	PROPN	Excusez
pas	ADV	pas
lève	VERB	lever
là	ADV	là
n'	ADV	n'
l'	DET	le
.	PUNCT	.
y	PRON	y
tient	VERB	tenir
A	ADP	à
ai	AUX	avoir
Et	CCONJ	et
monte	VERB	monte
haut	ADJ	haut
De	ADP	de
.	PUNCT	.
et	CCONJ	et
d'	ADP	de
cher	ADJ	cher
a	VERB	avoir
Georges	PROPN	Georges
Patience	NOUN	patience
reste	NOUN	reste
dire	VERB	dire
,	PUNCT	,
que	SCONJ	que
capable	ADJ	capable
Irène	NOUN	irène
de	ADP	de
profite	VERB	profite
Georges	PROPN	Georges
appeler	VERB	appeler
son	DET	son
elle	PRON	lui
son	DET	son
de	ADP	de
petit	ADJ	petit
me	PRON	me
si	SCONJ	si
retiens	VERB	retenir
reste	NOUN	reste
.	PUNCT	.
de	ADP	de
il	PRON	il
prudence	NOUN	prudence
tout	DET	tout
lui	PRON	lui
le	DET	le
est	AUX	être
que	SCONJ	que
son	DET	son
besoin	NOUN	besoin
Georges	PROPN	Georges
l'	PRON	l'
.	PUNCT	.
bien	ADV	bien
seul	ADJ	seul
Après	ADP	après
tout	ADV	tout
,	PUNCT	,
Je	PRON	je
.	PUNCT	.
.	PUNCT	.
tout	DET	tout
Une	DET	un
dans	ADP	dans
suis	AUX	être
soir	NOUN	soir
je	PRON	je
revoir	VERB	revoir
entre	ADP	entre
ne	ADV	ne
plus	ADV	plus
pris	VERB	prendre
