franchi	VERB	franchir
marche	NOUN	marche
avions	NOUN	avion
en	PRON	en
surnom	NOUN	surnom
en	ADP	en
lui	PRON	lui
,	PUNCT	,
emphase	NOUN	emphase
est	AUX	être
:	PUNCT	:
portait	VERB	porter
une	DET	un
il	PRON	il
resta	NOUN	resta
intitulant	ADJ	intitulant
froid	ADJ	froid
L'	DET	le
à	ADP	à
.	PUNCT	.
Sombre	PROPN	Sombre
temps	NOUN	temps
Et	CCONJ	et
Canadienne	PROPN	Canadienne
en	PRON	en
tour	NOUN	tour
Mais	CCONJ	mais
d'	DET	d'
à	ADP	à
tour	NOUN	tour
lui	DET	lui
avec	ADP	avec
autres	ADJ	autre
et	CCONJ	et
donné	VERB	donner
,	PUNCT	,
cuir	NOUN	cuir
pénurie	NOUN	pénurie
se	PRON	se
Juvaquatre	PROPN	Juvaquatre
puisqu'	SCONJ	puisque
de	ADP	de
de	ADP	de
tuyaux	NOUN	tuyau
;	PUNCT	;
C'	PRON	ce
était	AUX	être
automobile	NOUN	automobile
gazogène	NOUN	gazogène
des	ADP	de
noire	ADJ	noir
,	PUNCT	,
rarissime	ADJ	rarissime
il	PRON	il
prénommait	VERB	prénommer
Pauloto	ADV	pauloto
—	VERB	—
deux	NUM	deux
aux	ADP	à
encore	ADV	encore
extrémités	NOUN	extrémité
se	PRON	se
devait	VERB	devoir
comme	ADP	comme
et	CCONJ	et
et	CCONJ	et
de	ADP	de
manches	NOUN	manche
une	DET	un
possédait	VERB	posséder
ou	CCONJ	ou
affublée	VERB	affubler
il	PRON	il
,	PUNCT	,
fait	AUX	faire
de	ADP	de
une	DET	un
ces	DET	ce
privations	NOUN	privation
.	PUNCT	.
Paul	PROPN	Paul
rouge	NOUN	rouge
temps	NOUN	temps
à	ADP	à
en	ADP	en
sais	VERB	savoir
qui	PRON	qui
mais	CCONJ	mais
que	SCONJ	que
fabrication	NOUN	fabrication
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
attribuer	VERB	attribuer
sur	ADP	sur
important	ADJ	important
dans	ADP	dans
Phaéton	NOUN	phaéton
la	DET	le
l'	DET	le
sa	DET	son
bagages	NOUN	bagage
ne	ADV	ne
.	PUNCT	.
l'	DET	le
à	ADP	à
.	PUNCT	.
faut	VERB	falloir
fixés	ADJ	fixé
coffre	NOUN	coffre
à	ADP	à
Je	PRON	je
ne	ADV	ne
légende	NOUN	légende
avait	AUX	avoir
elle	PRON	lui
il	PRON	il
arrière	NOUN	arrière
la	DET	le
baptisée	VERB	baptiser
le	DET	le
s'	SCONJ	s'
et	CCONJ	et
de	ADP	de
Il	PRON	il
joua	VERB	jouer
Le	DET	le
conduisait	VERB	conduire
un	DET	un
rôle	NOUN	rôle
on	PRON	on
étaient	AUX	être
guère	NOUN	guère
à	ADP	à
la	DET	le
invisible	ADJ	invisible
de	ADP	de
Cela	PRON	cela
de	ADP	de
frères	ADJ	frère
notre	DET	notre
sensibilité	NOUN	sensibilité
.	PUNCT	.
membres	NOUN	membre
vocation	NOUN	vocation
complicités	NOUN	complicité
qui	PRON	qui
grande	ADJ	grand
une	DET	un
à	ADP	à
sœurs	NOUN	sœur
père	NOUN	père
gravitait	VERB	graviter
formant	VERB	former
décerner	VERB	décerner
mon	DET	mon
personne	NOUN	personne
les	DET	le
mère	NOUN	mère
de	ADP	de
ou	CCONJ	ou
ce	DET	ce
lien	NOUN	lien
,	PUNCT	,
sobriquet	NOUN	sobriquet
faisait	VERB	faire
attache	VERB	attache
la	DET	le
unissent	AUX	unissent
à	ADP	à
littéraire	ADJ	littéraire
qui	PRON	qui
manie	NOUN	manie
et	CCONJ	et
qui	PRON	qui
partie	NOUN	partie
chaque	DET	chaque
d'	ADP	de
des	ADP	de
mille	NUM	mille
un	DET	un
ma	DET	mon
eux	PRON	lui
d'	ADP	de
autour	ADV	autour
sonorités	NOUN	sonorité
dite	VERB	dire
deux	NUM	deux
noms	NOUN	nom
lesquels	ADJ	lesquel
énoncer	VERB	énoncer
famille	NOUN	famille
,	PUNCT	,
sérieux	ADJ	sérieux
qu'	SCONJ	que
femmes	NOUN	femme
—	PROPN	—
pour	ADP	pour
laisser	VERB	laisser
qui	PRON	qui
aux	ADP	à
peux	VERB	pouvoir
normalement	ADV	normalement
surgissements	ADJ	surgissement
,	PUNCT	,
je	PRON	je
tout	DET	tout
leur	DET	leur
—	ADJ	—
aujourd'hui	ADV	aujourd'hui
et	CCONJ	et
de	ADP	de
ces	DET	ce
moindres	ADJ	moindre
onomatopées	NOUN	onomatopée
ou	CCONJ	ou
perdront	VERB	perdre
fait	VERB	faire
,	PUNCT	,
,	PUNCT	,
encore	ADV	encore
,	PUNCT	,
certains	DET	certain
,	PUNCT	,
adulte	NOUN	adulte
trois	NUM	trois
indéchiffrables	NOUN	indéchiffrable
sauf	ADP	sauf
hommes	NOUN	homme
et	CCONJ	et
certaines	DET	certain
nombreuse	ADJ	nombreux
un	DET	un
pour	ADP	pour
constitué	VERB	constituer
,	PUNCT	,
derrière	ADP	derrière
renoncements	NOUN	renoncement
Grisaille	PROPN	Grisaille
!	PUNCT	!
enfance	NOUN	enfance
apparaître	VERB	apparaître
petits	ADJ	petit
chuchotement	VERB	chuchotemer
vie	NOUN	vie
tout	ADV	tout
s'	PRON	se
compromis	NOUN	compromis
notre	DET	notre
par	ADP	par
ne	ADV	ne
l'	DET	le
s'	PRON	se
,	PUNCT	,
,	PUNCT	,
de	ADP	de
,	PUNCT	,
intime	NOUN	intime
masques	NOUN	masque
rire	NOUN	rire
blessés	VERB	blesser
dès	ADP	dès
lors	ADV	lors
perçois	VERB	percevoir
,	PUNCT	,
et	CCONJ	et
l'	DET	le
la	DET	le
évanouit	VERB	évanouir
échecs	NOUN	échec
le	DET	le
que	SCONJ	que
.	PUNCT	.
Je	PRON	je
tout	ADV	tout
grandes	ADJ	grand
et	CCONJ	et
soudain	ADV	soudain
horreurs	NOUN	horreur
,	PUNCT	,
promiscuités	NOUN	promiscuité
leurs	DET	leur
,	PUNCT	,
de	ADP	de
efface	VERB	effacer
Cyclope	PROPN	Cyclope
,	PUNCT	,
imposer	VERB	imposer
,	PUNCT	,
quel	DET	quel
force	NOUN	force
passé	NOUN	passé
pour	ADP	pour
contrée	ADJ	contrer
,	PUNCT	,
innocentes	ADJ	innocent
.	PUNCT	.
mots	NOUN	mot
arrivait	VERB	arriver
nos	DET	notre
honteux	ADJ	honteux
une	DET	un
a	AUX	avoir
adonnait	VERB	adonner
par	ADP	par
qu'	SCONJ	que
imbéciles	ADJ	imbécile
quelle	DET	quel
,	PUNCT	,
dirait	VERB	dire
sur	ADP	sur
Merlussy	PROPN	Merlussy
le	DET	le
s'	PRON	se
grâce	NOUN	grâce
l'	DET	le
De	ADP	de
visages	NOUN	visage
A	ADP	à
de	ADP	de
on	PRON	on
?	PUNCT	?
inconnue	ADJ	inconnu
trafic	NOUN	trafic
,	PUNCT	,
émotion	NOUN	émotion
quelques	DET	quelque
les	DET	le
des	ADP	de
saisons	NOUN	saison
la	DET	le
et	CCONJ	et
cicatrices	NOUN	cicatrice
étrangère	ADJ	étranger
lavé	ADJ	laver
pointu	ADJ	pointu
Germain	PROPN	Germain
sur	ADP	sur
la	DET	le
Sam	PROPN	Sam
?	PUNCT	?
Monsieur	NOUN	Monsieur
sourires	NOUN	sourire
lunettes	ADJ	lunette
le	DET	le
?	PUNCT	?
Qui	PRON	qui
belle	ADJ	bel
aux	ADP	à
entendions	VERB	entendre
cet	DET	ce
voix	NOUN	voix
faisait	VERB	faire
incongru	ADJ	incongru
mention	NOUN	mention
la	DET	le
Madame	NOUN	Monsieur
énormes	NOUN	énorme
nous	PRON	nous
de	ADP	de
n'	ADV	n'
au	ADP	au
nez	NOUN	nez
oiseau	NOUN	oiseau
nom	NOUN	nom
les	DET	le
aux	ADP	à
jamais	ADV	jamais
était	AUX	être
de	ADP	de
son	NOUN	son
,	PUNCT	,
Pourquoi	ADV	pourquoi
,	PUNCT	,
Blèze	PROPN	Blèze
lèvres	NOUN	lèvre
la	DET	le
naître	NOUN	naître
des	ADP	de
hommes	NOUN	homme
du	ADP	de
dont	PRON	dont
des	ADP	de
et	CCONJ	et
-elle	PRON	lui
et	CCONJ	et
de	ADP	de
serre	VERB	serre
chercher	VERB	chercher
harnachés	VERB	harnacher
allait	VERB	aller
accents	NOUN	accent
se	PRON	se
mon	DET	mon
dans	ADP	dans
,	PUNCT	,
bottés	VERB	botter
obscur	NOUN	obscur
dort	ADJ	dort
un	DET	un
ont	AUX	avoir
Qu'	PRON	qu'
Amoureux	PROPN	Amoureux
le	DET	le
la	DET	le
?	PUNCT	?
Chemin	NOUN	chemin
,	PUNCT	,
qui	PRON	qui
vies	NOUN	vie
débarqua	VERB	débarquer
premier	ADJ	premier
étage	NOUN	étage
investi	VERB	investir
Murielle	PROPN	Murielle
.	PUNCT	.
depuis	ADP	depuis
jour	NOUN	jour
et	CCONJ	et
dans	ADP	dans
nos	DET	notre
,	PUNCT	,
donc	ADV	donc
,	PUNCT	,
des	ADP	de
Les	DET	le
l'	DET	le
Ma	DET	mon
officiers	NOUN	officier
allemands	ADJ	allemand
petite	ADJ	petit
castrat	NOUN	castrat
gorge	NOUN	gorge
père	NOUN	père
?	PUNCT	?
qu'	SCONJ	que
habillé	VERB	habiller
l'	DET	le
nos	DET	notre
souffle	ADJ	souffl
mène	VERB	mener
tout	ADV	tout
ferme	VERB	ferme
recouvre	VERB	recouvrir
hall	NOUN	hall
.	PUNCT	.
Le	DET	le
ne	ADV	ne
un	DET	un
dans	ADP	dans
la	DET	le
qui	PRON	qui
plus	ADV	plus
du	ADP	de
chambres	NOUN	chambre
couloir	VERB	couloir
suis	AUX	être
bleuâtre	ADJ	bleuâtre
le	DET	le
du	ADP	de
canapé	NOUN	canapé
Tescou	PROPN	Tescou
,	PUNCT	,
vallée	NOUN	vallée
rez-de-chaussée	PROPN	rez-de-chaussée
œil	NOUN	œil
fumée	NOUN	fumée
le	DET	le
vent	NOUN	vent
.	PUNCT	.
près	ADV	près
une	DET	un
vers	ADP	vers
sur	ADP	sur
même	ADV	même
de	ADP	de
Je	PRON	je
qu'	SCONJ	que
la	DET	le
nuit	NOUN	nuit
au	ADP	au
sur	ADP	sur
il	PRON	il
comme	ADP	comme
sûr	ADJ	sûr
sur	ADP	sur
;	PUNCT	;
d'	ADP	de
notre	DET	notre
les	DET	le
,	PUNCT	,
voile	NOUN	voile
que	SCONJ	que
plein	ADJ	plein
gelée	NOUN	gelée
.	PUNCT	.
J'	PRON	je
des	ADP	de
.	PUNCT	.
de	ADP	de
des	ADP	de
matin	NOUN	matin
démunis	VERB	démunir
et	CCONJ	et
maison	NOUN	maison
le	DET	le
sept	NUM	sept
-	NOUN	-
y	PRON	y
,	PUNCT	,
a	VERB	avoir
sœurs	NOUN	sœur
jouant	VERB	jouer
frères	NOUN	frère
et	CCONJ	et
habitude	NOUN	habitude
terre	NOUN	terre
la	DET	le
écoute	VERB	écoute
les	DET	le
blanche	ADJ	blanc
le	DET	le
derrière	ADP	derrière
cris	NOUN	cri
peupliers	NOUN	peuplier
dans	ADP	dans
cônes	NOUN	cône
plus	ADV	plus
le	DET	le
ciel	NOUN	ciel
,	PUNCT	,
il	PRON	il
haut	ADJ	haut
crayeux	ADJ	crayeux
montent	VERB	monter
grasse	NOUN	grasse
se	PRON	se
odeur	NOUN	odeur
,	PUNCT	,
mouton	NOUN	mouton
Allées	PROPN	Allées
Il	PRON	il
Une	DET	un
se	PRON	se
défendues	ADJ	défendu
figue	NOUN	figue
,	PUNCT	,
romanichels	NOUN	romanichel
au	ADP	au
attirantes	ADJ	attirant
de	ADP	de
des	ADP	de
installé	VERB	installer
,	PUNCT	,
en	ADP	en
manège	NOUN	manège
ont	AUX	avoir
vient	VERB	venir
des	DET	un
le	DET	le
choses	NOUN	chose
de	ADP	de
glaise	NOUN	glaise
chasselas	NOUN	chasselas
,	PUNCT	,
de	ADP	de
mouillée	NOUN	mouillée
et	CCONJ	et
de	ADP	de
où	PRON	où
derrière	ADP	derrière
et	CCONJ	et
Malacan	PROPN	Malacan
,	PUNCT	,
provisoirement	ADV	provisoirement
maïs	NOUN	maïs
les	DET	le
roulotte	NOUN	roulotte
,	PUNCT	,
de	ADP	de
ville	NOUN	ville
passe	VERB	passer
.	PUNCT	.
mêler	VERB	mêler
leur	DET	leur
nuit	NOUN	nuit
des	DET	un
phono	NOUN	phono
et	CCONJ	et
«	NOUN	«
tours	NOUN	tour
parfum	NOUN	parfum
le	DET	le
toujours	ADV	toujours
que	SCONJ	que
,	PUNCT	,
mélancolique	NOUN	mélancolique
étiquette	NOUN	étiquette
retour	NOUN	retour
,	PUNCT	,
attendrai	VERB	attendre
78	NUM	78
de	ADP	de
jour	NOUN	jour
noir	ADJ	noir
disque	NOUN	disque
La	DET	le
attendrai	VERB	attendre
-	NOUN	-
un	DET	un
lièges	NOUN	liège
et	CCONJ	et
la	DET	le
le	DET	le
marqué	VERB	marquer
fait	AUX	faire
J'	PRON	je
tandis	ADV	tandis
:	PUNCT	:
de	ADP	de
sur	ADP	sur
...	PUNCT	...
épais	NOUN	épai
J'	PRON	je
Voix	PROPN	Voix
entendre	VERB	entendre
l'	DET	le
Maître	NOUN	maître
,	PUNCT	,
susurré	ADJ	susurrer
,	PUNCT	,
chênes	NOUN	chêne
,	PUNCT	,
ton	NOUN	ton
son	DET	son
Homme	NOUN	homme
»	PUNCT	»
encore	ADV	encore
quelque	DET	quelque
?	PUNCT	?
semble	VERB	semble
.	PUNCT	.
-il	PRON	il
qu'	SCONJ	que
reviens	VERB	revenir
ce	DET	ce
long	ADJ	long
Elle	PRON	lui
constitue	VERB	constitue
laquelle	PRON	lequel
me	PRON	me
loin	ADV	loin
elle	PRON	lui
penser	VERB	penser
difficulté	ADJ	difficulté
aussi	ADV	aussi
résiste	VERB	résiste
parce	SCONJ	parce
porte	VERB	porte
d'	ADP	de
à	ADP	à
à	ADP	à
l'	DET	le
faut	VERB	falloir
s'	PRON	se
trop	ADV	trop
,	PUNCT	,
je	PRON	je
voyage	NOUN	voyage
entrouvrir	VERB	entrouvrir
frapper	VERB	frapper
Sombre	PROPN	Sombre
mettre	VERB	mettre
Il	PRON	il
,	PUNCT	,
tôt	ADV	tôt
.	PUNCT	.
,	PUNCT	,
pour	ADP	pour
entamer	VERB	entamer
à	ADP	à
La	DET	le
est	AUX	être
il	PRON	il
grince	NOUN	grince
;	PUNCT	;
première	ADJ	premier
toute	ADJ	tout
lui	PRON	lui
avait	VERB	avoir
C'	PRON	ce
la	DET	le
que	SCONJ	que
un	DET	un
dictée	VERB	dicter
reconnaître	VERB	reconnaître
.	PUNCT	.
qui	PRON	qui
large	ADJ	large
a	AUX	avoir
chevelure	NOUN	chevelure
.	PUNCT	.
guider	VERB	guider
,	PUNCT	,
,	PUNCT	,
impérative	ADJ	impératif
peut	VERB	pouvoir
,	PUNCT	,
qui	PRON	qui
façon	NOUN	façon
m'	PRON	me
blanc	ADJ	blanc
argent	NOUN	argent
touffue	ADJ	touffu
le	DET	le
mon	DET	mon
haut	ADJ	haut
été	AUX	être
Il	PRON	il
sens	NOUN	sens
de	ADP	de
coiffé	NOUN	coiffé
est	AUX	être
une	DET	un
me	PRON	me
imagination	NOUN	imagination
,	PUNCT	,
la	DET	le
aspire	ADJ	aspir
à	ADP	à
je	PRON	je
vision	NOUN	vision
région	NOUN	région
front	NOUN	front
vers	ADP	vers
la	PRON	le
saillant	ADJ	saillant
son	DET	son
yeux	NOUN	oeil
remarquable	ADJ	remarquable
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
qui	PRON	qui
fort	ADV	fort
rien	PRON	rien
à	ADP	à
ironie	NOUN	ironie
donnait	VERB	donner
droit	ADJ	droit
et	CCONJ	et
carré	ADJ	carré
,	PUNCT	,
sa	DET	son
qui	PRON	qui
menton	NOUN	menton
.	PUNCT	.
ce	PRON	ce
un	DET	un
un	DET	un
nez	NOUN	nez
façon	NOUN	façon
de	ADP	de
à	ADP	à
une	DET	un
corps	NOUN	corps
,	PUNCT	,
et	CCONJ	et
cette	DET	ce
sorte	NOUN	sorte
,	PUNCT	,
redresser	VERB	redresser
des	DET	un
tête	NOUN	tête
Petit	ADJ	petit
ne	ADV	ne
d'	ADP	de
sur	ADP	sur
correspondait	VERB	correspondre
en	ADP	en
reflétaient	VERB	refléter
,	PUNCT	,
pattes	NOUN	patte
lui	PRON	lui
court	ADJ	court
il	PRON	il
allure	NOUN	allure
devoir	VERB	devoir
d'	ADP	de
sur	ADP	sur
toujours	ADV	toujours
une	DET	un
paraissait	VERB	paraître
pantins	NOUN	pantin
un	DET	un
qu'	SCONJ	que
il	PRON	il
à	ADP	à
les	DET	le
stature	NOUN	stature
monde	NOUN	monde
était	AUX	être
croisée	ADJ	croisé
les	DET	le
un	DET	un
Il	PRON	il
la	DET	le
des	DET	un
,	PUNCT	,
.	PUNCT	.
la	DET	le
hommes	NOUN	homme
qu'	PRON	qu'
,	PUNCT	,
de	ADP	de
modifier	VERB	modifier
pour	ADP	pour
d'	ADP	de
jetait	VERB	jeter
drap	NOUN	drap
rebelle	NOUN	rebelle
prenait	VERB	prendre
vêtu	ADJ	vêtir
le	DET	le
veste	NOUN	veste
le	DET	le
noir	ADJ	noir
Rien	PRON	rien
regard	NOUN	regard
narquois	ADJ	narquois
costume	NOUN	costume
belliqueuse	ADJ	belliqueux
ne	ADV	ne
;	PUNCT	;
.	PUNCT	.
choses	NOUN	chose
,	PUNCT	,
le	DET	le
Voilà	VERB	voilà
nouveaux	ADJ	nouveau
aise	NOUN	aise
femmes	NOUN	femme
;	PUNCT	;
se	PRON	se
de	ADP	de
marche	NOUN	marche
déchire	ADJ	déchir
affermit	VERB	affermir
.	PUNCT	.
le	DET	le
de	ADP	de
l'	DET	le
plus	ADV	plus
,	PUNCT	,
désormais	ADV	désormais
à	ADP	à
un	DET	un
,	PUNCT	,
il	PRON	il
mal	ADV	mal
avait	VERB	avoir
et	CCONJ	et
les	DET	le
mémoire	NOUN	mémoire
son	DET	son
simple	ADJ	simple
graduellement	NOUN	graduellement
don	NOUN	don
de	ADP	de
pas	NOUN	pas
mettre	VERB	mettre
,	PUNCT	,
.	PUNCT	.
lambeaux	NOUN	lambeau
peu	ADV	peu
rythme	NOUN	rythme
s'	PRON	se
le	DET	le
de	ADP	de
sa	DET	son
que	SCONJ	que
qu'	SCONJ	que
gravier	NOUN	gravier
recomposent	VERB	recomposer
sur	ADP	sur
se	PRON	se
père	NOUN	père
rencontre	NOUN	rencontre
est	AUX	être
phrase	NOUN	phrase
son	DET	son
Mon	DET	mon
sa	DET	son
gestes	NOUN	geste
solennel	NOUN	solennel
échangent	VERB	échanger
leur	DET	leur
la	DET	le
Leurs	DET	leur
grand	ADJ	grand
Une	DET	un
que	SCONJ	que
manger	VERB	manger
de	ADP	de
massif	ADJ	massif
élancé	VERB	élancer
salle	NOUN	salle
leurs	DET	leur
lève	VERB	lever
aussi	ADV	aussi
,	PUNCT	,
chaque	DET	chaque
instant	NOUN	instant
complicité	NOUN	complicité
et	CCONJ	et
.	PUNCT	.
de	ADP	de
,	PUNCT	,
première	ADJ	premier
il	PRON	il
,	PUNCT	,
dégage	NOUN	dégage
ami	NOUN	ami
.	PUNCT	.
à	ADP	à
Les	DET	le
traverse	VERB	traverse
aller	VERB	aller
deux	NUM	deux
hommes	NOUN	homme
,	PUNCT	,
se	PRON	se
à	ADP	à
.	PUNCT	.
pour	ADP	pour
Cette	DET	ce
résonnent	VERB	résonner
Que	PRON	que
aride	ADJ	aride
soir	NOUN	soir
père	NOUN	père
voix	NOUN	voix
.	PUNCT	.
d'	DET	d'
carrelé	ADJ	carrelé
,	PUNCT	,
soir	NOUN	soir
l'	DET	le
,	PUNCT	,
au	ADP	au
Quel	DET	quel
mon	DET	mon
,	PUNCT	,
partagent	ADV	partagent
et	CCONJ	et
de	ADP	de
Homme	NOUN	homme
parmi	ADP	parmi
le	DET	le
celle	PRON	celui
hall	NOUN	hall
-ils	PRON	il
?	PUNCT	?
secret	NOUN	secret
,	PUNCT	,
peuvent	VERB	pouvoir
,	PUNCT	,
sol	NOUN	sol
après	ADP	après
celle	PRON	celui
,	PUNCT	,
question	NOUN	question
,	PUNCT	,
?	PUNCT	?
Sombre	PROPN	Sombre
-ils	PRON	il
de	ADP	de
et	CCONJ	et
se	PRON	se
dire	VERB	dire
monocorde	NOUN	monocorde
dans	ADP	dans
ricanante	ADJ	ricanant
autres	ADJ	autre
rocailleuse	NOUN	rocailleur
,	PUNCT	,
hanter	VERB	hanter
âge	NOUN	âge
garçon	NOUN	garçon
étaient	AUX	être
le	DET	le
va	VERB	aller
sans	ADP	sans
promettaient	ADV	promettaient
.	PUNCT	.
aujourd'hui	ADV	aujourd'hui
ordinaires	ADJ	ordinaire
merveille	ADJ	merveill
danger	NOUN	danger
petit	ADJ	petit
de	ADP	de
pour	ADP	pour
cette	DET	ce
;	PUNCT	;
.	PUNCT	.
secret	NOUN	secret
.	PUNCT	.
,	PUNCT	,
années	NOUN	année
est	AUX	être
du	ADP	de
des	ADP	de
routes	NOUN	route
Brocéliande	NOUN	brocéliande
est	AUX	être
,	PUNCT	,
banales	ADJ	banal
garçon	NOUN	garçon
,	PUNCT	,
énigme	VERB	énigme
Tout	ADJ	tout
aujourd'hui	ADV	aujourd'hui
petit	ADJ	petit
forêts	ADV	forêts
Dans	ADP	dans
des	ADP	de
,	PUNCT	,
tranquille	ADJ	tranquille
jardins	NOUN	jardin
,	PUNCT	,
Tout	ADJ	tout
les	DET	le
,	PUNCT	,
un	DET	un
province	NOUN	province
action	NOUN	action
et	CCONJ	et
pas	ADV	pas
personnages	NOUN	personnage
,	PUNCT	,
rocambolesques	ADJ	rocambolesque
palpitant	ADJ	palpitant
comprenais	VERB	comprendre
conduite	VERB	conduire
semblaient	VERB	sembler
avoir	VERB	avoir
un	DET	un
cachés	VERB	cacher
ce	PRON	ce
plus	ADV	plus
mouvement	NOUN	mouvement
situations	NOUN	situation
garçon	NOUN	garçon
et	CCONJ	et
farfelus	ADJ	farfelu
de	ADP	de
.	PUNCT	.
fût	PRON	fût
demeures	NOUN	demeure
autant	ADV	autant
les	DET	le
que	SCONJ	que
l'	DET	le
,	PUNCT	,
drames	NOUN	drame
qu'	SCONJ	que
hommes	NOUN	homme
modestes	NOUN	modeste
ordre	NOUN	ordre
et	CCONJ	et
receler	VERB	receler
des	ADP	de
,	PUNCT	,
un	DET	un
Petit	ADJ	petit
il	PRON	il
trésors	ADV	trésors
je	PRON	je
pût	ADV	pût
y	PRON	y
,	PUNCT	,
les	DET	le
ne	ADV	ne
par	ADP	par
,	PUNCT	,
métalliques	ADJ	métallique
l'	DET	le
une	DET	un
aux	ADP	à
Voici	VERB	voici
Cependant	ADV	cependant
que	PRON	que
,	PUNCT	,
autre	ADJ	autre
la	DET	le
âme	DET	âme
vierge	NOUN	vierge
j'	PRON	je
de	ADP	de
commodément	ADV	commodément
une	DET	un
.	PUNCT	.
pour	ADP	pour
,	PUNCT	,
environs	NOUN	environ
choses	NOUN	chose
ai	AUX	avoir
l'	DET	le
appelle	VERB	appeler
des	ADP	de
,	PUNCT	,
des	DET	un
bruits	NOUN	bruit
nuit	NOUN	nuit
l'	DET	le
apparition	NOUN	apparition
de	ADP	de
,	PUNCT	,
.	PUNCT	.
époque	NOUN	époque
force	NOUN	force
provenant	VERB	provenir
,	PUNCT	,
:	PUNCT	:
choisie	ADJ	choisir
va	VERB	aller
que	PRON	que
cette	DET	ce
marquer	VERB	marquer
mon	DET	mon
de	ADP	de
on	PRON	on
histoire	NOUN	histoire
côté	NOUN	côté
commencer	VERB	commencer
seul	ADJ	seul
haie	NOUN	haie
grande	ADJ	grand
.	PUNCT	.
de	ADP	de
mon	DET	mon
la	DET	le
la	DET	le
chambre	NOUN	chambre
de	ADP	de
lits	NOUN	lit
de	ADP	de
sortir	VERB	sortir
Les	DET	le
maison	NOUN	maison
frères	NOUN	frère
interrompent	ADV	interrompent
pour	ADP	pour
L'	DET	le
Un	DET	un
,	PUNCT	,
des	ADP	de
autre	ADJ	autre
dans	ADP	dans
nôtre	NOUN	nôtre
la	DET	le
aîné	NOUN	aîné
dort	VERB	dormir
.	PUNCT	.
m'	PRON	me
pièce	NOUN	pièce
une	DET	un
