fond	NOUN	fond
Cendrillon	PROPN	Cendrillon
pas	ADV	pas
le	PRON	le
à	ADP	à
,	PUNCT	,
qu'	SCONJ	que
le	DET	le
rêve	NOUN	rêve
,	PUNCT	,
le	DET	le
,	PUNCT	,
s'	PRON	se
préparaient	VERB	préparer
créanciers	NOUN	créancier
en	ADP	en
que	SCONJ	que
vous	PRON	vous
que	SCONJ	que
messieurs	NOUN	monsieur
ses	DET	son
ne	ADV	ne
dépens	NOUN	dépens
fumée	NOUN	fumée
.	PUNCT	.
envoler	VERB	envoler
prince	NOUN	prince
le	DET	le
et	CCONJ	et
était	AUX	être
de	ADP	de
était	AUX	être
ils	PRON	il
Mesdames	NOUN	madame
au	ADP	au
pouvait	VERB	pouvoir
les	DET	le
château	NOUN	château
mortel	ADJ	mortel
vous	PRON	vous
et	CCONJ	et
que	SCONJ	que
le	DET	le
à	ADP	à
obliger	VERB	obliger
poursuivait	VERB	poursuivre
pouvaient	VERB	pouvoir
Hannah	PROPN	Hannah
-	NOUN	-
Se	PRON	se
excellent	ADJ	excellent
autour	ADV	autour
est	AUX	être
commissaire	NOUN	commissaire
?	PUNCT	?
quiconque	PRON	quiconque
vous	PRON	vous
repas	NOUN	repas
heureux	ADJ	heureux
loin	ADV	loin
donner	VERB	donner
besoin	NOUN	besoin
cette	DET	ce
table	NOUN	table
atteint	VERB	atteindre
à	ADP	à
état	NOUN	état
cette	DET	ce
d'	ADP	de
comment	ADV	comment
.	PUNCT	.
que	SCONJ	que
Est-il	NOUN	est-il
manger	VERB	manger
,	PUNCT	,
salle	NOUN	salle
qu'	SCONJ	que
souvenant	ADV	souvenant
demanda	ADJ	demanda
de	ADP	de
partagés	ADJ	partager
elle	PRON	lui
rappeler	VERB	rappeler
se	PRON	se
en	ADP	en
de	ADP	de
avoir	AUX	avoir
avec	ADP	avec
est	AUX	être
prix	NOUN	prix
émotion	NOUN	émotion
des	DET	un
et	CCONJ	et
priseur	NOUN	priseur
réel	ADJ	réel
pouvait	VERB	pouvoir
son	DET	son
santé	NOUN	santé
prix	NOUN	prix
Scott	PROPN	Scott
avait	VERB	avoir
d'	ADP	de
dont	PRON	dont
un	DET	un
de	ADP	de
et	CCONJ	et
,	PUNCT	,
à	ADP	à
l'	DET	le
ce	DET	ce
l'	DET	le
.	PUNCT	.
père	NOUN	père
sièges	NOUN	siège
où	PRON	où
inquiet	NOUN	inquiet
elle-même	DET	elle-même
les	DET	le
lointain	NOUN	lointain
épouse	NOUN	épouse
l'	DET	le
regarda	VERB	regarder
amour	NOUN	amour
pour	ADP	pour
la	DET	le
et	CCONJ	et
les	DET	le
.	PUNCT	.
son	DET	son
Emue	PROPN	Emue
idée	NOUN	idée
housses	NOUN	housse
elle	PRON	lui
de	ADP	de
elle	PRON	lui
être	AUX	être
hiver	VERB	hiver
David	PROPN	David
,	PUNCT	,
était	AUX	être
,	PUNCT	,
rayonnant	VERB	rayonner
brodé	NOUN	brodé
à	ADP	à
enceinte	ADJ	enceint
de	ADP	de
elle	PRON	lui
commissaire	NOUN	commissaire
à	ADP	à
,	PUNCT	,
Ne	ADV	ne
—	PUNCT	—
travailler	VERB	travailler
enfant	NOUN	enfant
broder	VERB	broder
dont	PRON	dont
qu'	SCONJ	que
de	ADP	de
David	PROPN	David
journées	NOUN	journée
remarque	ADJ	remarqu
insisté	VERB	insister
cent	NUM	cent
de	ADP	de
les	PRON	le
,	PUNCT	,
sachant	VERB	savoir
arrête	VERB	arrête
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
s'	PRON	se
avait	AUX	avoir
soupira	VERB	soupirer
le	DET	le
soixante-quinze	NOUN	soixante-quinze
faire	VERB	faire
en	ADP	en
priseur	NOUN	priseur
pour	ADP	pour
.	PUNCT	.
de	ADP	de
elle	PRON	lui
-	NOUN	-
.	PUNCT	.
Quinze	PROPN	Quinze
Hannah	PROPN	Hannah
attendant	VERB	attendre
ses	DET	son
occupées	VERB	occuper
le	DET	le
retour	NOUN	retour
que	SCONJ	que
naître	NOUN	naître
à	ADP	à
la	DET	le
avait	AUX	avoir
des	DET	un
était	AUX	être
George	PROPN	George
...	PUNCT	...
sortons	NOUN	sorton
deux	NUM	deux
s'	PRON	se
bibliothèque	ADJ	bibliothèqu
de	ADP	de
silence	NOUN	silence
,	PUNCT	,
Hannah	PROPN	Hannah
!	PUNCT	!
retiraient	ADV	retiraient
mur	NOUN	mur
murmura	VERB	murmurer
...	PUNCT	...
suivant	ADJ	suivant
Morrison	PROPN	Morrison
trois	NUM	trois
fois	NOUN	fois
Le	DET	le
bleu	NOUN	bleu
à	ADP	à
Une	DET	un
un	DET	un
tandis	ADV	tandis
que	SCONJ	que
Janet	PROPN	Janet
...	PUNCT	...
III	ADJ	iii
en	ADP	en
de	ADP	de
,	PUNCT	,
Adjugé	VERB	adjuger
.	PUNCT	.
hommes	NOUN	homme
fois	NOUN	fois
!	PUNCT	!
lot	NOUN	lot
.	PUNCT	.
vendu	VERB	vendre
une	DET	un
—	PUNCT	—
Viens	NOUN	vien
fois	NOUN	fois
heurtée	VERB	heurter
superbe	NOUN	superbe
travail	NOUN	travail
est	AUX	être
d'	ADP	de
l'	DET	le
yeux	NOUN	oeil
faire	VERB	faire
à	ADP	à
besoin	NOUN	besoin
de	ADP	de
les	DET	le
David	PROPN	David
chaises	NOUN	chaise
.	PUNCT	.
C'	PRON	ce
vais	VERB	aller
elle	PRON	lui
et	CCONJ	et
,	PUNCT	,
grand	ADJ	grand
,	PUNCT	,
un	DET	un
une	DET	un
as	PRON	as
très	ADV	très
que	SCONJ	que
la	DET	le
Tu	ADP	tu
table	NOUN	table
petit	ADJ	petit
magasin	NOUN	magasin
dans	ADP	dans
.	PUNCT	.
rivés	VERB	river
,	PUNCT	,
les	DET	le
était	AUX	être
—	PUNCT	—
.	PUNCT	.
antiquités	NOUN	antiquité
de	ADP	de
Londres	PROPN	Londres
bien	ADV	bien
sur	ADP	sur
Je	PRON	je
Hannah	PROPN	Hannah
la	DET	le
bibliothèque	NOUN	bibliothèque
pause	NOUN	pause
estrade	NOUN	estrade
,	PUNCT	,
et	CCONJ	et
affirma	NOUN	affirma
lui-même	PRON	lui-même
avaient	AUX	avoir
se	PRON	se
Le	DET	le
reviendrait	VERB	revenir
ans	NOUN	an
l'	PRON	l'
en	ADP	en
.	PUNCT	.
Scott	PROPN	Scott
tard	ADV	tard
,	PUNCT	,
mais	CCONJ	mais
Eh	INTJ	Eh
année	NOUN	année
Scott	PROPN	Scott
deux	NUM	deux
avaient	AUX	avoir
qui	PRON	qui
meuble	NOUN	meuble
ses	DET	son
tous	ADJ	tout
enfants	NOUN	enfant
,	PUNCT	,
fêté	VERB	fêter
l'	DET	le
le	PRON	le
donnerait	VERB	donner
,	PUNCT	,
hors	ADP	hors
disant	VERB	dire
ses	DET	son
où	PRON	où
il	PRON	il
de	ADP	de
avait	AUX	avoir
à	ADP	à
.	PUNCT	.
à	ADP	à
deux	PRON	deux
que	SCONJ	que
prix	NOUN	prix
la	DET	le
,	PUNCT	,
plus	ADV	plus
était	AUX	être
dénichée	ADJ	dénicher
dépense	NOUN	dépense
—	PUNCT	—
justifié	VERB	justifier
que	SCONJ	que
,	PUNCT	,
,	PUNCT	,
Janet	PROPN	Janet
sur	ADP	sur
,	PUNCT	,
bien	ADV	bien
bras	NOUN	bras
avait	AUX	avoir
envie	NOUN	envie
au	ADP	au
dehors	NOUN	dehors
tenir	VERB	tenir
de	ADP	de
meurs	VERB	mourir
terrasse	NOUN	terrasse
cigarette	NOUN	cigarette
Saisissant	VERB	saisir
—	PUNCT	—
.	PUNCT	.
une	DET	un
compagnie	NOUN	compagnie
t'	PRON	te
,	PUNCT	,
griller	NOUN	griller
je	PRON	je
Je	PRON	je
croyais	VERB	croire
.	PUNCT	.
au	ADP	au
elle	PRON	lui
médecin	NOUN	médecin
d'	ADP	de
,	PUNCT	,
moins	ADV	moins
de	ADP	de
le	DET	le
reprit	NOUN	reprit
la	DET	le
.	PUNCT	.
l'	PRON	l'
me	PRON	me
par	ADP	par
entraîna	VERB	entraîner
résolument	VERB	résolumer
Viens	NOUN	vien
moi	PRON	moi
le	DET	le
recommandé	VERB	recommander
Hannah	PROPN	Hannah
bouffée	NOUN	bouffée
plus	ADV	plus
en	PRON	en
Hannah	PROPN	Hannah
en	ADP	en
opération	NOUN	opération
ne	ADV	ne
et	CCONJ	et
et	CCONJ	et
chances	NOUN	chance
d'	ADP	de
un	DET	un
de	ADP	de
avec	ADP	avec
toutes	ADJ	tout
.	PUNCT	.
ton	NOUN	ton
sortir	VERB	sortir
en	PRON	en
regarda	VERB	regarder
à	ADP	à
longue	ADJ	long
poumons	ADJ	poumon
pour	ADP	pour
succès	NOUN	succès
assurer	VERB	assurer
aspira	VERB	aspirer
une	DET	un
Janet	PROPN	Janet
voisine	NOUN	voisin
approcher	VERB	approcher
pleins	ADJ	plein
les	DET	le
briquet	NOUN	briquet
et	CCONJ	et
de	ADP	de
à	ADP	à
?	PUNCT	?
or	NOUN	or
date	NOUN	date
la	DET	le
amie	NOUN	amie
cigarette	NOUN	cigarette
flamme	NOUN	flamme
élégante	ADJ	élégant
sa	DET	son
fumer	VERB	fumer
extra-longue	ADJ	extra-longu
exhala	VERB	exhaler
une	DET	un
!	PUNCT	!
avant	ADP	avant
qu'	SCONJ	que
Et	CCONJ	et
J'	PRON	je
moi	PRON	moi
délices	NOUN	délice
dès	ADP	dès
huit	NUM	huit
ai	AUX	avoir
de	ADP	de
fumer	VERB	fumer
que	PRON	que
,	PUNCT	,
—	PUNCT	—
simplement	ADV	simplement
devant	ADP	devant
ont	AUX	avoir
retarder	VERB	retarder
puis	CCONJ	puis
semaines	NOUN	semaine
je	PRON	je
-	NUM	-
répondre	VERB	répondre
plusieurs	DET	plusieurs
.	PUNCT	.
l'	DET	le
inévitable	NOUN	inévitable
de	ADP	de
tous	ADJ	tout
ils	PRON	il
quarante	NUM	quarante
J'	PRON	je
.	PUNCT	.
les	DET	le
encore	ADV	encore
A	NOUN	a
.	PUNCT	.
essaie	VERB	essayer
connais	VERB	connaître
se	PRON	se
gens	NOUN	gens
plusieurs	DET	plusieurs
sont	AUX	être
arrêtés	VERB	arrêter
,	PUNCT	,
de	ADP	de
kilos	NOUN	kilo
ans	NOUN	an
pris	VERB	prendre
désespérément	ADV	désespérément
Morrison	PROPN	Morrison
et	CCONJ	et
blonde	ADJ	blond
,	PUNCT	,
et	CCONJ	et
Janet	PROPN	Janet
dorée	VERB	dorer
en	PRON	en
,	PUNCT	,
années	NOUN	année
d'	ADP	de
De	ADP	de
parfois	ADV	parfois
belle	ADJ	bel
dont	PRON	dont
,	PUNCT	,
sa	DET	son
complexion	NOUN	complexion
qu'	PRON	qu'
musclée	VERB	muscler
plus	ADV	plus
,	PUNCT	,
une	DET	un
,	PUNCT	,
très	ADV	très
ivoirine	ADJ	ivoirin
refusait	VERB	refuser
la	DET	le
était	AUX	être
,	PUNCT	,
bronzer	NOUN	bronzer
femme	NOUN	femme
écart	NOUN	écart
brune	ADJ	brun
mince	NOUN	mince
de	ADP	de
aussi	ADV	aussi
Hannah	PROPN	Hannah
,	PUNCT	,
malgré	ADP	malgré
.	PUNCT	.
était	AUX	être
leurs	DET	leur
quinze	NUM	quinze
Hannah	PROPN	Hannah
était	AUX	être
merveilleusement	ADV	merveilleusement
arrivait	NOUN	arrivait
peau	NOUN	peau
mari	NOUN	mari
envier	NOUN	envier
!	PUNCT	!
?	PUNCT	?
bien	ADV	bien
,	PUNCT	,
à	ADP	à
es	NOUN	e
embaucher	VERB	embaucher
Mais	CCONJ	mais
!	PUNCT	!
On	PRON	on
te	VERB	te
nouvelle	ADJ	nouveau
.	PUNCT	.
ce	PRON	ce
lifting	NOUN	lifting
bien	ADV	bien
est	AUX	être
Je	PRON	je
un	DET	un
trouve	VERB	trouve
d'	ADP	de
meilleure	ADJ	meilleur
subir	VERB	subir
amie	NOUN	amie
pas	ADV	pas
ton	ADJ	ton
n'	ADV	n'
assure	VERB	assure
—	PUNCT	—
vient	VERB	venir
—	PUNCT	—
voit	VERB	voir
que	SCONJ	que
pourquoi	ADV	pourquoi
qui	PRON	qui
Janet	PROPN	Janet
que	SCONJ	que
très	ADV	très
Facile	PROPN	Facile
je	PRON	je
que	SCONJ	que
à	ADP	à
dire	VERB	dire
t'	PRON	te
sa	DET	son
tu	ADP	tu
une	DET	un
telle	ADJ	tel
qu'	SCONJ	que
...	PUNCT	...
sourire	ADJ	sourir
bouche	NOUN	bouche
Pourtant	ADV	pourtant
sur	ADP	sur
secrétaire	NOUN	secrétaire
un	DET	un
semblait	VERB	sembler
reprit	VERB	reprendre
ses	DET	son
lèvres	NOUN	lèvre
Je	PRON	je
voir	VERB	voir
!	PUNCT	!
cela	PRON	cela
main	NOUN	main
pas	ADV	pas
maintenant	ADV	maintenant
.	PUNCT	.
la	DET	le
ne	ADV	ne
ne	ADV	ne
,	PUNCT	,
,	PUNCT	,
Hannah	PROPN	Hannah
dix-huit	ADJ	dix-huit
mois	NOUN	mois
faisait	VERB	faire
suis	AUX	être
poli	NOUN	poli
émotion	NOUN	émotion
se	PRON	se
.	PUNCT	.
désolée	VERB	désoler
-elle	PRON	lui
aucune	DET	aucun
la	DET	le
,	PUNCT	,
voulais	VERB	vouloir
se	PRON	se
...	PUNCT	...
Hannah	PROPN	Hannah
dessiner	VERB	dessiner
sur	ADP	sur
Je	PRON	je
Oh	PROPN	Oh
sentit	ADJ	sentit
plus	ADV	plus
...	PUNCT	...
faire	VERB	faire
jour	NOUN	jour
bien	ADV	bien
Je	PRON	je
de	ADP	de
moi	PRON	moi
le	DET	le
pas	ADV	pas
te	NOUN	te
Ne	ADV	ne
en	ADP	en
l'	DET	le
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
près	ADV	près
pour	ADP	pour
,	PUNCT	,
Tu	SCONJ	tu
t'	PRON	te
pas	ADV	pas
—	PUNCT	—
pour	ADP	pour
son	DET	son
inquiète	ADJ	inquiet
cœur	NOUN	cœur
as	NOUN	as
beau	NOUN	beau
.	PUNCT	.
que	SCONJ	que
,	PUNCT	,
maximum	NOUN	maximum
—	PUNCT	—
observant	NOUN	observant
ça	PRON	cela
t'	DET	t'
le	DET	le
.	PUNCT	.
plus	ADV	plus
Non	ADV	non
remarqua	VERB	remarquer
va	VERB	aller
ne	ADV	ne
son	DET	son
amie	NOUN	amie
assure	VERB	assure
en	ADP	en
vas	PRON	vas
contrôler	VERB	contrôler
tu	SCONJ	tu
affectionnait	VERB	affectionner
vois	VERB	voir
Hannah	PROPN	Hannah
d'	ADP	de
caressa	VERB	caresser
d'	ADP	de
je	PRON	je
!	PUNCT	!
elle	PRON	lui
bout	NOUN	bout
et	CCONJ	et
son	DET	son
catastrophique	ADJ	catastrophique
reverrait	VERB	revoir
es	ADP	es
instant	NOUN	instant
Rien	PRON	rien
David	PROPN	David
sous-bois	ADV	sous-bois
ailleurs	ADV	ailleurs
.	PUNCT	.
dans	ADP	dans
qu'	SCONJ	que
que	SCONJ	que
nerfs	NOUN	nerf
tu	ADP	tu
qu'	PRON	qu'
elle	PRON	lui
le	DET	le
vu	ADP	vu
ne	ADV	ne
et	CCONJ	et
à	ADP	à
regard	NOUN	regard
la	DET	le
de	ADP	de
tant	ADV	tant
étonnant	ADJ	étonnant
un	DET	un
laquelle	PRON	lequel
répondit	VERB	répondre
situation	NOUN	situation
a	AUX	avoir
pas	ADV	pas
immédiatement	ADV	immédiatement
,	PUNCT	,
bien	ADV	bien
laissée	VERB	laisser
ne	ADV	ne
t'	PRON	te
.	PUNCT	.
jamais	ADV	jamais
,	PUNCT	,
de	ADP	de
un	DET	un
l'	DET	le
probablement	ADV	probablement
colline	NOUN	colline
premières	ADJ	premier
s'	PRON	se
ruban	NOUN	ruban
argenté	VERB	argenter
sa	DET	son
de	ADP	de
des	ADP	de
courir	VERB	courir
tout	ADJ	tout
au	ADP	au
les	DET	le
l'	DET	le
de	ADP	de
maison	NOUN	maison
les	DET	le
Les	DET	le
parées	VERB	parer
frondaisons	NOUN	frondaison
feuillages	NOUN	feuillage
roux	NOUN	roux
entre	ADP	entre
et	CCONJ	et
elle	PRON	lui
,	PUNCT	,
arbres	NOUN	arbre
d'	ADP	de
,	PUNCT	,
étaient	AUX	être
Bientôt	ADV	bientôt
or	NOUN	or
ruisseau	NOUN	ruisseau
située	VERB	situer
pouvait	VERB	pouvoir
depuis	ADP	depuis
de	ADP	de
apercevoir	VERB	apercevoir
le	DET	le
automne	NOUN	automne
.	PUNCT	.
la	DET	le
froidures	ADJ	froidure
sommet	NOUN	sommet
suis	AUX	être
hiver	VERB	hiver
de	ADP	de
,	PUNCT	,
-	NOUN	-
l'	DET	le
l'	PRON	l'
couvertes	ADJ	couvert
travailler	VERB	travailler
une	DET	un
,	PUNCT	,
te	CCONJ	te
s'	PRON	se
bureau	NOUN	bureau
espace	NOUN	espace
du	ADP	de
pour	ADP	pour
fougueusement	ADV	fougueusement
où	PRON	où
insouciant	VERB	insoucier
mais	CCONJ	mais
élançait	VERB	élancer
pour	ADP	pour
figeraient	ADV	figeraient
,	PUNCT	,
l'	DET	le
je	PRON	je
me	PRON	me
jour	NOUN	jour
joyeux	ADJ	joyeux
mousse	VERB	mousse
volontaire	ADJ	volontaire
d'	ADP	de
souviens	NOUN	souvien
,	PUNCT	,
saison	NOUN	saison
portée	VERB	porter
instant	NOUN	instant
tu	VERB	taire
encore	ADV	encore
.	PUNCT	.
il	PRON	il
les	DET	le
—	PUNCT	—
Janet	PROPN	Janet
et	CCONJ	et
le	DET	le
pierres	NOUN	pierre
au	ADP	au
entre	ADP	entre
en	ADP	en
aide	NOUN	aide
se	PRON	se
dans	ADP	dans
de	ADP	de
la	DET	le
d'	ADP	de
pu	VERB	pouvoir
ai	VERB	avoir
trac	NOUN	trac
brilla	NOUN	brilla
au	ADP	au
,	PUNCT	,
ailleurs	ADV	ailleurs
tout	ADV	tout
après-midi	NOUN	après-midi
passa	VERB	passer
qu'	SCONJ	que
—	PUNCT	—
les	DET	le
se	PRON	se
seul	ADJ	seul
J'	PRON	je
?	PUNCT	?
Elle	PRON	lui
demanda-t-e.lle	ADJ	demanda-t-e.ll
Oui	PROPN	Oui
,	PUNCT	,
.	PUNCT	.
et	CCONJ	et
résoudre	VERB	résoudre
.	PUNCT	.
à	ADP	à
soleil	NOUN	soleil
son	DET	son
.	PUNCT	.
effet	NOUN	effet
main	NOUN	main
l'	DET	le
bijou	NOUN	bijou
à	ADP	à
alliance	NOUN	alliance
n'	ADV	n'
vendre	VERB	vendre
,	PUNCT	,
cheveux	NOUN	cheveu
sociale	ADJ	social
ait	AUX	avoir
d'	ADP	de
elle	PRON	lui
une	DET	un
fort	ADV	fort
venir	VERB	venir
Connecticut	PROPN	Connecticut
ai	AUX	avoir
que	PRON	que
été	AUX	être
en	ADP	en
trouvaient	ADV	trouvaient
dans	ADP	dans
.	PUNCT	.
J'	PRON	je
le	DET	le
démunies	VERB	démunir
que	SCONJ	que
beaucoup	ADV	beaucoup
riche	ADJ	riche
Où	ADV	où
femmes	NOUN	femme
,	PUNCT	,
aussi	ADV	aussi
besoin	NOUN	besoin
se	PRON	se
d'	ADP	de
Etat	NOUN	etat
apprendre	VERB	apprendre
qui	PRON	qui
après	ADP	après
de	ADP	de
se	PRON	se
?	PUNCT	?
confortable	ADJ	confortable
,	PUNCT	,
y	PRON	y
trouvaient	VERB	trouver
un	DET	un
vie	NOUN	vie
le	DET	le
rencontré	VERB	rencontrer
.	PUNCT	.
—	PUNCT	—
dans	ADP	dans
-	PUNCT	-
A	ADP	à
ceci	PRON	ceci
certains	PRON	certains
étonnée	VERB	étonner
tu	VERB	taire
soudain	ADV	soudain
veux	ADJ	veux
tout	DET	tout
la	DET	le
:	PUNCT	:
plupart	NOUN	plupart
mari	NOUN	mari
.	PUNCT	.
à	ADP	à
erreur	NOUN	erreur
je	PRON	je
du	ADP	de
reposées	VERB	reposer
sur	ADP	sur
,	PUNCT	,
pouvais	ADJ	pouvai
divorce	NOUN	divorce
Tout	ADV	tout
époux	NOUN	époux
avaient	AUX	avoir
les	DET	le
étaient	AUX	être
leur	DET	leur
mais	CCONJ	mais
,	PUNCT	,
d'	ADP	de
de	ADP	de
un	DET	un
plaignant	VERB	plaindre
de	ADP	de
en	ADP	en
,	PUNCT	,
elles	PRON	lui
cœur	NOUN	cœur
ou	CCONJ	ou
leur	DET	leur
bien	ADV	bien
décès	NOUN	décès
mon	DET	mon
La	DET	le
.	PUNCT	.
toutes	DET	tout
s'	PRON	se
éduquées	VERB	éduquer
la	DET	le
étaient	AUX	être
entièrement	ADV	entièrement
intelligentes	VERB	intelligenter
suite	NOUN	suite
même	ADJ	même
ne	ADV	ne
commis	VERB	commettre
il	PRON	il
empêcher	VERB	empêcher
Hannah	PROPN	Hannah
nous	PRON	nous
les	DET	le
moi	PRON	moi
m'	PRON	me
—	PUNCT	—
s'	SCONJ	s'
l'	DET	le
pas	ADV	pas
deviner	VERB	deviner
était	AUX	être
ne	ADV	ne
fière	ADJ	fier
de	ADP	de
et	CCONJ	et
que	PRON	que
périclitaient	ADV	périclitaient
partagions	VERB	partager
David	PROPN	David
-ce	PRON	-ce
que	SCONJ	que
être	AUX	être
que	SCONJ	que
très	ADV	très
,	PUNCT	,
et	CCONJ	et
David	PROPN	David
...	PUNCT	...
