fréquentation	NOUN	fréquentation
elle	PRON	lui
,	PUNCT	,
personne	NOUN	personne
il	PRON	il
général	NOUN	général
,	PUNCT	,
femmes	NOUN	femme
,	PUNCT	,
il	PRON	il
d'	ADP	de
s'	PRON	se
des	ADP	de
que	SCONJ	que
à	ADP	à
bien	ADV	bien
qu'	SCONJ	que
...	PUNCT	...
morte	VERB	mourir
ne	ADV	ne
son	DET	son
que	SCONJ	que
faisait	VERB	faire
pas	ADV	pas
divorcé	VERB	divorcer
apparemment	ADV	apparemment
,	PUNCT	,
particulier	ADJ	particulier
et	CCONJ	et
Avec	ADP	avec
ne	ADV	ne
,	PUNCT	,
solution	NOUN	solution
avait	AUX	avoir
La	DET	le
Bethany	PROPN	Bethany
éloigner	VERB	éloigner
expérience	NOUN	expérience
trouvait	VERB	trouver
Si	SCONJ	si
seulement	ADV	seulement
dit	VERB	dire
un	DET	un
,	PUNCT	,
comment	ADV	comment
.	PUNCT	.
,	PUNCT	,
sa	DET	son
,	PUNCT	,
déprimante	ADJ	déprimant
et	CCONJ	et
d'	ADP	de
que	SCONJ	que
situation	NOUN	situation
penser	VERB	penser
carapace	NOUN	carapace
!	PUNCT	!
briser	VERB	briser
se	PRON	se
d'	ADP	de
peu	ADV	peu
et	CCONJ	et
elle	PRON	lui
l'	PRON	l'
cette	DET	ce
un	DET	un
seule	ADJ	seul
su	VERB	savoir
répété	VERB	répéter
oublier	VERB	oublier
était	AUX	être
de	ADP	de
Joshua	PROPN	Joshua
.	PUNCT	.
elle	PRON	lui
savait	VERB	savoir
s'	PRON	se
,	PUNCT	,
était	AUX	être
de	ADP	de
d'	ADP	de
un	DET	un
trop	ADV	trop
,	PUNCT	,
elle	PRON	lui
peu	ADV	peu
qu'	SCONJ	que
il	PRON	il
imaginer	VERB	imaginer
yeux	NOUN	oeil
sur	ADP	sur
était	AUX	être
subitement	NOUN	subitement
aurait	AUX	avoir
,	PUNCT	,
Mais	CCONJ	mais
attendre	VERB	attendre
d'	ADP	de
timide	NOUN	timide
.	PUNCT	.
contentée	VERB	contenter
,	PUNCT	,
,	PUNCT	,
moyen	NOUN	moyen
elle	PRON	lui
un	DET	un
coup	NOUN	coup
frappé	NOUN	frappé
et	CCONJ	et
jour	NOUN	jour
magique	ADJ	magique
pu	VERB	pouvoir
elle	PRON	lui
elle	PRON	lui
un	DET	un
baguette	NOUN	baguette
était	AUX	être
que	SCONJ	que
d'	ADP	de
Joshua	PROPN	Joshua
s'	PRON	se
rêvassant	NOUN	rêvassant
lève	VERB	lever
les	DET	le
,	PUNCT	,
