classiques	ADJ	classique
rire	NOUN	rire
chose	NOUN	chose
famille	NOUN	famille
au	ADP	au
nom	NOUN	nom
et	CCONJ	et
une	DET	un
semblables	ADJ	semblable
le	DET	le
sourires	ADJ	sourire
innocents	ADJ	innocent
d'	ADP	de
Tellement	ADV	tellement
de	DET	de
,	PUNCT	,
cheveux	PRON	cheveux
courts	NOUN	court
et	CCONJ	et
college	ADV	college
autres	ADJ	autre
le	DET	le
et	CCONJ	et
de	ADP	de
,	PUNCT	,
sien	NOUN	sien
lisses	ADJ	lisse
irréelles	ADJ	irréel
,	PUNCT	,
de	ADP	de
aussi	ADV	aussi
cinquante	NUM	cinquante
fronts	NOUN	front
dégagés	ADJ	dégagé
photographe	NOUN	photographe
Cinquante	NUM	Cinquante
,	PUNCT	,
correctes	ADJ	correct
visages	NOUN	visage
,	PUNCT	,
lueurs	NOUN	lueur
tout	ADV	tout
dentures	ADJ	denture
que	SCONJ	que
pour	ADP	pour
venues	ADJ	venue
les	DET	le
impalpables	ADJ	impalpable
autrefois	NOUN	autrefoi
visages	NOUN	visage
:	PUNCT	:
.	PUNCT	.
rangée	NOUN	rangée
.	PUNCT	.
bons	ADJ	bon
mon	DET	mon
noirs	ADJ	noir
,	PUNCT	,
,	PUNCT	,
rangée	NOUN	rangée
imperceptiblement	ADV	imperceptiblement
toute	ADJ	tout
boys	ADV	boys
brosse	NOUN	brosse
avec	ADP	avec
de	ADP	de
il	PRON	il
sourit	VERB	sourire
à	ADP	à
menu	NOUN	menu
la	DET	le
les	DET	le
De	ADP	de
pas	ADV	pas
et	CCONJ	et
,	PUNCT	,
.	PUNCT	.
n'	ADV	n'
,	PUNCT	,
nimbés	ADJ	nimber
adolescence	NOUN	adolescence
de	ADP	de
ses	DET	son
yeux	NOUN	oeil
autres	ADJ	autre
est	AUX	être
la	DET	le
fixes	VERB	fixer
lumière	NOUN	lumière
plus	ADV	plus
le	DET	le
l'	DET	le
semblent	VERB	sembler
la	DET	le
que	SCONJ	que
avoir	VERB	avoir
crew	NOUN	crew
seul	ADJ	seul
cheveux	ADJ	cheveux
eut	NOUN	eut
;	PUNCT	;
Buck	PROPN	Buck
encore	ADV	encore
en	ADP	en
un	DET	un
les	DET	le
photo	NOUN	photo
qui	PRON	qui
pointes	NOUN	pointe
la	DET	le
jacketà	ADJ	jacketà
habillés	NOUN	habillé
strabisme	NOUN	strabisme
à	ADP	à
la	DET	le
instant	NOUN	instant
rayures	NOUN	rayure
,	PUNCT	,
presque	ADV	presque
mais	CCONJ	mais
un	DET	un
ou	CCONJ	ou
tous	DET	tout
:	PUNCT	:
sombre	NOUN	sombre
même	ADJ	même
sont	AUX	être
un	DET	un
à	ADP	à
l'	DET	le
Ils	PRON	il
attention	NOUN	attention
.	PUNCT	.
La	DET	le
blazer	NOUN	blazer
,	PUNCT	,
boutonnées	VERB	boutonner
arrête	VERB	arrête
court	ADJ	court
tweed	NOUN	tweed
on	PRON	on
.	PUNCT	.
s'	PRON	se
de	ADP	de
chevrons	NOUN	chevron
uniforme	NOUN	uniforme
,	PUNCT	,
croirait	VERB	croire
de	ADP	de
cravate	VERB	cravate
à	ADP	à
façon	NOUN	façon
arrête	VERB	arrête
chemise	NOUN	chemise
poitrine	NOUN	poitrine
col	NOUN	col
En	ADP	en
sais	VERB	savoir
appelé	VERB	appeler
noir	ADJ	noir
mettait	VERB	mettre
de	ADP	de
je	PRON	je
clair	ADJ	clair
portaient	VERB	porter
ressemblait	VERB	ressembler
que	SCONJ	que
l'	DET	le
en	ADP	en
grosses	NOUN	grosse
à	ADP	à
qu'	SCONJ	que
pantalon	NOUN	pantalon
pantalon	NOUN	pantalon
faisait	VERB	faire
ou	CCONJ	ou
:	PUNCT	:
hiver	VERB	hiver
ils	PRON	il
moi	PRON	moi
reste	NOUN	reste
,	PUNCT	,
beau	NOUN	beau
.	PUNCT	.
il	PRON	il
en	ADP	en
là	ADV	là
,	PUNCT	,
quoi	PRON	quoi
on	PRON	on
automne	NOUN	automne
le	DET	le
hiver	VERB	hiver
flanelle	NOUN	flanelle
dès	ADP	dès
;	PUNCT	;
-	NUM	-
ou	CCONJ	ou
toile	ADJ	toil
bas	ADJ	bas
chinoet	ADJ	chinoet
marron	ADJ	marron
,	PUNCT	,
beige	NOUN	beige
des	ADP	de
de	ADP	de
,	PUNCT	,
à	ADP	à
deux	PRON	deux
en	PRON	en
blanches	ADJ	blanc
briller	VERB	briller
chaussures	ADJ	chaussure
pour	ADP	pour
colonial	ADJ	colonial
foncé	VERB	foncer
les	DET	le
chaussures	NOUN	chaussure
les	PRON	le
avec	ADP	avec
ou	CCONJ	ou
semelles	ADJ	semelle
faisaient	VERB	faire
soir	NOUN	soir
caoutchouc	NOUN	caoutchouc
perdre	VERB	perdre
ils	PRON	il
astiquaient	NOUN	astiquaient
style	NOUN	style
,	PUNCT	,
qu'	PRON	qu'
noires	ADJ	noir
rose	ADJ	rose
foncé	VERB	foncer
de	ADP	de
souffle	NOUN	souffle
.	PUNCT	.
épaisse	NOUN	épaisse
marron	ADJ	marron
étaient	AUX	être
tellement	ADV	tellement
,	PUNCT	,
toile	ADJ	toil
à	ADP	à
,	PUNCT	,
chaque	DET	chaque
En	ADP	en
ils	PRON	il
leur	DET	leur
été	NOUN	été
,	PUNCT	,
le	DET	le
lacets	NOUN	lacet
chambre	NOUN	chambre
,	PUNCT	,
dans	ADP	dans
habillait	VERB	habiller
variante	NOUN	variante
durée	NOUN	durée
cuir	NOUN	cuir
C'	PRON	ce
morceau	NOUN	morceau
une	DET	un
la	DET	le
,	PUNCT	,
en	ADP	en
l'	DET	le
université	NOUN	université
et	CCONJ	et
n'	ADV	n'
blanche	ADJ	blanc
ainsi	ADV	ainsi
un	DET	un
tenir	VERB	tenir
l'	DET	le
bleu	ADJ	bleu
d'	ADP	de
qui	PRON	qui
autrement	ADV	autrement
la	DET	le
milieu	NOUN	milieu
partie	NOUN	partie
on	PRON	on
s'	PRON	se
que	SCONJ	que
des	DET	un
d'	ADP	de
pas	ADV	pas
sertie	VERB	sertir
.	PUNCT	.
godasses	NOUN	godasse
son	DET	son
,	PUNCT	,
de	ADP	de
était	AUX	être
devaient	VERB	devoir
une	DET	un
solides	NOUN	solide
ans	NOUN	an
vie	NOUN	vie
à	ADP	à
,	PUNCT	,
:	PUNCT	:
,	PUNCT	,
il	PRON	il
quatre	NUM	quatre
un	DET	un
avait	VERB	avoir
reconnu	VERB	reconnaître
et	CCONJ	et
villes	NOUN	ville
une	DET	un
y	PRON	y
immédiatement	ADV	immédiatement
guichet	NOUN	guichet
unanime	ADJ	unanime
dans	ADP	dans
les	DET	le
eu	VERB	avoir
une	DET	un
une	DET	un
sur	ADP	sur
à	ADP	à
à	ADP	à
route	NOUN	route
un	DET	un
conformer	VERB	conformer
du	ADP	de
au	ADP	au
règle	NOUN	règle
se	PRON	se
mais	CCONJ	mais
,	PUNCT	,
dans	ADP	dans
la	DET	le
-	NOUN	-
n'	ADV	n'
ou	CCONJ	ou
volonté	NOUN	volonté
grandes	ADJ	grand
vous	PRON	vous
de	ADP	de
restaurant	NOUN	restaurant
image	NOUN	image
ou	CCONJ	ou
mal	NOUN	mal
importe	VERB	importe
auriez	AUX	avoir
pas	ADV	pas
où	ADV	où
,	PUNCT	,
style	NOUN	style
aucune	DET	aucun
être	AUX	être
d'	ADP	de
ne	ADV	ne
des	ADP	de
:	PUNCT	:
Pas	ADV	pas
profond	ADJ	profond
et	CCONJ	et
du	ADP	de
banque	NOUN	banque
.	PUNCT	.
des	DET	un
et	CCONJ	et
et	CCONJ	et
des	DET	un
plus	ADV	plus
ordonnées	VERB	ordonner
college	NOUN	college
bayous	NOUN	bayou
pas	ADV	pas
un	DET	un
mais	CCONJ	mais
,	PUNCT	,
,	PUNCT	,
clair	ADJ	clair
,	PUNCT	,
étiez	VERB	être
Sud	PROPN	Sud
un	DET	un
le	DET	le
Sud	NOUN	sud
,	PUNCT	,
d'	ADP	de
le	DET	le
bleus	NOUN	bleu
boy	NOUN	boy
moustiques	NOUN	moustique
un	DET	un
du	ADP	de
ciels	NOUN	ciel
Sud	PROPN	Sud
des	ADP	de
,	PUNCT	,
Sud	NOUN	sud
Sud	NOUN	sud
moins	ADV	moins
des	ADP	de
marécages	NOUN	marécage
mais	CCONJ	mais
vous	PRON	vous
moite	NOUN	moite
vallées	NOUN	vallée
Sud	PROPN	Sud
je	PRON	je
radieuses	NOUN	radieuse
.	PUNCT	.
pour	ADP	pour
de	ADP	de
l'	DET	le
et	CCONJ	et
ans	NOUN	an
sensation	NOUN	sensation
blanc	ADJ	blanc
révolu	VERB	révolu
,	PUNCT	,
avais	VERB	avoir
et	CCONJ	et
vert	ADJ	vert
glacé	VERB	glacer
ouvert	VERB	ouvrir
ce	DET	ce
amidonné	VERB	amidonner
chercher	VERB	chercher
ai	AUX	avoir
pas	ADV	pas
quelle	DET	quel
les	DET	le
J'	PRON	je
vallées	NOUN	vallée
,	PUNCT	,
suscitant	VERB	susciter
et	CCONJ	et
,	PUNCT	,
Un	DET	un
sais	VERB	savoir
et	CCONJ	et
celui	PRON	celui
je	PRON	je
.	PUNCT	.
ne	ADV	ne
album	NOUN	album
papier	NOUN	papier
accompli	VERB	accomplir
parfum	NOUN	parfum
n'	ADV	n'
depuis	ADP	depuis
pénétrant	ADJ	pénétrant
et	CCONJ	et
Buck	PROPN	Buck
,	PUNCT	,
trente	NUM	trente
blanche	ADJ	blanc
geste	NOUN	geste
aspirant	VERB	aspirer
,	PUNCT	,
épaisse	NOUN	épaisse
je	PRON	je
mon	DET	mon
choses	NOUN	chose
laiteuse	ADJ	laiteux
couverture	NOUN	couverture
j'	PRON	je
me	PRON	me
j'	PRON	je
ai	AUX	avoir
ai	AUX	avoir
fermé	VERB	fermer
.	PUNCT	.
au	ADP	au
des	DET	un
l'	DET	le
des	ADP	de
ne	ADV	ne
faire	VERB	faire
brusquement	ADV	brusquement
,	PUNCT	,
a	AUX	avoir
vu	VERB	voir
assailli	VERB	assaillir
pages	NOUN	page
en	ADP	en
milieu	NOUN	milieu
pas	ADV	pas
en	ADP	en
fort	ADV	fort
Je	PRON	je
plongé	VERB	plonger
:	PUNCT	:
suis	AUX	être
très	ADV	très
que	SCONJ	que
nez	NOUN	nez
pris	VERB	prendre
cuir	NOUN	cuir
j'	PRON	je
à	ADP	à
bouilli	ADJ	bouilli
et	CCONJ	et
fais	VERB	faire
m'	PRON	me
la	DET	le
ai	AUX	avoir
album	NOUN	album
une	DET	un
yeux	NOUN	oeil
ivre	ADJ	ivre
couleurs	NOUN	couleur
revenu	VERB	revenir
perdu	VERB	perdre
les	DET	le
,	PUNCT	,
musique	NOUN	musique
suffoqué	VERB	suffoquer
Ça	PRON	cela
m'	PRON	me
ou	CCONJ	ou
ma	DET	mon
ai	AUX	avoir
un	DET	un
ai	AUX	avoir
,	PUNCT	,
coup	NOUN	coup
.	PUNCT	.
en	PRON	en
deux	NUM	deux
la	DET	le
j'	PRON	je
j'	PRON	je
en	PRON	en
,	PUNCT	,
comme	ADP	comme
seul	ADJ	seul
ai	AUX	avoir
,	PUNCT	,
,	PUNCT	,
été	AUX	être
est	AUX	être
recommencé	VERB	recommencer
,	PUNCT	,
musique	NOUN	musique
mes	DET	mon
d'	ADP	de
fois	NOUN	fois
sans	ADP	sans
une	DET	un
du	ADP	de
boussole	NOUN	boussole
.	PUNCT	.
J'	PRON	je
et	CCONJ	et
monde	NOUN	monde
de	ADP	de
isolé	NOUN	isolé
au-delà	ADV	au-delà
en	ADP	en
,	PUNCT	,
avec	ADP	avec
des	ADP	de
Shenandoah	PROPN	Shenandoah
jeunesse	NOUN	jeunesse
exotiques	NOUN	exotique
de	ADP	de
,	PUNCT	,
des	ADP	de
espoirs	NOUN	espoir
des	ADP	de
,	PUNCT	,
la	DET	le
familiales	ADJ	familial
de	ADP	de
qui	PRON	qui
des	DET	un
d'	ADP	de
vallée	NOUN	vallée
trois	NUM	trois
Guerre	NOUN	guerre
cœur	NOUN	cœur
la	DET	le
de	ADP	de
traditions	NOUN	tradition
remontant	VERB	remonter
,	PUNCT	,
cette	DET	ce
et	CCONJ	et
la	DET	le
Virginie	PROPN	Virginie
,	PUNCT	,
lancinante	NOUN	lancinante
dans	ADP	dans
de	ADP	de
,	PUNCT	,
ambitions	NOUN	ambition
noms	NOUN	nom
qui	PRON	qui
rythmique	ADJ	rythmique
semblaient	VERB	sembler
traduisaient	VERB	traduire
chacun	PRON	chacun
abord	ADV	abord
plein	ADJ	plein
si	SCONJ	si
Sécession	NOUN	sécession
me	PRON	me
où	PRON	où
noms	NOUN	nom
on	PRON	on
de	ADP	de
quelqu'	DET	quelque
Cascade	NOUN	cascade
les	DET	le
qu'	PRON	qu'
c'	PRON	ce
Ouest	PROPN	Ouest
Bedford	PROPN	Bedford
-	PUNCT	-
que	SCONJ	que
un	DET	un
de	ADP	de
Beau	NOUN	beau
.	PUNCT	.
personne	ADJ	personn
Louisiane	PROPN	Louisiane
garçons	NOUN	garçon
Sud-Ouest	NOUN	sud-ouest
leur	DET	leur
,	PUNCT	,
Sud	PROPN	Sud
du	ADP	de
et	CCONJ	et
,	PUNCT	,
d'	ADP	de
en	ADP	en
identités	NOUN	identité
avait	AUX	avoir
venait	VERB	venir
l'	DET	le
prénommer	VERB	prénommer
plus	ADV	plus
et	CCONJ	et
il	PRON	il
nostalgique	ADJ	nostalgique
un	DET	un
propre	ADJ	propre
appelé	VERB	appeler
lourdes	ADJ	lourd
L'	DET	le
Beau	NOUN	beau
Anthony	PROPN	Anthony
aux	ADP	à
du	ADP	de
un	PRON	un
était	AUX	être
.	PUNCT	.
Hope	PROPN	Hope
d'	ADP	de
et	CCONJ	et
son	DET	son
Crowther	PROPN	Crowther
avenir	NOUN	avenir
geste	NOUN	geste
clinquant	VERB	clinquer
Daniel	PROPN	Daniel
une	DET	un
Page	NOUN	page
de	ADP	de
le	DET	le
Langhard	PROPN	Langhard
,	PUNCT	,
John	PROPN	John
l'	DET	le
la	DET	le
Hostatter	VERB	hostatter
enfant	NOUN	enfant
en	ADP	en
son	NOUN	son
et	CCONJ	et
telle	ADJ	tel
confiance	NOUN	confiance
arrogance	NOUN	arrogance
,	PUNCT	,
Paxton	PROPN	Paxton
Cameron	PROPN	Cameron
J'	PRON	je
doucereux	ADJ	doucereux
Junior	PROPN	Junior
d'	ADP	de
Ronde	PROPN	Ronde
entends	VERB	entendre
telle	ADJ	tel
Hudson	PROPN	Hudson
de	ADP	de
,	PUNCT	,
à	ADP	à
et	CCONJ	et
aussi	ADV	aussi
traînant	VERB	traîner
hautain	ADJ	hautain
de	ADP	de
!	PUNCT	!
une	DET	un
et	CCONJ	et
Boone	PROPN	Boone
fois	NOUN	fois
ont	AUX	avoir
Manston	PROPN	Manston
les	DET	le
moins	ADV	moins
place	NOUN	place
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
d'	DET	d'
Christ	PROPN	Christ
noms	NOUN	nom
ont	AUX	avoir
parents	NOUN	parent
fragrances	NOUN	fragrance
aussi	ADV	aussi
d'	DET	d'
-là	VERB	-là
immigrés	ADJ	immigré
sonorités	NOUN	sonorité
,	PUNCT	,
celui	PROPN	celui
étaient	AUX	être
par	ADP	par
Munson	PROPN	Munson
-	PUNCT	-
et	CCONJ	et
et	CCONJ	et
celles-ci	PRON	celui-ci
autres	ADJ	autre
savait	VERB	savoir
triples	ADJ	triple
reliées	VERB	relier
Aristides	PROPN	Aristides
fait	VERB	faire
que	SCONJ	que
Lazarides	PROPN	Lazarides
été	AUX	être
au	ADP	au
à	ADP	à
fraîchement	ADV	fraîchement
croches	NOUN	croche
ses	DET	son
Et	CCONJ	et
des	ADP	de
triples	ADJ	triple
on	PRON	on
Cotton	PROPN	Cotton
puis	CCONJ	puis
autres	ADJ	autre
.	PUNCT	.
Pabst	PROPN	Pabst
Ça	PRON	cela
tout	ADV	tout
basculer	VERB	basculer
et	CCONJ	et
me	PRON	me
.	PUNCT	.
dicte	ADJ	dict
avec	ADP	avec
musique	NOUN	musique
de	ADP	de
gazon	NOUN	gazon
maître	NOUN	maître
goût	NOUN	goût
comme	ADP	comme
bulles	NOUN	bulle
et	CCONJ	et
présent	NOUN	présent
la	DET	le
et	CCONJ	et
étreint	VERB	étreindre
de	ADP	de
;	PUNCT	;
est	AUX	être
m'	PRON	me
revenu	VERB	revenir
bière	NOUN	bière
légère	ADJ	léger
de	ADP	de
ne	ADV	ne
:	PUNCT	:
Ribbon	PROPN	Ribbon
une	DET	un
vert	NOUN	vert
suis	AUX	être
qui	PRON	qui
Blue	PROPN	Blue
fait	AUX	faire
les	DET	le
mon	DET	mon
avec	ADP	avec
plus	ADV	plus
la	DET	le
des	DET	un
bouffées	NOUN	bouffée
je	PRON	je
m'	PRON	me
mémoire	NOUN	mémoire
le	DET	le
,	PUNCT	,
alentours	NOUN	alentours
métal	NOUN	métal
pomponnait	VERB	pomponner
dont	PRON	dont
vers	ADP	vers
des	ADP	de
du	ADP	de
se	PRON	se
ou	CCONJ	ou
et	CCONJ	et
la	DET	le
grande	ADJ	grand
samedi	NOUN	samedi
kilomètres	NOUN	kilomètre
toute	DET	tout
collèges	NOUN	collège
épices	NOUN	épice
toute	ADJ	tout
filles	NOUN	fille
s'	PRON	se
d'	ADP	de
soir	NOUN	soir
cinquante	NOUN	cinquante
la	DET	le
effluves	NOUN	effluve
boîte	NOUN	boîte
,	PUNCT	,
aux	ADP	à
de	ADP	de
les	DET	le
,	PUNCT	,
à	ADP	à
fraîche	NOUN	fraîche
ruée	NOUN	ruée
garçons	NOUN	garçon
les	DET	le
,	PUNCT	,
Caraïbes	PROPN	Caraïbes
les	DET	le
lorsque	SCONJ	lorsque
se	PRON	se
le	DET	le
communauté	NOUN	communauté
talquait	VERB	talquer
pour	ADP	pour
aspergeaient	VERB	asperger
de	ADP	de
masculine	ADJ	masculin
cent	NUM	cent
une	DET	un
long	ADJ	long
la	DET	le
,	PUNCT	,
corps	NOUN	corps
pelouse	NOUN	pelouse
envahit	VERB	envahir
à	ADP	à
printemps	NOUN	printemps
ciment	VERB	cimer
comme	ADP	comme
assise	ADJ	asseoir
sur	ADP	sur
Kenton	PROPN	Kenton
reliait	VERB	relier
y	PRON	y
la	DET	le
qui	PRON	qui
les	DET	le
rouge	VERB	rouge
,	PUNCT	,
excessive	ADJ	excessif
Band	PROPN	Band
de	ADP	de
.	PUNCT	.
