bonnes	ADJ	bon
et	CCONJ	et
haut	ADJ	haut
était	AUX	être
fond	NOUN	fond
des	DET	un
opinions	NOUN	opinion
d'	ADP	de
discuter	VERB	discuter
.	PUNCT	.
conversation	NOUN	conversation
à	ADP	à
à	ADP	à
occupation	NOUN	occupation
il	PRON	il
le	DET	le
à	ADP	à
dîner	NOUN	dîner
une	DET	un
mais	CCONJ	mais
question	NOUN	question
un	DET	un
,	PUNCT	,
de	ADP	de
n'	ADV	n'
C'	PRON	ce
et	CCONJ	et
,	PUNCT	,
le	DET	le
un	DET	un
une	DET	un
bridge	NOUN	bridge
entre	ADP	entre
était	AUX	être
la	DET	le
part	NOUN	part
intervalle	ADJ	intervall
entière	ADJ	entier
remarque	ADJ	remarqu
propre	ADJ	propre
placer	VERB	placer
Le	DET	le
aimait	VERB	aimer
rebondir	VERB	rebondir
non	ADV	non
temps	NOUN	temps
Dr	NOUN	dr
ennuyeux	NOUN	ennuyeu
faire	AUX	faire
et	CCONJ	et
autre	ADJ	autre
pas	ADV	pas
écouter	VERB	écouter
Thurston	PROPN	Thurston
causeur	NOUN	causeur
et	CCONJ	et
savait	VERB	savoir
.	PUNCT	.
à	ADP	à
,	PUNCT	,
.	PUNCT	.
brillant	NOUN	brillant
puis	CCONJ	puis
un	DET	un
Jusqu'	ADP	jusque
simple	ADJ	simple
médecin	VERB	médecin
,	PUNCT	,
était	AUX	être
.	PUNCT	.
d'	ADP	de
un	DET	un
il	PRON	il
avait	AUX	avoir
que	SCONJ	que
,	PUNCT	,
lourd	NOUN	lourd
ce	DET	ce
apparence	NOUN	apparence
.	PUNCT	.
du	ADP	de
,	PUNCT	,
d'	ADP	de
volontiers	NOUN	volontier
cessé	VERB	cesser
grand	ADJ	grand
teuton	ADJ	teuton
et	CCONJ	et
Sussex	PROPN	Sussex
,	PUNCT	,
village	NOUN	village
cordial	ADJ	cordial
à	ADP	à
avait	AUX	avoir
,	PUNCT	,
été	AUX	être
,	PUNCT	,
peu	ADV	peu
il	PRON	il
très	ADV	très
dans	ADP	dans
moqueur	ADJ	moqueur
son	DET	son
bien	ADV	bien
ses	DET	son
mariage	NOUN	mariage
,	PUNCT	,
très	ADV	très
homme	NOUN	homme
cigares	NOUN	cigare
exercer	VERB	exercer
fumer	VERB	fumer
Thurston	PROPN	Thurston
avait	AUX	avoir
;	PUNCT	;
son	DET	son
très	ADV	très
sorte	NOUN	sorte
mais	CCONJ	mais
riche	NOUN	riche
,	PUNCT	,
elle	PRON	lui
le	DET	le
ménage	NOUN	ménage
ailleurs	ADV	ailleurs
très	ADV	très
parce	SCONJ	parce
et	CCONJ	et
en	ADP	en
disait	VERB	dire
beaucoup	ADV	beaucoup
remplaçant	NOUN	remplaçant
,	PUNCT	,
.	PUNCT	.
aussi	ADV	aussi
la	DET	le
plaisait	VERB	plaire
maison	NOUN	maison
.	PUNCT	.
Mrs	PROPN	Mrs
recevait	VERB	recevoir
dû	VERB	devoir
en	ADP	en
elle	PRON	lui
qu'	SCONJ	que
vivait	VERB	vivre
se	PRON	se
lui	PRON	lui
,	PUNCT	,
que	SCONJ	que
largement	ADV	largement
On	PRON	on
tout	DET	tout
loger	VERB	loger
Thurston	PROPN	Thurston
cas	NOUN	cas
,	PUNCT	,
avait	AUX	avoir
gardé	VERB	garder
fort	ADV	fort
était	AUX	être
Mrs	PROPN	Mrs
fardée	ADJ	fardé
,	PUNCT	,
seule	NOUN	seule
et	CCONJ	et
et	CCONJ	et
des	DET	un
aimable	ADJ	aimable
une	DET	un
pour	ADP	pour
.	PUNCT	.
Elle	PRON	lui
était	AUX	être
il	PRON	il
toilette	NOUN	toilette
d'	ADP	de
forte	ADJ	fort
passé	VERB	passer
impossible	ADJ	impossible
blonde	NOUN	blonde
des	DET	un
ayant	AUX	avoir
me	PRON	me
beaucoup	ADV	beaucoup
totalement	ADV	totalement
qu'	SCONJ	que
dépourvue	NOUN	dépourvue
,	PUNCT	,
assez	ADV	assez
,	PUNCT	,
avec	ADP	avec
de	ADP	de
dépensait	VERB	dépenser
esprit	NOUN	esprit
grande	ADJ	grand
elle	PRON	lui
Bien	ADV	bien
et	CCONJ	et
heures	NOUN	heure
plutôt	ADV	plutôt
serait	AUX	être
ses	DET	son
,	PUNCT	,
me	PRON	me
paroles	NOUN	parole
.	PUNCT	.
heures	NOUN	heure
mais	CCONJ	mais
rappeler	VERB	rappeler
sa	DET	son
de	ADP	de
ne	ADV	ne
Ses	DET	son
moindre	ADJ	moindre
tous	ADJ	tout
bonté	NOUN	bonté
souriant	VERB	sourire
.	PUNCT	.
la	DET	le
l'	PRON	l'
.	PUNCT	.
fille	NOUN	fille
.	PUNCT	.
air	NOUN	air
surnommée	VERB	surnommer
pose	NOUN	pose
,	PUNCT	,
nous	PRON	nous
comprendre	VERB	comprendre
ailleurs	ADV	ailleurs
,	PUNCT	,
revois	NOUN	revoi
de	ADP	de
qui	PRON	qui
étaient	AUX	être
la	DET	le
sans	ADP	sans
.	PUNCT	.
Je	PRON	je
d'	ADP	de
sans	ADP	sans
flatterie	NOUN	flatterie
plus	ADV	plus
aucune	DET	aucun
La	DET	le
avoir	VERB	avoir
Je	PRON	je
sais	VERB	savoir
à	ADP	à
même	ADV	même
bien	ADV	bien
comme	ADP	comme
l'	DET	le
minaudant	VERB	minauder
une	DET	un
petite	ADJ	petit
écoutant	VERB	écouter
manières	NOUN	manière
à	ADP	à
avait	AUX	avoir
,	PUNCT	,
,	PUNCT	,
jour	NOUN	jour
.	PUNCT	.
maîtresse	NOUN	maîtresse
Alec	NOUN	alec
tant	ADV	tant
un	DET	un
parfait	VERB	parfaire
prétendît	VERB	prétendre
Abondance	NOUN	abondance
le	DET	le
crime	NOUN	crime
convenait	VERB	convenir
le	DET	le
de	ADP	de
fit	VERB	faire
en	ADP	en
Tout	ADV	tout
tous	ADJ	tout
de	ADP	de
,	PUNCT	,
admirablement	ADV	admirablement
il	PRON	il
la	DET	le
mais	CCONJ	mais
Déesse	NOUN	déesse
les	DET	le
frais	NOUN	frais
presque	ADV	presque
,	PUNCT	,
De	ADP	de
qu'	SCONJ	que
l'	DET	le
,	PUNCT	,
cela	PRON	cela
»	PROPN	»
bien	ADV	bien
que	SCONJ	que
Norris	PROPN	Norris
.	PUNCT	.
cette	DET	ce
lui	PRON	lui
elle	PRON	lui
discussion	NOUN	discussion
sur	ADP	sur
maison	NOUN	maison
«	ADJ	«
était	AUX	être
que	SCONJ	que
chez	ADP	chez
ce	DET	ce
ne	ADV	ne
chose	NOUN	chose
la	DET	le
connaissait	VERB	connaître
.	PUNCT	.
sujet	NOUN	sujet
autre	ADJ	autre
était	AUX	être
Les	DET	le
ricana	VERB	ricaner
.	PUNCT	.
assez	ADV	assez
obscur	NOUN	obscur
.	PUNCT	.
et	CCONJ	et
-il	PRON	il
pourrions	VERB	pouvoir
pourquoi	ADV	pourquoi
littérature	NOUN	littérature
dit	VERB	dire
!	PUNCT	!
Norris	NOUN	norri
intéressait	VERB	intéresser
?	PUNCT	?
pas	ADV	pas
il	PRON	il
montrait	VERB	montrer
savait	VERB	savoir
nous	PRON	nous
?	PUNCT	?
.	PUNCT	.
-	PUNCT	-
Il	PRON	il
en	PRON	en
crimes	NOUN	crime
dédain	NOUN	dédain
Vraiment	ADV	vraiment
Norris	PROPN	Norris
Ne	ADV	ne
Le	DET	le
donne	VERB	donne
parler	VERB	parler
Dr	NOUN	dr
Thurston	PROPN	Thurston
policière	NOUN	policière
l'	PRON	l'
d'	ADP	de
l'	DET	le
-nous	PRON	nous
:	PUNCT	:
de	ADP	de
J'	PRON	je
marcher	VERB	marcher
réellement	ADV	réellement
voulut	VERB	vouloir
auteur	ADJ	auteur
?	PUNCT	?
Les	DET	le
était	AUX	être
qu'	SCONJ	que
il	PRON	il
ces	DET	ce
policiers	NOUN	policier
l'	DET	le
Norris	PROPN	Norris
hôte	NOUN	hôte
-ils	PRON	il
à	ADP	à
le	DET	le
Notre	DET	notre
livres	NOUN	livre
!	PUNCT	!
psychologiques	ADJ	psychologique
.	PUNCT	.
dont	PRON	dont
l'	DET	le
hameçon	NOUN	hameçon
mordit	VERB	mordre
:	PUNCT	:
entends	VERB	entendre
Non	ADV	non
insuccès	NOUN	insuccès
existe	VERB	existe
-	PUNCT	-
total	ADJ	total
-	PUNCT	-
faire	AUX	faire
.	PUNCT	.
traitent	VERB	traiter
du	ADP	de
Mais	CCONJ	mais
de	ADP	de
crime	NOUN	crime
tel	ADJ	tel
protestataire	NOUN	protestataire
romans	NOUN	roman
crimes	NOUN	crime
romans	NOUN	roman
vraiment	ADV	vraiment
d'	ADP	de
ont	VERB	avoir
réelle	ADJ	réel
problème	NOUN	problème
sordide	ADJ	sordide
toujours	ADV	toujours
n'	ADV	n'
vie	NOUN	vie
deux	NUM	deux
!	PUNCT	!
généralement	ADV	généralement
un	DET	un
qui	PRON	qui
de	ADP	de
la	DET	le
banal	ADJ	banal
est	AUX	être
nnai	NOUN	nnai
n'	ADV	n'
déconcertant	VERB	déconcerter
littéraire	NOUN	littéraire
surgissent	VERB	surgir
Seuls	ADJ	seul
rapport	NOUN	rapport
crime	ADJ	crim
avec	ADP	avec
a	VERB	avoir
rien	PRON	rien
qui	PRON	qui
de	ADP	de
,	PUNCT	,
.	PUNCT	.
réalité	NOUN	réalité
fait	NOUN	fait
preuves	NOUN	preuve
Le	DET	le
énigmatique	NOUN	énigmatique
un	DET	un
et	CCONJ	et
au	ADP	au
le	DET	le
mysténcuscs	VERB	mysténcuscs
Dans	ADP	dans
meurtre	NOUN	meurtre
est	AUX	être
accompagné	VERB	accompagner
aucun	DET	aucun
la	DET	le
types	NOUN	type
.	PUNCT	.
de	ADP	de
peuvent	VERB	pouvoir
et	CCONJ	et
est	ADV	est
un	DET	un
,	PUNCT	,
problème	NOUN	problème
,	PUNCT	,
meurtre	NOUN	meurtre
temps	NOUN	temps
,	PUNCT	,
commis	VERB	commettre
dont	PRON	dont
ne	ADV	ne
pendant	ADP	pendant
qui	PRON	qui
présumés	VERB	présumer
ne	ADV	ne
pour	ADP	pour
-	ADV	-
meurtres	NOUN	meurtre
la	DET	le
Aucun	DET	aucun
la	DET	le
les	DET	le
police	NOUN	police
le	DET	le
plaisir	NOUN	plaisir
tue	VERB	taire
-	ADV	-
les	DET	le
.	PUNCT	.
quelque	DET	quelque
par	ADP	par
dire	ADV	dire
:	PUNCT	:
tuer	VERB	tuer
c'	PRON	ce
fou	NOUN	fou
victime	NOUN	victime
meurtres	NOUN	meurtre
ceux	PRON	celui
être	AUX	être
sans	ADP	sans
mobiles	NOUN	mobile
à	ADV	à
dérouter	VERB	dérouter
retrouvée	VERB	retrouver
prémédité	VERB	préméditer
peut	VERB	pouvoir
tête	NOUN	tête
embarrasser	VERB	embarrasser
le	DET	le
victime	NOUN	victime
observai	NOUN	observai
et	CCONJ	et
peut	VERB	pouvoir
avaler	VERB	avaler
,	PUNCT	,
que	SCONJ	que
.	PUNCT	.
Je	PRON	je
une	DET	un
osseuse	ADJ	osseux
.	PUNCT	.
remarquai	VERB	remarquer
connu	VERB	connaître
Il	PRON	il
physique	ADJ	physique
identifiée	ADJ	identifié
est	AUX	être
arrestation	NOUN	arrestation
étroits	ADJ	étroit
la	DET	le
mobile	NOUN	mobile
police	NOUN	police
étrange	NOUN	étrange
:	PUNCT	:
son	DET	son
on	PRON	on
reste	NOUN	reste
corps	NOUN	corps
Dès	ADP	dès
l'	PRON	l'
procède	VERB	procéder
le	DET	le
et	CCONJ	et
la	DET	le
et	CCONJ	et
.	PUNCT	.
de	ADP	de
à	ADP	à
interrompit	NOUN	interrompit
son	DET	son
cocktail	NOUN	cocktail
,	PUNCT	,
longtemps	ADV	longtemps
pour	ADP	pour
face	NOUN	face
s'	PRON	se
courir	VERB	courir
laquelle	PRON	lequel
entraîne	VERB	entraîne
invité	VERB	inviter
a	AUX	avoir
Un	DET	un
dans	ADP	dans
n'	ADV	n'
bien	ADV	bien
pommettes	NOUN	pommette
.	PUNCT	.
Il	PRON	il
,	PUNCT	,
sachant	VERB	savoir
,	PUNCT	,
des	DET	un
.	PUNCT	.
-	PUNCT	-
assez	ADV	assez
,	PUNCT	,
front	VERB	front
intervint	ADJ	intervint
,	PUNCT	,
les	DET	le
le	DET	le
mâchoires	NOUN	mâchoire
déterminés	VERB	déterminer
pour	ADP	pour
meurtriers	NOUN	meurtrier
jeune	ADJ	jeune
pas	ADV	pas
risque	NOUN	risque
les	DET	le
y	PRON	y
Davis	NOUN	davi
et	CCONJ	et
ce	DET	ce
autre	ADJ	autre
eu	VERB	avoir
:	PUNCT	:
toujours	ADV	toujours
Strickland	PROPN	Strickland
une	DET	un
une	DET	un
condamnation	NOUN	condamnation
le	DET	le
saillaient	VERB	saillir
arrestation	NOUN	arrestation
que	SCONJ	que
Mais	CCONJ	mais
ni	CCONJ	ni
avance	NOUN	avance
:	PUNCT	:
intelligence	NOUN	intelligence
était	AUX	être
eu	VERB	avoir
d'	ADP	de
guère	ADV	guère
de	ADP	de
probablement	ADV	probablement
bien	ADV	bien
.	PUNCT	.
preuves	NOUN	preuve
et	CCONJ	et
soupçonnés	VERB	soupçonner
garçon	NOUN	garçon
ont	AUX	avoir
Strickland	PROPN	Strickland
,	PUNCT	,
de	ADP	de
Ils	PRON	il
formelles	ADJ	formel
amateur	NOUN	amateur
ils	PRON	il
.	PUNCT	.
seraient	AUX	être
sans	ADP	sans
délicatesse	NOUN	délicatesse
épais	ADJ	épais
pas	ADV	pas
je	PRON	je
,	PUNCT	,
et	CCONJ	et
C'	PRON	ce
fournir	VERB	fournir
arrêtés	VERB	arrêter
intellectualité	NOUN	intellectualité
l'	DET	le
un	DET	un
.	PUNCT	.
le	PRON	le
de	DET	de
m'	PRON	me
connaissais	ADP	connaissais
trop	ADV	trop
ne	ADV	ne
qu'	SCONJ	que
intéressait	VERB	intéresser
sports	NOUN	sport
ne	ADV	ne
se	PRON	se
jeux	NOUN	jeu
Thurston	NOUN	thurston
mais	CCONJ	mais
bienveillance	NOUN	bienveillance
quelques	DET	quelque
de	ADP	de
les	DET	le
.	PUNCT	.
fréquemment	ADV	fréquemment
traité	VERB	traiter
avec	ADP	avec
un	DET	un
Votre	DET	votre
Il	PRON	il
,	PUNCT	,
de	ADP	de
Sans	ADP	sans
le	DET	le
ne	ADV	ne
taper	VERB	taper
refus	NOUN	refus
raillerie	NOUN	raillerie
cartes	NOUN	carte
vous	PRON	vous
.	PUNCT	.
docteur	NOUN	docteur
,	PUNCT	,
pour	ADP	pour
pas	ADV	pas
,	PUNCT	,
de	ADP	de
essayait	VERB	essayer
une	DET	un
rancune	ADJ	rancun
de	ADP	de
nuançait	NOUN	nuançait
livres	NOUN	livre
qui	PRON	qui
.	PUNCT	.
il	PRON	il
d'	ADP	de
fourré	VERB	fourrer
y	PRON	y
était	AUX	être
gardait	VERB	garder
de	ADP	de
chez	ADP	chez
«	PUNCT	«
cesse	NOUN	cesse
;	PUNCT	;
,	PUNCT	,
financières	ADJ	financier
plaisantait	VERB	plaisanter
,	PUNCT	,
.	PUNCT	.
amoureux	NOUN	amoureux
difficultés	NOUN	difficulté
bon	ADJ	bon
-il	PRON	il
,	PUNCT	,
du	ADP	de
que	SCONJ	que
,	PUNCT	,
,	PUNCT	,
avait	VERB	avoir
femme	NOUN	femme
aidait	VERB	aider
du	ADP	de
naturellement	ADV	naturellement
sa	DET	son
Mary	PROPN	Mary
un	DET	un
chère	NOUN	chère
à	ADP	à
»	PUNCT	»
gigolo	NOUN	gigolo
classique	ADJ	classique
rien	PRON	rien
mais	CCONJ	mais
.	PUNCT	.
était	AUX	être
disait	VERB	dire
reste	NOUN	reste
je	PRON	je
volontiers	NOUN	volontier
c'	PRON	ce
Thurston	PROPN	Thurston
n'	ADV	n'
Thurston	PROPN	Thurston
Celui	PROPN	Celui
crois	VERB	croire
dans	ADP	dans
-	NOUN	-
ci	NOUN	ci
,	PUNCT	,
ma	DET	mon
ses	DET	son
buveur	NOUN	buveur
Strickland	PROPN	Strickland
roman	NOUN	roman
fort	ADV	fort
trouvé	VERB	trouver
souvent	ADV	souvent
(	PUNCT	(
racontait	VERB	raconter
un	DET	un
a	AUX	avoir
est	AUX	être
d'	ADP	de
Norris	PROPN	Norris
sèchement	VERB	sèchemer
La	DET	le
artificiel	ADJ	artificiel
grand	ADJ	grand
il	PRON	il
il	PRON	il
la	DET	le
le	DET	le
à	ADP	à
qu'	PRON	qu'
police	NOUN	police
C'	PRON	ce
et	CCONJ	et
grivoises	NOUN	grivoise
un	DET	un
procès	NOUN	procès
du	ADP	de
reprit	VERB	reprendre
gré	NOUN	gré
l'	DET	le
:)	PUNCT	:)
amateur	NOUN	amateur
.	PUNCT	.
.	PUNCT	.
histoires	NOUN	histoire
policier	ADJ	policier
trop	ADV	trop
Et	CCONJ	et
trouve	VERB	trouve
homme	NOUN	homme
-	PUNCT	-
quand	SCONJ	quand
,	PUNCT	,
dit	VERB	dire
mon	DET	mon
mangeur	ADJ	mangeur
elle	PRON	lui
si	ADV	si
preuve	NOUN	preuve
Bien	ADV	bien
si	SCONJ	si
,	PUNCT	,
ce	DET	ce
trouvé	VERB	trouver
connaissez	VERB	connaître
,	PUNCT	,
celle-ci	PRON	celui-ci
tous	ADJ	tout
on	PRON	on
quelqu'	SCONJ	quelqu'
un	PRON	un
,	PUNCT	,
invités	NOUN	invité
vie	NOUN	vie
dans	ADP	dans
Vous	PRON	vous
d'	ADP	de
chambre	NOUN	chambre
geme	VERB	geme
.	PUNCT	.
au	ADP	au
presque	ADV	presque
à	ADP	à
sourit	NOUN	sourit
la	DET	le
voisine	ADJ	voisin
.	PUNCT	.
la	DET	le
fiction	VERB	fiction
par	ADP	par
,	PUNCT	,
qu'	PRON	qu'
est	AUX	être
.	PUNCT	.
en	PRON	en
entendu	VERB	entendre
tous	ADJ	tout
mort	VERB	mourir
milieu	NOUN	milieu
exemple	NOUN	exemple
Brusquement	ADV	brusquement
réunion	NOUN	réunion
,	PUNCT	,
-	PUNCT	-
uc	PRON	uc
contraire	ADJ	contraire
-comme	ADJ	-comm
les	DET	le
une	DET	un
?	PUNCT	?
la	DET	le
était	AUX	être
démontre	VERB	démontre
.	PUNCT	.
détective	ADJ	détectiv
et	CCONJ	et
,	PUNCT	,
Je	PRON	je
.	PUNCT	.
commis	VERB	commettre
le	DET	le
seule	ADJ	seul
vous	PRON	vous
sont	AUX	être
Un	DET	un
génial	NOUN	génial
,	PUNCT	,
cocktail	NOUN	cocktail
que	SCONJ	que
le	DET	le
personne	NOUN	personne
.	PUNCT	.
des	ADP	de
arrive	VERB	arrive
domestiques	NOUN	domestique
,	PUNCT	,
Alec	NOUN	alec
autre	ADJ	autre
assassin	VERB	assassin
absolument	ADV	absolument
Merci	NOUN	merci
suspects	ADJ	suspect
crime	NOUN	crime
est	AUX	être
Puis	CCONJ	puis
-	PUNCT	-
qui	PRON	qui
-	PUNCT	-
qui	PRON	qui
incapable	ADJ	incapable
la	DET	le
toute	DET	tout
d'	ADP	de
avoir	AUX	avoir
l'	DET	le
moitié	NOUN	moitié
apparence	NOUN	apparence
voulais	VERB	vouloir
selon	ADP	selon
la	DET	le
comprendre	VERB	comprendre
le	DET	le
l'	DET	le
.	PUNCT	.
lecteurs	NOUN	lecteur
faire	AUX	faire
plus	ADV	plus
inattendu	VERB	inattendu
un	DET	un
saute	ADJ	saut
aux	ADP	à
lecteurs	NOUN	lecteur
l'	DET	le
réduit	VERB	réduire
,	PUNCT	,
les	DET	le
.	PUNCT	.
romanciers	NOUN	romancier
écrivain	PRON	écrivain
entre	ADP	entre
deviennent	VERB	devenir
meurtrier	NOUN	meurtrier
tout	ADJ	tout
jeu	NOUN	jeu
se	PRON	se
ont	AUX	avoir
épuisé	VERB	épuiser
les	DET	le
Seulement	ADV	seulement
personnage	NOUN	personnage
du	ADP	de
à	ADP	à
yeux	NOUN	oeil
,	PUNCT	,
simple	ADJ	simple
ressource	NOUN	ressource
et	CCONJ	et
Actuellement	ADV	actuellement
malins	NOUN	malin
dont	PRON	dont
les	DET	le
ne	ADV	ne
la	DET	le
culpabilité	NOUN	culpabilité
.	PUNCT	.
que	SCONJ	que
soupçonnent	VERB	soupçonner
:	PUNCT	:
Ils	PRON	il
vous	PRON	vous
de	ADP	de
comme	SCONJ	comme
,	PUNCT	,
un	DET	un
hôte	NOUN	hôte
avoué	NOUN	avoué
,	PUNCT	,
ou	CCONJ	ou
,	PUNCT	,
il	PRON	il
me	PRON	me
le	DET	le
;	PUNCT	;
comme	SCONJ	comme
d'	ADP	de
l'	DET	le
invité	VERB	inviter
)	PUNCT	)
comme	SCONJ	comme
;	PUNCT	;
jeune	ADJ	jeune
,	PUNCT	,
famille	NOUN	famille
Williams	PROPN	Williams
,	PUNCT	,
;	PUNCT	;
ou	CCONJ	ou
œil	NOUN	œil
,	PUNCT	,
vous	PRON	vous
Strickland	PROPN	Strickland
vous	PRON	vous
jeta	VERB	jeter
Thurston	PROPN	Thurston
Mr	PROPN	Mr
,	PUNCT	,
lui-même	PRON	lui-même
coup	NOUN	coup
ami	NOUN	ami
,	PUNCT	,
;	PUNCT	;
la	DET	le
Townsend	NOUN	townsend
(	PUNCT	(
vous	PRON	vous
la	DET	le
maison	NOUN	maison
moi	PRON	moi
à	ADP	à
Mrs	PROPN	Mrs
bien	ADV	bien
chauffeur	NOUN	chauffeur
Mr	PROPN	Mr
l'	DET	le
pasteur	NOUN	pasteur
ou	CCONJ	ou
le	DET	le
,	PUNCT	,
Stall	PROPN	Stall
nom	NOUN	nom
?	PUNCT	?
femme	NOUN	femme
est	AUX	être
hôtel	NOUN	hôtel
elle-même	PRON	lui-même
le	DET	le
,	PUNCT	,
comme	SCONJ	comme
Rider	PROPN	Rider
bien	ADV	bien
de	ADP	de
Quelquefois	ADV	quelquefois
maître	NOUN	maître
ou	CCONJ	ou
d'	ADP	de
vous	PRON	vous
,	PUNCT	,
,	PUNCT	,
ou	CCONJ	ou
...	PUNCT	...
.	PUNCT	.
,	PUNCT	,
Ou	CCONJ	ou
encore	ADV	encore
;	PUNCT	;
Thurston	PROPN	Thurston
,	PUNCT	,
hôtesse	NOUN	hôtesse
chambre	NOUN	chambre
quel	ADJ	quel
la	DET	le
;	PUNCT	;
est	AUX	être
son	DET	son
;	PUNCT	;
le	DET	le
ou	CCONJ	ou
c'	PRON	ce
Enid	PROPN	Enid
,	PUNCT	,
étranger	NOUN	étranger
corde	NOUN	corde
est	AUX	être
crimes	NOUN	crime
,	PUNCT	,
un	DET	un
la	DET	le
un	DET	un
chapitre	NOUN	chapitre
répète	ADJ	répèt
,	PUNCT	,
tous	ADJ	tout
.	PUNCT	.
qu'	SCONJ	que
sont	AUX	être
cela	PRON	cela
sont	AUX	être
jeu	NOUN	jeu
tricher	VERB	tricher
mais	CCONJ	mais
ces	DET	ce
mais	CCONJ	mais
n'	ADV	n'
,	PUNCT	,
apparaît	VERB	apparaître
,	PUNCT	,
sophistiqué	ADJ	sophistiquer
un	DET	un
En	ADP	en
.	PUNCT	.
,	PUNCT	,
au	ADP	au
les	DET	le
fait	NOUN	fait
XXII	ADJ	xxii
certes	ADV	certes
c'	PRON	ce
mystérieux	ADJ	mystérieux
procédés	NOUN	procédé
Je	PRON	je
,	PUNCT	,
jusqu'	ADP	jusque
vous	PRON	vous
le	DET	le
.	PUNCT	.
qui	PRON	qui
à	ADP	à
jeu	NOUN	jeu
usés	VERB	user
réplique	NOUN	réplique
vie	NOUN	vie
policier	ADJ	policier
des	DET	un
faux	ADJ	faux
nous	PRON	nous
La	DET	le
roman	NOUN	roman
l'	DET	le
de	DET	de
genre	NOUN	genre
truqué	VERB	truquer
Et	CCONJ	et
des	ADP	de
embarrasse	VERB	embarrasser
Sam	PROPN	Sam
elle	PRON	lui
