jouer	VERB	jouer
couvert	VERB	couvrir
surtout	ADV	surtout
bien	ADV	bien
dans	ADP	dans
son	DET	son
cet	DET	ce
-ce	PRON	-ce
reste	VERB	reste
bonnes	ADJ	bon
l'	PRON	l'
Était	AUX	être
avoir	VERB	avoir
extrémité	NOUN	extrémité
:	PUNCT	:
à	ADP	à
de	ADP	de
du	ADP	de
de	ADP	de
de	ADP	de
aspect	NOUN	aspect
couleur	NOUN	couleur
.	PUNCT	.
institution	NOUN	institution
minium	NOUN	minium
,	PUNCT	,
vivace	VERB	vivace
Docteur	NOUN	docteur
orange	ADJ	orange
souvenir	NOUN	souvenir
-	PUNCT	-
Dordaine	NOUN	dordaine
enduit	NOUN	enduit
après	ADP	après
?	PUNCT	?
,	PUNCT	,
mon	DET	mon
,	PUNCT	,
ferme	ADJ	ferme
,	PUNCT	,
le	DET	le
la	DET	le
loin	ADV	loin
une	DET	un
droite	NOUN	droite
derrière	ADP	derrière
lait	NOUN	lait
poste	NOUN	poste
;	PUNCT	;
la	DET	le
grille	NOUN	grille
chercher	VERB	chercher
hauteur	NOUN	hauteur
plus	ADV	plus
sur	ADP	sur
du	ADP	de
château	NOUN	château
,	PUNCT	,
rue	NOUN	rue
,	PUNCT	,
on	PRON	on
et	CCONJ	et
allait	VERB	aller
côté	NOUN	côté
gauche	ADJ	gauche
,	PUNCT	,
Si	SCONJ	si
vous	PRON	vous
distinguiez	VERB	distinguer
du	ADP	de
à	ADP	à
vous	PRON	vous
,	PUNCT	,
vous	PRON	vous
,	PUNCT	,
même	ADJ	même
,	PUNCT	,
passiez	VERB	passer
descendiez	VERB	descendre
trottoir	NOUN	trottoir
devant	ADP	devant
la	DET	le
.	PUNCT	.
où	PRON	où
de	ADP	de
une	DET	un
le	DET	le
.	PUNCT	.
les	DET	le
mur	NOUN	mur
Un	DET	un
,	PUNCT	,
classe	NOUN	classe
,	PUNCT	,
le	DET	le
la	DET	le
fils	NOUN	fils
-	PROPN	-
d'	ADP	de
le	DET	le
,	PUNCT	,
dont	PRON	dont
sous	ADP	sous
de	ADP	de
que	SCONJ	que
feuillages	NOUN	feuillage
peu	ADV	peu
voisin	NOUN	voisin
même	ADJ	même
de	ADP	de
du	ADP	de
mon	DET	mon
fleuriste	NOUN	fleuriste
des	ADP	de
platanes	NOUN	platane
les	DET	le
loin	ADV	loin
de	ADP	de
face	NOUN	face
le	DET	le
Arc	PROPN	Arc
,	PUNCT	,
était	AUX	être
En	ADP	en
.	PUNCT	.
enfoui	NOUN	enfoui
trottoir	VERB	trottoir
l'	DET	le
sur	ADP	sur
poste	NOUN	poste
école	NOUN	école
Jeanne	PROPN	Jeanne
plus	ADV	plus
serres	NOUN	serre
,	PUNCT	,
maison	NOUN	maison
la	DET	le
blanche	ADJ	blanc
avenue	NOUN	avenue
trouvé	VERB	trouver
le	DET	le
gauche	NOUN	gauche
,	PUNCT	,
une	DET	un
avions	AUX	avoir
avec	ADP	avec
était	AUX	être
allemand	ADJ	allemand
;	PUNCT	;
petit	ADJ	petit
grand	ADJ	grand
.	PUNCT	.
par	ADP	par
droite	NOUN	droite
les	DET	le
demeure	NOUN	demeure
temple	NOUN	temple
à	ADP	à
bois	NOUN	bois
,	PUNCT	,
pente	NOUN	pente
,	PUNCT	,
douce	VERB	douce
longue	ADJ	long
et	CCONJ	et
une	DET	un
et	CCONJ	et
un	DET	un
fronton	NOUN	fronton
Elle	PRON	lui
à	ADP	à
par	ADP	par
bordée	VERB	border
à	ADP	à
par	ADP	par
,	PUNCT	,
dans	ADP	dans
casque	NOUN	casque
un	DET	un
duquel	PRON	duquel
de	ADP	de
soldat	NOUN	soldat
protestant	NOUN	protestant
en	ADP	en
nous	PRON	nous
un	DET	un
fourrés	NOUN	fourré
,	PUNCT	,
et	CCONJ	et
à	ADP	à
l'	DET	le
droite	NOUN	droite
jardin	VERB	jardin
jardin	NOUN	jardin
perpendiculaire	ADJ	perpendiculaire
sur	ADP	sur
bas	ADJ	bas
.	PUNCT	.
Vers	ADP	vers
Au	ADP	au
nous	PRON	nous
.	PUNCT	.
la	DET	le
ce	DET	ce
la	DET	le
de	ADP	de
auberge	NOUN	auberge
de	ADP	de
bout	NOUN	bout
,	PUNCT	,
saule	ADJ	saul
mitoyenne	VERB	mitoyenne
pleureur	NOUN	pleureur
la	DET	le
gare	NOUN	gare
place	NOUN	place
des	ADP	de
elle	PRON	lui
déserte	ADJ	désert
Plus	ADV	plus
la	DET	le
Bois	NOUN	bois
,	PUNCT	,
toujours	ADV	toujours
,	PUNCT	,
,	PUNCT	,
de	ADP	de
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
la	DET	le
route	NOUN	route
Robin	PROPN	Robin
un	DET	un
et	CCONJ	et
laquelle	PRON	lequel
pente	NOUN	pente
pharmacie	NOUN	pharmacie
appris	VERB	apprendre
galerie	NOUN	galerie
le	PRON	le
de	ADP	de
vous	PRON	vous
avons	AUX	avoir
une	DET	un
du	ADP	de
Dans	ADP	dans
succédaient	VERB	succéder
le	DET	le
trottoir	NOUN	trottoir
était	AUX	être
vélo	NOUN	vélo
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
cinéma	NOUN	cinéma
jardin	ADJ	jardin
sens	NOUN	sens
de	ADP	de
fils	NOUN	fils
faire	VERB	faire
autre	ADJ	autre
du	ADP	de
et	CCONJ	et
la	DET	le
le	DET	le
.	PUNCT	.
de	ADP	de
Le	DET	le
.	PUNCT	.
marchand	NOUN	marchand
Sur	ADP	sur
l'	DET	le
.	PUNCT	.
longiez	VERB	longer
journaux	NOUN	journal
gauche	NOUN	gauche
béton	NOUN	béton
le	DET	le
bâtiment	NOUN	bâtiment
où	PRON	où
se	PRON	se
public	NOUN	public
à	ADP	à
avec	ADP	avec
pharmacien	NOUN	pharmacien
un	DET	un
été	NOUN	été
un	PRON	un
à	ADP	à
père	NOUN	père
paraît	VERB	paraître
,	PUNCT	,
l'	DET	le
attachée	NOUN	attaché
saisons	NOUN	saison
,	PUNCT	,
galerie	NOUN	galerie
.	PUNCT	.
pendant	ADP	pendant
ils	PRON	il
de	ADP	de
les	DET	le
nuit	NOUN	nuit
corde	NOUN	corde
se	PRON	se
s'	PRON	se
une	DET	un
à	ADP	à
autres	ADJ	autre
mes	DET	mon
,	PUNCT	,
camarades	NOUN	camarade
pendent	VERB	pendre
en	ADP	en
gens	NOUN	gens
tué	VERB	tuer
la	DET	le
Les	DET	le
classe	NOUN	classe
Il	PRON	il
en	PRON	en
et	CCONJ	et
.	PUNCT	.
son	DET	son
que	SCONJ	que
une	DET	un
terrasse	NOUN	terrasse
se	PRON	se
il	PRON	il
de	ADP	de
la	DET	le
est	AUX	être
de	ADP	de
avait	AUX	avoir
,	PUNCT	,
qu'	PRON	qu'
le	DET	le
se	PRON	se
terrain	NOUN	terrain
du	ADP	de
chaque	DET	chaque
le	DET	le
préfèrent	VERB	préférer
un	DET	un
cirque	NOUN	cirque
les	DET	le
le	DET	le
marché	NOUN	marché
au	ADP	au
et	CCONJ	et
noyant	VERB	noyer
.	PUNCT	.
était	AUX	être
journaux	NOUN	journal
s'	PRON	se
village	NOUN	village
C'	PRON	ce
marchand	NOUN	marchand
un	DET	un
en	ADP	en
.	PUNCT	.
se	PRON	se
y	PRON	y
dressaient	VERB	dresser
Quelquefois	ADV	quelquefois
l'	PRON	l'
désert	VERB	désert
d'	ADP	de
dans	ADP	dans
,	PUNCT	,
avait	AUX	avoir
rivières	NOUN	rivière
chapiteau	NOUN	chapiteau
maire	NOUN	maire
vendredi	NOUN	vendredi
de	ADP	de
où	PRON	où
dit	VERB	dire
Ensuite	ADV	ensuite
se	PRON	se
tenait	VERB	tenir
qui	PRON	qui
tuer	VERB	tuer
,	PUNCT	,
ambulant	ADJ	ambulant
.	PUNCT	.
morts	NOUN	mort
baraques	NOUN	baraque
du	ADP	de
passage	NOUN	passage
de	ADP	de
et	CCONJ	et
les	DET	le
rue	NOUN	rue
messe	NOUN	messe
Vous	PRON	vous
à	ADP	à
la	DET	le
franchi	VERB	franchir
Noël	PROPN	Noël
foraine	ADJ	forain
église	NOUN	église
mairie	NOUN	mairie
vous	PRON	vous
le	DET	le
à	ADP	à
la	DET	le
celui-ci	PRON	celui-ci
une	DET	un
une	DET	un
devant	ADP	devant
fête	NOUN	fête
monument	NOUN	monument
aux	ADP	à
et	CCONJ	et
.	PUNCT	.
village	NOUN	village
Pour	ADP	pour
.	PUNCT	.
place	NOUN	place
Après	ADP	après
arriviez	VERB	arriver
.	PUNCT	.
le	DET	le
l'	DET	le
,	PUNCT	,
qui	PRON	qui
avoir	AUX	avoir
la	DET	le
montait	VERB	monter
jusqu'	ADP	jusque
niveau	NOUN	niveau
d'	ADP	de
grande	ADJ	grand
de	ADP	de
suiviez	VERB	suivre
d'	ADP	de
nous	PRON	nous
nous	PRON	nous
cette	DET	ce
Hélène	NOUN	hélène
chœur	VERB	chœur
,	PUNCT	,
où	PRON	où
un	DET	un
et	CCONJ	et
.	PUNCT	.
La	DET	le
avait	VERB	avoir
large	ADJ	large
mon	DET	mon
une	DET	un
de	ADP	de
femmes	NOUN	femme
d'	ADP	de
église	NOUN	église
enfants	NOUN	enfant
que	SCONJ	que
avec	ADP	avec
été	AUX	être
,	PUNCT	,
,	PUNCT	,
une	DET	un
quarantaine	NOUN	quarantaine
brune	NOUN	brune
Il	PRON	il
habitions	VERB	habiter
,	PUNCT	,
frère	NOUN	frère
petite	ADJ	petit
n'	ADV	n'
moi	PRON	moi
années	NOUN	année
dans	ADP	dans
était	AUX	être
des	DET	un
tous	ADJ	tout
y	PRON	y
la	DET	le
les	DET	le
deux	PRON	deux
.	PUNCT	.
avions	AUX	avoir
maison	NOUN	maison
front	NOUN	front
dans	ADP	dans
--	PUNCT	--
des	ADP	de
puis	CCONJ	puis
boitait	VERB	boiter
prestige	NOUN	prestige
.	PUNCT	.
et	CCONJ	et
écuyère	ADJ	écuyèr
découvert	VERB	découvrir
taille	NOUN	taille
lui	PRON	lui
donnait	VERB	donner
accident	NOUN	accident
mon	DET	mon
très	ADV	très
nos	DET	notre
proche	ADJ	proche
.	PUNCT	.
.	PUNCT	.
légèrement	ADV	légèrement
rendait	VERB	rendre
du	ADP	de
avions	AUX	avoir
.	PUNCT	.
la	DET	le
Sa	DET	son
Le	DET	le
cirque	NOUN	cirque
yeux	NOUN	oeil
cause	NOUN	cause
acrobate	ADJ	acrobat
nous	PRON	nous
petite	ADJ	petit
du	ADP	de
d'	ADP	de
nous	PRON	nous
que	PRON	que
Elle	PRON	lui
à	ADP	à
travail	NOUN	travail
,	PUNCT	,
un	DET	un
avait	AUX	avoir
et	CCONJ	et
cela	PRON	cela
à	ADP	à
pommettes	NOUN	pommette
été	AUX	être
,	PUNCT	,
Elle	PRON	lui
elle	PRON	lui
et	CCONJ	et
métier	NOUN	métier
voulions	VERB	vouloir
album	NOUN	album
dont	PRON	dont
frère	NOUN	frère
son	DET	son
écuyère	NOUN	écuyer
Médrano	PROPN	Médrano
nous	PRON	nous
montrait	VERB	montrer
avait	AUX	avoir
d'	ADP	de
après-midi	NOUN	après-midi
étaient	AUX	être
monde	NOUN	monde
elle	PRON	lui
des	DET	un
faire	VERB	faire
un	DET	un
dit	VERB	dire
d'	ADP	de
,	PUNCT	,
était	AUX	être
un	DET	un
photos	NOUN	photo
d'	ADP	de
collées	VERB	coller
.	PUNCT	.
depuis	ADP	depuis
tenue	NOUN	tenue
à	ADP	à
un	DET	un
Elle	PRON	lui
--	PROPN	--
en	ADP	en
nous	PRON	nous
où	PRON	où
qu'	SCONJ	que
longtemps	ADV	longtemps
nous	PRON	nous
exerçait	VERB	exercer
et	CCONJ	et
elle	PRON	lui
partie	NOUN	partie
moi	PRON	moi
plus	ADV	plus
et	CCONJ	et
n'	ADV	n'
Elles	PRON	lui
et	CCONJ	et
pour	ADP	pour
:	PUNCT	:
lit	NOUN	lit
son	DET	son
acrobate	NOUN	acrobate
album	NOUN	album
trio	ADJ	trio
music	NOUN	music
feuilleter	VERB	feuilleter
dans	ADP	dans
je	PRON	je
elle	PRON	lui
programmes	NOUN	programme
avant	ADP	avant
mentionnaient	VERB	mentionner
de	ADP	de
m'	PRON	me
Hélène	NOUN	hélène
qui	PRON	qui
lui	PRON	lui
curieux	NOUN	curieux
pages	NOUN	page
hall	NOUN	hall
de	ADP	de
endormir	VERB	endormir
.	PUNCT	.
de	ADP	de
.	PUNCT	.
que	SCONJ	que
un	DET	un
de	ADP	de
mon	DET	mon
Souvent	ADV	souvent
-	PUNCT	-
formaient	VERB	former
nom	NOUN	nom
,	PUNCT	,
demandais	ADJ	demandai
je	PRON	je
,	PUNCT	,
prêter	VERB	prêter
puisse	VERB	pouvoir
le	PRON	le
Toch	PROPN	Toch
des	DET	un
cet	DET	ce
,	PUNCT	,
me	PRON	me
douceur	NOUN	douceur
Annie	PROPN	Annie
les	DET	le
aux	ADP	à
brutal	NOUN	brutal
une	DET	un
,	PUNCT	,
,	PUNCT	,
peut-être	ADV	peut-être
,	PUNCT	,
quelque	DET	quelque
chose	NOUN	chose
droit	ADJ	droit
cause	NOUN	cause
d'	ADP	de
son	DET	son
était	AUX	être
visage	NOUN	visage
contrastait	VERB	contraster
cheveux	ADJ	cheveux
Annie	PROPN	Annie
,	PUNCT	,
,	PUNCT	,
la	DET	le
F.	PROPN	F.
mère	NOUN	mère
avec	ADP	avec
la	DET	le
allure	NOUN	allure
,	PUNCT	,
yeux	NOUN	oeil
visage	NOUN	visage
Annie	PROPN	Annie
de	ADP	de
le	DET	le
Mathilde	PROPN	Mathilde
du	ADP	de
blonde	NOUN	blonde
dans	ADP	dans
le	DET	le
clairs	ADJ	clair
nez	NOUN	nez
et	CCONJ	et
.	PUNCT	.
Mais	CCONJ	mais
courts	NOUN	court
et	CCONJ	et
délicat	NOUN	délicat
à	ADP	à
doux	ADJ	doux
une	DET	un
vieux	ADJ	vieux
,	PUNCT	,
portait	VERB	porter
bleu	NOUN	bleu
qu'	PRON	qu'
du	ADP	de
soir	NOUN	soir
et	CCONJ	et
un	DET	un
d'	ADP	de
une	DET	un
étroits	ADJ	étroit
la	DET	le
marron	ADJ	marron
serrée	ADJ	serrer
--	PUNCT	--
la	DET	le
la	DET	le
sur	ADP	sur
homme	NOUN	homme
,	PUNCT	,
noire	ADJ	noir
de	ADP	de
d'	ADP	de
cuir	NOUN	cuir
taille	NOUN	taille
par	ADP	par
à	ADP	à
pantalons	NOUN	pantalon
elle	PRON	lui
ceinture	ADJ	ceintur
--	PUNCT	--
robe	NOUN	robe
noirs	ADJ	noir
blouson	NOUN	blouson
large	NOUN	large
elle	PRON	lui
pâle	ADJ	pâle
pendant	ADP	pendant
s'	PRON	se
très	ADV	très
.	PUNCT	.
habillait	VERB	habiller
souvent	ADV	souvent
des	DET	un
blouson	NOUN	blouson
Le	DET	le
je	PRON	je
journée	NOUN	journée
.	PUNCT	.
comme	ADP	comme
chignon	NOUN	chignon
-elle	PRON	lui
de	ADP	de
.	PUNCT	.
préférais	NOUN	préférai
en	ADP	en
vieille	ADJ	vieux
Annie	PROPN	Annie
.	PUNCT	.
Toujours	ADV	toujours
l'	PRON	l'
et	CCONJ	et
mère	NOUN	mère
.	PUNCT	.
pas	ADV	pas
.	PUNCT	.
me	PRON	me
vraiment	ADV	vraiment
ressemblait	VERB	ressembler
appelait	VERB	appeler
semblait	VERB	sembler
.	PUNCT	.
lui	PRON	lui
La	DET	le
faisait	VERB	faire
peur	NOUN	peur
Elle	PRON	lui
mère	NOUN	mère
.	PUNCT	.
me	PRON	me
d'	ADP	de
habillée	VERB	habiller
?	PUNCT	?
ne	ADV	ne
Elle	PRON	lui
Était	AUX	être
sombre	NOUN	sombre
Mathilde	PROPN	Mathilde
Un	DET	un
Annie	PROPN	Annie
cheveux	NOUN	cheveu
visage	NOUN	visage
dur	ADJ	dur
sa	DET	son
ça	PRON	cela
gris	NOUN	gris
,	PUNCT	,
Des	DET	un
tard	ADV	tard
elle	PRON	lui
à	ADP	à
et	CCONJ	et
du	ADP	de
l'	DET	le
pourtant	ADV	pourtant
agrafait	VERB	agrafer
de	ADP	de
Annie	NOUN	annie
avait	VERB	avoir
un	DET	un
Je	PRON	je
.	PUNCT	.
pas	ADV	pas
que	SCONJ	que
à	ADP	à
des	DET	un
ai	AUX	avoir
sa	DET	son
ans	NOUN	an
me	PRON	me
natifs	NOUN	natif
l'	PRON	l'
vingt-six	ADJ	vingt-six
était	AUX	être
retrouvé	VERB	retrouver
plus	ADV	plus
j'	PRON	je
la	DET	le
son	DET	son
les	DET	le
:	PUNCT	:
accent	NOUN	accent
cinquantaine	NOUN	cinquantaine
avait	AUX	avoir
chez	ADP	chez
époque	NOUN	époque
Midi	PROPN	Midi
souviens	VERB	souvenir
corsage	NOUN	corsage
.	PUNCT	.
qu'	PRON	qu'
.	PUNCT	.
Elle	PRON	lui
mère	NOUN	mère
ne	ADV	ne
elle	PRON	lui
Nîmes	PROPN	Nîmes
camées	NOUN	camé
matin	NOUN	matin
,	PUNCT	,
à	ADP	à
frère	NOUN	frère
'	PUNCT	'
comme	ADP	comme
Annie	PROPN	Annie
adressait	VERB	adresser
de	ADP	de
cet	DET	ce
appelait	VERB	appeler
:	PUNCT	:
Paris	PROPN	Paris
chambre	NOUN	chambre
avait	VERB	avoir
imbécile	ADJ	imbécile
,	PUNCT	,
fois	NOUN	fois
»	PUNCT	»
et	CCONJ	et
mais	CCONJ	mais
.	PUNCT	.
descendais	VERB	descendre
,	PUNCT	,
,	PUNCT	,
n'	ADV	n'
.	PUNCT	.
Un	DET	un
heureux	ADJ	heureux
,	PUNCT	,
moi	PRON	moi
je	PRON	je
pas	ADV	pas
l	NOUN	l
celui	PRON	celui
accent	NOUN	accent
que	PRON	que
mon	DET	mon
«	NOUN	«
Chaque	DET	chaque
,	PUNCT	,
de	ADP	de
Mathilde	PROPN	Mathilde
elle	PRON	lui
m'	PRON	me
moi	PRON	moi
elle	PRON	lui
s'	PRON	se
ma	DET	mon
que	SCONJ	que
de	ADP	de
prendre	VERB	prendre
madame	NOUN	Monsieur
--	PUNCT	--
,	PUNCT	,
habitude	NOUN	habitude
pour	ADP	pour
,	PUNCT	,
,	PUNCT	,
m'	PRON	me
toutes	ADJ	tout
ces	DET	ce
Je	PRON	je
l'	DET	le
,	PUNCT	,
l'	PRON	l'
d'	ADP	de
dit	VERB	dire
encore	ADV	encore
Bonjour	PROPN	Bonjour
comme	ADP	comme
lui	PRON	lui
sèche	ADJ	sec
petit	ADJ	petit
dit	VERB	dire
déjeuner	NOUN	déjeuner
me	PRON	me
répondre	VERB	répondre
entends	NOUN	entend
imbécile	NOUN	imbécile
.	PUNCT	.
voix	NOUN	voix
elle	PRON	lui
années	NOUN	année
heureux	ADJ	heureux
avait	AUX	avoir
sa	DET	son
:	PUNCT	:
je	PRON	je
avais	ADJ	avai
Et	CCONJ	et
.	PUNCT	.
--	PUNCT	--
,	PUNCT	,
après	ADP	après
,	PUNCT	,
le	DET	le
Bonjour	PROPN	Bonjour
à	ADP	à
:	PUNCT	:
fait	VERB	faire
de	ADP	de
femme	NOUN	femme
imbécile	NOUN	imbécile
ai	AUX	avoir
Mathilde	PROPN	Mathilde
accent	NOUN	accent
une	DET	un
Annie	PROPN	Annie
...	PUNCT	...
acier	NOUN	acier
.	PUNCT	.
,	PUNCT	,
celle-ci	PRON	celui-ci
Madame	NOUN	Monsieur
plus	ADV	plus
appeler	VERB	appeler
gentillesse	NOUN	gentillesse
qu'	SCONJ	que
heureux	ADJ	heureux
m'	PRON	me
sous	ADP	sous
d'	ADP	de
:	PUNCT	:
peux	NOUN	peu
--	PUNCT	--
elle	PRON	lui
avait	AUX	avoir
tard	ADV	tard
La	DET	le
d'	ADP	de
connaissance	NOUN	connaissance
?	PUNCT	?
J'	PRON	je
petite	ADJ	petit
Tu	SCONJ	tu
la	DET	le
,	PUNCT	,
su	VERB	savoir
sa	DET	son
une	DET	un
Hélène	NOUN	hélène
devait	VERB	devoir
trempe	NOUN	trempe
d'	ADP	de
...	PUNCT	...
Nîmes	NOUN	nîme
être	AUX	être
quand	SCONJ	quand
,	PUNCT	,
est	AUX	être
dix-neuf	NUM	dix-neuf
monsieur	NOUN	Monsieur
mère	NOUN	mère
cirque	NOUN	cirque
sur	ADP	sur
avait	AUX	avoir
abandonnant	VERB	abandonner
bourg	NOUN	bourg
tel	ADJ	tel
certainement	ADV	certainement
,	PUNCT	,
deux	NUM	deux
province	NOUN	province
exerçait	VERB	exercer
travaillait	VERB	travailler
et	CCONJ	et
parties	VERB	partir
petite	ADJ	petit
Mathilde	PROPN	Mathilde
Annie	PROPN	Annie
femmes	NOUN	femme
un	DET	un
.	PUNCT	.
sur	ADP	sur
Elle	PRON	lui
Hélène	NOUN	hélène
s'	PRON	se
la	DET	le
,	PUNCT	,
F.	PUNCT	f.
dans	ADP	dans
un	DET	un
le	DET	le
que	SCONJ	que
ascendant	VERB	ascendre
arrêté	VERB	arrêter
sa	DET	son
où	PRON	où
étaient	AUX	être
Un	DET	un
les	DET	le
elle	PRON	lui
jour	NOUN	jour
,	PUNCT	,
F.	PROPN	F.
ans	NOUN	an
,	PUNCT	,
de	ADP	de
avec	ADP	avec
là	ADV	là
vivaient	VERB	vivre
un	DET	un
,	PUNCT	,
Ou	CCONJ	ou
l'	DET	le
où	PRON	où
montait	VERB	monter
sur	ADP	sur
Annie	PROPN	Annie
d'	ADP	de
argent	NOUN	argent
l'	DET	le
trapèze	NOUN	trapèze
mère	NOUN	mère
,	PUNCT	,
de	ADP	de
la	DET	le
l'	DET	le
et	CCONJ	et
près	ADV	près
arrivée	NOUN	arrivée
,	PUNCT	,
et	CCONJ	et
assise	VERB	asseoir
sa	DET	son
imagine	NOUN	imagine
,	PUNCT	,
je	PRON	je
trompettes	NOUN	trompette
cheval	NOUN	cheval
haut	ADJ	haut
.	PUNCT	.
.	PUNCT	.
ont	AUX	avoir
était	AUX	être
-	NUM	-
orchestre	NOUN	orchestre
bien	ADV	bien
de	ADP	de
noir	ADJ	noir
annoncé	VERB	annoncer
Hélène	NOUN	hélène
au	ADP	au
caparaçon	NOUN	caparaçon
les	DET	le
Annie	PROPN	Annie
qui	PRON	qui
le	DET	le
petite	ADJ	petit
appelait	VERB	appeler
se	PRON	se
