Halifax	PROPN	Halifax
tu	ADP	tu
,	PUNCT	,
en	ADP	en
détail	NOUN	détail
de	ADP	de
.	PUNCT	.
Lydia	PROPN	Lydia
suivi	NOUN	suivi
»	PUNCT	»
est	AUX	être
ai	AUX	avoir
,	PUNCT	,
loi	NOUN	loi
m'	PRON	me
la	DET	le
j'	PRON	je
snob	ADJ	snob
méprisable	NOUN	méprisable
est	AUX	être
ne	ADV	ne
peux	VERB	pouvoir
Je	PRON	je
sans	ADP	sans
la	DET	le
de	ADP	de
de	ADP	de
tu	SCONJ	tu
que	SCONJ	que
sur	ADP	sur
cause	NOUN	cause
sais	VERB	savoir
de	ADP	de
comprendre	VERB	comprendre
à	ADP	à
que	SCONJ	que
la	DET	le
télévision	NOUN	télévision
penser	VERB	penser
télévision	NOUN	télévision
Théa	PROPN	Théa
chose	NOUN	chose
situation	NOUN	situation
pas	ADV	pas
.	PUNCT	.
tendue	VERB	tendre
quelque	DET	quelque
nouvelle	ADJ	nouveau
empêcher	VERB	empêcher
que	SCONJ	que
,	PUNCT	,
-	PUNCT	-
me	PRON	me
mais	CCONJ	mais
je	PRON	je
la	DET	le
cru	VERB	croire
trouver	VERB	trouver
-	PUNCT	-
vas	PRON	vas
.	PUNCT	.
de	ADP	de
la	DET	le
,	PUNCT	,
si	SCONJ	si
vue	NOUN	vue
parler	VERB	parler
à	ADP	à
suppose	VERB	suppose
C'	PRON	ce
serait	AUX	être
encore	ADV	encore
prestigieux	ADJ	prestigieux
la	DET	le
.	PUNCT	.
voyait	VERB	voir
de	ADP	de
un	DET	un
à	ADP	à
Lydia	PROPN	Lydia
point	NOUN	point
d'	ADP	de
Je	PRON	je
télévision	NOUN	télévision
un	DET	un
commerciale	ADJ	commercial
l'	DET	le
écran	NOUN	écran
Maurice	PROPN	Maurice
C'	PRON	ce
télé	NOUN	télé
,	PUNCT	,
-	PUNCT	-
plus	ADV	plus
est	AUX	être
est	AUX	être
-	PUNCT	-
démodé	NOUN	démodé
on	PRON	on
avoir	VERB	avoir
et	CCONJ	et
toujours	ADV	toujours
qui	PRON	qui
ça	PRON	cela
le	DET	le
.	PUNCT	.
la	DET	le
travaille	VERB	travaille
que	SCONJ	que
fils	NOUN	fils
.	PUNCT	.
de	ADP	de
a	VERB	avoir
nouveau	ADJ	nouveau
elle	PRON	lui
«	NOUN	«
plupart	NOUN	plupart
il	PRON	il
l'	DET	le
démodés	VERB	démoder
se	PRON	se
débarrasser	VERB	débarrasser
de	ADP	de
très	ADV	très
vue	NOUN	vue
-	PUNCT	-
disais	VERB	dire
.	PUNCT	.
,	PUNCT	,
»	PUNCT	»
je	PRON	je
sa	DET	son
toujours	ADV	toujours
points	NOUN	point
Quand	SCONJ	quand
de	ADP	de
absolument	ADV	absolument
pas	ADV	pas
Non	ADV	non
je	PRON	je
l'	DET	le
a	VERB	avoir
sont	AUX	être
d'	ADP	de
voulais	VERB	vouloir
.	PUNCT	.
Il	PRON	il
du	ADP	de
?	PUNCT	?
femme	NOUN	femme
air	NOUN	air
parler	VERB	parler
-ce	PRON	-ce
de	ADP	de
vouloir	VERB	vouloir
,	PUNCT	,
mes	DET	mon
qu'	SCONJ	que
air	NOUN	air
Est	NOUN	est
Andrew	PROPN	Andrew
à	ADP	à
eut	VERB	avoir
une	DET	un
fil	NOUN	fil
rien	PRON	rien
attaché	VERB	attacher
y	PRON	y
Je	PRON	je
Il	PRON	il
autre	ADJ	autre
bout	NOUN	bout
seulement	ADV	seulement
prendre	VERB	prendre
Hummm	PROPN	Hummm
-	PUNCT	-
à	ADP	à
toujours	ADV	toujours
,	PUNCT	,
femme	NOUN	femme
jamais	ADV	jamais
Gavin	PROPN	Gavin
.	PUNCT	.
.	PUNCT	.
arrivera	VERB	arriver
-	PUNCT	-
alors	ADV	alors
remercie	ADJ	remerci
Bon	PROPN	Bon
elle	PRON	lui
un	DET	un
avance	NOUN	avance
.	PUNCT	.
du	ADP	de
.	PUNCT	.
n'	ADV	n'
d'	ADP	de
avec	ADP	avec
.	PUNCT	.
était	AUX	être
silence	NOUN	silence
Si	SCONJ	si
...	PUNCT	...
à	ADP	à
l'	DET	le
comme	ADP	comme
elle	PRON	lui
Il	PRON	il
passerai	VERB	passer
vivant	ADV	vivant
fais	NOUN	fai
papier	NOUN	papier
-	PUNCT	-
n'	ADV	n'
.	PUNCT	.
-	PUNCT	-
le	DET	le
.	PUNCT	.
Passe	VERB	passer
est	AUX	être
,	PUNCT	,
ma	DET	mon
il	PRON	il
bonne	ADJ	bon
qu'	SCONJ	que
apprécie	VERB	apprécier
.	PUNCT	.
apportera	VERB	apporter
ce	PRON	ce
est	AUX	être
ville	NOUN	ville
te	VERB	te
.	PUNCT	.
je	PRON	je
en	ADP	en
saurai	VERB	savoir
que	SCONJ	que
tu	ADP	tu
beaucoup	ADV	beaucoup
la	DET	le
C'	PRON	ce
moi	PRON	moi
il	PRON	il
chérie	NOUN	chéri
peine	NOUN	peine
allé	VERB	aller
pour	ADP	pour
Ce	PRON	ce
J'	PRON	je
l'	PRON	l'
est	AUX	être
,	PUNCT	,
ou	CCONJ	ou
très	ADV	très
gentil	ADJ	gentil
pas	ADV	pas
quand	SCONJ	quand
moi	PRON	moi
une	DET	un
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
est	AUX	être
juin	NOUN	juin
.	PUNCT	.
journée	NOUN	journée
sœur	ADV	sœur
entre	ADP	entre
-	PUNCT	-
matin	NOUN	matin
du	ADP	de
conversation	NOUN	conversation
proches	ADJ	proche
Américains	NOUN	américain
Comme	SCONJ	comme
Lydia	PROPN	Lydia
Lydia	NOUN	lydia
plupart	NOUN	plupart
ainsi	ADV	ainsi
,	PUNCT	,
téléphonique	ADJ	téléphonique
celles	PRON	celui
disent	ADV	disent
aussi	ADV	aussi
les	DET	le
des	ADP	de
conversations	NOUN	conversation
la	DET	le
se	PRON	se
Thea	PROPN	Thea
fortiori	PRON	fortiori
.	PUNCT	.
25	NUM	25
termina	VERB	terminer
Toi	PROPN	Toi
a	X	avoir
C'	PRON	ce
.	PUNCT	.
entre	ADP	entre
Hoddle	PROPN	Hoddle
la	DET	le
et	CCONJ	et
,	PUNCT	,
le	DET	le
que	SCONJ	que
comme	ADP	comme
sa	DET	son
parents	NOUN	parent
Perceval	NOUN	perceval
à	ADP	à
elle	PRON	lui
pose	VERB	pose
qu'	PRON	qu'
car	CCONJ	car
et	CCONJ	et
,	PUNCT	,
je	PRON	je
nous	PRON	nous
:	PUNCT	:
la	DET	le
forme	NOUN	forme
Lydia	NOUN	lydia
toutes	ADJ	tout
deux	NUM	deux
est	AUX	être
dit	VERB	dire
disait	VERB	dire
qu'	SCONJ	que
on	PRON	on
on	PRON	on
Perceval	NOUN	perceval
et	CCONJ	et
situait	VERB	situer
qu'	PRON	qu'
sur	ADP	sur
Andy	PROPN	Andy
ira	ADV	ira
évident	ADJ	évident
dit	VERB	dire
la	DET	le
,	PUNCT	,
niveaux	NOUN	niveau
,	PUNCT	,
pas	ADV	pas
ce	PRON	ce
Halifax	PROPN	Halifax
ce	PRON	ce
il	PRON	il
ne	ADV	ne
question	NOUN	question
.	PUNCT	.
:	PUNCT	:
seulement	ADV	seulement
pour	ADP	pour
ne	ADV	ne
se	PRON	se
«	NOUN	«
savons	VERB	savoir
pas	ADV	pas
non	ADV	non
deux	PRON	deux
Andy	PROPN	Andy
travail	NOUN	travail
influence	NOUN	influence
par	ADP	par
les	DET	le
qu'	SCONJ	que
eu	VERB	avoir
qu'	SCONJ	que
pas	ADV	pas
supporté	VERB	supporter
.	PUNCT	.
capacités	NOUN	capacité
n'	ADV	n'
j'	PRON	je
dévalorisé	VERB	dévaloriser
en	PRON	en
sur	ADP	sur
idiot	ADJ	idiot
type	NOUN	type
Et	CCONJ	et
ait	AUX	avoir
.	PUNCT	.
pauvre	ADJ	pauvre
Maurice	PROPN	Maurice
lui	PRON	lui
-	PUNCT	-
avais	VERB	avoir
une	DET	un
et	CCONJ	et
Maurice	PROPN	Maurice
est	VERB	être
l'	DET	le
femme	NOUN	femme
un	DET	un
que	SCONJ	que
un	DET	un
que	PRON	que
il	PRON	il
toi	NOUN	toi
impossible	ADJ	impossible
là	ADV	là
n'	ADV	n'
avez	AUX	avoir
et	CCONJ	et
pourquoi	ADV	pourquoi
parce	SCONJ	parce
les	DET	le
est	VERB	être
acheter	VERB	acheter
un	DET	un
sais	NOUN	sai
devenu	VERB	devenir
pour	ADP	pour
Gavin	PROPN	Gavin
d'	ADP	de
tu	PRON	tu
.	PUNCT	.
lui	PRON	lui
ira	ADV	ira
à	ADP	à
Hoddle	PROPN	Hoddle
Maurice	PROPN	Maurice
Gavin	PROPN	Gavin
son	DET	son
.	PUNCT	.
se	PRON	se
de	ADP	de
un	DET	un
avait	VERB	avoir
elle	PRON	lui
alcool	NOUN	alcool
homme	NOUN	homme
les	PRON	le
.	PUNCT	.
chômage	NOUN	chômage
et	CCONJ	et
allocation	NOUN	allocation
»	PUNCT	»
fichtrement	ADV	fichtrement
l'	DET	le
,	PUNCT	,
Halifax	PROPN	Halifax
.	PUNCT	.
,	PUNCT	,
de	ADP	de
serait	AUX	être
toucher	VERB	toucher
,	PUNCT	,
bien	ADV	bien
Thea	X	Thea
:	PUNCT	:
qu'	SCONJ	que
Andy	PROPN	Andy
héros	NOUN	héros
grand	ADJ	grand
«	NOUN	«
Si	SCONJ	si
disait	VERB	dire
voler	VERB	voler
insatisfait	VERB	insatisfaire
idiotes	ADJ	idiot
toi	NOUN	toi
crâne	NOUN	crâne
cause	NOUN	cause
est	AUX	être
idées	NOUN	idée
espèce	NOUN	espèce
mène	VERB	mener
fourrées	VERB	fourrer
dans	ADP	dans
tu	ADP	tu
salope	NOUN	salope
qu'	PRON	qu'
Tu	ADP	tu
à	ADP	à
pour	ADP	pour
essayé	VERB	essayer
,	PUNCT	,
est	VERB	être
as	NOUN	as
,	PUNCT	,
la	DET	le
c'	PRON	ce
vie	NOUN	vie
de	ADP	de
me	PRON	me
as	AUX	avoir
ambitions	NOUN	ambition
que	SCONJ	que
fils	NOUN	fils
il	PRON	il
le	DET	le
absurdes	ADJ	absurde
,	PUNCT	,
mes	DET	mon
de	ADP	de
.	PUNCT	.
eues	ADJ	avoir
tu	ADP	tu
que	SCONJ	que
et	CCONJ	et
lui	PRON	lui
as	PRON	as
des	ADP	de
de	ADP	de
des	ADP	de
de	ADP	de
lui	PRON	lui
écriture	NOUN	écriture
Jamais	ADV	jamais
!	PUNCT	!
grandeur	NOUN	grandeur
Lydia	PROPN	Lydia
idées	NOUN	idée
.	PUNCT	.
tué	ADJ	tuer
,	PUNCT	,
dans	ADP	dans
fils	NOUN	fils
!	PUNCT	!
mises	VERB	mettre
l'	DET	le
serait	AUX	être
termina	VERB	terminer
les	DET	le
.	PUNCT	.
paragraphe	NOUN	paragraphe
absurdes	ADJ	absurde
sans	ADP	sans
en	ADP	en
penchée	ADJ	pencher
ne	ADV	ne
marine	NOUN	marine
se	PRON	se
de	ADP	de
son	DET	son
un	DET	un
tu	ADP	tu
Tu	ADP	tu
et	CCONJ	et
engagé	VERB	engager
»	PUNCT	»
lui	PRON	lui
la	DET	le
élégante	ADJ	élégant
de	ADP	de
Perceval	NOUN	perceval
tête	NOUN	tête
as	NOUN	as
as	PRON	as
l'	DET	le
tué	VERB	tuer
mon	DET	mon
que	SCONJ	que
Gavin	PROPN	Gavin
as	NOUN	as
que	SCONJ	que
Tu	SCONJ	tu
était	AUX	être
aurait	AUX	avoir
bon	ADJ	bon
Elle	PRON	lui
art	NOUN	art
nette	ADJ	net
on	PRON	on
un	DET	un
parce	SCONJ	parce
impression	NOUN	impression
parfaite	ADJ	parfait
d'	ADP	de
étira	VERB	étirer
elle	PRON	lui
à	ADP	à
sa	DET	son
était	AUX	être
bon	ADJ	bon
récompense	NOUN	récompense
posa	VERB	poser
elle	PRON	lui
.	PUNCT	.
elle	PRON	lui
envoyer	VERB	envoyer
tellement	ADV	tellement
directement	ADV	directement
.	PUNCT	.
Lydia	PROPN	Lydia
propre	ADJ	propre
stylo	NOUN	stylo
chapitre	NOUN	chapitre
d'	ADP	de
l'	DET	le
un	DET	un
et	CCONJ	et
,	PUNCT	,
contente	ADJ	content
.	PUNCT	.
génère	NOUN	génère
Un	DET	un
.	PUNCT	.
s'	PRON	se
,	PUNCT	,
La	DET	le
maîtrise	NOUN	maîtrise
son	DET	son
pu	VERB	pouvoir
dans	ADP	dans
qu'	SCONJ	que
paragraphe	NOUN	paragraphe
et	CCONJ	et
qu'	SCONJ	que
jugement	NOUN	jugement
de	ADP	de
drastique	ADJ	drastique
un	DET	un
savait	VERB	savoir
son	DET	son
plan	NOUN	plan
travail	NOUN	travail
point	NOUN	point
de	ADP	de
son	DET	son
.	PUNCT	.
du	ADP	de
son	DET	son
d'	ADP	de
sources	NOUN	source
serait	AUX	être
vue	NOUN	vue
tant	ADV	tant
utilisation	NOUN	utilisation
le	DET	le
avait	AUX	avoir
pas	ADV	pas
fait	VERB	faire
bien	ADV	bien
construit	NOUN	construit
livre	NOUN	livre
-	PUNCT	-
nuancé	VERB	nuancer
sur	ADP	sur
bon	ADJ	bon
vue	NOUN	vue
bien	ADV	bien
,	PUNCT	,
satisfaisant	ADJ	satisfaisant
point	NOUN	point
:	PUNCT	:
des	ADP	de
-que	PUNCT	-que
que	SCONJ	que
irréprochable	ADJ	irréprochable
d'	ADP	de
un	DET	un
historique	ADJ	historique
elle	PRON	lui
et	CCONJ	et
esthétique	ADJ	esthétique
fut	AUX	être
c'	PRON	ce
se	PRON	se
:	PUNCT	:
le	PRON	le
et	CCONJ	et
donnait	VERB	donner
Elle	PRON	lui
arrivé	VERB	arriver
impressionniste	ADJ	impressionniste
regarda	VERB	regarder
ouvertes	VERB	ouvrir
,	PUNCT	,
la	DET	le
une	DET	un
fauteuil	NOUN	fauteuil
.	PUNCT	.
qui	PRON	qui
L'	DET	le
au	DET	au
jardin	VERB	jardin
fenêtre	NOUN	fenêtre
maison	NOUN	maison
tableau	NOUN	tableau
de	ADP	de
la	DET	le
son	DET	son
cytise	NOUN	cytise
,	PUNCT	,
Quant	ADV	quant
l'	DET	le
les	DET	le
un	DET	un
et	CCONJ	et
rouges	ADJ	rouge
avant	NOUN	avant
par	ADP	par
était	AUX	être
sur	ADP	sur
triomphantes	ADJ	triomphant
.	PUNCT	.
premières	ADJ	premier
de	ADP	de
était	AUX	être
roses	NOUN	rose
étaient	AUX	être
à	ADP	à
leva	VERB	lever
vraiment	ADV	vraiment
,	PUNCT	,
été	AUX	être
,	PUNCT	,
nuée	NOUN	nuée
le	DET	le
était	AUX	être
,	PUNCT	,
worth	PROPN	worth
véritable	ADJ	véritable
que	SCONJ	que
ne	ADV	ne
de	ADP	de
en	ADP	en
toute	DET	tout
:	PUNCT	:
rendît	VERB	rendre
non	ADV	non
était	AUX	être
-	PUNCT	-
jaunes	ADJ	jaune
credo	NOUN	credo
trompé	VERB	tromper
Words	PROPN	Words
elles	PRON	lui
elle	PRON	lui
or	NOUN	or
.	PUNCT	.
-	NOUN	-
de	ADP	de
Lydia	PROPN	Lydia
le	DET	le
propos	NOUN	propos
cytise	NOUN	cytise
qu'	SCONJ	que
,	PUNCT	,
chose	NOUN	chose
des	ADP	de
jaune	NOUN	jaune
bien	ADV	bien
s'	PRON	se
tel	ADJ	tel
sont	AUX	être
.	PUNCT	.
jonquilles	NOUN	jonquille
de	ADP	de
La	DET	le
précision	NOUN	précision
à	ADP	à
d'	ADP	de
même	ADV	même
se	PRON	se
,	PUNCT	,
Son	DET	son
toujours	ADV	toujours
.	PUNCT	.
même	ADV	même
fit	VERB	faire
soi	ADV	soi
pas	ADV	pas
historique	ADJ	historique
avec	ADP	avec
plus	ADV	plus
la	DET	le
fenêtre	NOUN	fenêtre
motivations	NOUN	motivation
sur	ADP	sur
est	AUX	être
tour	NOUN	tour
comprendre	VERB	comprendre
de	ADP	de
son	DET	son
,	PUNCT	,
se	PRON	se
,	PUNCT	,
posa	VERB	poser
qu'	SCONJ	que
de	ADP	de
il	PRON	il
bureau	NOUN	bureau
.	PUNCT	.
de	ADP	de
saisir	VERB	saisir
Elle	PRON	lui
se	PRON	se
souvent	ADV	souvent
et	CCONJ	et
ses	DET	son
difficile	ADJ	difficile
regard	NOUN	regard
-	PROPN	-
le	DET	le
que	SCONJ	que
s'	PRON	se
propres	ADJ	propre
un	DET	un
éloigna	NOUN	éloigna
de	ADP	de
de	ADP	de
compte	NOUN	compte
personnage	NOUN	personnage
tendresse	NOUN	tendresse
comprendre	VERB	comprendre
,	PUNCT	,
photos	NOUN	photo
Nicolas	PROPN	Nicolas
chien	NOUN	chien
un	DET	un
et	CCONJ	et
les	DET	le
et	CCONJ	et
tableau	NOUN	tableau
aimait	VERB	aimer
Byron	PROPN	Byron
débarquant	VERB	débarquer
Lawrence	PROPN	Lawrence
George	PROPN	George
qu'	PRON	qu'
dans	ADP	dans
Charlotte	PROPN	Charlotte
moto	NOUN	moto
paysage	NOUN	paysage
,	PUNCT	,
reine	NOUN	reine
sur	ADP	sur
un	DET	un
les	DET	le
la	DET	le
reproductions	NOUN	reproduction
de	ADP	de
rochers	NOUN	rocher
un	DET	un
Breeley	PROPN	Breeley
II	NUM	II
d'	ADP	de
elle	PRON	lui
d'	ADP	de
;	PUNCT	;
:	PUNCT	:
détail	NOUN	détail
son	DET	son
bateau	NOUN	bateau
une	DET	un
à	ADP	à
T.E.	DET	t.e.
George	PROPN	George
Cowes	PROPN	Cowes
et	CCONJ	et
par	ADP	par
et	CCONJ	et
V	ADJ	v
de	ADP	de
;	PUNCT	;
faiblesse	NOUN	faiblesse
.	PUNCT	.
,	PUNCT	,
avait	VERB	avoir
et	CCONJ	et
,	PUNCT	,
Sanders	PROPN	Sanders
ans	NOUN	an
pouvoir	VERB	pouvoir
de	ADP	de
un	DET	un
danger	AUX	danger
arrêté	VERB	arrêter
.	PUNCT	.
les	DET	le
habitude	NOUN	habitude
-là	PRON	-là
il	PRON	il
fumer	VERB	fumer
toujours	ADV	toujours
celui	PRON	celui
de	ADP	de
devait	VERB	devoir
,	PUNCT	,
comme	ADP	comme
dans	ADP	dans
comme	ADP	comme
une	DET	un
de	ADP	de
.	PUNCT	.
considérant	VERB	considérer
elle	PRON	lui
moments	NOUN	moment
malodorant	VERB	malodorer
Elle	PRON	lui
repos	NOUN	repos
qu'	PRON	qu'
elle	PRON	lui
l'	DET	le
fumer	VERB	fumer
la	DET	le
avait	AUX	avoir
avait	VERB	avoir
nicotine	NOUN	nicotine
comme	ADP	comme
fumé	ADJ	fumé
Autrefois	PROPN	Autrefois
trois	NUM	trois
surmonter	VERB	surmonter
y	PRON	y
,	PUNCT	,
elle	PRON	lui
se	PRON	se
cigarette	NOUN	cigarette
la	DET	le
vraiment	ADV	vraiment
Et	CCONJ	et
regard	NOUN	regard
par	ADP	par
dit	VERB	dire
accrochée	ADJ	accrocher
au-dessus	ADV	au-dessus
moments	NOUN	moment
dessus	NOUN	dessus
.	PUNCT	.
bibliothèque	NOUN	bibliothèque
remplace	VERB	remplacer
on	PRON	on
de	ADP	de
pour	ADP	pour
ne	ADV	ne
où	PRON	où
qui	PRON	qui
avait	AUX	avoir
rien	PRON	rien
surmontée	VERB	surmonter
la	DET	le
porte	VERB	porte
près	ADV	près
occuper	VERB	occuper
tourna	VERB	tourner
photo	NOUN	photo
Cela	PRON	cela
de	ADP	de
entre	ADP	entre
,	PUNCT	,
la	DET	le
une	DET	un
petite	ADJ	petit
l'	DET	le
vers	ADP	vers
les	DET	le
.	PUNCT	.
la	DET	le
photo	NOUN	photo
s'	PRON	se
l'	PRON	l'
Son	DET	son
-	NOUN	-
écrit	VERB	écrire
comme	ADP	comme
,	PUNCT	,
ne	ADV	ne
uniforme	NOUN	uniforme
époque	NOUN	époque
dans	ADP	dans
toutes	ADJ	tout
il	PRON	il
.	PUNCT	.
celle	PRON	celui
.	PUNCT	.
A	ADP	à
Navy	PROPN	Navy
lui	PRON	lui
chère	ADJ	cher
il	PRON	il
Gavin	PROPN	Gavin
un	DET	un
à	ADP	à
de	ADP	de
neveu	NOUN	neveu
,	PUNCT	,
ambassade	NOUN	ambassade
était	AUX	être
son	DET	son
douloureusement	ADV	douloureusement
Washington	PROPN	Washington
,	PUNCT	,
était	AUX	être
de	ADP	de
parte	VERB	partir
d'	ADP	de
:	PUNCT	:
cette	DET	ce
la	DET	le
de	ADP	de
attaché	NOUN	attaché
son	DET	son
,	PUNCT	,
prise	NOUN	prise
pour	ADP	pour
Royal	NOUN	royal
avant	ADP	avant
les	DET	le
Malouines	NOUN	malouine
lieutenant	NOUN	lieutenant
lui	PRON	lui
qu'	SCONJ	que
Il	PRON	il
mois	NOUN	mois
l'	DET	le
sans	ADP	sans
conquêtes	NOUN	conquête
et	CCONJ	et
photo	NOUN	photo
ses	DET	son
écrivait	VERB	écrire
aux	ADP	à
,	PUNCT	,
de	ADP	de
.	PUNCT	.
Sur	ADP	sur
Elle	PRON	lui
et	CCONJ	et
lui	PRON	lui
en	ADP	en
de	ADP	de
penser	VERB	penser
,	PUNCT	,
de	ADP	de
,	PUNCT	,
avait	AUX	avoir
irréprochable	ADJ	irréprochable
,	PUNCT	,
travail	NOUN	travail
pour	ADP	pour
il	PRON	il
fixait	VERB	fixer
studio	NOUN	studio
nouveaux	ADJ	nouveau
qu'	PRON	qu'
,	PUNCT	,
parler	VERB	parler
cette	DET	ce
amis	NOUN	ami
son	DET	son
objectif	NOUN	objectif
projets	NOUN	projet
prise	ADJ	pris
adoré	VERB	adorer
il	PRON	il
.	PUNCT	.
lui	PRON	lui
devait	VERB	devoir
faire	VERB	faire
ses	DET	son
arrêt	NOUN	arrêt
et	CCONJ	et
fier	PROPN	fier
à	ADP	à
à	ADP	à
.	PUNCT	.
esprit	NOUN	esprit
des	ADP	de
d'	ADP	de
une	DET	un
courageux	ADJ	courageux
l'	DET	le
village	NOUN	village
arrêta	VERB	arrêter
en	ADP	en
chemisettes	NOUN	chemisette
se	PRON	se
Gavin	PROPN	Gavin
Lydia	PROPN	Lydia
,	PUNCT	,
qu'	SCONJ	que
mieux	NOUN	mieux
montent	VERB	monter
garçons	NOUN	garçon
tandis	ADV	tandis
souvenait	VERB	souvenir
le	DET	le
cœur	NOUN	cœur
instant	NOUN	instant
de	ADP	de
la	DET	le
colline	NOUN	colline
ils	PRON	il
celle	PRON	celui
:	PUNCT	:
depuis	ADP	depuis
s'	PRON	se
,	PUNCT	,
dont	PRON	dont
un	DET	un
vélo	VERB	vélo
image	NOUN	image
été	NOUN	été
le	DET	le
en	ADP	en
elle	PRON	lui
lui	PRON	lui
shorts	VERB	shorts
