vraiment	ADV	vraiment
et	CCONJ	et
leur	DET	leur
moi	PRON	moi
détails	NOUN	détail
,	PUNCT	,
ils	PRON	il
chaud	NOUN	chaud
,	PUNCT	,
tard	ADV	tard
je	PRON	je
,	PUNCT	,
j'	PRON	je
,	PUNCT	,
à	ADP	à
les	DET	le
au	ADP	au
ai	AUX	avoir
en	ADP	en
chaque	DET	chaque
plus	ADV	plus
bien	ADV	bien
tous	ADJ	tout
temps	NOUN	temps
vidaient	VERB	vider
mêmes	ADJ	même
fois	NOUN	fois
,	PUNCT	,
rancœurs	NOUN	rancœur
...	PUNCT	...
,	PUNCT	,
Ça	CCONJ	ça
ressassant	VERB	ressasser
le	DET	le
sac	NOUN	sac
belles	NOUN	beau
Nane	PROPN	Nane
de	ADP	de
les	DET	le
aussi	ADV	aussi
A+	PROPN	A+
de	ADP	de
coût	NOUN	coût
à	ADP	à
.	PUNCT	.
propos	NOUN	propos
de	ADP	de
les	DET	le
de	ADP	de
mère	NOUN	mère
j'	PRON	je
les	DET	le
.	PUNCT	.
ai	AUX	avoir
A+	NOUN	a+
Après	ADP	après
plus	ADV	plus
tellement	ADV	tellement
Une	DET	un
A.	PROPN	A.
bonne	ADJ	bon
entendu	VERB	entendre
de	ADP	de
en	PRON	en
,	PUNCT	,
l'	DET	le
Pas	ADV	pas
porteuse	ADJ	porteur
Nane	PROPN	Nane
c'	PRON	ce
Catégorie	NOUN	catégorie
!	PUNCT	!
et	CCONJ	et
,	PUNCT	,
chères	ADJ	cher
escalier	NOUN	escalier
est	AUX	être
ajouter	VERB	ajouter
!	PUNCT	!
A	NOUN	a
+	ADP	plus
.	PUNCT	.
au	ADP	au
cause	NOUN	cause
A	AUX	avoir
Nane	PROPN	Nane
argent	NOUN	argent
ai	AUX	avoir
seulement	ADV	seulement
se	PRON	se
de	ADP	de
l'	DET	le
j'	PRON	je
la	DET	le
si	SCONJ	si
bêtises	NOUN	bêtise
qu'	PRON	qu'
sur	ADP	sur
.	PUNCT	.
de	ADP	de
mis	VERB	mettre
fait	VERB	faire
.	PUNCT	.
se	PRON	se
une	DET	un
bien	ADV	bien
l'	DET	le
pour	ADP	pour
mais	CCONJ	mais
avait	AUX	avoir
question	NOUN	question
disputer	VERB	disputer
pour	ADP	pour
à	ADP	à
et	CCONJ	et
commencé	VERB	commencer
Et	CCONJ	et
savoir	VERB	savoir
ils	PRON	il
se	PRON	se
on	PRON	on
.	PUNCT	.
prendre	VERB	prendre
sont	AUX	être
escalier	NOUN	escalier
à	ADP	à
rattraper	VERB	rattraper
est	VERB	être
faire	VERB	faire
des	DET	un
A	NOUN	a
,	PUNCT	,
quand	SCONJ	quand
semence	NOUN	semence
C'	PRON	ce
enfant	NOUN	enfant
père	NOUN	père
angoisse	VERB	angoisse
un	DET	un
...	PUNCT	...
en	ADP	en
Mon	DET	mon
s'	PRON	se
toutes	ADJ	tout
il	PRON	il
doute	NOUN	doute
de	ADP	de
était	AUX	être
chances	NOUN	chance
vrai	ADJ	vrai
Tant	ADV	tant
faire	VERB	faire
la	DET	le
à	ADP	à
donneur	NOUN	donneur
bien	ADV	bien
mieux	ADV	mieux
mettre	VERB	mettre
c'	PRON	ce
cru	VERB	croire
est	VERB	être
programmer	VERB	programmer
un	DET	un
qu'	SCONJ	que
la	DET	le
toujours	ADV	toujours
autant	ADV	autant
,	PUNCT	,
lui-même	PRON	lui-même
carte	NOUN	carte
avait	AUX	avoir
,	PUNCT	,
choisissant	VERB	choisir
«	NOUN	«
que	SCONJ	que
,	PUNCT	,
génétique	ADJ	génétique
.	PUNCT	.
toujours	ADV	toujours
il	PRON	il
dont	PRON	dont
,	PUNCT	,
Il	PRON	il
les	DET	le
sienne	NOUN	sienne
du	ADP	de
son	DET	son
mémé	NOUN	mémé
prétendu	VERB	prétendre
avait	VERB	avoir
mère	NOUN	mère
de	ADP	de
la	DET	le
Une	DET	un
père	NOUN	père
qu'	SCONJ	que
il	PRON	il
rouler	VERB	rouler
grand-mère	NOUN	grand-mère
Disait	VERB	dire
la	DET	le
ma	DET	mon
donneur	NOUN	donneur
.	PUNCT	.
qu'	SCONJ	que
,	PUNCT	,
sur	ADP	sur
.	PUNCT	.
.	PUNCT	.
Après	ADV	après
»	PUNCT	»
Ma	DET	mon
grand-mère	NOUN	grand-mère
mémé	NOUN	mémé
s'	PRON	se
à	ADP	à
maternel	ADJ	maternel
mon	DET	mon
y	PRON	y
était	AUX	être
.	PUNCT	.
côté	NOUN	côté
a	AUX	avoir
aussi	ADV	aussi
le	DET	le
témoin	NOUN	témoin
fait	VERB	faire
Elle	PRON	lui
.	PUNCT	.
Parce	SCONJ	parce
il	PRON	il
côté	NOUN	côté
prenait	VERB	prendre
vraie	NOUN	vraie
.	PUNCT	.
ne	ADV	ne
A	ADP	à
ça	PRON	cela
bien	ADV	bien
enfermer	VERB	enfermer
lisse	ADJ	lisse
.	PUNCT	.
Quand	SCONJ	quand
d'	ADP	de
ni	CCONJ	ni
elle	PRON	lui
allait	VERB	aller
mais	CCONJ	mais
,	PUNCT	,
Pas	ADV	pas
Max	PROPN	Max
bien	ADV	bien
!	PUNCT	!
Même	ADV	même
régénérée	VERB	régénérer
Toujours	ADV	toujours
si	SCONJ	si
,	PUNCT	,
ancienne	ADJ	ancien
.	PUNCT	.
.	PUNCT	.
quand	SCONJ	quand
ça	PRON	cela
.	PUNCT	.
un	DET	un
criait	VERB	crier
pas	ADV	pas
adoptée	VERB	adopter
s'	PRON	se
peu	ADV	peu
louée	VERB	louer
criait	VERB	crier
et	CCONJ	et
avec	ADP	avec
jolie	ADJ	joli
trop	ADV	trop
fragile	ADJ	fragile
préférée	NOUN	préféré
fort	ADV	fort
,	PUNCT	,
,	PUNCT	,
l'	DET	le
...	PUNCT	...
ailleurs	ADV	ailleurs
Ma	DET	mon
.	PUNCT	.
qu'	SCONJ	que
doit	VERB	devoir
le	DET	le
toutes	ADJ	tout
c'	PRON	ce
parce	SCONJ	parce
se	PRON	se
à	ADP	à
supporter	VERB	supporter
acoustiques	ADJ	acoustique
éparpillés	VERB	éparpiller
gauche	NOUN	gauche
.	PUNCT	.
jamais	ADV	jamais
pièces	NOUN	pièce
,	PUNCT	,
,	PUNCT	,
Émetteurs	NOUN	émetteur
surveillant	ADJ	surveillant
César	NOUN	césar
en	ADP	en
échappe	VERB	échappe
n'	ADV	n'
.	PUNCT	.
a	AUX	avoir
-	PUNCT	-
récepteurs	NOUN	récepteur
.	PUNCT	.
Le	DET	le
aux	ADP	à
n'	ADV	n'
pu	VERB	pouvoir
dans	ADP	dans
panneau	NOUN	panneau
César	PROPN	César
Rien	PRON	rien
est	AUX	être
les	DET	le
entrant	VERB	entrer
guetteurs	ADJ	guetteur
à	ADP	à
comme	SCONJ	comme
optiques	NOUN	optique
et	CCONJ	et
.	PUNCT	.
elle	PRON	lui
il	PRON	il
César	PROPN	César
relié	VERB	relier
même	ADJ	même
on	PRON	on
déjeuner	NOUN	déjeuner
un	DET	un
code	NOUN	code
vous	PRON	vous
Jamais	ADV	jamais
petit	ADJ	petit
point	NOUN	point
qu'	SCONJ	que
de	ADP	de
besoin	NOUN	besoin
vous	PRON	vous
la	DET	le
.	PUNCT	.
du	ADP	de
il	PRON	il
ordonnance	NOUN	ordonnance
adapté	VERB	adapter
bilan	NOUN	bilan
,	PUNCT	,
trouvez	VERB	trouver
le	DET	le
lui	PRON	lui
dort	VERB	dormir
échappe	VERB	échappe
.	PUNCT	.
En	ADP	en
soigneur	NOUN	soigneur
santé	NOUN	santé
,	PUNCT	,
,	PUNCT	,
Pendant	ADP	pendant
le	DET	le
,	PUNCT	,
on	PRON	on
temps	NOUN	temps
fait	VERB	faire
info	ADJ	info
l'	DET	le
avec	ADP	avec
et	CCONJ	et
côté	NOUN	côté
en	ADP	en
cas	NOUN	cas
de	ADP	de
ne	ADV	ne
du	ADP	de
sur	ADP	sur
à	ADP	à
César	PROPN	César
et	CCONJ	et
-	NOUN	-
programme	NOUN	programme
pour	ADP	pour
,	PUNCT	,
consommation	NOUN	consommation
salon	NOUN	salon
en	ADP	en
,	PUNCT	,
et	CCONJ	et
des	DET	un
le	DET	le
,	PUNCT	,
la	DET	le
habiller	VERB	habiller
nourriture	NOUN	nourriture
sera	AUX	être
La	DET	le
optimal	ADJ	optimal
et	CCONJ	et
temps	NOUN	temps
charge	NOUN	charge
réserves	NOUN	réserve
énergie	NOUN	énergie
de	ADP	de
sécurité	NOUN	sécurité
,	PUNCT	,
.	PUNCT	.
votre	DET	votre
jardin	VERB	jardin
en	ADP	en
maison	NOUN	maison
conseils	NOUN	conseil
journée	NOUN	journée
en	ADP	en
s'	PRON	se
le	DET	le
s'	PRON	se
qui	PRON	qui
pendant	ADP	pendant
,	PUNCT	,
dans	ADP	dans
les	DET	le
pauses	NOUN	pause
de	ADP	de
les	DET	le
le	DET	le
permanence	NOUN	permanence
simulé	VERB	simuler
prose	NOUN	prose
jusqu'	ADP	jusque
Dès	ADP	dès
entretien	NOUN	entretien
sa	DET	son
au	ADP	au
analysant	VERB	analyser
.	PUNCT	.
c'	PRON	ce
la	DET	le
va	VERB	aller
pas	ADV	pas
à	ADP	à
ça	PRON	cela
qui	PRON	qui
voix	NOUN	voix
veillant	VERB	veiller
comportementale	ADJ	comportemental
timbrée	ADJ	timbrer
des	ADP	de
et	CCONJ	et
la	DET	le
Et	CCONJ	et
moindre	ADJ	moindre
,	PUNCT	,
insecte	NOUN	insecte
distille	NOUN	distille
une	DET	un
bien	ADV	bien
comme	SCONJ	comme
que	SCONJ	que
.	PUNCT	.
frôle	VERB	frôle
,	PUNCT	,
il	PRON	il
maison	NOUN	maison
harmonieuse	NOUN	harmonieuse
bon	ADJ	bon
belle	ADJ	bel
normalité	NOUN	normalité
quelque	DET	quelque
veille	VERB	veille
la	DET	le
chose	NOUN	chose
ne	ADV	ne
servants	NOUN	servant
au	ADP	au
famille	NOUN	famille
est	AUX	être
de	ADP	de
oreille	NOUN	oreille
énerve	VERB	énerve
,	PUNCT	,
interroge	NOUN	interroge
enferme	VERB	enferme
on	PRON	on
qui	PRON	qui
César	PROPN	César
ça	PRON	cela
,	PUNCT	,
!	PUNCT	!
Mémé	PROPN	Mémé
ce	DET	ce
!	PUNCT	!
,	PUNCT	,
lui	PRON	lui
si	SCONJ	si
beaucoup	ADV	beaucoup
ronchonner	VERB	ronchonner
.	PUNCT	.
que	SCONJ	que
Max	PROPN	Max
Et	CCONJ	et
!	PUNCT	!
parle	VERB	parle
Max	PROPN	Max
dans	ADP	dans
son	DET	son
pour	ADP	pour
vieux	ADJ	vieux
mais	CCONJ	mais
...	PUNCT	...
lui	PRON	lui
s'	PRON	se
modèle	NOUN	modèle
ne	ADV	ne
complaisante	ADJ	complaisant
l'	DET	le
avec	ADP	avec
,	PUNCT	,
beaucoup	ADV	beaucoup
,	PUNCT	,
limité	ADJ	limité
plus	ADV	plus
discret	ADJ	discret
Un	DET	un
mémé	ADJ	mémé
que	SCONJ	que
recommence	NOUN	recommence
plus	ADV	plus
vaut	VERB	valoir
père	NOUN	père
ne	ADV	ne
.	PUNCT	.
père	NOUN	père
le	DET	le
Mon	DET	mon
mémé	NOUN	mémé
travail	NOUN	travail
de	ADP	de
...	PUNCT	...
Alors	ADV	alors
.	PUNCT	.
Il	PRON	il
la	PRON	le
agressif	ADJ	agressif
ça	PRON	cela
peut	VERB	pouvoir
ce	PRON	ce
Il	PRON	il
,	PUNCT	,
Qui	PRON	qui
son	DET	son
que	SCONJ	que
humeur	NOUN	humeur
de	ADP	de
qui	PRON	qui
ne	ADV	ne
,	PUNCT	,
plaint	VERB	plaindre
veut	VERB	vouloir
pour	ADP	pour
sentir	VERB	sentir
mon	DET	mon
à	ADP	à
mauvaise	ADJ	mauvais
rien	PRON	rien
déconcentre	NOUN	déconcentre
devient	VERB	devenir
ne	ADV	ne
pas	ADV	pas
César	PROPN	César
faire	VERB	faire
l'	PRON	l'
écouter	VERB	écouter
se	PRON	se
prétend	VERB	prétendre
puisque	SCONJ	puisque
.	PUNCT	.
rien	PRON	rien
entrer	VERB	entrer
représentant	ADJ	représentant
mon	DET	mon
vu	VERB	voir
:	PUNCT	:
J'	PRON	je
est	AUX	être
à	ADP	à
,	PUNCT	,
un	DET	un
traitée	VERB	traiter
d'	ADP	de
lecture	NOUN	lecture
quoi	PRON	quoi
qu'	SCONJ	que
Puisqu'	SCONJ	puisque
...	PUNCT	...
je	PRON	je
ne	ADV	ne
ça	PRON	cela
voyageait	VERB	voyager
,	PUNCT	,
maisons	NOUN	maison
Il	PRON	il
ça	PRON	cela
paraît	VERB	paraître
peut	VERB	pouvoir
pas	ADV	pas
on	PRON	on
mon	DET	mon
père	NOUN	père
les	DET	le
autrefois	ADJ	autrefoi
imbécile	NOUN	imbécile
terminal	NOUN	terminal
représentant	NOUN	représentant
dans	ADP	dans
avais	VERB	avoir
«	NOUN	«
et	CCONJ	et
qui	PRON	qui
de	ADP	de
avais	VERB	avoir
m'	PRON	me
avait	AUX	avoir
sur	ADP	sur
.	PUNCT	.
dit	VERB	dire
à	ADP	à
l'	PRON	l'
tout	ADJ	tout
sert	NOUN	sert
,	PUNCT	,
Bibliothèque	NOUN	bibliothèque
les	DET	le
de	ADP	de
ça	PRON	cela
Lui	NOUN	lui
Sur	ADP	sur
lui	PRON	lui
sûr	ADJ	sûr
,	PUNCT	,
bien	ADV	bien
écran	NOUN	écran
»	PUNCT	»
sur	ADP	sur
référence	NOUN	référence
n'	ADV	n'
terminal	NOUN	terminal
centrale	ADJ	central
la	DET	le
qu'	SCONJ	que
.	PUNCT	.
voyager	VERB	voyager
donné	VERB	donner
?	PUNCT	?
.	PUNCT	.
Comme	ADP	comme
son	DET	son
mais	CCONJ	mais
ses	DET	son
monde	NOUN	monde
Je	PRON	je
il	PRON	il
je	PRON	je
ai	AUX	avoir
le	DET	le
la	DET	le
traite	NOUN	traite
il	PRON	il
affaires	NOUN	affaire
savais	VERB	savoir
jamais	ADV	jamais
,	PUNCT	,
bien	ADV	bien
,	PUNCT	,
de	ADP	de
.	PUNCT	.
l'	DET	le
appellerait	VERB	appeler
parle	VERB	parle
le	DET	le
reflète	VERB	refléter
il	PRON	il
est	AUX	être
et	CCONJ	et
,	PUNCT	,
voix	NOUN	voix
n'	ADV	n'
tête	NOUN	tête
humeur	NOUN	humeur
...	PUNCT	...
seulement	ADV	seulement
avait	VERB	avoir
bien	ADV	bien
.	PUNCT	.
,	PUNCT	,
se	PRON	se
que	SCONJ	que
coupe	VERB	coupe
fait	VERB	faire
l'	DET	le
il	PRON	il
potentiel	ADJ	potentiel
il	PRON	il
voit	VERB	voir
j'	PRON	je
en	PRON	en
Voilà	VERB	voilà
visu	NOUN	visu
encore	ADV	encore
s'	SCONJ	s'
la	DET	le
C'	PRON	ce
,	PUNCT	,
qu'	PRON	qu'
comme	ADP	comme
s'	SCONJ	s'
drôle	VERB	drôle
interlocuteur	NOUN	interlocuteur
bien	ADV	bien
non	ADV	non
mais	CCONJ	mais
plus	ADV	plus
l'	DET	le
la	DET	le
client	ADV	client
la	DET	le
y	PRON	y
méfie	VERB	méfier
en	PRON	en
de	ADP	de
Vers	ADP	vers
.	PUNCT	.
avant	ADV	avant
.	PUNCT	.
rien	PRON	rien
.	PUNCT	.
c'	PRON	ce
.	PUNCT	.
ans	NOUN	an
,	PUNCT	,
les	DET	le
pour	ADP	pour
la	DET	le
j'	PRON	je
changé	VERB	changer
C'	PRON	ce
commencé	VERB	commencer
C'	PRON	ce
a	AUX	avoir
maisons	NOUN	maison
que	SCONJ	que
.	PUNCT	.
n'	ADV	n'
Dans	ADP	dans
à	ADP	à
m'	PRON	me
ai	AUX	avoir
vrai	ADJ	vrai
les	DET	le
,	PUNCT	,
maison	NOUN	maison
pas	ADV	pas
.	PUNCT	.
Rien	PRON	rien
douter	VERB	douter
Presque	ADV	presque
,	PUNCT	,
.	PUNCT	.
neuf	NUM	neuf
Dans	ADP	dans
presque	ADV	presque
ou	CCONJ	ou
dix	NUM	dix
est	VERB	être
changé	VERB	changer
vrai	ADJ	vrai
était	AUX	être
est	AUX	être
-ce	PRON	-ce
surtout	ADV	surtout
mise	VERB	mettre
compris	ADJ	compris
que	SCONJ	que
ai	AUX	avoir
moi	PRON	moi
suis	AUX	être
pour	ADP	pour
Tant	ADV	tant
:	PUNCT	:
Est	NOUN	est
pas	ADV	pas
vrai	ADJ	vrai
engueulaient	VERB	engueuler
est	AUX	être
l'	PRON	l'
concernée	VERB	concerner
jeu	NOUN	jeu
,	PUNCT	,
ne	ADV	ne
tellement	ADV	tellement
est	VERB	être
ils	PRON	il
je	PRON	je
s'	PRON	se
?	PUNCT	?
Est	NOUN	est
un	DET	un
ne	ADV	ne
alors	ADV	alors
c'	PRON	ce
.	PUNCT	.
-ce	PRON	-ce
me	PRON	me
que	SCONJ	que
que	SCONJ	que
pas	ADV	pas
c'	PRON	ce
sentie	NOUN	sentie
à	ADP	à
suis	AUX	être
Je	PRON	je
me	PRON	me
demander	VERB	demander
je	PRON	je
qu'	SCONJ	que
me	PRON	me
de	ADP	de
.	PUNCT	.
supporter	VERB	supporter
On	PRON	on
qu'	PRON	qu'
même	ADV	même
:	PUNCT	:
-	ADV	-
?	PUNCT	?
pensé	VERB	penser
de	ADP	de
s'	PRON	se
Je	PRON	je
veux	VERB	vouloir
Comment	ADV	comment
maison	NOUN	maison
ils	PRON	il
ils	PRON	il
Peut	ADV	peut
Et	CCONJ	et
forçaient	VERB	forcer
qu'	SCONJ	que
.	PUNCT	.
savoir	VERB	savoir
cause	NOUN	cause
bien	ADV	bien
plus	ADV	plus
qu'	SCONJ	que
à	ADP	à
se	PRON	se
se	PRON	se
se	PRON	se
ils	PRON	il
A	ADP	à
ne	ADV	ne
dire	VERB	dire
détestent	VERB	détester
aiment	VERB	aimer
.	PUNCT	.
être	ADV	être
qu'	SCONJ	que
?	PUNCT	?
se	PRON	se
.	PUNCT	.
j'	PRON	je
forçaient	VERB	forcer
.	PUNCT	.
ils	PRON	il
dirait	VERB	dire
ai	AUX	avoir
la	DET	le
puis	CCONJ	puis
.	PUNCT	.
Elle	PRON	lui
Je	PRON	je
coûté	VERB	coûter
.	PUNCT	.
leur	PRON	leur
.	PUNCT	.
.	PUNCT	.
un	DET	un
Ils	PRON	il
tout	ADJ	tout
le	DET	le
pas	ADV	pas
tarée	VERB	tarer
aimaient	NOUN	aimaient
me	PRON	me
Elle	PRON	lui
passer	VERB	passer
:	PUNCT	:
cher	ADJ	cher
.	PUNCT	.
s'	PRON	se
suis	AUX	être
ils	PRON	il
aiment	NOUN	aiment
l'	DET	le
sauf	ADP	sauf
moi	PRON	moi
disais	VERB	dire
Ils	PRON	il
me	PRON	me
je	PRON	je
.	PUNCT	.
monde	NOUN	monde
ne	ADV	ne
l'	DET	le
Moi	PRON	moi
a	AUX	avoir
Je	PRON	je
en	PRON	en
disais	VERB	dire
peuvent	VERB	pouvoir
Bien	ADV	bien
:	PUNCT	:
comme	ADP	comme
.	PUNCT	.
,	PUNCT	,
sûr	ADJ	sûr
peu	ADV	peu
.	PUNCT	.
vu	VERB	voir
Quelque	DET	quelque
non	ADV	non
labo	NOUN	labo
Nane	PROPN	Nane
peut-être	ADV	peut-être
.	PUNCT	.
obligé	ADJ	obliger
.	PUNCT	.
mal	ADV	mal
la	DET	le
faute	NOUN	faute
soit	AUX	être
crois	VERB	croire
qui	PRON	qui
Ça	CCONJ	ça
est	AUX	être
d'	ADP	de
s'	PRON	se
.	PUNCT	.
C'	PRON	ce
une	DET	un
suite	NOUN	suite
au	ADP	au
.	PUNCT	.
départ	NOUN	départ
est	AUX	être
pas	ADV	pas
ne	ADV	ne
forcé	VERB	forcer
plus	ADV	plus
de	ADP	de
a	AUX	avoir
de	ADP	de
que	SCONJ	que
fonctionné	VERB	fonctionner
tout	ADV	tout
au	ADP	au
.	PUNCT	.
question	NOUN	question
que	SCONJ	que
ce	PRON	ce
.	PUNCT	.
ce	PRON	ce
soit	AUX	être
Pas	ADV	pas
chose	NOUN	chose
Pas	ADV	pas
Je	PRON	je
hérédité	NOUN	hérédité
,	PUNCT	,
qu'	SCONJ	que
de	ADP	de
j'	PRON	je
,	PUNCT	,
école	NOUN	école
même	ADV	même
plein	ADJ	plein
croyaient	VERB	croire
de	ADP	de
préférais	VERB	préférer
rester	VERB	rester
avance	NOUN	avance
c'	PRON	ce
étaient	AUX	être
me	PRON	me
l'	DET	le
je	PRON	je
encore	ADV	encore
avais	VERB	avoir
A	ADP	à
,	PUNCT	,
parents	NOUN	parent
début	NOUN	début
.	PUNCT	.
ils	PRON	il
des	DET	un
points	NOUN	point
faisait	VERB	faire
des	DET	un
vacances	NOUN	vacance
mes	DET	mon
fiers	ADJ	fier
branchée	VERB	brancher
points	NOUN	point
moi	PRON	moi
et	CCONJ	et
,	PUNCT	,
ça	PRON	cela
alors	ADV	alors
.	PUNCT	.
d'	ADP	de
me	PRON	me
Mais	CCONJ	mais
je	PRON	je
toujours	ADV	toujours
au	ADP	au
prendre	VERB	prendre
que	SCONJ	que
pouvais	AUX	pouvoir
nom	NOUN	nom
pour	ADP	pour
Bien	ADV	bien
.	PUNCT	.
Rouletabille	NOUN	rouletabille
la	DET	le
était	AUX	être
.	PUNCT	.
.	PUNCT	.
toujours	ADV	toujours
pour	ADP	pour
jouer	VERB	jouer
Mais	CCONJ	mais
parents	NOUN	parent
plus	ADV	plus
Rouletabille	NOUN	rouletabille
être	AUX	être
était	AUX	être
c'	PRON	ce
Alors	ADV	alors
pour	ADP	pour
ce	PRON	ce
terminal	NOUN	terminal
avoir	VERB	avoir
,	PUNCT	,
encore	ADV	encore
est	AUX	être
le	DET	le
,	PUNCT	,
étaient	AUX	être
sûr	ADJ	sûr
mon	DET	mon
,	PUNCT	,
avec	ADP	avec
fiers	VERB	fiers
plus	ADV	plus
de	ADP	de
meilleure	ADJ	meilleur
.	PUNCT	.
n'	ADV	n'
.	PUNCT	.
.	PUNCT	.
pour	ADP	pour
C'	PRON	ce
était	AUX	être
ils	PRON	il
en	PRON	en
ça	PRON	cela
Mes	DET	mon
pas	ADV	pas
mégalo	NOUN	mégalo
ils	PRON	il
moment	NOUN	moment
,	PUNCT	,
pas	ADV	pas
,	PUNCT	,
,	PUNCT	,
