Ensuite	ADV	ensuite
quoi	PRON	quoi
Madison	PROPN	Madison
-Vraiment	PUNCT	-vraiment
.	PUNCT	.
importe	VERB	importe
.	PUNCT	.
assure	VERB	assure
-t	PART	-t
parlait	VERB	parler
n'	ADV	n'
ai	AUX	avoir
de	ADP	de
.	PUNCT	.
Je	PRON	je
rencontrer	VERB	rencontrer
rien	PRON	rien
qui	PRON	qui
vraiment	ADV	vraiment
expliqua	VERB	expliquer
façon	NOUN	façon
-	PUNCT	-
-Vous	PRON	vous
,	PUNCT	,
de	ADP	de
j'	PRON	je
De	ADP	de
passer	VERB	passer
ce	PRON	ce
Wade	PROPN	Wade
.	PUNCT	.
...	PUNCT	...
dire	VERB	dire
qui	PRON	qui
,	PUNCT	,
vient	VERB	venir
vous	PRON	vous
,	PUNCT	,
se	PRON	se
Wade	ADV	wade
-elle	PRON	lui
,	PUNCT	,
cette	DET	ce
de	ADP	de
me	PRON	me
?	PUNCT	?
cette	DET	ce
façon	NOUN	façon
voulez	VERB	vouloir
-	PUNCT	-
-Rencontrer	VERB	-rencontrer
su	VERB	savoir
-là	PRON	-là
avance	VERB	avancer
en	ADP	en
,	PUNCT	,
«	PUNCT	«
carrefours	NOUN	carrefour
sympathique	ADJ	sympathique
qu'	SCONJ	que
rue	NOUN	rue
ensuite	ADV	ensuite
semblait	VERB	sembler
taxis	PRON	taxis
et	CCONJ	et
connaître	VERB	connaître
et	CCONJ	et
Ça	PRON	cela
,	PUNCT	,
trouver	VERB	trouver
Nous	PRON	nous
l'	DET	le
Vous	PRON	vous
me	PRON	me
!	PUNCT	!
reculer	VERB	reculer
regardant	VERB	regarder
de	ADP	de
...	PUNCT	...
on	PRON	on
s'	PRON	se
où	PRON	où
apprendre	VERB	apprendre
ses	DET	son
pour	ADP	pour
lui	PRON	lui
les	DET	le
à	ADP	à
absurde	ADJ	absurde
prudemment	ADV	prudemment
.	PUNCT	.
dangereux	ADJ	dangereux
»	PUNCT	»
lumières	NOUN	lumière
me	PRON	me
quitté	VERB	quitter
,	PUNCT	,
les	DET	le
devriez	VERB	devoir
vous	PRON	vous
la	DET	le
,	PUNCT	,
avions	AUX	avoir
verre	NOUN	verre
ranger	VERB	ranger
boule	ADJ	boul
bar	NOUN	bar
truc	NOUN	truc
dans	ADP	dans
se	PRON	se
montrueuse	NOUN	montrueuse
à	ADP	à
Nous	PRON	nous
plafond	NOUN	plafond
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
piétons	NOUN	piéton
étain	NOUN	étain
part	NOUN	part
à	ADP	à
d'	ADP	de
de	ADP	de
quelque	DET	quelque
de	ADP	de
mettait	VERB	mettre
des	DET	un
installâmes	VERB	installer
autres	ADJ	autre
éclats	NOUN	éclat
de	ADP	de
et	CCONJ	et
Septième	PROPN	Septième
à	ADP	à
se	PRON	se
.	PUNCT	.
énorme	ADJ	énorme
Avenue	PROPN	Avenue
nous	PRON	nous
,	PUNCT	,
un	DET	un
d'	ADP	de
temps	NOUN	temps
facettes	NOUN	facette
,	PUNCT	,
,	PUNCT	,
suspendue	VERB	suspendre
au	ADP	au
la	DET	le
près	ADV	près
une	DET	un
miroiter	VERB	miroiter
autre	ADJ	autre
Reprenons	NOUN	reprenon
une	DET	un
écrasa	VERB	écraser
et	CCONJ	et
Chop	NOUN	chop
nos	DET	notre
crachant	VERB	cracher
Elle	PRON	lui
-t	PART	-t
lumière	NOUN	lumière
restes	NOUN	reste
d'	ADP	de
telle	ADJ	tel
de	ADP	de
gouttes	NOUN	goutte
suey	ADJ	suey
dans	ADP	dans
plaie	NOUN	plaie
«	NOUN	«
pleuvait	VERB	pleuvoir
pénétrait	VERB	pénétrer
une	DET	un
a	AUX	avoir
pluie	NOUN	pluie
qui	PRON	qui
de	ADP	de
Bon	ADJ	bon
.	PUNCT	.
.	PUNCT	.
les	DET	le
sa	DET	son
Y	PRON	y
de	ADP	de
un	DET	un
murs	NOUN	mur
,	PUNCT	,
...	PUNCT	...
yeux	NOUN	oeil
-	ADJ	-
nouvelle	ADJ	nouveau
cigarette	NOUN	cigarette
,	PUNCT	,
Egypte	NOUN	egypte
dans	ADP	dans
les	DET	le
sur	ADP	sur
petite	ADJ	petit
.	PUNCT	.
-il	PRON	il
d'	ADP	de
que	SCONJ	que
amour	NOUN	amour
.	PUNCT	.
répondis	ADJ	répondi
pouvait	VERB	pouvoir
,	PUNCT	,
l'	DET	le
seul	ADJ	seul
en	ADP	en
à	ADP	à
que	SCONJ	que
l'	DET	le
où	PRON	où
à	ADP	à
?	PUNCT	?
la	DET	le
tables	NOUN	table
cantonnais	VERB	cantonner
de	ADP	de
-je	PRON	je
ces	DET	ce
le	DET	le
»	PUNCT	»
cette	DET	ce
de	ADP	de
table	NOUN	table
termes	NOUN	terme
tels	ADJ	tel
conversation	NOUN	conversation
sauf	ADP	sauf
J'	PRON	je
cantonnais	VERB	cantonner
-Probablement	VERB	-probablemer
on	PRON	on
peut-être	ADV	peut-être
chacune	PRON	chacun
«	NOUN	«
lui	PRON	lui
émailler	VERB	émailler
caissier	NOUN	caissier
avais	VERB	avoir
celle	PRON	celui
assis	VERB	asseoir
déjà	ADV	déjà
compris	ADJ	compris
,	PUNCT	,
à	ADP	à
tout	ADV	tout
parlant	VERB	parler
est	AUX	être
En	ADP	en
.	PUNCT	.
table	NOUN	table
pas	ADV	pas
remarquai	PROPN	remarquer
me	PRON	me
Bernice	PROPN	Bernice
cette	DET	ce
,	PUNCT	,
.	PUNCT	.
d'	ADP	de
amour	NOUN	amour
a	AUX	avoir
aimerais	VERB	aimer
parlons	NOUN	parlon
.	PUNCT	.
ne	ADV	ne
de	ADP	de
rétorqua	VERB	rétorquer
amoureuse	ADJ	amoureux
je	PRON	je
-t	PART	-t
amour	NOUN	amour
Ecoutez	VERB	ecouter
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
«	NOUN	«
Elle	PRON	lui
Maintenant	ADV	maintenant
?	PUNCT	?
d'	ADP	de
franchement	ADV	franchement
,	PUNCT	,
,	PUNCT	,
Moi	PRON	moi
fait	NOUN	fait
sens	VERB	sentir
-je	PRON	je
-il	PRON	il
-	PUNCT	-
y	PRON	y
amour	NOUN	amour
Une	DET	un
moitié	NOUN	moitié
.	PUNCT	.
-	PUNCT	-
à	ADP	à
j'	PRON	je
l'	DET	le
Bernice	PROPN	Bernice
une	DET	un
boule	ADJ	boul
se	PRON	se
le	DET	le
musique	NOUN	musique
mieux	ADV	mieux
énorme	ADJ	énorme
«	NOUN	«
au	ADP	au
,	PUNCT	,
et	CCONJ	et
se	PRON	se
votre	DET	votre
,	PUNCT	,
appartement	NOUN	appartement
La	DET	le
les	DET	le
murs	NOUN	mur
fit	VERB	faire
»	PUNCT	»
dispersèrent	ADV	dispersèrent
,	PUNCT	,
d'	ADP	de
.	PUNCT	.
amour	NOUN	amour
blancs	ADJ	blanc
,	PUNCT	,
aux	ADP	à
,	PUNCT	,
à	ADP	à
dit	VERB	dire
cuite	VERB	cuire
dans	ADP	dans
les	DET	le
four	NOUN	four
me	PRON	me
plaintive	ADJ	plaintif
grand	ADJ	grand
,	PUNCT	,
facettes	NOUN	facette
danseurs	NOUN	danseur
et	CCONJ	et
s'	PRON	se
évanouirent	VERB	évanouir
lointaine	NOUN	lointaine
pomme	NOUN	pomme
l'	DET	le
ôtez	VERB	ôter
lampions	NOUN	lampion
mercure	NOUN	mercure
,	PUNCT	,
,	PUNCT	,
une	DET	un
changeant	NOUN	changeant
était	AUX	être
chapeau	NOUN	chapeau
jambe	NOUN	jambe
la	DET	le
vous	PRON	vous
ondulait	VERB	onduler
un	DET	un
Du	ADP	de
électrique	ADJ	électrique
le	PRON	le
argenté	VERB	argenter
Elle	PRON	lui
bas	NOUN	bas
onctueux	ADJ	onctueux
jambe	NOUN	jambe
»	PUNCT	»
haut	NOUN	haut
de	ADP	de
posez	ADJ	posez
.	PUNCT	.
-	PUNCT	-
comme	ADP	comme
du	ADP	de
,	PUNCT	,
sous	ADP	sous
posée	VERB	poser
effet	NOUN	effet
où	PRON	où
reflet	NOUN	reflet
elle	PRON	lui
voulez	VERB	vouloir
,	PUNCT	,
assise	VERB	asseoir
et	CCONJ	et
en	ADP	en
par	ADP	par
.	PUNCT	.
l'	DET	le
terre	NOUN	terre
,	PUNCT	,
repliée	VERB	replier
et	CCONJ	et
autre	ADJ	autre
lumière	NOUN	lumière
de	ADP	de
ce	PRON	ce
faisait	VERB	faire
nous	PRON	nous
elle	PRON	lui
plus	ADV	plus
avait	VERB	avoir
qui	PRON	qui
bruits	NOUN	bruit
qu'	SCONJ	que
mollet	NOUN	mollet
se	PRON	se
faisaient	VERB	faire
à	ADP	à
était	AUX	être
habillant	VERB	habiller
,	PUNCT	,
y	PRON	y
si	SCONJ	si
plus	ADV	plus
pour	ADP	pour
n'	ADV	n'
une	DET	un
dire	VERB	dire
la	DET	le
Il	PRON	il
soie	NOUN	soie
distincts	ADV	distincts
,	PUNCT	,
mais	CCONJ	mais
grâce	NOUN	grâce
parvenant	VERB	parvenir
voulait	VERB	vouloir
son	DET	son
maintenant	ADV	maintenant
et	CCONJ	et
.	PUNCT	.
qui	PRON	qui
qu'	SCONJ	que
rares	ADJ	rare
position	NOUN	position
du	ADP	de
aisance	NOUN	aisance
.	PUNCT	.
monde	NOUN	monde
extérieur	ADJ	extérieur
prêter	VERB	prêter
scintiller	VERB	scintiller
Les	DET	le
il	PRON	il
grotesque	ADJ	grotesque
son	DET	son
tard	ADV	tard
,	PUNCT	,
anneaux	NOUN	anneau
.	PUNCT	.
cerclés	VERB	cercler
déjà	ADV	déjà
pénible	ADJ	pénible
longtemps	ADV	longtemps
rue	NOUN	rue
agréable	ADJ	agréable
au	ADP	au
sans	ADP	sans
mes	DET	mon
de	ADP	de
posais	VERB	poser
astres	NOUN	astre
.	PUNCT	.
verre	NOUN	verre
lumineux	ADJ	lumineux
des	ADP	de
doute	NOUN	doute
résonna	NOUN	résonna
Les	DET	le
tels	ADJ	tel
lumières	NOUN	lumière
;	PUNCT	;
un	DET	un
mon	DET	mon
qui	PRON	qui
moins	ADV	moins
et	CCONJ	et
la	DET	le
palais	NOUN	palais
n'	ADV	n'
brillaient	NOUN	brillaient
tinta	NOUN	tinta
d'	ADP	de
Je	PRON	je
pas	ADV	pas
rafraîchissant	VERB	rafraîchir
existaient	VERB	exister
devenait	VERB	devenir
et	CCONJ	et
moins	ADV	moins
,	PUNCT	,
.	PUNCT	.
plus	ADV	plus
à	ADP	à
Boire	NOUN	boire
Ensuite	ADV	ensuite
.	PUNCT	.
,	PUNCT	,
imaginaire	ADJ	imaginaire
.	PUNCT	.
tout	ADV	tout
oreilles	NOUN	oreille
signe	NOUN	signe
fixa	VERB	fixer
que	SCONJ	que
montrant	VERB	montrer
sa	DET	son
.	PUNCT	.
un	DET	un
rendis	VERB	rendre
suis	AUX	être
était	AUX	être
une	DET	un
en	ADP	en
que	SCONJ	que
,	PUNCT	,
-C'	PUNCT	-c'
me	PRON	me
je	PRON	je
bruit	NOUN	bruit
me	PRON	me
mai	NOUN	mai
.	PUNCT	.
née	VERB	naître
halo	NOUN	halo
dit	VERB	dire
elle	PRON	lui
compte	NOUN	compte
bague	NOUN	bague
des	ADP	de
ce	DET	ce
,	PUNCT	,
aussi	ADV	aussi
Je	PRON	je
est	AUX	être
-elle	PRON	lui
lumières	NOUN	lumière
à	ADP	à
,	PUNCT	,
me	PRON	me
le	DET	le
Mais	CCONJ	mais
mon	DET	mon
d'	ADP	de
pierre	NOUN	pierre
les	DET	le
pénétrant	ADJ	pénétrant
bague	NOUN	bague
fit	VERB	faire
-elle	PROPN	-elle
et	CCONJ	et
regard	NOUN	regard
une	DET	un
en	ADP	en
.	PUNCT	.
,	PUNCT	,
expliqua	VERB	expliquer
sa	DET	son
temps	NOUN	temps
chose	NOUN	chose
Je	PRON	je
bague	NOUN	bague
-Autrefois	ADV	-autrefois
ai	AUX	avoir
tomber	VERB	tomber
sa	DET	son
robe	NOUN	robe
presqu'	ADP	presqu'
fit	VERB	faire
ôta	VERB	ôter
une	DET	un
perdus	VERB	perdre
tous	ADJ	tout
les	PRON	le
l'	DET	le
,	PUNCT	,
,	PUNCT	,
étrange	VERB	étrange
-t	PART	-t
intérieur	NOUN	intérieur
Elle	PRON	lui
deux	PRON	deux
la	PRON	le
.	PUNCT	.
.	PUNCT	.
et	CCONJ	et
de	ADP	de
j'	PRON	je
un	DET	un
ami	NOUN	ami
à	ADP	à
et	CCONJ	et
avais	VERB	avoir
même	ADJ	même
,	PUNCT	,
répondit	VERB	répondre
Si	SCONJ	si
-Je	PRON	je
de	ADP	de
-	PUNCT	-
le	DET	le
.	PUNCT	.
.	PUNCT	.
avais	VERB	avoir
veux	VERB	vouloir
dis	ADP	dis
-je	PROPN	-je
.	PUNCT	.
jadis	NOUN	jadi
que	PRON	que
bien	ADV	bien
est	AUX	être
pieds	NOUN	pied
-vous	PRON	vous
décamper	VERB	décamper
C'	PRON	ce
Mais	CCONJ	mais
J'	PRON	je
voyez	VERB	voir
.	PUNCT	.
ce	PRON	ce
en	ADP	en
,	PUNCT	,
allez	VERB	aller
pensai	ADJ	pensai
m'	PRON	me
.	PUNCT	.
je	PRON	je
.	PUNCT	.
-je	PRON	je
dire	VERB	dire
-elle	PRON	lui
moment	NOUN	moment
Eh	INTJ	Eh
mes	DET	mon
en	PRON	en
tristement	ADV	tristement
de	ADP	de
vais	NOUN	vai
,	PUNCT	,
,	PUNCT	,
vous	PRON	vous
bouger	VERB	bouger
lu	PROPN	lire
refusaient	VERB	refuser
au	ADP	au
chose	NOUN	chose
et	CCONJ	et
dès	ADP	dès
même	ADV	même
inoffensive	ADJ	inoffensif
quelque	DET	quelque
lui	PRON	lui
s'	PRON	se
,	PUNCT	,
est	AUX	être
la	DET	le
approchait	NOUN	approchait
de	ADP	de
une	DET	un
ces	DET	ce
et	CCONJ	et
se	PRON	se
,	PUNCT	,
qu'	SCONJ	que
belle	ADJ	bel
,	PUNCT	,
qui	PRON	qui
propos	NOUN	propos
paraissait	VERB	paraître
d'	ADP	de
de	ADP	de
prendre	VERB	prendre
fleurs	NOUN	fleur
insecte	NOUN	insecte
le	DET	le
ce	PRON	ce
fleur	NOUN	fleur
vie	NOUN	vie
s'	PRON	se
qui	PRON	qui
piège	NOUN	piège
;	PUNCT	;
de	ADP	de
elle	PRON	lui
capturait	NOUN	capturait
en	ADP	en
subitement	ADV	subitement
;	PUNCT	;
c'	PRON	ce
un	DET	un
à	ADP	à
sur	ADP	sur
approche	VERB	approche
refermait	VERB	refermer
corps	NOUN	corps
près	ADV	près
une	DET	un
pour	ADP	pour
,	PUNCT	,
dégageai	NOUN	dégageai
trop	ADV	trop
était	AUX	être
là	ADV	là
de	ADP	de
j'	PRON	je
avais	VERB	avoir
,	PUNCT	,
Cette	DET	ce
l'	DET	le
si	SCONJ	si
la	DET	le
observais	VERB	observer
reste	NOUN	reste
la	PRON	le
et	CCONJ	et
je	PRON	je
plus	ADV	plus
Je	PRON	je
mains	NOUN	main
pris	VERB	prendre
de	ADP	de
son	DET	son
le	DET	le
dans	ADP	dans
partie	NOUN	partie
était	AUX	être
une	PRON	un
détachée	ADJ	détaché
la	DET	le
ses	DET	son
n'	ADV	n'
lentement	ADV	lentement
comme	ADP	comme
l'	PRON	l'
d'	ADP	de
mienne	NOUN	mienne
si	SCONJ	si
elle-même	PRON	lui-même
que	PRON	que
serrer	VERB	serrer
.	PUNCT	.
c'	PRON	ce
.	PUNCT	.
comme	ADP	comme
Heureux	ADJ	heureux
,	PUNCT	,
des	DET	un
par	ADP	par
peut-être	ADV	peut-être
se	PRON	se
main	NOUN	main
caressé	VERB	caresser
elle	PRON	lui
fuselée	VERB	fuseler
chiens	NOUN	chien
,	PUNCT	,
de	ADP	de
sans	ADP	sans
gracieuse	NOUN	gracieuse
un	DET	un
,	PUNCT	,
.	PUNCT	.
ou	CCONJ	ou
cinq	NUM	cinq
rides	NOUN	ride
la	DET	le
Et	CCONJ	et
douce	ADJ	doux
sans	ADP	sans
et	CCONJ	et
deux	NUM	deux
.	PUNCT	.
homme	NOUN	homme
ovales	NOUN	ovale
chatons	NOUN	chaton
.	PUNCT	.
,	PUNCT	,
et	CCONJ	et
satinés	VERB	satiner
et	CCONJ	et
hommes	NOUN	homme
terminait	VERB	terminer
bien	ADV	bien
porcelaine	NOUN	porcelaine
,	PUNCT	,
comme	ADP	comme
avait	AUX	avoir
des	DET	un
jeunes	ADJ	jeune
petits	ADJ	petit
très	ADV	très
sûrement	ADV	sûrement
avait	AUX	avoir
Elle	PRON	lui
j'	PRON	je
serré	VERB	serrer
sérieux	NOUN	sérieux
de	ADP	de
révolver	VERB	révolver
limousine	NOUN	limousine
doute	NOUN	doute
le	DET	le
tout	ADV	tout
jouer	VERB	jouer
,	PUNCT	,
un	DET	un
même	ADV	même
et	CCONJ	et
cartes	NOUN	carte
.	PUNCT	.
de	ADP	de
plaisanter	VERB	plaisanter
est	AUX	être
grosses	NOUN	grosse
volants	NOUN	volant
,	PUNCT	,
après	ADP	après
éventail	NOUN	éventail
des	DET	un
des	ADP	de
-ce	PRON	-ce
que	SCONJ	que
Qu'	PRON	qu'
,	PUNCT	,
blafard	VERB	blafard
savais	NOUN	savai
à	ADP	à
petit	ADJ	petit
et	CCONJ	et
,	PUNCT	,
en	PRON	en
,	PUNCT	,
automatique	ADJ	automatique
pour	ADP	pour
d'	ADP	de
peut-être	ADV	peut-être
alors	ADV	alors
un	DET	un
assassin	NOUN	assassin
perles	ADJ	perle
en	ADP	en
avec	ADP	avec
,	PUNCT	,
ou	CCONJ	ou
solitude	VERB	solitude
faire	VERB	faire
partager	VERB	partager
aspirer	VERB	aspirer
désespéré	ADJ	désespéré
comme	ADP	comme
comment	ADV	comment
pu	VERB	pouvoir
si	ADV	si
pressai	NOUN	pressai
sentis	VERB	sentir
las	PRON	las
expériences	NOUN	expérience
et	CCONJ	et
Je	PRON	je
j'	PRON	je
,	PUNCT	,
que	SCONJ	que
cette	DET	ce
d'	ADP	de
lèvres	NOUN	lèvre
passées	VERB	passer
avais	VERB	avoir
savoir	VERB	savoir
mes	DET	mon
?	PUNCT	?
sorte	NOUN	sorte
de	ADP	de
éprouvais	VERB	éprouver
baiser	VERB	baiser
.	PUNCT	.
j'	PRON	je
la	DET	le
et	CCONJ	et
toutes	ADJ	tout
contre	ADP	contre
que	SCONJ	que
pour	ADP	pour
,	PUNCT	,
,	PUNCT	,
Puis	CCONJ	puis
ses	DET	son
n'	ADV	n'
je	PRON	je
me	PRON	me
un	DET	un
pour	ADP	pour
avais	VERB	avoir
souvent	ADV	souvent
je	PRON	je
Couché	PROPN	Couché
bien	ADV	bien
avait	AUX	avoir
,	PUNCT	,
de	ADP	de
de	ADP	de
si	SCONJ	si
Calliope	PROPN	Calliope
à	ADP	à
se	PRON	se
Bernice	NOUN	bernice
faisait	VERB	faire
étais	VERB	être
je	PRON	je
La	DET	le
ce	PRON	ce
autour	ADV	autour
.	PUNCT	.
je	PRON	je
tout	ADV	tout
tourner	VERB	tourner
le	DET	le
,	PUNCT	,
auparavant	ADV	auparavant
à	ADP	à
.	PUNCT	.
voyais	VERB	voir
.	PUNCT	.
que	PRON	que
si	SCONJ	si
pris	VERB	prendre
terre	NOUN	terre
pièce	NOUN	pièce
partie	NOUN	partie
j'	PRON	je
mit	VERB	mettre
par	ADP	par
moi	PRON	moi
tout	ADJ	tout
pivot	NOUN	pivot
mon	DET	mon
en	PRON	en
la	DET	le
cœur	NOUN	cœur
.	PUNCT	.
comme	SCONJ	comme
connue	VERB	connaître
muse	NOUN	muse
présent	NOUN	présent
Car	CCONJ	car
de	ADP	de
observais	NOUN	observai
York	PROPN	York
un	DET	un
huit	NUM	huit
me	PRON	me
l'	PRON	l'
New	PROPN	New
si	SCONJ	si
murmura	PRON	murmura
vous	PRON	vous
ai	AUX	avoir
êtes	AUX	être
se	PRON	se
col	NOUN	col
trop	ADV	trop
vous	PRON	vous
le	DET	le
.	PUNCT	.
peu	ADV	peu
,	PUNCT	,
le	DET	le
comme	ADP	comme
-Desserrez	PRON	-desserrez
-elle	PRON	lui
votre	DET	votre
Elle	PRON	lui
éclata	VERB	éclater
tard	ADV	tard
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
rencontré	VERB	rencontrer
Soit	ADV	soit
-t	PART	-t
rire	NOUN	rire
faites	VERB	faire
ans	NOUN	an
comédien	NOUN	comédien
,	PUNCT	,
vous	PRON	vous
