attaques	NOUN	attaque
,	PUNCT	,
démuni	NOUN	démuni
,	PUNCT	,
massacré	VERB	massacrer
Sorcière	NOUN	sorcière
progresse	VERB	progresse
succombé	VERB	succomber
en	ADP	en
Lynx	PROPN	Lynx
la	DET	le
il	PRON	il
Hordes	NOUN	horde
...	PUNCT	...
Turlog	NOUN	turlog
Folle	ADJ	fou
,	PUNCT	,
les	DET	le
qui	PRON	qui
a	AUX	avoir
ont	AUX	avoir
Effroi	NOUN	effroi
sortilèges	NOUN	sortilège
la	DET	le
déjoué	VERB	déjouer
à	ADP	à
de	ADP	de
—	CCONJ	—
Glace	PROPN	Glace
et	CCONJ	et
Palais	PROPN	Palais
Plaine	NOUN	plaine
épreuve	NOUN	épreuve
Prisonnière	NOUN	prisonnier
de	ADP	de
Ténèbres	PROPN	Ténèbres
lui-même	PRON	lui-même
ciel	NOUN	ciel
Ange	NOUN	ange
au	ADP	au
lui	PRON	lui
le	DET	le
boursouflé	VERB	boursoufler
10.000	NUM	10.000
Noire	PROPN	Noire
dresse	VERB	dresse
soufre	ADJ	soufre
Belle	ADJ	bel
Désolation	NOUN	désolation
se	PRON	se
,	PUNCT	,
UI	NOUN	ui
,	PUNCT	,
les	PRON	le
luisant	VERB	luire
affronter	VERB	affronter
la	DET	le
fond	NOUN	fond
—	PRON	—
sous	ADP	sous
laquelle	PRON	lequel
lui	PRON	lui
de	ADP	de
à	ADP	à
et	CCONJ	et
le	DET	le
un	DET	un
Une	DET	un
Prince	PROPN	Prince
des	ADP	de
,	PUNCT	,
la	DET	le
ultime	ADJ	ultime
!	PUNCT	!
.	PUNCT	.
artificiellement	ADV	artificiellement
frémit	VERB	frémir
heure	NOUN	heure
Lisa	PROPN	Lisa
vaut	VERB	valoir
que	SCONJ	que
Bleu	NOUN	bleu
une	DET	un
l'	DET	le
Belle	ADJ	bel
Un	DET	un
enjeu	NOUN	enjeu
cybersexe	NOUN	cybersexe
à	ADP	à
Car	CCONJ	car
ses	DET	son
autre	ADJ	autre
il	PRON	il
jours	NOUN	jour
Overlove	PROPN	Overlove
est	AUX	être
,	PUNCT	,
Or	CCONJ	or
excitation	NOUN	excitation
n'	ADV	n'
.	PUNCT	.
d'	ADP	de
efforts	NOUN	effort
huit	NUM	huit
la	DET	le
gratuite	VERB	gratuite
.	PUNCT	.
la	DET	le
qui	PRON	qui
reine	NOUN	reine
Prisonnière	NOUN	prisonnier
soutenus	VERB	soutenir
Mona	X	Mona
amplement	ADV	amplement
et	CCONJ	et
avec	ADP	avec
du	ADP	de
droit	ADJ	droit
elle	PRON	lui
!	PUNCT	!
,	PUNCT	,
d'	ADP	de
à	ADP	à
épreuve	NOUN	épreuve
aura	AUX	avoir
de	ADP	de
est	AUX	être
ses	DET	son
à	ADP	à
paysage	NOUN	paysage
jamais	ADV	jamais
venir	VERB	venir
checke	VERB	checke
vision	NOUN	vision
comme	ADP	comme
surimpriment	VERB	surimprimer
sur	ADP	sur
totalement	ADV	totalement
vie	NOUN	vie
,	PUNCT	,
à	ADP	à
est	AUX	être
l'	PRON	l'
angle	NOUN	angle
ce	DET	ce
n'	ADV	n'
ce	DET	ce
de	ADP	de
plus	ADV	plus
Bleu	PROPN	Bleu
difficile	ADJ	difficile
supérieur	ADJ	supérieur
droit	ADJ	droit
l'	DET	le
,	PUNCT	,
ressources	NOUN	ressource
champ	NOUN	champ
et	CCONJ	et
le	DET	le
il	PRON	il
Ange	NOUN	ange
son	DET	son
parvenu	VERB	parvenir
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
ignore	VERB	ignore
.	PUNCT	.
qui	PRON	qui
se	PRON	se
niveau	NOUN	niveau
la	DET	le
Il	PRON	il
:	PUNCT	:
attend	VERB	attendre
atout	ADV	atout
2	NUM	2
a	AUX	avoir
force	NOUN	force
,	PUNCT	,
)	PUNCT	)
,	PUNCT	,
il	PRON	il
possède	VERB	posséder
,	PUNCT	,
Hordes	NOUN	horde
Ténébreuses	ADJ	ténébreux
suffisant	VERB	suffire
deux	NUM	deux
,	PUNCT	,
,	PUNCT	,
mal	ADV	mal
armes	NOUN	arme
(	PUNCT	(
,	PUNCT	,
pas	ADV	pas
)	PUNCT	)
Il	PRON	il
médiocre	NOUN	médiocre
(	PUNCT	(
)	PUNCT	)
son	DET	son
meilleur	ADJ	meilleur
7	NUM	7
(	PUNCT	(
tout	PRON	tout
.	PUNCT	.
chance	NOUN	chance
)	PUNCT	)
à	ADP	à
5	NUM	5
)	PUNCT	)
,	PUNCT	,
magie	NOUN	magie
,	PUNCT	,
perdu	VERB	perdre
peine	NOUN	peine
0	NUM	0
contre	ADP	contre
les	DET	le
4	NUM	4
(	PUNCT	(
(	PUNCT	(
encore	ADV	encore
,	PUNCT	,
)	PUNCT	)
d'	ADP	de
l'	DET	le
il	PRON	il
(	PUNCT	(
une	DET	un
unités	NOUN	unité
de	ADP	de
repère	NOUN	repère
et	CCONJ	et
icône	NOUN	icône
du	ADP	de
Alors	ADV	alors
faille	NOUN	faille
-	NOUN	-
petit	ADJ	petit
utiliser	VERB	utiliser
s'	PRON	se
rose	ADJ	rose
a	VERB	avoir
en	PRON	en
qu'	SCONJ	que
Bleu	NOUN	bleu
au	ADP	au
d'	ADP	de
cyba	NOUN	cyba
et	CCONJ	et
souriant	VERB	sourire
œuf	NOUN	œuf
de	ADP	de
œil	NOUN	œil
Ange	NOUN	ange
nim	AUX	nim
cybanim	NOUN	cybanim
conseils	NOUN	conseil
décide	VERB	décide
,	PUNCT	,
:	PUNCT	:
un	DET	un
il	PRON	il
gauche	NOUN	gauche
.	PUNCT	.
à	ADP	à
sur	ADP	sur
l'	DET	le
besoin	NOUN	besoin
appel	NOUN	appel
cliquer	VERB	cliquer
une	DET	un
apprête	VERB	apprête
fourmi	ADV	fourmi
dans	ADP	dans
.	PUNCT	.
dro	NOUN	dro
réduire	VERB	réduire
une	DET	un
infime	ADJ	infime
agressifs	NOUN	agressif
y	PRON	y
Plaine	PROPN	Plaine
de	ADP	de
magie	NOUN	magie
le	DET	le
,	PUNCT	,
de	ADP	de
taille	NOUN	taille
,	PUNCT	,
pied	NOUN	pied
celle	PRON	celui
-	PUNCT	-
Désolation	NOUN	désolation
sol	NOUN	sol
s'	PRON	se
texture	NOUN	texture
la	DET	le
bourbeuse	NOUN	bourbeuse
d'	ADP	de
une	DET	un
à	ADP	à
rougeâtre	NOUN	rougeâtre
Il	PRON	il
de	ADP	de
la	DET	le
pour	ADP	pour
qui	PRON	qui
de	ADP	de
afin	ADV	afin
fine	NOUN	fine
sa	DET	son
au	ADP	au
dépense	VERB	dépense
raye	VERB	rayer
buissons	NOUN	buisson
un	DET	un
point	NOUN	point
pline	NOUN	pline
la	DET	le
gris	ADJ	gris
blottir	VERB	blottir
de	ADP	de
un	DET	un
espérant	VERB	espérer
pixellisé	VERB	pixelliser
non	ADV	non
de	ADP	de
trame	NOUN	trame
en	ADP	en
grossièrement	ADV	grossièrement
accroc	VERB	accroc
est	AUX	être
la	DET	le
moitié	NOUN	moitié
Ténèbres	NOUN	ténèbre
où	PRON	où
trait	VERB	traire
visuel	NOUN	visuel
la	DET	le
rouge	NOUN	rouge
C'	PRON	ce
un	DET	un
de	ADP	de
...	PUNCT	...
un	DET	un
ce	DET	ce
défaut	NOUN	défaut
minuscule	NOUN	minuscule
est	AUX	être
bien	ADV	bien
.	PUNCT	.
du	ADP	de
,	PUNCT	,
,	PUNCT	,
rouge	VERB	rouge
inférieure	ADJ	inférieur
Prince	PROPN	Prince
un	DET	un
bug	NOUN	bug
et	CCONJ	et
son	DET	son
Le	DET	le
jusqu'	ADP	jusque
des	ADP	de
étend	VERB	étendre
à	ADP	à
envahir	VERB	envahir
piège	NOUN	piège
que	SCONJ	que
,	PUNCT	,
par	ADP	par
s'	PRON	se
sur	ADP	sur
pourrait	VERB	pouvoir
de	ADP	de
près	ADV	près
abri	NOUN	abri
pas	ADV	pas
il	PRON	il
dispose	VERB	dispose
qui	PRON	qui
est	VERB	être
.	PUNCT	.
À	ADP	à
où	PRON	où
le	DET	le
mais	CCONJ	mais
le	DET	le
:	PUNCT	:
tout	DET	tout
,	PUNCT	,
du	ADP	de
question	NOUN	question
,	PUNCT	,
rose	VERB	rose
enfuir	VERB	enfuir
de	ADP	de
(	PUNCT	(
il	PRON	il
clique	VERB	clique
rouge	NOUN	rouge
!	PUNCT	!
quelques	DET	quelque
œuf	NOUN	œuf
c'	PRON	ce
l'	DET	le
)	PUNCT	)
hors	ADP	hors
l'	DET	le
si	ADV	si
dans	ADP	dans
en	ADP	en
instants	NOUN	instant
,	PUNCT	,
,	PUNCT	,
de	ADP	de
répit	NOUN	répit
but	NOUN	but
s'	PRON	se
il	PRON	il
représente	VERB	représente
cas	NOUN	cas
est	AUX	être
.	PUNCT	.
horizon	NOUN	horizon
de	ADP	de
,	PUNCT	,
et	CCONJ	et
cybanim	NOUN	cybanim
l'	DET	le
est	AUX	être
naissance	NOUN	naissance
les	DET	le
cybergames	NOUN	cybergame
silhouette	NOUN	silhouette
par	ADP	par
et	CCONJ	et
par	ADP	par
ronde	ADJ	rond
torve	VERB	torve
Bleu	PROPN	Bleu
Dr	NOUN	dr
figure	NOUN	figure
sombre	NOUN	sombre
hotline	NOUN	hotline
œuf	NOUN	œuf
la	DET	le
éclôt	VERB	éclore
,	PUNCT	,
c'	PRON	ce
Ange	PROPN	Ange
,	PUNCT	,
.	PUNCT	.
leur	DET	leur
donne	VERB	donne
maya	VERB	mayer
masquant	VERB	masquer
à	ADP	à
que	SCONJ	que
débonnaire	ADJ	débonnaire
apprécié	VERB	apprécier
et	CCONJ	et
L'	DET	le
la	DET	le
Palais	PROPN	Palais
avantage	NOUN	avantage
avec	ADP	avec
Switch	PROPN	Switch
L'	DET	le
à	ADP	à
animée	VERB	animer
du	ADP	de
Ange	PROPN	Ange
vrai	NOUN	vrai
ses	DET	son
qu'	SCONJ	que
.	PUNCT	.
sans	ADP	sans
un	DET	un
que	SCONJ	que
ne	ADV	ne
ces	DET	ce
la	DET	le
plaine	NOUN	plaine
Son	DET	son
vois	VERB	voir
une	DET	un
Où	ADV	où
et	CCONJ	et
moustachu	NOUN	moustachu
-	PROPN	-
utilisent	VERB	utiliser
froides	ADJ	froid
rassurant	NOUN	rassurant
Je	PRON	je
et	CCONJ	et
IA	NOUN	ia
non	ADV	non
tu	NOUN	tu
,	PUNCT	,
es	PRON	es
ou	CCONJ	ou
braves	NOUN	brave
?	PUNCT	?
de	ADP	de
sulfureuse	ADJ	sulfureux
Micronics	PROPN	Micronics
nouvelles	ADJ	nouveau
Bleu	PROPN	Bleu
pitié	NOUN	pitié
—	PUNCT	—
sourire	ADJ	sourir
yeux	NOUN	oeil
.	PUNCT	.
estompe	NUM	estompe
noisette	ADJ	noisette
fouillent	VERB	fouiller
3S	NOUN	3
cybanim	NOUN	cybanim
tandis	ADV	tandis
te	VERB	te
s'	PRON	se
vaincre	NOUN	vaincre
...	PUNCT	...
en	ADP	en
un	DET	un
—	PUNCT	—
Près	ADV	près
pas	ADV	pas
Alors	ADV	alors
Ténèbres	NOUN	ténèbre
cachée	VERB	cacher
être	AUX	être
utile	ADJ	utile
y	PRON	y
—	PUNCT	—
une	DET	un
me	PRON	me
.	PUNCT	.
je	PRON	je
-	PUNCT	-
buisson	NOUN	buisson
dropline	NOUN	dropline
est	VERB	être
des	ADP	de
Je	PRON	je
une	DET	un
suis	AUX	être
tu	VERB	taire
pour	ADP	pour
conseilles	ADJ	conseille
.	PUNCT	.
quoi	PRON	quoi
Prince	PROPN	Prince
fourmi	NOUN	fourmi
?	PUNCT	?
—	PUNCT	—
dans	ADP	dans
le	DET	le
d'	ADP	de
Que	SCONJ	que
,	PUNCT	,
puis	CCONJ	puis
Ça	PRON	cela
repère	NOUN	repère
-je	PRON	je
t'	NOUN	t'
gris	ADJ	gris
—	PUNCT	—
.	PUNCT	.
?	PUNCT	?
te	VERB	te
infiniment	ADV	infiniment
ce	DET	ce
Note	NOUN	note
cœur	NOUN	cœur
attaque	NOUN	attaque
es	NOUN	e
À	ADP	à
.	PUNCT	.
toi	NOUN	toi
te	NOUN	te
,	PUNCT	,
ne	ADV	ne
est	AUX	être
et	CCONJ	et
puis	VERB	pouvoir
de	ADP	de
tu	VERB	taire
maître	NOUN	maître
;	PUNCT	;
de	ADP	de
:	PUNCT	:
lui	PRON	lui
que	SCONJ	que
je	PRON	je
service	NOUN	service
ne	ADV	ne
il	PRON	il
est	AUX	être
front	NOUN	front
territoire	NOUN	territoire
ceci	PRON	ceci
fort	ADV	fort
guère	ADV	guère
l'	DET	le
,	PUNCT	,
rendre	VERB	rendre
plus	ADV	plus
au	ADP	au
jamais	ADV	jamais
le	DET	le
toutefois	ADV	toutefois
c'	PRON	ce
jeu	NOUN	jeu
:	PUNCT	:
primo	NOUN	primo
son	DET	son
niveau	NOUN	niveau
désormais	ADV	désormais
,	PUNCT	,
du	ADP	de
appel	NOUN	appel
potentiel	ADJ	potentiel
ta	DET	ton
la	DET	le
Ténèbres	PROPN	Ténèbres
tu	ADP	tu
ton	NOUN	ton
en	ADP	en
ta	DET	ton
néant	ADJ	néant
le	DET	le
Prince	PROPN	Prince
;	PUNCT	;
.	PUNCT	.
réduit	ADJ	réduit
et	CCONJ	et
si	SCONJ	si
de	ADP	de
tout	ADV	tout
magie	NOUN	magie
,	PUNCT	,
l'	DET	le
révélé	VERB	révéler
force	NOUN	force
Secundo	PROPN	Secundo
serait	AUX	être
:	PUNCT	:
ton	NOUN	ton
entend	VERB	entendre
privilégie	NOUN	privilégie
faveur	NOUN	faveur
a	AUX	avoir
à	ADP	à
des	ADP	de
l'	DET	le
.	PUNCT	.
lui	DET	lui
utilises	NOUN	utilise
voit	VERB	voir
effet	NOUN	effet
.	PUNCT	.
étrange	NOUN	étrange
peut	VERB	pouvoir
Tertio	PROPN	Tertio
,	PUNCT	,
,	PUNCT	,
-	PUNCT	-
jouer	VERB	jouer
présence	NOUN	présence
surprise	NOUN	surprise
par	ADP	par
chance	NOUN	chance
de	ADP	de
rose	NOUN	rose
fourmi	ADV	fourmi
petit	ADJ	petit
Bonne	ADJ	bon
au-dessus	ADV	au-dessus
dropline	NOUN	dropline
Switch	PROPN	Switch
Désolation	NOUN	désolation
.	PUNCT	.
sombres	NOUN	sombre
Il	PRON	il
de	ADP	de
Ange	PROPN	Ange
un	DET	un
roulent	NOUN	roulent
risque	VERB	risque
,	PUNCT	,
en	ADP	en
nuées	VERB	nuer
la	DET	le
La	DET	le
délite	VERB	délite
tête	NOUN	tête
une	DET	un
antenne	NOUN	antenne
Bleu	NOUN	bleu
phagocyté	ADJ	phagocyter
la	DET	le
dessus	VERB	dessus
Dr	NOUN	dr
Toujours	ADV	toujours
par	ADP	par
se	PRON	se
-	NOUN	-
nuage	ADJ	nuag
,	PUNCT	,
qui	PRON	qui
Plaine	PROPN	Plaine
les	DET	le
se	PRON	se
de	ADP	de
la	DET	le
aussitôt	ADV	aussitôt
!	PUNCT	!
bousculent	VERB	bousculer
.	PUNCT	.
et	CCONJ	et
elle	PRON	lui
décèle	VERB	déceler
.	PUNCT	.
forme	NOUN	forme
sur	ADP	sur
recouvrer	VERB	recouvrer
ne	ADV	ne
Noire	PROPN	Noire
part	NOUN	part
immédiat	NOUN	immédiat
l'	DET	le
Ombre	PROPN	Ombre
de	ADP	de
l'	DET	le
dans	ADP	dans
—	PRON	—
à	ADP	à
le	DET	le
et	CCONJ	et
humaine	NOUN	humaine
prépare	VERB	prépare
foncer	VERB	foncer
nulle	NOUN	nulle
de	ADP	de
se	PRON	se
menaçant	VERB	menacer
terrifiante	NOUN	terrifiante
,	PUNCT	,
immense	NOUN	immense
dans	ADP	dans
C'	PRON	ce
de	ADP	de
l'	DET	le
fond	VERB	fondre
le	DET	le
et	CCONJ	et
surgit	VERB	surgir
sa	DET	son
lui	PRON	lui
vers	ADP	vers
est	AUX	être
but	NOUN	but
de	ADP	de
alors	ADV	alors
que	SCONJ	que
,	PUNCT	,
rien	PRON	rien
Glace	PROPN	Glace
et	CCONJ	et
Palais	PROPN	Palais
tombe	NOUN	tombe
d'	ADP	de
ainsi	ADV	ainsi
surprise	NOUN	surprise
.	PUNCT	.
!	PUNCT	!
enveloppe	NOUN	enveloppe
,	PUNCT	,
.	PUNCT	.
Ombre	NOUN	ombre
il	PRON	il
se	PRON	se
:	PUNCT	:
rouge	NOUN	rouge
—	VERB	—
bondit	VERB	bondir
Ténèbres	NOUN	ténèbre
oublie	VERB	oublier
arrière	NOUN	arrière
lui	PRON	lui
des	ADP	de
Ange	NOUN	ange
bug	NOUN	bug
souffle	NOUN	souffle
Prince	PROPN	Prince
glacé	VERB	glacer
—	DET	—
et	CCONJ	et
en	ADP	en
commettre	ADJ	commettr
que	SCONJ	que
le	DET	le
l'	DET	le
cache	VERB	cache
une	DET	un
du	ADP	de
dans	ADP	dans
La	DET	le
Il	PRON	il
Bleu	NOUN	bleu
le	DET	le
erreur	NOUN	erreur
taille	NOUN	taille
non-lieu	NOUN	non-lieu
où	PRON	où
fait	VERB	faire
un	DET	un
réduite	ADJ	réduit
Le	DET	le
sa	DET	son
balayage	NOUN	balayage
occupe	VERB	occupe
(	PUNCT	(
,	PUNCT	,
du	ADP	de
.	PUNCT	.
baveux	ADJ	baveux
doigt	NOUN	doigt
la	DET	le
Merde	PROPN	Merde
sur	ADP	sur
un	DET	un
antibug	NOUN	antibug
.	PUNCT	.
.	PUNCT	.
et	CCONJ	et
-il	PRON	il
un	DET	un
un	DET	un
sa	DET	son
-t	PART	-t
intégré	ADJ	intégré
effacera	VERB	effacer
son	DET	son
grommelle	PRON	grommelle
visuel	NOUN	visuel
coup	NOUN	coup
de	ADP	de
d'	ADP	de
comporte	VERB	comporte
son	DET	son
Micronics	PROPN	Micronics
—	PUNCT	—
cercle	NOUN	cercle
un	DET	un
,	PUNCT	,
la	DET	le
Heureusement	ADV	heureusement
tactile	NOUN	tactile
:	PUNCT	:
doigt	NOUN	doigt
util	NOUN	util
effleurement	NOUN	effleurement
réel	ADJ	réel
)	PUNCT	)
console	NOUN	console
tout	ADJ	tout
du	ADP	de
dropline	NOUN	dropline
simple	ADJ	simple
comme	SCONJ	comme
Bleu	NOUN	bleu
cercle	NOUN	cercle
le	DET	le
mais	CCONJ	mais
réfugier	NOUN	réfugier
Ange	NOUN	ange
le	DET	le
.	PUNCT	.
point	NOUN	point
plutôt	ADV	plutôt
si	SCONJ	si
le	DET	le
se	PRON	se
avec	ADP	avec
bug	PROPN	bug
se	PRON	se
pose	VERB	pose
s'	PRON	se
buisson	NOUN	buisson
,	PUNCT	,
tactile	NOUN	tactile
escomptait	VERB	escompter
alors	ADV	alors
chance	NOUN	chance
,	PUNCT	,
efface	VERB	effacer
pas	ADV	pas
ne	ADV	ne
.	PUNCT	.
.	PUNCT	.
l'	PRON	l'
un	DET	un
—	PROPN	—
Il	PRON	il
de	ADP	de
il	PRON	il
sous	ADP	sous
le	DET	le
et	CCONJ	et
Rien	PRON	rien
visualise	VERB	visualise
doigt	NOUN	doigt
.	PUNCT	.
Ou	CCONJ	ou
gris	ADJ	gris
pourra	VERB	pouvoir
sur	ADP	sur
Il	PRON	il
un	DET	un
de	ADP	de
à	ADP	à
qui	PRON	qui
le	DET	le
coulures	ADJ	coulure
même	ADV	même
met	VERB	mettre
encre	NOUN	encre
se	PRON	se
Plaine	PROPN	Plaine
bon	ADJ	bon
.	PUNCT	.
,	PUNCT	,
peu	ADV	peu
sur	ADP	sur
vif	PRON	vif
ni	CCONJ	ni
un	DET	un
comme	ADP	comme
paysage	NOUN	paysage
Désolation	NOUN	désolation
mais	CCONJ	mais
qui	PRON	qui
—	VERB	—
la	DET	le
non	ADV	non
un	DET	un
flot	NOUN	flot
,	PUNCT	,
d'	ADP	de
ne	ADV	ne
...	PUNCT	...
la	DET	le
Des	DET	un
un	DET	un
de	ADP	de
sang	NOUN	sang
dans	ADP	dans
rouge	NOUN	rouge
sur	ADP	sur
présage	NOUN	présage
wayout	NOUN	wayout
noir	ADJ	noir
rien	PRON	rien
de	ADP	de
neutre	ADJ	neutre
dégouliner	VERB	dégouliner
d'	ADP	de
condense	VERB	condense
fond	NOUN	fond
'	PUNCT	'
peu	ADV	peu
cyjteRKltuER	PRON	cyjterkltuer
groupe	NOUN	groupe
s'	PRON	se
définissent	NOUN	définissent
à	ADP	à
:	PUNCT	:
de	ADP	de
traînées	VERB	traîner
ça	PRON	cela
signifie	VERB	signifier
composent	VERB	composer
!	PUNCT	!
,	PUNCT	,
Ange	PROPN	Ange
et	CCONJ	et
—	NOUN	—
.	PUNCT	.
de	ADP	de
organisent	VERB	organiser
un	DET	un
changé	VERB	changer
flaques	NOUN	flaque
s'	PRON	se
distinctes	NOUN	distincte
Je	PRON	je
n	VERB	n
Bleu	PROPN	Bleu
.	PUNCT	.
Qu'	PRON	qu'
pas	ADV	pas
en	ADP	en
?	PUNCT	?
Ces	DET	ce
qui	PRON	qui
ai	AUX	avoir
un	DET	un
offusque	VERB	offusque
mot	NOUN	mot
est	AUX	être
lettres	NOUN	lettre
mot	NOUN	mot
-ce	PRON	-ce
que	SCONJ	que
lettres	NOUN	lettre
en	ADP	en
inconnu	VERB	inconnu
jeu	NOUN	jeu
un	DET	un
sont	AUX	être
le	DET	le
Ma	DET	mon
bleep	NOUN	bleep
est	AUX	être
antibug	VERB	antibug
Sur	ADP	sur
.	PUNCT	.
fiables	ADJ	fiable
touche	NOUN	touche
?	PUNCT	?
Ça	PRON	cela
de	ADP	de
mais	CCONJ	mais
doigt	NOUN	doigt
jamais	ADV	jamais
cercle	NOUN	cercle
.	PUNCT	.
—	VERB	—
,	PUNCT	,
le	DET	le
son	DET	son
réputées	NOUN	réputée
,	PUNCT	,
nouveau	ADJ	nouveau
son	DET	son
les	DET	le
Micronics	NOUN	micronic
arrivé	VERB	arriver
-il	PRON	il
console	NOUN	console
machines	NOUN	machine
réel	ADJ	réel
n'	ADV	n'
au	ADP	au
de	ADP	de
des	DET	un
—	CCONJ	—
encore	ADV	encore
oreille	NOUN	oreille
déconne	NOUN	déconne
creux	PRON	creux
est	AUX	être
ou	CCONJ	ou
quoi	PRON	quoi
entend	VERB	entendre
tactile	NOUN	tactile
tout	ADV	tout
—	NOUN	—
C'	PRON	ce
Un	DET	un
tout	ADV	tout
jamais	ADV	jamais
finir	VERB	finir
serait	AUX	être
elle	PRON	lui
après	ADP	après
survient	VERB	survenir
a	AUX	avoir
jours	NOUN	jour
bien	ADV	bien
Ange	PROPN	Ange
l'	PRON	l'
en	ADP	en
:	PUNCT	:
victime	VERB	victime
,	PUNCT	,
,	PUNCT	,
un	DET	un
par	ADP	par
déconnecter	VERB	déconnecter
aurait	AUX	avoir
qui	PRON	qui
est	AUX	être
se	PRON	se
possible	ADJ	possible
hack	NOUN	hack
?	PUNCT	?
d'	ADP	de
...	PUNCT	...
sans	ADP	sans
piratage	NOUN	piratage
huit	NUM	huit
Bleu	AUX	bleu
quoiqu'	SCONJ	quoique
sans	ADP	sans
méchant	ADJ	méchant
peut	VERB	pouvoir
-il	PRON	il
prévenu	VERB	prévenir
avertissement	NOUN	avertissement
elle	PRON	lui
panne	ADJ	pann
.	PUNCT	.
Ou	CCONJ	ou
chauffer	NOUN	chauffer
c'	PRON	ce
ne	ADV	ne
foutu	ADJ	foutu
une	DET	un
rouge	ADJ	rouge
air	NOUN	air
NetWatch	NOUN	netwatch
?	PUNCT	?
le	DET	le
quelle	DET	quel
l'	DET	le
aviser	VERB	aviser
dans	ADP	dans
lui	PRON	lui
geste	NOUN	geste
—	NOUN	—
bien	ADV	bien
noir	NOUN	noir
Infemo	PROPN	Infemo
Cyberkiller	PROPN	Cyberkiller
sait	VERB	savoir
en	ADP	en
.	PUNCT	.
En	ADP	en
ne	ADV	ne
de	ADP	de
éloignent	VERB	éloigner
partie	NOUN	partie
il	PRON	il
à'	ADP	à'
Les	DET	le
lettres	NOUN	lettre
évolue	VERB	évolue
cas	NOUN	cas
...	PUNCT	...
s'	PRON	se
pour	ADP	pour
car	CCONJ	car
il	PRON	il
imposer	VERB	imposer
sang	ADJ	sang
connerie	NOUN	connerie
mot	NOUN	mot
sortir	VERB	sortir
Il	PRON	il
ferait	VERB	faire
et	CCONJ	et
suspend	VERB	suspendre
son	DET	son
ce	DET	ce
sa	DET	son
d'	ADP	de
le	DET	le
wayout	NOUN	wayout
acides	ADJ	acide
,	PUNCT	,
dans	ADP	dans
chatoyantes	ADJ	chatoyant
se	PRON	se
en	ADP	en
cosmique	ADJ	cosmique
Bleu	NOUN	bleu
ses	DET	son
rubis	VERB	rubis
un	DET	un
centre	NOUN	centre
infini	NOUN	infini
,	PUNCT	,
un	DET	un
sans	ADP	sans
soudain	ADV	soudain
crénelées	VERB	créneler
.	PUNCT	.
.	PUNCT	.
éclate	VERB	éclate
leurs	DET	leur
agressent	VERB	agresser
amenuisent	VERB	amenuiser
qui	PRON	qui
en	ADP	en
Les	DET	le
couleurs	NOUN	couleur
cesse	NOUN	cesse
