Juif	NOUN	juif
toutes	ADJ	tout
avec	ADP	avec
sur	ADP	sur
fussent	ADV	fussent
la	DET	le
même	ADJ	même
,	PUNCT	,
incontestablement	ADV	incontestablement
capables	ADJ	capable
un	DET	un
hôtesses	NOUN	hôtesse
entendu	VERB	entendre
plus	ADV	plus
afin	ADV	afin
amorça	VERB	amorcer
les	DET	le
l'	DET	le
des	ADP	de
moi	PRON	moi
le	DET	le
que	SCONJ	que
le	DET	le
hublot	NOUN	hublot
atterrissage	NOUN	atterrissage
fermement	VERB	fermemer
plus	ADV	plus
lieux	PRON	lieux
Lorsque	SCONJ	lorsque
s'	PRON	se
Vados	PROPN	Vados
les	DET	le
.	PUNCT	.
,	PUNCT	,
hôtesse	NOUN	hôtesse
-	PUNCT	-
mien	NOUN	mien
encore	ADV	encore
.	PUNCT	.
Bien	ADV	bien
de	ADP	de
préliminaires	ADJ	préliminaire
de	ADP	de
l'	DET	le
effroyable	ADJ	effroyable
,	PUNCT	,
à	ADP	à
le	DET	le
,	PUNCT	,
avion	NOUN	avion
hauts	ADJ	haut
il	PRON	il
montrer	VERB	montrer
l'	DET	le
littéralement	ADV	littéralement
,	PUNCT	,
par	ADP	par
cercles	NOUN	cercle
fantaisistes	ADJ	fantaisiste
sur	ADP	sur
pria	NOUN	pria
allongea	VERB	allonger
cela	PRON	cela
en	ADP	en
effet	NOUN	effet
quelle	DET	quel
calma	VERB	calmer
le	DET	le
-	NOUN	-
d'	ADP	de
fut	AUX	être
ceinture	NOUN	ceinture
:	PUNCT	:
il	PRON	il
une	DET	un
de	ADP	de
attacher	VERB	attacher
réintégra	ADJ	réintégra
que	SCONJ	que
étrangère	ADJ	étranger
siège	NOUN	siège
s'	PRON	se
pense	VERB	pense
langue	NOUN	langue
me	PRON	me
-	ADV	-
Je	PRON	je
d'	ADP	de
.	PUNCT	.
Après	ADP	après
son	DET	son
à	ADP	à
que	SCONJ	que
il	PRON	il
sa	DET	son
se	PRON	se
lui	PRON	lui
.	PUNCT	.
,	PUNCT	,
fait	NOUN	fait
et	CCONJ	et
«	ADJ	«
la	DET	le
dans	ADP	dans
eut	VERB	avoir
recommandation	NOUN	recommandation
elle-même	PRON	lui-même
adressât	VERB	adresser
anglais	NOUN	anglais
plus	ADV	plus
possible	ADJ	possible
»	PUNCT	»
,	PUNCT	,
mon	DET	mon
très	ADV	très
descriptions	NOUN	description
ayant	AUX	avoir
ses	DET	son
mettre	VERB	mettre
été	AUX	être
certainement	ADV	certainement
,	PUNCT	,
bien	ADV	bien
que	SCONJ	que
lui	PRON	lui
que	SCONJ	que
mes	DET	mon
mis	VERB	mettre
de	ADP	de
delà	ADV	delà
pieds	NOUN	pied
.	PUNCT	.
abri	NOUN	abri
dire	VERB	dire
connaissais	ADV	connaissais
,	PUNCT	,
l'	DET	le
sinon	ADV	sinon
à	ADP	à
Vados	PROPN	Vados
les	DET	le
m'	PRON	me
délicat	ADJ	délicat
en	PRON	en
oreilles	NOUN	oreille
n'	ADV	n'
abstins	VERB	abstenir
à	ADP	à
j'	PRON	je
tapageuses	NOUN	tapageur
jamais	ADV	jamais
(	PUNCT	(
)	PUNCT	)
de	ADP	de
aurait	AUX	avoir
que	SCONJ	que
,	PUNCT	,
Je	PRON	je
esprit	NOUN	esprit
pas	ADV	pas
plus	ADV	plus
n'	ADV	n'
sur	ADP	sur
sur	ADP	sur
but	NOUN	but
qui	PRON	qui
plus	ADV	plus
ses	DET	son
lui	PRON	lui
sans	ADP	sans
-t	ADJ	-t
en	ADP	en
,	PUNCT	,
dix	NUM	dix
semaine	NOUN	semaine
rocailleux	ADJ	rocailleux
plus	ADV	plus
,	PUNCT	,
que	SCONJ	que
le	DET	le
gens	NOUN	gens
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
déser	VERB	déser
ville	NOUN	ville
cas	NOUN	cas
-	ADP	-
avaient	AUX	avoir
débarqué	VERB	débarquer
ces	DET	ce
cette	DET	ce
.	PUNCT	.
territoire	NOUN	territoire
,	PUNCT	,
ans	NOUN	an
fin	NOUN	fin
tout	DET	tout
un	DET	un
habitants	NOUN	habitant
tôt	ADV	tôt
battaient	ADV	battaient
Je	PRON	je
de	ADP	de
,	PUNCT	,
savais	VERB	savoir
que	SCONJ	que
en	ADP	en
cette	DET	ce
flânant	VERB	flâner
et	CCONJ	et
pavé	NOUN	pavé
dos	NOUN	dos
avaient	AUX	avoir
hissé	VERB	hisser
des	ADP	de
à	ADP	à
avaient	AUX	avoir
et	CCONJ	et
,	PUNCT	,
puis	CCONJ	puis
une	DET	un
des	ADP	de
génératrices	NOUN	génératrice
de	ADP	de
moyen	NOUN	moyen
s'	PRON	se
solaire	ADJ	solaire
Us	PRON	us
des	DET	un
d'	ADP	de
routes	NOUN	route
.	PUNCT	.
montagne	ADJ	montagn
,	PUNCT	,
que	SCONJ	que
capitale	ADJ	capital
là	ADV	là
abord	NOUN	abord
à	ADP	à
-	PUNCT	-
canalisé	VERB	canaliser
sur	ADP	sur
mulet	NOUN	mulet
érigerait	VERB	ériger
électriques	ADJ	électrique
des	DET	un
nouvelle	ADJ	nouveau
de	ADP	de
construit	VERB	construire
énergie	NOUN	énergie
dans	ADP	dans
les	DET	le
torrents	NOUN	torrent
de	ADP	de
plateaux	ADJ	plateal
environnants	NOUN	environnant
,	PUNCT	,
décrété	VERB	décréter
béton	NOUN	béton
au	ADP	au
conduites	NOUN	conduite
-trois	ADV	-trois
hélicoptères	NOUN	hélicoptère
intéressé	VERB	intéresser
était	AUX	être
,	PUNCT	,
,	PUNCT	,
d'	ADP	de
également	ADV	également
voies	NOUN	voie
ne	ADV	ne
de	ADP	de
la	DET	le
demi-million	NOUN	demi-million
de	ADP	de
les	DET	le
lié	VERB	lier
Maintenant	ADV	maintenant
.	PUNCT	.
trois	NUM	trois
une	DET	un
.	PUNCT	.
d'	ADP	de
six	NUM	six
endroits	NOUN	endroit
accéder	VERB	accéder
où	PRON	où
artères	NOUN	artère
gigantesques	ADJ	gigantesque
à	ADP	à
florissante	ADJ	florissant
au	ADP	au
à	ADP	à
mulets	NOUN	mulet
ville	NOUN	ville
d'	ADP	de
pouvaient	VERB	pouvoir
autoroutes	NOUN	autoroute
c'	PRON	ce
organiquement	VERB	organiquemer
habitants	NOUN	habitant
plan	NOUN	plan
un	DET	un
m'	PRON	me
d'	ADP	de
ensemble	NOUN	ensemble
cité	NOUN	cité
aux	ADP	à
étais	VERB	être
pourvues	ADJ	pourvoir
Je	PRON	je
.	PUNCT	.
de	ADP	de
lequel	PRON	lequel
,	PUNCT	,
par	ADP	par
Puerto	PROPN	Puerto
bretelles	NOUN	bretelle
sur	ADP	sur
piquait	VERB	piquer
directe	ADJ	direct
Aguazul	PROPN	Aguazul
et	CCONJ	et
qu'	SCONJ	que
direction	NOUN	direction
une	DET	un
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
de	ADP	de
sur	ADP	sur
Negra	PROPN	Negra
avec	ADP	avec
avion	NOUN	avion
qui	PRON	qui
Astoria	PROPN	Astoria
assuraient	VERB	assurer
la	DET	le
ville	NOUN	ville
celle	PRON	celui
côte	NOUN	côte
reposait	VERB	reposer
l'	DET	le
liaison	NOUN	liaison
,	PUNCT	,
,	PUNCT	,
avec	ADP	avec
Comme	SCONJ	comme
Joaquin	PROPN	Joaquin
conséquent	NOUN	conséquent
Cuatrovientos	NOUN	cuatroviento
la	DET	le
ainsi	ADV	ainsi
centre	NOUN	centre
prospérité	NOUN	prospérité
d'	ADP	de
la	DET	le
raccordement	ADV	raccordement
pétrolier	ADJ	pétrolier
en	ADP	en
le	DET	le
siècle	NOUN	siècle
l'	DET	le
mon	DET	mon
ces	DET	ce
un	PRON	un
considérai	VERB	considérer
de	ADP	de
de	ADP	de
a	VERB	avoir
de	ADP	de
Je	PRON	je
survolais	VERB	survoler
un	DET	un
ans	NOUN	an
le	DET	le
plus	ADV	plus
je	PRON	je
à	ADP	à
témoignages	NOUN	témoignage
réalisations	NOUN	réalisation
,	PUNCT	,
instant	NOUN	instant
y	PRON	y
découpé	VERB	découper
montagne	NOUN	montagne
dans	ADP	dans
du	ADP	de
XXe	ADJ	xx
fantastiques	ADJ	fantastique
me	PRON	me
compagnon	NOUN	compagnon
Il	PRON	il
flanc	NOUN	flanc
l'	DET	le
pris	VERB	prendre
la	DET	le
.	PUNCT	.
toutes	ADJ	tout
des	ADP	de
,	PUNCT	,
de	ADP	de
,	PUNCT	,
l'	DET	le
voyage	NOUN	voyage
.	PUNCT	.
et	CCONJ	et
aérodrome	NOUN	aérodrome
exaltation	NOUN	exaltation
dix	NUM	dix
partager	VERB	partager
mon	DET	mon
tout	ADV	tout
me	PRON	me
spectacle',me	NOUN	spectacle',me
ne	ADV	ne
:	PUNCT	:
,	PUNCT	,
frisson	NOUN	frisson
gloussement	NOUN	gloussement
,	PUNCT	,
.	PUNCT	.
Cette	DET	ce
même	ADV	même
satisfaction	NOUN	satisfaction
,	PUNCT	,
pas	ADV	pas
maintenant	ADV	maintenant
étais	AUX	être
car	CCONJ	car
dis	ADP	dis
Et	CCONJ	et
.	PUNCT	.
un	DET	un
était	AUX	être
.	PUNCT	.
friche	NOUN	friche
j'	PRON	je
entendis	VERB	entendre
inaperçue	VERB	inaperçue
en	ADP	en
parcourut	VERB	parcourir
émettre	VERB	émettre
broussailles	NOUN	broussaille
émotion	NOUN	émotion
moi	PRON	moi
cailloux	NOUN	caillou
voisin	ADJ	voisin
quel	DET	quel
passa	VERB	passer
J'	PRON	je
la	DET	le
-	PUNCT	-
;	PUNCT	;
moelle	ADJ	moell
épinière	NOUN	épinière
-je	NOUN	-je
ici	ADV	ici
un	DET	un
de	ADP	de
envoûté	VERB	envoûter
-	PUNCT	-
-	PUNCT	-
ces	DET	ce
lui-même	PRON	lui-même
cette	DET	ce
avait	AUX	avoir
.	PUNCT	.
de	ADP	de
été	AUX	être
ravi	VERB	ravir
.	PUNCT	.
Effectivement	ADV	effectivement
élancées	VERB	élancer
remarquable	ADJ	remarquable
-il	PRON	il
était	AUX	être
il	PRON	il
ces	DET	ce
splendeur	NOUN	splendeur
le	DET	le
s'	SCONJ	s'
,	PUNCT	,
avait	AUX	avoir
,	PUNCT	,
comme	ADP	comme
no?fit	INTJ	no?fit
.	PUNCT	.
Seulement	ADV	seulement
une	DET	un
de	ADP	de
parcs	NOUN	parc
elle	PRON	lui
,	PUNCT	,
,	PUNCT	,
ces	DET	ce
-	PUNCT	-
si	SCONJ	si
été	AUX	être
ville	NOUN	ville
de	ADP	de
verdoyants	NOUN	verdoyant
tours	NOUN	tour
avenues	ADJ	avenu
et	CCONJ	et
fleuris	ADJ	fleuri
créateur	NOUN	créateur
Magnifico	PROPN	Magnifico
,	PUNCT	,
aussi	ADV	aussi
splendides	NOUN	splendide
l'	DET	le
cela	PRON	cela
J'	PRON	je
instant	NOUN	instant
nous	PRON	nous
hésitai	VERB	hésiter
que	SCONJ	que
.	PUNCT	.
compagnon	NOUN	compagnon
pas	ADV	pas
silence	NOUN	silence
.	PUNCT	.
devais	VERB	devoir
quelques	DET	quelque
n'	ADV	n'
séparâmes	VERB	séparer
J'	PRON	je
en	PRON	en
la	DET	le
,	PUNCT	,
.	PUNCT	.
essayer	VERB	essayer
mon	DET	mon
ma	DET	mon
nécessaire	ADJ	nécessaire
présence	NOUN	présence
douane	NOUN	douane
de	ADP	de
à	ADP	à
demandant	VERB	demander
optai	VERB	opter
,	PUNCT	,
aurait	AUX	avoir
Lorsque	SCONJ	lorsque
si	SCONJ	si
été	AUX	être
aéroport	NOUN	aéroport
un	DET	un
nous	PRON	nous
d'	ADP	de
finalement	ADV	finalement
je	PRON	je
les	DET	le
pour	ADP	pour
le	DET	le
me	PRON	me
,	PUNCT	,
raisons	NOUN	raison
de	ADP	de
expliquer	VERB	expliquer
-je	NOUN	-je
insista	ADJ	insista
Madison	PROPN	Madison
nom	NOUN	nom
à	ADP	à
.	PUNCT	.
heures	NOUN	heure
sur	ADP	sur
peut-être	ADV	peut-être
et	CCONJ	et
,	PUNCT	,
ici	ADV	ici
;	PUNCT	;
C'	PRON	ce
la	DET	le
.	PUNCT	.
carte	NOUN	carte
avait	VERB	avoir
:	PUNCT	:
qui	PRON	qui
sa	DET	son
il	PRON	il
,	PUNCT	,
me	PRON	me
remettre	VERB	remettre
serrer	VERB	serrer
Blum?me	PROPN	Blum?me
demandai	ADV	demandai
Flores	NOUN	flore
figurait	VERB	figurer
Avenue	PROPN	Avenue
Rosenblum	PROPN	Rosenblum
main	NOUN	main
même	ADV	même
était	AUX	être
me	PRON	me
;	PUNCT	;
Le	DET	le
Vados	PROPN	Vados
y	PRON	y
et	CCONJ	et
Flores	PROPN	Flores
une	DET	un
une	DET	un
autre	ADJ	autre
y	PRON	y
pour	ADP	pour
adresse	NOUN	adresse
.	PUNCT	.
également	ADV	également
les	DET	le
probable	ADJ	probable
semblait	VERB	sembler
cœur	NOUN	cœur
vanter	VERB	vanter
à	ADP	à
était	AUX	être
Il	PRON	il
sa	DET	son
l'	DET	le
:	PUNCT	:
continuer	VERB	continuer
à	ADP	à
d'	ADP	de
avaient	AUX	avoir
l'	DET	le
cher	ADJ	cher
cosmopolite	ADJ	cosmopolite
que	SCONJ	que
,	PUNCT	,
si	SCONJ	si
le	DET	le
de	ADP	de
Les	DET	le
européen	ADJ	européen
années	NOUN	année
j'	PRON	je
étais	VERB	être
étranger	VERB	étranger
avaient	AUX	avoir
partagé	VERB	partager
mérites	ADJ	mérite
érodé	VERB	éroder
de	ADP	de
nivelé	VERB	niveler
accent	NOUN	accent
innombrables	NOUN	innombrable
son	DET	son
à	ADP	à
rendre	VERB	rendre
entre	ADP	entre
jusqu'	ADP	jusque
indéfinissable	ADJ	indéfinissable
deux	NUM	deux
plaisirs	NOUN	plaisir
l'	PRON	l'
.	PUNCT	.
.	PUNCT	.
patrie	NOUN	patrie
,	PUNCT	,
me	PRON	me
,	PUNCT	,
pays	NOUN	pays
au	ADP	au
prit	VERB	prendre
rejoindre	VERB	rejoindre
adoption	NOUN	adoption
du	ADP	de
pointa	VERB	pointer
droits	NOUN	droit
parti	NOUN	parti
qu'	SCONJ	que
la	DET	le
doigt	NOUN	doigt
valoir	VERB	valoir
,	PUNCT	,
allant	VERB	aller
attente	NOUN	attente
,	PUNCT	,
portillon	NOUN	portillon
en	ADP	en
file	NOUN	file
il	PRON	il
bien	ADV	bien
citoyen	NOUN	citoyen
faire	VERB	faire
avant	ADP	avant
de	ADP	de
mais	CCONJ	mais
la	DET	le
.	PUNCT	.
,	PUNCT	,
ses	DET	son
il	PRON	il
douane	NOUN	douane
de	ADP	de
quitter	VERB	quitter
,	PUNCT	,
finalement	ADV	finalement
d'	ADP	de
C'	PRON	ce
,	PUNCT	,
aux	ADP	à
est	AUX	être
ce	DET	ce
de	ADP	de
ou	CCONJ	ou
habitants	NOUN	habitant
un	DET	un
réservée	VERB	réserver
la	DET	le
me	PRON	me
-il	PRON	il
visible	ADJ	visible
.	PUNCT	.
mais	CCONJ	mais
pour	ADP	pour
dit	VERB	dire
.	PUNCT	.
sans	ADP	sans
,	PUNCT	,
el	ADP	el
.	PUNCT	.
étais	VERB	être
apposé	ADJ	apposé
nom	NOUN	nom
,	PUNCT	,
un	DET	un
été	AUX	être
-	PUNCT	-
ostentation	NOUN	ostentation
-	PUNCT	-
Vados	PROPN	Vados
un	DET	un
d'	ADP	de
portrait	NOUN	portrait
donné	VERB	donner
à	ADP	à
a	AUX	avoir
derrière	ADP	derrière
d'	ADP	de
de	ADP	de
-	PUNCT	-
Présidente	NOUN	président
le	DET	le
trop	ADV	trop
ville	NOUN	ville
bien	ADV	bien
Son	DET	son
Voici	VERB	voici
une	DET	un
douanier	NOUN	douanier
homme	NOUN	homme
voix	NOUN	voix
théâtrale	ADJ	théâtral
juste	ADV	juste
montrer	VERB	montrer
,	PUNCT	,
J'	PRON	je
grand	ADJ	grand
,	PUNCT	,
apparemment	ADV	apparemment
pays	NOUN	pays
fait	VERB	faire
aller	VERB	aller
cela	PRON	cela
,	PUNCT	,
du	ADP	de
attendre	VERB	attendre
ce	DET	ce
petit	ADJ	petit
hall	NOUN	hall
-là	PRON	-là
j'	PRON	je
étranger	VERB	étranger
asseoir	VERB	asseoir
comme	SCONJ	comme
donnait	AUX	donnait
une	DET	un
presque	ADV	presque
,	PUNCT	,
,	PUNCT	,
à	ADP	à
le	DET	le
et	CCONJ	et
seul	ADJ	seul
banquette	NOUN	banquette
et	CCONJ	et
sur	ADP	sur
dans	ADP	dans
.	PUNCT	.
préparant	VERB	préparer
sur	ADP	sur
pour	ADP	pour
ces	DET	ce
vol	NOUN	vol
me	PRON	me
se	PRON	se
m'	PRON	me
on	PRON	on
Je	PRON	je
cas	NOUN	cas
aux	ADP	à
traversai	VERB	traverser
le	DET	le
partout	ADV	partout
,	PUNCT	,
gens	NOUN	gens
,	PUNCT	,
priorité	NOUN	priorité
immenses	ADJ	immense
une	DET	un
pistes	NOUN	piste
était	AUX	être
.	PUNCT	.
insonores	ADJ	insonore
allumai	VERB	allumer
des	ADP	de
Pas	ADV	pas
hall	NOUN	hall
une	DET	un
certaine	NOUN	certaine
soleil	NOUN	soleil
mouche	NOUN	mouche
intérieur	NOUN	intérieur
lumière	NOUN	lumière
matériaux	NOUN	matériau
surchauffait	VERB	surchauffer
filtrée	VERB	filtrer
silencieux	ADJ	silencieux
de	ADP	de
implacable	ADJ	implacable
.	PUNCT	.
.	PUNCT	.
tapissé	VERB	tapisser
L'	DET	le
par	ADP	par
d'	DET	d'
était	AUX	être
,	PUNCT	,
,	PUNCT	,
verts	PROPN	vert
du	ADP	de
fraîcheur	ADJ	fraîcheur
malgré	ADP	malgré
,	PUNCT	,
stores	ADJ	store
,	PUNCT	,
La	DET	le
qui	PRON	qui
il	PRON	il
le	DET	le
béton	NOUN	béton
y	PRON	y
régnait	VERB	régner
et	CCONJ	et
cigarette	NOUN	cigarette
gris	ADJ	gris
une	DET	un
le	DET	le
cet	DET	ce
troublait	VERB	troubler
de	ADP	de
tout	ADV	tout
je	PRON	je
,	PUNCT	,
ne	ADV	ne
portrait	NOUN	portrait
de	ADP	de
qui	PRON	qui
bien	ADV	bien
naturel	ADJ	naturel
tuer	VERB	tuer
vivant	NOUN	vivant
,	PUNCT	,
intrigué	VERB	intriguer
latitude	NOUN	latitude
,	PUNCT	,
l'	DET	le
à	ADP	à
cette	DET	ce
le	DET	le
,	PUNCT	,
air	NOUN	air
sous	ADP	sous
immobile	ADJ	immobile
allure	NOUN	allure
de	ADP	de
par	ADP	par
remarquable	ADJ	remarquable
Vados	PROPN	Vados
qui	PRON	qui
ce	PRON	ce
que	SCONJ	que
.	PUNCT	.
,	PUNCT	,
homme	NOUN	homme
était	AUX	être
fusse	VERB	être
temps	NOUN	temps
.	PUNCT	.
Pour	ADP	pour
observai	VERB	observer
Il	PRON	il
était	AUX	être
fait	NOUN	fait
l'	DET	le
le	DET	le
son	DET	son
j'	PRON	je
de	ADP	de
avait	AUX	avoir
mon	DET	mon
État	NOUN	état
au	ADP	au
d'	ADP	de
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
une	DET	un
,	PUNCT	,
j'	PRON	je
en	ADP	en
n'	ADV	n'
donné	VERB	donner
de	ADP	de
capitale	NOUN	capitale
Vados	PROPN	Vados
municipalité	NOUN	municipalité
,	PUNCT	,
la	DET	le
outre	ADP	outre
or	NOUN	or
son	DET	son
-	PUNCT	-
nom	NOUN	nom
de	ADP	de
Ciudad	NOUN	ciudad
la	DET	le
plus	ADV	plus
nouvel	ADJ	nouveau
;	PUNCT	;
à	ADP	à
étais	VERB	être
est	ADV	est
ville	NOUN	ville
Vados	PROPN	Vados
un	DET	un
service	NOUN	service
,	PUNCT	,
employeur	NOUN	employeur
;	PUNCT	;
,	PUNCT	,
.	PUNCT	.
Officiellement	ADV	officiellement
qui	PRON	qui
vu	VERB	voir
indirectement	NOUN	indirectement
Vados	PROPN	Vados
était	AUX	être
Présidenteétait	AUX	présidenteétait
pas	ADV	pas
.	PUNCT	.
.	PUNCT	.
ne	ADV	ne
la	DET	le
était	AUX	être
loi	NOUN	loi
costume	NOUN	costume
,	PUNCT	,
-	VERB	-
évidemment	ADV	évidemment
avais	VERB	avoir
de	ADP	de
la	DET	le
pas	ADV	pas
de	ADP	de
,	PUNCT	,
légende	NOUN	légende
D'	ADP	de
maire	NOUN	maire
entendu	VERB	entendre
un	DET	un
président	ADJ	président
aussi	ADV	aussi
de	ADP	de
,	PUNCT	,
el	PRON	el
de	ADP	de
ce	PRON	ce
Sur	ADP	sur
d'	ADP	de
République	NOUN	république
-	PUNCT	-
que	PRON	que
mais	CCONJ	mais
vêtu	ADJ	vêtir
ville	NOUN	ville
comportait	VERB	comporter
dire	VERB	dire
ce	DET	ce
j'	PRON	je
parole	NOUN	parole
portrait	NOUN	portrait
qui	PRON	qui
après	ADP	après
seulement	ADV	seulement
faisait	VERB	faire
civil	NOUN	civil
sa	DET	son
d'	ADP	de
blanche	ADJ	blanc
une	DET	un
égales	ADJ	égal
je	PRON	je
deux	NUM	deux
couleur	NOUN	couleur
donnait	VERB	donner
.	PUNCT	.
semblait	VERB	sembler
En	ADP	en
fait	NOUN	fait
charpenté	VERB	charpenter
avait	AUX	avoir
cravate	ADJ	cravat
savais	NOUN	savai
en	ADP	en
une	DET	un
Vados	PROPN	Vados
.	PUNCT	.
torse	NOUN	torse
,	PUNCT	,
quatre-vingt-dix	VERB	quatre-vingt-dix
Une	DET	un
le	DET	le
mince	NOUN	mince
mesurait	VERB	mesurer
près	ADV	près
,	PUNCT	,
corps	NOUN	corps
impression	NOUN	impression
mètre	NOUN	mètre
noire	ADJ	noir
,	PUNCT	,
,	PUNCT	,
couper	VERB	couper
un	DET	un
parties	NOUN	party
le	PRON	le
affectait	VERB	affecter
de	ADP	de
solidement	ADV	solidement
militaire	ADJ	militaire
grandeur	NOUN	grandeur
.	PUNCT	.
Le	DET	le
.	PUNCT	.
et	CCONJ	et
Il	PRON	il
posture	ADJ	postur
plutôt	ADV	plutôt
photographié	VERB	photographier
En	ADP	en
,	PUNCT	,
la	DET	le
le	DET	le
été	AUX	être
.	PUNCT	.
photographie	NOUN	photographie
objectif	NOUN	objectif
moustache	ADJ	moustach
noire	ADJ	noir
il	PRON	il
excellente	ADJ	excellent
sur	ADP	sur
brune	ADJ	brun
je	PRON	je
droit	ADJ	droit
le	DET	le
j'	PRON	je
que	SCONJ	que
me	PRON	me
La	DET	le
regard	NOUN	regard
tandis	ADV	tandis
braqué	ADJ	braquer
visage	NOUN	visage
paraissait	VERB	paraître
,	PUNCT	,
l'	DET	le
comparaison	NOUN	comparaison
.	PUNCT	.
l'	DET	le
et	CCONJ	et
impression	NOUN	impression
et	CCONJ	et
pâle	ADJ	pâle
contemplais	NOUN	contemplai
chevelure	NOUN	chevelure
fixait	VERB	fixer
avec	ADP	avec
qu'	SCONJ	que
les	DET	le
la	DET	le
mince	NOUN	mince
avais	VERB	avoir
le	DET	le
yeux	NOUN	oeil
était	AUX	être
dans	ADP	dans
Vados	PROPN	Vados
donnait	VERB	donner
tordre	VERB	tordre
une	DET	un
comme	ADP	comme
,	PUNCT	,
et	CCONJ	et
en	PRON	en
chanceux	ADJ	chanceux
qui	PRON	qui
de	ADP	de
la	PRON	le
d'	ADP	de
un	DET	un
au	ADP	au
vulgaire	NOUN	vulgaire
mains	NOUN	main
et	CCONJ	et
.	PUNCT	.
canne	NOUN	canne
deux	NUM	deux
or	NOUN	or
homme	NOUN	homme
certaine	NOUN	certaine
à	ADP	à
présence	NOUN	présence
Juan	NOUN	juan
Sébastian	PROPN	Sébastian
guimauve	NOUN	guimauve
officier	NOUN	officier
les	DET	le
Un	DET	un
personnage	NOUN	personnage
torsader	VERB	torsader
à	ADP	à
,	PUNCT	,
.	PUNCT	.
tenait	VERB	tenir
une	DET	un
