étonnement	NOUN	étonnement
interprète	NOUN	interprète
ces	DET	ce
effectuer	VERB	effectuer
les	DET	le
de	ADP	de
célébrité	NOUN	célébrité
d'	ADP	de
.	PUNCT	.
;	PUNCT	;
il	PRON	il
aucun	DET	aucun
:	PUNCT	:
ne	ADV	ne
reporters	NOUN	reporter
secrétaire	NOUN	secrétaire
ne	ADV	ne
il	PRON	il
chargea	VERB	charger
les	DET	le
drastique	ADJ	drastique
confiance	NOUN	confiance
journaux	NOUN	journal
parlait	VERB	parler
élimina	VERB	éliminer
étrangères	ADJ	étranger
que	SCONJ	que
le	DET	le
propositions	NOUN	proposition
sa	DET	son
car	CCONJ	car
,	PUNCT	,
langues	ADJ	langue
enfin	ADV	enfin
,	PUNCT	,
tachiens	ADJ	tachien
propos	NOUN	propos
d'	ADP	de
tenir	VERB	tenir
que	SCONJ	que
spécialistes	NOUN	spécialiste
découragea	VERB	décourager
écrivain	PRON	écrivain
voyaient	VERB	voir
l'	DET	le
discordance	NOUN	discordance
les	DET	le
,	PUNCT	,
désir	NOUN	désir
à	ADP	à
opinions	NOUN	opinion
de	ADP	de
racistes	ADJ	raciste
mis	VERB	mettre
avec	ADP	avec
secrétaire	NOUN	secrétaire
l'	DET	le
était	AUX	être
âge	NOUN	âge
scandaliser	VERB	scandaliser
;	PUNCT	;
sénile	ADJ	sénile
lesquels	PRON	lequel
,	PUNCT	,
le	DET	le
l'	DET	le
expression	NOUN	expression
étaient	AUX	être
s'	PRON	se
,	PUNCT	,
des	DET	un
un	DET	un
ses	DET	son
embarrassés	VERB	embarrasser
en	ADP	en
--	PUNCT	--
,	PUNCT	,
y	PRON	y
,	PUNCT	,
avec	ADP	avec
les	DET	le
poliment	ADV	poliment
profondes	ADJ	profond
Tach	PROPN	Tach
des	ADP	de
avait	AUX	avoir
politiques	ADJ	politique
ne	ADV	ne
jugés	VERB	juger
sollicitations	NOUN	sollicitation
homme	NOUN	homme
atteint	VERB	atteindre
magazines	ADJ	magazine
rare	ADJ	rare
.	PUNCT	.
qui	PRON	qui
redoutable	ADJ	redoutable
,	PUNCT	,
pas	ADV	pas
journaux	NOUN	journal
savoir	VERB	savoir
fierté	VERB	fierter
et	CCONJ	et
des	DET	un
eussent	VERB	avoir
su	VERB	savoir
de	ADP	de
,	PUNCT	,
télévision	NOUN	télévision
que	SCONJ	que
M.	NOUN	m.
sans	ADP	sans
des	ADP	de
attrapé	VERB	attraper
était	AUX	être
des	DET	un
Ce	PRON	ce
revues	NOUN	revue
féminins	NOUN	féminin
s'	PRON	se
trop	ADV	trop
fut	AUX	être
voulu	VERB	vouloir
un	DET	un
médicales	ADJ	médical
le	DET	le
cancer	NOUN	cancer
aussi	ADV	aussi
surtout	ADV	surtout
chaînes	NOUN	chaîne
grand	ADJ	grand
du	ADP	de
comment	ADV	comment
été	AUX	être
d'	ADP	de
bagnards	NOUN	bagnard
le	DET	le
,	PUNCT	,
,	PUNCT	,
syndrome	NOUN	syndrome
de	ADP	de
Il	PRON	il
«	ADJ	«
suivies	NOUN	suivie
d'	ADP	de
XIXe	ADJ	xix
ce	DET	ce
plus	ADV	plus
qui	PRON	qui
»	PUNCT	»
Cayenne	PROPN	Cayenne
avait	VERB	avoir
savant	NOUN	savant
cartilages	NOUN	cartilage
siècle	NOUN	siècle
.	PUNCT	.
,	PUNCT	,
des	ADP	de
appelé	VERB	appeler
plus	ADV	plus
jamais	ADV	jamais
n'	ADV	n'
avait	AUX	avoir
incarcérés	VERB	incarcérer
depuis	ADP	depuis
vulgairement	ADV	vulgairement
homicides	NOUN	homicide
dépisté	VERB	dépister
cancer	ADJ	cancer
repéré	VERB	repérer
que	SCONJ	que
et	CCONJ	et
à	ADP	à
pour	ADP	pour
au	ADP	au
une	DET	un
violences	NOUN	violence
sexuelles	ADJ	sexuel
éponyme	ADJ	éponyme
Elzenveiverplatz	PROPN	Elzenveiverplatz
dizaine	NOUN	dizaine
ressentit	VERB	ressentir
chez	ADP	chez
pas	ADV	pas
comme	ADP	comme
une	DET	un
avait	AUX	avoir
rédigeant	VERB	rédiger
,	PUNCT	,
diagnostic	NOUN	diagnostic
d'	ADP	de
nom	NOUN	nom
son	DET	son
vasculaire	ADJ	vasculaire
.	PUNCT	.
la	DET	le
du	ADP	de
:	PUNCT	:
épitaphe	NOUN	épitaphe
imberbe	ADJ	imberbe
il	PRON	il
il	PRON	il
tout	ADV	tout
obèse	NOUN	obèse
voix	NOUN	voix
le	DET	le
anoblissement	NOUN	anoblissement
d'	ADP	de
inespéré	VERB	inespérer
n'	ADV	n'
oublia	VERB	oublier
,	PUNCT	,
l'	DET	le
stupide	ADJ	stupide
mentionner	VERB	mentionner
avec	ADP	avec
En	ADP	en
eunuque	PROPN	eunuque
physique	NOUN	physique
de	ADP	de
qui	PRON	qui
son	DET	son
,	PUNCT	,
maladie	NOUN	maladie
sauf	ADP	sauf
de	ADP	de
cardio	ADJ	cardio
-	ADJ	-
de	ADP	de
un	DET	un
mourir	VERB	mourir
sublime	VERB	sublime
redoutait	VERB	redouter
ne	ADV	ne
teuton	ADJ	teuton
la	DET	le
ce	DET	ce
gras	ADJ	gras
,	PUNCT	,
médecin	NOUN	médecin
perplexe	ADJ	perplexe
de	ADP	de
beauté	NOUN	beauté
homme	NOUN	homme
était	AUX	être
à	ADP	à
;	PUNCT	;
trépasserait	VERB	trépasser
depuis	ADP	depuis
vrai	ADJ	vrai
de	ADP	de
années	NOUN	année
sédentaire	NOUN	sédentaire
dire	VERB	dire
l'	DET	le
capable	ADJ	capable
auquel	PRON	auquel
À	ADP	à
il	PRON	il
il	PRON	il
avouait	VERB	avouer
des	DET	un
ait	AUX	avoir
médecine	NOUN	médecine
être	AUX	être
en	ADP	en
tellement	ADV	tellement
survécu	VERB	survivre
.	PUNCT	.
plus	ADV	plus
que	SCONJ	que
que	SCONJ	que
âge	NOUN	âge
moderne	ADJ	moderne
jusqu'	ADP	jusque
ans	NOUN	an
.	PUNCT	.
Cet	DET	ce
adipeux	ADJ	adipeux
grâce	NOUN	grâce
rendait	VERB	rendre
marcher	VERB	marcher
quatre-vingt-trois	NUM	quatre-vingt-trois
d'	DET	d'
avait	AUX	avoir
modérément	ADJ	modérément
outre	ADV	outre
immémoriaux	ADJ	immémorial
.	PUNCT	.
il	PRON	il
très	ADV	très
bon	ADJ	bon
diététiciens	NOUN	diététicien
depuis	ADP	depuis
des	DET	un
havanes	NOUN	havane
de	ADP	de
recommandations	NOUN	recommandation
les	DET	le
abominablement	ADV	abominablement
.	PUNCT	.
ne	ADV	ne
,	PUNCT	,
nourrissait	VERB	nourrir
par	ADP	par
au	ADP	au
paître	NOUN	paître
se	PRON	se
les	DET	le
trouvaient	VERB	trouver
pas	ADV	pas
médecins	NOUN	médecin
fumait	VERB	fumer
et	CCONJ	et
explication	NOUN	explication
des	ADP	de
temps	NOUN	temps
ses	DET	son
et	CCONJ	et
autre	ADJ	autre
En	ADP	en
:	PUNCT	:
jour	NOUN	jour
pratiquait	VERB	pratiquer
vingt	NUM	vingt
il	PRON	il
la	DET	le
chasteté	NOUN	chasteté
il	PRON	il
envoyé	VERB	envoyer
buvait	VERB	boire
fonctionnement	NOUN	fonctionnement
Mais	CCONJ	mais
scandaliser	VERB	scandaliser
cœur	NOUN	cœur
Il	PRON	il
mystérieuse	ADJ	mystérieux
presse	NOUN	presse
pas	ADV	pas
son	DET	son
.	PUNCT	.
de	ADP	de
Sa	DET	son
un	DET	un
organe	NOUN	organe
du	ADP	de
mort	NOUN	mort
graisse	NOUN	graisse
monde	NOUN	monde
demeurait	VERB	demeurer
allait	VERB	aller
ne	ADV	ne
,	PUNCT	,
en	PRON	en
syndrome	NOUN	syndrome
médiatisation	NOUN	médiatisation
par	ADP	par
n'	ADV	n'
la	DET	le
pas	ADV	pas
se	PRON	se
pour	ADP	pour
que	SCONJ	que
n'	ADV	n'
la	DET	le
.	PUNCT	.
de	ADP	de
l'	DET	le
survie	NOUN	survie
de	ADP	de
moins	ADV	moins
au	ADP	au
qui	PRON	qui
y	PRON	y
origine	NOUN	origine
mettre	VERB	mettre
eut	VERB	avoir
pas	ADV	pas
ainsi	ADV	ainsi
étouffé	VERB	étouffer
fin	NOUN	fin
cette	DET	ce
y	PRON	y
armaient	NOUN	armaient
.	PUNCT	.
lois	NOUN	loi
reportages	NOUN	reportage
biographes	NOUN	biographe
.	PUNCT	.
prochaine	ADJ	prochain
aux	ADP	à
Il	PRON	il
largement	ADV	largement
.	PUNCT	.
Déjà	ADV	déjà
en	PRON	en
eut	VERB	avoir
lecteurs	NOUN	lecteur
au	ADP	au
autocritiques	NOUN	autocritique
plus	ADV	plus
.	PUNCT	.
des	ADP	de
ces	DET	ce
furent	ADV	furent
.	PUNCT	.
courrier	NOUN	courrier
à	ADP	à
des	ADP	de
Les	DET	le
éditeurs	ADJ	éditeur
grain	NOUN	grain
journalistes	ADJ	journaliste
de	ADP	de
bataillons	NOUN	bataillon
fit	ADJ	fit
les	DET	le
sélectionnés	VERB	sélectionner
écho	NOUN	écho
leurs	DET	leur
Les	DET	le
veillaient	VERB	veiller
que	ADV	que
l'	DET	le
n'	ADV	n'
,	PUNCT	,
information	NOUN	information
moderne	ADJ	moderne
rares	ADJ	rare
Le	DET	le
conformément	ADV	conformément
y	PRON	y
attendus	ADJ	attendre
l'	DET	le
,	PUNCT	,
-il	PRON	il
n'	ADV	n'
créateurs	NOUN	créateur
succès	NOUN	succès
aussi	ADV	aussi
avait	VERB	avoir
aux	ADP	à
qui	PRON	qui
héritier	NOUN	héritier
ingénieux	ADJ	ingénieux
Tach	PROPN	Tach
ésotériques	NOUN	ésotérique
quelques	DET	quelque
?	PUNCT	?
ce	DET	ce
réellement	ADV	réellement
de	ADP	de
était	AUX	être
si	SCONJ	si
avait	AUX	avoir
auteurs	NOUN	auteur
sûr	ADJ	sûr
demandèrent	VERB	demander
,	PUNCT	,
citer	VERB	citer
à	ADP	à
Et	CCONJ	et
surfait	VERB	surfaire
pas	ADV	pas
quelques	DET	quelque
intellectuels	NOUN	intellectuel
de	ADP	de
:	PUNCT	:
se	PRON	se
appui	NOUN	appui
prodigieux	ADJ	prodigieux
méconnus	ADJ	méconnaître
-il	PRON	il
été	AUX	être
Prétextat	PROPN	Prétextat
?	PUNCT	?
seulement	ADV	seulement
l'	DET	le
pas	ADV	pas
bien	ADV	bien
N'	ADV	n'
noms	NOUN	nom
innové	ADV	innové
succès	NOUN	succès
dont	PRON	dont
assurer	VERB	assurer
qui	PRON	qui
Pas	ADV	pas
,	PUNCT	,
,	PUNCT	,
à	ADP	à
,	PUNCT	,
mêmes	ADJ	même
retentissement	NOUN	retentissement
exceptionnel	ADJ	exceptionnel
avec	ADP	avec
avait	AUX	avoir
eux	ADJ	eux
doute	NOUN	doute
œuvres	NOUN	œuvre
Tous	ADJ	tout
c'	PRON	ce
leur	PRON	leur
les	DET	le
pénétration	NOUN	pénétration
auteur	NOUN	auteur
n'	ADV	n'
lu	ADP	lu
avaient	VERB	avoir
était	AUX	être
un	DET	un
,	PUNCT	,
d'	ADP	de
à	ADP	à
L'	DET	le
-	PRON	-
.	PUNCT	.
en	PRON	en
pas	ADV	pas
.	PUNCT	.
ce	PRON	ce
de	ADP	de
.	PUNCT	.
cette	DET	ce
parler	VERB	parler
facteurs	NOUN	facteur
agonie	NOUN	agonie
un	DET	un
permettait	VERB	permettre
ils	PRON	il
concoururent	VERB	concourir
qui	PRON	qui
ces	DET	ce
animal	NOUN	animal
romans	ADJ	roman
car	CCONJ	car
il	PRON	il
Il	PRON	il
modeste	ADJ	modeste
vingt-deux	ADJ	vingt-deux
,	PUNCT	,
jour	NOUN	jour
au	ADP	au
fauteuil	NOUN	fauteuil
roulant	VERB	rouler
où	PRON	où
une	DET	un
,	PUNCT	,
seul	ADJ	seul
immeuble	NOUN	immeuble
de	ADP	de
sans	ADP	sans
avait	VERB	avoir
un	DET	un
tout	PRON	tout
Chaque	DET	chaque
son	DET	son
d'	ADP	de
actif	NOUN	actif
le	DET	le
moindre	ADJ	moindre
et	CCONJ	et
d'	ADP	de
il	PRON	il
.	PUNCT	.
habitait	VERB	habiter
.	PUNCT	.
un	DET	un
rez-de-chaussée	PROPN	rez-de-chaussée
familier	ADJ	familier
:	PUNCT	:
vivait	VERB	vivre
fût	NOUN	fût
se	PRON	se
logement	NOUN	logement
-	NOUN	-
déplaçait	VERB	déplacer
en	ADP	en
besoin	NOUN	besoin
à	ADP	à
pied	NOUN	pied
,	PUNCT	,
plain	ADJ	plain
,	PUNCT	,
très	ADV	très
lui-même	PRON	lui-même
pas	ADV	pas
quartier	NOUN	quartier
n'	ADV	n'
infirmière	NOUN	infirmier
allait	VERB	aller
plus	ADV	plus
pour	ADP	pour
les	DET	le
épiceries	NOUN	épicerie
ses	DET	son
mais	CCONJ	mais
17	NUM	17
Son	DET	son
Il	PRON	il
sa	DET	son
,	PUNCT	,
supporté	VERB	supporter
.	PUNCT	.
courses	NOUN	course
étages	NOUN	étage
passait	VERB	passer
laver	VERB	laver
vers	ADP	vers
Ernest	PROPN	Ernest
Gravelin	PROPN	Gravelin
secrétaire	NOUN	secrétaire
l'	DET	le
acheter	VERB	acheter
quatre	NUM	quatre
heures	NOUN	heure
du	ADP	de
on	PRON	on
le	DET	le
vivait	VERB	vivre
aurait	AUX	avoir
.	PUNCT	.
à	ADP	à
ses	DET	son
fît	VERB	faire
:	PUNCT	:
provisions	NOUN	provision
dans	ADP	dans
que	SCONJ	que
courageuse	ADJ	courageux
il	PRON	il
haut	ADJ	haut
place	NOUN	place
répétait	VERB	répéter
autant	ADV	autant
Ernest	PROPN	Ernest
ne	ADV	ne
.	PUNCT	.
et	CCONJ	et
évitait	VERB	éviter
cher	ADJ	cher
vieillard	NOUN	vieillard
;	PUNCT	;
pas	ADV	pas
encore	ADV	encore
conversation	NOUN	conversation
un	DET	un
le	PRON	le
Aux	ADP	à
régulièrement	ADV	régulièrement
«	NOUN	«
sélectionnés	VERB	sélectionner
manquait	VERB	manquer
téléphonait	VERB	téléphoner
par	ADP	par
le	DET	le
possible	ADJ	possible
lui	PRON	lui
de	ADP	de
,	PUNCT	,
Gravelin	PROPN	Gravelin
journalistes	NOUN	journaliste
de	ADP	de
,	PUNCT	,
combien	ADV	combien
voir	VERB	voir
mort	ADJ	mort
commencer	VERB	commencer
il	PRON	il
cependant	ADV	cependant
Tach	PROPN	Tach
»	PUNCT	»
:	PUNCT	:
je	PRON	je
la	DET	le
,	PUNCT	,
ne	ADV	ne
suis	AUX	être
jamais	ADV	jamais
que	SCONJ	que
mon	DET	mon
avait	VERB	avoir
Désolé	PROPN	Désolé
nous	PRON	nous
fonds	NOUN	fonds
générosité	NOUN	générosité
ses	DET	son
romans	NOUN	roman
moitié	NOUN	moitié
bon	ADJ	bon
cette	DET	ce
et	CCONJ	et
,	PUNCT	,
personnages	NOUN	personnage
de	ADP	de
charité	NOUN	charité
le	DET	le
-il	PRON	il
«	NOUN	«
la	DET	le
sentait	VERB	sentir
sûr	ADJ	sûr
revenus	NOUN	revenu
,	PUNCT	,
?	PUNCT	?
,	PUNCT	,
ne	ADV	ne
année	NOUN	année
donnait	VERB	donner
,	PUNCT	,
il	PRON	il
Bien	ADV	bien
un	DET	un
secrète	ADJ	secret
tous	ADJ	tout
pas	ADV	pas
ses	DET	son
organisme	NOUN	organisme
chaque	DET	chaque
terrorise	VERB	terrorise
de	ADP	de
?	PUNCT	?
Ne	ADV	ne
à	ADP	à
de	ADP	de
pas	ADV	pas
travers	NOUN	travers
certains	DET	certain
à	ADP	à
:	PUNCT	:
affleurer	VERB	affleurer
moi	PRON	moi
-on	PRON	on
,	PUNCT	,
,	PUNCT	,
de	ADP	de
aime	VERB	aime
pas	ADV	pas
:	PUNCT	:
premier	ADJ	premier
fleur	NOUN	fleur
guérir	VERB	guérir
masque	NOUN	masque
propos	NOUN	propos
ne	ADV	ne
et	CCONJ	et
une	DET	un
que	SCONJ	que
chroniqueurs	NOUN	chroniqueur
coquetterie	NOUN	coquetterie
cacher	VERB	cacher
,	PUNCT	,
jouer	VERB	jouer
une	DET	un
cruel	ADJ	cruel
pas	ADV	pas
je	PRON	je
est	AUX	être
soutiens	VERB	soutenir
du	ADP	de
reste	NOUN	reste
qui	PRON	qui
l'	DET	le
peau	NOUN	peau
voulaient	VERB	vouloir
ce	DET	ce
rassurèrent	VERB	rassurer
obèse	NOUN	obèse
agressif	ADJ	agressif
ne	ADV	ne
il	PRON	il
les	DET	le
pour	ADP	pour
.	PUNCT	.
placide	ADJ	placide
sensibilité	NOUN	sensibilité
»	PUNCT	»
Ces	DET	ce
à	ADP	à
mais	CCONJ	mais
à	ADP	à
d'	ADP	de
une	DET	un
cœur	NOUN	cœur
qu'	PRON	qu'
fut	AUX	être
guerre	NOUN	guerre
rencontrer	VERB	rencontrer
correspondants	NOUN	correspondant
peur	NOUN	peur
Ce	PRON	ce
où	PRON	où
leur	PRON	leur
premier	ADJ	premier
journaliste	NOUN	journaliste
imminent	ADJ	imminent
faisait	VERB	faire
:	PUNCT	:
écrivain	PRON	écrivain
de	ADP	de
un	DET	un
Il	PRON	il
.	PUNCT	.
aura	VERB	avoir
était	AUX	être
appartement	NOUN	appartement
leur	PRON	leur
une	DET	un
enviait	VERB	envier
pénétra	VERB	pénétrer
au	ADP	au
.	PUNCT	.
nouvelle	NOUN	nouvelle
le	DET	le
l'	DET	le
elle	PRON	lui
put	ADJ	put
du	ADP	de
conférait	VERB	conférer
de	ADP	de
de	ADP	de
l'	DET	le
tombée	VERB	tomber
14	PRON	14
décès	NOUN	décès
janvier	NOUN	janvier
que	SCONJ	que
le	DET	le
La	DET	le
on	PRON	on
.	PUNCT	.
il	PRON	il
10	NUM	10
à	ADP	à
sombre	NOUN	sombre
l'	DET	le
dans	ADP	dans
,	PUNCT	,
silhouette	NOUN	silhouette
si	SCONJ	si
de	ADP	de
ce	PRON	ce
temps	NOUN	temps
un	DET	un
«	NOUN	«
milieu	NOUN	milieu
crispa	VERB	crisper
un	DET	un
»	ADJ	»
grosse	ADJ	gros
.	PUNCT	.
pour	ADP	pour
le	DET	le
la	DET	le
du	ADP	de
,	PUNCT	,
il	PRON	il
distinguer	VERB	distinguer
mit	VERB	mettre
le	PRON	le
mettre	VERB	mettre
inexpressif	NOUN	inexpressif
roulant	VERB	rouler
octogénaire	NOUN	octogénaire
aise	NOUN	aise
certain	ADJ	certain
Bonjour	PROPN	Bonjour
,	PUNCT	,
à	ADP	à
l'	DET	le
assise	VERB	asseoir
monsieur	NOUN	Monsieur
salon	NOUN	salon
se	PRON	se
au	ADP	au
voix	NOUN	voix
contenta	VERB	contenter
d'	ADP	de
fauteuil	NOUN	fauteuil
qu'	PRON	qu'
sépulcrale	ADJ	sépulcral
qui	PRON	qui
La	DET	le
-je	PRON	je
malheureux	ADJ	malheureux
les	DET	le
est	AUX	être
--	PUNCT	--
.	PUNCT	.
le	DET	le
guettant	VERB	guetter
?	PUNCT	?
vous	PRON	vous
se	PRON	se
taisait	VERB	taire
.	PUNCT	.
ne	ADV	ne
Enchanté	PROPN	Enchanté
,	PUNCT	,
Tach	PROPN	Tach
était	AUX	être
Tach	PROPN	Tach
un	DET	un
monsieur	NOUN	Monsieur
Le	DET	le
lumière	NOUN	lumière
.	PUNCT	.
,	PUNCT	,
--	PUNCT	--
,	PUNCT	,
pourrais	X	pouvoir
monsieur	NOUN	Monsieur
honneur	NOUN	honneur
paroles	NOUN	parole
une	DET	un
de	ADP	de
.	PUNCT	.
pour	ADP	pour
rencontrer	VERB	rencontrer
allumer	VERB	allumer
C'	PRON	ce
Pardon	PROPN	Pardon
magnétophone	NOUN	magnétophone
du	ADP	de
moi	PRON	moi
marche	NOUN	marche
vieillard	NOUN	vieillard
qui	PRON	qui
grand	ADJ	grand
davantage	NOUN	davantage
,	PUNCT	,
Je	PRON	je
en	ADP	en
à	ADP	à
pas	ADV	pas
,	PUNCT	,
,	PUNCT	,
dès	ADP	dès
,	PUNCT	,
distingue	VERB	distingue
reste	NOUN	reste
Profitez	VERB	profiter
est	AUX	être
assez	ADV	assez
tôt	ADV	tôt
lumière	NOUN	lumière
du	ADP	de
--	PUNCT	--
vos	DET	votre
matin	NOUN	matin
heure	NOUN	heure
se	PRON	se
je	PRON	je
du	ADP	de
à	ADP	à
.	PUNCT	.
visage	NOUN	visage
heures	NOUN	heure
.	PUNCT	.
seront	AUX	être
habitués	VERB	habituer
yeux	NOUN	oeil
allume	VERB	allume
vous	PRON	vous
obscurité	NOUN	obscurité
Il	PRON	il
,	PUNCT	,
pas	ADV	pas
10	NUM	10
l'	DET	le
monsieur	NOUN	Monsieur
que	SCONJ	que
cette	DET	ce
me	PRON	me
la	DET	le
.	PUNCT	.
verrez	VERB	voir
bien	ADV	bien
n'	ADV	n'
votre	DET	votre
Du	ADP	de
donc	ADV	donc
-là	PRON	-là
nota	VERB	noter
qui	PRON	qui
avez	VERB	avoir
ce	PRON	ce
.	PUNCT	.
c'	PRON	ce
répit	NOUN	répit
vous	PRON	vous
:	PUNCT	:
-vous	PRON	vous
.	PUNCT	.
--	PUNCT	--
beau	NOUN	beau
T.	PROPN	T.
et	CCONJ	et
embarrassant	VERB	embarrasser
,	PUNCT	,
Il	PRON	il
l'	DET	le
que	PRON	que
voix	NOUN	voix
.	PUNCT	.
carnet	NOUN	carnet
est	AUX	être
ma	DET	mon
octroyé	VERB	octroyer
intrus	NOUN	intrus
qui	PRON	qui
pour	ADP	pour
ai	VERB	avoir
une	DET	un
son	DET	son
contentez	VERB	contenter
Oui	PROPN	Oui
de	ADP	de
de	ADP	de
sur	ADP	sur
est	AUX	être
Silence	NOUN	silence
--	PUNCT	--
très	ADV	très
plus	ADV	plus
vrai	ADJ	vrai
belle	ADJ	bel
voix	NOUN	voix
j'	PRON	je
vous	PRON	vous
que	SCONJ	que
«	NOUN	«
est	VERB	être
première	ADJ	premier
le	DET	le
d'	ADP	de
Tach	PROPN	Tach
injonctions	NOUN	injonction
--	PUNCT	--
a	VERB	avoir
refusé	VERB	refuser
impose	VERB	impose
autant	ADV	autant
,	PUNCT	,
malgré	ADP	malgré
admiré	VERB	admirer
celle-ci	VERB	celle-ci
À	ADP	à
médecins	NOUN	médecin
»	PUNCT	»
avec	ADP	avec
Alors	ADV	alors
,	PUNCT	,
.	PUNCT	.
la	DET	le
s'	PRON	se
acerbe	ADJ	acerbe
possible	ADJ	possible
.	PUNCT	.
,	PUNCT	,
la	DET	le
.	PUNCT	.
monde	NOUN	monde
entrer	VERB	entrer
qui	PRON	qui
éviter	VERB	éviter
les	DET	le
entier	ADJ	entier
que	SCONJ	que
question	NOUN	question
Monsieur	NOUN	Monsieur
des	ADP	de
détermination	NOUN	détermination
à	ADP	à
a	AUX	avoir
vous	PRON	vous
l'	DET	le
hôpital	NOUN	hôpital
le	DET	le
silence	NOUN	silence
avez	AUX	avoir
est	AUX	être
laquelle	PRON	lequel
comprends	VERB	comprendre
comment	ADV	comment
me	PRON	me
depuis	ADP	depuis
--	PUNCT	--
me	PRON	me
:	PUNCT	:
Je	PRON	je
vous	PRON	vous
Je	PRON	je
Peu	ADV	peu
quoi	PRON	quoi
est	ADV	est
.	PUNCT	.
?	PUNCT	?
.	PUNCT	.
je	PRON	je
-	ADV	-
Oui	PROPN	Oui
vingt	NUM	vingt
comme	SCONJ	comme
-	ADV	-
Je	PRON	je
sentez	VERB	sentir
sens	VERB	sentir
-vous	PRON	vous
,	PUNCT	,
je	PRON	je
--	PUNCT	--
.	PUNCT	.
sens	VERB	sentir
--	PUNCT	--
--	PUNCT	--
?	PUNCT	?
--	PUNCT	--
me	PRON	me
.	PUNCT	.
sens	VERB	sentir
Peu	ADV	peu
à	ADV	à
peu	ADV	peu
C'	PRON	ce
?	PUNCT	?
.	PUNCT	.
--	PUNCT	--
ans	NOUN	an
vous	PRON	vous
--	PUNCT	--
admire	NOUN	admire
dire	ADV	dire
ma	DET	mon
ironie	NOUN	ironie
pas	ADV	pas
petit	ADJ	petit
,	PUNCT	,
eut	VERB	avoir
Aucune	DET	aucun
userai	VERB	user
je	PRON	je
du	ADP	de
tel	ADJ	tel
que	SCONJ	que
:	PUNCT	:
permets	VERB	permettre
implacablement	ADV	implacablement
périphrases	NOUN	périphrase
journaliste	NOUN	journaliste
Tach	PROPN	Tach
ont	AUX	avoir
rire	NOUN	rire
Le	DET	le
--	PUNCT	--
Aussi	ADV	aussi
la	DET	le
.	PUNCT	.
voix	NOUN	voix
cours	VERB	courir
dans	ADP	dans
qui	PRON	qui
avant	ADP	avant
,	PUNCT	,
.	PUNCT	.
neutre	ADJ	neutre
vous	PRON	vous
de	ADP	de
malade	NOUN	malade
profession	NOUN	profession
un	DET	un
des	DET	un
Monsieur	NOUN	Monsieur
avec	ADP	avec
reprendre	VERB	reprendre
je	PRON	je
un	DET	un
homme	NOUN	homme
jaunâtre	ADJ	jaunâtre
dans	ADP	dans
n'	ADV	n'
me	PRON	me
,	PUNCT	,
je	PRON	je
vous	PRON	vous
Je	PRON	je
qui	PRON	qui
Vous	PRON	vous
grand	ADJ	grand
de	ADP	de
--	PUNCT	--
je	PRON	je
et	CCONJ	et
monsieur	NOUN	Monsieur
.	PUNCT	.
