annonçait	VERB	annoncer
des	DET	un
et	CCONJ	et
d'	ADP	de
de	ADP	de
presque	ADV	presque
noirs	ADJ	noir
l'	DET	le
,	PUNCT	,
,	PUNCT	,
cheveux	NOUN	cheveu
qui	PRON	qui
.	PUNCT	.
quatre-vingts	DET	quatre-vingts
Des	DET	un
centimètres	NOUN	centimètre
un	DET	un
menton	NOUN	menton
noirs	ADJ	noir
poivrés	VERB	poivrer
;	PUNCT	;
saillant	ADJ	saillant
mâle	NOUN	mâle
yeux	NOUN	oeil
par	ADP	par
.	PUNCT	.
et	CCONJ	et
du	ADP	de
et	CCONJ	et
faisaient	VERB	faire
un	DET	un
endroits	NOUN	endroit
de	ADP	de
large	NOUN	large
front	ADJ	front
légèrement	ADV	légèrement
Cent	NUM	Cent
ses	DET	son
stature	NOUN	stature
aveu	NOUN	aveu
il	PRON	il
dans	ADP	dans
sourire	NOUN	sourire
—	PUNCT	—
cinq	NUM	cinq
imposante	ADJ	imposant
athlète	NOUN	athlète
un	DET	un
Hélas	INTJ	Hélas
à	ADP	à
avoir	VERB	avoir
quarante	NUM	quarante
sa	DET	son
elle	PRON	lui
anthracite	NOUN	anthracite
et	CCONJ	et
et	CCONJ	et
Il	PRON	il
silhouette	NOUN	silhouette
Vingt-cinq	NUM	Vingt-cinq
élégante	ADJ	élégant
secrétaire	NOUN	secrétaire
.	PUNCT	.
costume	NOUN	costume
fois	NOUN	fois
trois-pièces	ADJ	trois-pièce
ronde	ADJ	rond
,	PUNCT	,
une	DET	un
,	PUNCT	,
.	PUNCT	.
émouvait	VERB	émouvoir
était	AUX	être
-	NUM	-
lui	PRON	lui
la	DET	le
l'	PRON	l'
.	PUNCT	.
ans	NOUN	an
.	PUNCT	.
Elle	PRON	lui
dit	VERB	dire
remercia	NOUN	remercia
avait	AUX	avoir
beau	NOUN	beau
minutes	NOUN	minute
un	DET	un
d'	ADP	de
!	PUNCT	!
la	DET	le
de	ADP	de
qu'	SCONJ	que
jour	NOUN	jour
encore	ADV	encore
les	DET	le
fille	NOUN	fille
savait	VERB	savoir
un	DET	un
oreille	NOUN	oreille
!	PUNCT	!
Est	NOUN	est
-ce	PRON	-ce
pût	PRON	pût
Au	ADP	au
aucune	DET	aucun
sont	AUX	être
propre	ADJ	propre
en	ADP	en
?	PUNCT	?
trop	ADV	trop
sa	DET	son
se	PRON	se
l'	DET	le
n'	ADV	n'
comme	ADP	comme
avait	VERB	avoir
Sa	DET	son
voix	NOUN	voix
là	ADV	là
pour	ADP	pour
pour	ADP	pour
caressait	VERB	caresser
chance	NOUN	chance
que	SCONJ	que
qu'	SCONJ	que
Et	CCONJ	et
baryton	NOUN	baryton
était	AUX	être
vautours	NOUN	vautour
cohsoler	VERB	cohsoler
gendre	NOUN	gendre
elle	PRON	lui
l'	PRON	l'
...	PUNCT	...
—	PUNCT	—
jeune	ADJ	jeune
elle	PRON	lui
avoir	VERB	avoir
.	PUNCT	.
espérant	VERB	espérer
plaît	VERB	plaire
,	PUNCT	,
à	ADP	à
attendent	VERB	attendre
ça	PRON	cela
—	PUNCT	—
fond	NOUN	fond
déplut	VERB	déplaire
porter	VERB	porter
,	PUNCT	,
sont	AUX	être
payés	VERB	payer
ton	NOUN	ton
café	NOUN	café
trop	ADV	trop
Mary	PROPN	Mary
.	PUNCT	.
un	DET	un
S'	SCONJ	s'
depuis	ADP	depuis
Saitemore	PROPN	Saitemore
employé	VERB	employer
-nous	PRON	nous
est	AUX	être
Mrs	PROPN	Mrs
peut-être	ADV	peut-être
il	PRON	il
vous	PRON	vous
...	PUNCT	...
demi-heure	NOUN	demi-heure
Robert	PROPN	Robert
faites	NOUN	faite
beau	NOUN	beau
pour	ADP	pour
.	PUNCT	.
pensa	NOUN	pensa
,	PUNCT	,
Ils	PRON	il
,	PUNCT	,
contenait	VERB	contenir
:	PUNCT	:
Le	DET	le
reproche	ADJ	reproch
—	PUNCT	—
Ils	PRON	il
une	DET	un
il	PRON	il
qui	PRON	qui
du	ADP	de
vague	NOUN	vague
pourquoi	ADV	pourquoi
je	PRON	je
que	SCONJ	que
—	PUNCT	—
l'	DET	le
déjeuner	ADJ	déjeuner
,	PUNCT	,
plus	ADV	plus
acheté	VERB	acheter
temps	NOUN	temps
devoir	VERB	devoir
partir	VERB	partir
vous	PRON	vous
montre	NOUN	montre
eu	VERB	avoir
.	PUNCT	.
petit	ADJ	petit
il	PRON	il
Je	PRON	je
Entendu	PROPN	Entendu
un	DET	un
rappelle	VERB	rappeler
suis	AUX	être
ai	AUX	avoir
prendre	VERB	prendre
pas	ADV	pas
me	PRON	me
demande	VERB	demande
—	PUNCT	—
Seulement	ADV	seulement
vingt	NUM	vingt
me	PRON	me
le	DET	le
pour	ADP	pour
,	PUNCT	,
de	ADP	de
je	PRON	je
.	PUNCT	.
aéroport	NOUN	aéroport
qu'	SCONJ	que
minutes	NOUN	minute
je	PRON	je
vous	PRON	vous
avant	ADP	avant
de	ADP	de
.	PUNCT	.
n'	ADV	n'
reste	VERB	reste
une	DET	un
ne	ADV	ne
leurs	DET	leur
je	PRON	je
un	DET	un
vais	VERB	aller
deux	NUM	deux
j'	PRON	je
puisque	SCONJ	puisque
d'	ADP	de
apercevant	VERB	apercevoir
.	PUNCT	.
souple	VERB	souple
.	PUNCT	.
autre	ADJ	autre
tandis	ADV	tandis
chère	ADJ	cher
qui	PRON	qui
,	PUNCT	,
sa	DET	son
attendaient	NOUN	attendaient
.	PUNCT	.
bon	ADJ	bon
pièce	NOUN	pièce
l'	DET	le
ai	VERB	avoir
est	AUX	être
,	PUNCT	,
bondirent	ADV	bondirent
sur	ADP	sur
l'	PRON	l'
passa	VERB	passer
félin	NOUN	félin
en	ADP	en
Mary	PROPN	Mary
Les	DET	le
dans	ADP	dans
C'	PRON	ce
pieds	NOUN	pied
y	PRON	y
hommes	NOUN	homme
;	PUNCT	;
,	PUNCT	,
l'	DET	le
était	AUX	être
silencieuse	NOUN	silencieux
,	PUNCT	,
Il	PRON	il
vous	PRON	vous
celle	VERB	celle
,	PUNCT	,
démarche	NOUN	démarche
se	PRON	se
il	PRON	il
Trade	PROPN	Trade
fenêtre	NOUN	fenêtre
—	PUNCT	—
à	ADP	à
qu'	SCONJ	que
World	PROPN	World
Weggins	PROPN	Weggins
Il	PRON	il
ses	DET	son
muscles	NOUN	muscle
,	PUNCT	,
à	ADP	à
bureau	NOUN	bureau
?	PUNCT	?
moment	NOUN	moment
les	DET	le
-t	PART	-t
,	PUNCT	,
un	DET	un
à	ADP	à
Henry	PROPN	Henry
derrière	ADP	derrière
tint	VERB	tenir
le	DET	le
-il	PRON	il
en	ADP	en
demanda	ADJ	demanda
tournant	NOUN	tournant
Building	PROPN	Building
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
le	DET	le
se	PRON	se
retournant	VERB	retourner
la	DET	le
Henry	PROPN	Henry
contempler	VERB	contempler
.	PUNCT	.
dos	NOUN	dos
jumelles	ADJ	jumeau
Il	PRON	il
étira	VERB	étirer
leur	DET	leur
passait	VERB	passer
du	ADP	de
,	PUNCT	,
tours	NOUN	tour
nous	PRON	nous
l'	DET	le
!	PUNCT	!
luisait	VERB	luire
dit	VERB	dire
précocement	ADV	précocement
qui	PRON	qui
heu	NOUN	heu
les	DET	le
,	PUNCT	,
de	ADP	de
non-recevoir	VERB	non-recevoir
profonde	NOUN	profonde
signées	VERB	signer
valait	VERB	valoir
nerveusement	X	nerveusement
crâne	NOUN	crâne
—	PUNCT	—
Son	DET	son
de	ADP	de
le	DET	le
inspiration	NOUN	inspiration
renvoyé	VERB	renvoyer
conditionné	VERB	conditionner
dont	PRON	dont
ne	ADV	ne
avocat	NOUN	avocat
ne	ADV	ne
.	PUNCT	.
,	PUNCT	,
c'	PRON	ce
pas	ADV	pas
rien	PRON	rien
,	PUNCT	,
prit	VERB	prendre
et	CCONJ	et
a	AUX	avoir
chauve	ADJ	chauve
-il	PRON	il
:	PUNCT	:
est	AUX	être
une	DET	un
ici	ADV	ici
une	DET	un
fin	NOUN	fin
sueur	NOUN	sueur
air	NOUN	air
,	PUNCT	,
procurations	NOUN	procuration
Jusqu'	ADP	jusque
protection	NOUN	protection
—	PUNCT	—
agitait	VERB	agiter
eu	VERB	avoir
comme	ADP	comme
J'	PRON	je
.	PUNCT	.
Henry	PROPN	Henry
blanc	ADJ	blanc
—	PUNCT	—
sa	DET	son
tête	NOUN	tête
à	ADP	à
.	PUNCT	.
relancé	VERB	relancer
un	PRON	un
.	PUNCT	.
(	PUNCT	(
parlemente	VERB	parlemente
des	DET	un
Monsieur	NOUN	Monsieur
Hartford	PROPN	Hartford
drapeau	NOUN	drapeau
l'	PRON	l'
,	PUNCT	,
avez	AUX	avoir
sous	ADP	sous
la	DET	le
qui	PRON	qui
par	ADP	par
un	DET	un
un	DET	un
?	PUNCT	?
,	PUNCT	,
nos	DET	notre
Impossible	NOUN	impossible
d'	ADP	de
ai	AUX	avoir
quelqu'	DET	quelque
...	PUNCT	...
télex	NOUN	télex
correspondants	NOUN	correspondant
cela	PRON	cela
au-dessus	ADV	au-dessus
de	ADP	de
nouvelles	NOUN	nouvelle
Vous	PRON	vous
,	PUNCT	,
)	PUNCT	)
disant	VERB	dire
remette	NOUN	remette
m'	PRON	me
activité	NOUN	activité
avocat	NOUN	avocat
Eh	INTJ	Eh
,	PUNCT	,
Ils	PRON	il
en	ADP	en
importe	VERB	importe
informent	VERB	informer
raison	NOUN	raison
...	PUNCT	...
Miss	PROPN	Miss
excellente	ADJ	excellent
!	PUNCT	!
,	PUNCT	,
Ladessy	PROPN	Ladessy
,	PUNCT	,
il	PRON	il
qui	PRON	qui
M.	NOUN	m.
E.	PROPN	E.
qu'	SCONJ	que
,	PUNCT	,
que	SCONJ	que
heu	NOUN	heu
s'	PRON	se
y	PRON	y
qu'	SCONJ	que
les	DET	le
,	PUNCT	,
et	CCONJ	et
nous	PRON	nous
—	PUNCT	—
intérêts	NOUN	intérêt
,	PUNCT	,
,	PUNCT	,
l'	DET	le
bien	ADV	bien
Lackland	PROPN	Lackland
pour	ADP	pour
de	ADP	de
est	AUX	être
l'	DET	le
excellente	ADJ	excellent
représente	VERB	représente
informent	VERB	informer
plus	ADV	plus
son	DET	son
n'	ADV	n'
bon	ADJ	bon
!	PUNCT	!
.	PUNCT	.
à	ADP	à
plaignit	VERB	plaindre
plus	ADV	plus
raison	NOUN	raison
voix	NOUN	voix
des	ADP	de
,	PUNCT	,
trouvé	VERB	trouver
,	PUNCT	,
autres	ADJ	autre
de	ADP	de
une	DET	un
Weggins	PROPN	Weggins
contrôla	VERB	contrôler
la	DET	le
effrayé	VERB	effrayer
fait	NOUN	fait
se	PRON	se
perçurent	NOUN	perçurent
cimetière	NOUN	cimetière
...	PUNCT	...
ne	ADV	ne
Pendant	ADP	pendant
mais	CCONJ	mais
tenant	ADV	tenant
,	PUNCT	,
et	CCONJ	et
—	PUNCT	—
Au	ADP	au
seconde	ADJ	second
se	PRON	se
les	DET	le
Robert	PROPN	Robert
.	PUNCT	.
tout	ADV	tout
Henry	PROPN	Henry
de	ADP	de
Nous	PRON	nous
deux	NUM	deux
dans	ADP	dans
l'	PRON	l'
avons	AUX	avoir
,	PUNCT	,
Trouvez-le-moi	NOUN	trouvez-le-moi
sa	DET	son
Cèdres	NOUN	cèdre
colère	NOUN	colère
,	PUNCT	,
Miséricorde	PROPN	Miséricorde
bien	ADV	bien
soit	AUX	être
confiance	NOUN	confiance
Me	PROPN	Me
la	DET	le
avais	NOUN	avai
homme	NOUN	homme
Connecticut	PROPN	Connecticut
peut	VERB	pouvoir
pas	ADV	pas
mois	NOUN	mois
avec	ADP	avec
Hartford	PROPN	Hartford
un	DET	un
que	SCONJ	que
—	PUNCT	—
d'	ADP	de
mort	NOUN	mort
semble	VERB	semble
environ	ADV	environ
autre	ADJ	autre
près	ADV	près
Il	PRON	il
de	ADP	de
ascendance	NOUN	ascendance
hongroise	VERB	hongroise
avocat	NOUN	avocat
y	PRON	y
dit	VERB	dire
l'	DET	le
,	PUNCT	,
faire	VERB	faire
a	VERB	avoir
.	PUNCT	.
dit	VERB	dire
Ladessy	PROPN	Ladessy
à	ADP	à
.	PUNCT	.
qu'	SCONJ	que
trois	NUM	trois
vous	PRON	vous
on	PRON	on
ne	ADV	ne
il	PRON	il
,	PUNCT	,
l'	DET	le
,	PUNCT	,
Je	PRON	je
pas	ADV	pas
sourire	ADJ	sourir
garantit	VERB	garantir
d'	ADP	de
toi	NOUN	toi
interrompit	NOUN	interrompit
un	DET	un
te	ADV	te
.	PUNCT	.
Silence	NOUN	silence
,	PUNCT	,
méfie	NOUN	méfie
fait	NOUN	fait
Je	PRON	je
Oh	PROPN	Oh
—	PUNCT	—
l'	DET	le
sois	VERB	être
ne	ADV	ne
une	DET	un
!	PUNCT	!
que	SCONJ	que
sœur	NOUN	sœur
.	PUNCT	.
Harry	PROPN	Harry
—	PUNCT	—
plairait	VERB	plaire
sûrement	VERB	sûremer
Ça	PROPN	Ça
tranchante	ADJ	tranchant
pas	ADV	pas
votre	DET	votre
!	PUNCT	!
-	PUNCT	-
.	PUNCT	.
,	PUNCT	,
à	ADP	à
Robert	PROPN	Robert
...	PUNCT	...
tu	SCONJ	tu
contre	ADP	contre
Le	DET	le
beau-frère	NOUN	beau-frère
le	DET	le
chômage	NOUN	chômage
voix	NOUN	voix
narquois	NOUN	narquois
ne	ADV	ne
—	PUNCT	—
mon	DET	mon
pendant	ADP	pendant
peut-être	ADV	peut-être
.	PUNCT	.
le	DET	le
il	PRON	il
L'	DET	le
suis	AUX	être
semaines	NOUN	semaine
vrai	NOUN	vrai
,	PUNCT	,
années	NOUN	année
maintenant	ADV	maintenant
l'	PRON	l'
Carlton	PROPN	Carlton
le	DET	le
au	ADP	au
.	PUNCT	.
souvent	ADV	souvent
manitou	NOUN	manitou
gagnait	VERB	gagner
Carlton	PROPN	Carlton
avait	AUX	avoir
le	DET	le
à	ADP	à
Robert	PROPN	Robert
prendre	VERB	prendre
,	PUNCT	,
et	CCONJ	et
grand	ADJ	grand
nouveau	ADJ	nouveau
Cela	PRON	cela
temps	NOUN	temps
risque	NOUN	risque
qu'	SCONJ	que
;	PUNCT	;
rétorqua	VERB	rétorquer
ce	DET	ce
inquiétude	NOUN	inquiétude
jouait	VERB	jouer
hanté	VERB	hanter
faisait	VERB	faire
elle	PRON	lui
les	DET	le
trop	ADV	trop
d'	ADP	de
à	ADP	à
prêt	ADJ	prêt
dernières	ADJ	dernier
Robert	PROPN	Robert
durant	ADP	durant
vous	PRON	vous
enterré	ADJ	enterré
deux	NUM	deux
,	PUNCT	,
Résume	PROPN	Résume
envoyer	VERB	envoyer
était	AUX	être
ses	DET	son
Donc	ADV	donc
Il	PRON	il
beau-frère	NOUN	beau-frère
:	PUNCT	:
Il	PRON	il
en	ADP	en
apparences	NOUN	apparence
la	DET	le
tout	DET	tout
un	PRON	un
.	PUNCT	.
mais	CCONJ	mais
de	ADP	de
cogna	VERB	cogner
...	PUNCT	...
sous	ADP	sous
envie	NOUN	envie
les	DET	le
—	PUNCT	—
Puisque	SCONJ	puisque
situation	NOUN	situation
était	AUX	être
poings	NOUN	poing
voulez	VERB	vouloir
.	PUNCT	.
—	PUNCT	—
impossible	ADJ	impossible
avait	AUX	avoir
le	PRON	le
promener	VERB	promener
-moi	PRON	moi
l'	DET	le
et	CCONJ	et
.	PUNCT	.
l'	DET	le
regarda	VERB	regarder
son	DET	son
c'	PRON	ce
vif	NOUN	vif
autre	PRON	autre
,	PUNCT	,
contre	ADP	contre
condamnent	ADV	condamnent
que	SCONJ	que
trouve	VERB	trouve
la	DET	le
membres	NOUN	membre
production	NOUN	production
tant	ADV	tant
se	PRON	se
ont	VERB	avoir
proposé	VERB	proposer
.	PUNCT	.
Les	DET	le
type	NOUN	type
intention	NOUN	intention
vous	PRON	vous
conseil	NOUN	conseil
la	DET	le
Maman	PROPN	Maman
administration	NOUN	administration
distribution	NOUN	distribution
suspendions	VERB	suspendre
«	NOUN	«
mais	CCONJ	mais
général	ADJ	général
nous	PRON	nous
,	PUNCT	,
non	ADV	non
seulement	ADV	seulement
d'	ADP	de
nos	DET	notre
être	AUX	être
politique	NOUN	politique
avez	AUX	avoir
autres	ADJ	autre
poupées	NOUN	poupée
que	SCONJ	que
cette	DET	ce
et	CCONJ	et
du	ADP	de
Petite	ADJ	petit
notre	DET	notre
de	ADP	de
,	PUNCT	,
meilleure	ADJ	meilleur
vente	NOUN	vente
de	ADP	de
directeur	NOUN	directeur
qui	PRON	qui
l'	DET	le
»	PROPN	»
risques	NOUN	risque
vous	PRON	vous
.	PUNCT	.
essayé	VERB	essayer
millions	NOUN	million
ont	AUX	avoir
de	ADP	de
amèrement	ADV	amèrement
pris	VERB	prendre
démissionner	VERB	démissionner
pour	ADP	pour
dépenser	VERB	dépenser
depuis	ADP	depuis
mais	CCONJ	mais
vote	NOUN	vote
nous	PRON	nous
ils	PRON	il
,	PUNCT	,
gagnés	VERB	gagner
de	ADP	de
Comme	SCONJ	comme
sept	NUM	sept
ai	AUX	avoir
par	ADP	par
—	PUNCT	—
un	DET	un
grâce	NOUN	grâce
aux	DET	aux
avons	AUX	avoir
faire	VERB	faire
Ils	PRON	il
j'	PRON	je
à	ADP	à
les	DET	le
si	ADV	si
.	PUNCT	.
que	PRON	que
déjà	ADV	déjà
que	PRON	que
ans	NOUN	an
sont	AUX	être
souvent	ADV	souvent
Robert	PROPN	Robert
d'	ADP	de
accord	NOUN	accord
le	PRON	le
contraindre	VERB	contraindre
Carlton	PROPN	Carlton
,	PUNCT	,
ajouta	NOUN	ajouta
sait	VERB	savoir
ne	ADV	ne
-là	PRON	-là
savons	VERB	savoir
savons	VERB	savoir
,	PUNCT	,
ils	PRON	il
poupée	NOUN	poupée
ce	PRON	ce
remettre	VERB	remettre
;	PUNCT	;
nous	PRON	nous
jamais	ADV	jamais
nous	PRON	nous
à	ADP	à
et	CCONJ	et
Pourtant	ADV	pourtant
sur	ADP	sur
gouvernement	NOUN	gouvernement
tous	ADJ	tout
.	PUNCT	.
dû	VERB	devoir
Tout	ADJ	tout
pas	ADV	pas
jeu	NOUN	jeu
prêts	ADJ	prêt
fédéral	ADJ	fédéral
le	PRON	le
le	DET	le
nous	PRON	nous
:	PUNCT	:
.	PUNCT	.
tout	ADV	tout
le	PRON	le
n'	ADV	n'
en	ADP	en
aussi	ADV	aussi
nous	PRON	nous
,	PUNCT	,
lancer	VERB	lancer
elle	PRON	lui
aurions	VERB	avoir
marché	NOUN	marché
est	AUX	être
dangereuse	ADJ	dangereux
que	SCONJ	que
sont	AUX	être
cette	DET	ce
que	PRON	que
le	DET	le
renommé	VERB	renommer
faire	VERB	faire
peu	ADV	peu
chaînes	NOUN	chaîne
!	PUNCT	!
arrêter	VERB	arrêter
pouvons	VERB	pouvoir
un	DET	un
de	DET	de
en	ADP	en
Oui	PROPN	Oui
,	PUNCT	,
poupée	NOUN	poupée
discours	NOUN	discours
de	ADP	de
Le	DET	le
,	PUNCT	,
de	ADP	de
de	ADP	de
de	ADP	de
pertes	NOUN	perte
et	CCONJ	et
faire	VERB	faire
c'	PRON	ce
les	DET	le
est	AUX	être
Robert	PROPN	Robert
était	AUX	être
beau-frère	NOUN	beau-frère
,	PUNCT	,
plus	ADV	plus
aimer	VERB	aimer
prendre	VERB	prendre
bon	ADJ	bon
redessiner	VERB	redessiner
compte	NOUN	compte
pour	ADP	pour
les	DET	le
...	PUNCT	...
tenter	VERB	tenter
tard	ADV	tard
une	DET	un
notre	DET	notre
.	PUNCT	.
—	PUNCT	—
fabrication	NOUN	fabrication
,	PUNCT	,
chance	NOUN	chance
longs	NOUN	long
nouveau	ADJ	nouveau
cinq	NOUN	cinq
Il	PRON	il
quarante	PRON	quarante
y	PRON	y
directeurs	NOUN	directeur
manche	NOUN	manche
.	PUNCT	.
près	ADV	près
—	PUNCT	—
:	PUNCT	:
;	PUNCT	;
les	DET	le
moment	NOUN	moment
cette	DET	ce
une	DET	un
votre	DET	votre
du	ADP	de
détenez	VERB	détenir
,	PUNCT	,
rester	VERB	rester
côté	NOUN	côté
,	PUNCT	,
.	PUNCT	.
voulait	VERB	vouloir
du	ADP	de
qu'	SCONJ	que
quarante	NUM	quarante
-	NUM	-
sœur	NOUN	sœur
—	PUNCT	—
pour	ADP	pour
cent	PRON	cent
chose	NOUN	chose
autres	ADJ	autre
Pour	ADP	pour
être	AUX	être
pour	ADP	pour
et	CCONJ	et
et	CCONJ	et
vous	PRON	vous
cent	PRON	cent
le	DET	le
à	ADP	à
des	DET	un
parts	NOUN	part
.	PUNCT	.
ne	ADV	ne
peu	ADV	peu
Et	CCONJ	et
seul	ADJ	seul
?	PUNCT	?
Lackland	PROPN	Lackland
tu	NOUN	tu
sa	DET	son
sœur	NOUN	sœur
hérité	NOUN	hérité
Miss	PROPN	Miss
-	PUNCT	-
douce	VERB	douce
Oui	PROPN	Oui
que	SCONJ	que
ma	DET	mon
associée	NOUN	associée
le	DET	le
?	PUNCT	?
prête	ADJ	prêt
a	AUX	avoir
père	NOUN	père
voter	VERB	voter
grand-mère	NOUN	grand-mère
Lackland	PROPN	Lackland
de	ADP	de
était	AUX	être
le	DET	le
Miss	PROPN	Miss
reste	NOUN	reste
contre	ADP	contre
moi	PRON	moi
à	ADP	à
qui	PRON	qui
en	ADP	en
voix	NOUN	voix
—	PUNCT	—
propre	ADJ	propre
était	AUX	être
,	PUNCT	,
Sa	DET	son
de	ADP	de
est	AUX	être
votre	DET	votre
train	NOUN	train
l'	DET	le
—	PUNCT	—
d'	ADP	de
insinuer	VERB	insinuer
,	PUNCT	,
détient	VERB	détenir
Es	PROPN	Es
comme	ADP	comme
.	PUNCT	.
qu'	PRON	qu'
,	PUNCT	,
n'	ADV	n'
cela	PRON	cela
haussa	ADP	haussa
jamais	ADV	jamais
velours	NOUN	velours
,	PUNCT	,
nous	PRON	nous
.	PUNCT	.
Harry	PROPN	Harry
?	PUNCT	?
ce	PRON	ce
?	PUNCT	?
subtile	NOUN	subtile
épaules	NOUN	épaule
ai	AUX	avoir
lui	PRON	lui
—	PUNCT	—
.	PUNCT	.
n'	ADV	n'
que	SCONJ	que
que	PRON	que
recouvrait	VERB	recouvrir
Je	PRON	je
une	DET	un
Bon	PROPN	Bon
,	PUNCT	,
.	PUNCT	.
Mais	CCONJ	mais
est	AUX	être
-ce	PRON	-ce
menace	ADJ	menac
Harry	PROPN	Harry
elle	PRON	lui
—	PUNCT	—
est	AUX	être
dit	VERB	dire
les	DET	le
tu	ADP	tu
-ce	PRON	-ce
fait	VERB	faire
de	ADP	de
pas	ADV	pas
,	PUNCT	,
—	PUNCT	—
mais	CCONJ	mais
faire	VERB	faire
décidons	VERB	décider
dis	ADP	dis
!	PUNCT	!
Un	DET	un
nous	PRON	nous
.	PUNCT	.
Bien	ADV	bien
le	DET	le
—	PUNCT	—
;	PUNCT	;
dit	VERB	dire
précipitamment	ADV	précipitamment
revenus	NOUN	revenu
.	PUNCT	.
et	CCONJ	et
,	PUNCT	,
Harry	PROPN	Harry
que	SCONJ	que
pas	ADV	pas
poupées	NOUN	poupée
en	PRON	en
Suspendons	NOUN	suspendon
annulez	VERB	annuler
distribuons	NOUN	distribuon
!	PUNCT	!
,	PUNCT	,
N'	ADV	n'
proposa	VERB	proposer
avons	VERB	avoir
besoin	NOUN	besoin
nous	PRON	nous
ventes	NOUN	vente
avons	VERB	avoir
blague	NOUN	blague
,	PUNCT	,
—	PUNCT	—
aux	ADP	à
.	PUNCT	.
Cette	DET	ce
programme	NOUN	programme
sûr	ADJ	sûr
nos	DET	notre
besoin	NOUN	besoin
Etats-Unis	PROPN	Etats-Unis
l'	DET	le
de	ADP	de
ces	DET	ce
les	DET	le
compromis	NOUN	compromis
étranger	VERB	étranger
Robert	PROPN	Robert
à	ADP	à
au	ADP	au
.	PUNCT	.
vous	PRON	vous
aujourd'hui	ADV	aujourd'hui
.	PUNCT	.
ça	PRON	cela
froidement	VERB	froidemer
je	PRON	je
deux	NUM	deux
bon	ADJ	bon
retournez	VERB	retourner
au	ADP	au
à	ADP	à
en	ADP	en
!	PUNCT	!
secrétaire	NOUN	secrétaire
comme	ADP	comme
,	PUNCT	,
dans	ADP	dans
.	PUNCT	.
suffit	NOUN	suffit
