dévoilé	VERB	dévoiler
Demyenov	PROPN	Demyenov
,	PUNCT	,
ces	DET	ce
général	NOUN	général
un	DET	un
—	PUNCT	—
Craig	PROPN	Craig
Stuart	PROPN	Stuart
il	PRON	il
dangereuse	VERB	dangereuse
Son	DET	son
Europe	PROPN	Europe
.	PUNCT	.
se	PRON	se
quelque	DET	quelque
et	CCONJ	et
de	DET	de
n'	ADV	n'
nous	PRON	nous
Depuis	ADP	depuis
allées	NOUN	allée
s'	PRON	se
de	ADP	de
protégées	VERB	protéger
que	PRON	que
il	PRON	il
dans	ADP	dans
a	AUX	avoir
pas	ADV	pas
et	CCONJ	et
Europe	PROPN	Europe
savoir	VERB	savoir
bonnes	ADJ	bon
politique	ADJ	politique
est	AUX	être
Alexeï	NOUN	alexeï
,	PUNCT	,
scène	NOUN	scène
il	PRON	il
ce	PRON	ce
qui	PRON	qui
à	ADP	à
de	ADP	de
venues	ADJ	venue
.	PUNCT	.
disparu	VERB	disparaître
nous	PRON	nous
penser	VERB	penser
la	DET	le
prépare	VERB	prépare
avons	VERB	avoir
arrivons	VERB	arriver
en	ADP	en
sont	AUX	être
qu'	SCONJ	que
Mais	CCONJ	mais
tellement	ADV	tellement
bien	ADV	bien
raisons	NOUN	raison
temps	NOUN	temps
ses	DET	son
enfonça	VERB	enfoncer
.	PUNCT	.
ne	ADV	ne
fauteuil	NOUN	fauteuil
certainement	ADV	certainement
entrevoir	VERB	entrevoir
sa	DET	son
commençait	VERB	commencer
son	DET	son
voulez	VERB	vouloir
cacher	VERB	cacher
de	ADP	de
pour	ADP	pour
obtenir	VERB	obtenir
...	PUNCT	...
Alexeï	PROPN	Alexeï
se	PRON	se
certaines	DET	certain
Il	PRON	il
vois	VERB	voir
.	PUNCT	.
les	DET	le
.	PUNCT	.
—	PUNCT	—
vous	PRON	vous
son	DET	son
minuscules	ADJ	minuscule
front	NOUN	front
—	PUNCT	—
On	PRON	on
informations	NOUN	information
de	ADP	de
que	SCONJ	que
rien	PRON	rien
plissa	VERB	plisser
de	ADP	de
cette	DET	ce
rides	NOUN	ride
peut	VERB	pouvoir
à	ADP	à
fille	NOUN	fille
Je	PRON	je
je	PRON	je
visite	NOUN	visite
Et	CCONJ	et
m'	PRON	me
arrange	VERB	arranger
raisons	NOUN	raison
et	CCONJ	et
vous	PRON	vous
.	PUNCT	.
...	PUNCT	...
vous	PRON	vous
la	DET	le
vous	PRON	vous
Breskov	PROPN	Breskov
tellement	ADV	tellement
.	PUNCT	.
reposa	VERB	reposer
chose	NOUN	chose
même	ADV	même
un	DET	un
—	PUNCT	—
Vous	PRON	vous
se	PRON	se
compte	NOUN	compte
bureau	NOUN	bureau
par	ADP	par
lèvres	NOUN	lèvre
lui	PRON	lui
complots	NOUN	complot
n'	ADV	n'
aux	ADP	à
moque	VERB	moque
rendez	VERB	rendre
sur	ADP	sur
sourire	ADJ	sourir
le	DET	le
absurdes	ADJ	absurde
que	PRON	que
vos	DET	votre
pas	ADV	pas
amuse	NOUN	amuse
vous	PRON	vous
,	PUNCT	,
êtes	AUX	être
qu'	SCONJ	que
léger	NOUN	léger
ne	ADV	ne
Mais	CCONJ	mais
obsédé	VERB	obséder
de	ADP	de
,	PUNCT	,
on	PRON	on
—	PUNCT	—
camarade	VERB	camarade
?	PUNCT	?
aimait	VERB	aimer
lettre	NOUN	lettre
Quelque	DET	quelque
plus	ADV	plus
.	PUNCT	.
désigne	VERB	désigne
ce	PRON	ce
fois	NOUN	fois
qui	PRON	qui
au	ADP	au
homme	NOUN	homme
de	ADP	de
une	DET	un
du	ADP	de
vous	PRON	vous
une	DET	un
dure	ADJ	dur
nation	NOUN	nation
à	ADP	à
.	PUNCT	.
,	PUNCT	,
cet	DET	ce
de	ADP	de
une	DET	un
tient	VERB	tenir
que	SCONJ	que
au	ADP	au
simplement	ADV	simplement
vous	PRON	vous
persuadé	ADJ	persuader
dites	VERB	dire
carte	NOUN	carte
et	CCONJ	et
déplie	VERB	déplier
sécurité	NOUN	sécurité
rentré	VERB	rentrer
plus	ADV	plus
Ainsi	ADV	ainsi
journée	NOUN	journée
de	ADP	de
êtes	AUX	être
le	DET	le
,	PUNCT	,
Pentagone	PROPN	Pentagone
creux	PRON	creux
chez	ADP	chez
sa	DET	son
main	NOUN	main
lui	PRON	lui
après	ADP	après
la	DET	le
que	PRON	que
,	PUNCT	,
monde	NOUN	monde
sa	DET	son
voix	NOUN	voix
petite	ADJ	petit
—	PUNCT	—
!	PUNCT	!
le	PRON	le
pas	ADV	pas
sa	DET	son
?	PUNCT	?
ce	PRON	ce
?	PUNCT	?
à	ADP	à
vous	PRON	vous
cette	DET	ce
je	PRON	je
endroits	NOUN	endroit
,	PUNCT	,
soyez	VERB	être
puisse	VERB	pouvoir
Breskov	PROPN	Breskov
—	PUNCT	—
Ne	ADV	ne
pauvre	NOUN	pauvre
Sur	ADP	sur
tous	ADJ	tout
—	PUNCT	—
les	DET	le
d'	ADP	de
une	DET	un
répliqua	NOUN	répliqua
voulez	VERB	vouloir
Ça	PROPN	Ça
.	PUNCT	.
stratégiques	ADJ	stratégique
de	ADP	de
-vous	PRON	vous
...	PUNCT	...
glaciale	ADJ	glacial
ridicule	ADJ	ridicule
découvrir	VERB	découvrir
fille	NOUN	fille
,	PUNCT	,
que	SCONJ	que
apprendre	VERB	apprendre
c'	PRON	ce
est	VERB	être
Que	PRON	que
fille	NOUN	fille
alors	ADV	alors
,	PUNCT	,
nous	PRON	nous
perle	VERB	perle
laisse	VERB	laisse
un	DET	un
si	SCONJ	si
mais	CCONJ	mais
la	DET	le
vous	PRON	vous
d'	ADP	de
leva	VERB	lever
à	ADP	à
cheveux	ADJ	cheveux
blancs	ADV	blancs
heurter	VERB	heurter
.	PUNCT	.
la	DET	le
digne	ADJ	digne
ouvrit	NOUN	ouvrit
venu	VERB	venir
son	DET	son
brutalement	VERB	brutalemer
et	CCONJ	et
au	ADP	au
se	PRON	se
Il	PRON	il
enjambées	NOUN	enjambée
traversa	VERB	traverser
costume	NOUN	costume
gris	ADJ	gris
dans	ADP	dans
il	PRON	il
certain	ADJ	certain
Alexeï	PROPN	Alexeï
pièce	NOUN	pièce
,	PUNCT	,
faillit	VERB	faillir
grandes	ADJ	grand
.	PUNCT	.
porte	VERB	porte
très	ADV	très
nouveau	ADJ	nouveau
âge	NOUN	âge
se	PRON	se
un	DET	un
,	PUNCT	,
aux	ADP	à
qu'	SCONJ	que
.	PUNCT	.
homme	NOUN	homme
aussitôt	ADV	aussitôt
,	PUNCT	,
ne	ADV	ne
Fyodor	NOUN	fyodor
une	DET	un
-moi	PRON	moi
a	AUX	avoir
Mais	CCONJ	mais
—	PUNCT	—
dans	ADP	dans
assez	ADV	assez
—	PUNCT	—
Oh	PROPN	Oh
,	PUNCT	,
a	AUX	avoir
sérieux	PROPN	sérieux
-vous	PRON	vous
simplement	ADV	simplement
.	PUNCT	.
mettre	VERB	mettre
impression	NOUN	impression
,	PUNCT	,
bien	ADV	bien
bien	ADV	bien
pas	ADV	pas
Comment	ADV	comment
,	PUNCT	,
allez	VERB	aller
que	SCONJ	que
je	PRON	je
l'	DET	le
est	AUX	être
telle	ADJ	tel
prenais	ADJ	prenai
?	PUNCT	?
il	PRON	il
-ce	PRON	-ce
Bien	ADV	bien
le	PRON	le
dites	VERB	dire
eu	VERB	avoir
pu	VERB	pouvoir
rage	NOUN	rage
qui	PRON	qui
jeune	ADJ	jeune
?	PUNCT	?
—	PUNCT	—
qu'	SCONJ	que
!	PUNCT	!
homme	NOUN	homme
au	ADP	au
ce	DET	ce
—	PUNCT	—
Le	DET	le
Breskov	NOUN	breskov
dévisagea	VERB	dévisager
mieux	ADV	mieux
proposait	VERB	proposer
.	PUNCT	.
.	PUNCT	.
peur	NOUN	peur
le	DET	le
qu'	PRON	qu'
il	PRON	il
Ce	PRON	ce
il	PRON	il
assit	VERB	asseoir
pas	ADV	pas
lui	PRON	lui
grave	ADJ	grave
comme	ADP	comme
gravement	ADV	gravement
on	PRON	on
serait	AUX	être
bien	ADV	bien
homme	NOUN	homme
qu'	SCONJ	que
s'	PRON	se
ennemi	NOUN	ennemi
.	PUNCT	.
avoir	VERB	avoir
interlocuteur	NOUN	interlocuteur
est	AUX	être
ai	AUX	avoir
dans	ADP	dans
vaut	VERB	valoir
.	PUNCT	.
fauteuil	NOUN	fauteuil
J'	PRON	je
et	CCONJ	et
ne	ADV	ne
une	DET	un
de	ADP	de
—	PUNCT	—
,	PUNCT	,
ces	DET	ce
hommes	NOUN	homme
son	DET	son
vieil	NOUN	vieux
Alexeï	PROPN	Alexeï
qu'	SCONJ	que
erreur	NOUN	erreur
lui	PRON	lui
déjà	ADV	déjà
.	PUNCT	.
ambassadeur	NOUN	ambassadeur
fils	NOUN	fils
de	ADP	de
soit	AUX	être
responsabilités	NOUN	responsabilité
l'	DET	le
passa	NOUN	passa
peu	ADV	peu
comme	ADP	comme
fuite	NOUN	fuite
d'	ADP	de
Une	DET	un
se	PRON	se
visage	ADJ	visag
et	CCONJ	et
du	ADP	de
à	ADP	à
beau	NOUN	beau
du	ADP	de
si	SCONJ	si
tard	ADV	tard
le	DET	le
.	PUNCT	.
souci	NOUN	souci
pour	ADP	pour
faisait	VERB	faire
marqué	VERB	marquer
Il	PRON	il
car	CCONJ	car
ombre	ADJ	ombr
son	DET	son
par	ADP	par
sur	ADP	sur
,	PUNCT	,
l'	DET	le
et	CCONJ	et
temps	NOUN	temps
considérait	VERB	considérer
la	DET	le
poids	NOUN	poids
Alexeï	PROPN	Alexeï
un	DET	un
peine	NOUN	peine
trop	ADV	trop
des	ADP	de
ouverture	NOUN	ouverture
le	DET	le
moins	ADV	moins
du	ADP	de
puissants	NOUN	puissant
bien	ADV	bien
de	ADP	de
populaire	ADJ	populaire
esprit	NOUN	esprit
ennemis	ADJ	ennemi
?	PUNCT	?
en	PRON	en
pouvez	VERB	pouvoir
pas	ADV	pas
soviétique	ADJ	soviétique
C'	PRON	ce
sa	DET	son
entendre	VERB	entendre
figure	NOUN	figure
ne	ADV	ne
lui	PRON	lui
aux	ADP	à
une	DET	un
,	PUNCT	,
semblant	ADJ	semblant
homme	NOUN	homme
fait	VERB	faire
et	CCONJ	et
ou	CCONJ	ou
du	ADP	de
avec	ADP	avec
qu'	SCONJ	que
.	PUNCT	.
faire	AUX	faire
diplomatie	NOUN	diplomatie
essayer	VERB	essayer
en	ADP	en
avaient	AUX	avoir
de	ADP	de
aussi	ADV	aussi
vous	PRON	vous
il	PRON	il
—	PUNCT	—
Union	PROPN	Union
pas	ADV	pas
Vous	PRON	vous
ne	ADV	ne
Etats-Unis	PROPN	Etats-Unis
jeune	ADJ	jeune
d'	DET	d'
—	PUNCT	—
manquait	VERB	manquer
.	PUNCT	.
au-dessus	ADV	au-dessus
sortez	VERB	sortir
Me	VERB	me
Breskov	PROPN	Breskov
trouvaille	NOUN	trouvaille
est	AUX	être
bien	ADV	bien
sera	AUX	être
ne	ADV	ne
et	CCONJ	et
dites	VERB	dire
pour	ADP	pour
.	PUNCT	.
.	PUNCT	.
vous	PRON	vous
dernière	ADJ	dernier
informations	NOUN	information
avez	VERB	avoir
faire	AUX	faire
sa	DET	son
obtenir	VERB	obtenir
monde	NOUN	monde
mes	DET	mon
pas	ADV	pas
forces	NOUN	force
rien	PRON	rien
découvert	VERB	découvrir
n'	ADV	n'
avec	ADP	avec
avec	ADP	avec
le	DET	le
Vous	PRON	vous
à	ADP	à
une	DET	un
connaissez	VERB	connaître
Tout	ADJ	tout
?	PUNCT	?
que	SCONJ	que
certaines	DET	certain
elle	PRON	lui
femme	NOUN	femme
—	PUNCT	—
quelque	DET	quelque
temps	NOUN	temps
sortir	VERB	sortir
de	ADP	de
Eh	INTJ	Eh
content	ADV	content
!	PUNCT	!
commençaient	VERB	commencer
contre	ADP	contre
.	PUNCT	.
sera	AUX	être
une	DET	un
cet	DET	ce
Par	ADP	par
rendez-vous	NOUN	rendez-vous
les	DET	le
nul	ADJ	nul
ambassadeur	NOUN	ambassadeur
et	CCONJ	et
reparlerons	NOUN	reparleron
.	PUNCT	.
refusez	VERB	refuser
lasse	VERB	lasser
dont	PRON	dont
car	CCONJ	car
ses	DET	son
capable	ADJ	capable
ce	PRON	ce
plus	ADV	plus
sur	ADP	sur
si	SCONJ	si
sait	VERB	savoir
vous	PRON	vous
cheveux	NOUN	cheveu
qui	PRON	qui
dans	ADP	dans
Mais	CCONJ	mais
Alexeï	NOUN	alexeï
grisonner	VERB	grisonner
,	PUNCT	,
passa	VERB	passer
nous	PRON	nous
ne	ADV	ne
à	ADP	à
homme	NOUN	homme
main	NOUN	main
tard	ADV	tard
regarda	ADJ	regarda
en	PRON	en
ai	VERB	avoir
partir	VERB	partir
l'	DET	le
.	PUNCT	.
,	PUNCT	,
un	DET	un
tempes	NOUN	tempe
j'	PRON	je
s'	SCONJ	s'
cette	DET	ce
secrétaire	NOUN	secrétaire
.	PUNCT	.
.	PUNCT	.
le	DET	le
Tout	ADJ	tout
sa	DET	son
.	PUNCT	.
La	DET	le
bout	NOUN	bout
du	ADP	de
décrocha	ADP	décrocha
.	PUNCT	.
horreur	NOUN	horreur
Appelez	VERB	appeler
sur	ADP	sur
.	PUNCT	.
miss	VERB	miss
Il	PRON	il
encore	ADV	encore
son	DET	son
plaît	VERB	plaire
lui	PRON	lui
traînait	VERB	traîner
faisait	VERB	faire
Kendall	NUM	Kendall
,	PUNCT	,
-moi	PRON	moi
un	DET	un
résonna	VERB	résonner
vous	PRON	vous
.	PUNCT	.
fil	NOUN	fil
moment	NOUN	moment
lettre	NOUN	lettre
il	PRON	il
bureau	NOUN	bureau
—	PUNCT	—
téléphone	NOUN	téléphone
à	ADP	à
et	CCONJ	et
voix	NOUN	voix
l'	DET	le
autre	ADJ	autre
hésita	VERB	hésiter
comédie	NOUN	comédie
de	ADP	de
1	NUM	1
La	DET	le
de	ADP	de
regarda	VERB	regarder
,	PUNCT	,
chauffeur	NOUN	chauffeur
déjà	ADV	déjà
vers	ADP	vers
Kendall	PROPN	Kendall
vite	ADV	vite
à	ADP	à
fois	NOUN	fois
?	PUNCT	?
Je	PRON	je
ne	ADV	ne
le	DET	le
la	DET	le
retard	NOUN	retard
pencher	VERB	pencher
aller	VERB	aller
Des	DET	un
de	ADP	de
se	PRON	se
pourriez	VERB	pouvoir
regardèrent	NOUN	regardèrent
montre	NOUN	montre
de	ADP	de
pour	ADP	pour
yeux	NOUN	oeil
injectés	NOUN	injecté
.	PUNCT	.
.	PUNCT	.
s'	SCONJ	s'
la	DET	le
cinquième	ADJ	cinquième
suis	AUX	être
—	PUNCT	—
avant	ADP	avant
sang	NOUN	sang
le	DET	le
en	ADP	en
pas	ADV	pas
il	PRON	il
Vous	PRON	vous
peu	ADV	peu
vous	PRON	vous
plaît	VERB	plaire
taxi	ADJ	taxi
sa	DET	son
plus	ADV	plus
travers	NOUN	travers
un	DET	un
elle	PRON	lui
.	PUNCT	.
avait	AUX	avoir
même	ADV	même
taxi	NOUN	taxi
tout	ADV	tout
rétroviseur	NOUN	rétroviseur
qui	PRON	qui
au	ADP	au
dame	NOUN	dame
en	ADP	en
prenant	VERB	prendre
?	PUNCT	?
de	ADP	de
Ma	DET	mon
que	SCONJ	que
allez	VERB	aller
se	PRON	se
voiture	NOUN	voiture
pas	ADV	pas
n'	ADV	n'
...	PUNCT	...
pas	ADV	pas
Eh	INTJ	Eh
Vous	PRON	vous
!	PUNCT	!
,	PUNCT	,
mais	CCONJ	mais
sa	DET	son
apprendre	VERB	apprendre
cru	VERB	croire
était	VERB	être
petite	ADJ	petit
un	DET	un
mon	DET	mon
!	PUNCT	!
n'	ADV	n'
de	ADP	de
plutôt	ADV	plutôt
Kendall	PROPN	Kendall
aller	VERB	aller
métier	NOUN	métier
.	PUNCT	.
plus	ADV	plus
vite	ADV	vite
m'	PRON	me
—	PUNCT	—
Elle	PRON	lui
bout	NOUN	bout
résigna	VERB	résigner
elle	PRON	lui
peines	NOUN	peine
-t	PART	-t
embouteillage	NOUN	embouteillage
ci	NOUN	ci
dans	ADP	dans
ses	DET	son
murmura	PRON	murmura
j'	PRON	je
,	PUNCT	,
Cette	DET	ce
fois	NOUN	fois
—	PUNCT	—
vous	PRON	vous
plus	ADV	plus
le	DET	le
pris	VERB	prendre
est	AUX	être
eut	VERB	avoir
,	PUNCT	,
était	AUX	être
Ce	PRON	ce
Si	SCONJ	si
Quelques	DET	quelque
taxi	NOUN	taxi
minutes	NOUN	minute
pitié	VERB	pitier
d'	ADP	de
chauffeur	NOUN	chauffeur
de	ADP	de
-elle	PRON	lui
—	PUNCT	—
tard	ADV	tard
-	NOUN	-
Washington	PROPN	Washington
le	DET	le
.	PUNCT	.
un	DET	un
,	PUNCT	,
n'	ADV	n'
,	PUNCT	,
.	PUNCT	.
possible	ADJ	possible
désemparée	VERB	désemparer
.	PUNCT	.
typique	ADJ	typique
.	PUNCT	.
!	PUNCT	!
étais	VERB	être
pas	ADV	pas
Descendez	VERB	descendre
je	PRON	je
et	CCONJ	et
loin	ADV	loin
Par	ADP	par
plus	ADV	plus
,	PUNCT	,
sac	NOUN	sac
,	PUNCT	,
.	PUNCT	.
chauffeur	NOUN	chauffeur
.	PUNCT	.
fait	VERB	faire
sera	AUX	être
à	ADP	à
dois	NOUN	doi
est	AUX	être
fouilla	VERB	fouiller
passer	VERB	passer
,	PUNCT	,
n'	ADV	n'
.	PUNCT	.
droit	NOUN	droit
le	DET	le
restaurant	NOUN	restaurant
reste	NOUN	reste
?	PUNCT	?
—	PUNCT	—
-je	PRON	je
aurez	VERB	avoir
tendit	VERB	tendre
tout	DET	tout
pied	NOUN	pied
—	PUNCT	—
plus	ADV	plus
Votre	DET	votre
toujours	ADV	toujours
très	ADV	très
où	PRON	où
Kendall	PROPN	Kendall
la	DET	le
vite	ADV	vite
dans	ADP	dans
monnaie	NOUN	monnaie
au	ADP	au
vous	PRON	vous
ferais	VERB	faire
son	DET	son
ce	PRON	ce
fébrilement	VERB	fébrilemer
d'	ADP	de
deuxième	ADJ	deuxième
,	PUNCT	,
son	DET	son
passage	NOUN	passage
manquer	VERB	manquer
la	DET	le
chauffeur	NOUN	chauffeur
talons	NOUN	talon
ne	ADV	ne
se	PRON	se
fraya	VERB	frayer
coupole	NOUN	coupole
!	PUNCT	!
.	PUNCT	.
les	DET	le
le	PRON	le
Kendall	PROPN	Kendall
.	PUNCT	.
toit	NOUN	toit
de	ADP	de
dorée	ADJ	doré
des	DET	un
à	ADP	à
pas	ADV	pas
droite	NOUN	droite
Quelle	ADJ	quell
idée	NOUN	idée
voitures	NOUN	voiture
à	ADP	à
descendit	NOUN	descendit
mis	VERB	mettre
Vous	PRON	vous
un	DET	un
une	DET	un
risquez	VERB	risquer
avoir	AUX	avoir
,	PUNCT	,
parmi	ADP	parmi
.	PUNCT	.
du	ADP	de
grande	ADJ	grand
rapidement	ADV	rapidement
taxi	NOUN	taxi
et	CCONJ	et
ressemble	ADJ	ressembl
rue	NOUN	rue
le	DET	le
aiguilles	ADJ	aiguille
remercia	VERB	remercier
table	NOUN	table
,	PUNCT	,
porte	VERB	porte
,	PUNCT	,
attendaient	VERB	attendre
plein	ADJ	plein
Soudain	ADV	soudain
la	DET	le
elle	PRON	lui
,	PUNCT	,
file	NOUN	file
de	ADP	de
.	PUNCT	.
avait	VERB	avoir
une	DET	un
qu'	SCONJ	que
en	ADP	en
pas	ADV	pas
leur	PRON	leur
aussi	ADV	aussi
apparut	VERB	apparaître
Allongeant	VERB	allonger
,	PUNCT	,
détour	NOUN	détour
restaurant	NOUN	restaurant
d'	ADP	de
trouve	VERB	trouve
une	DET	un
on	PRON	on
qu'	SCONJ	que
à	ADP	à
Décidément	ADV	décidément
rue	NOUN	rue
personnes	NOUN	personne
un	DET	un
le	DET	le
.	PUNCT	.
soleil	NOUN	soleil
déjà	ADV	déjà
le	DET	le
tambour	NOUN	tambour
phare	NOUN	phare
elle	PRON	lui
.	PUNCT	.
Une	DET	un
étincelant	VERB	étinceler
au	ADP	au
poussa	VERB	pousser
n'	ADV	n'
,	PUNCT	,
.	PUNCT	.
de	ADP	de
vous	PRON	vous
que	SCONJ	que
.	PUNCT	.
à	ADP	à
pas	ADV	pas
-je	PRON	je
!	PUNCT	!
écoulèrent	VERB	écouler
suis	AUX	être
Kendall	PROPN	Kendall
approche	VERB	approche
Stuart	PROPN	Stuart
minutes	NOUN	minute
ai	AUX	avoir
jusqu'	ADP	jusque
elle	PRON	lui
avec	ADP	avec
le	DET	le
,	PUNCT	,
enfin	ADV	enfin
oui	NOUN	oui
!	PUNCT	!
interminables	NOUN	interminable
Les	DET	le
M.	NOUN	m.
Demyenov	PROPN	Demyenov
rendez-vous	NOUN	rendez-vous
d'	ADP	de
aider	VERB	aider
Ah	ADP	ah
s'	PRON	se
Stuart	PROPN	Stuart
hôtel	NOUN	hôtel
,	PUNCT	,
—	PUNCT	—
ce	PRON	ce
J'	PRON	je
d'	ADP	de
?	PUNCT	?
s'	PRON	se
—	PUNCT	—
—	PUNCT	—
Je	PRON	je
maître	NOUN	maître
chance	NOUN	chance
Puis	CCONJ	puis
Miss	NOUN	miss
.	PUNCT	.
salle	NOUN	salle
il	PRON	il
garçon	NOUN	garçon
blanche	ADJ	blanc
voulez	VERB	vouloir
en	ADP	en
...	PUNCT	...
Le	DET	le
arrêtèrent	VERB	arrêter
des	ADP	de
—	PUNCT	—
Si	SCONJ	si
miss	VERB	miss
d'	ADP	de
Il	PRON	il
suivre	VERB	suivre
employé	NOUN	employé
de	ADP	de
Ils	PRON	il
apparut	VERB	apparaître
un	DET	un
Stuart	PROPN	Stuart
s'	PRON	se
attend	VERB	attendre
et	CCONJ	et
