encore	ADV	encore
,	PUNCT	,
faire	VERB	faire
un	DET	un
.	PUNCT	.
ils	PRON	il
ils	PRON	il
vous	PRON	vous
cou	NOUN	cou
pour	ADP	pour
pas	ADV	pas
boîte	NOUN	boîte
voiture	NOUN	voiture
je	PRON	je
garé	VERB	garer
parlerai	NOUN	parlerai
la	DET	le
»	PUNCT	»
dix	NUM	dix
voyez	VERB	voir
bien	ADV	bien
toujours	ADV	toujours
râteau	NOUN	râteau
rentrée	VERB	rentrer
me	PRON	me
ai	AUX	avoir
bas	NOUN	bas
plus	ADV	plus
là	ADV	là
-J'	PRON	-j'
.	PUNCT	.
.	PUNCT	.
Vous	PRON	vous
?	PUNCT	?
êtes	AUX	être
du	ADP	de
garage	NOUN	garage
sers	ADJ	ser
je	PRON	je
aux	ADP	à
voitures	NOUN	voiture
vers	ADP	vers
que	SCONJ	que
la	PRON	le
heures	NOUN	heure
des	DET	un
la	DET	le
ne	ADV	ne
En	ADP	en
lettres	NOUN	lettre
laisse	VERB	laisse
près	ADV	près
.	PUNCT	.
Vous	PRON	vous
où	PRON	où
.	PUNCT	.
de	ADP	de
Le	DET	le
,	PUNCT	,
revient	VERB	revenir
interrompit	NOUN	interrompit
par	ADP	par
-	PUNCT	-
même	ADJ	même
pouce	NOUN	pouce
s'	PRON	se
descendions	VERB	descendre
Seulement	ADV	seulement
elle	PRON	lui
haut	ADJ	haut
,	PUNCT	,
Quand	SCONJ	quand
emmenez	VERB	emmener
pendant	ADP	pendant
mais	CCONJ	mais
du	ADP	de
en	PRON	en
grimpe	NOUN	grimpe
dessus	VERB	dessus
geste	NOUN	geste
nous	PRON	nous
.	PUNCT	.
moment	NOUN	moment
un	DET	un
,	PUNCT	,
et	CCONJ	et
elle	PRON	lui
elle	PRON	lui
épaule	NOUN	épaule
la	DET	le
elle-même	PRON	lui-même
qu'	SCONJ	que
la	DET	le
.	PUNCT	.
faisait	VERB	faire
sur	ADP	sur
par	ADP	par
piste	ADJ	pist
nous	PRON	nous
piste	NOUN	piste
«	NOUN	«
,	PUNCT	,
d'	ADP	de
en	PRON	en
son	DET	son
un	DET	un
nous	PRON	nous
,	PUNCT	,
servions	VERB	servir
toujours	ADV	toujours
chevaux	NOUN	cheval
la	DET	le
tout	ADV	tout
un	DET	un
C'	PRON	ce
des	DET	un
,	PUNCT	,
,	PUNCT	,
l'	DET	le
l'	DET	le
escalier	NOUN	escalier
plaque	NOUN	plaque
est	AUX	être
bas	NOUN	bas
exercice	NOUN	exercice
.	PUNCT	.
.	PUNCT	.
Mon	DET	mon
juste	ADV	juste
maintenant	ADV	maintenant
de	ADP	de
Marcher	PROPN	Marcher
haut	ADJ	haut
,	PUNCT	,
en	ADP	en
père	NOUN	père
disait	VERB	dire
.	PUNCT	.
il	PRON	il
montée	NOUN	montée
“	PRON	“
de	ADP	de
est	AUX	être
reste	VERB	reste
allée	NOUN	allée
:	PUNCT	:
est	AUX	être
bon	ADJ	bon
goudron	NOUN	goudron
à	ADP	à
une	DET	un
puis	CCONJ	puis
pied	NOUN	pied
par	ADP	par
s'	SCONJ	s'
de	ADP	de
quoi	PRON	quoi
c'	PRON	ce
Et	CCONJ	et
pas	ADV	pas
les	DET	le
feu	NOUN	feu
.	PUNCT	.
train	NOUN	train
neuf	ADJ	neuf
pour	ADP	pour
de	ADP	de
était	AUX	être
est	AUX	être
j'	PRON	je
étais	VERB	être
Dave	PROPN	Dave
On	PRON	on
et	CCONJ	et
monter	VERB	monter
-	NUM	-
avez	AUX	avoir
escalier	NOUN	escalier
-	PUNCT	-
quarante	NUM	quarante
.	PUNCT	.
c'	PRON	ce
”	PROPN	”
à	ADP	à
,	PUNCT	,
.	PUNCT	.
Savais	NOUN	savai
l'	DET	le
comprends	VERB	comprendre
?	PUNCT	?
que	PRON	que
il	PRON	il
en	ADP	en
,	PUNCT	,
mort	VERB	mourir
ce	PRON	ce
ans	NOUN	an
de	ADP	de
Vous	PRON	vous
-	PUNCT	-
dit	VERB	dire
un	DET	un
Alors	ADV	alors
que	SCONJ	que
Je	PRON	je
chevaux	NOUN	cheval
coup	NOUN	coup
.	PUNCT	.
entendu	VERB	entendre
Elle	PRON	lui
dit	VERB	dire
