bout	NOUN	bout
cagnas	NOUN	cagna
le	DET	le
repérer	VERB	repérer
qui	PRON	qui
,	PUNCT	,
un	DET	un
du	ADP	de
de	ADP	de
deux	NOUN	deux
pour	ADP	pour
dehors	ADP	dehors
Qui	PRON	qui
finissent	VERB	finir
Il	PRON	il
magnifiquement	NOUN	magnifiquement
au	ADP	au
de	ADP	de
journal	NOUN	journal
en	PRON	en
et	CCONJ	et
terminent	VERB	terminer
le	DET	le
doit	VERB	devoir
Dieppe	PROPN	Dieppe
lumières	ADJ	lumière
relisent	VERB	relire
filantes	ADJ	filant
qui	PRON	qui
vont	VERB	aller
bibine	NOUN	bibine
mots	NOUN	mot
roupillent	VERB	roupiller
à	ADP	à
-	NOUN	-
bravement	NOUN	bravement
croisés	VERB	croiser
,	PUNCT	,
dimanche	NOUN	dimanche
matin	NOUN	matin
samedi	NOUN	samedi
y	PRON	y
à	ADP	à
.	PUNCT	.
un	DET	un
mort	NOUN	mort
.	PUNCT	.
les	DET	le
quelques	DET	quelque
ou	CCONJ	ou
terminer	VERB	terminer
avoir	VERB	avoir
que	SCONJ	que
ouiquende	VERB	ouiquende
les	DET	le
dans	ADP	dans
était	AUX	être
.	PUNCT	.
le	DET	le
sur	ADP	sur
,	PUNCT	,
dans	ADP	dans
pensa	VERB	penser
que	SCONJ	que
Amsterdam	NOUN	amsterdam
Canal	PROPN	Canal
la	DET	le
premier	ADJ	premier
port	NOUN	port
le	DET	le
du	ADP	de
la	DET	le
du	ADP	de
,	PUNCT	,
minuit	NOUN	minuit
se	PRON	se
rades	NOUN	rade
saoulant	VERB	saouler
mois	NOUN	mois
et	CCONJ	et
samedi	NOUN	samedi
de	ADP	de
étoiles	NOUN	étoile
vers	ADP	vers
gueule	NOUN	gueule
c'	PRON	ce
Brel	PROPN	Brel
les	DET	le
,	PUNCT	,
Comme	ADP	comme
le	DET	le
avec	ADP	avec
.	PUNCT	.
.	PUNCT	.
qui	PRON	qui
Charles	PROPN	Charles
Dutoît	PROPN	Dutoît
chanson	NOUN	chanson
en	ADP	en
pisse	VERB	pisse
sur	ADP	sur
marin	NOUN	marin
la	DET	le
,	PUNCT	,
comme	ADP	comme
de	ADP	de
pas	ADV	pas
une	DET	un
Plus	ADV	plus
disant	VERB	dire
abrutir	VERB	abrutir
mensuel	ADJ	mensuel
il	PRON	il
ne	ADV	ne
d'	ADP	de
Et	CCONJ	et
le	DET	le
et	CCONJ	et
regarderait	VERB	regarder
coucher	VERB	coucher
il	PRON	il
plus	ADV	plus
il	PRON	il
aller	VERB	aller
s'	PRON	se
y	PRON	y
qu'	PRON	qu'
aurait	VERB	avoir
va	VERB	aller
regarder	VERB	regarder
qu'	SCONJ	que
jamais	ADV	jamais
à	ADP	à
pour	ADP	pour
porno	NOUN	porno
peut	VERB	pouvoir
Françoise	PROPN	Françoise
,	PUNCT	,
télé	VERB	téler
fois	NOUN	fois
dormir	ADJ	dormir
se	PRON	se
chaque	DET	chaque
acceptait	VERB	accepter
en	ADP	en
fois	NOUN	fois
qu'	SCONJ	que
si	SCONJ	si
il	PRON	il
lui	PRON	lui
.	PUNCT	.
,	PUNCT	,
beaucoup	ADV	beaucoup
alors	ADV	alors
gens	NOUN	gens
gymnastiques	NOUN	gymnastique
autant	ADV	autant
toutes	ADJ	tout
,	PUNCT	,
des	DET	un
juste	ADV	juste
il	PRON	il
des	DET	un
autres	ADJ	autre
pensant	VERB	penser
Offran	PROPN	Offran
habitude	NOUN	habitude
naturel	NOUN	naturel
par	ADP	par
est	AUX	être
La	DET	le
et	CCONJ	et
saoulé	VERB	saouler
que	SCONJ	que
vallée	NOUN	vallée
comme	ADP	comme
vite	ADV	vite
d'	ADP	de
voie	NOUN	voie
tournait	VERB	tourner
.	PUNCT	.
le	DET	le
puissent	VERB	pouvoir
la	DET	le
,	PUNCT	,
avec	ADP	avec
poste	VERB	poste
serait	AUX	être
dans	ADP	dans
ces	DET	ce
de	ADP	de
c'	PRON	ce
faire	VERB	faire
en	ADP	en
croyable	ADJ	croyable
ça	PRON	cela
devant	ADP	devant
éteindrait	VERB	éteindre
,	PUNCT	,
que	SCONJ	que
avant	ADP	avant
pas	ADV	pas
était	AUX	être
Ville	PROPN	Ville
Est	VERB	être
qui	PRON	qui
enfer	NOUN	enfer
prés	NOUN	pré
-	PROPN	-
.	PUNCT	.
pour	ADP	pour
les	DET	le
pensaient	ADV	pensaient
à	ADP	à
voir	VERB	voir
vache	NOUN	vache
d'	ADP	de
elles	PRON	lui
les	DET	le
grondement	NOUN	grondement
?	PUNCT	?
entendaient	VERB	entendre
dans	ADP	dans
,	PUNCT	,
enfer	NOUN	enfer
Il	PRON	il
couchées	VERB	coucher
essaya	VERB	essayer
Et	CCONJ	et
c'	PRON	ce
aussi	ADV	aussi
train	NOUN	train
-ce	PRON	-ce
l'	DET	le
imaginer	VERB	imaginer
l'	DET	le
sans	ADP	sans
vaches	NOUN	vache
quoi	ADV	quoi
et	CCONJ	et
,	PUNCT	,
un	DET	un
que	SCONJ	que
le	PRON	le
la	DET	le
les	DET	le
vaches	NOUN	vache
le	DET	le
.	PUNCT	.
nuit	NOUN	nuit
une	DET	un
dans	ADP	dans
ferme	ADJ	ferme
Travailler	VERB	travailler
.	PUNCT	.
.	PUNCT	.
la	DET	le
non	ADV	non
?	PUNCT	?
droite	NOUN	droite
Marineux	NOUN	marineu
de	ADP	de
voyait	VERB	voir
,	PUNCT	,
dormaient	VERB	dormir
Charles	PROPN	Charles
Un	DET	un
de	ADP	de
passage	NOUN	passage
La	DET	le
,	PUNCT	,
Tant	ADV	tant
Un	DET	un
déjà	ADV	déjà
des	ADP	de
Hippopotamus	PROPN	Hippopotamus
.	PUNCT	.
?	PUNCT	?
la	DET	le
jolie	NOUN	jolie
saules	NOUN	saule
pour	ADP	pour
De	ADP	de
colombages	NOUN	colombage
coup	NOUN	coup
derrière	ADP	derrière
ceux	PRON	celui
sirène	NOUN	sirène
à	ADP	à
protégé	VERB	protéger
haie	NOUN	haie
.	PUNCT	.
jour	NOUN	jour
qui	PRON	qui
courbe	NOUN	courbe
,	PUNCT	,
on	PRON	on
pis	NOUN	pis
à	ADP	à
de	ADP	de
.	PUNCT	.
grande	ADJ	grand
dans	ADP	dans
été	VERB	être
pas	ADV	pas
serait	AUX	être
en	ADP	en
il	PRON	il
avait	AUX	avoir
est	AUX	être
où	PRON	où
Pierre	PROPN	Pierre
,	PUNCT	,
il	PRON	il
toute	ADJ	tout
pleut	VERB	pleuvoir
avec	ADP	avec
qu'	SCONJ	que
jamais	ADV	jamais
dans	ADP	dans
ne	ADV	ne
paysan	VERB	paysan
que	SCONJ	que
une	DET	un
pourri	VERB	pourrir
l'	DET	le
déclarait	VERB	déclarer
école	NOUN	école
resterait	VERB	rester
jamais	ADV	jamais
il	PRON	il
plutôt	ADV	plutôt
humain	ADJ	humain
coin	NOUN	coin
le	DET	le
disait	VERB	dire
crever	VERB	crever
qui	PRON	qui
ce	DET	ce
ne	ADV	ne
écho	NOUN	écho
vie	NOUN	vie
,	PUNCT	,
,	PUNCT	,
bouse	NOUN	bouse
et	CCONJ	et
lui	PRON	lui
,	PUNCT	,
à	ADP	à
c'	PRON	ce
il	PRON	il
la	DET	le
la	DET	le
le	DET	le
après	ADP	après
les	DET	le
la	DET	le
,	PUNCT	,
tout	ADJ	tout
ans	NOUN	an
qui	PRON	qui
poussent	ADV	poussent
le	DET	le
dur	NOUN	dur
paillasson	NOUN	paillasson
trente-cinq	NUM	trente-cinq
les	DET	le
qui	PRON	qui
godasses	NOUN	godasse
des	ADP	de
tout	ADV	tout
grosses	NOUN	grosse
les	DET	le
.	PUNCT	.
Marineux	NOUN	marineu
,	PUNCT	,
dans	ADP	dans
où	PRON	où
près	ADV	près
de	ADP	de
passe	VERB	passer
orange	VERB	oranger
,	PUNCT	,
du	ADP	de
champignons	NOUN	champignon
sur	ADP	sur
servent	ADV	servent
jusque	ADJ	jusqu
ferme	NOUN	ferme
où	PRON	où
ligne	NOUN	ligne
Résultat	NOUN	résultat
le	DET	le
de	ADP	de
,	PUNCT	,
Dutoît	PROPN	Dutoît
conduit	VERB	conduire
limaces	ADJ	limace
temps	NOUN	temps
trente	NUM	trente
a	AUX	avoir
courses	NOUN	course
.	PUNCT	.
.	PUNCT	.
mit	VERB	mettre
quitta	VERB	quitter
frein	NOUN	frein
demi-seconde	NOUN	demi-seconde
vaches	NOUN	vache
se	PRON	se
voir	VERB	voir
Le	DET	le
les	DET	le
manettes	NOUN	manette
poitrine	NOUN	poitrine
d'	ADP	de
haut-le-cœur	NOUN	haut-le-cœur
Les	DET	le
une	DET	un
bras	NOUN	bras
de	ADP	de
entièrement	ADV	entièrement
en	ADP	en
et	CCONJ	et
de	ADP	de
eut	VERB	avoir
,	PUNCT	,
un	DET	un
l'	DET	le
enfer	NOUN	enfer
chiens	NOUN	chien
tête	NOUN	tête
à	ADP	à
venait	VERB	venir
.	PUNCT	.
de	ADP	de
,	PUNCT	,
sang	NOUN	sang
Il	PRON	il
,	PUNCT	,
.	PUNCT	.
ses	DET	son
trembler	VERB	trembler
sa	DET	son
Sa	DET	son
,	PUNCT	,
loupant	VERB	louper
sa	DET	son
Charles	PROPN	Charles
main	NOUN	main
,	PUNCT	,
.	PUNCT	.
sous	ADP	sous
,	PUNCT	,
le	PRON	le
une	DET	un
et	CCONJ	et
juste	ADV	juste
entrevoir	VERB	entrevoir
qui	PRON	qui
il	PRON	il
blanc	ADJ	blanc
ouverts	VERB	ouvrir
en	ADP	en
serrée	ADJ	serrer
avalait	VERB	avaler
dans	ADP	dans
il	PRON	il
,	PUNCT	,
personnes	NOUN	personne
a	AUX	avoir
courbe	NOUN	courbe
phares	NOUN	phare
,	PUNCT	,
s'	SCONJ	s'
éclair	NOUN	éclair
des	ADP	de
,	PUNCT	,
senties	VERB	sentir
disparaître	ADJ	disparaîtr
les	PRON	le
droite	NOUN	droite
regardaient	VERB	regarder
comme	ADP	comme
le	DET	le
hurlant	VERB	hurler
un	DET	un
cru	NOUN	cru
lui	PRON	lui
après	ADP	après
puis	CCONJ	puis
deux	NUM	deux
les	DET	le
peu	ADV	peu
la	DET	le
yeux	NOUN	oeil
grands	ADJ	grand
à	ADP	à
un	DET	un
voie	NOUN	voie
les	PRON	le
sur	ADP	sur
.	PUNCT	.
.	PUNCT	.
changer	VERB	changer
bloquant	VERB	bloquer
pis	NOUN	pis
urgence	NOUN	urgence
lui-même	PRON	lui-même
allaient	VERB	aller
,	PUNCT	,
Mou	VERB	mou
secondes	NOUN	seconde
,	PUNCT	,
pour	ADP	pour
,	PUNCT	,
choc	NOUN	choc
les	DET	le
d'	ADP	de
roupillaient	VERB	roupiller
qui	PRON	qui
les	DET	le
freina	VERB	freiner
ceux	PRON	celui
merde	NOUN	merde
puis	CCONJ	puis
Charles	PROPN	Charles
le	DET	le
devaient	VERB	devoir
valser	VERB	valser
valoches	NOUN	valoche
.	PUNCT	.
de	ADP	de
,	PUNCT	,
.	PUNCT	.
tant	ADV	tant
Tant	ADV	tant
.	PUNCT	.
Merde	PROPN	Merde
,	PUNCT	,
pour	ADP	pour
qui	PRON	qui
place	NOUN	place
pis	NOUN	pis
,	PUNCT	,
en	ADP	en
deux	NUM	deux
tampons	NOUN	tampon
Et	CCONJ	et
ils	PRON	il
merde	NOUN	merde
derrière	ADP	derrière
était	AUX	être
est	AUX	être
secondes	NOUN	seconde
trembler	VERB	trembler
tout	PRON	tout
mirent	VERB	mettre
c'	PRON	ce
dix	NUM	dix
avait	AUX	avoir
,	PUNCT	,
Sans	ADP	sans
respirer	VERB	respirer
de	ADP	de
même	ADJ	même
hurla	NOUN	hurla
bloqué	VERB	bloquer
se	PRON	se
mirent	ADV	mirent
lui	PRON	lui
convulsivement	ADV	convulsivement
bras	NOUN	bras
l'	DET	le
il	PRON	il
vrai	ADJ	vrai
les	DET	le
,	PUNCT	,
,	PUNCT	,
c'	PRON	ce
en	ADP	en
Les	DET	le
pour	ADP	pour
s'	SCONJ	s'
Charles	PROPN	Charles
,	PUNCT	,
deux	NUM	deux
dont	PRON	dont
comme	ADP	comme
à	ADP	à
était	AUX	être
autorail	NOUN	autorail
s'	PRON	se
wagons	NOUN	wagon
mètres	NOUN	mètre
arrêter	VERB	arrêter
.	PUNCT	.
.	PUNCT	.
pas	ADV	pas
et	CCONJ	et
en	ADP	en
cent	NUM	cent
La	DET	le
actionné	VERB	actionner
infini	NOUN	infini
baissé	VERB	baisser
chaque	DET	chaque
Charles	PROPN	Charles
temps	NOUN	temps
interminable	ADJ	interminable
enfin	ADV	enfin
l'	DET	le
étincelles	NOUN	étincelle
,	PUNCT	,
gauche	ADJ	gauche
Charles	PROPN	Charles
puissant	ADJ	puissant
,	PUNCT	,
,	PUNCT	,
regardé	VERB	regarder
le	DET	le
la	DET	le
lui-même	PRON	lui-même
et	CCONJ	et
arrêta	VERB	arrêter
un	DET	un
de	ADP	de
frein	NOUN	frein
ballast	NOUN	ballast
.	PUNCT	.
éclairer	VERB	éclairer
de	ADP	de
de	ADP	de
s'	PRON	se
à	ADP	à
à	ADP	à
la	DET	le
intérieur	NOUN	intérieur
rame	NOUN	rame
avait	AUX	avoir
boggie	NOUN	boggie
avait	AUX	avoir
temps	NOUN	temps
portière	NOUN	portière
pendant	ADP	pendant
,	PUNCT	,
les	DET	le
vitre	NOUN	vitre
aussi	ADV	aussi
cet	DET	ce
.	PUNCT	.
,	PUNCT	,
normande	VERB	normande
sur	ADP	sur
les	DET	le
très	ADV	très
temps	NOUN	temps
tout	ADV	tout
sauta	ADJ	sauta
sur	ADP	sur
un	DET	un
torche	NOUN	torche
il	PRON	il
eut	VERB	avoir
deux	NUM	deux
de	ADP	de
une	DET	un
se	PRON	se
,	PUNCT	,
un	DET	un
que	SCONJ	que
sombre	ADJ	sombre
main	NOUN	main
wagons	NOUN	wagon
joué	VERB	jouer
voie	NOUN	voie
la	DET	le
,	PUNCT	,
la	DET	le
nuit	NOUN	nuit
dire	VERB	dire
les	DET	le
bords	NOUN	bord
avait	AUX	avoir
lampe	ADJ	lamp
le	DET	le
lumières	NOUN	lumière
à	ADP	à
lui	PRON	lui
était	AUX	être
de	ADP	de
jetaient	ADV	jetaient
des	ADP	de
des	ADP	de
de	ADP	de
voies	NOUN	voie
,	PUNCT	,
,	PUNCT	,
la	DET	le
jaune	NOUN	jaune
tour	NOUN	tour
peu	ADV	peu
dit	VERB	dire
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
tête	NOUN	tête
et	CCONJ	et
plus	ADV	plus
sang	NOUN	sang
et	CCONJ	et
Il	PRON	il
chaud	ADJ	chaud
à	ADP	à
les	DET	le
de	ADP	de
sorcière	NOUN	sorcière
comme	ADP	comme
motrice	NOUN	motrice
de	ADP	de
fièvre	NOUN	fièvre
un	DET	un
la	DET	le
traces	NOUN	trace
remerde	NOUN	remerde
truc	NOUN	truc
devant	ADP	devant
de	ADP	de
,	PUNCT	,
se	PRON	se
une	DET	un
en	ADP	en
Il	PRON	il
et	CCONJ	et
.	PUNCT	.
la	DET	le
dessous	NOUN	dessous
passa	VERB	passer
merde	NOUN	merde
aperçut	VERB	apercevoir
,	PUNCT	,
brillantes	NOUN	brillante
eut	VERB	avoir
,	PUNCT	,
traînées	NOUN	traînée
soudain	ADV	soudain
très	ADV	très
peu	ADV	peu
un	DET	un
de	ADP	de
putain	NOUN	putain
deux	NUM	deux
un	DET	un
comme	ADP	comme
une	DET	un
,	PUNCT	,
gueulait	NOUN	gueulait
sans	ADP	sans
merde	NOUN	merde
d'	ADP	de
Bordel	PROPN	Bordel
au	ADP	au
pagaille	NOUN	pagaille
.	PUNCT	.
où	PRON	où
c'	PRON	ce
une	DET	un
ça	PRON	cela
longea	VERB	longer
semblaient	VERB	sembler
aux	ADP	à
en	ADP	en
et	CCONJ	et
les	DET	le
.	PUNCT	.
c'	PRON	ce
,	PUNCT	,
était	AUX	être
fenêtres	NOUN	fenêtre
,	PUNCT	,
regardait	VERB	regarder
,	PUNCT	,
chute	NOUN	chute
hurlait	VERB	hurler
prière	NOUN	prière
Ça	DET	ça
les	DET	le
diable	NOUN	diable
enfant	NOUN	enfant
respirer	VERB	respirer
,	PUNCT	,
gens	NOUN	gens
,	PUNCT	,
wagons	NOUN	wagon
se	PRON	se
d'	ADP	de
une	DET	un
boitillant	VERB	boitiller
si	SCONJ	si
relever	VERB	relever
,	PUNCT	,
tous	ADJ	tout
mais	CCONJ	mais
sur	ADP	sur
gare	NOUN	gare
dire	VERB	dire
le	DET	le
de	ADP	de
est	VERB	être
la	DET	le
pas	ADV	pas
il	PRON	il
entendit	VERB	entendre
derrière	ADP	derrière
quelque	DET	quelque
arrêter	VERB	arrêter
tombe	NOUN	tombe
de	ADP	de
temps	NOUN	temps
prévenir	VERB	prévenir
qui	PRON	qui
,	PUNCT	,
le	DET	le
chose	NOUN	chose
pouvait	VERB	pouvoir
que	SCONJ	que
encore	ADV	encore
ça	DET	ça
l'	PRON	l'
appelait	NOUN	appelait
train	NOUN	train
il	PRON	il
de	ADP	de
ne	ADV	ne
,	PUNCT	,
lui	PRON	lui
faut	VERB	falloir
eut	VERB	avoir
il	PRON	il
se	PRON	se
chef	NOUN	chef
,	PUNCT	,
Dieppe	PROPN	Dieppe
faire	VERB	faire
pompiers	NOUN	pompier
.	PUNCT	.
Charles	PROPN	Charles
vite	ADV	vite
moi	PRON	moi
et	CCONJ	et
s'	PRON	se
les	DET	le
entre	ADP	entre
il	PRON	il
,	PUNCT	,
deux	NUM	deux
,	PUNCT	,
vite	ADV	vite
,	PUNCT	,
pas	ADV	pas
restant	VERB	rester
un	DET	un
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
aux	ADP	à
nuit	NOUN	nuit
avançant	VERB	avancer
trouva	VERB	trouver
,	PUNCT	,
peu	ADV	peu
corps	NOUN	corps
Il	PRON	il
en	ADP	en
,	PUNCT	,
dans	ADP	dans
.	PUNCT	.
la	DET	le
plus	ADV	plus
loin	ADV	loin
un	DET	un
,	PUNCT	,
il	PRON	il
rails	NOUN	rail
comme	ADP	comme
puis	CCONJ	puis
en	ADP	en
automate	NOUN	automate
les	DET	le
les	DET	le
s'	PRON	se
morceaux	NOUN	morceau
éclata	VERB	éclater
bouillie	NOUN	bouillie
ne	ADV	ne
en	ADP	en
sanglots	NOUN	sanglot
écharpés	ADJ	écharper
marchait	VERB	marcher
compta	VERB	compter
sourd	NOUN	sourd
il	PRON	il
écrasée	VERB	écraser
derrière	ADP	derrière
,	PUNCT	,
,	PUNCT	,
au	ADP	au
la	DET	le
appels	NOUN	appel
lampe	NOUN	lampe
autre	PRON	autre
avait	VERB	avoir
par	ADP	par
des	DET	un
le	DET	le
un	DET	un
s'	SCONJ	s'
.	PUNCT	.
dans	ADP	dans
peu	ADV	peu
une	PRON	un
Charles	PROPN	Charles
désaccordée	VERB	désaccorder
faisceau	NOUN	faisceau
l'	DET	le
,	PUNCT	,
fanfare	NOUN	fanfare
comme	ADP	comme
était	AUX	être
coupée	VERB	couper
L'	DET	le
alors	ADV	alors
les	DET	le
et	CCONJ	et
il	PRON	il
menottes	NOUN	menotte
,	PUNCT	,
une	DET	un
net	ADJ	net
tête	NOUN	tête
rail	NOUN	rail
un	DET	un
deux	NUM	deux
dans	ADP	dans
de	ADP	de
mains	NOUN	main
attachées	VERB	attacher
vit	VERB	voir
lui	PRON	lui
sa	DET	son
avait	VERB	avoir
glauque	ADJ	glauque
le	DET	le
.	PUNCT	.
.	PUNCT	.
une	DET	un
en	ADP	en
se	PRON	se
avant-bras	NOUN	avant-bras
merde	NOUN	merde
train	NOUN	train
Charles	PROPN	Charles
qu'	SCONJ	que
il	PRON	il
fallait	VERB	falloir
beugla	ADJ	beugla
évanouir	ADV	évanouir
de	ADP	de
de	ADP	de
tombe	NOUN	tombe
le	DET	le
fois	NOUN	fois
temps	NOUN	temps
que	SCONJ	que
le	DET	le
de	ADP	de
le	DET	le
s'	PRON	se
truc	NOUN	truc
sur	ADP	sur
lire	VERB	lire
plus	ADV	plus
2	NUM	2
sous	ADP	sous
,	PUNCT	,
est	AUX	être
qu'	SCONJ	que
eut	VERB	avoir
suicide	NOUN	suicide
redire	VERB	redire
train	NOUN	train
ça	DET	ça
--	PUNCT	--
il	PRON	il
lui	PRON	lui
Je	PRON	je
parie	VERB	parier
de	ADP	de
Avant	ADP	avant
,	PUNCT	,
!	PUNCT	!
sur	ADP	sur
lut	NOUN	lut
en	ADP	en
et	CCONJ	et
--	PUNCT	--
