six	NUM	six
!	PUNCT	!
en	ADP	en
comme	SCONJ	comme
-	PUNCT	-
claironna	VERB	claironner
parlions	VERB	parler
Lisez	PROPN	Lisez
-moi	PRON	moi
va	VERB	aller
l'	DET	le
d'	ADP	de
l'	DET	le
nous	PRON	nous
-elle	PRON	lui
siècle	NOUN	siècle
sauterelle	NOUN	sauterelle
la	DET	le
tête	NOUN	tête
parvint	VERB	parvenir
du	ADP	de
grande	ADJ	grand
qu'	SCONJ	que
?	PUNCT	?
autour	ADV	autour
de	ADP	de
et	CCONJ	et
d'	ADP	de
est	AUX	être
-	PUNCT	-
nous	PRON	nous
fit	VERB	faire
!	PUNCT	!
pièce	NOUN	pièce
familier	ADJ	familier
Calli	NOUN	calli
-vous	PRON	vous
Le	DET	le
gémissement	NOUN	gémissement
café	NOUN	café
cria	ADV	cria
-t	PART	-t
Baggie	NOUN	baggie
à	ADP	à
aux	ADP	à
Ibagidez	ADV	ibagidez
chaud	VERB	chaud
la	DET	le
côté	NOUN	côté
Un	DET	un
.	PUNCT	.
de	ADP	de
.	PUNCT	.
Donahis	PROPN	Donahis
noirs	NOUN	noir
,	PUNCT	,
apparition	NOUN	apparition
cheveux	ADJ	cheveux
torsadés	ADJ	torsader
d'	ADP	de
.	PUNCT	.
,	PUNCT	,
il	PRON	il
son	DET	son
.	PUNCT	.
a	AUX	avoir
envie	NOUN	envie
rhume	ADJ	rhum
tasse	NOUN	tasse
son	DET	son
v	PRON	v
ud	DET	ud
dégoût	NOUN	dégoût
bureau	NOUN	bureau
Helen	PROPN	Helen
brandit	VERB	brandir
)	PUNCT	)
-	PUNCT	-
dans	ADP	dans
une	DET	un
était	AUX	être
batin	NOUN	batin
«	NOUN	«
de	ADP	de
C'	PRON	ce
Debuis	VERB	debuis
de	ADP	de
de	ADP	de
(	PUNCT	(
café	NOUN	café
diététique	VERB	diététique
»	PUNCT	»
mixture	ADJ	mixtur
depuis	ADP	depuis
folle	ADJ	fou
grimaça	ADJ	grimaça
ce	DET	ce
une	DET	un
novembre	NOUN	novembre
!	PUNCT	!
Calli	NOUN	calli
septième	NOUN	septième
contenant	VERB	contenir
ce	DET	ce
de	ADP	de
.	PUNCT	.
j'	PRON	je
café	NOUN	café
.	PUNCT	.
cerveau	NOUN	cerveau
bas	ADJ	bas
ai	VERB	avoir
.	PUNCT	.
,	PUNCT	,
votre	DET	votre
!	PUNCT	!
rougi	VERB	rougir
caféine	NOUN	caféine
,	PUNCT	,
toute	ADJ	tout
Peuh	PROPN	Peuh
nez	NOUN	nez
goût	NOUN	goût
ferait	VERB	faire
.	PUNCT	.
-	PUNCT	-
caféide	NOUN	caféide
détergent	NOUN	détergent
ça	PRON	cela
-je	PRON	je
que	SCONJ	que
Calli	PROPN	Calli
Helen	PROPN	Helen
.	PUNCT	.
bien	ADV	bien
!	PUNCT	!
un	DET	un
Helen	PROPN	Helen
de	ADP	de
,	PUNCT	,
,	PUNCT	,
que	PRON	que
à	ADP	à
J'	PRON	je
avec	ADP	avec
a	VERB	avoir
vous	PRON	vous
Reconnaissez	PROPN	Reconnaissez
adore	VERB	adore
plus	ADV	plus
décoction	NOUN	décoction
cette	DET	ce
dis	ADP	dis
rétorqua	VERB	rétorquer
un	DET	un
la	DET	le
tamponnant	VERB	tamponner
Kleenex	NOUN	kleenex
mouillé	VERB	mouiller
-	PUNCT	-
marmonna	NOUN	marmonna
son	DET	son
de	ADP	de
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
thé	ADJ	thé
entrai	VERB	entrer
.	PUNCT	.
.	PUNCT	.
bouilli	ADJ	bouilli
de	ADP	de
mon	DET	mon
un	DET	un
fond	NOUN	fond
de	ADP	de
,	PUNCT	,
,	PUNCT	,
lui	PRON	lui
Vous	PRON	vous
Calli	PROPN	Calli
recherche	NOUN	recherche
vous	PRON	vous
dans	ADP	dans
renchérit	VERB	renchérir
à	ADP	à
à	ADP	à
C'	PRON	ce
!	PUNCT	!
est	AUX	être
figurez	VERB	figurer
bas	ADJ	bas
de	ADP	de
coin	NOUN	coin
oublié	VERB	oublier
Calli	PROPN	Calli
faire	VERB	faire
Nescafé	NOUN	nescafé
-	NOUN	-
gomblibent	NOUN	gomblibent
continua	VERB	continuer
J'	PRON	je
-	PUNCT	-
la	DET	le
ou	CCONJ	ou
cuisine	NOUN	cuisine
un	DET	un
d'	ADP	de
un	DET	un
le	DET	le
-	PUNCT	-
sachet	NOUN	sachet
intention	NOUN	intention
d'	ADP	de
il	PRON	il
ce	PRON	ce
Felicia	PROPN	Felicia
a	AUX	avoir
que	SCONJ	que
-	PUNCT	-
tout	ADJ	tout
,	PUNCT	,
et	CCONJ	et
ce	DET	ce
scolaire	ADJ	scolaire
si	SCONJ	si
vient	VERB	venir
,	PUNCT	,
subborder	VERB	subborder
bère	NOUN	bère
lave	ADJ	lav
jours	NOUN	jour
la	PRON	le
encore	ADV	encore
Bon	ADJ	bon
basser	VERB	basser
,	PUNCT	,
je	PRON	je
!	PUNCT	!
dois	VERB	devoir
duer	VERB	duer
quand	SCONJ	quand
va	VERB	aller
,	PUNCT	,
a	AUX	avoir
verra	NOUN	verra
en	ADP	en
bauvais	NOUN	bauvai
bon	ADJ	bon
bobcnt	NOUN	bobcnt
le	PRON	le
vaisselle	NOUN	vaisselle
son	DET	son
quinze	NUM	quinze
récolté	VERB	récolter
beau-frère	NOUN	beau-frère
la	DET	le
un	DET	un
bulletin	NOUN	bulletin
débordé	VERB	déborder
que	PRON	que
baison	NOUN	baison
baintedant	ADJ	baintedant
à	ADP	à
si	SCONJ	si
va	VERB	aller
-je	PRON	je
déclaré	VERB	déclarer
,	PUNCT	,
lui	PRON	lui
Charlie	PROPN	Charlie
ai	AUX	avoir
d'	ADP	de
bise	NOUN	bise
?	PUNCT	?
-	PUNCT	-
fois	NOUN	fois
allait	VERB	aller
avec	ADP	avec
-je	NOUN	-je
Je	PRON	je
la	DET	le
tâchant	VERB	tâcher
que	SCONJ	que
!	PUNCT	!
que	SCONJ	que
cube	NOUN	cube
rendre	VERB	rendre
bage	NOUN	bage
cinglée	VERB	cingler
de	ADP	de
décider	VERB	décider
,	PUNCT	,
était	AUX	être
pas	ADV	pas
vieux	ADJ	vieux
la	DET	le
Oui	PROPN	Oui
la	DET	le
en	ADP	en
un	DET	un
ai	AUX	avoir
acquiesçai	PRON	acquiesçai
je	PRON	je
raison	NOUN	raison
derdière	NOUN	derdière
.	PUNCT	.
,	PUNCT	,
Baggie	NOUN	baggie
c'	PRON	ce
be	PRON	be
D'	ADP	de
Ovomaltine	NOUN	ovomaltine
changeais	VERB	changer
avalai	VERB	avaler
rendre	VERB	rendre
à	ADP	à
le	DET	le
secoua	VERB	secouer
,	PUNCT	,
me	PRON	me
fris	VERB	frire
Pas	ADV	pas
attendis	VERB	attendre
le	DET	le
nez	NOUN	nez
de	ADP	de
.	PUNCT	.
.	PUNCT	.
tête	NOUN	tête
frémisse	NOUN	frémisse
page	NOUN	page
vigueur	NOUN	vigueur
breuvage	NOUN	breuvage
eau	NOUN	eau
mise	NOUN	mise
.	PUNCT	.
ou	CCONJ	ou
l'	DET	le
non	ADV	non
.	PUNCT	.
J'	PRON	je
avec	ADP	avec
sur	ADP	sur
Calli	PROPN	Calli
gorgée	ADJ	gorger
J'	PRON	je
et	CCONJ	et
la	DET	le
que	SCONJ	que
une	DET	un
portai	NOUN	portai
la	DET	le
en	ADP	en
.	PUNCT	.
table	NOUN	table
l'	DET	le
Elle	PRON	lui
fronça	VERB	froncer
douteux	ADJ	douteux
malade	ADJ	malade
of	PRON	of
mauvais	VERB	mauver
et	CCONJ	et
La	DET	le
-	NOUN	-
tasse	NOUN	tasse
et	CCONJ	et
étroit	NOUN	étroit
se	PRON	se
Au	ADP	au
Ma	DET	mon
faisait	VERB	faire
le	DET	le
je	PRON	je
grimpai	ADJ	grimpai
voix	NOUN	voix
l'	DET	le
têtes	NOUN	tête
qui	PRON	qui
Wagner	PROPN	Wagner
impérative	ADJ	impératif
le	DET	le
,	PUNCT	,
;	PUNCT	;
douce	VERB	douce
premier	ADJ	premier
de	ADP	de
craqua	ADJ	craqua
nos	DET	notre
moisi	NOUN	moisi
.	PUNCT	.
sentait	VERB	sentir
palier	NOUN	palier
à	ADP	à
du	ADP	de
,	PUNCT	,
l'	DET	le
,	PUNCT	,
plancher	VERB	plancher
pièce	NOUN	pièce
tut	ADJ	tut
escalier	ADJ	escalier
mais	CCONJ	mais
la	DET	le
une	DET	un
appela	VERB	appeler
main	NOUN	main
,	PUNCT	,
du	ADP	de
dessus	NOUN	dessus
.	PUNCT	.
tout	ADJ	tout
m'	PRON	me
de	ADP	de
et	CCONJ	et
magazines	NOUN	magazine
de	ADP	de
bureau	NOUN	bureau
murales	NOUN	murale
étage	NOUN	étage
de	ADP	de
lettres	NOUN	lettre
de	ADP	de
fenêtres	NOUN	fenêtre
trônait	VERB	trôner
croulant	VERB	crouler
des	ADP	de
livres	NOUN	livre
chêne	NOUN	chêne
cartes	NOUN	carte
piles	NOUN	pile
jonchaient	ADV	jonchaient
classeurs	NOUN	classeur
de	ADP	de
sous	ADP	sous
des	DET	un
bourrée	VERB	bourrer
,	PUNCT	,
de	ADP	de
des	DET	un
coupures	NOUN	coupure
que	SCONJ	que
de	ADP	de
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
un	DET	un
fauteuils	NOUN	fauteuil
disques	ADJ	disque
presse	NOUN	presse
,	PUNCT	,
de	ADP	de
des	DET	un
Poussé	VERB	pousser
dépareillés	VERB	dépareiller
journaux	NOUN	journal
contre	ADP	contre
les	DET	le
et	CCONJ	et
était	AUX	être
et	CCONJ	et
et	CCONJ	et
de	ADP	de
?	PUNCT	?
pleins	ADJ	plein
d'	ADP	de
le	DET	le
-	PUNCT	-
renversé	VERB	renverser
blocs	NOUN	bloc
contemplation	NOUN	contemplation
sans	ADP	sans
j'	PRON	je
large	NOUN	large
ramure	ADJ	ramur
du	ADP	de
retourner	VERB	retourner
.	PUNCT	.
la	DET	le
,	PUNCT	,
était	AUX	être
hurle	NOUN	hurle
fauteuil	NOUN	fauteuil
Greenfield	PROPN	Greenfield
monde	NOUN	monde
-il	PRON	il
gribouillis	NOUN	gribouillis
,	PUNCT	,
indéchiffrables	ADJ	indéchiffrable
-t	PART	-t
-elle	PRON	lui
Grecque	NOUN	grecque
le	DET	le
un	DET	un
enquit	VERB	enquérir
Quand	SCONJ	quand
.	PUNCT	.
plus	ADV	plus
arrivai	VERB	arriver
s'	PRON	se
dans	ADP	dans
Pourquoi	ADV	pourquoi
,	PUNCT	,
érable	NOUN	érable
bruyant	ADJ	bruyant
dans	ADP	dans
à	ADP	à
la	DET	le
pivotant	VERB	pivoter
de	ADP	de
la	DET	le
se	PRON	se
absorbé	VERB	absorber
considéra	VERB	considérer
-	PUNCT	-
.	PUNCT	.
me	PRON	me
force	NOUN	force
-	PUNCT	-
.	PUNCT	.
microbes	NOUN	microbe
grandes	ADJ	grand
que	SCONJ	que
manœuvre	ADP	manœuvre
accompagnée	VERB	accompagner
,	PUNCT	,
à	ADP	à
Vous	PRON	vous
et	CCONJ	et
.	PUNCT	.
cesse	VERB	cesse
,	PUNCT	,
plairait	VERB	plaire
hurler	NOUN	hurler
qu'	SCONJ	que
ses	DET	son
rien	PRON	rien
aime	ADJ	aim
.	PUNCT	.
et	CCONJ	et
me	PRON	me
gémissements	NOUN	gémissement
poursuivit	NOUN	poursuivit
Il	PRON	il
derrière	ADP	derrière
savez	VERB	savoir
de	ADP	de
-il	PRON	il
Calli	PROPN	Calli
de	ADP	de
Il	PRON	il
grincements	ADJ	grincement
elle	PRON	lui
pivota	VERB	pivoter
pensivement	ADV	pensivement
répandre	VERB	répandre
lentement	ADV	lentement
,	PUNCT	,
,	PUNCT	,
Pour	ADP	pour
ses	DET	son
lunettes	NOUN	lunette
de	ADP	de
traversait	VERB	traverser
d'	ADP	de
le	DET	le
voûtées	VERB	voûter
et	CCONJ	et
aux	ADP	à
monture	NOUN	monture
avait	VERB	avoir
un	DET	un
homme	NOUN	homme
étaient	AUX	être
extrêmement	ADV	extrêmement
-	PUNCT	-
marchant	VERB	marcher
était	AUX	être
déclarations	NOUN	déclaration
,	PUNCT	,
des	ADP	de
réfléchies	VERB	réfléchir
,	PUNCT	,
taille	NOUN	taille
comme	ADP	comme
tel	ADJ	tel
.	PUNCT	.
haute	NOUN	haute
C'	PRON	ce
;	PUNCT	;
il	PRON	il
infiniment	ADV	infiniment
l'	DET	le
faciès	NOUN	faciès
existence	NOUN	existence
un	DET	un
mesurés	VERB	mesurer
expression	NOUN	expression
de	ADP	de
l'	DET	le
épaules	NOUN	épaule
ses	DET	son
celle	PRON	celui
!	PUNCT	!
mélancolique	ADJ	mélancolique
dont	PRON	dont
Ses	DET	son
mouvements	NOUN	mouvement
à	ADP	à
écaille	NOUN	écaille
il	PRON	il
funambule	NOUN	funambule
bassets	NOUN	basset
gravement	ADV	gravement
filet	NOUN	filet
son	DET	son
cette	DET	ce
.	PUNCT	.
résignation	NOUN	résignation
sans	ADP	sans
,	PUNCT	,
le	DET	le
Sa	DET	son
peut	VERB	pouvoir
plus	ADV	plus
,	PUNCT	,
d'	ADP	de
ravin	NOUN	ravin
Asseyez	PROPN	Asseyez
de	ADP	de
je	PRON	je
,	PUNCT	,
inexplicable	ADJ	inexplicable
toute	ADJ	tout
ainsi	ADV	ainsi
déblayai	VERB	déblayer
d'	ADP	de
était	AUX	être
un	DET	un
fit	VERB	faire
-il	PRON	il
-vous	PRON	vous
du	ADP	de
affabilité	NOUN	affabilité
Je	PRON	je
.	PUNCT	.
trompeuse	ADJ	trompeur
sort	NOUN	sort
mine	NOUN	mine
.	PUNCT	.
devant	ADP	devant
-	PUNCT	-
que	SCONJ	que
était	AUX	être
mais	CCONJ	mais
ai	AUX	avoir
on	PRON	on
ne	ADV	ne
infamie	NOUN	infamie
au-dessus	ADV	au-dessus
dit	VERB	dire
bras	NOUN	bras
l'	PRON	l'
.	PUNCT	.
fauteuil	NOUN	fauteuil
Tiens	PROPN	Tiens
Il	PRON	il
-	PUNCT	-
?	PUNCT	?
un	DET	un
...	PUNCT	...
une	DET	un
.	PUNCT	.
belles	NOUN	beau
bottes	ADJ	botte
lui	VERB	luire
manies	NOUN	manie
une	DET	un
-en	PRON	-en
-vous	NOUN	-vou
)	PUNCT	)
fait	NOUN	fait
repoussa	VERB	repousser
buvez	VERB	boire
présentais	VERB	présenter
là	ADV	là
y	PRON	y
Que	PRON	que
perchai	VERB	percher
,	PUNCT	,
Charlie	PROPN	Charlie
au	ADP	au
tasse	NOUN	tasse
,	PUNCT	,
était	AUX	être
fesse	NOUN	fesse
.	PUNCT	.
que	SCONJ	que
-	PUNCT	-
C'	PRON	ce
(	PUNCT	(
Venez	PROPN	Venez
.	PUNCT	.
vous	PRON	vous
je	PRON	je
horreur	NOUN	horreur
avez	VERB	avoir
de	DET	de
la	DET	le
et	CCONJ	et
!	PUNCT	!
des	ADP	de
Quelle	ADJ	quell
opus	NOUN	opus
moins	ADV	moins
par	ADP	par
l'	DET	le
pût	VERB	pouvoir
précise	VERB	précise
les	DET	le
rapprocher	VERB	rapprocher
?	PUNCT	?
il	PRON	il
détournées	VERB	détourner
qu'	PRON	qu'
le	DET	le
L'	DET	le
:	PUNCT	:
.	PUNCT	.
bien	ADV	bien
possible	ADJ	possible
Connaissez	PROPN	Connaissez
