mendiant	NOUN	mendiant
et	CCONJ	et
soleil	NOUN	soleil
clouée	VERB	clouer
,	PUNCT	,
elle	PRON	lui
temps	NOUN	temps
Barmaki	PROPN	Barmaki
,	PUNCT	,
Ahmed	NOUN	ahmed
sur	ADP	sur
ancien	ADJ	ancien
mourir	VERB	mourir
oiseaux	NOUN	oiseau
les	DET	le
pont	NOUN	pont
déjà	ADV	déjà
avait	AUX	avoir
.	PUNCT	.
de	ADP	de
été	AUX	être
réduite	VERB	réduire
un	DET	un
couchant	VERB	coucher
Djafar	PROPN	Djafar
et	CCONJ	et
tête	NOUN	tête
en	ADP	en
du	ADP	de
homme	NOUN	homme
Ahmed	NOUN	ahmed
et	CCONJ	et
orgueil	NOUN	orgueil
fil	NOUN	fil
cet	DET	ce
puisqu'	SCONJ	puisque
cette	DET	ce
passionnément	ADV	passionnément
aimé	NOUN	aimé
il	PRON	il
fallait	VERB	falloir
raison	NOUN	raison
,	PUNCT	,
cet	DET	ce
devant	ADP	devant
l'	PRON	l'
se	PRON	se
de	ADP	de
était	AUX	être
silencieux	ADJ	silencieux
avaient	AUX	avoir
et	CCONJ	et
eu	VERB	avoir
avait	AUX	avoir
salué	VERB	saluer
il	PRON	il
.	PUNCT	.
qu'	PRON	qu'
,	PUNCT	,
de	ADP	de
,	PUNCT	,
Souvent	ADV	souvent
beauté	NOUN	beauté
lui-même	PRON	lui-même
.	PUNCT	.
souvent	ADV	souvent
passé	VERB	passer
il	PRON	il
,	PUNCT	,
dépouille	NOUN	dépouille
avait	AUX	avoir
si	SCONJ	si
souvenait	VERB	souvenir
temps	NOUN	temps
de	ADP	de
il	PRON	il
la	DET	le
sous	ADP	sous
taire	VERB	taire
mortes	ADJ	mort
-	PUNCT	-
,	PUNCT	,
,	PUNCT	,
se	PRON	se
,	PUNCT	,
mortes	ADJ	mort
les	DET	le
sa	DET	son
salive	NOUN	salive
Djafar	PROPN	Djafar
mains	NOUN	main
yeux	NOUN	oeil
sa	DET	son
absent	AUX	absent
,	PUNCT	,
brune	ADJ	brun
Mutawakkil	PROPN	Mutawakkil
calife	NOUN	calife
était	AUX	être
,	PUNCT	,
puisque	SCONJ	puisque
du	ADP	de
les	DET	le
si	SCONJ	si
douce	VERB	douce
peau	NOUN	peau
étaient	AUX	être
ses	DET	son
doigts	NOUN	doigt
et	CCONJ	et
tiède	VERB	tiède
partout	ADV	partout
oreilles	NOUN	oreille
les	DET	le
Al	NOUN	al
morte	VERB	mourir
mort	NOUN	mort
lèvres	NOUN	lèvre
.	PUNCT	.
son	DET	son
,	PUNCT	,
tarie	NOUN	tarie
,	PUNCT	,
,	PUNCT	,
regard	NOUN	regard
ses	DET	son
mort	NOUN	mort
ce	DET	ce
frôlaient	VERB	frôler
amant	ADJ	amant
d'	ADP	de
souvenir	VERB	souvenir
un	DET	un
qui	PRON	qui
et	CCONJ	et
l'	PRON	l'
,	PUNCT	,
.	PUNCT	.
Comment	ADV	comment
,	PUNCT	,
pas	ADV	pas
qui	PRON	qui
Comment	ADV	comment
comme	ADP	comme
Ahmed	NOUN	ahmed
cet	DET	ce
est	AUX	être
caressante	ADJ	caressant
lui	PRON	lui
ne	ADV	ne
sa	DET	son
et	CCONJ	et
voix	NOUN	voix
au-delà	ADV	au-delà
,	PUNCT	,
régurgiter	VERB	régurgiter
et	CCONJ	et
,	PUNCT	,
qui	PRON	qui
brûlait	VERB	brûler
se	PRON	se
avec	ADP	avec
rauque	NOUN	rauque
poison	NOUN	poison
vent	NOUN	vent
?	PUNCT	?
,	PUNCT	,
était	AUX	être
Djafar	PROPN	Djafar
son	DET	son
mort	VERB	mourir
aussi	ADV	aussi
,	PUNCT	,
,	PUNCT	,
serviteur	NOUN	serviteur
avait	VERB	avoir
,	PUNCT	,
,	PUNCT	,
tué	ADV	tué
de	ADP	de
haillons	NOUN	haillon
tant	ADV	tant
,	PUNCT	,
même	ADV	même
encore	ADV	encore
de	ADP	de
la	DET	le
de	ADP	de
jours	NOUN	jour
jours	NOUN	jour
,	PUNCT	,
hors	ADP	hors
années	NOUN	année
passé	NOUN	passé
années	NOUN	année
tant	ADV	tant
dans	ADP	dans
son	DET	son
et	CCONJ	et
et	CCONJ	et
juste	ADJ	juste
de	ADP	de
jeté	VERB	jeter
d'	ADP	de
étés	NOUN	été
,	PUNCT	,
,	PUNCT	,
son	DET	son
soifs	NOUN	soif
de	ADP	de
et	CCONJ	et
comptant	VERB	compter
bouche	NOUN	bouche
de	ADP	de
en	ADP	en
d'	ADP	de
les	DET	le
maître	NOUN	maître
les	DET	le
le	PRON	le
.	PUNCT	.
Tant	ADV	tant
Bagdad	PROPN	Bagdad
,	PUNCT	,
séparaient	VERB	séparer
faims	NOUN	faim
qui	PRON	qui
.	PUNCT	.
de	ADP	de
Alors	ADV	alors
,	PUNCT	,
Ahmed	NOUN	ahmed
de	ADP	de
tant	ADV	tant
.	PUNCT	.
la	DET	le
implorantes	ADJ	implorant
allait	VERB	aller
mourir	VERB	mourir
le	DET	le
du	ADP	de
de	ADP	de
mit	VERB	mettre
nom	NOUN	nom
et	CCONJ	et
à	ADP	à
au	ADP	au
Au	ADP	au
Miséricordieux	PROPN	Miséricordieux
,	PUNCT	,
tendues	ADJ	tendre
«	NOUN	«
et	CCONJ	et
vouloir	VERB	vouloir
parler	VERB	parler
passionnément	ADV	passionnément
de	ADP	de
,	PUNCT	,
place	NOUN	place
voix	NOUN	voix
,	PUNCT	,
Dieu	PROPN	Dieu
:	PUNCT	:
La	DET	le
Dieu	PROPN	Dieu
se	PRON	se
»	PUNCT	»
sentant	VERB	sentir
,	PUNCT	,
de	ADP	de
qu'	SCONJ	que
il	PRON	il
nom	NOUN	nom
mains	NOUN	main
silences	NOUN	silence
grand-place	NOUN	grand-place
tant	ADV	tant
marchait	VERB	marcher
des	ADP	de
prestance	NOUN	prestance
été	NOUN	été
et	CCONJ	et
après-midi	NOUN	après-midi
quartier	NOUN	quartier
sa	DET	son
haut	ADJ	haut
animer	VERB	animer
voix	NOUN	voix
,	PUNCT	,
bien	ADV	bien
traversant	VERB	traverser
à	ADP	à
d'	ADP	de
d'	ADP	de
ses	DET	son
,	PUNCT	,
.	PUNCT	.
fin	NOUN	fin
droit	ADJ	droit
parlait	VERB	parler
,	PUNCT	,
cette	DET	ce
commençait	VERB	commencer
lorsqu'	SCONJ	lorsque
il	PRON	il
autrefois	ADJ	autrefoi
se	PRON	se
lui	PRON	lui
et	CCONJ	et
s'	PRON	se
prestance	NOUN	prestance
redressa	VERB	redresser
en	ADP	en
droit	ADJ	droit
d'	ADP	de
voix	NOUN	voix
sur	ADP	sur
revenait	VERB	revenir
,	PUNCT	,
repliées	VERB	replier
et	CCONJ	et
sa	DET	son
Ahmed	NOUN	ahmed
artisans	NOUN	artisan
,	PUNCT	,
en	ADP	en
jambes	NOUN	jambe
en	ADP	en
peuple	NOUN	peuple
il	PRON	il
peine	NOUN	peine
aucun	DET	aucun
contournait	VERB	contourner
le	DET	le
qu'	SCONJ	que
juste	ADV	juste
méprisait	VERB	mépriser
il	PRON	il
ne	ADV	ne
sa	DET	son
ombres	NOUN	ombre
qu'	PRON	qu'
,	PUNCT	,
le	DET	le
C'	PRON	ce
final	ADJ	final
,	PUNCT	,
désormais	ADV	désormais
prostration	NOUN	prostration
,	PUNCT	,
cette	DET	ce
qui	PRON	qui
foule	NOUN	foule
,	PUNCT	,
silence	NOUN	silence
monologue	NOUN	monologue
sa	DET	son
parlerait	VERB	parler
sorte	NOUN	sorte
il	PRON	il
faisait	VERB	faire
misère	NOUN	misère
et	CCONJ	et
quelque	DET	quelque
à	ADP	à
cas	NOUN	cas
.	PUNCT	.
,	PUNCT	,
et	CCONJ	et
à	ADP	à
eux	PRON	lui
dont	PRON	dont
foulant	VERB	fouler
,	PUNCT	,
eux	PRON	lui
des	ADP	de
est	VERB	être
le	DET	le
occuper	VERB	occuper
et	CCONJ	et
gens	NOUN	gens
timbre	NOUN	timbre
Devant	ADP	devant
pour	ADP	pour
murmures	NOUN	murmure
dissous	ADJ	dissoudre
rideau	NOUN	rideau
du	ADP	de
soir	NOUN	soir
plus	ADV	plus
Djafar	PROPN	Djafar
baisser	VERB	baisser
une	DET	un
.	PUNCT	.
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
mort	NOUN	mort
de	ADP	de
restes	NOUN	reste
solitude	NOUN	solitude
la	DET	le
et	CCONJ	et
rejoindrait	VERB	rejoindre
sur	ADP	sur
voix	NOUN	voix
n'	ADV	n'
musique	NOUN	musique
les	DET	le
le	DET	le
,	PUNCT	,
y	PRON	y
de	ADP	de
pont	NOUN	pont
ces	DET	ce
d'	ADP	de
secrets	NOUN	secret
dans	ADP	dans
avait	VERB	avoir
rien	PRON	rien
le	DET	le
vent	NOUN	vent
il	PRON	il
la	DET	le
que	SCONJ	que
de	ADP	de
plus	ADV	plus
violence	NOUN	violence
les	DET	le
de	ADP	de
restait	VERB	rester
de	ADP	de
ne	ADV	ne
et	CCONJ	et
linceul	NOUN	linceul
cris	VERB	cris
de	ADP	de
de	ADP	de
douceur	NOUN	douceur
,	PUNCT	,
jouissance	NOUN	jouissance
la	DET	le
pour	ADP	pour
Il	PRON	il
heures	NOUN	heure
de	ADP	de
que	SCONJ	que
.	PUNCT	.
ces	DET	ce
,	PUNCT	,
frissonner	VERB	frissonner
nuit	NOUN	nuit
dans	ADP	dans
silence	NOUN	silence
,	PUNCT	,
envelopper	VERB	envelopper
jours	NOUN	jour
son	DET	son
haine	NOUN	haine
tiédeur	NOUN	tiédeur
et	CCONJ	et
à	ADP	à
la	DET	le
et	CCONJ	et
lui	PRON	lui
tendresse	NOUN	tendresse
quelques	DET	quelque
maître	NOUN	maître
vivre	VERB	vivre
pour	ADP	pour
une	DET	un
toile	NOUN	toile
quelques	DET	quelque
ferait	VERB	faire
le	DET	le
de	ADP	de
tisseraient	ADV	tisseraient
une	DET	un
murmures	NOUN	murmure
l'	PRON	l'
Djafar	PROPN	Djafar
mort	VERB	mourir
beauté	NOUN	beauté
et	CCONJ	et
Rachid	PROPN	Rachid
oscillait	VERB	osciller
à	ADP	à
-	PUNCT	-
même	ADV	même
l'	PRON	l'
la	DET	le
ambitions	NOUN	ambition
,	PUNCT	,
la	DET	le
,	PUNCT	,
se	PRON	se
.	PUNCT	.
de	ADP	de
avait	AUX	avoir
qui	PRON	qui
amour	NOUN	amour
mesure	NOUN	mesure
,	PUNCT	,
rejoignaient	VERB	rejoindre
en	ADP	en
tous	ADJ	tout
al	NOUN	al
avait	VERB	avoir
silencieuse	ADJ	silencieux
démesurées	VERB	démesurer
était	AUX	être
-	PUNCT	-
la	DET	le
ronde	NOUN	ronde
de	ADP	de
maintenant	ADV	maintenant
aimé	VERB	aimer
tué	VERB	tuer
Rachid	PROPN	Rachid
al	NOUN	al
.	PUNCT	.
Lui	NOUN	lui
Harun	NOUN	harun
d'	ADP	de
-	PUNCT	-
dans	ADP	dans
Harun	PROPN	Harun
courtisait	VERB	courtiser
de	ADP	de
conteur	NOUN	conteur
Une	DET	un
Bagdad	PROPN	Bagdad
disparue	VERB	disparaître
brise	NOUN	brise
,	PUNCT	,
les	DET	le
une	DET	un
un	DET	un
temps	NOUN	temps
arrêtées	VERB	arrêter
,	PUNCT	,
mouvante	NOUN	mouvante
la	DET	le
,	PUNCT	,
qui	PRON	qui
d'	ADP	de
ou	CCONJ	ou
insaisissable	ADJ	insaisissable
devant	ADP	devant
,	PUNCT	,
été	NOUN	été
,	PUNCT	,
,	PUNCT	,
or	NOUN	or
,	PUNCT	,
ville	NOUN	ville
personnes	NOUN	personne
du	ADP	de
maîtres	NOUN	maître
comme	ADP	comme
où	PRON	où
s'	PRON	se
ombre	NOUN	ombre
ses	DET	son
.	PUNCT	.
,	PUNCT	,
Ahmed	PROPN	Ahmed
passé	NOUN	passé
étaient	AUX	être
à	ADP	à
,	PUNCT	,
d'	ADP	de
deux	NUM	deux
l'	DET	le
parler	VERB	parler
Barmakides	NOUN	barmakide
commençait	VERB	commencer
d'	DET	d'
une	DET	un
inutile	ADJ	inutile
et	CCONJ	et
stérile	NOUN	stérile
,	PUNCT	,
comme	ADP	comme
maîtresse	NOUN	maîtresse
arrêtaient	ADV	arrêtaient
caressante	ADJ	caressant
et	CCONJ	et
somnolente	ADJ	somnolent
,	PUNCT	,
,	PUNCT	,
languide	ADJ	languide
.	PUNCT	.
experte	ADJ	expert
son	DET	son
autres	ADJ	autre
donneuse	ADJ	donneur
et	CCONJ	et
abandonnée	VERB	abandonner
s'	PRON	se
amoureuse	ADJ	amoureux
soumise	VERB	soumettre
,	PUNCT	,
,	PUNCT	,
puis	CCONJ	puis
D'	DET	d'
plaisir	NOUN	plaisir
,	PUNCT	,
personnes	NOUN	personne
et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
autres	ADJ	autre
passive	NOUN	passive
désormais	ADV	désormais
de	ADP	de
épaisse	NOUN	épaisse
Bagdad	PROPN	Bagdad
,	PUNCT	,
,	PUNCT	,
lourde	NOUN	lourde
de	ADP	de
sultane	ADJ	sultane
vieille	ADJ	vieux
encore	ADV	encore
calife	NOUN	calife
,	PUNCT	,
de	ADP	de
ou	CCONJ	ou
bruissant	ADJ	bruissant
le	DET	le
un	DET	un
curieuses	NOUN	curieux
triomphe	NOUN	triomphe
génération	NOUN	génération
de	ADP	de
le	DET	le
recueillir	VERB	recueillir
l'	DET	le
l'	DET	le
du	ADP	de
de	ADP	de
tout	ADJ	tout
Ahmed	NOUN	ahmed
et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
existence	NOUN	existence
une	DET	un
conteur	NOUN	conteur
passé	NOUN	passé
venu	VERB	venir
de	ADP	de
mots	NOUN	mot
mots	NOUN	mot
sur	ADP	sur
de	ADP	de
d'	ADP	de
fond	NOUN	fond
et	CCONJ	et
lui-même	PRON	lui-même
leur	DET	leur
répétés	VERB	répéter
cercle	NOUN	cercle
bercer	NOUN	bercer
d'	ADP	de
mort	NOUN	mort
comme	ADP	comme
couronne	VERB	couronne
qui	PRON	qui
allait	VERB	aller
fermé	VERB	fermer
ce	DET	ce
de	ADP	de
à	ADP	à
,	PUNCT	,
lait	NOUN	lait
pour	ADP	pour
calife	NOUN	calife
de	ADP	de
mon	DET	mon
au	ADP	au
autre	PRON	autre
votre	DET	votre
ensemble	ADJ	ensembl
vécu	VERB	vivre
le	DET	le
frère	NOUN	frère
»	PUNCT	»
palais	NOUN	palais
J'	PRON	je
,	PUNCT	,
,	PUNCT	,
d'	ADP	de
sucé	PRON	sucé
vos	DET	votre
Ahmed	PROPN	Ahmed
Premier	ADJ	premier
grandissaient	VERB	grandir
.	PUNCT	.
dit	VERB	dire
«	NOUN	«
le	DET	le
même	ADJ	même
avaient	AUX	avoir
les	DET	le
,	PUNCT	,
ils	PRON	il
ai	AUX	avoir
de	ADP	de
Barmakides	NOUN	barmakide
,	PUNCT	,
,	PUNCT	,
temps	NOUN	temps
maître	NOUN	maître
soir	NOUN	soir
et	CCONJ	et
...	PUNCT	...
Harun	PROPN	Harun
Fadl	PROPN	Fadl
,	PUNCT	,
maîtres	NOUN	maître
toujours	ADV	toujours
,	PUNCT	,
au	ADP	au
Ahmed	NOUN	ahmed
Barmaki	PROPN	Barmaki
Al	PROPN	Al
comme	ADP	comme
de	ADP	de
.	PUNCT	.
Souvenez	VERB	souvenir
d'	ADP	de
,	PUNCT	,
déjà	ADV	déjà
déjà	ADV	déjà
d'	ADP	de
un	DET	un
dignité	NOUN	dignité
maître	NOUN	maître
et	CCONJ	et
-vous	PRON	vous
.	PUNCT	.
de	ADP	de
sultans	NOUN	sultan
cette	DET	ce
Barmakides	PROPN	Barmakides
du	ADP	de
était	AUX	être
Mahdi	PROPN	Mahdi
les	DET	le
,	PUNCT	,
Al	PROPN	Al
-	PROPN	-
des	ADP	de
,	PUNCT	,
un	DET	un
Yahya	PROPN	Yahya
grands	ADJ	grand
flacon	NOUN	flacon
exhalez	VERB	exhaler
étaient	AUX	être
,	PUNCT	,
-vous	PRON	vous
Souvenez	VERB	souvenir
fond	NOUN	fond
parfum	NOUN	parfum
leur	DET	leur
mémoires	NOUN	mémoire
du	ADP	de
col	NOUN	col
famille	NOUN	famille
-	PUNCT	-
étroites	ADJ	étroit
le	DET	le
vos	DET	votre
comme	ADP	comme
Il	PRON	il
et	CCONJ	et
ses	DET	son
dans	ADP	dans
sagesse	NOUN	sagesse
.	PUNCT	.
,	PUNCT	,
deux	NUM	deux
tout	ADV	tout
il	PRON	il
les	PRON	le
avec	ADP	avec
,	PUNCT	,
il	PRON	il
rêve	NOUN	rêve
la	DET	le
,	PUNCT	,
tous	ADJ	tout
cheveux	ADJ	cheveux
par	ADP	par
tendresse	NOUN	tendresse
à	ADP	à
tout	ADV	tout
vieux	ADJ	vieux
,	PUNCT	,
les	DET	le
deux	PRON	deux
rois	ADJ	roi
,	PUNCT	,
son	DET	son
faucon	NOUN	faucon
devinait	VERB	deviner
voyait	VERB	voir
il	PRON	il
,	PUNCT	,
un	DET	un
avant	ADP	avant
son	DET	son
Harùn	PROPN	Harùn
propre	ADJ	propre
considérait	VERB	considérer
jeune	ADJ	jeune
fils	NOUN	fils
,	PUNCT	,
blancs	ADV	blancs
savait	VERB	savoir
prince	NOUN	prince
têtes	NOUN	tête
le	DET	le
fortune	NOUN	fortune
de	ADP	de
pour	ADP	pour
son	DET	son
étaient	AUX	être
comme	ADP	comme
et	CCONJ	et
et	CCONJ	et
.	PUNCT	.
royaume	NOUN	royaume
entre	ADP	entre
leurs	DET	leur
laisser	VERB	laisser
regarda	VERB	regarder
construisait	VERB	construire
déposées	VERB	déposer
fils	NOUN	fils
passion	NOUN	passion
noblesse	NOUN	noblesse
pupille	NOUN	pupille
ses	DET	son
que	SCONJ	que
gloire	NOUN	gloire
mains	NOUN	main
A	ADP	à
leur	PRON	leur
,	PUNCT	,
la	DET	le
la	DET	le
il	PRON	il
la	DET	le
la	DET	le
un	DET	un
bras	NOUN	bras
ne	ADV	ne
.	PUNCT	.
et	CCONJ	et
à	ADP	à
déjà	ADV	déjà
sa	DET	son
liberté	NOUN	liberté
désirait	VERB	désirer
l'	DET	le
,	PUNCT	,
car	CCONJ	car
,	PUNCT	,
ses	DET	son
intelligence	NOUN	intelligence
Ahmed	NOUN	ahmed
pour	ADP	pour
ils	PRON	il
de	ADP	de
yeux	NOUN	oeil
ceux	PRON	celui
conte	NOUN	conte
yeux	NOUN	oeil
autour	ADV	autour
les	DET	le
leur	DET	leur
,	PUNCT	,
leur	PRON	leur
dit	VERB	dire
de	ADP	de
.	PUNCT	.
ne	ADV	ne
une	DET	un
les	DET	le
l'	DET	le
de	ADP	de
qui	PRON	qui
dans	ADP	dans
curiosité	NOUN	curiosité
avant	ADP	avant
,	PUNCT	,
voyait	VERB	voir
nul	ADJ	nul
démons	NOUN	démon
qu'	PRON	qu'
histoire	NOUN	histoire
écoutaient	NOUN	écoutaient
des	ADP	de
effrayés	VERB	effrayer
bougeait	VERB	bouger
un	DET	un
la	DET	le
il	PRON	il
écoutent	VERB	écouter
de	ADP	de
,	PUNCT	,
que	SCONJ	que
enfants	NOUN	enfant
lueur	NOUN	lueur
voit	VERB	voir
lorsqu'	SCONJ	lorsque
on	PRON	on
l'	PRON	l'
lui	PRON	lui
dans	ADP	dans
sommeil	NOUN	sommeil
on	PRON	on
des	ADP	de
dormaient	VERB	dormir
le	DET	le
d'	ADP	de
pouvaient	VERB	pouvoir
Un	DET	un
Eux	NOUN	eu
pour	ADP	pour
si	SCONJ	si
-ils	PRON	il
?	PUNCT	?
Et	CCONJ	et
ce	PRON	ce
dans	ADP	dans
n'	ADV	n'
savoir	VERB	savoir
?	PUNCT	?
les	DET	le
la	DET	le
entre	ADP	entre
dormi	ADP	dormi
qu'	PRON	qu'
Djafar	PROPN	Djafar
peut-être	ADV	peut-être
toujours	ADV	toujours
,	PUNCT	,
bouche	NOUN	bouche
et	CCONJ	et
de	ADP	de
pouvait	VERB	pouvoir
calife	NOUN	calife
de	ADP	de
avaient	VERB	avoir
que	SCONJ	que
-il	PRON	il
pas	ADV	pas
yeux	NOUN	oeil
seul	ADJ	seul
-ils	PRON	il
étaient	AUX	être
et	CCONJ	et
deviner	VERB	deviner
de	ADP	de
les	DET	le
princes	NOUN	prince
eux	PRON	lui
déjà	ADV	déjà
Bagdad	PROPN	Bagdad
langoureux	ADJ	langoureux
jours	NOUN	jour
sait	VERB	savoir
plaisir	NOUN	plaisir
,	PUNCT	,
oiseaux	NOUN	oiseau
d'	ADP	de
par	ADP	par
le	DET	le
vérité	NOUN	vérité
,	PUNCT	,
des	ADP	de
de	ADP	de
lumière	NOUN	lumière
,	PUNCT	,
aube	NOUN	aube
bouche	NOUN	bouche
aussi	ADV	aussi
picorés	VERB	picorer
homme	NOUN	homme
,	PUNCT	,
sur	ADP	sur
Djafar	PROPN	Djafar
le	DET	le
été	NOUN	été
de	ADP	de
de	ADP	de
la	DET	le
Dieu	PROPN	Dieu
le	PRON	le
peut-être	ADV	peut-être
pont	NOUN	pont
question	NOUN	question
L'	DET	le
et	CCONJ	et
,	PUNCT	,
de	ADP	de
yeux	NOUN	oeil
.	PUNCT	.
les	DET	le
amour	NOUN	amour
même	ADJ	même
d'	ADP	de
Bagdad	PROPN	Bagdad
la	DET	le
instant	NOUN	instant
et	CCONJ	et
le	DET	le
,	PUNCT	,
même	ADJ	même
l'	DET	le
pour	ADP	pour
jeunes	ADJ	jeune
douce	VERB	douce
oiseau	NOUN	oiseau
épanche	VERB	épanche
avec	ADP	avec
jour	NOUN	jour
est	AUX	être
un	DET	un
Fadl	PROPN	Fadl
,	PUNCT	,
J'	PRON	je
ai	AUX	avoir
pulsation	NOUN	pulsation
nous	PRON	nous
la	DET	le
al	NOUN	al
du	ADP	de
battement	NOUN	battement
Barmaki	PROPN	Barmaki
,	PUNCT	,
infernale	ADJ	infernal
semblable	ADJ	semblable
et	CCONJ	et
douce	VERB	douce
chaleur	NOUN	chaleur
est	AUX	être
;	PUNCT	;
plus	ADV	plus
-	PRON	-
est	AUX	être
dans	ADP	dans
Harun	PROPN	Harun
nuit	NOUN	nuit
grandi	NOUN	grandi
absorbée	VERB	absorber
la	DET	le
qu'	SCONJ	que
s'	PRON	se
Djafar	PROPN	Djafar
au	ADP	au
l'	DET	le
,	PUNCT	,
cœur	PROPN	cœur
envol	NOUN	envol
.	PUNCT	.
puis	CCONJ	puis
et	CCONJ	et
d'	ADP	de
,	PUNCT	,
de	ADP	de
,	PUNCT	,
à	ADP	à
serviteur	NOUN	serviteur
ressemblait	VERB	ressembler
ami	NOUN	ami
amitié	NOUN	amitié
vivions	VERB	vivre
son	DET	son
mains	NOUN	main
en	ADP	en
bien	ADV	bien
plus	ADV	plus
étais	VERB	être
,	PUNCT	,
l'	DET	le
Ensemble	NOUN	ensemble
une	DET	un
de	ADP	de
lisions	VERB	lire
à	ADP	à
par	ADP	par
le	DET	le
à	ADP	à
,	PUNCT	,
autre	PRON	autre
lovés	ADJ	lover
des	ADP	de
poèmes	NOUN	poème
nous	PRON	nous
amour	NOUN	amour
,	PUNCT	,
luttions	VERB	lutter
un	PRON	un
son	DET	son
.	PUNCT	.
l'	DET	le
nous	PRON	nous
qui	PRON	qui
.	PUNCT	.
fils	NOUN	fils
mais	CCONJ	mais
J'	PRON	je
servante	ADJ	servant
j'	PRON	je
étais	VERB	être
l'	DET	le
part	NOUN	part
,	PUNCT	,
nues	ADJ	nu
sa	DET	son
caressantes	NOUN	caressante
à	ADP	à
et	CCONJ	et
fraîche	ADJ	frais
notre	DET	notre
l'	DET	le
galopions	NOUN	galopion
regarder	VERB	regarder
Qui	PRON	qui
autour	ADV	autour
,	PUNCT	,
satinée	VERB	satiner
Adolescents	NOUN	adolescent
ne	ADV	ne
terres	NOUN	terre
,	PUNCT	,
partagions	NOUN	partagion
nous	PRON	nous
nos	DET	notre
au	ADP	au
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
dans	ADP	dans
Bagdad	PROPN	Bagdad
les	DET	le
bouches	NOUN	bouche
,	PUNCT	,
moelleuses	ADJ	moelleux
des	ADP	de
à	ADP	à
mains	NOUN	main
rouges	ADJ	rouge
était	AUX	être
fontaines	NOUN	fontaine
de	ADP	de
nos	DET	notre
eau	NOUN	eau
peau	NOUN	peau
nous	PRON	nous
nous	PRON	nous
.	PUNCT	.
à	ADP	à
trouver	VERB	trouver
beaux	ADJ	beal
bord	NOUN	bord
cheval	NOUN	cheval
nous	PRON	nous
pouvait	VERB	pouvoir
mîmes	VERB	mettre
,	PUNCT	,
s'	PRON	se
nous	PRON	nous
enlaçant	ADV	enlaçant
de	ADP	de
en	PRON	en
pas	ADV	pas
,	PUNCT	,
une	DET	un
d'	ADP	de
Souvenez	PRON	souvenez
-vous	NOUN	-vou
lui	PRON	lui
que	SCONJ	que
Djafar	PROPN	Djafar
quinze	NUM	quinze
lui	PRON	lui
des	ADP	de
.	PUNCT	.
,	PUNCT	,
à	ADP	à
.	PUNCT	.
par	ADP	par
apercevoir	VERB	apercevoir
femme	NOUN	femme
?	PUNCT	?
Un	DET	un
jour	NOUN	jour
ans	NOUN	an
je	PRON	je
ne	ADV	ne
apprîmes	VERB	apprendre
