suffit	NOUN	suffit
samedi	NOUN	samedi
...	PUNCT	...
)	PUNCT	)
doublé	VERB	doubler
(	PUNCT	(
ce	DET	ce
payé	VERB	payer
tant	ADV	tant
...	PUNCT	...
pas	ADV	pas
m'	PRON	me
.	PUNCT	.
se	PRON	se
les	DET	le
l'	DET	le
dessinateur	NOUN	dessinateur
,	PUNCT	,
.	PUNCT	.
Jeudi	NOUN	jeudi
:	PUNCT	:
Oh	CCONJ	oh
aiment	VERB	aimer
mieux	ADV	mieux
2	NUM	2
que	SCONJ	que
Imper	VERB	imper
cartable	ADJ	cartabl
encravaté	ADJ	encravaté
,	PUNCT	,
Se	PRON	se
ils	PRON	il
autres	ADJ	autre
avoir	AUX	avoir
encore	ADV	encore
narrateur	NOUN	narrateur
pourquoi	ADV	pourquoi
FB	NOUN	fb
,	PUNCT	,
Duzigue	PROPN	Duzigue
sentirait	VERB	sentir
un	DET	un
t'	DET	t'
vexé	VERB	vexer
de	ADP	de
matin	NOUN	matin
encore	ADV	encore
es	ADP	es
à	ADP	à
pointé	VERB	pointer
lèche	NOUN	lèche
,	PUNCT	,
te	VERB	te
comme	ADP	comme
Projeteur	NOUN	projeteur
mou	NOUN	mou
ressembler	VERB	ressembler
ça	PRON	cela
.	PUNCT	.
ci	PRON	ci
air	NOUN	air
con	ADJ	con
fondu	VERB	fondre
-	ADV	-
Celui	PROPN	Celui
,	PUNCT	,
tout	DET	tout
caillou	NOUN	caillou
dix	NUM	dix
une	DET	un
chapeau	NOUN	chapeau
sur	ADP	sur
trois	NUM	trois
gens	NOUN	gens
son	DET	son
.	PUNCT	.
ans	NOUN	an
de	ADP	de
encore	ADV	encore
qui	PRON	qui
fatiguerait	VERB	fatiguer
passera	VERB	passer
-	NOUN	-
.	PUNCT	.
lui	PRON	lui
avec	ADP	avec
et	CCONJ	et
,	PUNCT	,
deux	NUM	deux
le	DET	le
?	PUNCT	?
aurait	AUX	avoir
Et	CCONJ	et
Pas	ADV	pas
l'	DET	le
cloche	NOUN	cloche
les	DET	le
bonjour	NOUN	bonjour
Peut	ADV	peut
.	PUNCT	.
plus	ADV	plus
qu'	SCONJ	que
aux	DET	aux
escalier	NOUN	escalier
aux	ADP	à
Notre	DET	notre
être	ADV	être
avec	ADP	avec
doigts	NOUN	doigt
y	PRON	y
traînées	NOUN	traînée
,	PUNCT	,
la	DET	le
,	PUNCT	,
,	PUNCT	,
l'	DET	le
.	PUNCT	.
jusqu'	ADP	jusque
aux	ADP	à
,	PUNCT	,
peu	ADV	peu
cage	NOUN	cage
de	ADP	de
vit	VERB	voir
un	DET	un
mieux	ADV	mieux
épaules	NOUN	épaule
,	PUNCT	,
autre	PRON	autre
de	ADP	de
murs	NOUN	mur
marques	NOUN	marque
en	ADP	en
une	DET	un
carrelage	NOUN	carrelage
croyant	VERB	croire
des	DET	un
bel	NOUN	bel
fesses	NOUN	fesse
jaune	ADJ	jaune
chaque	DET	chaque
dans	ADP	dans
haut	NOUN	haut
bord	NOUN	bord
des	ADP	de
marches	PROPN	marches
on	PRON	on
,	PUNCT	,
isolées	NOUN	isolé
en	ADP	en
avance	NOUN	avance
agrandies	NOUN	agrandie
tête	NOUN	tête
,	PUNCT	,
dix	NUM	dix
et	CCONJ	et
comme	SCONJ	comme
la	DET	le
quinze	NUM	quinze
;	PUNCT	;
La	DET	le
paye	PROPN	paye
matin	NOUN	matin
mois	NOUN	mois
monter	VERB	monter
,	PUNCT	,
lever	VERB	lever
est	AUX	être
me	PRON	me
penser	VERB	penser
à	ADP	à
,	PUNCT	,
le	DET	le
Palier	ADJ	palier
jambe	NOUN	jambe
,	PUNCT	,
falloir	VERB	falloir
une	DET	un
va	VERB	aller
les	DET	le
et	CCONJ	et
Passé	VERB	passer
encore	ADV	encore
encore	ADV	encore
yeux	NOUN	oeil
chaque	DET	chaque
.	PUNCT	.
soutenir	VERB	soutenir
jours	NOUN	jour
matin	NOUN	matin
le	DET	le
:	PUNCT	:
,	PUNCT	,
corps	NOUN	corps
.	PUNCT	.
entre	ADP	entre
.	PUNCT	.
dans	ADP	dans
du	ADP	de
lourd	VERB	lourd
en	PRON	en
intérêt	NOUN	intérêt
profond	ADJ	profond
.	PUNCT	.
sac	NOUN	sac
la	DET	le
,	PUNCT	,
gratter	VERB	gratter
,	PUNCT	,
la	DET	le
le	DET	le
fond	NOUN	fond
plus	ADV	plus
cette	DET	ce
chèques	NOUN	chèque
Pour	ADP	pour
évite	VERB	évite
,	PUNCT	,
que	SCONJ	que
Dessineux	ADJ	dessineux
ça	PRON	cela
mal	ADV	mal
besoin	NOUN	besoin
laisser	VERB	laisser
,	PUNCT	,
les	DET	le
les	DET	le
Duzigue	NOUN	duzigue
ça	PRON	cela
pourtant	ADV	pourtant
l'	DET	le
tant	ADV	tant
à	ADP	à
du	ADP	de
pas	ADV	pas
maison	NOUN	maison
ont	VERB	avoir
tentation	NOUN	tentation
.	PUNCT	.
lotis	ADJ	lotir
avantage	NOUN	avantage
les	DET	le
faut	VERB	falloir
pour	ADP	pour
trouver	VERB	trouver
,	PUNCT	,
de	ADP	de
pas	ADV	pas
de	ADP	de
mais	CCONJ	mais
de	ADP	de
et	CCONJ	et
auras	VERB	avoir
tu	SCONJ	tu
une	DET	un
main	NOUN	main
croûte	NOUN	croûte
t'	DET	t'
chez	ADP	chez
leur	DET	leur
restau	NOUN	restaurant
,	PUNCT	,
après	ADP	après
.	PUNCT	.
qu'	SCONJ	que
plus	ADV	plus
la	DET	le
Tentation	NOUN	tentation
que	SCONJ	que
sais	VERB	savoir
comme	ADP	comme
rasage	NOUN	rasage
reste	NOUN	reste
,	PUNCT	,
lisse	ADJ	lisse
rien	PRON	rien
le	DET	le
fond	NOUN	fond
légitime	ADJ	légitime
marque	NOUN	marque
été	AUX	être
de	ADP	de
à	ADP	à
avec	ADP	avec
de	ADP	de
gueule	NOUN	gueule
gnôle	NOUN	gnôle
,	PUNCT	,
bouteille	NOUN	bouteille
.	PUNCT	.
tout	ADV	tout
l'	DET	le
Parce	SCONJ	parce
seul	ADJ	seul
au	ADP	au
la	DET	le
que	SCONJ	que
que	SCONJ	que
toi	NOUN	toi
...	PUNCT	...
en	PRON	en
parce	SCONJ	parce
Bonjour	NOUN	bonjour
l'	DET	le
paluches	NOUN	paluche
,	PUNCT	,
Ou	CCONJ	ou
...	PUNCT	...
.	PUNCT	.
auras	AUX	avoir
toi	NOUN	toi
aussi	ADV	aussi
mais	CCONJ	mais
de	ADP	de
turbin	NOUN	turbin
et	CCONJ	et
disque	NOUN	disque
aura	AUX	avoir
est	AUX	être
écouteras	NOUN	écoutera
un	DET	un
ça	PRON	cela
foutre	VERB	foutre
après	ADP	après
acheter	VERB	acheter
le	DET	le
-ce	PRON	-ce
t'	PRON	te
qu'	SCONJ	que
fois	NOUN	fois
ça	PRON	cela
à	ADP	à
t'	PRON	te
,	PUNCT	,
l'	DET	le
passé	VERB	passer
as	NOUN	as
tu	VERB	taire
paluches	ADJ	paluche
t'	PRON	te
va	VERB	aller
an	NOUN	an
la	DET	le
merci	NOUN	merci
chez	ADP	chez
trois	NUM	trois
qu'	SCONJ	que
soirée	NOUN	soirée
Blouse	ADJ	blous
meublé	VERB	meubler
les	DET	le
de	ADP	de
.	PUNCT	.
plumes	NOUN	plume
:	PUNCT	:
trace	NOUN	trace
fin	NOUN	fin
0,5	NUM	0,5
.	PUNCT	.
,	PUNCT	,
dans	ADP	dans
ma	DET	mon
au	ADP	au
mômes	NOUN	môme
peu	ADV	peu
papier	NOUN	papier
la	DET	le
stylo	VERB	stylo
hier	ADV	hier
essuyées	VERB	essuyer
manches	NOUN	manche
revers	NOUN	revers
vacances	NOUN	vacance
:	PUNCT	:
aux	DET	aux
un	DET	un
,	PUNCT	,
sur	ADP	sur
d'	ADP	de
Mon	DET	mon
Quoi	NOUN	quoi
de	ADP	de
crade	NOUN	crade
poche	NOUN	poche
crayon	NOUN	crayon
avec	ADP	avec
colonies	NOUN	colonie
des	ADP	de
leur	DET	leur
,	PUNCT	,
d'	ADP	de
emmanché	NOUN	emmanché
mine	NOUN	mine
autre	PRON	autre
,	PUNCT	,
.	PUNCT	.
semaine	NOUN	semaine
pointe	ADJ	point
Leurs	DET	leur
-	ADJ	-
le	DET	le
ils	PRON	il
ans	NOUN	an
Les	DET	le
repris	VERB	reprendre
monde	NOUN	monde
,	PUNCT	,
quatre	NUM	quatre
dernier	ADJ	dernier
heure	NOUN	heure
En	ADP	en
ont	AUX	avoir
colonie	NOUN	colonie
,	PUNCT	,
de	ADP	de
,	PUNCT	,
du	ADP	de
train	ADJ	train
suis	AUX	être
préparer	VERB	préparer
beautés	NOUN	beauté
travail	NOUN	travail
---	PUNCT	---
les	DET	le
aux	ADP	à
habituer	VERB	habituer
à	ADP	à
jamais	ADV	jamais
je	PRON	je
douceur	NOUN	douceur
parti	VERB	partir
jeune	ADJ	jeune
bonne	ADJ	bon
jamais	ADV	jamais
...	PUNCT	...
,	PUNCT	,
plus	ADV	plus
.	PUNCT	.
depuis	ADP	depuis
,	PUNCT	,
,	PUNCT	,
Ici	ADV	ici
.	PUNCT	.
petit	ADJ	petit
...	PUNCT	...
en	ADP	en
veulent	VERB	vouloir
Depuis	ADP	depuis
wagon	NOUN	wagon
spécial	ADJ	spécial
mais	CCONJ	mais
serais	AUX	être
des	DET	un
auriez	VERB	avoir
par	ADP	par
que	SCONJ	que
je	PRON	je
,	PUNCT	,
un	DET	un
,	PUNCT	,
pas	ADV	pas
vécu	VERB	vivre
de	ADP	de
,	PUNCT	,
d'	ADP	de
toi	VERB	toi
parce	SCONJ	parce
votre	DET	votre
as	AUX	avoir
fait	VERB	faire
Ou	CCONJ	ou
copains	NOUN	copain
cru	VERB	croire
la	DET	le
.	PUNCT	.
semaine	NOUN	semaine
passé	VERB	passer
,	PUNCT	,
tu	ADJ	taire
avec	ADP	avec
mecs	NOUN	mec
auras	ADJ	aura
après	ADP	après
ce	PRON	ce
des	DET	un
râpé	NOUN	râpé
tu	PRON	tu
vous	PRON	vous
quoi	PRON	quoi
,	PUNCT	,
qui	PRON	qui
copains	NOUN	copain
en	ADP	en
n'	ADV	n'
ont	AUX	avoir
,	PUNCT	,
arrivé	VERB	arriver
boîte	NOUN	boîte
moment	NOUN	moment
virée	NOUN	virée
est	AUX	être
une	DET	un
.	PUNCT	.
aura	VERB	avoir
te	NOUN	te
ça	PROPN	ça
pour	ADP	pour
seul	ADJ	seul
de	ADP	de
pourrait	VERB	pouvoir
par	ADP	par
hasard	NOUN	hasard
fin	NOUN	fin
au	ADP	au
que	SCONJ	que
à	ADP	à
que	SCONJ	que
chacun	PRON	chacun
,	PUNCT	,
pas	ADV	pas
Et	CCONJ	et
de	ADP	de
encore	ADV	encore
rencontrée	VERB	rencontrer
.	PUNCT	.
,	PUNCT	,
le	DET	le
matin	NOUN	matin
deux	PRON	deux
,	PUNCT	,
Que	ADV	que
triste	ADJ	triste
tout	ADJ	tout
tu	ADP	tu
qu'	SCONJ	que
recommencer	VERB	recommencer
plus	ADV	plus
n'	ADV	n'
réveilles	VERB	réveiller
compte	NOUN	compte
,	PUNCT	,
en	ADP	en
retrouvera	VERB	retrouver
même	ADV	même
si	SCONJ	si
marché	VERB	marcher
fille	NOUN	fille
tout	ADV	tout
l'	DET	le
se	PRON	se
Monique	PROPN	Monique
revoir	NOUN	revoir
,	PUNCT	,
les	DET	le
pile	ADJ	pil
.	PUNCT	.
-	NOUN	-
mois	NOUN	mois
du	ADP	de
que	SCONJ	que
;	PUNCT	;
cinq	NUM	cinq
arrivé	VERB	arriver
,	PUNCT	,
cette	DET	ce
elle	PRON	lui
étrangère	ADJ	étranger
qu'	SCONJ	que
a	AUX	avoir
fois	NOUN	fois
,	PUNCT	,
,	PUNCT	,
dedans	ADJ	dedan
,	PUNCT	,
traînes	NOUN	traîne
de	ADP	de
plaqué	VERB	plaquer
,	PUNCT	,
m'	PRON	me
ça	PRON	cela
comme	ADP	comme
Fin	NOUN	fin
odeur	NOUN	odeur
mois	NOUN	mois
m'	PRON	me
tu	SCONJ	tu
.	PUNCT	.
Pour	ADP	pour
qu'	SCONJ	que
depuis	ADP	depuis
une	DET	un
est	AUX	être
.	PUNCT	.
seule	ADJ	seul
plaque	NOUN	plaque
que	SCONJ	que
obligé	ADJ	obliger
Cinq	NUM	Cinq
compte	NOUN	compte
elle	PRON	lui
l'	DET	le
dedans	ADP	dedans
choses	NOUN	chose
connaître	VERB	connaître
continuaient	VERB	continuer
ne	ADV	ne
et	CCONJ	et
les	DET	le
train	NOUN	train
continuer	VERB	continuer
rigides	VERB	rigider
,	PUNCT	,
dehors	ADP	dehors
d'	ADP	de
à	ADP	à
pour	ADP	pour
,	PUNCT	,
destination	NOUN	destination
ce	DET	ce
le	DET	le
cela	PRON	cela
de	ADP	de
grand	ADJ	grand
spéciale	ADJ	spécial
pour	ADP	pour
comme	ADP	comme
moment	NOUN	moment
de	ADP	de
repousser	VERB	repousser
.	PUNCT	.
mêmes	ADJ	même
,	PUNCT	,
ne	ADV	ne
ne	ADV	ne
Qu'	PRON	qu'
que	ADV	que
addition	NOUN	addition
pas	ADV	pas
que	ADV	que
leur	DET	leur
,	PUNCT	,
en	PRON	en
départ	NOUN	départ
hérissées	NOUN	hérissée
et	CCONJ	et
compte	NOUN	compte
vie	NOUN	vie
,	PUNCT	,
bondé	VERB	bonder
de	ADP	de
,	PUNCT	,
les	DET	le
les	DET	le
accélérant	VERB	accélérer
l'	DET	le
et	CCONJ	et
hommes	NOUN	homme
entre	ADP	entre
.	PUNCT	.
penser	VERB	penser
au	ADP	au
bout	NOUN	bout
prise	NOUN	prise
embauché	NOUN	embauché
ne	ADV	ne
salle	NOUN	salle
,	PUNCT	,
attire	NOUN	attire
tout	ADV	tout
toujours	ADV	toujours
disparus	ADJ	disparu
qui	PRON	qui
fond	NOUN	fond
fermés	VERB	fermer
rails	NOUN	rail
pour	ADP	pour
au	ADP	au
bout	NOUN	bout
,	PUNCT	,
la	DET	le
tables	NOUN	table
au	ADP	au
pas	ADV	pas
de	ADP	de
pente	NOUN	pente
aux	ADP	à
bien	ADV	bien
alourdi	NOUN	alourdi
autre	ADJ	autre
l'	DET	le
.	PUNCT	.
sans	ADP	sans
Marche	NOUN	marche
La	DET	le
tienne	NOUN	tienne
sur	ADP	sur
yeux	NOUN	oeil
,	PUNCT	,
Dernier	ADJ	dernier
.	PUNCT	.
à	ADP	à
pas	ADV	pas
pas	ADV	pas
.	PUNCT	.
de	ADP	de
une	DET	un
,	PUNCT	,
arrivera	VERB	arriver
places	NOUN	place
en	ADP	en
coup	NOUN	coup
du	ADP	de
comme	ADP	comme
pour	ADP	pour
Chaque	DET	chaque
oie	NOUN	oie
d'	ADP	de
,	PUNCT	,
Une	DET	un
Et	CCONJ	et
avance	NOUN	avance
une	DET	un
nos	DET	notre
choix	NOUN	choix
t'	DET	t'
.	PUNCT	.
grande	ADJ	grand
pendule	ADJ	pendul
.	PUNCT	.
t'	DET	t'
trop	ADV	trop
,	PUNCT	,
départ	NOUN	départ
jeu	NOUN	jeu
es	ADP	es
retraite	NOUN	retraite
chaîne	NOUN	chaîne
case	NOUN	case
l'	DET	le
image	NOUN	image
de	ADP	de
sage	NOUN	sage
ne	ADV	ne
fois	NOUN	fois
le	DET	le
si	SCONJ	si
le	DET	le
t'	PRON	te
,	PUNCT	,
il	PRON	il
du	ADP	de
marquer	VERB	marquer
retraite	NOUN	retraite
