bruitage	NOUN	bruitage
le	DET	le
en	ADP	en
visible	ADJ	visible
puis	CCONJ	puis
apparu	VERB	apparaître
scintillements	NOUN	scintillement
le	DET	le
sexe	NOUN	sexe
la	DET	le
la	DET	le
de	ADP	de
femme	NOUN	femme
les	DET	le
On	PRON	on
un	DET	un
homme	NOUN	homme
sous	ADP	sous
sur	ADP	sur
été	AUX	être
Pendant	ADP	pendant
l'	DET	le
à	ADP	à
va-et-vient	NOUN	va-et-vient
s'	PRON	se
est	AUX	être
est	AUX	être
vision	NOUN	vision
,	PUNCT	,
ventre	NOUN	ventre
a	AUX	avoir
entre	ADP	entre
la	DET	le
plusieurs	DET	plusieurs
sexes	NOUN	sexe
réapparue	VERB	réapparaître
certainement	ADV	certainement
très	ADV	très
deux	NUM	deux
long	ADJ	long
femme	NOUN	femme
.	PUNCT	.
de	ADP	de
.	PUNCT	.
,	PUNCT	,
habitue	VERB	habitue
le	DET	le
répandu	VERB	répandre
La	DET	le
des	DET	un
s'	PRON	se
montré	VERB	montrer
le	DET	le
,	PUNCT	,
et	CCONJ	et
queue	NOUN	queue
main	NOUN	main
le	DET	le
sperme	NOUN	sperme
angles	NOUN	angle
temps	NOUN	temps
de	ADP	de
cette	DET	ce
la	DET	le
sperme	NOUN	sperme
la	DET	le
cela	PRON	cela
centaines	NOUN	centaine
sexe	NOUN	sexe
,	PUNCT	,
,	PUNCT	,
voir	VERB	voir
on	PRON	on
Des	DET	un
femme	NOUN	femme
et	CCONJ	et
maintenant	ADV	maintenant
pouvait	VERB	pouvoir
bouleversante	VERB	bouleverser
homme	NOUN	homme
siècles	NOUN	siècle
,	PUNCT	,
unissant	VERB	unir
de	ADP	de
des	ADP	de
,	PUNCT	,
qu'	PRON	qu'
fois	NOUN	fois
et	CCONJ	et
est	AUX	être
,	PUNCT	,
le	DET	le
s'	PRON	se
et	CCONJ	et
,	PUNCT	,
ce	PRON	ce
.	PUNCT	.
un	DET	un
c'	PRON	ce
siècles	NOUN	siècle
—	VERB	—
des	DET	un
d'	ADP	de
seulement	ADV	seulement
un	DET	un
est	AUX	être
on	PRON	on
sexe	NOUN	sexe
de	ADP	de
générations	NOUN	génération
première	ADJ	premier
peut	VERB	pouvoir
ne	ADV	ne
qu'	SCONJ	que
,	PUNCT	,
sans	ADP	sans
impression	NOUN	impression
.	PUNCT	.
sexuel	ADJ	sexuel
de	ADP	de
regarder	VERB	regarder
cette	DET	ce
jugement	NOUN	jugement
à	ADP	à
de	ADP	de
l'	DET	le
l'	DET	le
.	PUNCT	.
aussi	ADV	aussi
cette	DET	ce
serrement	NOUN	serrement
tendre	ADJ	tendre
et	CCONJ	et
Il	PRON	il
un	DET	un
écriture	NOUN	écriture
du	ADP	de
mourir	VERB	mourir
qu'	SCONJ	que
devenu	VERB	devenir
cette	DET	ce
stupeur	NOUN	stupeur
angoisse	NOUN	angoisse
a	AUX	avoir
que	SCONJ	que
suspension	NOUN	suspension
facile	ADJ	facile
acte	NOUN	acte
semblé	VERB	sembler
voir	VERB	voir
une	DET	un
mains	NOUN	main
,	PUNCT	,
devrait	VERB	devoir
provoque	VERB	provoque
que	SCONJ	que
cela	PRON	cela
la	DET	le
scène	NOUN	scène
m'	PRON	me
presque	ADV	presque
,	PUNCT	,
moral	ADJ	moral
à	ADP	à
portais	VERB	porter
partir	VERB	partir
qu'	SCONJ	que
rien	PRON	rien
au	ADP	au
ai	VERB	avoir
À	ADP	à
et	CCONJ	et
pressing	NOUN	pressing
année	NOUN	année
.	PUNCT	.
J'	PRON	je
un	DET	un
je	PRON	je
septembre	NOUN	septembre
,	PUNCT	,
n'	ADV	n'
qu'	SCONJ	que
cinéma	NOUN	cinéma
fait	VERB	faire
je	PRON	je
homme	NOUN	homme
au	ADP	au
mois	NOUN	mois
,	PUNCT	,
de	ADP	de
,	PUNCT	,
je	PRON	je
au	ADP	au
autre	PRON	autre
il	PRON	il
vêtements	NOUN	vêtement
l'	DET	le
allais	VERB	aller
qu'	SCONJ	que
dernière	ADJ	dernier
des	DET	un
plus	ADV	plus
supermarché	NOUN	supermarché
:	PUNCT	:
vienne	VERB	venir
attendre	VERB	attendre
me	PRON	me
chez	ADP	chez
moi	PRON	moi
d'	ADP	de
du	ADP	de
téléphone	VERB	téléphone
,	PUNCT	,
il	PRON	il
avais	VERB	avoir
,	PUNCT	,
sauf	ADP	sauf
sans	ADP	sans
C'	PRON	ce
,	PUNCT	,
lisais	VERB	lire
,	PUNCT	,
vivre	VERB	vivre
j'	PRON	je
effort	NOUN	effort
effrayant	ADJ	effrayant
actes	NOUN	acte
ma	DET	mon
copies	NOUN	copie
surtout	ADV	surtout
avant	ADP	avant
m'	PRON	me
parlant	VERB	parler
une	DET	un
comme	ADP	comme
,	PUNCT	,
de	ADP	de
corrigeais	VERB	corriger
exactement	ADV	exactement
des	DET	un
que	SCONJ	que
j'	PRON	je
en	ADP	en
accoutumance	NOUN	accoutumance
au	ADP	au
impression	NOUN	impression
,	PUNCT	,
.	PUNCT	.
de	ADP	de
agissais	VERB	agir
l'	DET	le
mais	CCONJ	mais
est	AUX	être
cela	PRON	cela
prix	NOUN	prix
ces	DET	ce
été	AUX	être
d'	ADP	de
un	DET	un
longue	ADJ	long
je	PRON	je
impossible	ADJ	impossible
sur	ADP	sur
aurait	AUX	avoir
que	PRON	que
.	PUNCT	.
n'	ADV	n'
ma	DET	mon
vague	ADJ	vague
formaient	VERB	former
lancée	NOUN	lancée
Je	PRON	je
,	PUNCT	,
,	PUNCT	,
qu'	SCONJ	que
un	DET	un
ma	DET	mon
gens	NOUN	gens
les	DET	le
mes	DET	mon
se	PRON	se
de	ADP	de
,	PUNCT	,
bouche	NOUN	bouche
même	ADV	même
réflexion	NOUN	réflexion
vus	VERB	voir
mots	NOUN	mot
rire	NOUN	rire
et	CCONJ	et
des	DET	un
films	NOUN	film
activités	NOUN	activité
participation	NOUN	participation
ai	VERB	avoir
ai	AUX	avoir
phrases	NOUN	phrase
souvenir	NOUN	souvenir
réelle	ADJ	réel
le	DET	le
j'	PRON	je
dans	ADP	dans
de	ADP	de
ou	CCONJ	ou
plus	ADV	plus
de	ADP	de
volonté	NOUN	volonté
d'	ADP	de
ailleurs	ADV	ailleurs
sans	ADP	sans
Les	DET	le
.	PUNCT	.
des	DET	un
ma	DET	mon
les	DET	le
j'	PRON	je
doit	VERB	devoir
seules	ADJ	seul
évaluer	VERB	évaluer
.	PUNCT	.
que	PRON	que
qui	PRON	qui
toutes	ADJ	tout
de	ADP	de
(	PUNCT	(
prévoir	VERB	prévoir
volonté	NOUN	volonté
lien	NOUN	lien
L'	DET	le
pour	ADP	pour
factice	VERB	factice
désir	NOUN	désir
le	DET	le
actions	NOUN	action
était	AUX	être
,	PUNCT	,
avaient	VERB	avoir
rencontrés	VERB	rencontrer
conduite	NOUN	conduite
.	PUNCT	.
contre	NOUN	contre
,	PUNCT	,
et	CCONJ	et
j'	PRON	je
être	AUX	être
)	PUNCT	)
ensemble	NOUN	ensemble
,	PUNCT	,
engageais	VERB	engager
ma	DET	mon
conséquences	NOUN	conséquence
Les	DET	le
le	DET	le
mon	DET	mon
l'	DET	le
ma	DET	mon
quelque	DET	quelque
intelligence	NOUN	intelligence
humaine	ADJ	humain
où	PRON	où
ai	AUX	avoir
chose	NOUN	chose
un	DET	un
et	CCONJ	et
je	PRON	je
cet	DET	ce
changer	VERB	changer
il	PRON	il
fleurs	NOUN	fleur
pays	NOUN	pays
avec	ADP	avec
lettres	NOUN	lettre
oublier	VERB	oublier
journal	NOUN	journal
et	CCONJ	et
mettre	VERB	mettre
toilettes	NOUN	toilette
lui	PRON	lui
dans	ADP	dans
la	DET	le
son	DET	son
maquillages	NOUN	maquillage
noter	VERB	noter
était	AUX	être
sur	ADP	sur
et	CCONJ	et
pas	ADV	pas
:	PUNCT	:
articles	NOUN	article
lire	VERB	lire
ce	PRON	ce
que	PRON	que
chambre	NOUN	chambre
)	PUNCT	)
les	DET	le
devais	VERB	devoir
le	DET	le
des	DET	un
choisir	VERB	choisir
les	DET	le
ne	ADV	ne
(	PUNCT	(
dans	ADP	dans
des	ADP	de
draps	VERB	draps
des	DET	un
écrire	ADJ	écrir
du	ADP	de
lit	NOUN	lit
étranger	VERB	étranger
homme	NOUN	homme
des	ADP	de
de	ADP	de
lui	PRON	lui
seuls	ADJ	seul
,	PUNCT	,
quelle	DET	quel
whisky	NOUN	whisky
arrivée	NOUN	arrivée
acheter	VERB	acheter
dire	VERB	dire
dans	ADP	dans
mon	DET	mon
était	AUX	être
amour	NOUN	amour
à	ADP	à
petites	ADJ	petit
avaient	VERB	avoir
,	PUNCT	,
Dans	ADP	dans
intéresser	VERB	intéresser
la	DET	le
conversations	NOUN	conversation
,	PUNCT	,
l'	PRON	l'
nourritures	NOUN	nourriture
perçaient	VERB	percer
prochaine	ADJ	prochain
de	ADP	de
fois	NOUN	fois
,	PUNCT	,
les	DET	le
les	DET	le
fruits	NOUN	fruit
pièce	NOUN	pièce
qui	PRON	qui
qui	PRON	qui
son	DET	son
,	PUNCT	,
susceptible	ADJ	susceptible
sujets	NOUN	sujet
du	ADP	de
.	PUNCT	.
pour	ADP	pour
nous	PRON	nous
diverses	ADJ	divers
ensemble	ADJ	ensembl
ferions	VERB	faire
l'	DET	le
des	DET	un
la	DET	le
imaginer	VERB	imaginer
indifférence	NOUN	indifférence
soirée	NOUN	soirée
pas	ADV	pas
rapport	NOUN	rapport
me	PRON	me
venait	VERB	venir
soudain	ADV	soudain
où	PRON	où
un	DET	un
de	ADP	de
façon	NOUN	façon
fonction	NOUN	fonction
que	SCONJ	que
mon	DET	mon
était	AUX	être
raconter	VERB	raconter
,	PUNCT	,
pour	ADP	pour
d'	ADP	de
La	DET	le
propos	NOUN	propos
,	PUNCT	,
pays	NOUN	pays
allé	VERB	aller
sa	DET	son
cet	DET	ce
le	DET	le
homme	NOUN	homme
n'	ADV	n'
était	AUX	être
ses	DET	son
endroits	NOUN	endroit
parler	VERB	parler
à	ADP	à
sa	DET	son
intérêt	NOUN	intérêt
où	PRON	où
,	PUNCT	,
dû	ADJ	devoir
il	PRON	il
intense	ADJ	intense
.	PUNCT	.
ne	ADV	ne
il	PRON	il
en	ADP	en
soupçonnait	VERB	soupçonner
pas	ADV	pas
les	DET	le
avec	ADP	avec
train	NOUN	train
de	ADP	de
personne	NOUN	personne
Fiorendito	PROPN	Fiorendito
et	CCONJ	et
La	DET	le
,	PUNCT	,
ce	DET	ce
un	DET	un
,	PUNCT	,
à	ADP	à
stimulée	VERB	stimuler
,	PUNCT	,
entré	VERB	entrer
justement	ADV	justement
le	DET	le
mon	DET	mon
sujet	NOUN	sujet
-	NOUN	-
qu'	SCONJ	que
A.	PROPN	A.
,	PUNCT	,
dix	NUM	dix
fait	NOUN	fait
rencontre	NOUN	rencontre
,	PUNCT	,
peu	ADV	peu
au	ADP	au
au	ADP	au
le	DET	le
«	NOUN	«
club	NOUN	club
avant	ADP	avant
Havane	PROPN	Havane
que	SCONJ	que
lui-même	PRON	lui-même
dans	ADP	dans
que	SCONJ	que
mais	CCONJ	mais
»	PUNCT	»
jour	NOUN	jour
night	NOUN	night
,	PUNCT	,
,	PUNCT	,
je	PRON	je
en	ADP	en
était	AUX	être
peut-être	ADV	peut-être
ans	NOUN	an
très	ADV	très
mission	NOUN	mission
par	ADP	par
,	PUNCT	,
A.	PROPN	A.
,	PUNCT	,
homme	NOUN	homme
en	ADP	en
qu'	SCONJ	que
même	ADV	même
attention	NOUN	attention
un	DET	un
sens	NOUN	sens
luxe	NOUN	luxe
Il	PRON	il
me	PRON	me
m'	PRON	me
à	ADP	à
avec	ADP	avec
m'	PRON	me
De	ADP	de
trait	VERB	traire
quelque	DET	quelque
lisant	NOUN	lisant
.	PUNCT	.
arrêtaient	ADV	arrêtaient
un	DET	un
me	PRON	me
détails	NOUN	détail
décrivait	VERB	décrire
chose	NOUN	chose
sur	ADP	sur
apprenaient	VERB	apprendre
les	DET	le
et	CCONJ	et
donnaient	VERB	donner
un	DET	un
semblait	VERB	sembler
phrases	NOUN	phrase
de	ADP	de
et	CCONJ	et
,	PUNCT	,
elles	PRON	lui
avaient	AUX	avoir
une	DET	un
qui	PRON	qui
relations	NOUN	relation
femme	NOUN	femme
.	PUNCT	.
,	PUNCT	,
elle	PRON	lui
entre	ADP	entre
certain	ADJ	certain
aux	ADP	à
livre	NOUN	livre
que	PRON	que
à	ADP	à
que	SCONJ	que
m'	PRON	me
destinde	ADJ	destind
ce	PRON	ce
portait	VERB	porter
redevenait	VERB	redevenir
,	PUNCT	,
aimait	VERB	aimer
puisqu'	SCONJ	puisque
ferme	VERB	ferme
que	SCONJ	que
.	PUNCT	.
ainsi	ADV	ainsi
et	CCONJ	et
en	ADP	en
Le	DET	le
«	NOUN	«
Vie	PROPN	Vie
les	DET	le
,	PUNCT	,
désirais	VERB	désirer
dans	ADP	dans
croire	VERB	croire
reste	NOUN	reste
du	ADP	de
.	PUNCT	.
on	PRON	on
imaginer	VERB	imaginer
ensuite	ADV	ensuite
Ainsi	ADV	ainsi
il	PRON	il
aime	VERB	aime
lire	VERB	lire
,	PUNCT	,
Grossman	PROPN	Grossman
embrassait	VERB	embrasser
yeux	NOUN	oeil
que	SCONJ	que
on	PRON	on
»	DET	»
A.	PROPN	A.
m'	PRON	me
lorsqu'	SCONJ	lorsque
je	PRON	je
me	PRON	me
ce	PRON	ce
embrassant	NOUN	embrassant
possible	ADJ	possible
activité	NOUN	activité
le	DET	le
le	DET	le
.	PUNCT	.
d'	ADP	de
toute	DET	tout
que	SCONJ	que
mes	DET	mon
une	DET	un
fixant	ADJ	fixant
un	DET	un
Je	PRON	je
professionnelles	ADJ	professionnel
moi	PRON	moi
essayais	VERB	essayer
moyen	NOUN	moyen
pas	ADV	pas
sortir	VERB	sortir
temps	NOUN	temps
un	DET	un
n'	ADV	n'
de	ADP	de
été	AUX	être
,	PUNCT	,
pour	ADP	pour
le	DET	le
moins	ADV	moins
de	ADP	de
deux	NUM	deux
prochain	ADJ	prochain
dehors	ADP	dehors
pendant	ADP	pendant
rendez-vous	NOUN	rendez-vous
rencontres	NOUN	rencontre
année	NOUN	année
en	ADP	en
user	VERB	user
J'	PRON	je
avais	VERB	avoir
coup	NOUN	coup
.	PUNCT	.
autre	ADJ	autre
de	ADP	de
téléphone	NOUN	téléphone
entre	ADP	entre
a	AUX	avoir
avenir	NOUN	avenir
obligations	NOUN	obligation
d'	DET	d'
ci	PRON	ci
dont	PRON	dont
le	DET	le
de	ADP	de
d'	ADP	de
un	DET	un
—	VERB	—
ou	CCONJ	ou
un	DET	un
,	PUNCT	,
m'	PRON	me
auraient	AUX	avoir
J'	PRON	je
qui	PRON	qui
horaires	NOUN	horaire
la	DET	le
manquer	VERB	manquer
d'	ADP	de
.	PUNCT	.
lui	PRON	lui
de	ADP	de
évitais	VERB	éviter
d'	ADP	de
avait	VERB	avoir
toujours	ADV	toujours
les	DET	le
Celle	PRON	celui
-	PRON	-
sonnerie	NOUN	sonnerie
mon	DET	mon
sèche	ADJ	sec
ravageait	VERB	ravager
—	VERB	—
empêchée	VERB	empêcher
absence	NOUN	absence
craignant	VERB	craindre
me	PRON	me
appel	NOUN	appel
entendre	VERB	entendre
aussi	ADV	aussi
-	NOUN	-
.	PUNCT	.
l'	DET	le
cheveux	ADJ	cheveux
qui	PRON	qui
pendant	ADP	pendant
il	PRON	il
aspirateur	NOUN	aspirateur
espoir	NOUN	espoir
utiliser	VERB	utiliser
Dès	ADP	dès
durait	VERB	durer
une	DET	un
allô	VERB	allô
la	DET	le
de	ADP	de
ne	ADV	ne
dans	ADP	dans
la	DET	le
saisir	VERB	saisir
prenais	VERB	prendre
en	ADP	en
n'	ADV	n'
de	ADP	de
temps	NOUN	temps
au	ADP	au
et	CCONJ	et
lui	PRON	lui
du	ADP	de
.	PUNCT	.
appareil	NOUN	appareil
était	AUX	être
entendais	VERB	entendre
que	SCONJ	que
l'	DET	le
le	DET	le
fil	NOUN	fil
.	PUNCT	.
bout	NOUN	bout
découvrant	VERB	découvrir
telle	ADJ	tel
j'	PRON	je
de	ADP	de
horreur	NOUN	horreur
que	SCONJ	que
lentement	ADV	lentement
que	SCONJ	que
dire	VERB	dire
personne	NOUN	personne
pas	ADV	pas
déception	NOUN	déception
ce	PRON	ce
je	PRON	je
que	PRON	que
je	PRON	je
En	ADP	en
souvent	ADV	souvent
tombais	VERB	tomber
voix	NOUN	voix
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
normale	ADJ	normal
vite	ADV	vite
,	PUNCT	,
néantisait	VERB	néantiser
A.	PROPN	A.
subitement	NOUN	subitement
qu'	SCONJ	que
,	PUNCT	,
par	ADP	par
l'	DET	le
d'	ADP	de
avait	VERB	avoir
,	PUNCT	,
fond	NOUN	fond
se	PRON	se
folle	ADJ	fou
de	ADP	de
que	SCONJ	que
,	PUNCT	,
avoir	AUX	avoir
démesurée	ADJ	démesuré
attente	NOUN	attente
évidemment	ADV	évidemment
indéfinie	NOUN	indéfinie
cette	DET	ce
voix	NOUN	voix
,	PUNCT	,
avais	VERB	avoir
.	PUNCT	.
importance	NOUN	importance
douloureuse	ADJ	douloureux
insignifiance	NOUN	insignifiance
l'	DET	le
jalouse	VERB	jalouse
l'	DET	le
si	SCONJ	si
au	ADP	au
été	AUX	être
J'	PRON	je
impression	NOUN	impression
de	ADP	de
étais	AUX	être
frappée	VERB	frapper
j'	PRON	je
mon	DET	mon
redevenir	VERB	redevenir
elle	PRON	lui
et	CCONJ	et
dans	ADP	dans
ma	DET	mon
pour	ADP	pour
—	NOUN	—
à	ADP	à
une	DET	un
dans	ADP	dans
prétexte	NOUN	prétexte
,	PUNCT	,
annonçait	VERB	annoncer
donner	VERB	donner
de	DET	de
c'	ADV	c'
pensée	NOUN	pensée
il	PRON	il
femme	NOUN	femme
dans	ADP	dans
à	ADV	à
,	PUNCT	,
une	DET	un
arrivait	VERB	arriver
est	ADV	est
attente	NOUN	attente
.	PUNCT	.
il	PRON	il
S'	SCONJ	s'
j'	PRON	je
entrais	VERB	entrer
-	PUNCT	-
opportunité	VERB	opportuniter
être	AUX	être
autre	ADJ	autre
m'	PRON	me
soupçons	NOUN	soupçon
»	PUNCT	»
qu'	SCONJ	que
une	DET	un
heure	NOUN	heure
sa	DET	son
-	ADV	-
en	ADP	en
,	PUNCT	,
dire	ADV	dire
retard	NOUN	retard
sans	ADP	sans
«	NOUN	«
vie	NOUN	vie
un	DET	un
sans	ADP	sans
-	ADV	-
,	PUNCT	,
sans	ADP	sans
pas	ADV	pas
)	PUNCT	)
sortir	VERB	sortir
pourrais	VERB	pouvoir
,	PUNCT	,
parvenais	VERB	parvenir
.	PUNCT	.
de	ADP	de
une	DET	un
douche	NOUN	douche
fébrile	ADJ	fébrile
ne	ADV	ne
au	ADP	au
verres	NOUN	verre
je	PRON	je
tâches	NOUN	tâche
vernir	VERB	vernir
,	PUNCT	,
si	SCONJ	si
pour	ADP	pour
serpillière	NOUN	serpillière
même	ADV	même
demander	VERB	demander
(	PUNCT	(
mes	DET	mon
ongles	NOUN	ongle
,	PUNCT	,
d'	ADP	de
à	ADP	à
la	DET	le
point	NOUN	point
,	PUNCT	,
une	DET	un
me	PRON	me
passer	VERB	passer
jouir	ADJ	jouir
des	ADP	de
des	DET	un
ordonner	VERB	ordonner
énergie	NOUN	énergie
je	PRON	je
:	PUNCT	:
prendre	VERB	prendre
remplie	VERB	remplir
désir	NOUN	désir
ne	ADV	ne
Je	PRON	je
que	PRON	que
de	ADP	de
plus	ADV	plus
j'	PRON	je
dont	PRON	dont
claquer	VERB	claquer
instant	NOUN	instant
savais	VERB	savoir
où	PRON	où
il	PRON	il
étais	AUX	être
,	PUNCT	,
la	DET	le
saisie	NOUN	saisie
laissait	VERB	laisser
.	PUNCT	.
ses	DET	son
cet	DET	ce
terreur	NOUN	terreur
sur	ADP	sur
l'	DET	le
par	ADP	par
d'	ADP	de
Quand	SCONJ	quand
j'	PRON	je
happée	VERB	happer
attendais	VERB	attendre
le	DET	le
seuil	NOUN	seuil
pas	NOUN	pas
m'	PRON	me
entendrais	VERB	entendre
.	PUNCT	.
J'	PRON	je
portière	NOUN	portière
a	VERB	avoir
seulement	ADV	seulement
béton	NOUN	béton
—	PRON	—
,	PUNCT	,
une	DET	un
la	DET	le
toujours	ADV	toujours
nom	NOUN	nom
voiture	NOUN	voiture
freiner	ADJ	freiner
approche	NOUN	approche
qui	PRON	qui
—	NOUN	—
me	PRON	me
sans	ADP	sans
J'	PRON	je
intervalle	NOUN	intervalle
,	PUNCT	,
venue	NOUN	venue
aller	VERB	aller
et	CCONJ	et
un	DET	un
faire	VERB	faire
avoir	VERB	avoir
quatre	NUM	quatre
où	PRON	où
je	PRON	je
dégoût	NOUN	dégoût
d'	ADP	de
trois	NUM	trois
avant	ADP	avant
appel	NOUN	appel
travail	NOUN	travail
le	PRON	le
,	PUNCT	,
son	DET	son
tout	ADJ	tout
n'	ADV	n'
long	ADJ	long
entre	ADP	entre
,	PUNCT	,
revoir	NOUN	revoir
.	PUNCT	.
de	ADP	de
me	PRON	me
les	DET	le
voulu	VERB	vouloir
ou	CCONJ	ou
devrais	VERB	devoir
représentais	VERB	représenter
jours	NOUN	jour
aurais	AUX	avoir
sa	DET	son
,	PUNCT	,
le	DET	le
repas	NOUN	repas
avec	ADP	avec
je	PRON	je
d'	ADP	de
amis	NOUN	ami
je	PRON	je
plus	ADV	plus
devrais	VERB	devoir
rien	PRON	rien
que	PRON	que
tard	ADV	tard
à	ADP	à
que	SCONJ	que
qu'	SCONJ	que
qu'	SCONJ	que
hantise	NOUN	hantise
autre	ADJ	autre
alors	ADV	alors
eu	VERB	avoir
Et	CCONJ	et
en	ADP	en
voiture	NOUN	voiture
empêchant	VERB	empêcher
pensée	NOUN	pensée
attendre	VERB	attendre
devait	VERB	devoir
une	DET	un
.	PUNCT	.
une	DET	un
il	PRON	il
dans	ADP	dans
notre	DET	notre
ai	AUX	avoir
que	SCONJ	que
vivais	VERB	vivre
l'	PRON	l'
demi-heure	NOUN	demi-heure
plus	ADV	plus
arriver	VERB	arriver
n'	ADV	n'
je	PRON	je
j'	PRON	je
.	PUNCT	.
et	CCONJ	et
importe	VERB	importe
je	PRON	je
,	PUNCT	,
croissante	ADJ	croissant
il	PRON	il
rendez-vous	NOUN	rendez-vous
rentrais	VERB	rentraire
quoi	PRON	quoi
après-midi	NOUN	après-midi
chez	ADP	chez
moi	PRON	moi
survienne	VERB	survenir
faire	VERB	faire
,	PUNCT	,
la	DET	le
Un	DET	un
incapable	ADJ	incapable
que	SCONJ	que
,	PUNCT	,
pas	ADV	pas
s'	SCONJ	s'
ne	ADV	ne
rapide	ADJ	rapide
coiffée	VERB	coiffer
de	ADP	de
.	PUNCT	.
j'	PRON	je
étais	VERB	être
»	PUNCT	»
des	ADP	de
un	DET	un
me	PRON	me
Je	PRON	je
prête	ADJ	prêt
du	ADP	de
si	SCONJ	si
«	NOUN	«
Une	DET	un
ou	CCONJ	ou
pourrais	VERB	pouvoir
:	PUNCT	:
avoir	VERB	avoir
temps	NOUN	temps
,	PUNCT	,
restait	VERB	rester
m'	PRON	me
la	DET	le
lire	VERB	lire
accrochage	NOUN	accrochage
,	PUNCT	,
arrêterais	VERB	arrêter
Aussitôt	ADV	aussitôt
de	ADP	de
sais	VERB	savoir
il	PRON	il
fois	NOUN	fois
maison	NOUN	maison
h	NOUN	heure
maquillée	NOUN	maquillée
rangée	VERB	ranger
,	PUNCT	,
je	PRON	je
je	PRON	je
,	PUNCT	,
corriger	VERB	corriger
,	PUNCT	,
et	CCONJ	et
.	PUNCT	.
celle-ci	PRON	celui-ci
mon	DET	mon
feuille	NOUN	feuille
pas	ADV	pas
copies	NOUN	copie
gâcher	VERB	gâcher
venir	VERB	venir
aussi	ADV	aussi
écrivais	VERB	écrire
sur	ADP	sur
l'	DET	le
avec	ADP	avec
façon	NOUN	façon
date	NOUN	date
voulais	VERB	vouloir
A.	PROPN	A.
l'	DET	le
esprit	NOUN	esprit
ne	ADV	ne
attente	NOUN	attente
va	VERB	aller
une	DET	un
je	PRON	je
certaine	NOUN	certaine
heure	NOUN	heure
,	PUNCT	,
,	PUNCT	,
autre	ADJ	autre
.	PUNCT	.
il	PRON	il
,	PUNCT	,
une	DET	un
chose	NOUN	chose
,	PUNCT	,
«	NOUN	«
détourner	VERB	détourner
la	DET	le
de	ADP	de
Souvent	ADV	souvent
que	SCONJ	que
ne	ADV	ne
,	PUNCT	,
j'	PRON	je
vers	ADP	vers
D'	ADP	de
pas	ADV	pas
»	PROPN	»
:	PUNCT	:
Puis	CCONJ	puis
autres	ADJ	autre
«	NOUN	«
il	PRON	il
désordre	VERB	désordre
,	PUNCT	,
d'	DET	d'
,	PUNCT	,
,	PUNCT	,
qu'	SCONJ	que
,	PUNCT	,
notant	VERB	noter
Le	DET	le
,	PUNCT	,
craintes	NOUN	crainte
détails	NOUN	détail
