jean	PROPN	jean
,	PUNCT	,
temps	NOUN	temps
occupaient	VERB	occuper
lui	PRON	lui
.	PUNCT	.
Quoique	ADJ	quoiqu
si	SCONJ	si
une	DET	un
prenaient	VERB	prendre
et	CCONJ	et
ne	ADV	ne
vacances	NOUN	vacance
châtains	NOUN	châtain
qui	PRON	qui
à	ADP	à
s'	PRON	se
—	NOUN	—
cheveux	ADJ	cheveux
,	PUNCT	,
,	PUNCT	,
affligé	ADJ	affliger
sur	ADP	sur
lesquels	PRON	lequel
y	PRON	y
était	AUX	être
était	AUX	être
promis	VERB	promettre
timidité	NOUN	timidité
Sophie	PROPN	Sophie
capitaliser	VERB	capitaliser
l'	DET	le
désespérante	NOUN	désespérante
avait	VERB	avoir
maintenant	ADV	maintenant
,	PUNCT	,
une	DET	un
il	PRON	il
pendant	ADP	pendant
les	DET	le
de	ADP	de
sexe	NOUN	sexe
lui	PRON	lui
mais	CCONJ	mais
aussi	ADV	aussi
il	PRON	il
.	PUNCT	.
d'	ADP	de
,	PUNCT	,
réservée	VERB	réserver
était	AUX	être
bien	ADV	bien
adressait	VERB	adresser
Il	PRON	il
au	ADP	au
des	DET	un
sourires	NOUN	sourire
autre	ADJ	autre
bouclés	VERB	boucler
lycée	NOUN	lycée
c'	PRON	ce
,	PUNCT	,
le	DET	le
:	PUNCT	:
une	DET	un
en	PRON	en
soupir	ADJ	soupir
,	PUNCT	,
fichu	ADJ	fichu
voir	VERB	voir
choses	NOUN	chose
déjà	ADV	déjà
poussa	VERB	pousser
un	DET	un
couper	VERB	couper
il	PRON	il
elle	PRON	lui
puis	CCONJ	puis
autres	ADJ	autre
en	ADP	en
força	VERB	forcer
aurait	AUX	avoir
des	ADP	de
.	PUNCT	.
des	ADP	de
retour	NOUN	retour
un	DET	un
,	PUNCT	,
à	ADP	à
considérer	VERB	considérer
se	PRON	se
sa	DET	son
foule	ADJ	foul
côté	NOUN	côté
sortirait	VERB	sortir
long	ADJ	long
main	NOUN	main
avec	ADP	avec
bon	ADJ	bon
il	PRON	il
,	PUNCT	,
Tout	ADV	tout
cosmopolite	NOUN	cosmopolite
à	ADP	à
sans	ADP	sans
,	PUNCT	,
il	PRON	il
mis	VERB	mettre
au	ADP	au
la	PRON	le
:	PUNCT	:
fendant	VERB	fendre
une	DET	un
bel	VERB	bel
.	PUNCT	.
avait	VERB	avoir
harceler	VERB	harceler
il	PRON	il
allait	VERB	aller
bac	NOUN	bac
le	PRON	le
ces	DET	ce
peut-être	ADV	peut-être
de	ADP	de
.	PUNCT	.
jusqu'	ADP	jusque
,	PUNCT	,
Il	PRON	il
puisqu'	SCONJ	puisque
,	PUNCT	,
le	DET	le
rien	PRON	rien
,	PUNCT	,
En	ADP	en
qui	PRON	qui
bien	ADV	bien
jours	NOUN	jour
travailler	VERB	travailler
boulevard	NOUN	boulevard
pour	ADP	pour
quitta	VERB	quitter
mieux	ADV	mieux
Ensuite	ADV	ensuite
transversale	ADJ	transversal
durant	ADP	durant
le	PRON	le
à	ADP	à
quinze	NUM	quinze
rue	NOUN	rue
n'	ADV	n'
.	PUNCT	.
conséquence	NOUN	conséquence
,	PUNCT	,
faire	VERB	faire
aurait	VERB	avoir
on	PRON	on
arrêterait	VERB	arrêter
de	ADP	de
et	CCONJ	et
son	DET	son
conduisit	VERB	conduire
il	PRON	il
.	PUNCT	.
l'	DET	le
petit	ADJ	petit
vacances	NOUN	vacance
ne	ADV	ne
à	ADP	à
à	ADP	à
un	DET	un
,	PUNCT	,
«	NOUN	«
préféré	ADJ	préférer
,	PUNCT	,
de	ADP	de
était	AUX	être
élevait	VERB	élever
que	ADV	que
Résigné	PROPN	Résigné
en	ADP	en
vieux	ADJ	vieux
studieuses	ADJ	studieux
.	PUNCT	.
s'	PRON	se
-là	PRON	-là
où	PRON	où
»	PUNCT	»
s'	PRON	se
films	NOUN	film
fantastiques	NOUN	fantastique
de	DET	de
il	PRON	il
plaisir	NOUN	plaisir
semaine	NOUN	semaine
le	DET	le
lequel	PRON	lequel
avait	AUX	avoir
Gothic	NOUN	gothic
Cette	DET	ce
des	DET	un
diffusait	VERB	diffuser
accorder	VERB	accorder
dans	ADP	dans
décidé	VERB	décider
premier	ADJ	premier
son	DET	son
cinéma	NOUN	cinéma
,	PUNCT	,
impasse	NOUN	impasse
jour	NOUN	jour
c'	PRON	ce
ce	DET	ce
de	ADP	de
et	CCONJ	et
lui	PRON	lui
rares	ADJ	rare
il	PRON	il
une	DET	un
Frankenstein	PROPN	Frankenstein
il	PRON	il
«	NOUN	«
,	PUNCT	,
cœur	NOUN	cœur
,	PUNCT	,
avait	AUX	avoir
»	PUNCT	»
l'	DET	le
était	AUX	être
,	PUNCT	,
vues	VERB	voir
sur	ADP	sur
productions	NOUN	production
Fisher	PROPN	Fisher
pas	ADV	pas
Le	DET	le
monstre	NOUN	monstre
Terence	NOUN	terence
de	ADP	de
son	DET	son
genre	NOUN	genre
documenté	VERB	documenter
que	SCONJ	que
semblait	VERB	sembler
.	PUNCT	.
enfer	NOUN	enfer
tant	ADV	tant
Yann	PROPN	Yann
de	ADP	de
prédilection	NOUN	prédilection
des	ADP	de
s'	PRON	se
encore	ADV	encore
la	PRON	le
n'	ADV	n'
même	ADV	même
connaître	VERB	connaître
par	ADP	par
Hammer	PROPN	Hammer
le	DET	le
s'	SCONJ	s'
Gothic	PROPN	Gothic
—	VERB	—
endroits	NOUN	endroit
un	DET	un
,	PUNCT	,
une	DET	un
un	DET	un
guère	NOUN	guère
était	AUX	être
tachés	NOUN	taché
projetait	VERB	projeter
il	PRON	il
éventrés	ADJ	éventrer
,	PUNCT	,
places	NOUN	place
copies	NOUN	copie
quartier	ADV	quartier
écran	NOUN	écran
plus	ADV	plus
murs	NOUN	mur
troué	VERB	trouer
salle	NOUN	salle
existait	VERB	exister
,	PUNCT	,
y	PRON	y
cinéma	NOUN	cinéma
en	PRON	en
de	ADP	de
en	ADP	en
plusieurs	DET	plusieurs
,	PUNCT	,
une	DET	un
des	DET	un
On	PRON	on
comme	SCONJ	comme
et	CCONJ	et
centaine	NOUN	centaine
n'	ADV	n'
.	PUNCT	.
:	PUNCT	:
minuscule	NOUN	minuscule
des	DET	un
sièges	NOUN	siège
de	ADP	de
délavés	ADJ	délavé
à	ADP	à
moitié	NOUN	moitié
d'	ADP	de
petit	ADJ	petit
,	PUNCT	,
des	DET	un
gris	ADJ	gris
peu	ADV	peu
toujours	ADV	toujours
.	PUNCT	.
se	PRON	se
en	PRON	en
et	CCONJ	et
presque	ADV	presque
technique	ADJ	technique
des	DET	un
bande	NOUN	bande
Yann	PROPN	Yann
,	PUNCT	,
un	DET	un
qui	PRON	qui
d'	ADP	de
plus	ADV	plus
,	PUNCT	,
dû	ADJ	devoir
ils	PRON	il
passait	VERB	passer
défectueuse	NOUN	défectueuse
involontaire	NOUN	involontaire
à	ADP	à
,	PUNCT	,
son	DET	son
assorties	NOUN	assortie
ajoutaient	VERB	ajouter
un	DET	un
:	PUNCT	:
une	DET	un
Ces	DET	ce
kitsch	NOUN	kitsch
une	DET	un
n'	ADV	n'
séance	NOUN	séance
-	PUNCT	-
de	ADP	de
il	PRON	il
étaient	AUX	être
entracte	ADJ	entract
défauts	NOUN	défaut
sans	ADP	sans
une	DET	un
,	PUNCT	,
pour	ADP	pour
rarement	ADV	rarement
rayées	VERB	rayer
défaillance	NOUN	défaillance
films	NOUN	film
à	ADP	à
souriant	VERB	sourire
bien	ADV	bien
les	DET	le
lui	PRON	lui
le	DET	le
,	PUNCT	,
,	PUNCT	,
où	PRON	où
exposée	VERB	exposer
déjà	ADV	déjà
pas	ADV	pas
encore	ADV	encore
d'	DET	d'
de	ADP	de
en	PRON	en
.	PUNCT	.
outre	ADV	outre
—	NOUN	—
avoir	AUX	avoir
donnaient	VERB	donner
En	ADP	en
authentiques	NOUN	authentique
criarde	NOUN	criarde
,	PUNCT	,
.	PUNCT	.
n'	ADV	n'
contemplé	NOUN	contemplé
en	ADP	en
Après	ADP	après
impression	NOUN	impression
effets	NOUN	effet
affiche	ADJ	affich
manquaient	VERB	manquer
supplanté	VERB	supplanter
de	ADP	de
pas	ADV	pas
l'	DET	le
ils	PRON	il
scénario	NOUN	scénario
reliques	ADJ	relique
spéciaux	ADJ	spécial
visionner	VERB	visionner
une	DET	un
n'	ADV	n'
avaient	VERB	avoir
l'	DET	le
souvent	ADV	souvent
époque	NOUN	époque
au-dessus	ADV	au-dessus
d'	ADP	de
son	DET	son
entrée	NOUN	entrée
un	DET	un
de	ADP	de
il	PRON	il
,	PUNCT	,
l'	DET	le
d'	ADP	de
caissière	NOUN	caissier
noirs	NOUN	noir
fille	ADJ	fille
—	PROPN	—
d'	ADP	de
une	DET	un
aux	ADP	à
approcha	VERB	approcher
colossale	ADJ	colossal
bossu	ADV	bossu
guichet	NOUN	guichet
cicatrices	NOUN	cicatrice
créature	NOUN	créature
un	DET	un
La	DET	le
un	DET	un
une	DET	un
château	NOUN	château
pour	ADP	pour
prendre	VERB	prendre
du	ADP	de
un	DET	un
cadavre	NOUN	cadavre
.	PUNCT	.
murs	NOUN	mur
,	PUNCT	,
médecin	NOUN	médecin
;	PUNCT	;
billet	NOUN	billet
couturée	VERB	couturer
s'	PRON	se
assistant	VERB	assister
;	PUNCT	;
flanqué	VERB	flanquer
penché	VERB	pencher
une	DET	un
jolie	NOUN	jolie
;	PUNCT	;
—	ADP	—
au-dessus	ADV	au-dessus
,	PUNCT	,
,	PUNCT	,
pour	ADP	pour
femme	NOUN	femme
sur	ADP	sur
un	DET	un
hygiaphone	NOUN	hygiaphone
se	PRON	se
grosse	ADJ	gros
scotché	VERB	scotcher
La	DET	le
lui	PRON	lui
gauche	NOUN	gauche
de	ADP	de
son	DET	son
»	PUNCT	»
leva	VERB	lever
«	NOUN	«
où	PRON	où
il	PRON	il
recherche	VERB	recherche
ennui	NOUN	ennui
vitreux	ADJ	vitreux
porte-monnaie	NOUN	porte-monnaie
—	PUNCT	—
âge	NOUN	âge
yeux	NOUN	oeil
,	PUNCT	,
un	DET	un
projectionniste	NOUN	projectionniste
On	PRON	on
.	PUNCT	.
la	DET	le
jours	NOUN	jour
sur	ADP	sur
l'	DET	le
Il	PRON	il
des	ADP	de
quelques	DET	quelque
lisait	VERB	lire
:	PUNCT	:
lorsqu'	SCONJ	lorsque
vitre	NOUN	vitre
tirait	VERB	tirer
le	DET	le
,	PUNCT	,
à	ADP	à
profond	ADJ	profond
sans	ADP	sans
papier	NOUN	papier
Direction	NOUN	direction
remarqua	VERB	remarquer
agacé	VERB	agacer
—	PUNCT	—
billet	NOUN	billet
Non	ADV	non
dire	VERB	dire
.	PUNCT	.
.	PUNCT	.
un	DET	un
tact	NOUN	tact
annonce	NOUN	annonce
venais	VERB	venir
juste	ADV	juste
là	ADV	là
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
Yann	PROPN	Yann
joli	ADJ	joli
-il	PRON	il
,	PUNCT	,
enquit	VERB	enquérir
pour	ADP	pour
son	DET	son
est	AUX	être
s'	PRON	se
sérieux	ADJ	sérieux
répondre	VERB	répondre
,	PUNCT	,
faillit	NOUN	faillit
l'	DET	le
?	PUNCT	?
avec	ADP	avec
l'	DET	le
pour	ADP	pour
ajuste	NOUN	ajuste
?	PUNCT	?
,	PUNCT	,
—	PUNCT	—
bonjour	NOUN	bonjour
faire	VERB	faire
Non	ADV	non
mise	VERB	mettre
Vous	PRON	vous
,	PUNCT	,
je	PRON	je
on	PRON	on
C'	PRON	ce
voulez	VERB	vouloir
habituel	ADJ	habituel
.	PUNCT	.
Y	NOUN	y
,	PUNCT	,
vers	ADP	vers
je	PRON	je
une	DET	un
croyez	NOUN	croyez
Pourtant	ADV	pourtant
retourna	VERB	retourner
pour	ADP	pour
Je	PRON	je
et	CCONJ	et
appela	VERB	appeler
Sans	ADP	sans
annonce	NOUN	annonce
:	PUNCT	:
grasse	ADJ	gras
vous	PRON	vous
la	DET	le
—	PUNCT	—
pourrais	VERB	pouvoir
:	PUNCT	:
répondre	VERB	répondre
un	PRON	un
se	PRON	se
dire	VERB	dire
retint	VERB	retenir
Marion	NOUN	marion
!	PUNCT	!
:	PUNCT	:
l'	DET	le
les	DET	le
quelqu'	DET	quelque
—	PUNCT	—
d'	ADP	de
affaire	NOUN	affaire
voulais	VERB	vouloir
a	VERB	avoir
que	SCONJ	que
voix	NOUN	voix
,	PUNCT	,
profondeurs	NOUN	profondeur
?	PUNCT	?
femme	NOUN	femme
du	ADP	de
cinéma	NOUN	cinéma
faire	VERB	faire
il	PRON	il
se	PRON	se
l'	DET	le
grosse	ADJ	gros
robe	ADV	robe
Quelques	DET	quelque
fallait	NOUN	fallait
sympathique	ADJ	sympathique
roux	ADJ	roux
nettement	ADV	nettement
!	PUNCT	!
en	PRON	en
une	DET	un
sur	ADP	sur
cheveux	ADJ	cheveux
aux	ADP	à
âge	NOUN	âge
élancée	VERB	élancer
,	PUNCT	,
ses	DET	son
personnage	NOUN	personnage
,	PUNCT	,
noisette	ADJ	noisette
:	PUNCT	:
un	DET	un
de	ADP	de
moulait	VERB	moudre
plus	ADV	plus
trottoir	VERB	trottoir
tard	ADV	tard
,	PUNCT	,
sa	DET	son
yeux	NOUN	oeil
fille	NOUN	fille
.	PUNCT	.
qui	PRON	qui
sortait	VERB	sortir
reflets	NOUN	reflet
de	ADP	de
le	DET	le
noire	ADJ	noir
plus	ADV	plus
,	PUNCT	,
Yann	PROPN	Yann
Avec	ADP	avec
l'	DET	le
peu	ADV	peu
ses	DET	son
longs	NOUN	long
une	DET	un
secondes	NOUN	seconde
s'	PRON	se
silhouette	NOUN	silhouette
ou	CCONJ	ou
était	AUX	être
découvrait	VERB	découvrir
s'	PRON	se
lança	NOUN	lança
l'	PRON	l'
Salut	PROPN	Salut
et	CCONJ	et
On	PRON	on
mais	CCONJ	mais
elle	PRON	lui
non	ADV	non
?	PUNCT	?
avant	ADP	avant
n'	ADV	n'
jambes	ADJ	jambe
déjà	ADV	déjà
—	PUNCT	—
Yann	PROPN	Yann
,	PUNCT	,
-t	ADJ	-t
.	PUNCT	.
de	ADP	de
,	PUNCT	,
très	ADV	très
adorable	ADJ	adorable
jolies	NOUN	jolie
puisque	SCONJ	puisque
c'	PRON	ce
vue	NOUN	vue
,	PUNCT	,
est	AUX	être
ouvreuse	NOUN	ouvreuse
,	PUNCT	,
Lui	PRON	lui
souriante	ADJ	souriant
était	AUX	être
l'	DET	le
!	PUNCT	!
avait	AUX	avoir
regarder	VERB	regarder
déjà	ADV	déjà
,	PUNCT	,
attentivement	ADV	attentivement
vu	VERB	voir
,	PUNCT	,
-elle	PRON	lui
de	ADP	de
.	PUNCT	.
il	PRON	il
plus	ADV	plus
osé	VERB	oser
pas	ADV	pas
venait	VERB	venir
»	PUNCT	»
,	PUNCT	,
«	NOUN	«
imaginait	VERB	imaginer
y	PRON	y
parole	NOUN	parole
remarquer	VERB	remarquer
Jusqu'	ADP	jusque
à	ADP	à
il	PRON	il
Il	PRON	il
pu	VERB	pouvoir
,	PUNCT	,
au	ADP	au
s'	PRON	se
n'	ADV	n'
depuis	ADP	depuis
travaillait	VERB	travailler
devait	VERB	devoir
la	DET	le
elle	PRON	lui
Elle	PRON	lui
eût	PRON	eût
avait	AUX	avoir
jamais	ADV	jamais
il	PRON	il
mois	NOUN	mois
aussi	ADV	aussi
adresser	VERB	adresser
le	DET	le
présent	NOUN	présent
,	PUNCT	,
.	PUNCT	.
lui	PRON	lui
Gothic	PROPN	Gothic
pourtant	ADV	pourtant
bien	ADV	bien
pour	ADP	pour
et	CCONJ	et
qu'	SCONJ	que
elle	PRON	lui
.	PUNCT	.
plusieurs	DET	plusieurs
qu'	SCONJ	que
il	PRON	il
.	PUNCT	.
avouer	VERB	avouer
les	DET	le
sentit	ADJ	sentit
.	PUNCT	.
ce	PRON	ce
souvent	ADV	souvent
peu	ADV	peu
se	PRON	se
gifles	NOUN	gifle
fait	NOUN	fait
peut-être	ADV	peut-être
,	PUNCT	,
je	PRON	je
et	CCONJ	et
—	PUNCT	—
moyens	NOUN	moyen
balbutia	NOUN	balbutia
un	DET	un
une	DET	un
-il	PRON	il
dont	PRON	dont
empourprer	VERB	empourprer
se	PRON	se
en	ADP	en
tous	ADJ	tout
s'	PRON	se
ses	DET	son
.	PUNCT	.
Toutes	ADJ	tout
-t	PART	-t
avait	AUX	avoir
—	PUNCT	—
,	PUNCT	,
,	PUNCT	,
viens	VERB	venir
horreur	NOUN	horreur
même	ADV	même
semaines	NOUN	semaine
,	PUNCT	,
...	PUNCT	...
vota	VERB	voter
Oui	PROPN	Oui
,	PUNCT	,
paire	NOUN	paire
,	PUNCT	,
euh	ADJ	euh
il	PRON	il
perdre	VERB	perdre
de	ADP	de
...	PUNCT	...
bonne	ADJ	bon
compliqué	VERB	compliquer
est	AUX	être
j'	PRON	je
Ben	PROPN	Ben
alors	ADV	alors
?	PUNCT	?
C'	PRON	ce
...	PUNCT	...
je	PRON	je
.	PUNCT	.
un	DET	un
projecteur	NOUN	projecteur
-	ADV	-
...	PUNCT	...
-t	PART	-t
celui	PRON	celui
projectionniste	NOUN	projectionniste
...	PUNCT	...
est	AUX	être
,	PUNCT	,
es	DET	es
dire	ADV	dire
que	SCONJ	que
,	PUNCT	,
tu	SCONJ	tu
confirma	NOUN	confirma
pas	ADV	pas
trop	ADV	trop
-là	PRON	-là
est	ADV	est
ai	AUX	avoir
peut-être	ADV	peut-être
-elle	PRON	lui
,	PUNCT	,
-	ADV	-
Et	CCONJ	et
,	PUNCT	,
—	PUNCT	—
si	SCONJ	si
que	SCONJ	que
déjà	ADV	déjà
à	ADV	à
,	PUNCT	,
fait	VERB	faire
marcher	VERB	marcher
c'	ADV	c'
ça	PRON	cela
mais	CCONJ	mais
pourrai	VERB	pouvoir
non	ADV	non
mon	DET	mon
,	PUNCT	,
pour	ADP	pour
Cette	DET	ce
bien	ADV	bien
gêné	NOUN	gêné
enfin	ADV	enfin
prendre	VERB	prendre
!	PUNCT	!
Il	PRON	il
.	PUNCT	.
—	PUNCT	—
:	PUNCT	:
la	DET	le
que	SCONJ	que
tu	SCONJ	tu
,	PUNCT	,
.	PUNCT	.
en	PRON	en
fois	NOUN	fois
yeux	NOUN	oeil
il	PRON	il
entre	ADP	entre
veux	VERB	vouloir
les	DET	le
dire	VERB	dire
parler	VERB	parler
à	ADP	à
vas	NOUN	va
c'	PRON	ce
le	DET	le
:	PUNCT	:
...	PUNCT	...
Eh	INTJ	Eh
était	AUX	être
baissa	VERB	baisser
père	NOUN	père
.	PUNCT	.
,	PUNCT	,
rougissait	VERB	rougir
dernier	ADJ	dernier
net	ADJ	net
allait	VERB	aller
des	ADP	de
crétins	NOUN	crétin
,	PUNCT	,
je	PRON	je
le	PRON	le
reprit	VERB	reprendre
Elle	PRON	lui
tour	NOUN	tour
fille	NOUN	fille
appelle	VERB	appeler
une	DET	un
avoua	VERB	avouer
lui	PRON	lui
jeune	ADJ	jeune
m'	PRON	me
se	PRON	se
de	ADP	de
avais	VERB	avoir
deviné	PROPN	deviner
qu'	PRON	qu'
.	PUNCT	.
grande	ADJ	grand
-il	PRON	il
Elle	PRON	lui
aussitôt	ADV	aussitôt
souriant	VERB	sourire
main	NOUN	main
(	PUNCT	(
il	PRON	il
de	ADP	de
à	ADP	à
.	PUNCT	.
la	DET	le
à	ADP	à
son	DET	son
,	PUNCT	,
et	CCONJ	et
Marion	NOUN	marion
avant	ADP	avant
surprise	NOUN	surprise
,	PUNCT	,
blanche	PROPN	blanche
Yann	PROPN	Yann
,	PUNCT	,
tendit	VERB	tendre
-t	PART	-t
serra	VERB	serrer
.	PUNCT	.
,	PUNCT	,
)	PUNCT	)
—	PUNCT	—
J'	PRON	je
fine	NOUN	fine
,	PUNCT	,
Je	PRON	je
présenter	VERB	présenter
.	PUNCT	.
Tigon	PROPN	Tigon
le	DET	le
,	PUNCT	,
où	PRON	où
studios	ADJ	studio
passé	VERB	passer
Elle	PRON	lui
fantastiques	ADJ	fantastique
quelques	DET	quelque
vétuste	ADJ	vétuste
tous	ADJ	tout
les	DET	le
par	ADP	par
françaises	ADJ	français
le	DET	le
:	PUNCT	:
grenat	NOUN	grenat
.	PUNCT	.
,	PUNCT	,
s'	PRON	se
de	ADP	de
des	DET	un
plus	ADV	plus
pénétrer	VERB	pénétrer
tapissé	VERB	tapisser
dans	ADP	dans
Amicus	PROPN	Amicus
,	PUNCT	,
Hammer	PROPN	Hammer
des	ADP	de
bien	ADV	bien
,	PUNCT	,
hall	NOUN	hall
grands	NOUN	grand
affichettes	NOUN	affichette
,	PUNCT	,
...	PUNCT	...
,	PUNCT	,
anglais	VERB	angler
sous-verre	NOUN	sous-verre
sûr	ADJ	sûr
protégées	VERB	protéger
