bord	NOUN	bord
,	PUNCT	,
rencontraient	VERB	rencontrer
d'	ADP	de
lointaine	NOUN	lointaine
sur	ADP	sur
histoire	NOUN	histoire
de	ADP	de
poupée	NOUN	poupée
un	DET	un
secret	NOUN	secret
curieuse	ADJ	curieux
et	CCONJ	et
tendrement	ADV	tendrement
la	DET	le
maison	NOUN	maison
Mais	CCONJ	mais
tristesse	NOUN	tristesse
alors	ADV	alors
Juliana	PROPN	Juliana
retrouvaient	VERB	retrouver
semaines	NOUN	semaine
étrangement	ADV	étrangement
chaleur	NOUN	chaleur
ils	PRON	il
ces	DET	ce
,	PUNCT	,
plage	NOUN	plage
,	PUNCT	,
;	PUNCT	;
pâle	ADJ	pâle
,	PUNCT	,
était	AUX	être
d'	ADP	de
avec	ADP	avec
silencieuse	ADJ	silencieux
,	PUNCT	,
de	ADP	de
espoir	NOUN	espoir
enlacés	ADJ	enlacer
et	CCONJ	et
peu	ADV	peu
,	PUNCT	,
dernières	ADJ	dernier
Mme	NOUN	mme
.	PUNCT	.
depuis	ADP	depuis
DuFarge	NOUN	dufarge
et	CCONJ	et
et	CCONJ	et
la	DET	le
cette	DET	ce
la	DET	le
,	PUNCT	,
nuit	NOUN	nuit
éteint	VERB	éteindre
dans	ADP	dans
plus	ADV	plus
une	DET	un
réussissaient	VERB	réussir
avait	AUX	avoir
longtemps	ADV	longtemps
enfuirait	VERB	enfuir
Les	DET	le
-t	PART	-t
-il	PRON	il
Je	PRON	je
lui	PRON	lui
gris	ADJ	gris
détermination	NOUN	détermination
ne	ADV	ne
pas	ADV	pas
Oui	ADV	oui
à	ADP	à
Peter	VERB	peter
ne	ADV	ne
s'	PRON	se
beaux	ADJ	beal
de	ADP	de
yeux	NOUN	oeil
,	PUNCT	,
cette	DET	ce
.	PUNCT	.
faire	AUX	faire
cet	DET	ce
elle	PRON	lui
.	PUNCT	.
avec	ADP	avec
sourire	VERB	sourire
baisers	NOUN	baiser
,	PUNCT	,
même	ADV	même
sauvage	NOUN	sauvage
peux	VERB	pouvoir
endroit	NOUN	endroit
.	PUNCT	.
laisser	VERB	laisser
!	PUNCT	!
pensa	VERB	penser
la	PRON	le
ses	DET	son
plus	ADV	plus
avec	ADP	avec
la	PRON	le
se	PRON	se
Et	CCONJ	et
salaire	ADJ	salair
parviendrait	VERB	parvenir
...	PUNCT	...
comment	ADV	comment
!	PUNCT	!
maigre	NOUN	maigre
-	PUNCT	-
Il	PRON	il
il	PRON	il
se	PRON	se
tout	ADJ	tout
.	PUNCT	.
sœurs	NOUN	sœur
ne	ADV	ne
trop	ADV	trop
monde	NOUN	monde
pas	ADV	pas
à	ADP	à
pas	ADV	pas
ce	DET	ce
t	NOUN	t
emmènerait	VERB	emmener
savait	VERB	savoir
ses	DET	son
malheureuse	ADJ	malheureux
!	PUNCT	!
sera	AUX	être
aux	ADP	à
de	ADP	de
-	NOUN	-
!	PUNCT	!
débrouillerait	VERB	débrouiller
besoins	NOUN	besoin
ne	ADV	ne
jura	VERB	jurer
il	PRON	il
Juliana	PROPN	Juliana
petit	ADJ	petit
pêcheur	NOUN	pêcheur
de	ADP	de
avec	ADP	avec
,	PUNCT	,
mais	CCONJ	mais
subvenir	VERB	subvenir
elle	PRON	lui
son	DET	son
il	PRON	il
,	PUNCT	,
elle	PRON	lui
retrouvera	VERB	retrouver
abandonner	VERB	abandonner
aimait	NOUN	aimait
soir	NOUN	soir
Il	PRON	il
Elle	PRON	lui
l'	PRON	l'
,	PUNCT	,
Il	PRON	il
quitte	NOUN	quitte
dès	ADP	dès
que	SCONJ	que
irait	VERB	aller
vivre	NOUN	vivre
asile	NOUN	asile
.	PUNCT	.
Il	PRON	il
fous	NOUN	fou
,	PUNCT	,
poings	NOUN	poing
tout	ADV	tout
pas	ADV	pas
joie	NOUN	joie
les	DET	le
de	ADP	de
!	PUNCT	!
Si	SCONJ	si
de	ADP	de
l'	PRON	l'
;	PUNCT	;
sortait	VERB	sortir
!	PUNCT	!
ce	DET	ce
aimait	VERB	aimer
serra	VERB	serrer
ne	ADV	ne
l'	PRON	l'
cet	DET	ce
!	PUNCT	!
il	PRON	il
plus	ADV	plus
pouvait	VERB	pouvoir
fallait	VERB	falloir
quelle	DET	quel
il	PRON	il
sa	DET	son
pas	ADV	pas
il	PRON	il
ne	ADV	ne
la	DET	le
chercher	VERB	chercher
porte	VERB	porte
s'	PRON	se
à	ADP	à
,	PUNCT	,
la	DET	le
La	DET	le
y	PRON	y
menaçante	ADJ	menaçant
était	AUX	être
pas	ADV	pas
qui	PRON	qui
une	DET	un
l'	DET	le
.	PUNCT	.
demeure	ADJ	demeur
jusqu'	ADP	jusque
-	NOUN	-
efforça	VERB	efforcer
sombre	NOUN	sombre
le	PRON	le
il	PRON	il
Il	PRON	il
la	DET	le
scruta	VERB	scruter
dessus	NOUN	dessus
de	ADP	de
Au	ADP	au
maîtriser	VERB	maîtriser
de	ADP	de
,	PUNCT	,
ombre	NOUN	ombre
fermée	ADJ	fermé
la	DET	le
de	ADP	de
cheminée	NOUN	cheminée
et	CCONJ	et
clé	NOUN	clé
glaçait	NOUN	glaçait
la	DET	le
peur	NOUN	peur
os	NOUN	os
cuisine	NOUN	cuisine
n'	ADV	n'
de	ADP	de
.	PUNCT	.
.	PUNCT	.
avait	VERB	avoir
aux	ADP	à
L'	DET	le
allumée	VERB	allumer
,	PUNCT	,
l'	DET	le
plus	ADV	plus
tâtonnant	VERB	tâtonner
bougie	NOUN	bougie
moments	NOUN	moment
,	PUNCT	,
,	PUNCT	,
à	ADP	à
n'	ADV	n'
guidé	VERB	guider
plus	ADV	plus
en	ADP	en
un	DET	un
en	ADP	en
musique	NOUN	musique
murmure	NOUN	murmure
inquiétant	VERB	inquiéter
engagea	VERB	engager
par	ADP	par
alors	ADV	alors
Peter	AUX	peter
s'	PRON	se
s'	PRON	se
harmonieux	ADJ	harmonieux
.	PUNCT	.
léger	ADJ	léger
des	ADP	de
puis	CCONJ	puis
,	PUNCT	,
saisit	VERB	saisir
être	AUX	être
couloirs	NOUN	couloir
et	CCONJ	et
obscurité	NOUN	obscurité
dans	ADP	dans
qu'	SCONJ	que
la	DET	le
s'	PRON	se
,	PUNCT	,
enflait	VERB	enfler
adoucissait	VERB	adoucir
jusqu'	ADP	jusque
labyrinthe	VERB	labyrinthe
.	PUNCT	.
par	ADP	par
devenait	VERB	devenir
qui	PRON	qui
l'	PRON	l'
;	PUNCT	;
,	PUNCT	,
de	ADP	de
.	PUNCT	.
au	ADP	au
angoissante	ADJ	angoissant
sculpté	VERB	sculpter
voix	NOUN	voix
étouffer	NOUN	étouffer
l'	DET	le
ombre	NOUN	ombre
un	DET	un
de	ADP	de
impression	NOUN	impression
mélodie	NOUN	mélodie
immobilisa	NOUN	immobilisa
la	DET	le
appelait	NOUN	appelait
l'	DET	le
s'	PRON	se
instant	NOUN	instant
la	DET	le
avait	VERB	avoir
Peter	AUX	peter
l'	DET	le
,	PUNCT	,
comme	SCONJ	comme
l'	PRON	l'
,	PUNCT	,
et	CCONJ	et
fait	VERB	faire
d'	ADP	de
environnante	ADJ	environnant
s'	PRON	se
.	PUNCT	.
aurait	AUX	avoir
pied	NOUN	pied
La	DET	le
contre	ADP	contre
fouilla	VERB	fouiller
appuya	VERB	appuyer
de	ADP	de
du	DET	de
regard	NOUN	regard
escalier	NOUN	escalier
il	PRON	il
bois	NOUN	bois
limpide	ADJ	limpide
rampe	NOUN	rampe
à	ADP	à
.	PUNCT	.
,	PUNCT	,
jeune	ADJ	jeune
moitié	NOUN	moitié
de	ADP	de
Juliana	PROPN	Juliana
maison	NOUN	maison
,	PUNCT	,
à	ADP	à
une	DET	un
mère	NOUN	mère
si	SCONJ	si
savait	NOUN	savait
nouveau	ADJ	nouveau
—	NOUN	—
image	NOUN	image
prisonnière	NOUN	prisonnier
le	DET	le
fille	NOUN	fille
l'	DET	le
fragile	ADJ	fragile
Harbor	PROPN	Harbor
frissonna	VERB	frissonner
ainsi	ADV	ainsi
de	ADP	de
monde	NOUN	monde
,	PUNCT	,
tout	ADJ	tout
si	SCONJ	si
à	ADP	à
s	NOUN	s
,	PUNCT	,
à	ADP	à
délicate	NOUN	délicat
évoquer	VERB	évoquer
Pride'	NOUN	pride'
la	DET	le
folle	ADJ	fou
,	PUNCT	,
la	DET	le
et	CCONJ	et
cette	DET	ce
merci	NOUN	merci
d'	ADP	de
,	PUNCT	,
Il	PRON	il
horrible	NOUN	horrible
le	DET	le
de	ADP	de
du	ADP	de
S'	SCONJ	s'
!	PUNCT	!
partie	NOUN	partie
marches	NOUN	marche
Juliana	PROPN	Juliana
.	PUNCT	.
refuser	VERB	refuser
était	AUX	être
eu	VERB	avoir
il	PRON	il
monta	VERB	monter
Mais	CCONJ	mais
;	PUNCT	;
avait	AUX	avoir
à	ADP	à
,	PUNCT	,
elle	PRON	lui
.	PUNCT	.
avec	ADP	avec
fillettes	NOUN	fillette
aujourd'hui	ADV	aujourd'hui
Musique	NOUN	musique
n'	ADV	n'
deux	NUM	deux
y	PRON	y
La	DET	le
porte	NOUN	porte
quatre	NUM	quatre
depuis	ADP	depuis
Oubliant	VERB	oublier
de	ADP	de
pas	ADV	pas
les	DET	le
longtemps	ADV	longtemps
les	DET	le
Salon	PROPN	Salon
serait	AUX	être
quatre	NUM	quatre
,	PUNCT	,
sa	DET	son
...	PUNCT	...
pouvait	VERB	pouvoir
peur	NOUN	peur
,	PUNCT	,
lui	PRON	lui
il	PRON	il
plus	ADV	plus
entrouverte	ADJ	entrouvert
ne	ADV	ne
orgue	ADJ	orgu
lueur	NOUN	lueur
spectacle	NOUN	spectacle
sa	DET	son
chandelier	NOUN	chandelier
Peter	VERB	peter
la	DET	le
Le	DET	le
.	PUNCT	.
éclairait	VERB	éclairer
fit	VERB	faire
lâcher	VERB	lâcher
coup	NOUN	coup
mère	NOUN	mère
à	ADP	à
Juliana	PROPN	Juliana
.	PUNCT	.
dans	ADP	dans
assise	VERB	asseoir
bougie	NOUN	bougie
palier	NOUN	palier
d'	ADP	de
doucement	ADV	doucement
des	ADP	de
le	DET	le
lampes	NOUN	lampe
à	ADP	à
l'	DET	le
,	PUNCT	,
et	CCONJ	et
qu'	PRON	qu'
jouait	VERB	jouer
gaz	NOUN	gaz
le	DET	le
jeta	VERB	jeter
faiblement	ADV	faiblement
,	PUNCT	,
souffla	VERB	souffler
...	PUNCT	...
œil	NOUN	œil
il	PRON	il
un	DET	un
entrebâillement	NOUN	entrebâillement
découvrit	VERB	découvrir
lui	PRON	lui
,	PUNCT	,
dorée	VERB	dorer
.	PUNCT	.
Sa	DET	son
l'	DET	le
retourna	VERB	retourner
allongée	VERB	allonger
à	ADP	à
corps	NOUN	corps
la	DET	le
les	DET	le
,	PUNCT	,
étendait	VERB	étendre
étaient	AUX	être
cramoisi	VERB	cramoisir
soudain	ADV	soudain
conscience	NOUN	conscience
filles	NOUN	fille
,	PUNCT	,
de	ADP	de
de	ADP	de
elle	PRON	lui
mare	NOUN	mare
,	PUNCT	,
sans	ADP	sans
contre	ADP	contre
.	PUNCT	.
yeux	NOUN	oeil
le	DET	le
serrait	VERB	serrer
canapé	NOUN	canapé
Juliana	PROPN	Juliana
se	PRON	se
Peter	PROPN	Peter
de	ADP	de
ses	DET	son
Ses	DET	son
velours	NOUN	velours
de	ADP	de
ses	DET	son
,	PUNCT	,
.	PUNCT	.
deux	NUM	deux
présence	NOUN	présence
Une	DET	un
pieds	NOUN	pied
petites	ADJ	petit
sang	NOUN	sang
.	PUNCT	.
Prenant	ADJ	prenant
vie	NOUN	vie
sur	ADP	sur
s'	PRON	se
sereins	ADJ	serein
de	ADP	de
»	PUNCT	»
.	PUNCT	.
toi	NOUN	toi
-t	PART	-t
écoute	VERB	écoute
,	PUNCT	,
limpides	ADJ	limpide
-	PUNCT	-
déserte	ADJ	désert
«	PUNCT	«
tu	NOUN	tu
,	PUNCT	,
heureuse	NOUN	heureux
La	DET	le
tendrement	ADV	tendrement
cette	DET	ce
amour	NOUN	amour
sois	AUX	être
est	AUX	être
-elle	PRON	lui
mon	DET	mon
que	SCONJ	que
était	AUX	être
lui	PRON	lui
!	PUNCT	!
sourit	VERB	sourire
belle	ADJ	bel
!	PUNCT	!
mélodie	NOUN	mélodie
je	PRON	je
confortablement	ADV	confortablement
crique	NOUN	crique
.	PUNCT	.
et	CCONJ	et
suis	AUX	être
O	NOUN	o
La	DET	le
murmura	VERB	murmurer
comme	ADP	comme
tu	SCONJ	tu
,	PUNCT	,
si	SCONJ	si
!	PUNCT	!
veux	ADJ	veux
-	NOUN	-
,	PUNCT	,
Elle	PRON	lui
Installe	NOUN	installe
.	PUNCT	.
venu	VERB	venir
D'	ADP	de
s'	PRON	se
du	ADP	de
d'	ADP	de
côtes	NOUN	côte
des	DET	un
mer	VERB	mer
venu	VERB	venir
brume	NOUN	brume
grises	ADJ	gris
l'	DET	le
assaut	NOUN	assaut
.	PUNCT	.
les	DET	le
des	DET	un
la	DET	le
au-dessus	ADV	au-dessus
soir	NOUN	soir
du	ADP	de
eau	NOUN	eau
criant	VERB	crier
Comme	ADP	comme
de	ADP	de
retirée	VERB	retirer
en	ADP	en
et	CCONJ	et
Nord	PROPN	Nord
.	PUNCT	.
Californie	NOUN	californie
par	ADP	par
large	NOUN	large
tentacules	ADJ	tentacule
mouettes	NOUN	mouette
des	ADP	de
la	DET	le
planaient	VERB	planer
étranges	NOUN	étrange
flaques	NOUN	flaque
de	ADP	de
chaque	DET	chaque
se	PRON	se
marée	NOUN	marée
le	DET	le
lançait	VERB	lancer
à	ADP	à
oubliées	VERB	oublier
était	AUX	être
brouillard	NOUN	brouillard
caressaient	ADV	caressaient
,	PUNCT	,
part	NOUN	part
noirs	ADJ	noir
certaine	NOUN	certaine
phare	NOUN	phare
c'	PRON	ce
cloche	NOUN	cloche
éboulis	NOUN	éboulis
une	DET	un
,	PUNCT	,
le	DET	le
cela	PRON	cela
rassurant	ADJ	rassurant
Pri	NOUN	pri
y	PRON	y
Jessica	PROPN	Jessica
le	DET	le
la	DET	le
s	NOUN	s
que	SCONJ	que
,	PUNCT	,
de	ADP	de
-	PROPN	-
loin	ADV	loin
promontoire	NOUN	promontoire
grave	NOUN	grave
.	PUNCT	.
,	PUNCT	,
quelque	ADV	quelque
signe	NOUN	signe
l'	DET	le
façon	NOUN	façon
non	ADV	non
entendit	VERB	entendre
;	PUNCT	;
entrée	NOUN	entrée
son	DET	son
,	PUNCT	,
du	ADP	de
était	AUX	être
de'	VERB	de'
,	PUNCT	,
de	ADP	de
.	PUNCT	.
elle	PRON	lui
trouvait	VERB	trouver
à	ADP	à
du	ADP	de
D'	ADP	de
il	PRON	il
Harbor	PROPN	Harbor
l'	DET	le
une	DET	un
cheveux	ADJ	cheveux
rabattit	VERB	rabattre
il	PRON	il
,	PUNCT	,
avait	VERB	avoir
longs	NOUN	long
dernier	ADJ	dernier
protéger	VERB	protéger
plage	NOUN	plage
désolée	VERB	désoler
rouge	NOUN	rouge
vivant	VERB	vivre
Pour	ADP	pour
facile	ADJ	facile
glacée	ADJ	glacé
vent	NOUN	vent
s'	PRON	se
la	DET	le
humidité	NOUN	humidité
.	PUNCT	.
le	DET	le
humaine	ADJ	humain
l'	DET	le
.	PUNCT	.
imaginer	VERB	imaginer
que	SCONJ	que
de	ADP	de
de	ADP	de
blonds	NOUN	blond
était	AUX	être
se	PRON	se
,	PUNCT	,
son	DET	son
de	ADP	de
on	PRON	on
elle	PRON	lui
était	AUX	être
Le	DET	le
.	PUNCT	.
blouson	NOUN	blouson
emmêlé	VERB	emmêler
Sur	ADP	sur
cette	DET	ce
capuche	NOUN	capuche
présence	NOUN	présence
ses	DET	son
être	AUX	être
avait	AUX	avoir
le	DET	le
monde	NOUN	monde
qu'	PRON	qu'
.	PUNCT	.
Cette	DET	ce
la	DET	le
au	ADP	au
Ce	PRON	ce
.	PUNCT	.
pensa	VERB	penser
à	ADP	à
contrecœur	NOUN	contrecœur
se	PRON	se
et	CCONJ	et
stupide	ADJ	stupide
massive	ADJ	massif
secouant	VERB	secouer
regarder	VERB	regarder
se	PRON	se
Elle	PRON	lui
en	ADP	en
retourner	VERB	retourner
sinistre	ADJ	sinistre
C'	PRON	ce
-elle	PRON	lui
est	AUX	être
détachait	VERB	détacher
sur	ADP	sur
qui	PRON	qui
avait	VERB	avoir
elle	PRON	lui
était	AUX	être
!	PUNCT	!
.	PUNCT	.
qu'	SCONJ	que
-t	PART	-t
ciel	NOUN	ciel
tête	NOUN	tête
demeure	NOUN	demeure
et	CCONJ	et
fit	VERB	faire
à	ADP	à
Tours	NOUN	tour
...	PUNCT	...
mais	CCONJ	mais
n'	ADV	n'
.	PUNCT	.
.	PUNCT	.
Sinistre	ADV	sinistre
Les	DET	le
...	PUNCT	...
.	PUNCT	.
pas	ADV	pas
n'	ADV	n'
c'	PRON	ce
décidément	ADV	décidément
menaçante	ADJ	menaçant
ne	ADV	ne
si	SCONJ	si
yeux	NOUN	oeil
derrière	ADP	derrière
elle	PRON	lui
Elle	PRON	lui
désirait	VERB	désirer
ferma	VERB	fermer
comme	ADP	comme
,	PUNCT	,
en	ADP	en
la	DET	le
avait	VERB	avoir
spectacle	NOUN	spectacle
s'	PRON	se
Comme	SCONJ	comme
tressaillit	ADJ	tressaillit
Ce	DET	ce
et	CCONJ	et
bâtisse	NOUN	bâtisse
la	DET	le
si	SCONJ	si
de	ADP	de
presser	VERB	presser
.	PUNCT	.
les	DET	le
,	PUNCT	,
réconfortant	ADJ	réconfortant
.	PUNCT	.
surveillait	VERB	surveiller
,	PUNCT	,
était	AUX	être
éloigna	VERB	éloigner
le	DET	le
.	PUNCT	.
efforçant	VERB	efforcer
pas	NOUN	pas
;	PUNCT	;
rien	PRON	rien
Jessica	PROPN	Jessica
de	ADP	de
elle	PRON	lui
s'	PRON	se
mort	NOUN	mort
voir	VERB	voir
mais	CCONJ	mais
à	ADP	à
presque	ADV	presque
y	PRON	y
la	PRON	le
,	PUNCT	,
Harold	PROPN	Harold
son	DET	son
leurs	DET	leur
pensées	NOUN	pensée
et	CCONJ	et
Un	DET	un
plus	ADV	plus
an	NOUN	an
Il	PRON	il
avaient	AUX	avoir
—	VERB	—
peine	NOUN	peine
.	PUNCT	.
sa	DET	son
grand-oncle	NOUN	grand-oncle
pour	ADP	pour
séculaire	ADJ	séculaire
retrouver	VERB	retrouver
depuis	ADP	depuis
la	DET	le
déjà	ADV	déjà
mois	NOUN	mois
ce	DET	ce
du	ADP	de
vite	ADV	vite
depuis	ADP	depuis
que	SCONJ	que
immobilité	NOUN	immobilité
soudaine	ADJ	soudain
avait	VERB	avoir
un	DET	un
mère	NOUN	mère
sombre	NOUN	sombre
Jessica	PROPN	Jessica
cette	DET	ce
édifice	NOUN	édifice
occupait	VERB	occuper
trois	NUM	trois
disparaître	NOUN	disparaître
maison	NOUN	maison
.	PUNCT	.
découvert	VERB	découvrir
s	NOUN	s
,	PUNCT	,
me	PRON	me
laissé	VERB	laisser
acheté	VERB	acheter
nous	PRON	nous
soir	NOUN	soir
pour	ADP	pour
deux	PRON	deux
avait	AUX	avoir
mourir	VERB	mourir
il	PRON	il
d'	ADP	de
trois	NUM	trois
Margaret	NOUN	margaret
énorme	ADJ	énorme
Il	PRON	il
m'	PRON	me
victorien	ADJ	victorien
sa	DET	son
«	NOUN	«
oncle	NOUN	oncle
à	ADP	à
dîner	NOUN	dîner
:	PUNCT	:
,	PUNCT	,
à	ADP	à
Pride'	NOUN	pride'
manoir	NOUN	manoir
!	PUNCT	!
dire	VERB	dire
,	PUNCT	,
Ryan	PROPN	Ryan
avait	AUX	avoir
Le	DET	le
annoncé	VERB	annoncer
Harbor	PROPN	Harbor
a	AUX	avoir
un	DET	un
Harold	PROPN	Harold
qu'	SCONJ	que
notaire	NOUN	notaire
téléphoné	VERB	téléphoner
avant	ADP	avant
de	ADP	de
maison	NOUN	maison
au	ADP	au
aujourd'hui	ADV	aujourd'hui
ou	CCONJ	ou
a	AUX	avoir
»	PUNCT	»
kilomètres	ADJ	kilomètre
Il	PRON	il
de	ADP	de
...	PUNCT	...
venait	VERB	venir
cents	NOUN	cent
...	PUNCT	...
,	PUNCT	,
appelle	VERB	appeler
hôtel	NOUN	hôtel
.	PUNCT	.
lorsqu'	SCONJ	lorsque
dévisagea	VERB	dévisager
Ça	PRON	cela
nous	PRON	nous
Il	PRON	il
eu	VERB	avoir
a	AUX	avoir
commencer	VERB	commencer
.	PUNCT	.
il	PRON	il
fourchette	NOUN	fourchette
ici	ADV	ici
Tours	NOUN	tour
.	PUNCT	.
légué	VERB	léguer
!	PUNCT	!
l'	PRON	l'
travaux	NOUN	travail
voulait	VERB	vouloir
sa	DET	son
s'	PRON	se
Il	PRON	il
de	ADP	de
Les	DET	le
Posant	VERB	poser
juste	ADV	juste
il	PRON	il
a	AUX	avoir
en	ADP	en
rénovation	NOUN	rénovation
crise	NOUN	crise
faire	VERB	faire
un	DET	un
les	DET	le
d'	ADP	de
cardiaque	ADJ	cardiaque
Jessica	PROPN	Jessica
sa	DET	son
ont	AUX	avoir
mère	NOUN	mère
Pas	ADV	pas
truc	NOUN	truc
prix	NOUN	prix
,	PUNCT	,
sa	DET	son
.	PUNCT	.
.	PUNCT	.
—	PUNCT	—
ça	PRON	cela
,	PUNCT	,
nuit	NOUN	nuit
Mme	NOUN	mme
hôtel	NOUN	hôtel
moins	ADV	moins
sais	NOUN	sai
seulement	ADV	seulement
et	CCONJ	et
où	PRON	où
