entre	ADP	entre
,	PUNCT	,
,	PUNCT	,
peu	ADV	peu
que	PRON	que
ouvert	ADJ	ouvert
,	PUNCT	,
,	PUNCT	,
visage	NOUN	visage
.	PUNCT	.
fils	NOUN	fils
il	PRON	il
ligne	NOUN	ligne
Il	PRON	il
instant	NOUN	instant
tutoyé	VERB	tutoyer
d'	ADP	de
très	ADV	très
de	ADP	de
ai	AUX	avoir
fer	NOUN	fer
a	VERB	avoir
le	DET	le
.	PUNCT	.
celui	PRON	celui
m'	PRON	me
et	CCONJ	et
Celui	PROPN	Celui
c'	PRON	ce
à	ADP	à
j'	PRON	je
brisé	VERB	briser
a	VERB	avoir
mon	DET	mon
une	DET	un
adresse	VERB	adresse
qui	PRON	qui
l'	DET	le
à	ADP	à
cœur	PROPN	cœur
,	PUNCT	,
rideau	NOUN	rideau
autre	PRON	autre
de	ADP	de
à	ADP	à
Le	DET	le
De	ADP	de
faut	VERB	falloir
n'	ADV	n'
censé	ADJ	censé
.	PUNCT	.
.	PUNCT	.
Il	PRON	il
plus	ADV	plus
à	ADP	à
qu'	PRON	qu'
il	PRON	il
réussi	ADV	réussi
.	PUNCT	.
de	ADP	de
est	AUX	être
écris	VERB	écrire
donner	VERB	donner
une	DET	un
ai	VERB	avoir
j'	PRON	je
à	ADP	à
peut-être	ADV	peut-être
en	ADP	en
que	SCONJ	que
moins	ADV	moins
naissance	NOUN	naissance
.	PUNCT	.
comme	ADP	comme
ailleurs	ADV	ailleurs
attendre	VERB	attendre
surgira	VERB	surgir
visage	NOUN	visage
est	AUX	être
toujours	ADV	toujours
mesure	NOUN	mesure
prénom	NOUN	prénom
Je	PRON	je
vivre	VERB	vivre
lui	PRON	lui
encore	ADV	encore
pas	ADV	pas
prénom	NOUN	prénom
.	PUNCT	.
Ce	PRON	ce
d'	ADP	de
moins	ADV	moins
.	PUNCT	.
tard	ADV	tard
un	DET	un
retrouver	VERB	retrouver
cela	PRON	cela
vivant	ADV	vivant
histoire	NOUN	histoire
que	SCONJ	que
et	CCONJ	et
Tout	DET	tout
sortira	VERB	sortir
ordre	NOUN	ordre
très	ADV	très
des	ADP	de
événements	NOUN	événement
J'	PRON	je
je	PRON	je
,	PUNCT	,
n'	ADV	n'
—	VERB	—
de	ADP	de
toujours	ADV	toujours
n'	ADV	n'
nous	PRON	nous
ignore	VERB	ignore
bon	ADJ	bon
après	ADP	après
de	ADP	de
tout	ADV	tout
pas	ADV	pas
à	ADP	à
arrive	VERB	arrive
finit	VERB	finir
.	PUNCT	.
le	DET	le
est	AUX	être
,	PUNCT	,
pas	ADV	pas
loin	ADV	loin
dans	ADP	dans
l'	DET	le
je	PRON	je
lequel	PRON	lequel
Depuis	ADP	depuis
.	PUNCT	.
deux	PRON	deux
la	DET	le
fin	NOUN	fin
en	PRON	en
,	PUNCT	,
en	PRON	en
,	PUNCT	,
nous	PRON	nous
ma	DET	mon
la	DET	le
peux	VERB	pouvoir
,	PUNCT	,
récit	NOUN	récit
de	ADP	de
me	PRON	me
ne	ADV	ne
.	PUNCT	.
Ça	PUNCT	ça
penser	VERB	penser
que	SCONJ	que
de	ADP	de
condamnation	NOUN	condamnation
ressassement	NOUN	ressassement
la	DET	le
faire	VERB	faire
histoire	NOUN	histoire
où	PRON	où
me	PRON	me
pas	ADV	pas
raconter	VERB	raconter
Perpétuité	NOUN	perpétuité
jusqu'	ADP	jusque
peut	VERB	pouvoir
au	ADP	au
je	PRON	je
purge	VERB	purger
prison	NOUN	prison
-on	PRON	on
pas	ADV	pas
.	PUNCT	.
.	PUNCT	.
le	DET	le
autrefois	ADJ	autrefoi
ne	ADV	ne
peine	NOUN	peine
mal	NOUN	mal
est	AUX	être
l'	DET	le
m'	PRON	me
,	PUNCT	,
Mais	CCONJ	mais
empêcher	VERB	empêcher
de	ADP	de
disait	VERB	dire
répète	NOUN	répète
je	PRON	je
Une	DET	un
.	PUNCT	.
.	PUNCT	.
appel	NOUN	appel
moi	PRON	moi
loin	ADV	loin
je	PRON	je
suis	AUX	être
sans	ADP	sans
ai	VERB	avoir
de	ADP	de
mesure	NOUN	mesure
telle	ADJ	tel
façon	NOUN	façon
,	PUNCT	,
je	PRON	je
souffrira	VERB	souffrir
puisse	VERB	pouvoir
Je	PRON	je
des	DET	un
m'	PRON	me
ici	ADV	ici
.	PUNCT	.
perdu	VERB	perdre
fois	NOUN	fois
qui	PRON	qui
clémence	NOUN	clémence
ne	ADV	ne
en	PRON	en
échapper	VERB	échapper
pas	ADV	pas
oublié	VERB	oublier
-	PUNCT	-
une	DET	un
aucune	DET	aucun
que	SCONJ	que
de	ADP	de
de	ADP	de
Alors	ADV	alors
trop	ADV	trop
ne	ADV	ne
derrière	ADP	derrière
même	ADV	même
tous	ADJ	tout
que	PRON	que
élevés	ADJ	élevé
de	ADP	de
,	PUNCT	,
et	CCONJ	et
j'	PRON	je
plus	ADV	plus
murs	NOUN	mur
en	ADP	en
l'	DET	le
je	PRON	je
sois	AUX	être
étranger	VERB	étranger
je	PRON	je
raconte	VERB	raconte
que	SCONJ	que
joue	VERB	joue
raconterai	NOUN	raconterai
absent	ADV	absent
,	PUNCT	,
pointe	NOUN	pointe
rôle	NOUN	rôle
je	PRON	je
l'	DET	le
que	SCONJ	que
.	PUNCT	.
,	PUNCT	,
débarrassé	VERB	débarrasser
ce	PRON	ce
d'	ADP	de
qui	PRON	qui
.	PUNCT	.
à	ADP	à
Et	CCONJ	et
celui	PRON	celui
,	PUNCT	,
ineffaçable	NOUN	ineffaçable
la	DET	le
sois	AUX	être
,	PUNCT	,
la	DET	le
l'	DET	le
plus	ADV	plus
jusqu'	ADP	jusque
somme	NOUN	somme
me	PRON	me
dans	ADP	dans
émotion	NOUN	émotion
devenu	VERB	devenir
petite	ADJ	petit
à	ADP	à
le	DET	le
père	NOUN	père
de	ADP	de
histoire	NOUN	histoire
ce	PRON	ce
le	DET	le
Jusqu'	ADP	jusque
fond	NOUN	fond
qui	PRON	qui
lui	PRON	lui
il	PRON	il
entendre	VERB	entendre
sait	VERB	savoir
,	PUNCT	,
et	CCONJ	et
?	PUNCT	?
sa	DET	son
Qui	PRON	qui
pourrait	VERB	pouvoir
appeler	VERB	appeler
tous	ADJ	tout
vraiment	ADV	vraiment
terré	ADP	terré
qui	PRON	qui
personne	ADJ	personn
je	PRON	je
n'	ADV	n'
Celui	PROPN	Celui
,	PUNCT	,
trou	NOUN	trou
parle	VERB	parle
.	PUNCT	.
pas	ADV	pas
suis	AUX	être
au	ADP	au
comme	SCONJ	comme
a	AUX	avoir
venir	VERB	venir
un	DET	un
avec	ADP	avec
m'	PRON	me
personne	ADJ	personn
voix	NOUN	voix
d'	ADP	de
qu'	SCONJ	que
,	PUNCT	,
car	CCONJ	car
en	ADP	en
à	ADP	à
l'	DET	le
aide	NOUN	aide
.	PUNCT	.
y	PRON	y
ne	ADV	ne
entendre	NOUN	entendre
Pour	ADP	pour
pour	ADP	pour
ville	NOUN	ville
qui	PRON	qui
je	PRON	je
porter	VERB	porter
un	DET	un
à	ADP	à
ceux	PRON	celui
Alors	ADV	alors
fallait	VERB	falloir
n'	ADV	n'
la	DET	le
fin	NOUN	fin
longtemps	ADV	longtemps
de	ADP	de
,	PUNCT	,
passé	VERB	passer
urgence	NOUN	urgence
danger	VERB	danger
errer	VERB	errer
secours	ADJ	secour
pas	ADV	pas
que	SCONJ	que
nous	PRON	nous
ont	AUX	avoir
a	VERB	avoir
connu	VERB	connaître
dans	ADP	dans
la	DET	le
à	ADP	à
il	PRON	il
reprends	VERB	reprendre
Il	PRON	il
il	PRON	il
d'	ADP	de
y	PRON	y
y	PRON	y
.	PUNCT	.
me	PRON	me
jour	NOUN	jour
le	PRON	le
.	PUNCT	.
a	VERB	avoir
passé	VERB	passer
C'	PRON	ce
était	AUX	être
:	PUNCT	:
m'	PRON	me
.	PUNCT	.
partir	VERB	partir
est	AUX	être
a	AUX	avoir
,	PUNCT	,
m'	PRON	me
Il	PRON	il
comme	ADP	comme
nous	PRON	nous
nuit	NOUN	nuit
et	CCONJ	et
bout	NOUN	bout
Nous	PRON	nous
long	ADJ	long
moment	NOUN	moment
glissé	VERB	glisser
bout	NOUN	bout
vide	NOUN	vide
criminel	NOUN	criminel
devant	ADP	devant
sur	ADP	sur
au	ADP	au
avait	AUX	avoir
nuit	NOUN	nuit
son	DET	son
de	ADP	de
dans	ADP	dans
une	DET	un
le	DET	le
témoin	NOUN	témoin
qui	PRON	qui
confronté	VERB	confronter
la	DET	le
avait	AUX	avoir
vu	NOUN	vu
.	PUNCT	.
,	PUNCT	,
portière	NOUN	portière
avions	VERB	avoir
tout	ADV	tout
.	PUNCT	.
un	DET	un
sac	NOUN	sac
observé	VERB	observer
,	PUNCT	,
banquette	NOUN	banquette
,	PUNCT	,
un	DET	un
claqué	VERB	claquer
avancer	VERB	avancer
arrière	ADJ	arrière
en	ADP	en
la	DET	le
dernier	ADJ	dernier
Il	PRON	il
.	PUNCT	.
yeux	NOUN	oeil
ce	DET	ce
,	PUNCT	,
.	PUNCT	.
peur	NOUN	peur
encore	ADV	encore
sueur	NOUN	sueur
envisagé	VERB	envisager
d'	ADP	de
une	DET	un
lui	PRON	lui
trempé	VERB	tremper
,	PUNCT	,
Recroquevillé	NOUN	recroquevillé
j'	PRON	je
j'	PRON	je
mi-clos	ADV	mi-clos
.	PUNCT	.
odeur	NOUN	odeur
acceptait	VERB	accepter
fatigué	VERB	fatiguer
sale	ADJ	sale
,	PUNCT	,
étais	VERB	être
le	DET	le
mais	CCONJ	mais
et	CCONJ	et
J'	PRON	je
qui	PRON	qui
de	ADP	de
annuler	VERB	annuler
il	PRON	il
et	CCONJ	et
homme	NOUN	homme
les	DET	le
voyage	NOUN	voyage
que	PRON	que
avais	VERB	avoir
dégageait	VERB	dégager
à	ADP	à
plusieurs	DET	plusieurs
fois	AUX	fois
,	PUNCT	,
était	AUX	être
la	DET	le
de	ADP	de
attribuais	VERB	attribuer
compte	NOUN	compte
.	PUNCT	.
.	PUNCT	.
Pour	ADP	pour
qu'	PRON	qu'
abandonner	VERB	abandonner
parler	VERB	parler
seul	ADJ	seul
absurde	VERB	absurde
je	PRON	je
regard	NOUN	regard
de	ADP	de
aurais	VERB	avoir
écrire	NOUN	écrire
simple	ADJ	simple
vivait	VERB	vivre
l'	PRON	l'
abandonner	VERB	abandonner
Je	PRON	je
rien	PRON	rien
pas	ADV	pas
voulu	VERB	vouloir
est	AUX	être
était	AUX	être
voulais	VERB	vouloir
très	ADV	très
me	PRON	me
rends	VERB	rendre
.	PUNCT	.
monde	NOUN	monde
Trois	NUM	Trois
il	PRON	il
:	PUNCT	:
ce	PRON	ce
je	PRON	je
ne	ADV	ne
qu'	SCONJ	que
.	PUNCT	.
il	PRON	il
l'	PRON	l'
mots	NOUN	mot
n'	ADV	n'
Il	PRON	il
dérisoires	ADJ	dérisoire
au	ADP	au
au	ADP	au
C'	PRON	ce
était	AUX	être
d'	ADP	de
.	PUNCT	.
à	ADP	à
avec	ADP	avec
.	PUNCT	.
route	NOUN	route
s'	SCONJ	s'
que	SCONJ	que
cela	PRON	cela
solitude	NOUN	solitude
de	ADP	de
je	PRON	je
m'	PRON	me
étais	AUX	être
se	PRON	se
mort	NOUN	mort
,	PUNCT	,
ne	ADV	ne
cacher	VERB	cacher
le	DET	le
pas	ADV	pas
qui	PRON	qui
pas	ADV	pas
confondait	VERB	confondre
chance	NOUN	chance
mots	NOUN	mot
peux	VERB	pouvoir
encore	ADV	encore
l'	PRON	l'
aider	VERB	aider
fallait	VERB	falloir
ouvrait	VERB	ouvrir
Un	DET	un
la	DET	le
mais	CCONJ	mais
demandé	VERB	demander
devant	ADP	devant
ne	ADV	ne
saisir	VERB	saisir
la	DET	le
il	PRON	il
avec	ADP	avec
bref	NOUN	bref
nous	PRON	nous
de	ADP	de
instant	NOUN	instant
je	PRON	je
s'	PRON	se
des	DET	un
sa	DET	son
la	DET	le
champ	NOUN	champ
-	PUNCT	-
En	ADP	en
l'	DET	le
que	SCONJ	que
:	PUNCT	:
avant	ADP	avant
.	PUNCT	.
avec	ADP	avec
creux	PRON	creux
voulais	VERB	vouloir
à	ADP	à
peine	NOUN	peine
refermée	VERB	refermer
ses	DET	son
que	PRON	que
fils	NOUN	fils
échappé	VERB	échapper
était	AUX	être
,	PUNCT	,
la	DET	le
avait	AUX	avoir
.	PUNCT	.
au	ADP	au
,	PUNCT	,
m'	PRON	me
ce	PRON	ce
le	DET	le
nouveau	ADJ	nouveau
—	ADJ	—
ne	ADV	ne
enfant	NOUN	enfant
mort	NOUN	mort
je	PRON	je
écrire	ADJ	écrir
se	PRON	se
dire	VERB	dire
né	VERB	naître
même	ADV	même
mon	DET	mon
C'	PRON	ce
—	ADJ	—
soit	AUX	être
en	ADP	en
j'	PRON	je
ose	VERB	ose
phrase	NOUN	phrase
vérité	NOUN	vérité
relation	NOUN	relation
de	ADP	de
certainement	ADV	certainement
dire	VERB	dire
,	PUNCT	,
Sage	NOUN	sage
et	CCONJ	et
quand	SCONJ	quand
enfant	NOUN	enfant
mains	NOUN	main
.	PUNCT	.
nous	PRON	nous
vie	NOUN	vie
dit	VERB	dire
-on	PRON	on
de	ADP	de
sur	ADP	sur
où	PRON	où
ne	ADV	ne
L'	DET	le
l'	DET	le
pas	ADV	pas
figé	VERB	figer
.	PUNCT	.
Vierge	PROPN	Vierge
,	PUNCT	,
fameux	ADJ	fameux
basculé	VERB	basculer
jour	NOUN	jour
si	ADV	si
bien	ADV	bien
croit	VERB	croire
dans	ADP	dans
comme	ADP	comme
Donc	ADV	donc
notre	DET	notre
parfois	ADV	parfois
une	DET	un
avait	AUX	avoir
...	PUNCT	...
exsangue	ADJ	exsangue
on	PRON	on
à	ADP	à
une	DET	un
peinture	NOUN	peinture
-	NOUN	-
image	NOUN	image
,	PUNCT	,
comme	ADP	comme
le	DET	le
fant	VERB	fer
étions	VERB	être
En	ADP	en
.	PUNCT	.
départ	NOUN	départ
.	PUNCT	.
du	ADP	de
entendrai	VERB	entendre
la	DET	le
le	DET	le
mille	NOUN	mille
sera	AUX	être
asseoir	VERB	asseoir
,	PUNCT	,
je	PRON	je
aussi	ADV	aussi
-il	PRON	il
de	ADP	de
le	DET	le
à	ADP	à
langue	NOUN	langue
de	ADP	de
mort	NOUN	mort
mot	NOUN	mot
,	PUNCT	,
être	ADV	être
Il	PRON	il
un	DET	un
venait	VERB	venir
sa	DET	son
voix	NOUN	voix
son	NOUN	son
puisque	SCONJ	puisque
De	ADP	de
-	ADV	-
s'	PRON	se
n'	ADV	n'
,	PUNCT	,
sans	ADP	sans
Peut	ADV	peut
place	NOUN	place
pas	ADV	pas
la	DET	le
tout	ADJ	tout
là	ADV	là
dans	ADP	dans
le	DET	le
voyage	NOUN	voyage
,	PUNCT	,
.	PUNCT	.
le	DET	le
-t	PART	-t
vise	NOUN	vise
à	ADP	à
silencieux	ADJ	silencieux
chose	NOUN	chose
qui	PRON	qui
de	ADP	de
,	PUNCT	,
resté	VERB	rester
quelque	DET	quelque
un	DET	un
moi	PRON	moi
être	AUX	être
le	DET	le
encore	ADV	encore
clandestin	NOUN	clandestin
être	AUX	être
un	PRON	un
mots	NOUN	mot
être	AUX	être
Il	PRON	il
aurait	AUX	avoir
des	ADP	de
,	PUNCT	,
comme	ADP	comme
crainte	NOUN	crainte
jouet	NOUN	jouet
d'	ADP	de
était	AUX	être
assis	ADJ	assis
...	PUNCT	...
une	DET	un
,	PUNCT	,
côtés	NOUN	côté
comme	ADP	comme
fils	NOUN	fils
manière	NOUN	manière
le	DET	le
mes	DET	mon
ce	PRON	ce
quelqu'	DET	quelque
d'	ADP	de
à	ADP	à
,	PUNCT	,
fils	NOUN	fils
défaut	NOUN	défaut
d'	ADP	de
été	AUX	être
par	ADP	par
de	ADP	de
passager	ADJ	passager
le	DET	le
des	ADP	de
ma	DET	mon
joué	VERB	jouer
que	SCONJ	que
allumé	VERB	allumer
lui	PRON	lui
de	ADP	de
était	AUX	être
reflets	NOUN	reflet
était	AUX	être
le	DET	le
contact	NOUN	contact
le	DET	le
sur	ADP	sur
Il	PRON	il
lumières	NOUN	lumière
pour	ADP	pour
l'	DET	le
lancé	VERB	lancer
pour	ADP	pour
,	PUNCT	,
cours	NOUN	cours
Les	DET	le
vie	NOUN	vie
temps	ADV	temps
.	PUNCT	.
les	DET	le
faisceaux	NOUN	faisceau
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
n'	ADV	n'
,	PUNCT	,
d'	ADP	de
plus	ADV	plus
phares	NOUN	phare
autant	ADV	autant
les	DET	le
de	ADP	de
J'	PRON	je
infléchir	ADJ	infléchir
.	PUNCT	.
avais	VERB	avoir
mis	VERB	mettre
moi	PRON	moi
propre	ADJ	propre
Tout	ADJ	tout
couraient	ADV	couraient
histoire	NOUN	histoire
plus	ADV	plus
visages	NOUN	visage
scènes	NOUN	scène
se	PRON	se
je	PRON	je
regards	NOUN	regard
nos	DET	notre
les	DET	le
plus	ADV	plus
en	ADP	en
perdue	VERB	perdre
.	PUNCT	.
nous	PRON	nous
deux	NUM	deux
la	DET	le
:	PUNCT	:
nos	DET	notre
sans	ADP	sans
de	ADP	de
croisent	VERB	croiser
que	SCONJ	que
deux	PRON	deux
,	PUNCT	,
Nous	PRON	nous
soin	NOUN	soin
fixions	VERB	fixer
père	NOUN	père
,	PUNCT	,
plus	ADV	plus
.	PUNCT	.
mortes	ADJ	mort
fils	NOUN	fils
route	NOUN	route
Et	CCONJ	et
Chacun	PRON	chacun
prenant	VERB	prendre
de	ADP	de
ne	ADV	ne
pensais	VERB	penser
,	PUNCT	,
de	ADP	de
de	ADP	de
,	PUNCT	,
sa	DET	son
vie	NOUN	vie
pas	ADV	pas
.	PUNCT	.
revivait	VERB	revivre
que	SCONJ	que
doute	NOUN	doute
jusqu'	ADP	jusque
dans	ADP	dans
désespérément	VERB	désespérémer
du	ADP	de
nous	PRON	nous
,	PUNCT	,
hommes	NOUN	homme
cherchais	VERB	chercher
Parce	SCONJ	parce
passent	VERB	passer
un	DET	un
lien	NOUN	lien
,	PUNCT	,
il	PRON	il
instants	NOUN	instant
avions	NOUN	avion
route	NOUN	route
découvrir	VERB	découvrir
de	ADP	de
chemin	NOUN	chemin
la	DET	le
sinon	ADV	sinon
.	PUNCT	.
peur	NOUN	peur
Prendre	VERB	prendre
des	ADP	de
nous	PRON	nous
cacher	VERB	cacher
cessé	VERB	cesser
réduire	VERB	réduire
:	PUNCT	:
présent	NOUN	présent
qui	PRON	qui
que	PRON	que
la	DET	le
...	PUNCT	...
à	ADP	à
faire	VERB	faire
n'	ADV	n'
pour	ADP	pour
le	DET	le
distance	NOUN	distance
que	PRON	que
vif	NOUN	vif
d'	ADP	de
pour	ADP	pour
la	DET	le
je	PRON	je
qu'	SCONJ	que
ce	PRON	ce
fils	NOUN	fils
connu	VERB	connaître
de	ADP	de
,	PUNCT	,
envoyée	VERB	envoyer
de	ADP	de
avait	AUX	avoir
fin	NOUN	fin
merde	NOUN	merde
douceur	NOUN	douceur
une	DET	un
lettre	NOUN	lettre
,	PUNCT	,
de	ADP	de
,	PUNCT	,
j'	PRON	je
peau	NOUN	peau
il	PRON	il
rageusement	ADJ	rageusement
la	DET	le
la	DET	le
et	CCONJ	et
de	ADP	de
avant	ADP	avant
de	ADP	de
moi	PRON	moi
traité	VERB	traiter
mon	DET	mon
avais	VERB	avoir
de	ADP	de
notre	DET	notre
âme	NOUN	âme
la	DET	le
jamais	ADV	jamais
ses	DET	son
incomparable	ADJ	incomparable
d'	ADP	de
Léna	PROPN	Léna
,	PUNCT	,
qu'	SCONJ	que
amour	NOUN	amour
lèvres	NOUN	lèvre
précipité	VERB	précipiter
,	PUNCT	,
dans	ADP	dans
chaleur	NOUN	chaleur
,	PUNCT	,
la	DET	le
,	PUNCT	,
avait	AUX	avoir
verrais	VERB	voir
de	ADP	de
faire	AUX	faire
de	ADP	de
de	ADP	de
de	ADP	de
lie	ADJ	li
en	PRON	en
qui	PRON	qui
de	ADP	de
serrer	VERB	serrer
sa	DET	son
avait	AUX	avoir
à	ADP	à
de	ADP	de
...	PUNCT	...
même	ADV	même
au	ADP	au
,	PUNCT	,
salaud	NOUN	salaud
et	CCONJ	et
amusé	VERB	amuser
tête	NOUN	tête
terre	NOUN	terre
...	PUNCT	...
,	PUNCT	,
je	PRON	je
ne	ADV	ne
Non	ADV	non
ce	PRON	ce
perdre	VERB	perdre
sa	DET	son
bête	NOUN	bête
gorge	NOUN	gorge
qui	PRON	qui
bâtard	NOUN	bâtard
pas	ADV	pas
fils	NOUN	fils
haine	NOUN	haine
aussitôt	ADV	aussitôt
l'	DET	le
m'	PRON	me
de	ADP	de
envie	NOUN	envie
de	ADP	de
:	PUNCT	:
la	DET	le
m'	PRON	me
ressemblait	VERB	ressembler
point	NOUN	point
mon	DET	mon
mienne	NOUN	mienne
.	PUNCT	.
,	PUNCT	,
pardonnera	VERB	pardonner
si	SCONJ	si
la	DET	le
doigts	NOUN	doigt
ses	DET	son
que	SCONJ	que
aujourd'hui	ADV	aujourd'hui
,	PUNCT	,
yeux	NOUN	oeil
et	CCONJ	et
,	PUNCT	,
-il	PRON	il
entendu	VERB	entendre
l'	DET	le
ce	DET	ce
la	DET	le
avais	PRON	avais
exorbités	NOUN	exorbité
passe	VERB	passer
pour	ADP	pour
l'	PRON	l'
trait	NOUN	trait
récit	NOUN	récit
,	PUNCT	,
aussi	ADV	aussi
saillante	ADJ	saillant
Me	VERB	me
qui	PRON	qui
ainsi	ADV	ainsi
me	PRON	me
,	PUNCT	,
je	PRON	je
enfant	NOUN	enfant
souvent	ADV	souvent
-t	PART	-t
dans	ADP	dans
pardonnera	VERB	pardonner
les	DET	le
de	ADP	de
-t	PART	-t
-il	PRON	il
langue	NOUN	langue
trait	VERB	traire
mes	DET	mon
jours	NOUN	jour
étau	NOUN	étau
de	ADP	de
nuits	NOUN	nuit
le	DET	le
un	DET	un
.	PUNCT	.
?	PUNCT	?
ses	DET	son
distinctement	VERB	distinctemer
instants	NOUN	instant
une	DET	un
poignée	NOUN	poignée
de	ADP	de
dont	PRON	dont
auxquelles	PRON	auxquelles
cliquetis	NOUN	cliquetis
instantanés	NOUN	instantané
serrure	NOUN	serrure
peut	VERB	pouvoir
pose	NOUN	pose
enfant	NOUN	enfant
une	DET	un
on	PRON	on
d'	ADP	de
guetter	VERB	guetter
dans	ADP	dans
le	DET	le
,	PUNCT	,
traces	NOUN	trace
sans	ADP	sans
un	DET	un
visage	NOUN	visage
peu	ADV	peu
d'	ADP	de
photos	NOUN	photo
fils	NOUN	fils
clef	NOUN	clef
si	ADV	si
Avoir	VERB	avoir
Quelques	DET	quelque
ne	ADV	ne
...	PUNCT	...
,	PUNCT	,
se	PRON	se
Reste	VERB	reste
une	DET	un
,	PUNCT	,
à	ADP	à
représenter	VERB	représenter
,	PUNCT	,
plus	ADV	plus
était	AUX	être
faut	VERB	falloir
.	PUNCT	.
tourner	VERB	tourner
une	DET	un
train	NOUN	train
il	PRON	il
blanche	ADJ	blanc
fait	VERB	faire
images	NOUN	image
le	DET	le
journal	NOUN	journal
,	PUNCT	,
gros	ADJ	gros
.	PUNCT	.
sur	ADP	sur
en	ADP	en
immobilisé	VERB	immobiliser
bouche	NOUN	bouche
au	ADP	au
,	PUNCT	,
ici	ADV	ici
avait	AUX	avoir
se	PRON	se
maintenant	ADV	maintenant
raccrocher	VERB	raccrocher
:	PUNCT	:
c'	PRON	ce
la	DET	le
.	PUNCT	.
Ou	CCONJ	ou
il	PRON	il
Des	DET	un
