Stanislas	PROPN	Stanislas
la	DET	le
réflexions	NOUN	réflexion
pessimistes	NOUN	pessimiste
la	DET	le
,	PUNCT	,
pluie	NOUN	pluie
pour	ADP	pour
sous	ADP	sous
lui	PRON	lui
,	PUNCT	,
imaginative	ADJ	imaginatif
fâcheux	ADJ	fâcheux
,	PUNCT	,
au	ADP	au
instant	NOUN	instant
nature	NOUN	nature
du	ADP	de
attaque	NOUN	attaque
est	AUX	être
un	DET	un
.	PUNCT	.
des	ADP	de
par	ADP	par
ses	DET	son
jointe	ADJ	joindre
loin	ADV	loin
responsabilités	NOUN	responsabilité
que	SCONJ	que
,	PUNCT	,
Il	PRON	il
sortit	NOUN	sortit
humeur	NOUN	humeur
dyspepsie	NOUN	dyspepsie
gâtée	VERB	gâter
pesaient	VERB	peser
sur	ADP	sur
nouvelles	ADJ	nouveau
chance	NOUN	chance
,	PUNCT	,
Il	PRON	il
une	DET	un
pressentiment	NOUN	pressentiment
allait	VERB	aller
de	ADP	de
.	PUNCT	.
pressentiment	NOUN	pressentiment
et	CCONJ	et
était	AUX	être
mais	CCONJ	mais
tourner	VERB	tourner
être	AUX	être
un	DET	un
pressentiment	NOUN	pressentiment
sa	DET	son
l'	DET	le
une	DET	un
quartier	NOUN	quartier
d'	ADP	de
le	DET	le
.	PUNCT	.
.	PUNCT	.
contre	ADP	contre
néanmoins	ADV	néanmoins
pantalon	NOUN	pantalon
hôtels	NOUN	hôtel
cou	NOUN	cou
sergents	NOUN	sergent
Trempées	NOUN	trempée
,	PUNCT	,
il	PRON	il
de	ADP	de
ce	DET	ce
aveuglait	VERB	aveugler
chemin	NOUN	chemin
de	ADP	de
lui	PRON	lui
Il	PRON	il
ses	DET	son
jambes	NOUN	jambe
l'	DET	le
des	ADP	de
tempête	NOUN	tempête
ses	DET	son
l'	PRON	l'
réfléchissait	VERB	réfléchir
que	SCONJ	que
...	PUNCT	...
et	CCONJ	et
Mal	ADV	mal
dessalé	NOUN	dessalé
.	PUNCT	.
poursuivait	VERB	poursuivre
il	PRON	il
,	PUNCT	,
moins	ADV	moins
claquaient	NOUN	claquaient
son	DET	son
eau	NOUN	eau
disposé	VERB	disposer
sentait	VERB	sentir
dans	ADP	dans
et	CCONJ	et
agressif	ADJ	agressif
chevilles	NOUN	cheville
La	DET	le
le	DET	le
de	ADP	de
ruisseler	VERB	ruisseler
sortes	NOUN	sorte
perdu	VERB	perdre
villes	ADJ	ville
,	PUNCT	,
près	ADV	près
,	PUNCT	,
quartier	NOUN	quartier
grandes	ADJ	grand
,	PUNCT	,
se	PRON	se
et	CCONJ	et
rebâties	VERB	rebâtir
défendue	VERB	défendre
morceaux	NOUN	morceau
abri	NOUN	abri
mille	NUM	mille
chauffer	VERB	chauffer
,	PUNCT	,
,	PUNCT	,
peut-être	ADV	peut-être
se	PRON	se
.	PUNCT	.
bizarres	NOUN	bizarre
connaître	VERB	connaître
,	PUNCT	,
un	DET	un
a	VERB	avoir
toutes	DET	tout
ans	NOUN	an
fumer	VERB	fumer
qui	PRON	qui
coins	NOUN	coin
où	PRON	où
pendant	ADP	pendant
la	DET	le
sécher	VERB	sécher
de	ADP	de
et	CCONJ	et
de	ADP	de
Londres	ADJ	londre
ont	AUX	avoir
pipe	NOUN	pipe
toutes	ADJ	tout
été	AUX	être
bâties	VERB	bâtir
,	PUNCT	,
devait	VERB	devoir
les	DET	le
de	ADP	de
comme	ADP	comme
Et	CCONJ	et
terrains	NOUN	terrain
rappela	PRON	rappela
mémoire	NOUN	mémoire
et	CCONJ	et
.	PUNCT	.
de	ADP	de
se	PRON	se
:	PUNCT	:
grandes	ADJ	grand
odeur	NOUN	odeur
de	ADP	de
abord	ADV	abord
passage	NOUN	passage
dans	ADP	dans
conduites	NOUN	conduite
constructions	NOUN	construction
,	PUNCT	,
eau	NOUN	eau
lui	PRON	lui
ses	DET	son
,	PUNCT	,
tout	ADV	tout
et	CCONJ	et
de	ADP	de
dissimulés	VERB	dissimuler
chaude	NOUN	chaude
...	PUNCT	...
d'	ADP	de
,	PUNCT	,
les	DET	le
revit	VERB	revoir
les	DET	le
moisi	NOUN	moisi
lentement	ADV	lentement
masses	NOUN	masse
il	PRON	il
La	DET	le
les	DET	le
puis	CCONJ	puis
sacs	NOUN	sac
d'	ADP	de
,	PUNCT	,
à	ADP	à
l'	DET	le
revint	VERB	revenir
enclavés	ADJ	enclaver
il	PRON	il
le	DET	le
soudain	ADV	soudain
brusque	ADJ	brusque
avec	ADP	avec
,	PUNCT	,
mur	NOUN	mur
,	PUNCT	,
dans	ADP	dans
obscur	ADJ	obscur
Joyeux	PROPN	Joyeux
un	DET	un
bout	NOUN	bout
dans	ADP	dans
les	DET	le
dehors	ADP	dehors
passage	NOUN	passage
lumière	NOUN	lumière
au	ADP	au
rouge	NOUN	rouge
statue	ADJ	statu
où	PRON	où
,	PUNCT	,
porte	VERB	porte
et	CCONJ	et
devant	ADP	devant
tache	NOUN	tache
la	DET	le
de	ADP	de
un	DET	un
tournant	NOUN	tournant
moment	NOUN	moment
seau	NOUN	seau
il	PRON	il
amena	VERB	amener
au	ADP	au
rues	NOUN	rue
au	ADP	au
,	PUNCT	,
l'	PRON	l'
le	DET	le
jusqu'	ADP	jusque
la	DET	le
s'	PRON	se
-	NOUN	-
face	NOUN	face
avança	VERB	avancer
davantage	ADV	davantage
le	DET	le
la	DET	le
...	PUNCT	...
étroit	NOUN	étroit
en	ADP	en
Le	DET	le
,	PUNCT	,
,	PUNCT	,
en	PRON	en
,	PUNCT	,
Le	DET	le
voûté	ADJ	voûter
chaux	NOUN	chaux
L'	DET	le
de	ADP	de
couverte	NOUN	couverte
de	ADP	de
,	PUNCT	,
prit	VERB	prendre
magnifiques	NOUN	magnifique
cette	DET	ce
.	PUNCT	.
murs	NOUN	mur
indication	NOUN	indication
était	AUX	être
commerciaux	ADJ	commercial
sur	ADP	sur
»	PUNCT	»
entre	ADP	entre
immeubles	NOUN	immeuble
les	DET	le
:	PUNCT	:
«	NOUN	«
simple	ADJ	simple
irrégulièrement	ADV	irrégulièrement
une	DET	un
.	PUNCT	.
entrées	VERB	entrer
poussière	NOUN	poussière
,	PUNCT	,
deux	NUM	deux
tombeau	NOUN	tombeau
sol	NOUN	sol
portait	VERB	porter
les	DET	le
plaque	NOUN	plaque
et	CCONJ	et
à	ADP	à
usée	VERB	user
,	PUNCT	,
pavé	VERB	paver
comprimé	VERB	comprimer
la	DET	le
inspecteur	NOUN	inspecteur
blanchis	ADJ	blanchir
côtés	NOUN	côté
couloir	VERB	couloir
il	PRON	il
cour	NOUN	cour
ailleurs	ADV	ailleurs
une	DET	un
le	DET	le
,	PUNCT	,
bâtiments	NOUN	bâtiment
quinze	NUM	quinze
,	PUNCT	,
ni	CCONJ	ni
avait	VERB	avoir
,	PUNCT	,
A	ADP	à
un	DET	un
atteignit	VERB	atteindre
depuis	ADP	depuis
.	PUNCT	.
,	PUNCT	,
il	PRON	il
pas	ADV	pas
des	DET	un
hésiter	VERB	hésiter
,	PUNCT	,
.	PUNCT	.
Des	DET	un
quatre	NUM	quatre
siècle	NOUN	siècle
l'	DET	le
y	PRON	y
dressaient	VERB	dresser
environ	ADV	environ
d'	ADP	de
aspect	NOUN	aspect
mètres	NOUN	mètre
se	PRON	se
petite	ADJ	petit
depuis	ADP	depuis
varié	ADV	varié
avait	VERB	avoir
n'	ADV	n'
dernière	ADJ	dernier
vingt	NUM	vingt
ans	NOUN	an
dont	PRON	dont
sans	ADP	sans
visite	NOUN	visite
sombres	ADJ	sombre
sa	DET	son
en	ADP	en
une	DET	un
une	DET	un
majeure	ADJ	majeur
l'	DET	le
était	AUX	être
encadrant	VERB	encadrer
d'	ADP	de
haut-de-chausses	NOUN	haut-de-chausses
hostile	ADJ	hostile
duquel	PRON	duquel
se	PRON	se
de	ADP	de
Une	DET	un
gris	ADJ	gris
de	ADP	de
cour	NOUN	cour
et	CCONJ	et
d'	ADP	de
partie	NOUN	partie
la	DET	le
gazon	NOUN	gazon
en	ADP	en
de	ADP	de
Et	CCONJ	et
ciel	NOUN	ciel
un	DET	un
homme	NOUN	homme
pierre	NOUN	pierre
par	ADP	par
grille	NOUN	grille
et	CCONJ	et
et	CCONJ	et
trouvait	VERB	trouver
un	DET	un
.	PUNCT	.
pourpoint	VERB	pourpoint
en	ADP	en
effigie	NOUN	effigie
maigre	NOUN	maigre
,	PUNCT	,
rectangle	NOUN	rectangle
,	PUNCT	,
au	ADP	au
milieu	NOUN	milieu
occupée	VERB	occuper
portion	NOUN	portion
entouré	VERB	entourer
.	PUNCT	.
jaune	ADJ	jaune
—	PROPN	—
renseignait	VERB	renseigner
être	AUX	être
Pour	ADP	pour
vous	PRON	vous
terrain	NOUN	terrain
inscription	NOUN	inscription
D'	ADP	de
,	PUNCT	,
Lillyput	PROPN	Lillyput
tour	NOUN	tour
,	PUNCT	,
Ne	ADV	ne
dessous	NOUN	dessous
Sir	X	Sir
.	PUNCT	.
ce	DET	ce
pas	ADV	pas
Maire	NOUN	maire
en	PRON	en
acheta	VERB	acheter
le	PRON	le
Et	CCONJ	et
visiteurs	NOUN	visiteur
Il	PRON	il
:	PUNCT	:
de	ADP	de
Londres	PROPN	Londres
Lord	NOUN	lord
sa	DET	son
tourmenté	VERB	tourmenter
.	PUNCT	.
Thomas	PROPN	Thomas
Quand	SCONJ	quand
sépulture	NOUN	sépulture
.	PUNCT	.
1537	NUM	1537
,	PUNCT	,
mourrez	VERB	mourir
tourmentez	VERB	tourmenter
,	PUNCT	,
.	PUNCT	.
de	ADP	de
à	ADP	à
votre	DET	votre
faire	VERB	faire
les	DET	le
peur	NOUN	peur
en	ADP	en
,	PUNCT	,
le	DET	le
en	ADP	en
londoniens	ADJ	londonien
on	PRON	on
architectes	NOUN	architecte
Qu	PRON	que
,	PUNCT	,
magnats	NOUN	magnat
,	PUNCT	,
-	PROPN	-
.	PUNCT	.
Mais	CCONJ	mais
.	PUNCT	.
droite	NOUN	droite
:	PUNCT	:
utilisé	VERB	utiliser
.	PUNCT	.
ou	CCONJ	ou
cour	NOUN	cour
ne	ADV	ne
bienfaiteur	NOUN	bienfaiteur
Par	ADP	par
et	CCONJ	et
plus	ADP	plus
un	DET	un
récents	ADJ	récent
pour	ADP	pour
amener	VERB	amener
la	DET	le
pas	ADV	pas
avaient	AUX	avoir
,	PUNCT	,
Ci	PRON	ci
leurs	DET	leur
son	DET	son
gît	ADP	gît
charbon	NOUN	charbon
'	PUNCT	'
avaient	AUX	avoir
piété	NOUN	piété
respecté	VERB	respecter
repos	NOUN	repos
,	PUNCT	,
sir	DET	sir
Thomas	PROPN	Thomas
trouble	VERB	trouble
caractères	NOUN	caractère
les	DET	le
à	ADP	à
superstition	NOUN	superstition
inspecteur	NOUN	inspecteur
la	DET	le
occupait	VERB	occuper
à	ADP	à
Rien	PRON	rien
,	PUNCT	,
de	ADP	de
qui	PRON	qui
la	DET	le
maintenue	VERB	maintenir
du	ADP	de
bloc	NOUN	bloc
peu	ADV	peu
de	ADP	de
porte	VERB	porte
avait	AUX	avoir
seau	NOUN	seau
la	DET	le
,	PUNCT	,
l'	DET	le
un	DET	un
archaïque	ADJ	archaïque
dans	ADP	dans
,	PUNCT	,
par	ADP	par
la	DET	le
et	CCONJ	et
l'	DET	le
changé	VERB	changer
de	ADP	de
jadis	PROPN	jadis
délibérément	ADV	délibérément
rouge	NOUN	rouge
.	PUNCT	.
chauffage	NOUN	chauffage
ouverte	VERB	ouvrir
pénétra	VERB	pénétrer
menait	VERB	mener
n'	ADV	n'
de	ADP	de
la	DET	le
quelque	ADV	quelque
de	ADP	de
partie	NOUN	partie
est	AUX	être
installation	NOUN	installation
statue	ADJ	statu
commerce	NOUN	commerce
demi-obscurité	NOUN	demi-obscurité
maison	NOUN	maison
éclaira	VERB	éclairer
salle	NOUN	salle
un	DET	un
me	PRON	me
contre	ADP	contre
ou	CCONJ	ou
la	DET	le
aperçut	VERB	apercevoir
distingua	VERB	distinguer
Watson	PROPN	Watson
pile	NOUN	pile
de	ADP	de
Réprimant	NOUN	réprimant
personnage	NOUN	personnage
—	PUNCT	—
foyer	NOUN	foyer
client	ADV	client
de	ADP	de
Une	DET	un
trompe	VERB	trompe
notre	DET	notre
un	DET	un
il	PRON	il
fourneaux	NOUN	fourneau
voilà	VERB	voilà
.	PUNCT	.
lueur	NOUN	lueur
l'	PRON	l'
.	PUNCT	.
»	PUNCT	»
homme	NOUN	homme
et	CCONJ	et
«	NOUN	«
débris	NOUN	débris
...	PUNCT	...
,	PUNCT	,
,	PUNCT	,
je	PRON	je
le	DET	le
mouvement	NOUN	mouvement
perché	ADJ	percher
2	NUM	2
,	PUNCT	,
sur	ADP	sur
une	DET	un
fort	ADV	fort
des	ADP	de
Oates	NOUN	oate
un	DET	un
surprise	NOUN	surprise
haut	NOUN	haut
et	CCONJ	et
plus	ADV	plus
d'	ADP	de
de	ADP	de
caché	VERB	cacher
mince	ADJ	mince
peut	VERB	pouvoir
.	PUNCT	.
impeccable	ADJ	impeccable
chapeau	NOUN	chapeau
de	ADP	de
qui	PRON	qui
Campion	NOUN	campion
l'	DET	le
,	PUNCT	,
presque	ADV	presque
de	ADP	de
posé	VERB	poser
énormes	NOUN	énorme
visage	NOUN	visage
portait	VERB	porter
tête	NOUN	tête
,	PUNCT	,
au	ADP	au
à	ADP	à
sur	ADP	sur
le	DET	le
drôlement	AUX	drôlement
d'	ADP	de
inattendue	ADJ	inattendu
la	DET	le
élégance	NOUN	élégance
chasseur	NOUN	chasseur
écaille	NOUN	écaille
,	PUNCT	,
de	ADP	de
par	ADP	par
daims	NOUN	daim
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
on	PRON	on
un	DET	un
antique	ADJ	antique
lunettes	ADJ	lunette
long	ADJ	long
ne	ADV	ne
—	PUNCT	—
façon	NOUN	façon
et	CCONJ	et
...	PUNCT	...
temps	ADV	temps
cherchez	VERB	chercher
son	DET	son
...	PUNCT	...
!	PUNCT	!
sale	NOUN	sale
soin	NOUN	soin
—	PUNCT	—
.	PUNCT	.
Il	PRON	il
de	ADP	de
Il	PRON	il
poursuit	VERB	poursuivre
,	PUNCT	,
un	PRON	un
de	ADP	de
secoua	NOUN	secoua
-vous	PRON	vous
quelqu'	DET	quelque
chaleur	NOUN	chaleur
avec	ADP	avec
donc	ADV	donc
attends	ADJ	attend
vous	PRON	vous
énergiquement	VERB	énergiquemer
,	PUNCT	,
le	DET	le
—	PUNCT	—
me	PRON	me
étendit	NOUN	étendit
?	PUNCT	?
enleva	VERB	enlever
Un	DET	un
J'	PROPN	J'
l'	DET	le
Que	ADV	que
imperméable	NOUN	imperméable
et	CCONJ	et
démolit	VERB	démolir
peu	ADV	peu
.	PUNCT	.
le	DET	le
foie	NOUN	foie
?	PUNCT	?
Qui	PRON	qui
Ce	DET	ce
.	PUNCT	.
tranquillité	NOUN	tranquillité
Grands	PROPN	Grands
débarrassa	VERB	débarrasser
revoir	VERB	revoir
chaudière	NOUN	chaudière
La	DET	le
contre	ADP	contre
se	PRON	se
vient	NOUN	vient
Et	CCONJ	et
,	PUNCT	,
première	ADJ	premier
arrestation	NOUN	arrestation
petit	ADJ	petit
,	PUNCT	,
son	DET	son
sentimentale	ADJ	sentimental
presque	ADV	presque
décidément	ADV	décidément
l'	DET	le
.	PUNCT	.
installa	VERB	installer
flic	NOUN	flic
—	PUNCT	—
même	ADV	même
s'	PRON	se
de	ADP	de
un	PRON	un
des	ADP	de
de	ADP	de
Toujours	ADV	toujours
le	DET	le
?	PUNCT	?
chapeau	NOUN	chapeau
?	PUNCT	?
le	DET	le
et	CCONJ	et
Cinq	PROPN	Cinq
la	DET	le
balade	NOUN	balade
,	PUNCT	,
théâtre	NOUN	théâtre
même	ADV	même
L'	DET	le
de	ADP	de
sa	DET	son
—	PUNCT	—
de	ADP	de
ancien	ADJ	ancien
vous	PRON	vous
!	PUNCT	!
Je	PRON	je
ce	DET	ce
un	DET	un
et	CCONJ	et
à	ADP	à
ici	ADV	ici
pourquoi	ADV	pourquoi
pour	ADP	pour
résister	VERB	résister
passé	VERB	passer
qui	PRON	qui
l'	DET	le
.	PUNCT	.
Juste	ADV	juste
Je	PRON	je
fête	NOUN	fête
venant	VERB	venir
produisent	VERB	produire
de	ADP	de
j'	PRON	je
en	ADP	en
Ils	PRON	il
pu	VERB	pouvoir
?	PUNCT	?
Bellocs	NOUN	belloc
—	PUNCT	—
chasseurs	NOUN	chasseur
.	PUNCT	.
locale	ADJ	local
fait	VERB	faire
vieux	NOUN	vieux
ai	AUX	avoir
suis	AUX	être
arbore	NOUN	arbore
cette	DET	ce
chez	ADP	chez
n'	ADV	n'
,	PUNCT	,
une	DET	un
en	ADP	en
de	ADP	de
trouvaille	NOUN	trouvaille
les	DET	le
la	DET	le
campagne	NOUN	campagne
ai	AUX	avoir
travesti	NOUN	travesti
ans	NOUN	an
.	PUNCT	.
tous	ADJ	tout
ahurissants	NOUN	ahurissant
qu'	PRON	qu'
a	VERB	avoir
?	PUNCT	?
Vous	PRON	vous
-ce	PRON	-ce
ce	PRON	ce
en	PRON	en
arrangez	VERB	arranger
cliente	NOUN	client
,	PUNCT	,
Campion	NOUN	campion
bonne	ADJ	bon
?	PUNCT	?
interroger	VERB	interroger
toujours	ADV	toujours
est	AUX	être
—	PUNCT	—
endroits	NOUN	endroit
L'	DET	le
n'	ADV	n'
humeur	NOUN	humeur
vous	PRON	vous
faut	VERB	falloir
,	PUNCT	,
pour	ADP	pour
les	DET	le
plus	ADV	plus
aux	ADP	à
avait	AUX	avoir
pas	ADV	pas
Comment	ADV	comment
une	DET	un
!	PUNCT	!
retrouvé	VERB	retrouver
romanesque	NOUN	romanesque
.	PUNCT	.
pas	ADV	pas
débarquez	VERB	débarquer
.	PUNCT	.
deux	PRON	deux
sa	DET	son
n'	ADV	n'
comme	ADP	comme
vous	PRON	vous
inspecteur	NOUN	inspecteur
il	PRON	il
y	PRON	y
-vous	PRON	vous
Il	PRON	il
grossièrement	ADV	grossièrement
Cette	DET	ce
chambre	NOUN	chambre
est	AUX	être
une	DET	un
.	PUNCT	.
—	PUNCT	—
de	ADP	de
qu'	SCONJ	que
tuyau	NOUN	tuyau
lieu	NOUN	lieu
favorable	ADJ	favorable
même	ADJ	même
me	PRON	me
tiens	VERB	tenir
avec	ADP	avec
Lugg	PROPN	Lugg
de	ADP	de
jeune	ADJ	jeune
encore	ADV	encore
aimable	NOUN	aimable
temps	NOUN	temps
erreur	NOUN	erreur
,	PUNCT	,
l'	DET	le
je	PRON	je
femme	NOUN	femme
si	SCONJ	si
une	DET	un
moi	PRON	moi
.	PUNCT	.
en	ADP	en
le	DET	le
à	ADP	à
:	PUNCT	:
de	ADP	de
induite	VERB	induire
Il	PRON	il
entrevue	NOUN	entrevue
chien	ADV	chien
Je	PRON	je
en	ADP	en
et	CCONJ	et
recherchais	VERB	rechercher
le	DET	le
avec	ADP	avec
fois	NOUN	fois
femme	NOUN	femme
elle	PRON	lui
garde	NOUN	garde
pas	ADV	pas
détective	ADJ	détectiv
m'	PRON	me
êtes	AUX	être
jour	NOUN	jour
Et	CCONJ	et
croit	VERB	croire
titre	NOUN	titre
L'	DET	le
faut	VERB	falloir
esprit	NOUN	esprit
l'	DET	le
Professionnel	NOUN	professionnel
hocha	ADJ	hocha
Que	SCONJ	que
Ne	ADV	ne
...	PUNCT	...
aventure	NOUN	aventure
va	VERB	aller
-vous	ADV	-vous
!	PUNCT	!
de	ADP	de
?	PUNCT	?
.	PUNCT	.
entendre	VERB	entendre
—	PUNCT	—
-t	PART	-t
-il	PRON	il
me	PRON	me
?	PUNCT	?
est	AUX	être
merveille	PROPN	merveille
me	PRON	me
autre	ADJ	autre
—	PUNCT	—
-il	PRON	il
à	ADP	à
qu'	SCONJ	que
.	PUNCT	.
l'	DET	le
venu	VERB	venir
«	NOUN	«
»	PUNCT	»
à	ADP	à
l'	DET	le
maintenant	ADV	maintenant
privé	ADJ	priver
Le	DET	le
inspecteur	NOUN	inspecteur
.	PUNCT	.
exceptionnelles	ADJ	exceptionnel
la	DET	le
histoires	NOUN	histoire
m'	PRON	me
Vous	PRON	vous
?	PUNCT	?
gravement	ADV	gravement
des	DET	un
ce	PRON	ce
est	AUX	être
matins	NOUN	matin
...	PUNCT	...
la	DET	le
j'	PRON	je
C'	PRON	ce
là	ADV	là
Chalices	NOUN	chalice
.	PUNCT	.
dessus	NOUN	dessus
avez	AUX	avoir
de	ADP	de
dernière	ADJ	dernier
Voici	PROPN	Voici
.	PUNCT	.
fini	VERB	finir
—	PUNCT	—
des	ADP	de
lumières	NOUN	lumière
-	AUX	-
fichu	ADJ	fichu
un	PRON	un
—	PUNCT	—
en	PRON	en
—	PUNCT	—
la	DET	le
donc	ADV	donc
...	PUNCT	...
Vous	PRON	vous
avez	VERB	avoir
fois	NOUN	fois
de	ADP	de
frousse	NOUN	frousse
vous	PRON	vous
ces	DET	ce
quatre	NUM	quatre
vraiment	ADV	vraiment
tête	NOUN	tête
attirerez	VERB	attirer
que	PRON	que
Vous	PRON	vous
agit	VERB	agir
par	ADP	par
à	ADP	à
porte	VERB	porte
un	DET	un
travers	NOUN	travers
entends	VERB	entendre
gravera	VERB	graver
D'	ADP	de
-t	PART	-t
Ci	PROPN	Ci
-	PUNCT	-
d'	ADP	de
scandale	NOUN	scandale
,	PUNCT	,
.	PUNCT	.
à	ADP	à
.	PUNCT	.
De	ADP	de
ouverte	VERB	ouvrir
désignant	ADJ	désignant
une	DET	un
?	PUNCT	?
histoires	ADJ	histoire
,	PUNCT	,
»	PUNCT	»
quoi	PRON	quoi
s'	PRON	se
»	PUNCT	»
