celui	PRON	celui
,	PUNCT	,
c'	PRON	ce
Elle	PRON	lui
parents	NOUN	parent
en	ADP	en
après	ADP	après
était	AUX	être
jour	NOUN	jour
surprise	NOUN	surprise
quelques	DET	quelque
de	ADP	de
accident	NOUN	accident
par	ADP	par
.	PUNCT	.
adorée	VERB	adorer
d'	ADP	de
et	CCONJ	et
lendemain	NOUN	lendemain
Laurie	PROPN	Laurie
Affligée	NOUN	affligé
les	PRON	le
,	PUNCT	,
à	ADP	à
pris	VERB	prendre
.	PUNCT	.
invitant	VERB	inviter
ses	DET	son
semaines	NOUN	semaine
,	PUNCT	,
Wyveling	PROPN	Wyveling
mort	NOUN	mort
quatrième	ADJ	quatrième
née	NOUN	née
au	ADP	au
son	DET	son
de	ADP	de
,	PUNCT	,
la	DET	le
mère	NOUN	mère
une	DET	un
,	PUNCT	,
tous	ADJ	tout
avait	AUX	avoir
surveillance	NOUN	surveillance
était	AUX	être
ans	NOUN	an
affliction	NOUN	affliction
affection	NOUN	affection
non	ADV	non
décelée	VERB	déceler
soudain	ADV	soudain
Du	ADP	de
débordant	VERB	déborder
sa	DET	son
une	DET	un
l'	DET	le
,	PUNCT	,
les	DET	le
nécessitait	VERB	nécessiter
,	PUNCT	,
l'	DET	le
gaie	ADJ	gai
qui	PRON	qui
,	PUNCT	,
surtout	ADV	surtout
sa	DET	son
famille	NOUN	famille
.	PUNCT	.
d'	ADP	de
dans	ADP	dans
d'	ADP	de
,	PUNCT	,
Son	DET	son
,	PUNCT	,
,	PUNCT	,
de	ADP	de
plongé	VERB	plonger
à	ADP	à
une	DET	un
décès	NOUN	décès
de	ADP	de
malformation	NOUN	malformation
cardiaque	ADJ	cardiaque
instants	NOUN	instant
enfant	NOUN	enfant
quinze	NUM	quinze
.	PUNCT	.
âge	NOUN	âge
Christine	PROPN	Christine
de	ADP	de
Yarchester	PROPN	Yarchester
véhiculer	VERB	véhiculer
La	DET	le
temps	NOUN	temps
vivant	NOUN	vivant
à	ADP	à
sa	DET	son
une	DET	un
de	ADP	de
là	NOUN	là
et	CCONJ	et
,	PUNCT	,
avait	AUX	avoir
de	ADP	de
son	DET	son
pour	ADP	pour
enfant	NOUN	enfant
sa	DET	son
de	ADP	de
une	DET	un
de	ADP	de
,	PUNCT	,
partie	NOUN	partie
Christine	PROPN	Christine
avait	AUX	avoir
privé	VERB	priver
l'	DET	le
entre	ADP	entre
,	PUNCT	,
seulement	ADV	seulement
consacré	VERB	consacrer
.	PUNCT	.
la	DET	le
grande	ADJ	grand
non	ADV	non
à	ADP	à
mort	NOUN	mort
école	NOUN	école
à	ADP	à
maison	NOUN	maison
mentaux	ADJ	mental
cinquante	NUM	cinquante
kilomètres	NOUN	kilomètre
fille	NOUN	fille
Laurie	PROPN	Laurie
située	VERB	situer
cadette	NOUN	cadette
handicapés	NOUN	handicapé
Leurs	DET	leur
de	ADP	de
sur	ADP	sur
-	NUM	-
de	ADP	de
,	PUNCT	,
mais	CCONJ	mais
assurances	NOUN	assurance
Tim	X	Tim
raison	NOUN	raison
le	DET	le
plus	ADV	plus
du	ADP	de
Richard	PROPN	Richard
de	ADP	de
journées	NOUN	journée
Derek	PROPN	Derek
une	DET	un
la	DET	le
trois	NUM	trois
.	PUNCT	.
marketing	NOUN	marketing
,	PUNCT	,
occupation	NOUN	occupation
vivre	NOUN	vivre
et	CCONJ	et
route	NOUN	route
.	PUNCT	.
sur	ADP	sur
,	PUNCT	,
la	DET	le
aînés	NOUN	aîné
sa	DET	son
clair	ADJ	clair
directeur	NOUN	directeur
de	ADP	de
trois	NUM	trois
quarante	NUM	quarante
ses	DET	son
d'	ADP	de
vie	NOUN	vie
régional	ADJ	régional
mutuelle	ADJ	mutuel
,	PUNCT	,
passait	VERB	passer
ans	NOUN	an
son	DET	son
d'	ADP	de
,	PUNCT	,
importante	ADJ	important
famille	NOUN	famille
Lyn	PROPN	Lyn
Briqueterie	PROPN	Briqueterie
N'	ADV	n'
parce	SCONJ	parce
maison	NOUN	maison
et	CCONJ	et
la	DET	le
avait	AUX	avoir
n'	ADV	n'
ils	PRON	il
avaient	AUX	avoir
compagnie	NOUN	compagnie
à	ADP	à
étudiaient	ADV	étudiaient
elle	PRON	lui
la	DET	le
de	ADP	de
idéale	ADJ	idéal
ayant	AUX	avoir
à	ADP	à
que	PRON	que
Christine	PROPN	Christine
travaillaient	VERB	travailler
plus	ADV	plus
ou	CCONJ	ou
pour	ADP	pour
une	DET	un
était	AUX	être
plus	ADV	plus
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
achetée	VERB	acheter
d'	DET	d'
habitaient	VERB	habiter
nombreuse	ADJ	nombreux
.	PUNCT	.
qu'	SCONJ	que
celle	PRON	celui
la	DET	le
autre	ADJ	autre
chien	NOUN	chien
propriété	NOUN	propriété
qu'	PRON	qu'
désormais	ADV	désormais
,	PUNCT	,
à	ADP	à
commencé	VERB	commencer
son	DET	son
sa	DET	son
dans	ADP	dans
allures	NOUN	allure
annonçant	VERB	annoncer
,	PUNCT	,
d'	ADP	de
glisser	VERB	glisser
des	DET	un
avait	AUX	avoir
.	PUNCT	.
pour	ADP	pour
sa	DET	son
jours	NOUN	jour
dans	ADP	dans
la	DET	le
de	ADP	de
fil	NOUN	fil
avait	AUX	avoir
lui-même	PRON	lui-même
son	DET	son
de	ADP	de
chez	ADP	chez
il	PRON	il
spirale	NOUN	spirale
coup	NOUN	coup
de	ADP	de
au	ADP	au
mieux	ADV	mieux
surmonter	VERB	surmonter
de	ADP	de
de	ADP	de
,	PUNCT	,
dépression	NOUN	dépression
femme	NOUN	femme
passer	VERB	passer
Le	DET	le
peine	NOUN	peine
Enid	NOUN	enid
essayant	VERB	essayer
eux	PRON	lui
bénédiction	NOUN	bénédiction
quelques	DET	quelque
pour	ADP	pour
.	PUNCT	.
Inquiet	PROPN	Inquiet
intention	NOUN	intention
la	DET	le
Derek	PROPN	Derek
vu	VERB	voir
pris	VERB	prendre
engager	VERB	engager
arrivée	NOUN	arrivée
la	DET	le
lendemain	NOUN	lendemain
un	DET	un
.	PUNCT	.
l'	DET	le
lorsque	SCONJ	lorsque
de	ADP	de
meilleur	ADJ	meilleur
le	DET	le
portail	NOUN	portail
de	ADP	de
.	PUNCT	.
belle-mère	NOUN	belle-mère
bas	ADJ	bas
Christine	PROPN	Christine
il	PRON	il
noir	VERB	noir
matin	NOUN	matin
pour	ADP	pour
novembre	NOUN	novembre
allée	NOUN	allée
de	ADP	de
possible	ADJ	possible
sa	DET	son
pour	ADP	pour
s'	PRON	se
et	CCONJ	et
un	DET	un
petite	ADJ	petit
l'	DET	le
le	DET	le
sous	ADP	sous
froid	NOUN	froid
dérivatif	NOUN	dérivatif
dans	ADP	dans
Le	DET	le
ciel	NOUN	ciel
,	PUNCT	,
Fiat	PROPN	Fiat
samedi	NOUN	samedi
était	AUX	être
avait	AUX	avoir
franchi	VERB	franchir
,	PUNCT	,
imminente	ADJ	imminent
précipité	VERB	précipiter
gravier	NOUN	gravier
s'	PRON	se
ancien	ADJ	ancien
C'	PRON	ce
averse	NOUN	averse
sortant	VERB	sortir
donc	ADV	donc
dit	VERB	dire
-	PUNCT	-
une	DET	un
situé	VERB	situer
vous	PRON	vous
deux	PRON	deux
s'	PRON	se
Les	DET	le
le	DET	le
gentil	ADJ	gentil
dans	ADP	dans
-il	PRON	il
de	ADP	de
garage	NOUN	garage
sa	DET	son
avait	AUX	avoir
nuages	NOUN	nuage
charrettes	NOUN	charrette
vraiment	ADV	vraiment
,	PUNCT	,
très	ADV	très
-	PUNCT	-
un	DET	un
le	DET	le
du	ADP	de
de	ADP	de
à	ADP	à
à	ADP	à
étaient	AUX	être
coffre	NOUN	coffre
Enid	PROPN	Enid
hangar	NOUN	hangar
en	ADP	en
attardés	VERB	attarder
venaient	ADV	venaient
grêle	PROPN	grêle
.	PUNCT	.
à	ADP	à
.	PUNCT	.
Tous	ADJ	tout
valise	NOUN	valise
est	AUX	être
déverser	VERB	déverser
derrière	ADP	derrière
commencer	VERB	commencer
intention	NOUN	intention
et	CCONJ	et
répliqué	VERB	répliquer
ondée	NOUN	ondée
je	PRON	je
de	ADP	de
portail	NOUN	portail
-elle	PRON	lui
partir	VERB	partir
-	PUNCT	-
très	ADV	très
intéressé	VERB	intéresser
là	ADV	là
Majorque	PRON	majorque
avec	ADP	avec
assure	VERB	assure
fin	NOUN	fin
,	PUNCT	,
J'	PRON	je
.	PUNCT	.
la	DET	le
-	PROPN	-
de	ADP	de
angle	VERB	angle
à	ADP	à
droit	ADJ	droit
ai	VERB	avoir
l'	DET	le
.	PUNCT	.
Rien	PRON	rien
vivement	ADV	vivement
arrêtée	VERB	arrêter
lui	PRON	lui
,	PUNCT	,
de	ADP	de
jusqu'	ADP	jusque
bien	ADV	bien
l'	DET	le
vous	PRON	vous
dedans	ADJ	dedan
.	PUNCT	.
gentil	VERB	gentil
,	PUNCT	,
C'	PRON	ce
est	AUX	être
-	PUNCT	-
faisant	VERB	faire
avait	AUX	avoir
pour	ADP	pour
Derek	PROPN	Derek
et	CCONJ	et
mais	CCONJ	mais
rester	VERB	rester
Christine	PROPN	Christine
qu'	SCONJ	que
sais	VERB	savoir
,	PUNCT	,
pas	ADV	pas
Long	ADJ	long
de	ADP	de
.	PUNCT	.
Il	PRON	il
la	DET	le
soixante-quinze	NUM	soixante-quinze
pas	ADV	pas
se	PRON	se
je	PRON	je
.	PUNCT	.
un	DET	un
se	PRON	se
si	SCONJ	si
sainte	NOUN	saint
Enid	NOUN	enid
ne	ADV	ne
vacances	NOUN	vacance
pourrai	VERB	pouvoir
boulot	NOUN	boulot
,	PUNCT	,
trouve	VERB	trouve
seule	ADJ	seul
indéfiniment	ADV	indéfiniment
.	PUNCT	.
profiter	VERB	profiter
faut	VERB	falloir
ici	ADV	ici
mes	DET	mon
vite	ADV	vite
que	SCONJ	que
elle	PRON	lui
journée	NOUN	journée
dans	ADP	dans
toute	ADJ	tout
ne	ADV	ne
son	DET	son
chagrin	NOUN	chagrin
morfond	VERB	morfondre
je	PRON	je
peut	VERB	pouvoir
avait	VERB	avoir
Elle	PRON	lui
foulard	PROPN	foulard
alors	ADV	alors
:	PUNCT	:
,	PUNCT	,
elle	PRON	lui
était	AUX	être
ans	NOUN	an
véritable	ADJ	véritable
Malgré	ADP	malgré
de	ADP	de
cou	NOUN	cou
,	PUNCT	,
santé	NOUN	santé
léger	NOUN	léger
paraissait	VERB	paraître
toujours	ADV	toujours
regard	NOUN	regard
indication	NOUN	indication
un	DET	un
ses	DET	son
Son	DET	son
.	PUNCT	.
.	PUNCT	.
mais	CCONJ	mais
.	PUNCT	.
en	PRON	en
