hébétée	VERB	hébéter
piquets	NOUN	piquet
mener	VERB	mener
goudron	NOUN	goudron
en	ADP	en
sommaire	ADJ	sommaire
la	PRON	le
plaque	NOUN	plaque
.	PUNCT	.
la	DET	le
pour	ADP	pour
voiture	NOUN	voiture
appentis	NOUN	appentis
derrière	ADP	derrière
,	PUNCT	,
c'	PRON	ce
couvert	NOUN	couvert
cubique	ADJ	cubique
prit	VERB	prendre
par	ADP	par
était	AUX	être
volant	NOUN	volant
maison	NOUN	maison
le	DET	le
hauts	ADJ	haut
de	ADP	de
en	ADP	en
seulement	ADV	seulement
sous	ADP	sous
roseaux	NOUN	roseau
secs	ADJ	sec
:	PUNCT	:
dans	ADP	dans
un	DET	un
cependant	ADV	cependant
,	PUNCT	,
.	PUNCT	.
l'	DET	le
de	ADP	de
fillette	NOUN	fillette
mat	ADJ	mat
portant	VERB	porter
dans	ADP	dans
haut	NOUN	haut
de	ADP	de
Branko	PRON	branko
peu	ADV	peu
de	ADP	de
enveloppée	VERB	envelopper
à	ADP	à
étage	NOUN	étage
des	DET	un
,	PUNCT	,
s'	PRON	se
de	ADP	de
inconsciente	ADJ	inconscient
suivit	NOUN	suivit
,	PUNCT	,
espace	NOUN	espace
à	ADP	à
y	PRON	y
un	DET	un
cheveux	ADJ	cheveux
noirs	ADJ	noir
tortillons	NOUN	tortillon
De	ADP	de
la	DET	le
l'	DET	le
.	PUNCT	.
front	NOUN	front
celle-ci	PRON	celui-ci
l'	DET	le
Dans	ADP	dans
la	DET	le
,	PUNCT	,
ne	ADV	ne
tête	NOUN	tête
,	PUNCT	,
que	SCONJ	que
:	PUNCT	:
un	DET	un
.	PUNCT	.
édifice	NOUN	édifice
le	DET	le
stationnement	ADV	stationnement
apercevait	VERB	apercevoir
203	NUM	203
places	NOUN	place
couleur	NOUN	couleur
arrière	NOUN	arrière
sens	NOUN	sens
le	DET	le
deux	NUM	deux
203	NUM	203
d'	ADP	de
,	PUNCT	,
dans	ADP	dans
le	DET	le
autre	ADJ	autre
espagnoles	ADJ	espagnol
l'	DET	le
qui	PRON	qui
contre	ADP	contre
prise	VERB	prendre
vide	ADJ	vide
de	ADP	de
arrière	ADJ	arrière
place	NOUN	place
plaques	NOUN	plaque
Maurer	PROPN	Maurer
pare-chocs	NOUN	pare-chocs
arrêta	VERB	arrêter
.	PUNCT	.
La	DET	le
était	AUX	être
maison	NOUN	maison
de	ADP	de
des	ADP	de
Oldsmobile	PROPN	Oldsmobile
même	ADJ	même
.	PUNCT	.
le	DET	le
avait	VERB	avoir
mur	NOUN	mur
et	CCONJ	et
était	AUX	être
rat	NOUN	rat
L'	DET	le
une	DET	un
gris	ADJ	gris
rangée	VERB	ranger
la	DET	le
,	PUNCT	,
Peugeot	PROPN	Peugeot
immatriculation	NOUN	immatriculation
par	ADP	par
la	DET	le
Les	DET	le
portières	NOUN	portière
États-Unis	PROPN	États-Unis
Peugeot	PROPN	Peugeot
immatriculé	VERB	immatriculer
.	PUNCT	.
les	DET	le
maison	NOUN	maison
montraient	VERB	montrer
intérêt	NOUN	intérêt
pour	ADP	pour
descendit	VERB	descendre
Avançant	VERB	avancer
Oldsmobile	PROPN	Oldsmobile
l'	DET	le
était	AUX	être
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
véhicule	NOUN	véhicule
de	ADP	de
la	DET	le
de	ADP	de
ce	DET	ce
l'	DET	le
marcha	NOUN	marcha
vers	ADP	vers
appentis	NOUN	appentis
Floride	NOUN	floride
,	PUNCT	,
de	ADP	de
noire	ADJ	noir
la	DET	le
.	PUNCT	.
que	SCONJ	que
façade	NOUN	façade
aux	ADP	à
quitta	VERB	quitter
voiture	NOUN	voiture
ne	ADV	ne
Maurer	VERB	maurer
verrouilla	VERB	verrouiller
manifesta	AUX	manifesta
nul	ADJ	nul
en	ADP	en
plaques	NOUN	plaque
pas	ADV	pas
.	PUNCT	.
ne	ADV	ne
sans	ADP	sans
l'	DET	le
tête	NOUN	tête
une	DET	un
.	PUNCT	.
derrière	ADP	derrière
vers	ADP	vers
la	DET	le
25	NUM	25
de	ADP	de
et	CCONJ	et
de	ADP	de
d'	ADP	de
.	PUNCT	.
le	DET	le
était	AUX	être
avec	ADP	avec
,	PUNCT	,
homme	NOUN	homme
masse	NOUN	masse
,	PUNCT	,
herbe	NOUN	herbe
de	ADP	de
il	PRON	il
édifice	NOUN	édifice
longea	VERB	longer
jeune	ADJ	jeune
,	PUNCT	,
un	DET	un
dunes	NOUN	dune
un	DET	un
moins	ADV	moins
flanc	NOUN	flanc
laiton	NOUN	laiton
livides	NOUN	livide
l'	DET	le
doute	NOUN	doute
soi	ADV	soi
Maurer	VERB	maurer
noire	ADJ	noir
ciel	NOUN	ciel
couronnées	VERB	couronner
au-dessus	ADV	au-dessus
de	ADP	de
cobalt	NOUN	cobalt
de	ADP	de
océan	NOUN	océan
de	ADP	de
ans	NOUN	an
et	CCONJ	et
,	PUNCT	,
était	AUX	être
col	NOUN	col
rangers	NOUN	rangers
le	DET	le
,	PUNCT	,
Il	PRON	il
à	ADP	à
entre	ADP	entre
pantalon	NOUN	pantalon
était	AUX	être
carré	VERB	carrer
bleu	NOUN	bleu
pommettes	NOUN	pommette
,	PUNCT	,
ferme	ADJ	ferme
épais	ADJ	épais
un	DET	un
la	DET	le
aux	ADP	à
bleu	NOUN	bleu
marine	ADJ	marine
droit	ADJ	droit
et	CCONJ	et
drap	NOUN	drap
large	ADJ	large
bouche	NOUN	bouche
charnue	VERB	charnue
,	PUNCT	,
,	PUNCT	,
roulé	VERB	rouler
nez	NOUN	nez
en	ADP	en
,	PUNCT	,
un	DET	un
de	ADP	de
le	DET	le
des	DET	un
menton	NOUN	menton
sur	ADP	sur
.	PUNCT	.
caban	NOUN	caban
noir	ADJ	noir
Le	DET	le
visage	NOUN	visage
pieds	NOUN	pied
grand	ADJ	grand
léger	ADJ	léger
des	DET	un
chandail	NOUN	chandail
.	PUNCT	.
.	PUNCT	.
rasées	VERB	raser
sourcils	NOUN	sourcil
filasse	VERB	filer
sous	ADP	sous
hautes	NOUN	haute
étaient	AUX	être
entendit	VERB	entendre
,	PUNCT	,
très	ADV	très
courtes	NOUN	courte
front	ADJ	front
son	DET	son
gris	VERB	gris
sur	ADP	sur
,	PUNCT	,
nuque	NOUN	nuque
haut	NOUN	haut
presque	ADV	presque
obliques	ADJ	oblique
.	PUNCT	.
homme	NOUN	homme
yeux	NOUN	oeil
peu	ADV	peu
étaient	AUX	être
du	ADP	de
crâne	NOUN	crâne
le	DET	le
et	CCONJ	et
.	PUNCT	.
jeune	ADJ	jeune
fer	NOUN	fer
mèches	ADJ	mèche
un	DET	un
un	DET	un
Le	DET	le
des	DET	un
bataillaient	ADV	bataillaient
La	DET	le
Une	DET	un
large	NOUN	large
les	DET	le
multitude	NOUN	multitude
de	ADP	de
incolores	ADJ	incolore
Les	DET	le
tempes	PRON	tempes
un	DET	un
et	CCONJ	et
arrière	NOUN	arrière
au	ADP	au
quelques	DET	quelque
puis	CCONJ	puis
sa	DET	son
,	PUNCT	,
pareil	NOUN	pareil
blafard	ADJ	blafard
unique	ADJ	unique
on	PRON	on
.	PUNCT	.
Sans	ADP	sans
vit	VERB	voir
du	ADP	de
bouteille	NOUN	bouteille
il	PRON	il
fort	ADV	fort
lui	PRON	lui
la	DET	le
un	DET	un
tirant	ADV	tirant
tomber	VERB	tomber
l'	DET	le
d'	ADP	de
en	ADP	en
une	DET	un
tête	NOUN	tête
en	ADP	en
rejeta	VERB	rejeter
,	PUNCT	,
petits	ADJ	petit
apercevoir	VERB	apercevoir
qu'	SCONJ	que
ralentir	VERB	ralentir
et	CCONJ	et
débouche	VERB	débouche
pour	ADP	pour
et	CCONJ	et
marche	NOUN	marche
devant	ADP	devant
fragments	NOUN	fragment
il	PRON	il
le	DET	le
de	ADP	de
vitre	NOUN	vitre
cliquetis	NOUN	cliquetis
bruit	NOUN	bruit
sable	NOUN	sable
fenêtre	NOUN	fenêtre
sur	ADP	sur
atteint	VERB	atteindre
latéral	ADJ	latéral
redressant	VERB	redresser
des	DET	un
eut	VERB	avoir
masquée	VERB	masquer
mur	NOUN	mur
en	ADP	en
entrée	NOUN	entrée
était	AUX	être
quatre	NUM	quatre
enjambées	NOUN	enjambée
fenêtres	NOUN	fenêtre
En	ADP	en
.	PUNCT	.
le	DET	le
et	CCONJ	et
maison	NOUN	maison
du	ADP	de
contrevents	NOUN	contrevent
étage	NOUN	étage
de	ADP	de
d'	ADP	de
il	PRON	il
l'	DET	le
longeait	VERB	longer
bâtiment	NOUN	bâtiment
et	CCONJ	et
coin	NOUN	coin
toutes	ADJ	tout
la	DET	le
porte	NOUN	porte
Elle	PRON	lui
il	PRON	il
les	DET	le
à	ADP	à
la	DET	le
par	ADP	par
tourné	VERB	tourner
la	DET	le
tête	NOUN	tête
quelques	ADJ	quelque
Maurer	VERB	maurer
.	PUNCT	.
En	ADP	en
comme	ADP	comme
qu'	PRON	qu'
accéléra	NOUN	accéléra
.	PUNCT	.
.	PUNCT	.
en	ADP	en
il	PRON	il
doucement	ADV	doucement
droite	NOUN	droite
appuyant	VERB	appuyer
la	DET	le
marchant	NOUN	marchant
poussa	VERB	pousser
blanc	ADJ	blanc
son	DET	son
effaçant	VERB	effacer
aussitôt	ADV	aussitôt
;	PUNCT	;
puis	CCONJ	puis
boutons	NOUN	bouton
épaule	NOUN	épaule
plongea	VERB	plonger
gauche	NOUN	gauche
au	ADP	au
dans	ADP	dans
il	PRON	il
de	ADP	de
de	ADP	de
défait	VERB	défaire
;	PUNCT	;
deux	NUM	deux
mur	NOUN	mur
extérieur	ADJ	extérieur
gauche	ADJ	gauche
échancrure	NOUN	échancrure
le	DET	le
crépi	ADJ	crépi
de	ADP	de
,	PUNCT	,
du	ADP	de
caban	NOUN	caban
ciment	NOUN	ciment
main	NOUN	main
son	DET	son
la	DET	le
battant	NOUN	battant
vêtement	NOUN	vêtement
ouvrit	NOUN	ouvrit
,	PUNCT	,
s'	PRON	se
l'	DET	le
avait	AUX	avoir
et	CCONJ	et
,	PUNCT	,
il	PRON	il
,	PUNCT	,
un	DET	un
occupait	VERB	occuper
lent	ADV	lent
la	DET	le
le	DET	le
risquant	VERB	risquer
séjour	PRON	séjour
dépareillés	VERB	dépareiller
delà	ADV	delà
,	PUNCT	,
avec	ADP	avec
d'	ADP	de
bambou	NOUN	bambou
par	ADP	par
un	DET	un
que	SCONJ	que
.	PUNCT	.
carrelé	VERB	carreler
de	ADP	de
parce	SCONJ	parce
écouter	VERB	écouter
fauteuils	NOUN	fauteuil
d'	ADP	de
porte	VERB	porte
œil	NOUN	œil
couleur	NOUN	couleur
brique	ADJ	brique
sol	NOUN	sol
océan	NOUN	océan
presque	ADV	presque
des	DET	un
-	PROPN	-
dans	ADP	dans
l'	DET	le
la	DET	le
et	CCONJ	et
bruit	NOUN	bruit
pénombre	NOUN	pénombre
bien	ADV	bien
tout	ADJ	tout
empêchait	NOUN	empêchait
salle	NOUN	salle
le	DET	le
rez-de-chaussée	NOUN	rez-de-chaussée
l'	DET	le
coup	NOUN	coup
de	ADP	de
en	ADP	en
Une	DET	un
blanchâtres	ADJ	blanchâtre
deux	NUM	deux
un	DET	un
une	DET	un
géométriques	ADJ	géométrique
cornées	VERB	corner
,	PUNCT	,
encore	ADV	encore
grand	ADJ	grand
un	DET	un
rideaux	NOUN	rideau
à	ADP	à
sièges	NOUN	siège
,	PUNCT	,
passée	VERB	passer
,	PUNCT	,
revues	ADJ	revoir
.	PUNCT	.
sur	ADP	sur
table	NOUN	table
vieilles	ADJ	vieux
en	ADP	en
photographies	NOUN	photographie
de	ADP	de
de	ADP	de
toile	NOUN	toile
les	DET	le
murs	NOUN	mur
punaisées	VERB	punaiser
ovale	ADJ	ovale
âtre	NOUN	âtre
des	DET	un
,	PUNCT	,
motifs	NOUN	motif
entourée	VERB	entourer
amas	NOUN	amas
,	PUNCT	,
sur	ADP	sur
et	CCONJ	et
rotin	NOUN	rotin
vide	NOUN	vide
de	ADP	de
y	PRON	y
et	CCONJ	et
des	ADP	de
basse	ADJ	bas
canapés	NOUN	canapé
avait	VERB	avoir
format	NOUN	format
Il	PRON	il
à	ADP	à
à	ADP	à
éteintes	VERB	éteindre
football	NOUN	football
.	PUNCT	.
espagnoles	NOUN	espagnol
arrachées	VERB	arracher
nues	ADJ	nu
entrée	NOUN	entrée
noir	NOUN	noir
fil	NOUN	fil
d'	ADP	de
plafond	NOUN	plafond
escalier	NOUN	escalier
représentant	NOUN	représentant
ne	ADV	ne
équipes	NOUN	équipe
pendaient	VERB	pendre
personne	ADJ	personn
.	PUNCT	.
diverses	ADJ	divers
de	ADP	de
d'	ADP	de
magazines	NOUN	magazine
blanc	ADJ	blanc
,	PUNCT	,
.	PUNCT	.
Face	NOUN	face
voyait	VERB	voir
deux	NUM	deux
au	ADP	au
porte	NOUN	porte
en	ADP	en
alimentation	NOUN	alimentation
points	NOUN	point
et	CCONJ	et
la	DET	le
de	ADP	de
On	PRON	on
plâtre	VERB	plâtre
bout	NOUN	bout
du	ADP	de
ampoules	NOUN	ampoule
de	ADP	de
leur	DET	leur
De	ADP	de
des	DET	un
électriques	ADJ	électrique
un	DET	un
deux	NUM	deux
cuisine	NOUN	cuisine
et	CCONJ	et
la	DET	le
trappe	NOUN	trappe
voyant	VERB	voir
par	ADP	par
droit	ADJ	droit
dans	ADP	dans
salle	NOUN	salle
et	CCONJ	et
la	DET	le
gauche	NOUN	gauche
là	ADV	là
séjour	ADP	séjour
l'	DET	le
l'	DET	le
plafond	NOUN	plafond
,	PUNCT	,
d'	ADP	de
ouverte	ADJ	ouvert
le	DET	le
-	ADJ	-
la	DET	le
montait	VERB	monter
dans	ADP	dans
à	ADP	à
une	DET	un
petite	ADJ	petit
entrée	NOUN	entrée
Maurer	VERB	maurer
maison	NOUN	maison
de	ADP	de
étage	NOUN	étage
en	ADP	en
entendit	NOUN	entendit
disparaissait	VERB	disparaître
séparée	ADJ	séparer
une	DET	un
là	ADV	là
haut	ADJ	haut
et	CCONJ	et
marcher	VERB	marcher
il	PRON	il
alla	VERB	aller
vers	ADP	vers
.	PUNCT	.
raide	NOUN	raide
entra	VERB	entrer
de	ADP	de
vite	ADV	vite
.	PUNCT	.
une	DET	un
poches	NOUN	poche
,	PUNCT	,
avant	ADP	avant
cuir	NOUN	cuir
par	ADP	par
les	DET	le
ni	CCONJ	ni
homme	NOUN	homme
en	ADP	en
regardant	VERB	regarder
sur	ADP	sur
ni	CCONJ	ni
Mais	CCONJ	mais
celui-ci	PRON	celui-ci
de	ADP	de
,	PUNCT	,
atteint	VERB	atteindre
un	DET	un
veste	NOUN	veste
la	DET	le
était	AUX	être
mince	NOUN	mince
longue	ADJ	long
.	PUNCT	.
la	DET	le
cuisine	NOUN	cuisine
eût	ADP	eût
de	ADP	de
,	PUNCT	,
n'	ADV	n'
un	DET	un
Maurer	VERB	maurer
laine	NOUN	laine
en	ADP	en
Ce	PRON	ce
noir	ADJ	noir
que	SCONJ	que
tête	NOUN	tête
descendit	VERB	descendre
noire	ADJ	noir
mains	NOUN	main
l'	DET	le
escalier	NOUN	escalier
bonnet	NOUN	bonnet
cloison	ADJ	cloison
dans	ADP	dans
Branko	PROPN	Branko
les	DET	le
commanda	NOUN	commanda
.	PUNCT	.
Je	PRON	je
était	AUX	être
en	ADP	en
(	PUNCT	(
Balazs	PROPN	Balazs
.	PUNCT	.
de	ADP	de
Guido	PROPN	Guido
Les	DET	le
autres	ADJ	autre
joie	DET	joie
l'	DET	le
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
--	PUNCT	--
la	DET	le
un	DET	un
-il	PRON	il
.	PUNCT	.
achevant	VERB	achever
s'	PRON	se
dit	VERB	dire
immobilisa	NOUN	immobilisa
porte	VERB	porte
,	PUNCT	,
Ferme	PROPN	Ferme
sans	ADP	sans
reste	VERB	reste
en	ADP	en
--	PUNCT	--
sont	AUX	être
étonnement	ADV	étonnement
,	PUNCT	,
Guido	PROPN	Guido
C'	PRON	ce
haut	ADJ	haut
)	PUNCT	)
avec	ADP	avec
ni	CCONJ	ni
de	ADP	de
vous	PRON	vous
.	PUNCT	.
salut	NOUN	salut
Maurer	VERB	maurer
programme	NOUN	programme
descendre	VERB	descendre
Changement	NOUN	changement
de	ADP	de
et	CCONJ	et
sans	ADP	sans
la	DET	le
la	DET	le
celui-ci	PRON	celui-ci
escalier	NOUN	escalier
pied	NOUN	pied
son	DET	son
même	ADJ	même
à	ADP	à
Guido	PROPN	Guido
porte	VERB	porte
.	PUNCT	.
avancer	VERB	avancer
,	PUNCT	,
,	PUNCT	,
d'	ADP	de
ôter	VERB	ôter
jambe	NOUN	jambe
Maurer	PROPN	Maurer
d'	ADP	de
de	ADP	de
continua	VERB	continuer
sur	ADP	sur
d'	ADP	de
la	DET	le
main	NOUN	main
ni	CCONJ	ni
et	CCONJ	et
cesser	VERB	cesser
échancrure	NOUN	échancrure
du	ADP	de
dans	ADP	dans
referma	VERB	refermer
pas	ADV	pas
l'	DET	le
allongea	VERB	allonger
pénombre	NOUN	pénombre
entrée	NOUN	entrée
de	ADP	de
la	DET	le
coup	NOUN	coup
faire	VERB	faire
face	NOUN	face
droite	NOUN	droite
il	PRON	il
de	ADP	de
caban	NOUN	caban
un	DET	un
dans	ADP	dans
sortit	VERB	sortir
en	ADP	en
chirurgien	NOUN	chirurgien
son	DET	son
gants	NOUN	gant
Guido	PROPN	Guido
chambré	NOUN	chambré
celui-ci	PRON	celui-ci
poches	NOUN	poche
un	DET	un
réducteur	NOUN	réducteur
droit	ADJ	droit
fendait	VERB	fendre
de	ADP	de
il	PRON	il
des	DET	un
semi-automatique	ADJ	semi-automatique
feu	NOUN	feu
et	CCONJ	et
portait	VERB	porter
un	DET	un
où	PRON	où
les	DET	le
Il	PRON	il
mains	NOUN	main
sur	ADP	sur
Maurer	VERB	maurer
fit	VERB	faire
dans	ADP	dans
.380	PUNCT	.380
instant	NOUN	instant
ses	DET	son
de	ADP	de
son	DET	son
.	PUNCT	.
l'	DET	le
de	ADP	de
,	PUNCT	,
pistolet	NOUN	pistolet
et	CCONJ	et
poing	NOUN	poing
modèle	VERB	modeler
pourvu	VERB	pourvoir
d'	ADP	de
tenait	VERB	tenir
alors	ADV	alors
38	NUM	38
se	PRON	se
Sauer	PROPN	Sauer
Amérique	PROPN	Amérique
un	DET	un
tranchant	NOUN	tranchant
la	DET	le
d'	ADP	de
coutelas	NOUN	coutelas
comme	ADP	comme
de	ADP	de
bolo	NOUN	bolo
nom	NOUN	nom
un	DET	un
bon	ADJ	bon
plusieurs	DET	plusieurs
Philippines	NOUN	philippine
est	AUX	être
,	PUNCT	,
grand	ADJ	grand
et	CCONJ	et
la	DET	le
lame	NOUN	lame
un	DET	un
courbures	NOUN	courbure
le	DET	le
.	PUNCT	.
d'	ADP	de
Parang	NOUN	parang
machette	NOUN	machette
d'	ADP	de
comme	ADP	comme
la	DET	le
.	PUNCT	.
ou	CCONJ	ou
le	DET	le
sabre	NOUN	sabre
poignée	NOUN	poignée
malais	VERB	maler
latine	ADJ	latin
dont	PRON	dont
abattis	NOUN	abattis
fonctionnelles	ADJ	fonctionnel
Un	DET	un
présentent	VERB	présenter
qualités	NOUN	qualité
parang	NOUN	parang
est	AUX	être
et	CCONJ	et
escrimeur	NOUN	escrimeur
différentes	ADJ	différent
des	ADP	de
trois	NUM	trois
une	DET	un
Le	DET	le
os	NOUN	os
,	PUNCT	,
Un	DET	un
le	DET	le
.	PUNCT	.
l'	DET	le
.	PUNCT	.
des	DET	un
d'	ADP	de
arme	NOUN	arme
activités	NOUN	activité
la	DET	le
d'	ADP	de
parang	NOUN	parang
écorcher	VERB	écorcher
ciseler	VERB	ciseler
une	DET	un
de	ADP	de
d'	ADP	de
artistiques	ADJ	artistique
centimètres	NOUN	centimètre
permet	VERB	permettre
,	PUNCT	,
aussi	ADV	aussi
lame	NOUN	lame
d'	ADP	de
possède	VERB	posséder
livrer	VERB	livrer
.	PUNCT	.
de	ADP	de
ouvrir	VERB	ouvrir
.	PUNCT	.
à	ADP	à
coquillages	NOUN	coquillage
trentaine	NOUN	trentaine
gibier	NOUN	gibier
bon	ADJ	bon
comme	ADP	comme
Il	PRON	il
des	DET	un
bois	NOUN	bois
peut	VERB	pouvoir
servir	VERB	servir
se	PRON	se
parang	NOUN	parang
ou	CCONJ	ou
Sur	ADP	sur
le	DET	le
deux	PRON	deux
grande	ADJ	grand
autre	PRON	autre
est	AUX	être
l'	DET	le
qu'	SCONJ	que
plus	ADV	plus
l'	DET	le
prudents	ADJ	prudent
cette	DET	ce
alors	ADV	alors
peut	VERB	pouvoir
d'	ADP	de
leur	DET	leur
tranchant	NOUN	tranchant
et	CCONJ	et
effilée	VERB	effiler
lorsqu'	SCONJ	lorsque
la	DET	le
dangereux	ADJ	dangereux
si	SCONJ	si
une	DET	un
Malais	NOUN	malais
de	ADP	de
est	AUX	être
son	DET	son
main	NOUN	main
en	ADP	en
couper	VERB	couper
empoigner	VERB	empoigner
.	PUNCT	.
Les	DET	le
,	PUNCT	,
trancher	VERB	trancher
l'	DET	le
lame	NOUN	lame
.	PUNCT	.
il	PRON	il
étui	NOUN	étui
main	NOUN	main
Car	PROPN	Car
étui	NOUN	étui
dégaine	NOUN	dégaine
la	DET	le
lame	NOUN	lame
d'	ADP	de
partie	NOUN	partie
de	ADP	de
portent	VERB	porter
on	PRON	on
qui	PRON	qui
dans	ADP	dans
45	NUM	45
se	PRON	se
bras	NOUN	bras
qu'	SCONJ	que
parang	NOUN	parang
de	ADP	de
haut	NOUN	haut
Maurer	VERB	maurer
portait	VERB	porter
sous	ADP	sous
direction	NOUN	direction
la	DET	le
bois	NOUN	bois
dans	ADP	dans
temps	NOUN	temps
,	PUNCT	,
étui	NOUN	étui
fendait	VERB	fendre
même	ADJ	même
de	ADP	de
le	DET	le
fourreau	NOUN	fourreau
en	ADP	en
de	ADP	de
de	ADP	de
toile	NOUN	toile
un	DET	un
un	DET	un
centimètres	NOUN	centimètre
battait	VERB	battre
.	PUNCT	.
le	DET	le
escrimeur	NOUN	escrimeur
,	PUNCT	,
lui	PRON	lui
il	PRON	il
gauche	ADJ	gauche
Guido	PROPN	Guido
hors-tout	NOUN	hors-tout
en	ADP	en
le	DET	le
qu'	SCONJ	que
il	PRON	il
comme	ADP	comme
un	DET	un
parang	NOUN	parang
de	ADP	de
dégaina	VERB	dégainer
.380	NUM	.380
.	PUNCT	.
étendait	VERB	étendre
du	ADP	de
dans	ADP	dans
le	DET	le
cuisse	NOUN	cuisse
Maurer	PRON	maurer
lui	PRON	lui
;	PUNCT	;
lui	PRON	lui
et	CCONJ	et
trajectoire	NOUN	trajectoire
dessus	ADV	dessus
l'	DET	le
épaule	NOUN	épaule
ralentir	VERB	ralentir
en	ADP	en
le	DET	le
caban	NOUN	caban
sans	ADP	sans
de	ADP	de
Guido	PROPN	Guido
lame	NOUN	lame
trancha	VERB	trancher
trancha	VERB	trancher
projectile	NOUN	projectile
de	ADP	de
gauche	NOUN	gauche
Elle	PRON	lui
le	DET	le
que	SCONJ	que
étui	NOUN	étui
recevait	VERB	recevoir
poursuivit	VERB	poursuivre
elle	PRON	lui
ACP	PROPN	ACP
tissu	NOUN	tissu
l'	DET	le
bas	NOUN	bas
bras	NOUN	bras
sa	DET	son
tandis	ADV	tandis
droit	ADJ	droit
devant	ADP	devant
.	PUNCT	.
La	DET	le
que	SCONJ	que
tirait	VERB	tirer
haut	ADJ	haut
dans	ADP	dans
un	DET	un
le	DET	le
.	PUNCT	.
fendu	VERB	fendre
en	ADP	en
avec	ADP	avec
est	AUX	être
la	DET	le
une	DET	un
Maurer	VERB	maurer
s'	PRON	se
avait	AUX	avoir
,	PUNCT	,
celui	PRON	celui
bas	ADJ	bas
débouche	VERB	débouche
ventre	NOUN	ventre
le	DET	le
Guido	PROPN	Guido
on	PRON	on
visé	VERB	viser
sous	ADP	sous
pareil	ADJ	pareil
qu'	SCONJ	que
à	ADP	à
projectile	NOUN	projectile
entra	VERB	entrer
,	PUNCT	,
efficace	ADJ	efficace
mieux	NOUN	mieux
chair	NOUN	chair
d'	ADP	de
était	AUX	être
.	PUNCT	.
bouteille	NOUN	bouteille
la	DET	le
force	NOUN	force
