miroirs	NOUN	miroir
l'	DET	le
une	DET	un
penchés	VERB	pencher
le	DET	le
,	PUNCT	,
transforma	VERB	transformer
comme	ADP	comme
la	DET	le
terminée	VERB	terminer
glace	NOUN	glace
les	DET	le
uns	ADJ	un
visages	NOUN	visage
de	ADP	de
de	ADP	de
autres	ADJ	autre
La	DET	le
voyait	VERB	voir
l'	DET	le
finale	ADJ	final
les	DET	le
apaisée	VERB	apaiser
que	SCONJ	que
en	ADP	en
la	DET	le
assistance	NOUN	assistance
affairée	VERB	affairer
patinoire	NOUN	patinoire
,	PUNCT	,
frémissement	NOUN	frémissement
sur	ADP	sur
.	PUNCT	.
volailles	NOUN	volaille
rumeur	NOUN	rumeur
était	AUX	être
une	DET	un
même	ADV	même
.	PUNCT	.
encore	ADV	encore
de	ADP	de
par	ADP	par
dirais	VERB	dire
rencontre	NOUN	rencontre
est	VERB	être
imposait	VERB	imposer
,	PUNCT	,
un	DET	un
rencontre	NOUN	rencontre
.	PUNCT	.
sous	ADP	sous
était	AUX	être
l'	DET	le
yeux	NOUN	oeil
Non	ADV	non
événement	NOUN	événement
couple	NOUN	couple
la	DET	le
de	ADP	de
l'	DET	le
grains	NOUN	grain
,	PUNCT	,
s'	PRON	se
nos	DET	notre
nous	PRON	nous
la	DET	le
opérée	VERB	opérer
C'	PRON	ce
mais	CCONJ	mais
était	AUX	être
que	SCONJ	que
enfin	ADV	enfin
conséquence	NOUN	conséquence
,	PUNCT	,
dont	PRON	dont
prédestination	NOUN	prédestination
apparu	VERB	apparaître
,	PUNCT	,
,	PUNCT	,
s'	PRON	se
seulement	ADV	seulement
averse	NOUN	averse
je	PRON	je
,	PUNCT	,
évidence	NOUN	évidence
de	ADP	de
,	PUNCT	,
classes	NOUN	classe
s'	PRON	se
,	PUNCT	,
,	PUNCT	,
qui	PRON	qui
deux	NUM	deux
;	PUNCT	;
la	DET	le
deux	NUM	deux
catégories	NOUN	catégorie
Monument	NOUN	monument
Emmeline	NOUN	emmeline
,	PUNCT	,
rencontre	NOUN	rencontre
amorcée	VERB	amorcer
,	PUNCT	,
Emmeline	NOUN	emmeline
était	AUX	être
était	AUX	être
aux	ADP	à
Saint-Damien	PROPN	Saint-Damien
est	VERB	être
s'	PRON	se
vrai	ADJ	vrai
Ricou	PROPN	Ricou
et	CCONJ	et
d'	ADP	de
profilée	VERB	profiler
,	PUNCT	,
de	ADP	de
depuis	ADP	depuis
sociales	ADJ	social
devant	ADP	devant
guerre	NOUN	guerre
Cédric	PROPN	Cédric
qui	PRON	qui
la	DET	le
Morts	PROPN	Morts
deux	NUM	deux
le	DET	le
rencontre	NOUN	rencontre
univers	NOUN	univers
,	PUNCT	,
parfois	ADV	parfois
il	PRON	il
entre	ADP	entre
d'	ADP	de
la	DET	le
comtes	NOUN	comte
,	PUNCT	,
un	PRON	un
et	CCONJ	et
;	PUNCT	;
sa	DET	son
Ricou	PROPN	Ricou
devenu	VERB	devenir
ont	VERB	avoir
en	ADP	en
contribuables	NOUN	contribuable
du	ADP	de
reconverti	VERB	reconvertir
leurs	DET	leur
Ricou	NOUN	ricou
Cédric	PROPN	Cédric
avec	ADP	avec
fourniture	NOUN	fourniture
Saint-Damien	PROPN	Saint-Damien
son	DET	son
chaudronnier	ADJ	chaudronnier
dans	ADP	dans
qui	PRON	qui
de	ADP	de
encore	ADV	encore
ce	DET	ce
,	PUNCT	,
des	DET	un
de	ADP	de
,	PUNCT	,
des	ADP	de
Saint-Damien	PROPN	Saint-Damien
,	PUNCT	,
département	NOUN	département
en	ADP	en
1912	NUM	1912
de	ADP	de
carriole	NOUN	carriole
et	CCONJ	et
la	DET	le
trois	NUM	trois
1914	NUM	1914
armées	NOUN	armée
plus	ADV	plus
gros	ADJ	gros
âne	NOUN	âne
fille	NOUN	fille
,	PUNCT	,
dans	ADP	dans
aux	ADP	à
lais	ADJ	lai
un	DET	un
l'	DET	le
et	CCONJ	et
elle	PRON	lui
deux	NUM	deux
ancêtres	NOUN	ancêtre
apercevoir	VERB	apercevoir
y	PRON	y
gouverneur	NOUN	gouverneur
,	PUNCT	,
disait	VERB	dire
de	ADP	de
cette	DET	ce
,	PUNCT	,
l'	DET	le
,	PUNCT	,
dont	PRON	dont
de	ADP	de
même	ADV	même
province	NOUN	province
Saint-Damien	PROPN	Saint-Damien
en	ADP	en
de	ADP	de
la	DET	le
France	PROPN	France
si	SCONJ	si
jolis	PRON	jolis
auteur	NOUN	auteur
délicate	NOUN	délicat
étrangeté	NOUN	étrangeté
,	PUNCT	,
un	DET	un
qu'	SCONJ	que
poétesse	NOUN	poétesse
de	ADP	de
)	PUNCT	)
cardinaux	NOUN	cardinal
était	AUX	être
(	PUNCT	(
de	ADP	de
Guilhemette	PROPN	Guilhemette
,	PUNCT	,
sa	DET	son
formule	NOUN	formule
la	DET	le
maréchal	NOUN	maréchal
sans	ADP	sans
ajoutant	VERB	ajouter
Cédric	PROPN	Cédric
prolongea	VERB	prolonger
dont	PRON	dont
Louis	PROPN	Louis
,	PUNCT	,
en	ADP	en
le	DET	le
dame	NOUN	dame
sous	ADP	sous
séjour	NOUN	séjour
Saint-Simon	PROPN	Saint-Simon
d'	ADP	de
un	DET	un
,	PUNCT	,
Montpellier	PROPN	Montpellier
Mémoires	PROPN	Mémoires
,	PUNCT	,
pas	ADV	pas
amour	NOUN	amour
roi	NOUN	roi
en	ADP	en
dit	VERB	dire
pour	ADP	pour
son	DET	son
dans	ADP	dans
nous	PRON	nous
ses	DET	son
de	ADP	de
Danemark	PROPN	Danemark
le	DET	le
Aldeberte	NOUN	aldeberte
XIV	ADV	xiv
longtemps	ADV	longtemps
,	PUNCT	,
voyage	NOUN	voyage
de	ADP	de
ne	ADV	ne
si	ADV	si
nom	NOUN	nom
Italie	PROPN	Italie
l'	DET	le
,	PUNCT	,
Saint-Damien	PROPN	Saint-Damien
qui	PRON	qui
au	ADP	au
retour	NOUN	retour
réalité	NOUN	réalité
,	PUNCT	,
,	PUNCT	,
à	ADP	à
de	ADP	de
sans	ADP	sans
«	PUNCT	«
de	ADP	de
n'	ADV	n'
exprimé	VERB	exprimer
Aspre	PROPN	Aspre
.	PUNCT	.
plus	ADV	plus
que	SCONJ	que
,	PUNCT	,
avoir	AUX	avoir
ainsi	ADV	ainsi
,	PUNCT	,
le	DET	le
Messieurs	NOUN	monsieur
pensée	NOUN	pensée
d'	ADP	de
articuler	VERB	articuler
Aussi	ADV	aussi
ayant	VERB	avoir
duc	NOUN	duc
jamais	ADV	jamais
stupeur	NOUN	stupeur
bien	ADV	bien
le	DET	le
!	PUNCT	!
est	AUX	être
-ce	PRON	-ce
.	PUNCT	.
de	ADP	de
six	NUM	six
de	ADP	de
»	PUNCT	»
parfaitement	ADV	parfaitement
sa	DET	son
dit	VERB	dire
excès	NOUN	excès
qui	PRON	qui
sa	DET	son
pu	VERB	pouvoir
mots	NOUN	mot
vie	NOUN	vie
phrase	NOUN	phrase
,	PUNCT	,
crut	VERB	croire
,	PUNCT	,
Eh	INTJ	Eh
de	ADP	de
,	PUNCT	,
une	DET	un
surgissant	VERB	surgir
,	PUNCT	,
d'	ADP	de
Paris	PROPN	Paris
à	ADP	à
Café	PROPN	Café
surlendemain	NOUN	surlendemain
place	NOUN	place
sa	DET	son
derrière	ADP	derrière
penseurs	ADJ	penseur
s'	PRON	se
suivant	ADJ	suivant
,	PUNCT	,
,	PUNCT	,
nonchalant	VERB	nonchaler
du	ADP	de
délicieuse	NOUN	délicieuse
Cédric	PROPN	Cédric
,	PUNCT	,
fenêtres	ADJ	fenêtre
:	PUNCT	:
de	ADP	de
penseurs	NOUN	penseur
hautes	NOUN	haute
locaux	ADJ	local
de	ADP	de
Saint-Damien	PROPN	Saint-Damien
et	CCONJ	et
contempler	VERB	contempler
un	DET	un
porche	NOUN	porche
attablés	VERB	attabler
accordèrent	VERB	accorder
le	DET	le
les	DET	le
du	ADP	de
de	ADP	de
trouver	VERB	trouver
la	DET	le
pas	NOUN	pas
spectacle	NOUN	spectacle
traversant	VERB	traverser
que	PRON	que
lesdits	DET	ledit
purent	VERB	pouvoir
divers	ADJ	divers
la	DET	le
maison	NOUN	maison
Emmeline	NOUN	emmeline
dix-huit	ADJ	dix-huit
face	NOUN	face
,	PUNCT	,
les	DET	le
hasard	PROPN	hasard
que	SCONJ	que
en	ADP	en
Mademoiselle	PROPN	Mademoiselle
sommes	VERB	être
son	DET	son
bénis	VERB	bénir
cet	DET	ce
efforçaient	VERB	efforcer
1928	NUM	1928
Emmeline	PROPN	Emmeline
Emmeline	NOUN	emmeline
chapeau	NOUN	chapeau
.	PUNCT	.
avait	VERB	avoir
gandins	NOUN	gandin
de	ADP	de
d'	ADP	de
nous	PRON	nous
et	CCONJ	et
coup	NOUN	coup
abordant	VERB	aborder
encore	ADV	encore
que	SCONJ	que
n'	ADV	n'
la	DET	le
dit	VERB	dire
et	CCONJ	et
avec	ADP	avec
heureux	ADJ	heureux
ville	NOUN	ville
fameux	ADJ	fameux
ans	NOUN	an
tous	ADJ	tout
.	PUNCT	.
imiter	VERB	imiter
-il	PRON	il
s'	PRON	se
Ah	PROPN	Ah
.	PUNCT	.
Je	PRON	je
de	ADP	de
,	PUNCT	,
,	PUNCT	,
en	ADP	en
-	PUNCT	-
derrière	ADP	derrière
On	PRON	on
trop	ADV	trop
laquelle	PRON	lequel
soupçonnait	VERB	soupçonner
,	PUNCT	,
.	PUNCT	.
pas	ADV	pas
guetté	VERB	guetter
moue	NOUN	moue
mouche	NOUN	mouche
,	PUNCT	,
ce	DET	ce
passage	NOUN	passage
excuser	VERB	excuser
interlocuteur	NOUN	interlocuteur
charmante	ADJ	charmant
elle	PRON	lui
avoir	VERB	avoir
elle	PRON	lui
ailleurs	ADV	ailleurs
hasard	NOUN	hasard
,	PUNCT	,
donc	ADV	donc
d'	ADP	de
bien	ADV	bien
,	PUNCT	,
de	ADP	de
d'	ADP	de
signifier	VERB	signifier
et	CCONJ	et
fenêtres	NOUN	fenêtre
la	DET	le
elle	PRON	lui
que	SCONJ	que
,	PUNCT	,
ses	DET	son
par	ADP	par
son	DET	son
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
y	PRON	y
,	PUNCT	,
fine	NOUN	fine
entendait	VERB	entendre
voudra	VERB	vouloir
croyait	VERB	croire
son	DET	son
n'	ADV	n'
grandes	ADJ	grand
-	PUNCT	-
les	DET	le
superbes	ADJ	superbe
qui	PRON	qui
Elles	PRON	lui
.	PUNCT	.
tous	ADJ	tout
de	ADP	de
fleurs	NOUN	fleur
regards	NOUN	regard
des	DET	un
jeune	ADJ	jeune
,	PUNCT	,
pour	ADP	pour
poussaient	VERB	pousser
.	PUNCT	.
voix	NOUN	voix
cou	NOUN	cou
.	PUNCT	.
-elle	PRON	lui
comte	NOUN	comte
Café	PROPN	Café
vous	PRON	vous
dit	VERB	dire
remercie	VERB	remercier
derrière	ADP	derrière
les	DET	le
du	ADP	de
qui	PRON	qui
deux	PRON	deux
du	ADP	de
vos	DET	votre
penseurs	NOUN	penseur
laissa	VERB	laisser
,	PUNCT	,
baies	NOUN	baie
sont	AUX	être
se	PRON	se
sans	ADP	sans
,	PUNCT	,
le	DET	le
Là	ADV	là
sous	ADP	sous
les	DET	le
Ce	PRON	ce
Je	PRON	je
,	PUNCT	,
Paris	PROPN	Paris
.	PUNCT	.
landau	NOUN	landau
avaient	VERB	avoir
femme	NOUN	femme
magique	ADJ	magique
un	DET	un
le	DET	le
ils	PRON	il
une	DET	un
vint	VERB	venir
place	NOUN	place
rouge	NOUN	rouge
.	PUNCT	.
,	PUNCT	,
le	DET	le
sur	ADP	sur
dont	PRON	dont
être	AUX	être
d'	ADP	de
homme	NOUN	homme
et	CCONJ	et
en	PRON	en
la	DET	le
pharmacien	NOUN	pharmacien
air	NOUN	air
d'	ADP	de
,	PUNCT	,
poussait	VERB	pousser
un	DET	un
l'	DET	le
en	ADP	en
qui	PRON	qui
Le	DET	le
cette	DET	ce
Passa	ADP	passa
quelque	DET	quelque
,	PUNCT	,
.	PUNCT	.
centre	NOUN	centre
couple	NOUN	couple
raison	NOUN	raison
portait	VERB	porter
sorte	NOUN	sorte
.	PUNCT	.
un	DET	un
sac	NOUN	sac
,	PUNCT	,
l'	DET	le
Passa	ADP	passa
sur	ADP	sur
être	AUX	être
permettrez	VERB	permettre
de	ADP	de
faire	VERB	faire
officine	NOUN	officine
-	PUNCT	-
dans	ADP	dans
seuil	NOUN	seuil
allais	VERB	aller
y	PRON	y
bol	NOUN	bol
des	ADP	de
Plantes	NOUN	plante
?	PUNCT	?
?	PUNCT	?
prit	VERB	prendre
!	PUNCT	!
rentra	VERB	rentrer
Cédric	PROPN	Cédric
Cédric	PROPN	Cédric
.	PUNCT	.
et	CCONJ	et
dit	VERB	dire
vous	PRON	vous
pharmacie	NOUN	pharmacie
air	NOUN	air
,	PUNCT	,
.	PUNCT	.
Me	NOUN	me
dit	VERB	dire
Vous	PRON	vous
quelques	DET	quelque
de	ADP	de
un	DET	un
.	PUNCT	.
vous	PRON	vous
d'	ADP	de
-vous	PRON	vous
son	DET	son
Oh	PROPN	Oh
enfin	ADV	enfin
pas	ADV	pas
promenez	VERB	promener
-	PUNCT	-
au	ADP	au
Jardin	PROPN	Jardin
-	PUNCT	-
sa	DET	son
J'	PRON	je
escorter	VERB	escorter
.	PUNCT	.
.	PUNCT	.
proposition	NOUN	proposition
beau	NOUN	beau
il	PRON	il
badinait	VERB	badiner
«	NOUN	«
La	DET	le
un	DET	un
de	ADP	de
audacieuse	ADJ	audacieux
montrer	VERB	montrer
qu'	SCONJ	que
»	PUNCT	»
,	PUNCT	,
doute	NOUN	doute
Et	CCONJ	et
:	PUNCT	:
tempérant	VERB	tempérer
s'	PRON	se
y	PRON	y
ajouta	ADJ	ajouta
mais	CCONJ	mais
Café	NOUN	café
ayant	AUX	avoir
il	PRON	il
sans	ADP	sans
en	PRON	en
furent	NOUN	furent
ils	PRON	il
un	DET	un
rire	ADJ	rir
le	DET	le
paru	VERB	paraître
il	PRON	il
tigre	NOUN	tigre
,	PUNCT	,
Dans	ADP	dans
s'	SCONJ	s'
.	PUNCT	.
en	ADP	en
franc	ADJ	franc
...	PUNCT	...
propos	NOUN	propos
pour	ADP	pour
bien	ADV	bien
avait	VERB	avoir
lui	PRON	lui
par	ADP	par
Paris	PROPN	Paris
ce	DET	ce
si	SCONJ	si
y	PRON	y
lui	PRON	lui
armateur	NOUN	armateur
,	PUNCT	,
,	PUNCT	,
il	PRON	il
,	PUNCT	,
,	PUNCT	,
Mes	PROPN	Mes
un	DET	un
fier	NOUN	fier
de	ADP	de
vous	PRON	vous
.	PUNCT	.
enfants	NOUN	enfant
Hermangard	PROPN	Hermangard
,	PUNCT	,
vous	PRON	vous
,	PUNCT	,
dit	VERB	dire
barbe	NOUN	barbe
et	CCONJ	et
une	DET	un
!	PUNCT	!
rumeur	NOUN	rumeur
me	PRON	me
croirez	VERB	croire
,	PUNCT	,
caressant	VERB	caresser
donnait	VERB	donner
voulez	VERB	vouloir
-	PUNCT	-
boucanier	NOUN	boucanier
son	DET	son
enfants	NOUN	enfant
vous	PRON	vous
l'	DET	le
mes	DET	mon
qui	PRON	qui
la	DET	le
collier	NOUN	collier
son	DET	son
touche	NOUN	touche
d'	ADP	de
en	ADP	en
eut	VERB	avoir
idée	NOUN	idée
si	SCONJ	si
à	ADP	à
communiquer	VERB	communiquer
me	PRON	me
succès	NOUN	succès
ici	ADV	ici
immédiatement	ADV	immédiatement
,	PUNCT	,
ne	ADV	ne
vif	NOUN	vif
importante	ADJ	important
en	PRON	en
avoué	NOUN	avoué
,	PUNCT	,
à	ADP	à
et	CCONJ	et
je	PRON	je
à	ADP	à
vital	ADJ	vital
Ce	DET	ce
femme	NOUN	femme
peu	ADV	peu
espace	NOUN	espace
ronger	VERB	ronger
l'	DET	le
pas	ADV	pas
l'	DET	le
,	PUNCT	,
pour	ADP	pour
lui	PRON	lui
sa	DET	son
aurons	VERB	avoir
et	CCONJ	et
ensemble	ADJ	ensembl
m'	PRON	me
alla	VERB	aller
une	DET	un
tamponne	VERB	tamponne
tout	DET	tout
d'	ADP	de
téléphoner	VERB	téléphoner
.	PUNCT	.
Thibaudeau	PROPN	Thibaudeau
noce	NOUN	noce
eut	VERB	avoir
,	PUNCT	,
l'	DET	le
nous	PRON	nous
croyez	VERB	croire
un	DET	un
nouvelle	ADJ	nouveau
propos	NOUN	propos
il	PRON	il
brillant	NOUN	brillant
êtes	AUX	être
-il	PRON	il
la	DET	le
,	PUNCT	,
le	DET	le
vous	PRON	vous
de	ADP	de
avait	AUX	avoir
mit	VERB	mettre
immédiatement	ADV	immédiatement
(	PUNCT	(
jours	NOUN	jour
qu'	PRON	qu'
d'	ADP	de
Hermangard	PROPN	Hermangard
de	ADP	de
l'	DET	le
en	ADP	en
-	PUNCT	-
sic)me	NOUN	sic)me
un	PRON	un
d'	ADP	de
.	PUNCT	.
esprit	NOUN	esprit
idée	NOUN	idée
qu'	SCONJ	que
Hermangard	PROPN	Hermangard
,	PUNCT	,
impayable	ADJ	impayable
bien	ADV	bien
elle	PRON	lui
dans	ADP	dans
mon	DET	mon
suscité	NOUN	suscité
devrait	VERB	devoir
dit	VERB	dire
tête	NOUN	tête
charge	NOUN	charge
.	PUNCT	.
gouvernement	NOUN	gouvernement
dire	VERB	dire
Compliment	PROPN	Compliment
qui	PRON	qui
revenant	VERB	revenir
trait	VERB	traire
que	SCONJ	que
ces	DET	ce
vous	PRON	vous
ce	PRON	ce
rendre	VERB	rendre
rassis	VERB	rassir
genre	NOUN	genre
voluptueux	ADJ	voluptueux
,	PUNCT	,
aller	VERB	aller
étant	AUX	être
le	DET	le
Thibaudeau	PROPN	Thibaudeau
un	DET	un
vraiment	ADV	vraiment
pas	ADV	pas
de	ADP	de
petite	ADJ	petit
à	ADP	à
genre	NOUN	genre
Après	ADP	après
au	ADP	au
bergère	ADJ	bergèr
son	DET	son
mal	ADV	mal
coûter	VERB	coûter
à	ADP	à
Dans	ADP	dans
la	DET	le
plus	ADV	plus
juste	ADV	juste
calculer	VERB	calculer
elle	PRON	lui
,	PUNCT	,
pouvait	VERB	pouvoir
Madame	NOUN	Monsieur
très	ADV	très
