couvre	VERB	couvrir
vrai	ADJ	vrai
le	DET	le
il	PRON	il
Les	DET	le
haussaient	ADV	haussaient
,	PUNCT	,
,	PUNCT	,
légendes	NOUN	légende
que	SCONJ	que
,	PUNCT	,
elles	PRON	lui
l'	PRON	l'
homme	NOUN	homme
qu'	PRON	qu'
leur	PRON	leur
étaient	AUX	être
,	PUNCT	,
croire	VERB	croire
quand	SCONJ	quand
vérité	NOUN	vérité
non	ADV	non
voulaient	ADV	voulaient
seulement	ADV	seulement
peut-être	ADV	peut-être
pas	ADV	pas
n'	ADV	n'
si	SCONJ	si
les	DET	le
toute	DET	tout
écouter	VERB	écouter
racontait	VERB	raconter
leurs	DET	leur
mais	CCONJ	mais
de	ADP	de
disait	VERB	dire
vieil	NOUN	vieux
ils	PRON	il
épaules	NOUN	épaule
parents	NOUN	parent
parlaient	ADV	parlaient
.	PUNCT	.
Les	DET	le
même	ADV	même
aimaient	NOUN	aimaient
,	PUNCT	,
mais	CCONJ	mais
en	ADP	en
les	DET	le
de	ADP	de
témoigner	VERB	témoigner
n'	ADV	n'
patience	NOUN	patience
.	PUNCT	.
parlaient	ADV	parlaient
en	ADP	en
de	ADP	de
était	AUX	être
on	PRON	on
ait	AUX	avoir
évidemment	ADV	évidemment
qui	PRON	qui
qu'	PRON	qu'
les	PRON	le
savoir	VERB	savoir
Archives	NOUN	archive
et	CCONJ	et
était	AUX	être
le	PRON	le
.	PUNCT	.
dizaines	NOUN	dizaine
si	SCONJ	si
de	ADP	de
lointains	NOUN	lointain
de	ADP	de
déchiffrer	VERB	déchiffrer
fouiller	VERB	fouiller
son	DET	son
,	PUNCT	,
des	ADP	de
il	PRON	il
la	DET	le
avis	NOUN	avis
impossible	ADJ	impossible
écritures	NOUN	écriture
Ce	PRON	ce
de	ADP	de
Les	DET	le
pour	ADP	pour
,	PUNCT	,
Peuple	NOUN	peuple
peu	ADV	peu
qu'	SCONJ	que
pas	ADV	pas
temps	NOUN	temps
pouvaient	VERB	pouvoir
scribes	NOUN	scribe
du	ADP	de
Seulement	ADV	seulement
génération	NOUN	génération
d'	ADP	de
que	SCONJ	que
était	AUX	être
aussi	ADV	aussi
,	PUNCT	,
arrivait	VERB	arriver
plus	ADV	plus
succédé	VERB	succéder
Mais	CCONJ	mais
ce	PRON	ce
actes	NOUN	acte
pour	ADP	pour
s'	PRON	se
pour	ADP	pour
décompte	NOUN	décompte
sûr	ADJ	sûr
les	DET	le
possible	ADJ	possible
un	DET	un
.	PUNCT	.
rendre	VERB	rendre
génération	NOUN	génération
tenir	VERB	tenir
,	PUNCT	,
exploits	NOUN	exploit
.	PUNCT	.
grandir	VERB	grandir
jours	NOUN	jour
arranger	VERB	arranger
les	PRON	le
étaient	AUX	être
n'	ADV	n'
et	CCONJ	et
pour	ADP	pour
pour	ADP	pour
exact	ADJ	exact
jamais	ADV	jamais
Bien	ADV	bien
les	DET	le
des	ADP	de
il	PRON	il
choses	NOUN	chose
.	PUNCT	.
des	ADP	de
après	ADP	après
lui	PRON	lui
compréhensibles	ADJ	compréhensible
,	PUNCT	,
à	ADP	à
enfants	NOUN	enfant
aurait	AUX	avoir
Il	PRON	il
provisoire	ADJ	provisoire
Peuple	NOUN	peuple
des	DET	un
en	PRON	en
pas	ADV	pas
que	SCONJ	que
dans	ADP	dans
la	DET	le
le	DET	le
l'	DET	le
jamais	ADV	jamais
ils	PRON	il
du	ADP	de
permettait	VERB	permettre
édifiée	VERB	édifier
termina	VERB	terminer
paisible	NOUN	paisible
temps	NOUN	temps
cent	NUM	cent
n'	ADV	n'
existence	NOUN	existence
avaient	AUX	avoir
pour	ADP	pour
lui	PRON	lui
avaient	AUX	avoir
histoire	NOUN	histoire
une	DET	un
de	ADP	de
connu	VERB	connaître
hutte	NOUN	hutte
.	PUNCT	.
l'	DET	le
moins	ADV	moins
.	PUNCT	.
qu'	SCONJ	que
le	PRON	le
autre	ADJ	autre
Si	SCONJ	si
il	PRON	il
le	DET	le
lendemain	NOUN	lendemain
l'	DET	le
qui	PRON	qui
y	PRON	y
de	ADP	de
,	PUNCT	,
Nul	ADJ	nul
des	ADP	de
Les	DET	le
qu'	SCONJ	que
connaître	VERB	connaître
aussi	ADV	aussi
entrée	NOUN	entrée
.	PUNCT	.
—	VERB	—
continuerait	VERB	continuer
adultes	ADJ	adulte
,	PUNCT	,
et	CCONJ	et
dépit	NOUN	dépit
,	PUNCT	,
histoire	NOUN	histoire
,	PUNCT	,
disposerait	VERB	disposer
leurs	DET	leur
il	PRON	il
dessous	NOUN	dessous
qu'	SCONJ	que
savoir	VERB	savoir
.	PUNCT	.
en	ADP	en
Sinon	ADV	sinon
ancêtres	NOUN	ancêtre
.	PUNCT	.
de	ADP	de
aurait	VERB	avoir
enfants	NOUN	enfant
pouvait	VERB	pouvoir
il	PRON	il
devaient	VERB	devoir
la	DET	le
là	ADV	là
ne	ADV	ne
longtemps	ADV	longtemps
l'	DET	le
il	PRON	il
,	PUNCT	,
force	NOUN	force
un	DET	un
les	DET	le
futurs	NOUN	futur
en	PRON	en
couloirs	ADJ	couloir
auditoire	NOUN	auditoire
en	ADP	en
d'	ADP	de
par	ADP	par
la	DET	le
avaient	AUX	avoir
se	PRON	se
avec	ADP	avec
devraient	VERB	devoir
de	ADP	de
leur	PRON	leur
malgré	ADP	malgré
contrée	NOUN	contrée
Il	PRON	il
se	PRON	se
que	SCONJ	que
feu	NOUN	feu
sur	ADP	sur
.	PUNCT	.
ne	ADV	ne
les	PRON	le
froid	NOUN	froid
montrer	VERB	montrer
ils	PRON	il
ceux	PRON	celui
membres	NOUN	membre
qui	PRON	qui
s'	SCONJ	s'
régnait	VERB	régner
avait	AUX	avoir
fini	VERB	finir
Le	DET	le
jour	NOUN	jour
assuré	VERB	assurer
ses	DET	son
la	DET	le
leva	VERB	lever
aussi	ADV	aussi
—	PRON	—
envahir	NOUN	envahir
pas	ADV	pas
difficulté	VERB	difficulter
qui	PRON	qui
cette	DET	ce
héroïques	ADJ	héroïque
précédés	VERB	précéder
paix	NOUN	paix
.	PUNCT	.
un	DET	un
tranquillité	NOUN	tranquillité
et	CCONJ	et
le	DET	le
avaient	AUX	avoir
pur	ADJ	pur
rougeoyait	VERB	rougeoyer
couloirs	NOUN	couloir
le	DET	le
les	DET	le
,	PUNCT	,
qui	PRON	qui
les	DET	le
dû	VERB	devoir
cessé	VERB	cesser
yeux	NOUN	oeil
pour	ADP	pour
.	PUNCT	.
par	ADP	par
neige	NOUN	neige
.	PUNCT	.
midi	NOUN	midi
à	ADP	à
un	DET	un
ciel	NOUN	ciel
vers	ADP	vers
En	ADP	en
auraient	AUX	avoir
.	PUNCT	.
tomber	VERB	tomber
La	DET	le
ciel	NOUN	ciel
aussi	ADV	aussi
Dans	ADP	dans
vide	ADJ	vide
,	PUNCT	,
elles	PRON	lui
avait	AUX	avoir
contempler	VERB	contempler
de	ADP	de
de	ADP	de
,	PUNCT	,
et	CCONJ	et
étoiles	NOUN	étoile
retournant	NOUN	retournant
il	PRON	il
nuages	NOUN	nuage
pas	ADV	pas
leva	VERB	lever
les	DET	le
était	AUX	être
encore	ADV	encore
vers	ADP	vers
briller	VERB	briller
petits	ADJ	petit
était	AUX	être
,	PUNCT	,
le	DET	le
vers	ADP	vers
de	ADP	de
,	PUNCT	,
milliers	NOUN	millier
,	PUNCT	,
il	PRON	il
regard	NOUN	regard
comme	ADP	comme
au	ADP	au
seulement	ADV	seulement
l'	PRON	l'
tourner	VERB	tourner
Grand	ADJ	grand
sud	NOUN	sud
unes	ADJ	une
.	PUNCT	.
le	DET	le
le	DET	le
quelques	DET	quelque
et	CCONJ	et
il	PRON	il
vers	ADP	vers
fallait	VERB	falloir
Le	DET	le
ciel	NOUN	ciel
Hiver	PROPN	Hiver
pour	ADP	pour
ciel	NOUN	ciel
,	PUNCT	,
son	DET	son
début	NOUN	début
en	PRON	en
soit	CCONJ	soit
vide	ADJ	vide
soit	CCONJ	soit
chaque	DET	chaque
-	NUM	-
était	AUX	être
apercevoir	VERB	apercevoir
Au	ADP	au
vide	ADJ	vide
,	PUNCT	,
nord	NOUN	nord
mais	CCONJ	mais
zénith	PROPN	zénith
ne	ADV	ne
.	PUNCT	.
L'	DET	le
pas	ADV	pas
ses	DET	son
,	PUNCT	,
frissonna	VERB	frissonner
nuées	NOUN	nuée
était	AUX	être
que	SCONJ	que
l'	DET	le
bien	ADV	bien
lui	PRON	lui
,	PUNCT	,
le	DET	le
côté	NOUN	côté
avait	AUX	avoir
CHAPITRE	AUX	chapitre
les	DET	le
Malgré	ADP	malgré
André	PROPN	André
un	DET	un
que	SCONJ	que
froid	ADJ	froid
de	ADP	de
Il	PRON	il
haut	ADJ	haut
y	PRON	y
—	VERB	—
1	NUM	1
PREMIER	ADJ	premier
nuage	NOUN	nuage
filles	NOUN	fille
tomba	VERB	tomber
,	PUNCT	,
il	PRON	il
qui	PRON	qui
plus	ADV	plus
éclat	NOUN	éclat
normales	ADJ	normal
.	PUNCT	.
.	PUNCT	.
avaient	AUX	avoir
apportait	VERB	apporter
épais	NOUN	épai
tissés	VERB	tisser
pour	ADP	pour
autre	ADJ	autre
.	PUNCT	.
lainages	ADJ	lainage
autre	ADJ	autre
les	DET	le
pour	ADP	pour
produisant	VERB	produire
limite	NOUN	limite
Il	PRON	il
un	DET	un
André	PROPN	André
,	PUNCT	,
extrême	ADJ	extrême
qui	PRON	qui
qui	PRON	qui
ne	ADV	ne
dura	VERB	durer
dû	VERB	devoir
avait	AUX	avoir
répercuté	ADJ	répercuter
.	PUNCT	.
d'	ADP	de
bruit	NOUN	bruit
instant	NOUN	instant
lui	VERB	luire
sang	NOUN	sang
entendre	VERB	entendre
ce	PRON	ce
fracas	NOUN	fracas
le	DET	le
longuement	NOUN	longuement
assez	ADV	assez
long	ADJ	long
Un	DET	un
qu'	PRON	qu'
des	ADP	de
tout	ADJ	tout
,	PUNCT	,
qu'	SCONJ	que
on	PRON	on
glaça	VERB	glacer
revoir	VERB	revoir
.	PUNCT	.
instant	NOUN	instant
le	DET	le
couloirs	ADJ	couloir
avait	AUX	avoir
à	ADP	à
.	PUNCT	.
Cela	PRON	cela
sembla	NOUN	sembla
un	DET	un
l'	DET	le
l'	PRON	l'
jusqu'	ADP	jusque
y	PRON	y
jusque-là	ADV	jusque-là
ailleurs	ADV	ailleurs
dessiner	VERB	dessiner
là	ADV	là
par	ADP	par
mené	VERB	mener
d'	ADP	de
Et	CCONJ	et
Abri	PROPN	Abri
ébauche	NOUN	ébauche
de	ADP	de
la	DET	le
pigment	NOUN	pigment
de	ADP	de
il	PRON	il
fini	VERB	finir
qui	PRON	qui
qu'	SCONJ	que
au	ADP	au
avait	AUX	avoir
plaisanterie	NOUN	plaisanterie
.	PUNCT	.
Ce	DET	ce
il	PRON	il
plan	NOUN	plan
il	PRON	il
n'	ADV	n'
savait	VERB	savoir
complet	NOUN	complet
pas	ADV	pas
rien	PRON	rien
l'	DET	le
galerie	NOUN	galerie
,	PUNCT	,
,	PUNCT	,
avait	AUX	avoir
le	DET	le
où	PRON	où
,	PUNCT	,
renouvelée	NOUN	renouvelée
malgré	ADP	malgré
s'	PRON	se
:	PUNCT	:
une	DET	un
grand	ADJ	grand
.	PUNCT	.
était	AUX	être
le	DET	le
ne	ADV	ne
avait	VERB	avoir
ne	ADV	ne
fermeture	NOUN	fermeture
avait	VERB	avoir
entrée	NOUN	entrée
affaire	NOUN	affaire
qui	PRON	qui
une	DET	un
saboter	VERB	saboter
rien	PRON	rien
en	PRON	en
interdisait	VERB	interdire
Il	PRON	il
œuvre	NOUN	œuvre
ne	ADV	ne
quiconque	PRON	quiconque
l'	DET	le
des	ADP	de
et	CCONJ	et
-il	PRON	il
de	ADP	de
avait	AUX	avoir
de	ADP	de
effaçait	VERB	effacer
fond	NOUN	fond
pas	ADV	pas
on	PRON	on
n'	ADV	n'
,	PUNCT	,
abord	ADV	abord
du	ADP	de
tenté	VERB	tenter
changeait	VERB	changer
l'	DET	le
jugé	VERB	juger
au	ADP	au
plus	ADV	plus
,	PUNCT	,
à	ADP	à
pris	VERB	prendre
Grand	ADJ	grand
.	PUNCT	.
,	PUNCT	,
Théâtre	PROPN	Théâtre
qui	PRON	qui
d'	ADP	de
s'	PRON	se
bricolant	VERB	bricoler
son	DET	son
précautions	NOUN	précaution
,	PUNCT	,
Restait	VERB	rester
que	SCONJ	que
un	DET	un
fini	VERB	finir
disposait	VERB	disposer
.	PUNCT	.
,	PUNCT	,
depuis	ADP	depuis
à	ADP	à
.	PUNCT	.
Il	PRON	il
.	PUNCT	.
d'	ADP	de
Personne	PROPN	Personne
porter	VERB	porter
ne	ADV	ne
sauf	ADP	sauf
aspect	NOUN	aspect
tel	ADJ	tel
,	PUNCT	,
Personne	ADJ	personn
tourmentait	NOUN	tourmentait
pigment	NOUN	pigment
connaissance	NOUN	connaissance
...	PUNCT	...
du	ADP	de
problème	NOUN	problème
cet	DET	ce
dans	ADP	dans
nul	ADJ	nul
le	PRON	le
,	PUNCT	,
avait	AUX	avoir
l'	DET	le
sa	DET	son
qui	PRON	qui
d'	ADP	de
par	ADP	par
,	PUNCT	,
ne	ADV	ne
Abri	PROPN	Abri
les	DET	le
pouvait	VERB	pouvoir
rencontrer	VERB	rencontrer
produit	NOUN	produit
le	DET	le
Éboueurs	NOUN	éboueur
plus	ADV	plus
peut-être	ADV	peut-être
bien	ADV	bien
kiloveille	NOUN	kiloveille
de	ADP	de
visage	NOUN	visage
une	DET	un
agir	VERB	agir
une	DET	un
tradition	NOUN	tradition
n'	ADV	n'
Il	PRON	il
les	DET	le
vingt	NUM	vingt
boîte	NOUN	boîte
avait	AUX	avoir
Conseil	NOUN	conseil
,	PUNCT	,
pas	ADV	pas
.	PUNCT	.
si	SCONJ	si
découvert	VERB	découvrir
ne	ADV	ne
à	ADP	à
on	PRON	on
devant	ADP	devant
préféré	VERB	préférer
le	DET	le
cela	PRON	cela
faisait	VERB	faire
même	ADV	même
avait	AUX	avoir
relever	VERB	relever
qu'	SCONJ	que
.	PUNCT	.
et	CCONJ	et
utilisé	VERB	utiliser
avait	AUX	avoir
longtemps	ADV	longtemps
à	ADP	à
veilles	NOUN	veille
suggestions	NOUN	suggestion
son	DET	son
la	DET	le
était	AUX	être
contenu	NOUN	contenu
toutes	ADJ	tout
et	CCONJ	et
,	PUNCT	,
de	ADP	de
y	PRON	y
Il	PRON	il
sur	ADP	sur
trouvé	VERB	trouver
gravé	ADJ	graver
quelque	DET	quelque
Son	DET	son
boîte	NOUN	boîte
rien	PRON	rien
,	PUNCT	,
rien	PRON	rien
du	ADP	de
terre	NOUN	terre
séchée	ADJ	sécher
messages	NOUN	message
pour	ADP	pour
La	DET	le
à	ADP	à
la	DET	le
gaspi	NOUN	gaspi
avait	AUX	avoir
chose	NOUN	chose
quand	SCONJ	quand
dénonçant	VERB	dénoncer
,	PUNCT	,
intéressant	NOUN	intéressant
,	PUNCT	,
.	PUNCT	.
été	AUX	être
écrit	VERB	écrire
lui	PRON	lui
c'	PRON	ce
sur	ADP	sur
papier	NOUN	papier
plupart	NOUN	plupart
.	PUNCT	.
étaient	AUX	être
temps	NOUN	temps
du	ADP	de
contenait	VERB	contenir
message	NOUN	message
tel	ADJ	tel
une	DET	un
des	ADP	de
tel	ADJ	tel
plaque	NOUN	plaque
de	ADP	de
,	PUNCT	,
d'	ADP	de
abus	NOUN	abus
que	SCONJ	que
,	PUNCT	,
avoir	VERB	avoir
l'	DET	le
,	PUNCT	,
Bibliothèque	NOUN	bibliothèque
,	PUNCT	,
de	ADP	de
attirer	VERB	attirer
feuille	ADJ	feuill
laissant	VERB	laisser
feuille	ADJ	feuill
.	PUNCT	.
Et	CCONJ	et
n'	ADV	n'
feuilles	ADJ	feuille
bas	NOUN	bas
s'	PRON	se
livre	NOUN	livre
une	DET	un
bien	ADV	bien
.	PUNCT	.
un	DET	un
utilisant	VERB	utiliser
,	PUNCT	,
.	PUNCT	.
dans	ADP	dans
Un	DET	un
avant	ADP	avant
d'	ADP	de
arrêtaient	ADV	arrêtaient
Anciens	PROPN	Anciens
sauf	ADP	sauf
rempli	VERB	remplir
de	ADP	de
là	ADV	là
gaspillaient	ADV	gaspillaient
coupé	VERB	couper
tout	DET	tout
la	DET	le
ils	PRON	il
qu'	SCONJ	que
pour	ADP	pour
,	PUNCT	,
de	ADP	de
les	DET	le
livres	NOUN	livre
Les	DET	le
attention	NOUN	attention
chaque	DET	chaque
quelques	DET	quelque
face	NOUN	face
tracer	VERB	tracer
au	ADP	au
y	PRON	y
découpé	VERB	découper
.	PUNCT	.
en	PRON	en
vierges	NOUN	vierge
après	ADP	après
ou	CCONJ	ou
de	ADP	de
de	ADP	de
quelques	DET	quelque
avait	AUX	avoir
mots	NOUN	mot
la	DET	le
savait	VERB	savoir
Il	PRON	il
dans	ADP	dans
,	PUNCT	,
quelques	DET	quelque
.	PUNCT	.
glissé	VERB	glisser
indicateurs	NOUN	indicateur
ou	CCONJ	ou
volume	NOUN	volume
à	ADP	à
et	CCONJ	et
même	ADV	même
lire	VERB	lire
unes	NOUN	une
avoir	AUX	avoir
signes	NOUN	signe
fin	NOUN	fin
mots	NOUN	mot
et	CCONJ	et
chaque	DET	chaque
des	DET	un
avait	AUX	avoir
Il	PRON	il
une	DET	un
tracé	VERB	tracer
en	PRON	en
boîte	NOUN	boîte
un	DET	un
message	NOUN	message
-	ADJ	-
début	NOUN	début
,	PUNCT	,
des	DET	un
la	DET	le
la	DET	le
lorsqu'	SCONJ	lorsque
nos	DET	notre
il	PRON	il
Il	PRON	il
fois	NOUN	fois
isolés	ADJ	isolé
fouillent	VERB	fouiller
qui	PRON	qui
mais	CCONJ	mais
les	PRON	le
surveiller	VERB	surveiller
Les	DET	le
.	PUNCT	.
galerie	NOUN	galerie
pouvait	VERB	pouvoir
première	ADJ	premier
parmi	ADP	parmi
attendre	VERB	attendre
faisait	VERB	faire
la	DET	le
Éboueurs	NOUN	éboueur
Conseil	NOUN	conseil
creusait	VERB	creuser
était	AUX	être
une	DET	un
avec	ADP	avec
impatience	NOUN	impatience
qu'	SCONJ	que
phrase	NOUN	phrase
couloirs	NOUN	couloir
du	ADP	de
,	PUNCT	,
.	PUNCT	.
complète	ADJ	complet
c'	PRON	ce
réunion	NOUN	réunion
qu'	PRON	qu'
ne	ADV	ne
sont	AUX	être
.	PUNCT	.
:	PUNCT	:
.	PUNCT	.
Nous	PRON	nous
devons	VERB	devoir
une	DET	un
il	PRON	il
Ils	PRON	il
suivrait	VERB	suivre
nous	PRON	nous
le	DET	le
attente	NOUN	attente
de	ADP	de
et	CCONJ	et
en	ADP	en
le	DET	le
Son	DET	son
pas	ADV	pas
en	ADP	en
le	DET	le
se	PRON	se
décida	VERB	décider
contenu	NOUN	contenu
ajoutant	VERB	ajouter
.	PUNCT	.
un	DET	un
présidait	VERB	présider
boîte	NOUN	boîte
,	PUNCT	,
avait	AUX	avoir
qui	PRON	qui
de	ADP	de
,	PUNCT	,
été	AUX	être
,	PUNCT	,
trompée	VERB	tromper
qui	PRON	qui
comportait	VERB	comporter
second	NOUN	second
dû	VERB	devoir
son	DET	son
texte	NOUN	texte
Robert	PROPN	Robert
à	ADP	à
relever	VERB	relever
Vieux	PROPN	Vieux
même	ADJ	même
Conseil	NOUN	conseil
écrire	ADJ	écrir
la	DET	le
message	NOUN	message
le	DET	le
ne	ADV	ne
.	PUNCT	.
Il	PRON	il
donc	ADV	donc
avait	AUX	avoir
parla	VERB	parler
y	PRON	y
,	PUNCT	,
Josiane	PROPN	Josiane
Ils	PRON	il
nombre	NOUN	nombre
situé	VERB	situer
fréquenter	VERB	fréquenter
un	DET	un
:	PUNCT	:
certain	ADJ	certain
,	PUNCT	,
ferme	ADJ	ferme
bonnes	ADJ	bon
raisons	NOUN	raison
mais	CCONJ	mais
connue	VERB	connaître
à	ADP	à
L'	DET	le
était	AUX	être
avait	AUX	avoir
des	ADP	de
loin	ADV	loin
C'	PRON	ce
qu'	SCONJ	que
Verts	PROPN	Verts
des	ADP	de
.	PUNCT	.
traces	NOUN	trace
fermières	NOUN	fermier
,	PUNCT	,
une	PRON	un
chez	ADP	chez
d'	ADP	de
-	PROPN	-
la	DET	le
de	ADP	de
lui	PRON	lui
VIB	NOUN	vib
Yeux	PROPN	Yeux
emplacement	NOUN	emplacement
.	PUNCT	.
il	PRON	il
autres	ADJ	autre
,	PUNCT	,
comme	ADP	comme
,	PUNCT	,
de	ADP	de
de	ADP	de
laissent	NOUN	laissent
un	DET	un
était	AUX	être
,	PUNCT	,
dans	ADP	dans
l'	DET	le
de	ADP	de
étaient	AUX	être
autres	PRON	autre
et	CCONJ	et
comme	ADP	comme
heures	NOUN	heure
Josiane	PROPN	Josiane
accueillantes	ADJ	accueillant
se	PRON	se
mêla	VERB	mêler
de	ADP	de
justifier	VERB	justifier
les	DET	le
s'	PRON	se
,	PUNCT	,
,	PUNCT	,
même	ADV	même
ceux	PRON	celui
Abri	PROPN	Abri
ce	DET	ce
avec	ADP	avec
des	ADP	de
l'	DET	le
filles	NOUN	fille
quelque	DET	quelque
temps	NOUN	temps
isola	VERB	isoler
venaient	ADV	venaient
son	DET	son
copulatoire	NOUN	copulatoire
plus	ADV	plus
aux	ADP	à
se	PRON	se
de	ADP	de
un	DET	un
nombreux	ADJ	nombreux
et	CCONJ	et
côté	NOUN	côté
temps	NOUN	temps
promener	VERB	promener
obtenir	VERB	obtenir
.	PUNCT	.
Il	PRON	il
qui	PRON	qui
une	PRON	un
quelques	DET	quelque
pour	ADP	pour
espérant	VERB	espérer
avait	AUX	avoir
présence	NOUN	présence
de	ADP	de
d'	ADP	de
coïncidait	VERB	coïncider
sa	DET	son
sa	DET	son
fin	NOUN	fin
boîte	NOUN	boîte
à	ADP	à
,	PUNCT	,
moment	NOUN	moment
nouveau	ADJ	nouveau
Pour	ADP	pour
ce	PRON	ce
celui	PRON	celui
méritait	VERB	mériter
quelques	DET	quelque
Robert	PROPN	Robert
experte	NOUN	experte
elle	PRON	lui
sur	ADP	sur
la	DET	le
Sans	ADP	sans
,	PUNCT	,
que	SCONJ	que
le	DET	le
Vieux	PROPN	Vieux
où	PRON	où
Il	PRON	il
sa	DET	son
relever	VERB	relever
fût	NOUN	fût
qui	PRON	qui
était	AUX	être
contrecœur	NOUN	contrecœur
dû	VERB	devoir
réputation	NOUN	réputation
avec	ADP	avec
place	NOUN	place
veille	NOUN	veille
à	ADP	à
après	ADP	après
de	ADP	de
travail	NOUN	travail
.	PUNCT	.
...	PUNCT	...
la	DET	le
.	PUNCT	.
instants	NOUN	instant
n'	ADV	n'
l'	DET	le
et	CCONJ	et
une	DET	un
hydrop	NOUN	hydrop
provenant	VERB	provenir
corser	VERB	corser
,	PUNCT	,
le	DET	le
avec	ADP	avec
dessous	NOUN	dessous
des	ADP	de
qui	PRON	qui
et	CCONJ	et
avait	AUX	avoir
.	PUNCT	.
noirs	ADJ	noir
rien	PRON	rien
fois	NOUN	fois
galerie	NOUN	galerie
cailloux	NOUN	caillou
n'	ADV	n'
taire	VERB	taire
,	PUNCT	,
quelques	DET	quelque
il	PRON	il
,	PUNCT	,
Robert	PROPN	Robert
Cette	DET	ce
,	PUNCT	,
les	PRON	le
pu	VERB	pouvoir
amené	VERB	amener
bacs	NOUN	bac
des	DET	un
lui	PRON	lui
avait	AUX	avoir
d'	ADP	de
'	PUNCT	'
avaient	VERB	avoir
avait	AUX	avoir
cailloux	NOUN	caillou
faire	VERB	faire
semés	VERB	semer
en	ADP	en
éloignée	VERB	éloigner
affaire	NOUN	affaire
ici	ADV	ici
message	NOUN	message
à	ADP	à
le	DET	le
avait	AUX	avoir
même	ADV	même
pu	VERB	pouvoir
Éboueurs	NOUN	éboueur
n'	ADV	n'
on	PRON	on
,	PUNCT	,
J'	PRON	je
.	PUNCT	.
la	DET	le
venue	NOUN	venue
.	PUNCT	.
parlerai	NOUN	parlerai
au	ADP	au
les	DET	le
il	PRON	il
avait	AUX	avoir
habités	VERB	habiter
s'	PRON	se
,	PUNCT	,
On	PRON	on
«	NOUN	«
des	ADP	de
cela	PRON	cela
Éboueurs	NOUN	éboueur
avait	AUX	avoir
secoué	VERB	secouer
couloirs	NOUN	couloir
d'	ADP	de
si	SCONJ	si
.	PUNCT	.
Conseil	NOUN	conseil
des	ADP	de
être	AUX	être
Malgré	ADP	malgré
Conseil	NOUN	conseil
avait	AUX	avoir
dans	ADP	dans
n'	ADV	n'
le	DET	le
déçu	ADJ	déçu
dit	VERB	dire
mystère	NOUN	mystère
de	ADP	de
empêcher	VERB	empêcher
parlé	VERB	parler
grand-chose	NOUN	grand-chose
en	PRON	en
pas	ADV	pas
avait	AUX	avoir
prochaine	ADJ	prochain
plus	ADV	plus
ainsi	ADV	ainsi
doive	VERB	devoir
,	PUNCT	,
la	DET	le
expliquer	VERB	expliquer
une	DET	un
»	PUNCT	»
même	ADV	même
qu'	SCONJ	que
avec	ADP	avec
attention	NOUN	attention
les	PRON	le
en	ADP	en
Robert	PROPN	Robert
Il	PRON	il
,	PUNCT	,
qu'	SCONJ	que
dit	VERB	dire
eux	PRON	lui
avec	ADP	avec
que	SCONJ	que
avait	AUX	avoir
je	PRON	je
et	CCONJ	et
il	PRON	il
personne	NOUN	personne
avait	VERB	avoir
en	ADP	en
écouté	VERB	écouter
rencontrerai	NOUN	rencontrerai
André	PROPN	André
quelques	DET	quelque
,	PUNCT	,
tout	ADV	tout
confirmant	VERB	confirmer
intervenir	VERB	intervenir
.	PUNCT	.
détail	NOUN	détail
