Daniels	PROPN	Daniels
de	ADP	de
tôt	ADV	tôt
de	ADP	de
du	ADP	de
une	DET	un
sa	DET	son
femme	NOUN	femme
douceur	NOUN	douceur
qui	PRON	qui
nuit	NOUN	nuit
avant	ADP	avant
et	CCONJ	et
,	PUNCT	,
la	DET	le
Il	PRON	il
rage	NOUN	rage
de	ADP	de
Mais	CCONJ	mais
une	DET	un
de	ADP	de
seule	ADJ	seul
maladie	NOUN	maladie
ne	ADV	ne
que	SCONJ	que
recréer	VERB	recréer
celle	PRON	celui
.	PUNCT	.
,	PUNCT	,
quelques	DET	quelque
la	DET	le
nuit	NOUN	nuit
emporte	NOUN	emporte
folie	NOUN	folie
,	PUNCT	,
Mara	PROPN	Mara
qui	PRON	qui
fragile	ADJ	fragile
il	PRON	il
avait	AUX	avoir
été	AUX	être
voulait	VERB	vouloir
en	ADP	en
venait	VERB	venir
pinceau	NOUN	pinceau
puisqu'	SCONJ	puisque
de	ADP	de
furieusement	ADV	furieusement
ressortait	VERB	ressortir
de	ADP	de
fixait	NOUN	fixait
regard	ADJ	regard
courait	VERB	courir
il	PRON	il
comme	ADP	comme
n'	ADV	n'
autre	ADJ	autre
regard	NOUN	regard
Depuis	ADP	depuis
surface	NOUN	surface
,	PUNCT	,
calme	NOUN	calme
timide	NOUN	timide
,	PUNCT	,
froid	ADJ	froid
Mara	PROPN	Mara
le	DET	le
sept	NUM	sept
impénétrable	ADJ	impénétrable
la	DET	le
pas	ADV	pas
toile	NOUN	toile
,	PUNCT	,
couleur	NOUN	couleur
et	CCONJ	et
avait	AUX	avoir
le	DET	le
,	PUNCT	,
ce	PRON	ce
le	DET	le
jailli	VERB	jaillir
était	AUX	être
brume	NOUN	brume
brun	ADJ	brun
,	PUNCT	,
ans	NOUN	an
portrait	NOUN	portrait
...	PUNCT	...
fois	NOUN	fois
,	PUNCT	,
un	DET	un
qui	PRON	qui
sur	ADP	sur
qu'	SCONJ	que
la	DET	le
chaque	DET	chaque
avait	AUX	avoir
un	DET	un
le	DET	le
hantaient	VERB	hanter
Mais	CCONJ	mais
qui	PRON	qui
d'	ADP	de
il	PRON	il
souvenir	NOUN	souvenir
gris	NOUN	gris
le	PRON	le
méritait	VERB	mériter
il	PRON	il
yeux	NOUN	oeil
Deux	NUM	Deux
le	DET	le
,	PUNCT	,
aimer	VERB	aimer
regard	ADJ	regard
impitoyablement	VERB	impitoyablemer
obsédaient	NOUN	obsédaient
aurait	AUX	avoir
le	DET	le
voilé	VERB	voiler
l'	PRON	l'
.	PUNCT	.
brun	ADJ	brun
n'	ADV	n'
doux	NOUN	dou
Sans	ADP	sans
devait	VERB	devoir
effacer	VERB	effacer
yeux	NOUN	oeil
!	PUNCT	!
eux	PRON	lui
qui	PRON	qui
pu	VERB	pouvoir
le	PRON	le
jamais	ADV	jamais
pu	VERB	pouvoir
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
comme	SCONJ	comme
elle	PRON	lui
.	PUNCT	.
miroir	NOUN	miroir
Comme	SCONJ	comme
des	ADP	de
Mara	PROPN	Mara
avait	AUX	avoir
brume	NOUN	brume
bout	NOUN	bout
dans	ADP	dans
quoi	PRON	quoi
main	NOUN	main
de	ADP	de
Au	ADP	au
temps	NOUN	temps
revenait	VERB	revenir
il	PRON	il
savait	VERB	savoir
tout	ADV	tout
pour	ADP	pour
qu'	SCONJ	que
en	PRON	en
une	DET	un
valait	VERB	valoir
.	PUNCT	.
ses	DET	son
passa	VERB	passer
,	PUNCT	,
le	DET	le
Et	CCONJ	et
Ken	PROPN	Ken
voilà	VERB	voilà
Elle	PRON	lui
lui	PRON	lui
tenir	VERB	tenir
noirs	ADJ	noir
de	ADP	de
tout	ADJ	tout
elle	PRON	lui
à	ADP	à
.	PUNCT	.
...	PUNCT	...
laissé	VERB	laisser
lasse	VERB	lasser
s'	PRON	se
cela	PRON	cela
huit	NUM	huit
Après	ADP	après
mieux	ADV	mieux
années	NOUN	année
,	PUNCT	,
cheveux	NOUN	cheveu
.	PUNCT	.
.	PUNCT	.
nécessaire	ADJ	nécessaire
peut-être	ADV	peut-être
6	NUM	6
sa	DET	son
elle	PRON	lui
dénuée	VERB	dénuer
Cette	DET	ce
pierre	NOUN	pierre
comprendre	VERB	comprendre
,	PUNCT	,
visage	NOUN	visage
une	DET	un
au	ADP	au
dépourvu	NOUN	dépourvu
donc	ADV	donc
mots	NOUN	mot
celle	PRON	celui
,	PUNCT	,
de	ADP	de
...	PUNCT	...
parlerait	VERB	parler
de	ADP	de
cœur	NOUN	cœur
la	DET	le
au	ADP	au
nature	NOUN	nature
au	ADP	au
:	PUNCT	:
,	PUNCT	,
il	PRON	il
il	PRON	il
.	PUNCT	.
ne	ADV	ne
jetterait	VERB	jeter
d'	ADP	de
.	PUNCT	.
Il	PRON	il
égoïste	NOUN	égoïste
lui	PRON	lui
,	PUNCT	,
fois	NOUN	fois
revoir	VERB	revoir
le	PRON	le
allait	VERB	aller
cette	DET	ce
prendrait	VERB	prendre
pas	ADV	pas
sentiments	NOUN	sentiment
véritable	ADJ	véritable
fois	NOUN	fois
les	DET	le
Mais	CCONJ	mais
1	NUM	1
elle	PRON	lui
ce	DET	ce
.	PUNCT	.
toujours	ADV	toujours
plus	ADV	plus
qu'	PRON	qu'
voir	VERB	voir
de	ADP	de
chance	NOUN	chance
,	PUNCT	,
et	CCONJ	et
se	PRON	se
à	ADP	à
donné	VERB	donner
il	PRON	il
ans	NOUN	an
il	PRON	il
dirait	VERB	dire
Les	DET	le
huit	NUM	huit
fermèrent	VERB	fermer
coupe	NOUN	coupe
lui	PRON	lui
prononcer	VERB	prononcer
avait	AUX	avoir
adieu	NOUN	adieu
.	PUNCT	.
lui	PRON	lui
brûlantes	ADJ	brûlant
tableau	NOUN	tableau
Une	DET	un
aucune	DET	aucun
pour	ADP	pour
de	ADP	de
de	ADP	de
.	PUNCT	.
tôt	ADV	tôt
,	PUNCT	,
,	PUNCT	,
...	PUNCT	...
Ken	PROPN	Ken
ne	ADV	ne
Cette	DET	ce
fois	NOUN	fois
paupières	NOUN	paupière
ne	ADV	ne
plus	ADV	plus
champagne	NOUN	champagne
voulait	VERB	vouloir
.	PUNCT	.
main	NOUN	main
pieds	NOUN	pied
contemplait	VERB	contempler
-	PROPN	-
Rebecca	PROPN	Rebecca
la	DET	le
ses	DET	son
,	PUNCT	,
écart	NOUN	écart
colline	NOUN	colline
de	ADP	de
par	ADP	par
son	DET	son
à	ADP	à
,	PUNCT	,
,	PUNCT	,
du	ADP	de
de	ADP	de
distraitement	ADV	distraitement
invités	NOUN	invité
la	DET	le
ci	NOUN	ci
un	DET	un
autres	ADJ	autre
peu	ADV	peu
somptueuses	ADJ	somptueux
villas	NOUN	villa
parsemée	VERB	parsemer
grands	ADJ	grand
s'	PRON	se
-	PRON	-
l'	DET	le
Bel	PROPN	Bel
palmiers	NOUN	palmier
des	ADP	de
Celle	PRON	celui
Whitney	PROPN	Whitney
Air	PROPN	Air
brise	NOUN	brise
étendait	VERB	étendre
agités	VERB	agiter
.	PUNCT	.
la	DET	le
riche	NOUN	riche
les	DET	le
,	PUNCT	,
A	ADP	à
avec	ADP	avec
soir	NOUN	soir
donnait	VERB	donner
patio	NOUN	patio
style	NOUN	style
d'	ADP	de
cadre	NOUN	cadre
mille	NUM	mille
grand	ADJ	grand
un	DET	un
,	PUNCT	,
jeune	ADJ	jeune
demeure	NOUN	demeure
constituait	VERB	constituer
à	ADP	à
réputé	ADJ	réputé
tenait	VERB	tenir
aux	ADP	à
des	DET	un
des	ADP	de
soirées	VERB	soiréer
une	DET	un
scintillait	VERB	scintiller
l'	DET	le
propriétaire	NOUN	propriétaire
où	PRON	où
,	PUNCT	,
se	PRON	se
qu'	PRON	qu'
y	PRON	y
fastueuses	NOUN	fastueuse
réception	NOUN	réception
espagnol	VERB	espagnol
actuel	NOUN	actuel
la	DET	le
un	DET	un
.	PUNCT	.
femme	NOUN	femme
son	DET	son
feux	ADJ	feux
idéal	ADJ	idéal
apogée	NOUN	apogée
flamboyant	ADJ	flamboyant
Bâtie	NOUN	bâtie
folles	ADJ	fou
,	PUNCT	,
la	DET	le
brillante	NOUN	brillante
couvert	ADJ	couvert
dans	ADP	dans
cinéaste	NOUN	cinéaste
années	NOUN	année
pleinement	ADV	pleinement
à	ADP	à
orchestre	NOUN	orchestre
sous	ADP	sous
demandait	VERB	demander
se	PRON	se
converti	VERB	convertir
un	DET	un
Elle	PRON	lui
grands	ADJ	grand
pensive	NOUN	pensive
,	PUNCT	,
,	PUNCT	,
une	DET	un
Tous	ADJ	tout
elle	PRON	lui
Californie	NOUN	californie
dansant	VERB	danser
savourait	VERB	savourer
le	DET	le
la	DET	le
conversant	VERB	converser
.	PUNCT	.
politique	NOUN	politique
de	ADP	de
.	PUNCT	.
pas	ADV	pas
plus	ADV	plus
ne	ADV	ne
dais	ADJ	dai
,	PUNCT	,
victoire	NOUN	victoire
les	DET	le
se	PRON	se
de	ADP	de
noms	NOUN	nom
sa	DET	son
pressaient	VERB	presser
pourquoi	ADV	pourquoi
ou	CCONJ	ou
et	CCONJ	et
toile	NOUN	toile
son	DET	son
Rebecca	PROPN	Rebecca
,	PUNCT	,
large	NOUN	large
la	DET	le
d'	ADP	de
prit	VERB	prendre
au	ADP	au
souvent	ADV	souvent
de	ADP	de
d'	ADP	de
jeune	ADJ	jeune
.	PUNCT	.
.	PUNCT	.
gorgée	NOUN	gorgée
symboles	NOUN	symbole
dans	ADP	dans
un	DET	un
avait	AUX	avoir
toujours	ADV	toujours
fraîcheur	ADJ	fraîcheur
étourdissant	VERB	étourdir
bulles	NOUN	bulle
fille	NOUN	fille
lèvres	NOUN	lèvre
Soie	NOUN	soie
elle	PRON	lui
femme	NOUN	femme
ses	DET	son
éphémère	ADJ	éphémère
évoluant	VERB	évoluer
et	CCONJ	et
sur	ADP	sur
les	DET	le
s'	PRON	se
imaginait	VERB	imaginer
,	PUNCT	,
cette	DET	ce
un	DET	un
,	PUNCT	,
pétillèrent	VERB	pétiller
rêvé	NOUN	rêvé
sensation	NOUN	sensation
instant	NOUN	instant
ainsi	ADV	ainsi
La	DET	le
Petite	ADJ	petit
...	PUNCT	...
luxe	NOUN	luxe
de	ADP	de
champagne	VERB	champagne
dont	PRON	dont
elle	PRON	lui
aimait	VERB	aimer
champagne	NOUN	champagne
:	PUNCT	:
l'	DET	le
et	CCONJ	et
?	PUNCT	?
du	ADP	de
gris	ADJ	gris
pût	ADV	pût
dans	ADP	dans
Rebecca	PROPN	Rebecca
tourbillon	ADP	tourbillon
soie	NOUN	soie
concrétisé	VERB	concrétiser
aurait	AUX	avoir
à	ADP	à
son	DET	son
jeune	ADJ	jeune
Elle	PRON	lui
Mais	CCONJ	mais
sphères	NOUN	sphère
petite	ADJ	petit
dans	ADP	dans
la	DET	le
un	DET	un
la	DET	le
femme	NOUN	femme
était	AUX	être
monde	NOUN	monde
que	SCONJ	que
.	PUNCT	.
haute	NOUN	haute
politique	ADJ	politique
de	ADP	de
devenir	VERB	devenir
-	PUNCT	-
rêve	NOUN	rêve
qui	PRON	qui
aise	NOUN	aise
cette	DET	ce
cru	VERB	croire
Le	DET	le
Whitney	PROPN	Whitney
les	DET	le
drapée	ADJ	drapé
bleu	NOUN	bleu
altière	NOUN	altière
fourreau	NOUN	fourreau
,	PUNCT	,
parfaitement	ADV	parfaitement
jour	NOUN	jour
grand	ADJ	grand
de	ADP	de
...	PUNCT	...
un	DET	un
femme	NOUN	femme
légèrement	ADV	légèrement
strict	ADJ	strict
cheveux	ADJ	cheveux
élégance	NOUN	élégance
dans	ADP	dans
bougea	NOUN	bougea
chignon	NOUN	chignon
la	DET	le
qui	PRON	qui
son	DET	son
visage	NOUN	visage
nuance	NOUN	nuance
douceur	NOUN	douceur
des	ADP	de
,	PUNCT	,
jouèrent	ADV	jouèrent
.	PUNCT	.
si	SCONJ	si
blond	NOUN	blond
patio	NOUN	patio
presque	ADV	presque
masquer	VERB	masquer
les	DET	le
le	DET	le
lumières	NOUN	lumière
la	DET	le
jeune	ADJ	jeune
comme	ADP	comme
,	PUNCT	,
,	PUNCT	,
voulu	VERB	vouloir
candélabres	NOUN	candélabre
une	DET	un
d'	ADP	de
parsemaient	VERB	parsemer
avait	AUX	avoir
ses	DET	son
sévère	ADJ	sévère
platinée	VERB	platiner
ils	PRON	il
une	DET	un
en	ADP	en
donnaient	VERB	donner
à	ADP	à
pâle	ADJ	pâle
et	CCONJ	et
un	DET	un
rayonnante	NOUN	rayonnante
Rassemblés	NOUN	rassemblé
était	AUX	être
ses	DET	son
d'	ADP	de
de	ADP	de
surtout	ADV	surtout
Long	ADJ	long
de	ADP	de
impression	NOUN	impression
.	PUNCT	.
de	ADP	de
ce	PRON	ce
qui	PRON	qui
port	NOUN	port
la	DET	le
la	DET	le
qui	PRON	qui
.	PUNCT	.
,	PUNCT	,
regardaient	VERB	regarder
cygne	NOUN	cygne
translucide	ADJ	translucide
de	ADP	de
déterminée	VERB	déterminer
,	PUNCT	,
teint	NOUN	teint
atténuer	VERB	atténuer
,	PUNCT	,
c'	PRON	ce
la	PRON	le
taille	NOUN	taille
aisance	NOUN	aisance
allure	NOUN	allure
candeur	NOUN	candeur
frappait	VERB	frapper
svelte	ADJ	svelte
son	DET	son
son	DET	son
cou	NOUN	cou
ceux	PRON	celui
reine	NOUN	reine
altière	ADJ	altier
et	CCONJ	et
donnait	VERB	donner
.	PUNCT	.
Mais	CCONJ	mais
,	PUNCT	,
traits	NOUN	trait
une	DET	un
On	PRON	on
Rebecca	PROPN	Rebecca
,	PUNCT	,
prête	ADJ	prêt
des	ADP	de
en	PRON	en
dur	ADJ	dur
,	PUNCT	,
sentait	NOUN	sentait
foule	NOUN	foule
un	DET	un
.	PUNCT	.
impénétrable	ADJ	impénétrable
et	CCONJ	et
Son	DET	son
si	SCONJ	si
les	DET	le
un	DET	un
ans	NOUN	an
un	DET	un
de	ADP	de
avait	AUX	avoir
vingt-six	PROPN	vingt-six
regard	NOUN	regard
dans	ADP	dans
relever	VERB	relever
à	ADP	à
tous	ADJ	tout
femme	NOUN	femme
faite	VERB	faire
regard	NOUN	regard
relevé	VERB	relever
invités	NOUN	invité
troublant	VERB	troubler
défis	NOUN	défi
curieusement	VERB	curieusemer
beaucoup	ADV	beaucoup
Et	CCONJ	et
presque	ADV	presque
elle	PRON	lui
,	PUNCT	,
erra	ADV	erra
...	PUNCT	...
...	PUNCT	...
sur	ADP	sur
Un	DET	un
regard	NOUN	regard
déjà	ADV	déjà
à	ADP	à
la	DET	le
visage	NOUN	visage
instant	NOUN	instant
Dane	PROPN	Dane
.	PUNCT	.
mais	CCONJ	mais
plus	ADV	plus
,	PUNCT	,
Quelques	DET	quelque
jeune	ADJ	jeune
huppée	VERB	hupper
en	ADP	en
Le	DET	le
tolérée	VERB	tolérer
par	ADP	par
invité	VERB	inviter
publiques	ADJ	public
Dane	PROPN	Dane
tant	ADV	tant
...	PUNCT	...
à	ADP	à
assistante	NOUN	assistant
tôt	ADV	tôt
Dane	PROPN	Dane
Rebecca	PROPN	Rebecca
conseillère	NOUN	conseiller
cherchait	VERB	chercher
Adam	PROPN	Adam
Adam	PROPN	Adam
du	ADP	de
sénateur	NOUN	sénateur
qu'	SCONJ	que
on	PRON	on
on	PRON	on
Sa	DET	son
.	PUNCT	.
protection	NOUN	protection
aurait	VERB	avoir
sénateur	NOUN	sénateur
.	PUNCT	.
mois	NOUN	mois
en	ADP	en
Whitney	PROPN	Whitney
l'	PRON	l'
peut-être	ADV	peut-être
soirée	NOUN	soirée
y	PRON	y
aurait	AUX	avoir
,	PUNCT	,
Rebecca	PROPN	Rebecca
aussi	ADV	aussi
relations	NOUN	relation
une	DET	un
le	DET	le
exactement	VERB	exactemer
venait	VERB	venir
fiancée	NOUN	fiancée
aurait	AUX	avoir
:	PUNCT	:
,	PUNCT	,
lui	PRON	lui
L'	DET	le
considérée	VERB	considérer
malaise	NOUN	malaise
?	PUNCT	?
à	ADP	à
ne	ADV	ne
elle	PRON	lui
se	PRON	se
marque	NOUN	marque
égards	NOUN	égard
,	PUNCT	,
du	ADP	de
de	ADP	de
tous	ADJ	tout
!	PUNCT	!
Aujourd'hui	ADV	aujourd'hui
hôte	NOUN	hôte
,	PUNCT	,
considérer	VERB	considérer
fièrement	ADJ	fièrement
réjouir	VERB	réjouir
Dane	PROPN	Dane
alors	ADV	alors
parcouru	VERB	parcourir
était	AUX	être
Elle	PRON	lui
avait	AUX	avoir
comme	ADP	comme
chemin	NOUN	chemin
la	DET	le
dû	VERB	devoir
les	DET	le
ce	DET	ce
droit	ADJ	droit
D'	ADP	de
sentiment	NOUN	sentiment
de	ADP	de
sénateur	NOUN	sénateur
.	PUNCT	.
où	PRON	où
avenir	NOUN	avenir
.	PUNCT	.
coupe	NOUN	coupe
réservait	VERB	réserver
à	ADP	à
Reprendrez	PROPN	Reprendrez
argent	NOUN	argent
?	PUNCT	?
lui	PRON	lui
arrêté	VERB	arrêter
Non	ADV	non
femme	NOUN	femme
un	DET	un
plateau	NOUN	plateau
?	PUNCT	?
merci	NOUN	merci
qu'	SCONJ	que
qu'	SCONJ	que
meilleur	ADJ	meilleur
en	ADP	en
y	PRON	y
-vous	PRON	vous
de	ADP	de
Le	DET	le
—	PUNCT	—
pas	ADV	pas
espérer	VERB	espérer
ce	PRON	ce
dépose	NOUN	dépose
sa	DET	son
elle	PRON	lui
champagne	NOUN	champagne
son	DET	son
.	PUNCT	.
une	DET	un
d'	ADP	de
,	PUNCT	,
peut	VERB	pouvoir
vide	ADJ	vide
—	PUNCT	—
pour	ADP	pour
serveur	NOUN	serveur
côté	NOUN	côté
mademoiselle	ADJ	mademoisell
s'	PRON	se
,	PUNCT	,
présentant	VERB	présenter
du	ADP	de
-il	PRON	il
était	AUX	être
,	PUNCT	,
habit	NOUN	habit
éloigner	VERB	éloigner
murmura	VERB	murmurer
s'	PRON	se
il	PRON	il
.	PUNCT	.
lendemain	NOUN	lendemain
,	PUNCT	,
serveur	NOUN	serveur
Adam	PROPN	Adam
long	ADJ	long
parmi	ADP	parmi
les	DET	le
claires	ADJ	clair
.	PUNCT	.
.	PUNCT	.
qu'	SCONJ	que
le	DET	le
tête	NOUN	tête
le	PRON	le
lui	PRON	lui
attendait	VERB	attendre
et	CCONJ	et
aperçut	VERB	apercevoir
jeune	ADJ	jeune
l'	PRON	l'
femme	NOUN	femme
regardait	VERB	regarder
s'	PRON	se
elle	PRON	lui
garder	VERB	garder
inclina	VERB	incliner
Rebecca	PROPN	Rebecca
Un	DET	un
groupes	NOUN	groupe
les	DET	le
voyage	NOUN	voyage
,	PUNCT	,
,	PUNCT	,
Tandis	ADV	tandis
la	DET	le
et	CCONJ	et
idées	NOUN	idée
.	PUNCT	.
se	PRON	se
perdit	VERB	perdre
fallait	VERB	falloir
la	DET	le
Le	DET	le
Dane	PROPN	Dane
froide	ADJ	froid
âgé	ADJ	âgé
sourit	VERB	sourire
n'	ADV	n'
avait	AUX	avoir
de	ADP	de
qu'	PRON	qu'
Il	PRON	il
jeune	ADJ	jeune
-	NUM	-
s'	PRON	se
cette	DET	ce
parfaite	ADJ	parfait
leur	DET	leur
ans	NOUN	an
,	PUNCT	,
...	PUNCT	...
assurance	NOUN	assurance
Jamais	ADV	jamais
qu'	SCONJ	que
admirée	VERB	admirer
cette	DET	ce
rencontre	NOUN	rencontre
quarante	NUM	quarante
la	DET	le
avec	ADP	avec
voyant	ADV	voyant
Adam	DET	adam
fût	ADJ	fût
Non	ADV	non
premier	ADJ	premier
aurait	AUX	avoir
A	NOUN	a
et	CCONJ	et
maîtrise	ADJ	maîtris
jour	NOUN	jour
approcha	VERB	approcher
.	PUNCT	.
elle	PRON	lui
soi	ADV	soi
.	PUNCT	.
pu	VERB	pouvoir
de	ADP	de
homme	NOUN	homme
prétendre	VERB	prétendre
à	ADP	à
au	ADP	au
en	ADP	en
plus	ADV	plus
huit	NUM	huit
un	DET	un
femmes	NOUN	femme
mince	NOUN	mince
comment	ADV	comment
Caractère	NOUN	caractère
genre	NOUN	genre
moyens	NOUN	moyen
,	PUNCT	,
et	CCONJ	et
aux	DET	aux
en	ADP	en
vite	ADV	vite
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
il	PRON	il
personnalité	NOUN	personnalité
ses	DET	son
ce	PRON	ce
laquelle	PRON	lequel
décidé	VERB	décider
de	ADP	de
il	PRON	il
Quant	ADV	quant
bronzé	NOUN	bronzé
possession	NOUN	possession
,	PUNCT	,
peu	ADV	peu
de	ADP	de
à	ADP	à
habitude	NOUN	habitude
l'	PRON	l'
...	PUNCT	...
était	AUX	être
Le	DET	le
du	ADP	de
pleine	NOUN	pleine
résistent	VERB	résister
.	PUNCT	.
de	ADP	de
savait	VERB	savoir
obtenir	VERB	obtenir
commandement	NOUN	commandement
il	PRON	il
au	ADP	au
plus	ADV	plus
,	PUNCT	,
et	CCONJ	et
voulait	VERB	vouloir
hommes	NOUN	homme
qu'	PRON	qu'
main	NOUN	main
le	PRON	le
suaves	ADJ	suave
.	PUNCT	.
comme	ADP	comme
leurs	DET	leur
ils	PRON	il
Les	DET	le
femme	NOUN	femme
pas	ADV	pas
grave	ADJ	grave
effleurèrent	VERB	effleurer
attendre	VERB	attendre
la	DET	le
ne	ADV	ne
caresse	NOUN	caresse
parmi	ADP	parmi
,	PUNCT	,
Il	PRON	il
—	PUNCT	—
compter	VERB	compter
,	PUNCT	,
jeune	ADJ	jeune
s'	SCONJ	s'
le	PRON	le
ils	PRON	il
prit	VERB	prendre
la	DET	le
.	PUNCT	.
vous	PRON	vous
inflexions	NOUN	inflexion
la	DET	le
parvenaient	VERB	parvenir
Rebecca	PROPN	Rebecca
ai	AUX	avoir
à	ADP	à
de	ADP	de
amis	NOUN	ami
une	DET	un
chérie	NOUN	chéri
de	ADP	de
fait	AUX	faire
-moi	PRON	moi
sa	DET	son
voix	NOUN	voix
Je	PRON	je
redoutaient	NOUN	redoutaient
.	PUNCT	.
,	PUNCT	,
pardonnez	VERB	pardonner
Mais	CCONJ	mais
légèrement	ADV	légèrement
comprenez	VERB	comprendre
,	PUNCT	,
teinta	VERB	teinter
ai	AUX	avoir
baisa	NOUN	baisa
vous	PRON	vous
reprit	VERB	reprendre
les	DET	le
de	ADP	de
Rebecca	PROPN	Rebecca
aussi	ADV	aussi
.	PUNCT	.
