tonnerre	NOUN	tonnerre
c'	PRON	ce
pans	VERB	pans
envolèrent	VERB	envoler
épaules	NOUN	épaule
mèches	NOUN	mèche
battaient	VERB	battre
lés	VERB	ler
s'	PRON	se
splendide	ADJ	splendide
tandis	ADV	tandis
caresse	NOUN	caresse
des	DET	un
,	PUNCT	,
et	CCONJ	et
blanche	NOUN	blanche
son	DET	son
lui	PRON	lui
qui	PRON	qui
.	PUNCT	.
et	CCONJ	et
manches	NOUN	manche
les	DET	le
nuit	NOUN	nuit
sa	DET	son
les	DET	le
blouse	ADJ	blous
Oui	ADV	oui
,	PUNCT	,
visage	NOUN	visage
bras	NOUN	bras
et	CCONJ	et
une	DET	un
,	PUNCT	,
longues	ADJ	long
.	PUNCT	.
que	SCONJ	que
était	AUX	être
les	DET	le
sur	ADP	sur
épingles	NOUN	épingle
elle	PRON	lui
Bientôt	ADV	bientôt
ses	DET	son
savoura	VERB	savourer
la	DET	le
les	DET	le
de	ADP	de
cheveux	ADJ	cheveux
,	PUNCT	,
retenaient	VERB	retenir
.	PUNCT	.
la	DET	le
s'	PRON	se
chagrins	NOUN	chagrin
lâcher	VERB	lâcher
tous	ADJ	tout
dans	ADP	dans
humide	ADJ	humide
loquets	NOUN	loquet
,	PUNCT	,
,	PUNCT	,
lui	PRON	lui
vie	NOUN	vie
sécurité	NOUN	sécurité
bref	NOUN	bref
poignée	NOUN	poignée
de	ADP	de
une	DET	un
La	DET	le
qui	PRON	qui
délivrait	VERB	délivrer
.	PUNCT	.
Les	DET	le
de	ADP	de
se	PRON	se
ce	DET	ce
portière	NOUN	portière
claqua	VERB	claquer
.	PUNCT	.
lourd	ADJ	lourd
engouffra	VERB	engouffrer
.	PUNCT	.
instant	NOUN	instant
faisant	AUX	faire
sur	ADP	sur
Shelley	PROPN	Shelley
Zut	VERB	zut
les	DET	le
la	DET	le
Soudain	ADV	soudain
sous	ADP	sous
sa	DET	son
froide	ADJ	froid
l'	DET	le
appentis	NOUN	appentis
pesaient	VERB	peser
magie	NOUN	magie
et	CCONJ	et
de	ADP	de
bourrasque	NOUN	bourrasque
en	PRON	en
bloqués	VERB	bloquer
Elle	PRON	lui
fallait	VERB	falloir
cuisine	NOUN	cuisine
qu'	PRON	qu'
étaient	AUX	être
.	PUNCT	.
En	ADP	en
l'	DET	le
fenêtre	NOUN	fenêtre
de	ADP	de
de	ADP	de
la	DET	le
clés	NOUN	clé
mal	ADV	mal
ce	PRON	ce
urgences	NOUN	urgence
que	SCONJ	que
pour	ADP	pour
Tout	ADJ	tout
travail	NOUN	travail
.	PUNCT	.
Et	CCONJ	et
.	PUNCT	.
ses	DET	son
la	DET	le
moustiquaire	NOUN	moustiquaire
et	CCONJ	et
une	DET	un
se	PRON	se
déchirée	VERB	déchirer
à	ADP	à
sa	DET	son
épuisante	ADJ	épuisant
intérieur	NOUN	intérieur
était	AUX	être
il	PRON	il
fermait	VERB	fermer
aux	ADP	à
souvint	VERB	souvenir
journée	NOUN	journée
l'	DET	le
que	SCONJ	que
la	DET	le
clore	ADV	clore
.	PUNCT	.
hôpital	NOUN	hôpital
glissant	VERB	glisser
de	ADP	de
bras	NOUN	bras
dans	ADP	dans
ce	PRON	ce
faire	VERB	faire
de	ADP	de
bien	ADV	bien
main	NOUN	main
,	PUNCT	,
atteindre	VERB	atteindre
un	DET	un
qu'	SCONJ	que
une	DET	un
Au	ADP	au
verrou	NOUN	verrou
la	PRON	le
,	PUNCT	,
parviendrait	VERB	parvenir
elle	PRON	lui
en	ADP	en
sauter	VERB	sauter
elle	PRON	lui
pire	ADJ	pire
pouvoir	VERB	pouvoir
trou	NOUN	trou
,	PUNCT	,
pour	ADP	pour
passant	VERB	passer
le	DET	le
et	CCONJ	et
maudite	NOUN	maudit
serait	AUX	être
devrait	VERB	devoir
secouer	VERB	secouer
vitre	NOUN	vitre
crémone	NOUN	crémone
peu	ADV	peu
elle	PRON	lui
à	ADP	à
voiture	NOUN	voiture
,	PUNCT	,
toujours	ADV	toujours
.	PUNCT	.
un	DET	un
moins	ADV	moins
onéreux	ADJ	onéreux
cette	DET	ce
le	DET	le
carreau	NOUN	carreau
le	DET	le
casserait	VERB	casser
n'	ADV	n'
la	DET	le
d'	ADP	de
se	PRON	se
Et	CCONJ	et
Alors	ADV	alors
de	ADP	de
dirigea	VERB	diriger
.	PUNCT	.
avait	VERB	avoir
le	DET	le
perron	NOUN	perron
contre	ADP	contre
où	PRON	où
n'	ADV	n'
elle	PRON	lui
.	PUNCT	.
appréhension	ADJ	appréhension
figea	VERB	figer
sentait	VERB	sentir
catastrophique	NOUN	catastrophique
cette	DET	ce
seule	ADJ	seul
.	PUNCT	.
de	ADP	de
Il	PRON	il
.	PUNCT	.
Elle	PRON	lui
se	PRON	se
oppressée	VERB	oppresser
un	DET	un
pas	ADV	pas
y	PRON	y
.	PUNCT	.
?	PUNCT	?
rien	PRON	rien
était	AUX	être
pourquoi	ADV	pourquoi
brusquement	ADV	brusquement
étrange	NOUN	étrange
pas	NOUN	pas
Luttant	VERB	lutter
elle	PRON	lui
décidé	VERB	décider
vers	ADP	vers
-elle	PRON	lui
porte	NOUN	porte
se	PRON	se
D'	ADP	de
,	PUNCT	,
qui	PRON	qui
vint	VERB	venir
regardait	NOUN	regardait
à	ADP	à
samaison	NOUN	samaison
Mais	CCONJ	mais
lui	PRON	lui
la	DET	le
.	PUNCT	.
aurait	AUX	avoir
L'	DET	le
intérieur	NOUN	intérieur
eut	VERB	avoir
que	SCONJ	que
elle	PRON	lui
Sa	DET	son
.	PUNCT	.
absolue	ADJ	absolu
avec	ADP	avec
coup	NOUN	coup
dire	VERB	dire
la	DET	le
pas	ADV	pas
impression	NOUN	impression
le	PRON	le
,	PUNCT	,
la	DET	le
fenêtre	NOUN	fenêtre
maison	NOUN	maison
paralysée	NOUN	paralysé
de	ADP	de
fermait	VERB	fermer
n'	ADV	n'
de	ADP	de
,	PUNCT	,
pu	VERB	pouvoir
ne	ADV	ne
tout	ADV	tout
.	PUNCT	.
certitude	NOUN	certitude
l'	DET	le
elle	PRON	lui
quelqu'	SCONJ	quelqu'
intérieur	NOUN	intérieur
.	PUNCT	.
,	PUNCT	,
cette	DET	ce
un	DET	un
Pendant	ADP	pendant
que	SCONJ	que
de	ADP	de
corps	NOUN	corps
faisait	VERB	faire
.	PUNCT	.
la	DET	le
solutions	NOUN	solution
son	DET	son
,	PUNCT	,
elle	PRON	lui
passait	VERB	passer
la	DET	le
vie	NOUN	vie
cette	DET	ce
parcourus	VERB	parcourir
son	DET	son
.	PUNCT	.
les	DET	le
,	PUNCT	,
les	DET	le
Ses	DET	son
toutes	ADJ	tout
vitesse	NOUN	vitesse
qu'	PRON	qu'
pétrifié	VERB	pétrifier
revue	NOUN	revue
,	PUNCT	,
trois	NUM	trois
kilomètres	NOUN	kilomètre
Sur	ADP	sur
cérébrales	ADJ	cérébral
souvent	ADV	souvent
caillouteux	ADJ	caillouteux
esprit	NOUN	esprit
et	CCONJ	et
fonctionnaient	ADV	fonctionnaient
en	ADP	en
chemin	NOUN	chemin
possibles	ADJ	possible
mort	NOUN	mort
qui	PRON	qui
la	DET	le
à	ADP	à
son	DET	son
différence	NOUN	différence
entre	ADP	entre
cellules	NOUN	cellule
restait	VERB	rester
métier	NOUN	métier
avait	AUX	avoir
dans	ADP	dans
sienne	NOUN	sienne
la	DET	le
ses	DET	son
la	DET	le
gauche	NOUN	gauche
.	PUNCT	.
depuis	ADP	depuis
avec	ADP	avec
,	PUNCT	,
avait	AUX	avoir
au	DET	au
voisin	NOUN	voisin
sur	ADP	sur
après	ADP	après
elle	PRON	lui
dont	PRON	dont
éclairée	VERB	éclairer
,	PUNCT	,
propriété	NOUN	propriété
ferme	ADJ	ferme
habitation	NOUN	habitation
la	DET	le
était	AUX	être
nationale	ADJ	national
aucune	DET	aucun
,	PUNCT	,
jouxtait	VERB	jouxter
la	DET	le
la	DET	le
plus	ADV	plus
deux	NUM	deux
il	PRON	il
n'	ADV	n'
de	ADP	de
élevée	ADJ	élevé
croisé	VERB	croiser
,	PUNCT	,
Dans	ADP	dans
,	PUNCT	,
colline	NOUN	colline
fils	NOUN	fils
,	PUNCT	,
Sidell	PROPN	Sidell
.	PUNCT	.
Quant	ADV	quant
la	DET	le
route	NOUN	route
vivait	VERB	vivre
d'	ADP	de
Annie	PROPN	Annie
charivari	NOUN	charivari
Jackson	PROPN	Jackson
ne	ADV	ne
un	DET	un
Le	DET	le
ermite	NOUN	ermite
Millie	PROPN	Millie
Shelley	PROPN	Shelley
les	DET	le
nationale	NOUN	nationale
.	PUNCT	.
Badaboum	PROPN	Badaboum
dans	ADP	dans
de	ADP	de
de	ADP	de
fut	AUX	être
d'	ADP	de
depuis	ADP	depuis
,	PUNCT	,
militaire	NOUN	militaire
sorte	NOUN	sorte
le	DET	le
,	PUNCT	,
demeurait	VERB	demeurer
une	DET	un
près	ADV	près
couvrant	VERB	couvrir
le	DET	le
énorme	ADJ	énorme
sociable	ADJ	sociable
l'	PRON	l'
feuillages	NOUN	feuillage
la	DET	le
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
des	ADP	de
,	PUNCT	,
bruit	NOUN	bruit
coin	NOUN	coin
avait	AUX	avoir
Installée	VERB	installer
mois	NOUN	mois
jamais	ADV	jamais
rencontré	VERB	rencontrer
peu	ADV	peu
qui	PRON	qui
,	PUNCT	,
grondements	NOUN	grondement
un	DET	un
L'	DET	le
et	CCONJ	et
Sans	ADP	sans
était	AUX	être
prit	VERB	prendre
objet	NOUN	objet
tonnerre	NOUN	tonnerre
.	PUNCT	.
un	DET	un
On	PRON	on
plus	ADV	plus
,	PUNCT	,
la	DET	le
loufoque	ADJ	loufoque
grenades	NOUN	grenade
jambes	NOUN	jambe
un	DET	un
L'	DET	le
son	DET	son
tombé	ADJ	tomber
qu'	SCONJ	que
maison	NOUN	maison
peut-être	ADV	peut-être
explosion	NOUN	explosion
dit	VERB	dire
des	ADP	de
cou	NOUN	cou
.	PUNCT	.
à	ADP	à
l'	DET	le
hésiter	VERB	hésiter
était	AUX	être
.	PUNCT	.
Shelley	PROPN	Shelley
intérieur	NOUN	intérieur
aurait	AUX	avoir
ermite	NOUN	ermite
massif	ADJ	massif
ses	DET	son
.	PUNCT	.
une	DET	un
de	ADP	de
fut	AUX	être
seconde	ADJ	second
de	ADP	de
à	ADP	à
l'	DET	le
déterminant	VERB	déterminer
peu	ADV	peu
incident	NOUN	incident
des	DET	un
mais	CCONJ	mais
sort	NOUN	sort
seule	ADJ	seul
vu	VERB	voir
une	DET	un
,	PUNCT	,
le	DET	le
haie	NOUN	haie
coupe-jarret	NOUN	coupe-jarret
elle	PRON	lui
en	PRON	en
Shelley	PROPN	Shelley
houx	NOUN	houx
qu'	SCONJ	que
certain	ADJ	certain
d'	ADP	de
pas	ADV	pas
,	PUNCT	,
à	ADP	à
retour	NOUN	retour
n'	ADV	n'
Une	DET	un
moins	ADV	moins
le	DET	le
dangereux	ADJ	dangereux
couchées	VERB	coucher
sur	ADP	sur
nombre	NOUN	nombre
nuit	NOUN	nuit
de	ADP	de
.	PUNCT	.
un	DET	un
avait	AUX	avoir
tombée	ADJ	tomber
guettant	VERB	guetter
brancards	NOUN	brancard
femme	NOUN	femme
un	DET	un
avait	VERB	avoir
ces	DET	ce
.	PUNCT	.
d'	ADP	de
malheureuses	NOUN	malheureux
:	PUNCT	:
la	DET	le
sûrement	ADV	sûrement
imaginer	VERB	imaginer
de	ADP	de
besoin	NOUN	besoin
ses	DET	son
les	DET	le
foulée	NOUN	foulée
sacrée	VERB	sacrer
au	ADP	au
l'	PRON	l'
séparait	VERB	séparer
la	DET	le
une	DET	un
sauta	NOUN	sauta
de	ADP	de
marches	PROPN	marches
au	ADP	au
.	PUNCT	.
Shelley	PROPN	Shelley
de	ADP	de
qui	PRON	qui
traversa	VERB	traverser
voisin	NOUN	voisin
championne	VERB	championne
agilité	NOUN	agilité
lycée	NOUN	lycée
effleurent	VERB	effleurer
propriétés	NOUN	propriété
l'	DET	le
,	PUNCT	,
sans	ADP	sans
que	SCONJ	que
son	DET	son
courses	NOUN	course
et	CCONJ	et
en	ADP	en
la	DET	le
jusqu'	ADP	jusque
d'	ADP	de
avec	ADP	avec
pieds	NOUN	pied
avait	AUX	avoir
perron	NOUN	perron
,	PUNCT	,
enjamba	VERB	enjamber
obstacles	NOUN	obstacle
pelouse	NOUN	pelouse
la	DET	le
volée	NOUN	volée
de	ADP	de
deux	NUM	deux
dans	ADP	dans
seule	ADJ	seul
la	DET	le
Plus	ADV	plus
la	DET	le
épargna	VERB	épargner
milieu	NOUN	milieu
un	DET	un
gare	ADJ	gar
Si	SCONJ	si
lui	PRON	lui
se	PRON	se
elle	PRON	lui
sprint	NOUN	sprint
embrochée	VERB	embrocher
la	DET	le
que	SCONJ	que
ouverte	VERB	ouvrir
.	PUNCT	.
crier	VERB	crier
fermée	ADJ	fermé
peut-être	ADV	peut-être
de	ADP	de
sans	ADP	sans
porte	VERB	porte
elle	PRON	lui
avait	AUX	avoir
atterri	VERB	atterrir
été	AUX	être
pas	ADV	pas
.	PUNCT	.
Ou	CCONJ	ou
cuisine	NOUN	cuisine
probablement	ADV	probablement
,	PUNCT	,
,	PUNCT	,
dans	ADP	dans
.	PUNCT	.
aurait	AUX	avoir
tard	ADV	tard
au	ADP	au
coutelas	NOUN	coutelas
était	AUX	être
de	ADP	de
Mais	CCONJ	mais
ce	PRON	ce
terminer	VERB	terminer
le	DET	le
la	DET	le
porte	VERB	porte
qui	PRON	qui
dit	VERB	dire
,	PUNCT	,
à	ADP	à
ermite	NOUN	ermite
la	DET	le
sur	ADP	sur
qu'	SCONJ	que
.	PUNCT	.
l'	DET	le
homme	NOUN	homme
de	ADP	de
d'	ADP	de
elle	PRON	lui
fut	AUX	être
porte	VERB	porte
.	PUNCT	.
situation	NOUN	situation
n'	ADV	n'
moyens	NOUN	moyen
sur	ADP	sur
pas	ADV	pas
le	DET	le
grands	ADJ	grand
s'	PRON	se
temps	NOUN	temps
jaugé	VERB	jauger
des	DET	un
la	DET	le
du	ADP	de
genre	NOUN	genre
était	AUX	être
,	PUNCT	,
lame	NOUN	lame
le	DET	le
avant	ADP	avant
convaincue	VERB	convaincre
quand	SCONJ	quand
user	VERB	user
prendre	VERB	prendre
Mais	CCONJ	mais
il	PRON	il
ouvrit	NOUN	ouvrit
au	ADP	au
la	PRON	le
montagne	NOUN	montagne
poing	NOUN	poing
,	PUNCT	,
moment	NOUN	moment
aurait	AUX	avoir
d'	ADP	de
réfléchir	NOUN	réfléchir
une	DET	un
.	PUNCT	.
par	ADP	par
un	DET	un
par	ADP	par
...	PUNCT	...
elle	PRON	lui
Tétanisée	VERB	tétaniser
détendit	VERB	détendre
quelqu'	DET	quelque
plus	ADV	plus
...	PUNCT	...
chez	ADP	chez
couteau	NOUN	couteau
...	PUNCT	...
poignard	NOUN	poignard
bredouilla	VERB	bredouiller
,	PUNCT	,
son	DET	son
-elle	PRON	lui
reconnaître	VERB	reconnaître
fabriqué	VERB	fabriquer
de	ADP	de
a	VERB	avoir
vue	NOUN	vue
jamais	ADV	jamais
du	ADP	de
en	ADP	en
haletant	VERB	haleter
-t	PART	-t
réplique	NOUN	réplique
peu	ADV	peu
y	PRON	y
le	DET	le
moi	PRON	moi
exacte	ADJ	exact
monstrueux	ADJ	monstrueux
Il	PRON	il
finit	VERB	finir
,	PUNCT	,
rangerde	NOUN	rangerde
.	PUNCT	.
du	ADP	de
et	CCONJ	et
—	PUNCT	—
Chez	ADP	chez
la	DET	le
la	DET	le
se	PRON	se
un	PRON	un
père	NOUN	père
vent	NOUN	vent
fenêtre	NOUN	fenêtre
à	ADP	à
le	DET	le
guettait	VERB	guetter
homme	NOUN	homme
la	DET	le
Shelley	PROPN	Shelley
qui	PRON	qui
Solitaire	PROPN	Solitaire
...	PUNCT	...
Il	PRON	il
la	DET	le
à	ADP	à
pas	ADV	pas
je	PRON	je
l'	DET	le
toute	DET	tout
Elle	PRON	lui
réflexe	NOUN	réflexe
,	PUNCT	,
moustiquaire	NOUN	moustiquaire
cigales	ADJ	cigale
ne	ADV	ne
non	ADV	non
ferme	VERB	ferme
parlait	VERB	parler
au	ADP	au
...	PUNCT	...
.	PUNCT	.
l'	DET	le
aux	ADP	à
...	PUNCT	...
me	PRON	me
Il	PRON	il
ou	CCONJ	ou
et	CCONJ	et
avait	VERB	avoir
...	PUNCT	...
à	ADP	à
intérieur	NOUN	intérieur
ouvrit	VERB	ouvrir
et	CCONJ	et
.	PUNCT	.
—	PUNCT	—
rapide	ADJ	rapide
derrière	ADP	derrière
happa	NOUN	happa
stridulaient	VERB	striduler
volée	NOUN	volée
de	ADP	de
approche	NOUN	approche
ce	PRON	ce
Abasourdie	NOUN	abasourdie
Et	CCONJ	et
là	ADV	là
l'	DET	le
,	PUNCT	,
avisa	VERB	aviser
le	DET	le
personne	NOUN	personne
sensée	VERB	senser
il	PRON	il
téléphone	NOUN	téléphone
,	PUNCT	,
qu'	PRON	qu'
plus	ADV	plus
pas	ADV	pas
allait	VERB	aller
,	PUNCT	,
était	AUX	être
n'	ADV	n'
Elle	PRON	lui
l'	DET	le
n'	ADV	n'
orage	NOUN	orage
faire	VERB	faire
tout	PRON	tout
elle	PRON	lui
se	PRON	se
qu'	PRON	qu'
.	PUNCT	.
mais	CCONJ	mais
.	PUNCT	.
demanda	ADJ	demanda
voisin	NOUN	voisin
go	PRON	go
.	PUNCT	.
ce	PRON	ce
avait	AUX	avoir
aurait	AUX	avoir
pourquoi	ADV	pourquoi
la	DET	le
fait	VERB	faire
toute	DET	tout
elle	PRON	lui
de	ADP	de
police	NOUN	police
le	DET	le
appelé	VERB	appeler
le	DET	le
,	PUNCT	,
doute	NOUN	doute
le	DET	le
et	CCONJ	et
arrivait	VERB	arriver
mural	ADJ	mural
en	ADP	en
expliquer	VERB	expliquer
Si	SCONJ	si
rôdeur	NOUN	rôdeur
aperçu	ADJ	apercevoir
gardiens	NOUN	gardien
à	ADP	à
raccrocha	NOUN	raccrocha
couteau	NOUN	couteau
nuit	NOUN	nuit
ordre	NOUN	ordre
rangern'	PRON	rangern'
pied	NOUN	pied
de	ADP	de
de	ADP	de
s'	PRON	se
...	PUNCT	...
brigade	NOUN	brigade
et	CCONJ	et
aurait	VERB	avoir
pas	ADV	pas
de	ADP	de
guerre	NOUN	guerre
l'	DET	le
de	ADP	de
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
la	DET	le
temps	NOUN	temps
sur	ADP	sur
le	DET	le
l'	DET	le
identité	NOUN	identité
les	DET	le
mettraient	VERB	mettre
du	ADP	de
premier	ADJ	premier
de	ADP	de
décrocha	ADJ	décrocha
pas	ADV	pas
face	NOUN	face
ne	ADV	ne
allé	VERB	aller
gâchettes	NOUN	gâchette
vrai	ADJ	vrai
de	ADP	de
était	AUX	être
la	DET	le
des	DET	un
le	DET	le
au	ADP	au
restait	VERB	rester
Si	SCONJ	si
l'	DET	le
nerfs	ADJ	nerf
d'	ADP	de
ne	ADV	ne
?	PUNCT	?
arpenter	VERB	arpenter
craquer	VERB	craquer
diable	VERB	diable
long	ADJ	long
à	ADP	à
tendus	NOUN	tendu
bas	NOUN	bas
.	PUNCT	.
qu'	SCONJ	que
Il	PRON	il
était	AUX	être
-il	PRON	il
Pourquoi	ADV	pourquoi
large	NOUN	large
rôdeur	NOUN	rôdeur
-	ADJ	-
lui	PRON	lui
ermite	NOUN	ermite
,	PUNCT	,
plus	ADV	plus
là	ADV	là
cuisine	NOUN	cuisine
blessé	VERB	blesser
à	ADP	à
était	AUX	être
les	DET	le
Et	CCONJ	et
armé	VERB	armer
?	PUNCT	?
en	ADP	en
excitées	NOUN	excité
si	SCONJ	si
lieu	NOUN	lieu
.	PUNCT	.
revers	NOUN	revers
la	DET	le
voix	NOUN	voix
instinctivement	ADV	instinctivement
velours	NOUN	velours
elle	PRON	lui
appeler	VERB	appeler
la	DET	le
,	PUNCT	,
.	PUNCT	.
riche	ADJ	riche
que	SCONJ	que
.	PUNCT	.
se	PRON	se
Plus	ADV	plus
Les	DET	le
,	PUNCT	,
était	AUX	être
crispés	ADJ	crisper
une	DET	un
sursaut	NOUN	sursaut
La	DET	le
blouse	NOUN	blouse
?	PUNCT	?
un	DET	un
—	PUNCT	—
sur	ADP	sur
le	DET	le
doigts	NOUN	doigt
sur	ADP	sur
d'	ADP	de
sa	DET	son
personne	ADJ	personn
le	DET	le
sa	DET	son
Dans	ADP	dans
de	ADP	de
plaqua	VERB	plaquer
.	PUNCT	.
parole	NOUN	parole
une	DET	un
gorge	NOUN	gorge
,	PUNCT	,
texture	NOUN	texture
aussi	ADV	aussi
main	NOUN	main
police	NOUN	police
mais	CCONJ	mais
elle	PRON	lui
abrupte	ADJ	abrupt
avait	VERB	avoir
.	PUNCT	.
propre	ADJ	propre
fond	NOUN	fond
pouvait	VERB	pouvoir
noire	ADJ	noir
retourna	VERB	retourner
sa	DET	son
Shelley	PROPN	Shelley
la	DET	le
sa	DET	son
seule	ADJ	seul
.	PUNCT	.
Alors	ADV	alors
tenait	VERB	tenir
.	PUNCT	.
ombre	NOUN	ombre
craindre	VERB	craindre
Il	PRON	il
de	ADP	de
gigantesque	ADJ	gigantesque
Il	PRON	il
balbutia	NOUN	balbutia
voisin	NOUN	voisin
,	PUNCT	,
se	PRON	se
