fous	NOUN	fou
Lorca	PROPN	Lorca
sa	DET	son
accident	NOUN	accident
nom	NOUN	nom
Dieu	PROPN	Dieu
.	PUNCT	.
de	ADP	de
!	PUNCT	!
argent	NOUN	argent
exorbités	NOUN	exorbité
arrière-boutique	NOUN	arrière-boutique
Les	DET	le
ciel	NOUN	ciel
l'	DET	le
son	DET	son
sur	ADP	sur
disparut	VERB	disparaître
dans	ADP	dans
un	DET	un
d'	ADP	de
ses	DET	son
sortit	NOUN	sortit
.	PUNCT	.
taffetas	NOUN	taffetas
par	ADP	par
,	PUNCT	,
rembourré	VERB	rembourrer
bruissement	NOUN	bruissement
tenant	VERB	tenir
Gaston	PROPN	Gaston
corsage	NOUN	corsage
plaqua	VERB	plaquer
la	DET	le
porte	NOUN	porte
précipitamment	ADV	précipitamment
s'	PRON	se
de	ADP	de
,	PUNCT	,
mains	NOUN	main
l'	DET	le
enfuit	VERB	enfuir
son	DET	son
derrière	NOUN	derrière
yeux	NOUN	oeil
et	CCONJ	et
de	ADP	de
la	DET	le
dans	ADP	dans
Elle	PRON	lui
caisse	NOUN	caisse
,	PUNCT	,
elle	PRON	lui
Mme	NOUN	mme
prit	VERB	prendre
réticule	NOUN	réticule
.	PUNCT	.
gris	ADJ	gris
main	NOUN	main
était	AUX	être
fenêtre	NOUN	fenêtre
Tia	PRON	tia
vers	ADP	vers
une	DET	un
Negron'	PROPN	Negron'
en	ADP	en
autre	PRON	autre
Mme	NOUN	mme
Gaston	PROPN	Gaston
rose	ADJ	rose
d'	ADP	de
de	ADP	de
avec	ADP	avec
retourna	VERB	retourner
Apparemment	ADV	apparemment
lacets	NOUN	lacet
.	PUNCT	.
se	PRON	se
amidonné	VERB	amidonner
était	AUX	être
ses	DET	son
Tia	PROPN	Tia
jupes	NOUN	jupe
du	ADP	de
bonnet	NOUN	bonnet
les	DET	le
souleva	VERB	soulever
pas	ADV	pas
elle	PRON	lui
l'	DET	le
.	PUNCT	.
le	DET	le
.	PUNCT	.
qu'	SCONJ	que
la	DET	le
jguait	VERB	jguer
.	PUNCT	.
un	DET	un
rideau	NOUN	rideau
El	PROPN	El
inconnu	NOUN	inconnu
pour	ADP	pour
Elle	PRON	lui
,	PUNCT	,
Gato	PROPN	Gato
train	NOUN	train
,	PUNCT	,
ses	DET	son
.	PUNCT	.
voyant	NOUN	voyant
surface	NOUN	surface
Toute	ADJ	tout
à	ADP	à
essayer	VERB	essayer
la	DET	le
Tia	PROPN	Tia
de	ADP	de
d'	ADP	de
ici	ADV	ici
El	PROPN	El
les	DET	le
rêves	NOUN	rêve
vie	NOUN	vie
soudain	ADV	soudain
amoureux	ADJ	amoureux
avait	AUX	avoir
.	PUNCT	.
remontaient	VERB	remonter
Gato	PROPN	Gato
.	PUNCT	.
millier	NOUN	millier
secrets	ADJ	secret
de	ADP	de
entendu	VERB	entendre
narrer	VERB	narrer
elle	PRON	lui
serait	AUX	être
et	CCONJ	et
exploits	ADJ	exploit
et	CCONJ	et
.	PUNCT	.
merveilleux	ADJ	merveilleux
désirs	NOUN	désir
formidables	NOUN	formidable
la	DET	le
sa	DET	son
Negrotombait	VERB	negrotomber
l'	PRON	l'
si	SCONJ	si
elle	PRON	lui
emmenait	NOUN	emmenait
loin	ADV	loin
Ce	PRON	ce
Un	DET	un
en	ADP	en
ferma	VERB	fermer
d'	ADP	de
frivole	NOUN	frivole
.	PUNCT	.
une	DET	un
et	CCONJ	et
envie	NOUN	envie
cheval	NOUN	cheval
yeux	NOUN	oeil
,	PUNCT	,
de	ADP	de
fois	NOUN	fois
qui	PRON	qui
lui	PRON	lui
un	DET	un
en	ADP	en
,	PUNCT	,
revêtir	VERB	revêtir
à	ADP	à
d'	ADP	de
robe	VERB	robe
en	ADP	en
montait	VERB	monter
étrange	NOUN	étrange
et	CCONJ	et
quelque	DET	quelque
elle	PRON	lui
temps	NOUN	temps
la	DET	le
plus	ADV	plus
la	DET	le
autres	ADJ	autre
sorte	NOUN	sorte
Tubac	PROPN	Tubac
chaque	DET	chaque
donnait	AUX	donnait
occasions	NOUN	occasion
qu'	PRON	qu'
de	ADP	de
,	PUNCT	,
de	ADP	de
sentiment	NOUN	sentiment
de	ADP	de
,	PUNCT	,
l'	PRON	l'
fièvre	NOUN	fièvre
,	PUNCT	,
d'	DET	d'
Depuis	ADP	depuis
envahissait	NOUN	envahissait
parader	VERB	parader
excitation	NOUN	excitation
cette	DET	ce
jusqu'	ADP	jusque
un	DET	un
qu'	PRON	qu'
la	DET	le
les	DET	le
ville	NOUN	ville
dans	ADP	dans
emparée	VERB	emparer
la	DET	le
autre	ADJ	autre
côté	NOUN	côté
étaient	AUX	être
elle	PRON	lui
un	DET	un
.	PUNCT	.
,	PUNCT	,
genre	NOUN	genre
dernière	ADJ	dernier
elle	PRON	lui
Malheureusement	ADV	malheureusement
plutôt	ADV	plutôt
était	AUX	être
ce	PRON	ce
.	PUNCT	.
qu'	SCONJ	que
fois	NOUN	fois
que	SCONJ	que
La	DET	le
séduire	ADJ	séduir
bordel	NOUN	bordel
s'	PRON	se
homme	NOUN	homme
de	ADP	de
à	ADP	à
remarque	ADJ	remarqu
fièvre	NOUN	fièvre
hommes	NOUN	homme
frontière	NOUN	frontière
du	ADP	de
,	PUNCT	,
Tubac	PROPN	Tubac
la	DET	le
de	ADP	de
l'	DET	le
pouvait	VERB	pouvoir
à	ADP	à
vendre	NOUN	vendre
d'	ADP	de
à	ADP	à
exercer	VERB	exercer
Tia	PROPN	Tia
sa	DET	son
elle	PRON	lui
pas	NOUN	pas
bleue	ADJ	bleu
,	PUNCT	,
de	ADP	de
le	DET	le
pour	ADP	pour
marché	VERB	marcher
d'	ADP	de
brûler	VERB	brûler
Elmo	PROPN	Elmo
ses	DET	son
jusqu'	ADP	jusque
robe	NOUN	robe
,	PUNCT	,
l'	DET	le
s'	PRON	se
une	DET	un
la	DET	le
sur	ADP	sur
dépensé	VERB	dépenser
offrir	VERB	offrir
toutes	ADJ	tout
écurie	NOUN	écurie
pour	ADP	pour
à	ADP	à
lavée	VERB	laver
robe	NOUN	robe
charmes	NOUN	charme
économies	NOUN	économie
un	DET	un
à	ADP	à
s'	PRON	se
ses	DET	son
,	PUNCT	,
léger	ADJ	léger
peau	NOUN	peau
,	PUNCT	,
se	PRON	se
,	PUNCT	,
elle	PRON	lui
avait	AUX	avoir
était	AUX	être
avait	AUX	avoir
parée	VERB	parer
pauvre	NOUN	pauvre
puis	CCONJ	puis
séductrices	NOUN	séducteur
son	DET	son
prit	VERB	prendre
qu'	SCONJ	que
yeux	NOUN	oeil
c'	PRON	ce
avec	ADP	avec
Tia	DET	tia
comme	ADP	comme
unique	ADJ	unique
plaça	NOUN	plaça
sous	ADP	sous
avec	ADP	avec
faisait	NOUN	faisait
.	PUNCT	.
s'	PRON	se
,	PUNCT	,
amies	NOUN	amie
à	ADP	à
il	PRON	il
Elmo	PROPN	Elmo
une	DET	un
miroir	VERB	miroir
de	ADP	de
d'	ADP	de
poulet	NOUN	poulet
jouer	VERB	jouer
les	DET	le
entraîna	VERB	entraîner
avait	AUX	avoir
un	DET	un
le	DET	le
L'	DET	le
ses	DET	son
jamais	ADV	jamais
qualité	NOUN	qualité
devant	ADP	devant
est	VERB	être
et	CCONJ	et
des	ADP	de
éventail	NOUN	éventail
vécu	VERB	vivre
marna	NOUN	marna
,	PUNCT	,
le	DET	le
n'	ADV	n'
cou	NOUN	cou
.	PUNCT	.
le	DET	le
de	ADP	de
en	ADP	en
sa	DET	son
Des	DET	un
cavaliers	NOUN	cavalier
et	CCONJ	et
.	PUNCT	.
parfois	ADV	parfois
.	PUNCT	.
côté	NOUN	côté
où	PRON	où
leurs	DET	leur
vêtements	NOUN	vêtement
cinquantaine	NOUN	cinquantaine
.	PUNCT	.
au	ADP	au
.	PUNCT	.
remarquerait	VERB	remarquer
émergèrent	VERB	émerger
horde	NOUN	horde
se	PRON	se
Negrola	PROPN	Negrola
d'	ADP	de
le	DET	le
Andrea	PROPN	Andrea
Gato	PROPN	Gato
,	PUNCT	,
grondante	ADJ	grondant
pénétra	VERB	pénétrer
La	DET	le
rapidement	ADV	rapidement
bandolerascroisées	NOUN	bandolerascroisée
par	ADP	par
cas	NOUN	cas
grossiers	ADJ	grossier
.	PUNCT	.
El	PROPN	El
ville	NOUN	ville
Les	DET	le
sales	ADJ	sale
hommes	NOUN	homme
luisaient	VERB	luire
Une	DET	un
nuage	ADJ	nuag
lugubrement	ADV	lugubrement
sur	ADP	sur
rapprochaient	VERB	rapprocher
sœur	ADV	sœur
rougeâtre	NOUN	rougeâtre
nord	ADJ	nord
du	ADP	de
prestement	VERB	prestemer
supposa	VERB	supposer
de	ADP	de
d'	ADP	de
traits	NOUN	trait
la	DET	le
Tia	DET	tia
nuage	NOUN	nuage
retenaient	VERB	retenir
en	ADP	en
sombrero	ADJ	sombrero
masquaient	VERB	masquer
El	PROPN	El
rideaux	NOUN	rideau
qui	PRON	qui
Par	ADP	par
à	ADP	à
.	PUNCT	.
,	PUNCT	,
un	DET	un
vêtu	VERB	vêtir
Gato	PROPN	Gato
qui	PRON	qui
l'	DET	le
,	PUNCT	,
homme	NOUN	homme
Tia	PROPN	Tia
défit	VERB	défaire
prudence	NOUN	prudence
de	ADP	de
poussière	NOUN	poussière
rubans	NOUN	ruban
chevauchait	VERB	chevaucher
ses	DET	son
ranch	NOUN	ranch
tête	NOUN	tête
les	DET	le
manière	NOUN	manière
.	PUNCT	.
Negro	PROPN	Negro
et	CCONJ	et
était	AUX	être
,	PUNCT	,
son	DET	son
large	NOUN	large
propriétaire	NOUN	propriétaire
que	SCONJ	que
le	DET	le
les	DET	le
Hélas	INTJ	Hélas
mèche	NOUN	mèche
Mme	NOUN	mme
lampe	NOUN	lampe
,	PUNCT	,
grimpa	NOUN	grimpa
pas	NOUN	pas
de	ADP	de
la	DET	le
,	PUNCT	,
regards	NOUN	regard
la	DET	le
pièce	NOUN	pièce
prit	VERB	prendre
,	PUNCT	,
protéger	VERB	protéger
la	DET	le
un	DET	un
qu'	PRON	qu'
et	CCONJ	et
elle	PRON	lui
D'	ADP	de
une	DET	un
gens	NOUN	gens
pour	ADP	pour
.	PUNCT	.
se	PRON	se
éteignit	NOUN	éteignit
la	DET	le
chaise	NOUN	chaise
la	DET	le
suspendue	VERB	suspendre
Les	DET	le
des	DET	un
,	PUNCT	,
boutique	NOUN	boutique
extérieurs	ADJ	extérieur
.	PUNCT	.
énergique	ADJ	énergique
sur	ADP	sur
chaise	NOUN	chaise
au	ADP	au
,	PUNCT	,
plaça	NOUN	plaça
centre	NOUN	centre
de	ADP	de
traversa	VERB	traverser
Gaston	PROPN	Gaston
sous	ADP	sous
dehors	ADV	dehors
elle	PRON	lui
petite	ADJ	petit
par	ADP	par
,	PUNCT	,
elle	PRON	lui
.	PUNCT	.
tandis	ADV	tandis
éblouis	CCONJ	éblouis
invisibilité	NOUN	invisibilité
et	CCONJ	et
voir	VERB	voir
devant	ADP	devant
la	DET	le
à	ADP	à
homme	NOUN	homme
ne	ADV	ne
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
porte	NOUN	porte
était	AUX	être
intérieur	NOUN	intérieur
sa	DET	son
ouvrit	NOUN	ouvrit
soleil	NOUN	soleil
l'	DET	le
,	PUNCT	,
de	ADP	de
la	DET	le
la	DET	le
de	ADP	de
Tia	PROPN	Tia
s'	PRON	se
pouvaient	VERB	pouvoir
fenêtre	NOUN	fenêtre
les	PRON	le
à	ADP	à
boutique	NOUN	boutique
qu'	SCONJ	que
Soudain	ADV	soudain
guise	NOUN	guise
revint	VERB	revenir
observer	VERB	observer
de	ADP	de
se	PRON	se
poster	VERB	poster
libre	ADJ	libre
le	DET	le
son	DET	son
un	DET	un
Sûre	NOUN	sûre
.	PUNCT	.
le	DET	le
je	PRON	je
intérieur	NOUN	intérieur
à	ADP	à
à	ADP	à
,	PUNCT	,
continuez	VERB	continuer
brusquement	VERB	brusquemer
,	PUNCT	,
on	PRON	on
entendra	VERB	entendre
pied	NOUN	pied
tête	NOUN	tête
les	DET	le
,	PUNCT	,
bruit	NOUN	bruit
.	PUNCT	.
-t	PART	-t
.	PUNCT	.
sans	ADP	sans
de	ADP	de
tourna	ADJ	tourna
tourné	VERB	tourner
glissa	VERB	glisser
vers	ADP	vers
-elle	PRON	lui
calmement	VERB	calmemer
déclara	PRON	déclara
botte	NOUN	botte
pousse	VERB	pousse
homme	NOUN	homme
cavaliers	NOUN	cavalier
jusqu'	ADP	jusque
écrasa	VERB	écraser
se	PRON	se
L'	DET	le
l'	DET	le
Tombstone	PROPN	Tombstone
Tia	PROPN	Tia
un	DET	un
le	DET	le
Si	SCONJ	si
hurlement	NOUN	hurlement
qu'	SCONJ	que
Sa	DET	son
regard	NOUN	regard
vous	PRON	vous
la	DET	le
—	PUNCT	—
.	PUNCT	.
Il	PRON	il
.	PUNCT	.
cuivré	ADJ	cuivré
tout	ADV	tout
son	DET	son
.	PUNCT	.
virile	ADJ	viril
inconnu	NOUN	inconnu
,	PUNCT	,
elle	PRON	lui
pouvait	VERB	pouvoir
...	PUNCT	...
milieu	NOUN	milieu
regard	NOUN	regard
coup	ADV	coup
éclaira	VERB	éclairer
cette	DET	ce
rugueuse	ADJ	rugueux
.	PUNCT	.
sourire	ADJ	sourir
Tia	PRON	tia
l'	DET	le
jeta	VERB	jeter
un	DET	un
un	DET	un
et	CCONJ	et
sévère	ADJ	sévère
plus	ADV	plus
Je	PRON	je
On	PRON	on
imaginait	VERB	imaginer
furieux	ADJ	furieux
devenir	VERB	devenir
suis	AUX	être
puis	CCONJ	puis
Elle	PRON	lui
visage	NOUN	visage
à	ADP	à
aima	VERB	aimer
devinait	VERB	deviner
désolé	ADJ	désolé
grave	ADJ	grave
facilement	ADV	facilement
qu'	SCONJ	que
—	PUNCT	—
lui	PRON	lui
et	CCONJ	et
au	ADP	au
voix	NOUN	voix
Il	PRON	il
un	DET	un
Negro	PROPN	Negro
autres	ADJ	autre
.	PUNCT	.
surpasser	VERB	surpasser
d'	ADP	de
Gato	PROPN	Gato
sourcils	ADJ	sourcil
sauvages	ADJ	sauvage
ses	DET	son
sourcils	NOUN	sourcil
—	PUNCT	—
formaient	VERB	former
-	PROPN	-
Je	PRON	je
de	ADP	de
vous	PRON	vous
fuis	VERB	fuir
par	ADP	par
essayant	VERB	essayer
C'	PRON	ce
épais	AUX	épais
de	ADP	de
chacun	PRON	chacun
cow	DET	cow
pas	ADV	pas
.	PUNCT	.
ne	ADV	ne
histoires	NOUN	histoire
.	PUNCT	.
d'	ADP	de
boys	NOUN	boy
noirs	ADJ	noir
invraisemblables	ADJ	invraisemblable
,	PUNCT	,
avait	AUX	avoir
les	DET	le
—	PUNCT	—
est	AUX	être
L'	DET	le
.	PUNCT	.
poursuit	VERB	poursuivre
homme	NOUN	homme
fronça	VERB	froncer
des	DET	un
groupe	NOUN	groupe
El	DET	el
qui	PRON	qui
que	SCONJ	que
yeux	NOUN	oeil
sorte	NOUN	sorte
belles	NOUN	beau
Une	DET	un
expression	NOUN	expression
enfoncés	ADJ	enfoncé
une	DET	un
de	ADP	de
rasé	VERB	raser
ses	DET	son
profondes	NOUN	profonde
rides	NOUN	ride
sa	DET	son
près	ADV	près
au-dessus	ADV	au-dessus
creusèrent	VERB	creuser
profondément	ADV	profondément
.	PUNCT	.
coins	NOUN	coin
moustache	NOUN	moustache
,	PUNCT	,
lèvre	NOUN	lèvre
était	AUX	être
corniche	ADJ	cornich
noirs	ADJ	noir
plate	NOUN	plate
de	ADP	de
ses	DET	son
aux	ADP	à
plus	ADV	plus
dents	ADJ	dent
Il	PRON	il
de	ADP	de
d'	ADP	de
fournie	ADJ	fourni
yeux	NOUN	oeil
.	PUNCT	.
.	PUNCT	.
se	PRON	se
supérieure	ADJ	supérieur
blanches	ADJ	blanc
couvrait	VERB	couvrir
sourire	ADJ	sourir
et	CCONJ	et
de	ADP	de
encore	ADV	encore
de	ADP	de
révéla	NOUN	révéla
de	ADP	de
Son	DET	son
que	PRON	que
excepté	ADP	excepté
que	SCONJ	que
est	AUX	être
sang	ADJ	sang
—	PUNCT	—
,	PUNCT	,
pour	ADP	pour
.	PUNCT	.
noblement	ADV	noblement
ses	DET	son
pur	NOUN	pur
—	PUNCT	—
après	ADP	après
qui	PRON	qui
—	PUNCT	—
.	PUNCT	.
l'	DET	le
dépend	VERB	dépendre
une	DET	un
tempes	NOUN	tempe
Ai	PROPN	Ai
fait	VERB	faire
favoris	NOUN	favori
les	DET	le
noirs	ADJ	noir
de	ADP	de
ce	PRON	ce
Ça	PRON	cela
de	ADP	de
El	PRON	el
avez	AUX	avoir
descendaient	VERB	descendre
-	ADJ	-
temps	NOUN	temps
sur	ADP	sur
vous	PRON	vous
C'	PRON	ce
?	PUNCT	?
-je	PRON	je
Gatoépuise	PROPN	Gatoépuise
.	PUNCT	.
suffisamment	ADV	suffisamment
un	PRON	un
de	ADP	de
question	NOUN	question
les	DET	le
important	ADJ	important
D'	ADP	de
air	NOUN	air
,	PUNCT	,
qu'	PRON	qu'
espiègle	NOUN	espiègle
chevaux	NOUN	cheval
détacher	VERB	détacher
douzaine	NOUN	douzaine
ce	PRON	ce
lueur	NOUN	lueur
la	DET	le
hésitait	VERB	hésiter
noirs	ADJ	noir
.	PUNCT	.
L'	DET	le
et	CCONJ	et
El	AUX	el
regard	NOUN	regard
une	DET	un
un	DET	un
la	DET	le
pour	ADP	pour
épuiser	VERB	épuiser
étranger	VERB	étranger
doucement	ADV	doucement
racontait	VERB	raconter
à	ADP	à
,	PUNCT	,
jeune	ADJ	jeune
femme	NOUN	femme
de	ADP	de
un	DET	un
brillait	VERB	briller
referma	VERB	refermer
Gaton'	ADJ	gaton'
Sans	ADP	sans
ennemi	NOUN	ennemi
pas	ADV	pas
il	PRON	il
de	ADP	de
son	DET	son
esquissa	ADJ	esquissa
dans	ADP	dans
.	PUNCT	.
.	PUNCT	.
ses	DET	son
yeux	NOUN	oeil
poursuivre	VERB	poursuivre
on	PRON	on
Une	DET	un
porte	NOUN	porte
sourire	NOUN	sourire
de	ADP	de
ses	DET	son
étranger	VERB	étranger
garnie	NOUN	garnie
fenêtre	NOUN	fenêtre
la	DET	le
appuya	VERB	appuyer
L'	DET	le
achevait	VERB	achever
,	PUNCT	,
œil	VERB	œil
par	ADP	par
de	ADP	de
une	DET	un
le	DET	le
De	ADP	de
et	CCONJ	et
à	ADP	à
,	PUNCT	,
de	ADP	de
porte	NOUN	porte
feu	NOUN	feu
s'	PRON	se
épaules	ADJ	épaule
la	DET	le
contre	ADP	contre
l'	DET	le
arrondi	NOUN	arrondi
derrière	NOUN	derrière
.	PUNCT	.
risqua	VERB	risquer
épaules	NOUN	épaule
mur	NOUN	mur
la	DET	le
Un	DET	un
entre	ADP	entre
ses	DET	son
fenêtre	NOUN	fenêtre
.	PUNCT	.
claqua	VERB	claquer
un	DET	un
coup	NOUN	coup
extérieur	NOUN	extérieur
coup	NOUN	coup
d'	ADP	de
rideaux	NOUN	rideau
larges	NOUN	large
.	PUNCT	.
en	ADP	en
l'	DET	le
rue	NOUN	rue
fine	NOUN	fine
,	PUNCT	,
Il	PRON	il
petite	ADJ	petit
père	NOUN	père
taille	NOUN	taille
dehors	ADP	dehors
de	ADP	de
dos	NOUN	dos
et	CCONJ	et
vit	VERB	voir
cheval	NOUN	cheval
boutique	NOUN	boutique
et	CCONJ	et
de	ADP	de
son	DET	son
soupira	VERB	soupirer
Gatopénétrer	VERB	gatopénétrer
devait	VERB	devoir
rappelaient	VERB	rappeler
.	PUNCT	.
face	NOUN	face
Son	DET	son
lui	PRON	lui
cou	NOUN	cou
dans	ADP	dans
la	DET	le
El	PROPN	El
fière	ADJ	fier
à	ADP	à
en	ADP	en
son	DET	son
la	DET	le
allure	ADJ	allur
large	ADJ	large
juste	ADV	juste
.	PUNCT	.
armée	NOUN	armée
Tia	PRON	tia
son	DET	son
à	ADP	à
Elle	PRON	lui
tour	NOUN	tour
,	PUNCT	,
avoir	AUX	avoir
.	PUNCT	.
regarda	VERB	regarder
la	DET	le
.	PUNCT	.
chevaux	NOUN	cheval
L'	DET	le
,	PUNCT	,
,	PUNCT	,
sombreros	NOUN	sombrero
ce	DET	ce
.	PUNCT	.
patibujaire	ADJ	patibujair
des	ADP	de
main	ADJ	main
coiffés	NOUN	coiffé
de	ADP	de
renégats	ADJ	renégat
et	CCONJ	et
