cicatrisante	ADJ	cicatrisant
Shoshones	NOUN	shoshone
avec	ADP	avec
Anna	PROPN	Anna
plus	ADV	plus
qu'	SCONJ	que
ils	PRON	il
d'	ADP	de
le	DET	le
paraissait	VERB	paraître
porter	VERB	porter
.	PUNCT	.
haute	NOUN	haute
ils	PRON	il
parce	SCONJ	parce
point	NOUN	point
hommes	NOUN	homme
.	PUNCT	.
Arapahos	PROPN	Arapahos
en	ADP	en
,	PUNCT	,
souffraient	VERB	souffrir
beaucoup	ADV	beaucoup
,	PUNCT	,
elle	PRON	lui
bottes	NOUN	botte
pesanteur	NOUN	pesanteur
la	DET	le
étaient	AUX	être
était	AUX	être
mal	ADV	mal
la	DET	le
-	ADV	-
de	ADP	de
de	ADP	de
de	ADP	de
composée	VERB	composer
.	PUNCT	.
protection	NOUN	protection
anti-feu	PROPN	anti-feu
qu'	SCONJ	que
d'	ADP	de
Même	ADV	même
débarrassa	VERB	débarrasser
taille	NOUN	taille
,	PUNCT	,
de	ADP	de
aux	ADP	à
carnage	NOUN	carnage
membre	NOUN	membre
examina	VERB	examiner
pied	NOUN	pied
pas	ADV	pas
sud-ouest	NOUN	sud-ouest
qui	PRON	qui
C'	PRON	ce
était	AUX	être
Indien	NOUN	indien
-	PUNCT	-
de	ADP	de
l'	DET	le
et	CCONJ	et
mais	CCONJ	mais
de	ADP	de
.	PUNCT	.
pansements	NOUN	pansement
Arapaho	PROPN	Arapaho
du	ADP	de
Black	PROPN	Black
de	ADP	de
Elk	NOUN	elk
San	PROPN	San
Juan	PROPN	Juan
équipe	NOUN	équipe
Elk	PROPN	Elk
Sho	PROPN	Sho
venait	VERB	venir
ce	PRON	ce
un	DET	un
était	AUX	être
restait	VERB	rester
qui	PRON	qui
le	DET	le
de	ADP	de
,	PUNCT	,
-	PUNCT	-
un	DET	un
n'	ADV	n'
Rap	PROPN	Rap
.	PUNCT	.
Black	PROPN	Black
Mr	PROPN	Mr
appartenait	VERB	appartenir
.	PUNCT	.
il	PRON	il
acceptait	VERB	accepter
avez	AUX	avoir
s'	PRON	se
-	PUNCT	-
dans	ADP	dans
-elle	PROPN	-elle
Vous	PRON	vous
vont	VERB	aller
-	PUNCT	-
l'	DET	le
l'	DET	le
homme	NOUN	homme
-	PUNCT	-
ne	ADV	ne
ampoules	ADJ	ampoule
yeux	NOUN	oeil
-t	PART	-t
pas	ADV	pas
voir	VERB	voir
Pour	ADP	pour
cusa	NOUN	cusa
Ne	ADV	ne
.	PUNCT	.
ces	DET	ce
-	PUNCT	-
fichues	NOUN	fichue
s'	SCONJ	s'
il	PRON	il
pour	ADP	pour
faire	AUX	faire
infecter	VERB	infecter
remarque	ADJ	remarqu
,	PUNCT	,
droit	ADJ	droit
sécher	VERB	sécher
ac	PROPN	ac
sa	DET	son
.	PUNCT	.
les	DET	le
faites	ADJ	fait
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
Elle	PRON	lui
regarda	VERB	regarder
les	PRON	le
percé	VERB	percer
Elles	PRON	lui
Vous	PRON	vous
ça	PRON	cela
douleur	NOUN	douleur
pas	ADV	pas
plante	NOUN	plante
n'	ADV	n'
Quand	SCONJ	quand
.	PUNCT	.
recommencerez	VERB	recommencer
la	DET	le
:	PUNCT	:
-	PUNCT	-
eau	NOUN	eau
oxygénée	NOUN	oxygénée
.	PUNCT	.
C'	PRON	ce
-elle	PRON	lui
le	DET	le
non	ADV	non
nettoya	VERB	nettoyer
tressaillir	VERB	tressaillir
en	ADP	en
que	SCONJ	que
Elle	PRON	lui
dit	VERB	dire
ajouta	ADJ	ajouta
sûr	ADJ	sûr
-t	PART	-t
sous	ADP	sous
la	DET	le
vit	NOUN	vit
pas	ADV	pas
du	ADP	de
elle	PRON	lui
.	PUNCT	.
.	PUNCT	.
un	DET	un
Bien	ADV	bien
,	PUNCT	,
Anna	PROPN	Anna
elle	PRON	lui
lui	PRON	lui
pied	NOUN	pied
mot	NOUN	mot
talon	NOUN	talon
à	ADP	à
l'	DET	le
crut	PROPN	croire
?	PUNCT	?
et	CCONJ	et
-	PUNCT	-
le	DET	le
soldat	NOUN	soldat
bien	ADV	bien
de	ADP	de
mélange	NOUN	mélange
,	PUNCT	,
enivrante	ADJ	enivrant
est	AUX	être
et	CCONJ	et
une	DET	un
de	ADP	de
tout	ADJ	tout
le	DET	le
,	PUNCT	,
où	PRON	où
les	DET	le
s'	PRON	se
atmosphère	NOUN	atmosphère
,	PUNCT	,
délectait	VERB	délecter
de	ADP	de
une	DET	un
de	ADP	de
dans	ADP	dans
.	PUNCT	.
régnait	VERB	régner
Dans	ADP	dans
.	PUNCT	.
Un	DET	un
en	PRON	en
bataille	NOUN	bataille
Fort	PROPN	Fort
surtout	ADV	surtout
camps	NOUN	camp
monde	NOUN	monde
de	ADP	de
pompiers	NOUN	pompier
-	NOUN	-
,	PUNCT	,
Anna	PROPN	Anna
Tripoli	PROPN	Tripoli
Alamo	PROPN	Alamo
Normandie	PROPN	Normandie
John	PROPN	John
.	PUNCT	.
Comme	ADP	comme
la	DET	le
fait	VERB	faire
Wayne	PROPN	Wayne
guerre	NOUN	guerre
de	ADP	de
et	CCONJ	et
mort	NOUN	mort
vient	VERB	venir
vie	NOUN	vie
étaient	AUX	être
-mène	NOUN	-mène
la	DET	le
ne	ADV	ne
conditions	NOUN	condition
issue	NOUN	issue
.	PUNCT	.
Les	DET	le
sa	DET	son
requises	VERB	requérir
et	CCONJ	et
:	PUNCT	:
prévisible	ADJ	prévisible
,	PUNCT	,
,	PUNCT	,
magnifiée	VERB	magnifier
bataille	NOUN	bataille
propre	ADJ	propre
Deux	NUM	Deux
peu	ADV	peu
la	DET	le
probable	ADJ	probable
s'	PRON	se
arrêter	VERB	arrêter
grimper	NOUN	grimper
l'	DET	le
en	ADP	en
.	PUNCT	.
l'	DET	le
consignes	NOUN	consigne
illusion	NOUN	illusion
de	ADP	de
creuser	VERB	creuser
une	DET	un
simples	ADJ	simple
importance	NOUN	importance
ternir	VERB	ternir
de	ADP	de
aucune	DET	aucun
l'	DET	le
éclat	NOUN	éclat
par	ADP	par
est	AUX	être
responsabilité	NOUN	responsabilité
étaient	AUX	être
et	CCONJ	et
et	CCONJ	et
être	AUX	être
,	PUNCT	,
trouvait	VERB	trouver
de	ADP	de
.	PUNCT	.
:	PUNCT	:
soin	NOUN	soin
le	DET	le
et	CCONJ	et
la	DET	le
barrière	NOUN	barrière
avoir	VERB	avoir
de	ADP	de
efforts	NOUN	effort
,	PUNCT	,
dure	NOUN	dure
.	PUNCT	.
Second	PROPN	Second
la	DET	le
la	DET	le
à	ADP	à
sur	ADP	sur
de	ADP	de
à	ADP	à
gros	ADJ	gros
-	PROPN	-
Skin	PROPN	Skin
de	ADP	de
en	ADP	en
elle	PRON	lui
pansements	NOUN	pansement
physiques	ADJ	physique
protectrice	NOUN	protecteur
vivant	NOUN	vivant
coucher	VERB	coucher
de	ADP	de
Anna	PROPN	Anna
mousse	VERB	mousse
choisir	NOUN	choisir
commença	VERB	commencer
sans	ADP	sans
beaucoup	ADV	beaucoup
à	ADP	à
reconstruire	VERB	reconstruire
paix	NOUN	paix
capable	ADJ	capable
de	ADP	de
pied	NOUN	pied
Avec	ADP	avec
du	ADP	de
Black	PROPN	Black
Les	DET	le
quittait	VERB	quitter
une	DET	un
San	PROPN	San
Mr	PROPN	Mr
.	PUNCT	.
,	PUNCT	,
l'	DET	le
faisaient	VERB	faire
partie	NOUN	partie
pour	ADP	pour
Bureau	PROPN	Bureau
reste	NOUN	reste
inter-organismes	ADJ	inter-organisme
de	ADP	de
celle	PRON	celui
comprenait	VERB	comprendre
la	DET	le
Plateau	NOUN	plateau
venir	VERB	venir
Forêts	PROPN	Forêts
.	PUNCT	.
du	ADP	de
Le	DET	le
des	DET	un
pompiers	NOUN	pompier
qui	PRON	qui
de	ADP	de
gars	NOUN	gars
des	ADP	de
de	ADP	de
d'	ADP	de
la	DET	le
équipe	NOUN	équipe
Service	PROPN	Service
Juan	PROPN	Juan
équipe	NOUN	équipe
gonfler	VERB	gonfler
de	ADP	de
bouffe	NOUN	bouffe
l'	DET	le
San	PROPN	San
Juan	PROPN	Juan
queue	NOUN	queue
Elk	PROPN	Elk
infirmerie	NOUN	infirmerie
du	ADP	de
de	ADP	de
réclamant	VERB	réclamer
l'	DET	le
Anna	PROPN	Anna
Trois	NUM	Trois
,	PUNCT	,
Nationaux	PROPN	Nationaux
de	ADP	de
d'	ADP	de
personnel	NOUN	personnel
et	CCONJ	et
de	ADP	de
façon	NOUN	façon
Parc	NOUN	parc
assurer	VERB	assurer
du	ADP	de
la	DET	le
Parcs	NOUN	parc
Verde	PROPN	Verde
d'	ADP	de
d'	ADP	de
des	ADP	de
National	ADJ	national
du	ADP	de
-	NOUN	-
Services	NOUN	service
nagement	NOUN	nagement
un	DET	un
appel	NOUN	appel
suite	NOUN	suite
eux	PRON	lui
.	PUNCT	.
urgence	NOUN	urgence
Territoire	PROPN	Territoire
indépendante	ADJ	indépendant
venaient	ADV	venaient
des	ADP	de
en	ADP	en
.	PUNCT	.
à	ADP	à
Mesa	NOUN	mesa
Anna	PROPN	Anna
du	ADP	de
la	DET	le
était	AUX	être
arrivée	VERB	arriver
entre	ADP	entre
Amé	PROPN	Amé
caserne	NOUN	caserne
pour	ADP	pour
,	PUNCT	,
Base	PROPN	Base
permanences	NOUN	permanence
et	CCONJ	et
.	PUNCT	.
au	ADP	au
sur	ADP	sur
les	DET	le
Caribou	PROPN	Caribou
le	DET	le
camps	NOUN	camp
de	ADP	de
Lassen	PROPN	Lassen
brèche	NOUN	brèche
principal	ADJ	principal
pompiers	NOUN	pompier
de	ADP	de
soigner	VERB	soigner
travers	NOUN	travers
Californie	PROPN	Californie
Puisque	SCONJ	puisque
faisaient	VERB	faire
noire	ADJ	noir
-	PUNCT	-
.	PUNCT	.
se	PRON	se
Les	DET	le
,	PUNCT	,
la	DET	le
la	DET	le
Jackknife	PROPN	Jackknife
le	DET	le
Opération	NOUN	opération
des	ADP	de
,	PUNCT	,
ouvrait	VERB	ouvrir
volants	ADJ	volant
d'	ADP	de
place	NOUN	place
nord	NOUN	nord
à	ADP	à
Parc	NOUN	parc
une	DET	un
Désert	PROPN	Désert
national	ADJ	national
volcanique	ADJ	volcanique
le	DET	le
médicales	ADJ	médical
du	ADP	de
camp	NOUN	camp
le	DET	le
champignons	NOUN	champignon
les	DET	le
pompiers	NOUN	pompier
plus	ADV	plus
à	ADP	à
de	ADP	de
abritant	VERB	abriter
les	DET	le
les	DET	le
-	PUNCT	-
»	PUNCT	»
,	PUNCT	,
feu	NOUN	feu
,	PUNCT	,
quartiers	NOUN	quartier
administration	NOUN	administration
unités	NOUN	unité
petits	ADJ	petit
poussaient	VERB	pousser
près	ADV	près
d'	ADP	de
.	PUNCT	.
Pour	ADP	pour
et	CCONJ	et
besoin	NOUN	besoin
les	DET	le
comme	ADP	comme
des	DET	un
,	PUNCT	,
la	DET	le
qualifiaient	ADV	qualifiaient
-	PUNCT	-
généraux	NOUN	général
contrairement	ADV	contrairement
ligne	NOUN	ligne
avait	AUX	avoir
.	PUNCT	.
service	NOUN	service
l'	DET	le
Des	DET	un
de	ADP	de
de	ADP	de
,	PUNCT	,
«	NOUN	«
volants	ADJ	volant
de	ADP	de
réserves	NOUN	réserve
que	SCONJ	que
ampoules	NOUN	ampoule
camps	NOUN	camp
Lind	PROPN	Lind
,	PUNCT	,
une	DET	un
,	PUNCT	,
mollo	VERB	mollo
eau	NOUN	eau
avancez	ADV	avancez
a	VERB	avoir
l'	DET	le
-vous	PRON	vous
Allez	VERB	aller
-	ADV	-
attendaient	VERB	attendre
secouriste	NOUN	secouriste
et	CCONJ	et
ce	DET	ce
l'	DET	le
crois	VERB	croire
,	PUNCT	,
ordonna	VERB	ordonner
à	ADP	à
.	PUNCT	.
,	PUNCT	,
vos	DET	votre
pieds	NOUN	pied
pansements	NOUN	pansement
dit	VERB	dire
Stephen	PROPN	Stephen
truc	NOUN	truc
à	ADP	à
autre	ADJ	autre
strom	NOUN	strom
nettoyez	PRON	nettoyez
y	PRON	y
ceux	PRON	celui
les	PRON	le
-	PROPN	-
oxygénée	NOUN	oxygénée
avec	ADP	avec
Je	PRON	je
bouteille	NOUN	bouteille
qui	PRON	qui
Stephen	PROPN	Stephen
.	PUNCT	.
-	PUNCT	-
Anna	PROPN	Anna
enlevez	VERB	enlever
en	PRON	en
autre	ADJ	autre
que	SCONJ	que
base	NOUN	base
On	PRON	on
,	PUNCT	,
partie	NOUN	partie
en	ADP	en
Lindstrom	PROPN	Lindstrom
.	PUNCT	.
Anna	PROPN	Anna
avait	AUX	avoir
autre	PRON	autre
avait	AUX	avoir
été	AUX	être
Reno	PROPN	Reno
et	CCONJ	et
pas	ADV	pas
à	ADP	à
.	PUNCT	.
le	DET	le
kilomètres	NOUN	kilomètre
du	ADP	de
après-midi	NOUN	après-midi
,	PUNCT	,
l'	PRON	l'
en	PRON	en
demain	ADV	demain
aura	VERB	avoir
de	ADP	de
la	DET	le
30	NUM	30
des	ADP	de
avec	ADP	avec
elle	PRON	lui
d'	DET	d'
envoyée	VERB	envoyer
Forêts	NOUN	forêt
avant	ADP	avant
,	PUNCT	,
faisait	VERB	faire
éclaireur	NOUN	éclaireur
dans	ADP	dans
trois	NUM	trois
de	ADP	de
.	PUNCT	.
équipes	NOUN	équipe
,	PUNCT	,
Service	NOUN	service
n'	ADV	n'
Quand	SCONJ	quand
réclamé	VERB	réclamer
Nevada	PROPN	Nevada
familier	ADJ	familier
.	PUNCT	.
ces	DET	ce
connût	NOUN	connût
leva	VERB	lever
qu'	SCONJ	que
obtenu	VERB	obtenir
que	SCONJ	que
Jennifer	PROPN	Jennifer
était	AUX	être
descendu	VERB	descendre
?	PUNCT	?
t'	PRON	te
,	PUNCT	,
,	PUNCT	,
yeux	NOUN	oeil
secouristes	ADJ	secouriste
chose	NOUN	chose
entendant	VERB	entendre
.	PUNCT	.
meilleurs	NOUN	meilleur
apportais	VERB	apporter
.	PUNCT	.
et	CCONJ	et
des	ADP	de
efficace	ADJ	efficace
cet	DET	ce
accent	NOUN	accent
en	ADP	en
Et	CCONJ	et
porcs	NOUN	porc
Memphis	PROPN	Memphis
c'	PRON	ce
Anna	VERB	anner
si	SCONJ	si
un	PRON	un
de	ADP	de
elle	PRON	lui
les	DET	le
quelque	DET	quelque
n'	ADV	n'
je	PRON	je
dîner	VERB	dîner
aient	AUX	avoir
tout	DET	tout
-	PUNCT	-
Doux	NOUN	dou
avant	ADP	avant
Short	PROPN	Short
à	ADP	à
et	CCONJ	et
rangersaisonnière	NOUN	rangersaisonnière
consultation	NOUN	consultation
s'	PRON	se
avaient	AUX	avoir
loi	NOUN	loi
une	DET	un
de	ADP	de
chaises	NOUN	chaise
chargée	VERB	charger
Anna	PROPN	Anna
et	CCONJ	et
un	DET	un
.	PUNCT	.
Verde	PROPN	Verde
avec	ADP	avec
la	DET	le
près	ADV	près
tapis	NOUN	tapis
appuyait	VERB	appuyer
respecter	VERB	respecter
pin	ADV	pin
de	ADP	de
de	ADP	de
faire	AUX	faire
Mesa	PROPN	Mesa
de	ADP	de
sol	NOUN	sol
un	DET	un
le	DET	le
en	ADP	en
douzaine	NOUN	douzaine
et	CCONJ	et
Stephen	PROPN	Stephen
tronc	NOUN	tronc
de	ADP	de
une	DET	un
,	PUNCT	,
installée	VERB	installer
,	PUNCT	,
plein	NOUN	plein
d'	ADP	de
la	DET	le
air	NOUN	air
qu'	SCONJ	que
contre	ADP	contre
venue	VERB	venir
salle	NOUN	salle
pliantes	NOUN	pliante
de	ADP	de
l'	DET	le
travaillait	VERB	travailler
d'	ADP	de
qu'	SCONJ	que
Quiconque	NOUN	quiconque
de	ADP	de
Jennifer	NOUN	jennifer
empêcher	VERB	empêcher
respect	NOUN	respect
jours	NOUN	jour
pour	ADP	pour
elle	PRON	lui
encore	ADV	encore
Les	DET	le
depuis	ADP	depuis
cramponnait	VERB	cramponner
jour	NOUN	jour
Anna	PROPN	Anna
ses	DET	son
Anna	PROPN	Anna
un	DET	un
maquillée	VERB	maquiller
le	DET	le
l'	DET	le
soit	ADV	soit
incendie	NOUN	incendie
certitudes	NOUN	certitude
dans	ADP	dans
à	ADP	à
et	CCONJ	et
éprouver	VERB	éprouver
méritait	VERB	mériter
sept	NUM	sept
.	PUNCT	.
elle	PRON	lui
,	PUNCT	,
adversité	NOUN	adversité
moins	ADV	moins
se	PRON	se
.	PUNCT	.
de	ADP	de
était	AUX	être
pouvait	VERB	pouvoir
l'	DET	le
admiration	NOUN	admiration
,	PUNCT	,
sur	ADP	sur
s'	PRON	se
.	PUNCT	.
ne	ADV	ne
veux	ADJ	veux
de	ADP	de
:	PUNCT	:
de	ADP	de
,	PUNCT	,
le	DET	le
traces	NOUN	trace
choses	NOUN	chose
peu	ADV	peu
et	CCONJ	et
.	PUNCT	.
-	PUNCT	-
de	ADP	de
,	PUNCT	,
son	DET	son
Anna	PROPN	Anna
dégoulinait	VERB	dégouliner
faisaient	VERB	faire
Stephen	PROPN	Stephen
ses	DET	son
qui	PRON	qui
rouge	NOUN	rouge
Un	DET	un
autour	ADV	autour
sueur	NOUN	sueur
de	ADP	de
,	PUNCT	,
tu	PRON	tu
.	PUNCT	.
poussiéreuses	ADJ	poussiéreux
touchée	ADJ	toucher
?	PUNCT	?
nez	NOUN	nez
Merci	NOUN	merci
et	CCONJ	et
la	DET	le
dîner	VERB	dîner
long	NOUN	long
répondit	NOUN	répondit
ne	ADV	ne
,	PUNCT	,
fardées	VERB	farder
renforcer	VERB	renforcer
mais	CCONJ	mais
invincible	ADJ	invincible
joues	NOUN	joue
suie	ADV	suie
les	DET	le
tard	ADV	tard
que	SCONJ	que
réussit	VERB	réussir
demanda	ADJ	demanda
avec	ADP	avec
,	PUNCT	,
temps	NOUN	temps
il	PRON	il
elle	PRON	lui
Jennifer	PROPN	Jennifer
à	ADP	à
t'	DET	t'
.	PUNCT	.
Partageant	VERB	partager
à	ADP	à
et	CCONJ	et
-	PUNCT	-
bouchées	NOUN	bouchée
S'	SCONJ	s'
et	CCONJ	et
ampoules	ADJ	ampoule
je	PRON	je
-	PUNCT	-
me	PRON	me
heure	NOUN	heure
Jennifer	PROPN	Jennifer
?	PUNCT	?
:	PUNCT	:
,	PUNCT	,
Anna	PROPN	Anna
et	CCONJ	et
aurais	VERB	avoir
un	DET	un
une	DET	un
Ça	PROPN	Ça
son	DET	son
plus	ADV	plus
embête	NOUN	embête
en	ADP	en
refusait	VERB	refuser
entre	ADP	entre
coucher	VERB	coucher
clin	NOUN	clin
qu'	SCONJ	que
,	PUNCT	,
d'	ADP	de
œil	NOUN	œil
n'	ADV	n'
à	ADP	à
répliqua	NOUN	répliqua
manger	VERB	manger
mourir	VERB	mourir
-	PUNCT	-
soigner	VERB	soigner
Ça	PROPN	Ça
commença	VERB	commencer
,	PUNCT	,
,	PUNCT	,
à	ADP	à
-	PUNCT	-
pas	ADV	pas
devant	ADP	devant
ôtiez	VERB	ôter
vos	DET	votre
usées	ADJ	user
pieds	NOUN	pied
S'	PRON	se
-elle	PRON	lui
dernier	ADJ	dernier
faites	ADJ	fait
amabilité	NOUN	amabilité
à	ADP	à
et	CCONJ	et
,	PUNCT	,
sont	AUX	être
pieds	NOUN	pied
quatorzième	NOUN	quatorzième
.	PUNCT	.
excessive	ADJ	excessif
.	PUNCT	.
sans	ADP	sans
des	DET	un
m'	PRON	me
ne	ADV	ne
agenouillant	VERB	agenouiller
chaussures	NOUN	chaussure
bottes	NOUN	botte
le	DET	le
Ce	PRON	ce
elle	PRON	lui
dit	VERB	dire
mais	CCONJ	mais
aiderait	VERB	aider
anti-feu	NOUN	anti-feu
mesure	NOUN	mesure
que	SCONJ	que
vous	PRON	vous
délacer	VERB	délacer
treize	NUM	treize
.	PUNCT	.
mes	DET	mon
sur	ADP	sur
tendit	NOUN	tendit
me	PRON	me
,	PUNCT	,
qui	PRON	qui
?	PUNCT	?
le	DET	le
qui	PRON	qui
Juan	PROPN	Juan
doigts	NOUN	doigt
sur	ADP	sur
je	PRON	je
me	PRON	me
bon	ADJ	bon
qui	PRON	qui
Anna	PROPN	Anna
John	PROPN	John
observa	VERB	observer
-	PUNCT	-
.	PUNCT	.
allait	VERB	aller
et	CCONJ	et
faiseur	NOUN	faiseur
aux	ADP	à
souffrir	VERB	souffrir
talons	NOUN	talon
.	PUNCT	.
Le	DET	le
pompier	NOUN	pompier
LeFleur	NOUN	lefleur
les	DET	le
chef	NOUN	chef
main	NOUN	main
retomba	VERB	retomber
trompe	VERB	trompe
chaussures	NOUN	chaussure
ses	DET	son
une	DET	un
visage	NOUN	visage
-	PUNCT	-
.	PUNCT	.
d'	ADP	de
du	ADP	de
de	ADP	de
équipe	NOUN	équipe
,	PUNCT	,
avec	ADP	avec
font	VERB	faire
San	PROPN	San
spatulés	VERB	spatuler
Equipe	PROPN	Equipe
sentir	VERB	sentir
à	ADP	à
froid	NOUN	froid
de	ADP	de
durs	ADJ	dur
des	DET	un
rappela	PRON	rappela
Le	DET	le
,	PUNCT	,
qu'	PRON	qu'
les	DET	le
lits	NOUN	lit
.	PUNCT	.
gronda	VERB	gronder
des	ADP	de
tout	ADV	tout
dans	ADP	dans
releva	VERB	relever
finissait	VERB	finir
télévision	NOUN	télévision
vues	VERB	voir
Elle	PRON	lui
vieillissait	VERB	vieillir
les	DET	le
avait	AUX	avoir
pattes	NOUN	patte
par	ADP	par
se	PRON	se
cela	PRON	cela
la	DET	le
,	PUNCT	,
Elle	PRON	lui
grenouilles	NOUN	grenouille
trop	ADV	trop
forêt	NOUN	forêt
elle	PRON	lui
.	PUNCT	.
émissions	NOUN	émission
,	PUNCT	,
se	PRON	se
la	DET	le
amazonienne	ADJ	amazonien
raideur	NOUN	raideur
fatigue	NOUN	fatigue
et	CCONJ	et
sur	ADP	sur
Anna	PROPN	Anna
.	PUNCT	.
se	PRON	se
avec	ADP	avec
la	DET	le
-elle	PROPN	-elle
et	CCONJ	et
aujourd'hui	ADV	aujourd'hui
,	PUNCT	,
résistante	ADJ	résistant
-t	PART	-t
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
de	ADP	de
façon	NOUN	façon
Elle	PRON	lui
.	PUNCT	.
travailler	VERB	travailler
machisme	NOUN	machisme
plus	ADV	plus
main	NOUN	main
.	PUNCT	.
,	PUNCT	,
rendait	VERB	rendre
tendit	VERB	tendre
enflée	NOUN	enflée
Jadis	PROPN	Jadis
la	DET	le
,	PUNCT	,
Il	PRON	il
avait	VERB	avoir
excessif	ADJ	excessif
la	DET	le
LeFleur	NOUN	lefleur
inférieure	ADJ	inférieur
dur	ADJ	dur
virile	ADJ	viril
fatiguait	VERB	fatiguer
cela	PRON	cela
lèvre	NOUN	lèvre
,	PUNCT	,
sans	ADP	sans
la	DET	le
la	DET	le
.	PUNCT	.
son	DET	son
lui	PRON	lui
serra	VERB	serrer
ça	PRON	cela
.	PUNCT	.
tour	NOUN	tour
meurtrie	NOUN	meurtrie
à	ADP	à
me	PRON	me
sang	NOUN	sang
qui	PRON	qui
-	PUNCT	-
:	PUNCT	:
fendue	VERB	fendre
Le	DET	le
insulte	NOUN	insulte
te	ADP	te
où	PRON	où
traversa	VERB	traverser
l'	DET	le
demanda	ADJ	demanda
.	PUNCT	.
croûte	NOUN	croûte
Parce	SCONJ	parce
était	AUX	être
.	PUNCT	.
moi	PRON	moi
Ça	PRON	cela
s'	PRON	se
