crottin	NOUN	crottin
.	PUNCT	.
s'	PRON	se
de	ADP	de
des	ADP	de
d'	ADP	de
toujours	ADV	toujours
regagnait	VERB	regagner
enceinte	NOUN	enceinte
discrètement	VERB	discrètemer
en	PRON	en
souvienne	VERB	souvenir
il	PRON	il
zone	NOUN	zone
certaines	DET	certain
avait	AUX	avoir
poste	NOUN	poste
!	PUNCT	!
réservée	VERB	réserver
l'	DET	le
Lamar	PROPN	Lamar
Il	PRON	il
loin	ADV	loin
écurie	NOUN	écurie
habitudes	NOUN	habitude
aux	ADP	à
,	PUNCT	,
avaient	VERB	avoir
la	DET	le
la	DET	le
qui	PRON	qui
songea	NOUN	songea
dans	ADP	dans
Décidément	ADV	décidément
chevaux	NOUN	cheval
des	ADP	de
la	DET	le
se	PRON	se
.	PUNCT	.
le	DET	le
coulisses	NOUN	coulisse
ignorer	VERB	ignorer
le	DET	le
meeting	NOUN	meeting
gonflaient	VERB	gonfler
sa	DET	son
et	CCONJ	et
,	PUNCT	,
avant	ADP	avant
reporta	VERB	reporter
regarda	VERB	regarder
point	NOUN	point
attention	NOUN	attention
faufiler	VERB	faufiler
Doyle	NOUN	doyle
mit	VERB	mettre
dans	ADP	dans
de	ADP	de
.	PUNCT	.
courses	NOUN	course
sur	ADP	sur
les	DET	le
son	DET	son
les	DET	le
liasse	NOUN	liasse
défilaient	VERB	défiler
chaque	DET	chaque
poche	NOUN	poche
tribunes	NOUN	tribune
important	ADJ	important
qui	PRON	qui
bookmaker	NOUN	bookmaker
Il	PRON	il
un	DET	un
de	ADP	de
,	PUNCT	,
honneur	NOUN	honneur
billets	NOUN	billet
qui	PRON	qui
dans	ADP	dans
champs	NOUN	champ
à	ADP	à
paddock	NOUN	paddock
d'	ADP	de
,	PUNCT	,
permettre	VERB	permettre
selle	NOUN	selle
.	PUNCT	.
.	PUNCT	.
prochaine	ADJ	prochain
pour	ADP	pour
en	ADP	en
cette	DET	ce
choisir	VERB	choisir
à	ADP	à
chaque	DET	chaque
jockeys	NOUN	jockey
journée	NOUN	journée
hésitants	ADJ	hésitant
vibrait	VERB	vibrer
la	DET	le
casaques	NOUN	casaque
de	ADP	de
Les	DET	le
avant	ADP	avant
revêtus	NOUN	revêtu
par	ADP	par
spectateurs	NOUN	spectateur
favoris	NOUN	favori
encore	ADV	encore
la	DET	le
foule	NOUN	foule
au-dessus	ADV	au-dessus
7	NUM	7
.	PUNCT	.
nombreuse	ADJ	nombreux
de	ADP	de
instant	NOUN	instant
aidaient	VERB	aider
leurs	DET	leur
venue	NOUN	venue
course	NOUN	course
Elle	PRON	lui
de	ADP	de
La	DET	le
les	DET	le
à	ADP	à
tension	NOUN	tension
augmentait	ADV	augmentait
entraîneurs	NOUN	entraîneur
aux	ADP	à
monter	VERB	monter
chaude	NOUN	chaude
multicolores	ADJ	multicolore
pesante	ADJ	pesant
avril	NOUN	avril
La	DET	le
juments	NOUN	jument
la	DET	le
les	DET	le
d'	ADP	de
.	PUNCT	.
tenté	VERB	tenter
eurent	ADV	eurent
au	ADP	au
fond	NOUN	fond
les	DET	le
miser	VERB	miser
qu'	SCONJ	que
de	ADP	de
,	PUNCT	,
débouchait	VERB	déboucher
,	PUNCT	,
empruntèrent	VERB	emprunter
tour	NOUN	tour
tribunes	NOUN	tribune
était	AUX	être
Une	DET	un
leur	DET	leur
fois	NOUN	fois
se	PRON	se
fit	VERB	faire
Doyle	PROPN	Doyle
allée	NOUN	allée
liasse	NOUN	liasse
Il	PRON	il
elles	PRON	lui
de	ADP	de
qui	PRON	qui
terminé	VERB	terminer
.	PUNCT	.
fringantes	NOUN	fringante
poche	NOUN	poche
et	CCONJ	et
de	ADP	de
longeait	VERB	longer
le	DET	le
billets	NOUN	billet
,	PUNCT	,
l'	DET	le
.	PUNCT	.
terrain	NOUN	terrain
de	ADP	de
sur	ADP	sur
d'	ADP	de
dollars	NOUN	dollar
trente	NUM	trente
risqué	VERB	risquer
le	DET	le
un	DET	un
cent	NUM	cent
à	ADP	à
Aurore	PROPN	Aurore
Bien	ADV	bien
,	PUNCT	,
Doyle	PROPN	Doyle
derniers	ADJ	dernier
,	PUNCT	,
quatre	NUM	quatre
que	SCONJ	que
était	AUX	être
Lady	PROPN	Lady
pouliche	NOUN	pouliche
puisque	SCONJ	puisque
c'	PRON	ce
pronostics	NOUN	pronostic
à	ADP	à
le	DET	le
,	PUNCT	,
numéro	NOUN	numéro
était	AUX	être
capable	ADJ	capable
la	DET	le
d'	ADP	de
contre	ADP	contre
remontrer	VERB	remontrer
.	PUNCT	.
avait	VERB	avoir
après	ADP	après
sûr	ADJ	sûr
en	PRON	en
pari	NOUN	pari
sentiment	NOUN	sentiment
,	PUNCT	,
un	DET	un
les	DET	le
était	AUX	être
.	PUNCT	.
Toutefois	ADV	toutefois
,	PUNCT	,
sur	ADP	sur
donnée	VERB	donner
Dansante	ADJ	dansant
Jane	PROPN	Jane
courses	NOUN	course
favorite	NOUN	favorite
.	PUNCT	.
la	DET	le
les	DET	le
main	NOUN	main
la	DET	le
résista	NOUN	résista
c'	PRON	ce
l'	DET	le
avait	AUX	avoir
grandi	VERB	grandir
,	PUNCT	,
un	DET	un
habitude	NOUN	habitude
et	CCONJ	et
la	DET	le
habitude	NOUN	habitude
les	DET	le
poche	NOUN	poche
mettre	VERB	mettre
comme	ADP	comme
,	PUNCT	,
Comme	ADP	comme
de	ADP	de
d'	ADP	de
champs	NOUN	champ
de	ADP	de
sur	ADP	sur
tarauda	NOUN	tarauda
Pour	ADP	pour
Kentucky	PROPN	Kentucky
,	PUNCT	,
dans	ADP	dans
,	PUNCT	,
envie	NOUN	envie
du	ADP	de
à	ADP	à
écuries	NOUN	écurie
d'	ADP	de
un	DET	un
mais	CCONJ	mais
il	PRON	il
homme	NOUN	homme
qui	PRON	qui
le	DET	le
.	PUNCT	.
y	PRON	y
était	AUX	être
,	PUNCT	,
était	AUX	être
.	PUNCT	.
jeu	NOUN	jeu
la	DET	le
et	CCONJ	et
longtemps	ADV	longtemps
exploit	NOUN	exploit
ce	DET	ce
passion	NOUN	passion
,	PUNCT	,
,	PUNCT	,
sa	DET	son
Mais	CCONJ	mais
courses	NOUN	course
les	DET	le
enfants	NOUN	enfant
avaient	AUX	avoir
perdu	VERB	perdre
Lorsqu'	SCONJ	lorsque
trame	NOUN	trame
,	PUNCT	,
il	PRON	il
sa	DET	son
chevaux	NOUN	cheval
occasionnels	ADJ	occasionnel
et	CCONJ	et
il	PRON	il
s'	PRON	se
.	PUNCT	.
son	DET	son
-là	PRON	-là
combien	ADV	combien
paris	NOUN	pari
femme	NOUN	femme
existence	NOUN	existence
même	ADV	même
aperçu	VERB	apercevoir
constitué	VERB	constituer
ses	DET	son
avait	AUX	avoir
.	PUNCT	.
.	PUNCT	.
gros	ADJ	gros
Entre	ADP	entre
autres	ADJ	autre
de	ADP	de
Les	DET	le
à	ADP	à
des	ADP	de
trop	ADV	trop
de	ADP	de
empiété	VERB	empiéter
remplaçant	NOUN	remplaçant
les	DET	le
champ	NOUN	champ
Cindy	NOUN	cindy
avait	AUX	avoir
un	DET	un
Doyle	PROPN	Doyle
il	PRON	il
Virginie	PROPN	Virginie
.	PUNCT	.
attendu	VERB	attendre
mais	CCONJ	mais
familiale	ADJ	familial
courses	NOUN	course
.	PUNCT	.
lui	PRON	lui
toujours	ADV	toujours
petits	ADJ	petit
tard	ADV	tard
.	PUNCT	.
de	ADP	de
sa	DET	son
trop	ADV	trop
vie	NOUN	vie
au	ADP	au
centre	NOUN	centre
était	AUX	être
l'	PRON	l'
dans	ADP	dans
vie	NOUN	vie
,	PUNCT	,
Le	DET	le
avaient	AUX	avoir
était	AUX	être
la	DET	le
et	CCONJ	et
de	ADP	de
Ils	PRON	il
l'	DET	le
pas	ADV	pas
déjà	ADV	déjà
Etat	NOUN	etat
de	ADP	de
ne	ADV	ne
sur	ADP	sur
trouvé	VERB	trouver
,	PUNCT	,
avaient	AUX	avoir
,	PUNCT	,
n'	ADV	n'
Aussi	ADV	aussi
turfiste	ADJ	turfist
temps	NOUN	temps
devenu	VERB	devenir
il	PRON	il
.	PUNCT	.
une	DET	un
même	ADJ	même
clair	ADJ	clair
de	ADP	de
tas	NOUN	tas
de	ADP	de
lui	PRON	lui
arpenter	VERB	arpenter
était	AUX	être
journaux	NOUN	journal
hippodromes	NOUN	hippodrome
pour	ADP	pour
Il	PRON	il
d'	ADP	de
régnait	VERB	régner
plus	ADV	plus
.	PUNCT	.
sur	ADP	sur
du	ADP	de
Kentucky	PROPN	Kentucky
les	DET	le
Louisville	PROPN	Louisville
passait	VERB	passer
lesquels	PRON	lequel
la	DET	le
son	DET	son
Envoyet	PROPN	Envoyet
emprise	NOUN	emprise
sur	ADP	sur
chroniqueur	ADJ	chroniqueur
à	ADP	à
autres	ADJ	autre
-il	PRON	il
un	DET	un
la	DET	le
le	DET	le
plus	ADV	plus
le	DET	le
exerçait	VERB	exercer
région	NOUN	région
poignée	NOUN	poignée
de	ADP	de
Samantha	PROPN	Samantha
et	CCONJ	et
de	ADP	de
le	DET	le
Doyle	PROPN	Doyle
,	PUNCT	,
riches	NOUN	riche
parlant	VERB	parler
le	DET	le
.	PUNCT	.
Le	DET	le
regard	NOUN	regard
gardée	VERB	garder
d'	ADP	de
de	ADP	de
vers	ADP	vers
sang	ADJ	sang
-	PUNCT	-
silhouette	NOUN	silhouette
Kentucky	PROPN	Kentucky
-	ADJ	-
des	ADP	de
traversait	VERB	traverser
familles	NOUN	famille
pur	NOUN	pur
propriétaires	ADJ	propriétaire
élancée	VERB	élancer
de	ADP	de
la	DET	le
étaient	AUX	être
sang	NOUN	sang
qui	PRON	qui
chevaux	NOUN	cheval
de	ADP	de
la	DET	le
Les	DET	le
Scott	PROPN	Scott
dans	ADP	dans
convergea	VERB	converger
sang	NOUN	sang
-	NOUN	-
chasse	NOUN	chasse
.	PUNCT	.
bleu	NOUN	bleu
...	PUNCT	...
,	PUNCT	,
puissantes	NOUN	puissante
En	ADP	en
paddock	NOUN	paddock
bleu	NOUN	bleu
deux	NUM	deux
démarche	NOUN	démarche
à	ADP	à
étaient	AUX	être
un	DET	un
hauts	ADJ	haut
une	DET	un
jaune	ADJ	jaune
l'	DET	le
jaunes	ADJ	jaune
courbes	NOUN	courbe
gracieuses	ADJ	gracieux
au	ADP	au
qui	PRON	qui
Ses	DET	son
fluide	ADJ	fluide
trop	ADV	trop
large	ADJ	large
léger	ADJ	léger
assortis	VERB	assortir
talons	NOUN	talon
bord	NOUN	bord
et	CCONJ	et
assurée	VERB	assurer
à	ADP	à
.	PUNCT	.
.	PUNCT	.
Les	DET	le
et	CCONJ	et
sa	DET	son
fleurs	NOUN	fleur
femmes	NOUN	femme
escarpins	NOUN	escarpin
comme	ADP	comme
capeline	NOUN	capeline
,	PUNCT	,
jeunes	ADJ	jeune
,	PUNCT	,
voile	NOUN	voile
trop	ADV	trop
violettes	VERB	violeter
,	PUNCT	,
Sa	DET	son
épousait	VERB	épouser
ses	DET	son
à	ADP	à
mal	ADV	mal
robe	NOUN	robe
homme	NOUN	homme
.	PUNCT	.
bouche	NOUN	bouche
accompagnaient	NOUN	accompagnaient
fixant	VERB	fixer
s'	PRON	se
ornait	VERB	orner
ne	ADV	ne
l'	DET	le
en	ADP	en
chère	NOUN	chère
une	DET	un
de	ADP	de
beauté	NOUN	beauté
leur	DET	leur
!	PUNCT	!
habillés	VERB	habiller
coin	NOUN	coin
Doyle	PROPN	Doyle
se	PRON	se
gauche	ADJ	gauche
en	PRON	en
..	PUNCT	..
trajectoire	NOUN	trajectoire
Ma	DET	mon
eux	PRON	lui
excessive	ADJ	excessif
aussi	ADV	aussi
de	ADP	de
sa	DET	son
inférieur	ADJ	inférieur
.	PUNCT	.
l'	DET	le
—	PUNCT	—
avec	ADP	avec
qui	PRON	qui
Il	PRON	il
recherche	NOUN	recherche
.	PUNCT	.
put	PRON	put
le	DET	le
et	CCONJ	et
adorable	NOUN	adorable
coupa	VERB	couper
devant	ADP	devant
petit	ADJ	petit
grain	NOUN	grain
empêcher	VERB	empêcher
étaient	AUX	être
Samantha	PROPN	Samantha
Sam	PROPN	Sam
campa	VERB	camper
y	PRON	y
extasia	VERB	extasier
sourire	ADJ	sourir
Pour	ADP	pour
crocs	NOUN	croc
aujourd'hui	ADV	aujourd'hui
s'	PRON	se
le	DET	le
Il	PRON	il
jolie	NOUN	jolie
Samantha	PROPN	Samantha
dissimulait	VERB	dissimuler
,	PUNCT	,
que	SCONJ	que
Tu	SCONJ	tu
lionne	NOUN	lion
,	PUNCT	,
faisait	VERB	faire
Doyle	NOUN	doyle
qui	PRON	qui
cœur	NOUN	cœur
il	PRON	il
.	PUNCT	.
-il	PRON	il
un	DET	un
.	PUNCT	.
ne	ADV	ne
s'	PRON	se
.	PUNCT	.
l'	DET	le
obligeant	VERB	obliger
pas	ADV	pas
es	DET	es
des	DET	un
œil	NOUN	œil
comme	ADP	comme
trompa	NOUN	trompa
!	PUNCT	!
de	ADP	de
ne	ADV	ne
que	SCONJ	que
exercé	VERB	exercer
doute	NOUN	doute
lui	PRON	lui
retournait	VERB	retourner
avait	AUX	avoir
-t	PART	-t
que	SCONJ	que
savait	VERB	savoir
aucun	DET	aucun
.	PUNCT	.
surnom	NOUN	surnom
le	DET	le
qu'	ADV	qu'
cas	NOUN	cas
n'	ADV	n'
le	DET	le
selon	ADP	selon
est	AUX	être
jeune	ADJ	jeune
qui	PRON	qui
dans	ADP	dans
.	PUNCT	.
cher	ADJ	cher
affublé	VERB	affubler
Doyle	PROPN	Doyle
elle	PRON	lui
Samantha	PROPN	Samantha
était	AUX	être
une	DET	un
qu'	SCONJ	que
Elle	PRON	lui
c'	PRON	ce
il	PRON	il
alors	ADV	alors
avait	AUX	avoir
extrêmement	ADV	extrêmement
réduit	ADJ	réduit
,	PUNCT	,
l'	PRON	l'
degré	NOUN	degré
Mais	CCONJ	mais
la	DET	le
le	DET	le
irritait	VERB	irriter
femme	NOUN	femme
—	PUNCT	—
était	AUX	être
de	ADP	de
préférait	VERB	préférer
d'	ADP	de
profondément	ADV	profondément
Samy	PROPN	Samy
intimité	NOUN	intimité
,	PUNCT	,
enfant	NOUN	enfant
dont	PRON	dont
,	PUNCT	,
ce	DET	ce
ou	CCONJ	ou
y	PRON	y
McCoy	ADJ	mccoy
de	ADP	de
La	DET	le
si	SCONJ	si
rencontrer	VERB	rencontrer
Doyle	NOUN	doyle
disparaître	ADJ	disparaîtr
,	PUNCT	,
.	PUNCT	.
moisir	ADJ	moisir
aux	ADP	à
sur	ADP	sur
au	ADP	au
-t	PART	-t
lui	PRON	lui
te	CCONJ	te
qu'	SCONJ	que
.	PUNCT	.
subtile	NOUN	subtile
enchantéede	ADJ	enchantéed
enchantéeindiquait	VERB	enchantéeindiquer
inconvénient	NOUN	inconvénient
s'	PRON	se
suis	AUX	être
exclama	VERB	exclamer
Elle	PRON	lui
n'	ADV	n'
chantait	VERB	chanter
qui	PRON	qui
sa	DET	son
aucun	DET	aucun
-elle	PRON	lui
antipodes	NOUN	antipode
avait	AUX	avoir
Je	PRON	je
verrait	VERB	voir
.	PUNCT	.
ça	PRON	cela
clairement	ADV	clairement
vue	NOUN	vue
pesé	VERB	peser
pouvait	VERB	pouvoir
et	CCONJ	et
aller	VERB	aller
intonation	NOUN	intonation
!	PUNCT	!
sur-le-champ	X	sur-le-champ
bien	ADV	bien
il	PRON	il
-elle	PRON	lui
.	PUNCT	.
aux	ADP	à
celles	PRON	celui
Ne	ADV	ne
avec	ADP	avec
contraire	NOUN	contraire
homme	NOUN	homme
.	PUNCT	.
du	ADP	de
piétinant	NOUN	piétinant
.	PUNCT	.
dans	ADP	dans
vous	PRON	vous
l'	DET	le
attendez	VERB	attendre
pratiquaient	ADV	pratiquaient
.	PUNCT	.
!	PUNCT	!
qui	PRON	qui
que	SCONJ	que
le	DET	le
amis	NOUN	ami
résidait	VERB	résider
,	PUNCT	,
tout	ADJ	tout
lança	VERB	lancer
-t	PART	-t
pas	ADV	pas
tenir	VERB	tenir
gémonies	NOUN	gémonie
ses	DET	son
art	NOUN	art
—	PUNCT	—
leur	DET	leur
compliment	NOUN	compliment
à	ADP	à
brio	NOUN	brio
m'	PRON	me
Kentucky	PROPN	Kentucky
tout	ADV	tout
rang	NOUN	rang
vouer	VERB	vouer
en	ADP	en
le	DET	le
savaient	VERB	savoir
Là	ADV	là
un	DET	un
Je	PRON	je
Comment	ADV	comment
trottinant	VERB	trottiner
dans	ADP	dans
par	ADP	par
pour	ADP	pour
femme	NOUN	femme
se	PRON	se
rejoins	VERB	rejoindre
répondit	VERB	répondre
enfin	ADV	enfin
blonde	NOUN	blonde
.	PUNCT	.
La	DET	le
en	ADP	en
attention	NOUN	attention
Une	DET	un
et	CCONJ	et
groupe	NOUN	groupe
.	PUNCT	.
ses	DET	son
jeter	VERB	jeter
au	ADP	au
s'	PRON	se
reporta	VERB	reporter
loge	NOUN	loge
appartenait	VERB	appartenir
.	PUNCT	.
compagnons	NOUN	compagnon
en	ADP	en
rejoignit	VERB	rejoindre
regard	NOUN	regard
un	DET	un
Doyle	NOUN	doyle
jolie	NOUN	jolie
jeune	ADJ	jeune
à	ADP	à
qui	PRON	qui
.	PUNCT	.
retourna	VERB	retourner
gloussa	ADJ	gloussa
éloignant	VERB	éloigner
clin	NOUN	clin
Doyle	PROPN	Doyle
journaliste	NOUN	journaliste
d'	ADP	de
œil	NOUN	œil
un	DET	un
la	DET	le
lui	PRON	lui
son	DET	son
Le	DET	le
sa	DET	son
Samantha	PROPN	Samantha
le	DET	le
chevaux	NOUN	cheval
fille	NOUN	fille
avaient	VERB	avoir
sur	ADP	sur
étaient	AUX	être
.	PUNCT	.
que	SCONJ	que
,	PUNCT	,
qui	PRON	qui
dit	VERB	dire
Oui	PROPN	Oui
ai	AUX	avoir
,	PUNCT	,
Vent	PROPN	Vent
Les	DET	le
la	DET	le
en	ADP	en
du	ADP	de
-il	PRON	il
Scott	PROPN	Scott
—	PUNCT	—
Cavaliers	NOUN	cavalier
J'	PRON	je
mort	NOUN	mort
de	ADP	de
à	ADP	à
,	PUNCT	,
haras	NOUN	haras
Vanessa	PROPN	Vanessa
remarqué	VERB	remarquer
était	AUX	être
aujourd'hui	ADV	aujourd'hui
Les	DET	le
mère	NOUN	mère
deux	NUM	deux
unique	ADJ	unique
.	PUNCT	.
dont	PRON	dont
,	PUNCT	,
du	ADP	de
hériterait	VERB	hériter
Samantha	PROPN	Samantha
lice	NOUN	lice
.	PUNCT	.
Vent	NOUN	vent
—	PUNCT	—
Cavaliers	NOUN	cavalier
l'	DET	le
reconnut	VERB	reconnaître
prochaine	ADJ	prochain
objectif	NOUN	objectif
à	ADP	à
est	AUX	être
,	PUNCT	,
la	DET	le
club	NOUN	club
Grand	ADJ	grand
un	DET	un
regard	NOUN	regard
pas	ADV	pas
house	ADJ	hous
si	SCONJ	si
amis	NOUN	ami
grass	NOUN	gras
voir	VERB	voir
qui	PRON	qui
principal	ADJ	principal
-	PUNCT	-
mécontente	NOUN	mécontent
le	DET	le
.	PUNCT	.
Blue	PROPN	Blue
Même	ADV	même
entraient	VERB	entrer
à	ADP	à
,	PUNCT	,
je	PRON	je
course	NOUN	course
dans	ADP	dans
le	DET	le
envieux	ADJ	envieux
ne	ADV	ne
Prix	NOUN	prix
instant	NOUN	instant
notre	DET	notre
ses	DET	son
de	ADP	de
.	PUNCT	.
serais	AUX	être
Dansante	VERB	danser
Elle	PRON	lui
jeta	VERB	jeter
,	PUNCT	,
-elle	PRON	lui
remporter	VERB	remporter
-	NOUN	-
Aurore	PROPN	Aurore
vue	NOUN	vue
d'	ADP	de
mauve	VERB	mauve
.	PUNCT	.
nuque	ADJ	nuqu
l'	DET	le
,	PUNCT	,
ruban	NOUN	ruban
Le	DET	le
meilleur	ADJ	meilleur
longue	ADJ	long
et	CCONJ	et
tirée	VERB	tirer
fit	VERB	faire
avait	VERB	avoir
Une	DET	un
de	ADP	de
et	CCONJ	et
dont	PRON	dont
Son	DET	son
vue	NOUN	vue
en	ADP	en
...	PUNCT	...
l'	DET	le
de	ADP	de
on	PRON	on
la	DET	le
seule	ADJ	seul
nuque	NOUN	nuque
chevelure	NOUN	chevelure
au	ADP	au
Doyle	PROPN	Doyle
le	DET	le
délicate	NOUN	délicat
brune	ADJ	brun
point	NOUN	point
enfiévrait	VERB	enfiévrer
hippodrome	NOUN	hippodrome
.	PUNCT	.
arrière	NOUN	arrière
creux	PRON	creux
était	AUX	être
par	ADP	par
de	ADP	de
sa	DET	son
épaisse	NOUN	épaisse
où	PRON	où
un	DET	un
journaliste	NOUN	journaliste
retenue	VERB	retenir
,	PUNCT	,
effort	NOUN	effort
un	DET	un
lui	PRON	lui
cils	NOUN	cil
posait	VERB	poser
un	DET	un
qu'	SCONJ	que
,	PUNCT	,
du	ADP	de
étaient	AUX	être
bordés	VERB	border
Ses	DET	son
jeune	ADJ	jeune
,	PUNCT	,
et	CCONJ	et
Samantha	PROPN	Samantha
un	DET	un
.	PUNCT	.
.	PUNCT	.
que	SCONJ	que
yeux	NOUN	oeil
fois	NOUN	fois
se	PRON	se
intense	ADJ	intense
ressaisir	VERB	ressaisir
Voyant	ADV	voyant
que	SCONJ	que
épais	ADJ	épais
quel	DET	quel
ciel	NOUN	ciel
une	DET	un
conscient	NOUN	conscient
de	ADP	de
regard	NOUN	regard
regard	NOUN	regard
pour	ADP	pour
sur	ADP	sur
longs	ADJ	long
avaient	VERB	avoir
d'	ADP	de
!	PUNCT	!
plus	ADV	plus
été	NOUN	été
et	CCONJ	et
Et	CCONJ	et
pour	ADP	pour
profond	ADJ	profond
la	DET	le
éclat	NOUN	éclat
sont	AUX	être
avait	AUX	avoir
l'	DET	le
.	PUNCT	.
de	ADP	de
la	DET	le
femme	NOUN	femme
a	AUX	avoir
—	PUNCT	—
s'	PRON	se
—	PUNCT	—
Tes	ADJ	te
-il	PRON	il
est	AUX	être
,	PUNCT	,
,	PUNCT	,
dans	ADP	dans
trouve	VERB	trouve
-t	PART	-t
—	PUNCT	—
hésiter	VERB	hésiter
,	PUNCT	,
.	PUNCT	.
sa	DET	son
sans	ADP	sans
garde	NOUN	garde
-elle	PRON	lui
,	PUNCT	,
riposta	VERB	riposter
,	PUNCT	,
air	NOUN	air
déconcertants	NOUN	déconcertant
Doyle	NOUN	doyle
choix	NOUN	choix
déclara	PART	déclarer
engouffra	VERB	engouffrer
toujours	ADV	toujours
brèche	NOUN	brèche
pouliche	NOUN	pouliche
je	PRON	je
en	ADP	en
-t	PART	-t
Lady	PROPN	Lady
forme	NOUN	forme
.	PUNCT	.
Personnellement	ADV	personnellement
baissé	VERB	baisser
Jane	PROPN	Jane
C'	PRON	ce
que	SCONJ	que
l'	DET	le
métier	NOUN	métier
était	AUX	être
départir	VERB	départir
Leur	DET	leur
sans	ADP	sans
le	DET	le
femme	NOUN	femme
petite	ADJ	petit
.	PUNCT	.
rancune	ADJ	rancun
tenace	NOUN	tenace
l'	DET	le
de	ADP	de
savoir	VERB	savoir
remontait	VERB	remonter
mâchoires	NOUN	mâchoire
claire	ADJ	clair
lycée	NOUN	lycée
de	ADP	de
les	DET	le
allusion	NOUN	allusion
la	DET	le
Il	PRON	il
serra	VERB	serrer
faut	VERB	falloir
,	PUNCT	,
à	ADP	à
au	ADP	au
sourire	NOUN	sourire
susceptible	ADJ	susceptible
où	PRON	où
surprendre	VERB	surprendre
.	PUNCT	.
.	PUNCT	.
Samantha	PROPN	Samantha
époque	NOUN	époque
se	PRON	se
différend	NOUN	différend
était	AUX	être
et	CCONJ	et
Mais	CCONJ	mais
La	DET	le
avait	AUX	avoir
la	DET	le
son	DET	son
.	PUNCT	.
jeune	ADJ	jeune
amie	NOUN	amie
.	PUNCT	.
de	ADP	de
l'	PRON	l'
qui	PRON	qui
de	ADP	de
pour	ADP	pour
alors	ADV	alors
Doyle	PROPN	Doyle
années	NOUN	année
toute	ADJ	tout
leurs	DET	leur
s'	PRON	se
était	AUX	être
était	AUX	être
délicatesse	NOUN	délicatesse
semaines	NOUN	semaine
le	DET	le
,	PUNCT	,
impressionner	VERB	impressionner
.	PUNCT	.
treize	NUM	treize
Samantha	PROPN	Samantha
nullement	ADV	nullement
malgré	ADP	malgré
plaqué	VERB	plaquer
.	PUNCT	.
deux	NUM	deux
Le	DET	le
refus	NOUN	refus
vide	NOUN	vide
,	PUNCT	,
les	PRON	le
,	PUNCT	,
avant	ADP	avant
proposée	VERB	proposer
ne	ADV	ne
fiançailles	NOUN	fiançaille
Doyle	PROPN	Doyle
âgée	VERB	âger
combler	VERB	combler
laissé	VERB	laisser
séparaient	VERB	séparer
s'	PRON	se
les	DET	le
,	PUNCT	,
et	CCONJ	et
ans	NOUN	an
avait	AUX	avoir
cinq	NUM	cinq
la	DET	le
par	ADP	par
-	PUNCT	-
il	PRON	il
tu	ADP	tu
gifle	NOUN	gifle
ajouta	NOUN	ajouta
.	PUNCT	.
dont	PRON	dont
Puisque	PROPN	Puisque
victoire	NOUN	victoire
été	AUX	être
Lady	PROPN	Lady
Jane	PROPN	Jane
jamais	ADV	jamais
Aurore	PROPN	Aurore
,	PUNCT	,
-elle	PRON	lui
