pénombre	NOUN	pénombre
pourrait	VERB	pouvoir
porte	VERB	porte
été	NOUN	été
est	AUX	être
voit	VERB	voir
son	DET	son
plage	NOUN	plage
soleil	NOUN	soleil
.	PUNCT	.
souple	VERB	souple
vers	ADP	vers
est	AUX	être
la	DET	le
hall	NOUN	hall
tournée	VERB	tourner
.	PUNCT	.
cet	DET	ce
son	DET	son
effet	NOUN	effet
visage	NOUN	visage
blancheur	NOUN	blancheur
de	ADP	de
,	PUNCT	,
donne	VERB	donne
tennis	NOUN	tennis
dans	ADP	dans
Elle	PRON	lui
corps	NOUN	corps
sur	ADP	sur
en	ADP	en
peau	NOUN	peau
porte	NOUN	porte
et	CCONJ	et
Elle	PRON	lui
blancs	ADJ	blanc
la	DET	le
.	PUNCT	.
.	PUNCT	.
On	PRON	on
qui	PRON	qui
voir	VERB	voir
Elle	PRON	lui
de	ADP	de
jeune	ADJ	jeune
Dans	ADP	dans
ses	DET	son
blanc	ADJ	blanc
,	PUNCT	,
de	ADP	de
à	ADP	à
,	PUNCT	,
short	AUX	short
un	DET	un
pourrait	VERB	pouvoir
,	PUNCT	,
une	DET	un
sur	ADP	sur
bleu	NOUN	bleu
On	PRON	on
noire	ADJ	noir
qu'	SCONJ	que
.	PUNCT	.
négligemment	NOUN	négligemment
d'	ADP	de
visage	NOUN	visage
la	DET	le
,	PUNCT	,
noirs	ADJ	noir
son	DET	son
.	PUNCT	.
nouée	VERB	nouer
.	PUNCT	.
,	PUNCT	,
fenêtre	NOUN	fenêtre
.	PUNCT	.
cheveux	PRON	cheveux
ne	ADV	ne
écharpe	NOUN	écharpe
qui	PRON	qui
voir	VERB	voir
les	DET	le
contre-jour	NOUN	contre-jour
soie	NOUN	soie
mer	VERB	mer
Autour	ADV	autour
donnerait	VERB	donner
est	AUX	être
des	ADP	de
reins	NOUN	rein
une	DET	un
cheveux	NOUN	cheveu
en	PRON	en
bandeau	NOUN	bandeau
Elle	PRON	lui
faite	VERB	faire
qui	PRON	qui
sait	VERB	savoir
pas	ADV	pas
d'	ADP	de
ne	ADV	ne
sombre	NOUN	sombre
ne	ADV	ne
pleurée	NOUN	pleurée
bleu	NOUN	bleu
crie	VERB	crier
un	DET	un
à	ADP	à
prolongée	VERB	prolonger
d'	ADP	de
sonorité	NOUN	sonorité
on	PRON	on
l'	DET	le
,	PUNCT	,
voir	VERB	voir
qu'	PRON	qu'
coup	VERB	coup
voyelle	ADJ	voyell
faire	VERB	faire
yeux	NOUN	oeil
présager	VERB	présager
troublante	ADJ	troublant
,	PUNCT	,
insolite	VERB	insolite
On	PRON	on
pas	ADV	pas
une	DET	un
un	DET	un
nom	NOUN	nom
appelle	VERB	appeler
des	ADP	de
d'	ADP	de
peut	VERB	pouvoir
une	DET	un
dans	ADP	dans
qui	PRON	qui
tout	ADV	tout
.	PUNCT	.
.	PUNCT	.
On	PRON	on
.	PUNCT	.
devrait	VERB	devoir
On	PRON	on
et	CCONJ	et
hôtel	NOUN	hôtel
attendent	VERB	attendre
un	DET	un
crie	PRON	crie
consonnes	NOUN	consonne
les	DET	le
vitreuses	NOUN	vitreuse
d'	ADP	de
qui	PRON	qui
qui	PRON	qui
son	DET	son
si	SCONJ	si
haute	NOUN	haute
exemple	NOUN	exemple
viendra	VERB	venir
et	CCONJ	et
s'	PRON	se
parois	NOUN	paroi
un	DET	un
de	ADP	de
méconnaissables	ADJ	méconnaissable
les	DET	le
ou	CCONJ	ou
explication	NOUN	explication
l'	DET	le
entre	ADP	entre
Orient	PROPN	Orient
parler	VERB	parler
et	CCONJ	et
arrêtent	VERB	arrêter
d'	ADP	de
est	AUX	être
une	DET	un
de	ADP	de
que	SCONJ	que
un	DET	un
tremblement	NOUN	tremblement
comme	ADP	comme
de	ADP	de
gens	NOUN	gens
d'	ADP	de
si	ADV	si
tpar	NOUN	tpar
La	DET	le
claire	ADJ	clair
et	CCONJ	et
,	PUNCT	,
ade	NOUN	ade
voix	NOUN	voix
ne	ADV	ne
l.	NOUN	l.
étranger	VERB	étranger
.	PUNCT	.
dans	ADP	dans
,	PUNCT	,
yeux	NOUN	oeil
femme	NOUN	femme
pas	ADV	pas
entrer	VERB	entrer
femme	NOUN	femme
par	ADP	par
jeune	ADJ	jeune
étranger	VERB	étranger
hôtel	NOUN	hôtel
Comme	ADP	comme
cri	NOUN	cri
cheveux	ADJ	cheveux
la	DET	le
jeune	ADJ	jeune
.	PUNCT	.
celle	PRON	celui
que	SCONJ	que
,	PUNCT	,
jeune	ADJ	jeune
après	ADP	après
porte	NOUN	porte
le	PRON	le
Le	DET	le
jeune	ADJ	jeune
noirs	ADJ	noir
étages	NOUN	étage
le	DET	le
la	DET	le
,	PUNCT	,
aux	ADP	à
de	ADP	de
cette	DET	ce
rejoint	VERB	rejoindre
regarde	VERB	regarde
bleus	NOUN	bleu
un	DET	un
hall	NOUN	hall
l'	DET	le
vient	ADJ	vient
.	PUNCT	.
Un	DET	un
des	ADP	de
Peu	ADV	peu
d'	ADP	de
.	PUNCT	.
étranger	VERB	étranger
d'	ADP	de
,	PUNCT	,
avait	AUX	avoir
il	PRON	il
terrasse	ADJ	terrass
comme	SCONJ	comme
elle	PRON	lui
il	PRON	il
Quand	SCONJ	quand
est	AUX	être
réverbérée	VERB	réverbérer
de	ADP	de
s'	PRON	se
s'	PRON	se
.	PUNCT	.
que	SCONJ	que
,	PUNCT	,
C'	PRON	ce
yeux	NOUN	oeil
est	AUX	être
elle	PRON	lui
arrête	VERB	arrête
.	PUNCT	.
est	AUX	être
comme	ADP	comme
jeune	ADJ	jeune
sont	AUX	être
effrayants	ADJ	effrayant
ses	DET	son
blanc	ADJ	blanc
perdue	VERB	perdre
bleus	VERB	bleus
Il	PRON	il
la	DET	le
.	PUNCT	.
grand	ADJ	grand
être	AUX	être
elle	PRON	lui
fait	VERB	faire
.	PUNCT	.
.	PUNCT	.
Il	PRON	il
elle	PRON	lui
La	DET	le
lumière	NOUN	lumière
en	ADP	en
il	PRON	il
qu'	SCONJ	que
il	PRON	il
était	AUX	être
pleure	VERB	pleure
d'	ADP	de
perdre	VERB	perdre
de	ADP	de
amants	NOUN	amant
la	DET	le
approche	VERB	approche
la	PRON	le
sait	VERB	savoir
qu'	SCONJ	que
teint	NOUN	teint
blanc	ADJ	blanc
dans	ADP	dans
qui	PRON	qui
s'	PRON	se
Les	DET	le
de	ADP	de
d'	ADP	de
noirs	ADJ	noir
l'	PRON	l'
plein	ADJ	plein
le	DET	le
ne	ADV	ne
,	PUNCT	,
est	AUX	être
on	PRON	on
.	PUNCT	.
Il	PRON	il
cheveux	NOUN	cheveu
retrouvée	VERB	retrouver
.	PUNCT	.
On	PRON	on
aperçoit	VERB	apercevoir
des	ADP	de
,	PUNCT	,
il	PRON	il
.	PUNCT	.
joie	NOUN	joie
.	PUNCT	.
désespoir	ADP	désespoir
Il	PRON	il
et	CCONJ	et
encore	ADV	encore
a	VERB	avoir
le	DET	le
avoir	AUX	avoir
elle	PRON	lui
à	ADP	à
pas	ADV	pas
avoir	VERB	avoir
l'	DET	le
crié	ADJ	crier
,	PUNCT	,
croyait	VERB	croire
dès	ADP	dès
qu'	SCONJ	que
a	AUX	avoir
couloirs	NOUN	couloir
rapproché	VERB	rapprocher
connaissait	VERB	connaître
le	DET	le
parc	NOUN	parc
des	DET	un
la	DET	le
on	PRON	on
apparition	NOUN	apparition
ceci	VERB	ceci
l'	DET	le
jeune	ADJ	jeune
avoir	AUX	avoir
en	ADP	en
ténèbres	NOUN	ténèbre
est	AUX	être
mot	NOUN	mot
sauf	ADP	sauf
qu'	SCONJ	que
étranger	VERB	étranger
,	PUNCT	,
du	ADP	de
qu'	SCONJ	que
des	DET	un
s'	PRON	se
ne	ADV	ne
,	PUNCT	,
il	PRON	il
pas	ADV	pas
homme	NOUN	homme
on	PRON	on
l'	DET	le
de	ADP	de
chambres	NOUN	chambre
venait	VERB	venir
,	PUNCT	,
.	PUNCT	.
Dans	ADP	dans
entendu	VERB	entendre
ce	DET	ce
des	DET	un
de	ADP	de
hôtel	NOUN	hôtel
jeune	ADJ	jeune
du	ADP	de
l'	DET	le
bord	NOUN	bord
voir	VERB	voir
accrochées	VERB	accrocher
fenêtre	NOUN	fenêtre
par	ADP	par
jeune	ADJ	jeune
compte	NOUN	compte
l'	DET	le
émotion	NOUN	émotion
sont	AUX	être
la	DET	le
en	PRON	en
D'	ADP	de
sont	AUX	être
de	ADP	de
geste	NOUN	geste
de	ADP	de
mains	NOUN	main
comme	ADP	comme
au	ADP	au
sans	ADP	sans
Ses	DET	son
s'	PRON	se
,	PUNCT	,
la	DET	le
un	DET	un
fenêtre	NOUN	fenêtre
effort	NOUN	effort
désigne	VERB	désigne
rendre	VERB	rendre
de	ADP	de
,	PUNCT	,
.	PUNCT	.
femme	NOUN	femme
au	ADP	au
.	PUNCT	.
privées	VERB	priver
de	ADP	de
elles	PRON	lui
,	PUNCT	,
regarder	VERB	regarder
,	PUNCT	,
cette	DET	ce
hall	NOUN	hall
décomposées	VERB	décomposer
étranger	VERB	étranger
vie	NOUN	vie
désigné	VERB	désigner
de	ADP	de
deux	PRON	deux
sa	DET	son
s'	PRON	se
elle	PRON	lui
direction	NOUN	direction
les	DET	le
couchant	ADJ	couchant
invite	NOUN	invite
hall	NOUN	hall
et	CCONJ	et
-t	PART	-t
Ils	PRON	il
elle	PRON	lui
du	ADP	de
,	PUNCT	,
ils	PRON	il
qu'	PRON	qu'
main	NOUN	main
suivre	VERB	suivre
-il	PRON	il
le	DET	le
plage	NOUN	plage
la	PRON	le
,	PUNCT	,
elle	PRON	lui
a	AUX	avoir
côté	NOUN	côté
à	ADP	à
de	ADP	de
vers	ADP	vers
l'	DET	le
ils	PRON	il
peine	NOUN	peine
à	ADP	à
,	PUNCT	,
prend	VERB	prendre
éloignent	ADV	éloignent
,	PUNCT	,
la	DET	le
résiste	ADJ	résist
détournent	ADV	détournent
fenêtre	NOUN	fenêtre
du	ADP	de
,	PUNCT	,
la	DET	le
tous	ADJ	tout
.	PUNCT	.
se	PRON	se
en	ADP	en
par	ADP	par
départ	NOUN	départ
la	DET	le
nuit	NOUN	nuit
reste	VERB	reste
sortent	VERB	sortir
au	ADP	au
plage	NOUN	plage
la	DET	le
arrivée	NOUN	arrivée
de	ADP	de
.	PUNCT	.
il	PRON	il
donne	VERB	donne
Il	PRON	il
homme	NOUN	homme
là	ADV	là
ensuite	ADV	ensuite
fenêtre	NOUN	fenêtre
L'	DET	le
Il	PRON	il
la	DET	le
porte	NOUN	porte
.	PUNCT	.
qui	PRON	qui
le	DET	le
parc	NOUN	parc
quitte	VERB	quitte
.	PUNCT	.
des	ADP	de
par	ADP	par
sur	ADP	sur
la	DET	le
Il	PRON	il
mer	VERB	mer
passant	VERB	passer
derrière	ADP	derrière
.	PUNCT	.
reste	VERB	reste
gens	NOUN	gens
attend	VERB	attendre
,	PUNCT	,
,	PUNCT	,
l'	DET	le
ouverte	ADJ	ouvert
la	DET	le
jusqu'	ADP	jusque
,	PUNCT	,
longtemps	ADV	longtemps
dans	ADP	dans
comme	ADP	comme
grand	ADJ	grand
désespérés	VERB	désespérer
en	ADP	en
les	DET	le
titube	NOUN	titube
et	CCONJ	et
larmes	NOUN	larme
crie	VERB	crier
qu'	SCONJ	que
il	PRON	il
C'	PRON	ce
l'	DET	le
,	PUNCT	,
moment	NOUN	moment
comme	ADP	comme
homme	NOUN	homme
le	DET	le
dans	ADP	dans
pleure	VERB	pleure
est	AUX	être
des	ADP	de
homme	NOUN	homme
il	PRON	il
ivre	ADJ	ivre
regard	NOUN	regard
noyé	VERB	noyer
reste	VERB	reste
cinéma	NOUN	cinéma
.	PUNCT	.
simplicité	NOUN	simplicité
il	PRON	il
vit	VERB	voir
triste	ADJ	triste
,	PUNCT	,
la	DET	le
gens	NOUN	gens
ce	DET	ce
un	DET	un
Dans	ADP	dans
.	PUNCT	.
,	PUNCT	,
le	DET	le
désastre	NOUN	désastre
le	DET	le
un	DET	un
mince	NOUN	mince
et	CCONJ	et
élégant	VERB	éléger
à	ADP	à
trop	ADV	trop
le	DET	le
cet	DET	ce
femmes	NOUN	femme
présence	NOUN	présence
appareil	NOUN	appareil
coup	VERB	coup
.	PUNCT	.
,	PUNCT	,
les	DET	le
voix	NOUN	voix
de	ADP	de
dans	ADP	dans
trop	ADV	trop
hall	NOUN	hall
La	DET	le
a	AUX	avoir
d'	ADP	de
homme	NOUN	homme
.	PUNCT	.
ce	DET	ce
extinction	NOUN	extinction
de	ADP	de
beaux	ADJ	beal
vêtements	NOUN	vêtement
intensité	NOUN	intensité
jusqu'	ADP	jusque
diminuer	VERB	diminuer
dans	ADP	dans
paysage	NOUN	paysage
totale	ADJ	total
chers	ADJ	cher
des	ADP	de
la	DET	le
trop	ADV	trop
leur	DET	leur
de	ADP	de
du	ADP	de
parc	NOUN	parc
s'	PRON	se
pénombre	NOUN	pénombre
tout	ADV	tout
assombrir	VERB	assombrir
et	CCONJ	et
solitaire	ADJ	solitaire
particulier	ADJ	particulier
à	ADP	à
Tard	ADV	tard
fait	VERB	faire
avec	ADP	avec
nuit	NOUN	nuit
il	PRON	il
violemment	ADV	violemment
la	PRON	le
jour	NOUN	jour
la	DET	le
Lorsqu'	SCONJ	lorsque
Il	PRON	il
une	DET	un
au	ADP	au
bord	NOUN	bord
du	ADP	de
la	DET	le
soirée	NOUN	soirée
,	PUNCT	,
du	ADP	de
ils	PRON	il
est	AUX	être
disparue	VERB	disparaître
beauté	NOUN	beauté
destin	NOUN	destin
.	PUNCT	.
suit	VERB	suivre
la	DET	le
cette	DET	ce
déjà	ADV	déjà
là	ADV	là
elle	PRON	lui
dans	ADP	dans
entre	ADP	entre
gens	NOUN	gens
,	PUNCT	,
de	ADP	de
un	DET	un
fois	NOUN	fois
des	DET	un
aussi	ADV	aussi
mer	VERB	mer
,	PUNCT	,
dans	ADP	dans
revers	NOUN	revers
rencontrent	VERB	rencontrer
ce	DET	ce
café	NOUN	café
que	SCONJ	que
qui	PRON	qui
.	PUNCT	.
ne	ADV	ne
se	PRON	se
une	DET	un
pas	ADV	pas
absence	NOUN	absence
ce	DET	ce
de	ADP	de
arrivée	VERB	arriver
reconnaît	VERB	reconnaître
L'	DET	le
encore	ADV	encore
reconnaître	VERB	reconnaître
elle	PRON	lui
reste	VERB	reste
étranger	VERB	étranger
lui	PRON	lui
pourrait	VERB	pouvoir
.	PUNCT	.
était	AUX	être
bleus	NOUN	bleu
s'	PRON	se
café	NOUN	café
elle	PRON	lui
aux	ADP	à
Davantage	ADV	davantage
Il	PRON	il
si	SCONJ	si
ne	ADV	ne
assied	VERB	asseoir
à	ADP	à
Il	PRON	il
compagnie	NOUN	compagnie
de	ADP	de
.	PUNCT	.
la	DET	le
inconnue	ADJ	inconnu
du	ADP	de
que	SCONJ	que
table	NOUN	table
dans	ADP	dans
lui	PRON	lui
yeux	NOUN	oeil
celui-ci	PRON	celui-ci
jeune	ADJ	jeune
noirs	ADJ	noir
fait	VERB	faire
qu'	SCONJ	que
en	ADP	en
.	PUNCT	.
.	PUNCT	.
que	SCONJ	que
cheveux	ADJ	cheveux
Il	PRON	il
ne	ADV	ne
seul	ADJ	seul
qu'	SCONJ	que
importe	VERB	importe
est	AUX	être
elle	PRON	lui
être	AUX	être
elle	PRON	lui
Elle	PRON	lui
beau	NOUN	beau
que	SCONJ	que
est	AUX	être
est	AUX	être
vu	VERB	voir
au	ADP	au
C'	PRON	ce
beau	NOUN	beau
de	ADP	de
on	PRON	on
.	PUNCT	.
seul	ADJ	seul
Pour	ADP	pour
a	AUX	avoir
regarde	NOUN	regarde
jamais	ADV	jamais
mourir	VERB	mourir
.	PUNCT	.
moment	NOUN	moment
fasse	NOUN	fasse
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
n'	ADV	n'
.	PUNCT	.
le	DET	le
pleure	VERB	pleure
inévitable	ADJ	inévitable
qui	PRON	qui
et	CCONJ	et
aussi	ADV	aussi
Il	PRON	il
exténué	ADJ	exténuer
seul	ADJ	seul
et	CCONJ	et
le	PRON	le
l'	PRON	l'
d'	ADP	de
il	PRON	il
et	CCONJ	et
regarde	NOUN	regarde
inconnu	VERB	inconnu
d'	ADP	de
avec	ADP	avec
assied	VERB	asseoir
des	ADP	de
aussi	ADV	aussi
vient	VERB	venir
voit	VERB	voir
pas	ADV	pas
.	PUNCT	.
Elle	PRON	lui
va	VERB	aller
d'	ADP	de
n'	ADV	n'
à	ADP	à
part	NOUN	part
table	NOUN	table
.	PUNCT	.
qui	PRON	qui
Elle	PRON	lui
à	ADP	à
ne	ADV	ne
s'	SCONJ	s'
.	PUNCT	.
il	PRON	il
Elle	PRON	lui
le	DET	le
lui	PRON	lui
est	VERB	être
entrer	VERB	entrer
Lui	PRON	lui
était	AUX	être
s'	PRON	se
.	PUNCT	.
né	VERB	naître
.	PUNCT	.
gens	NOUN	gens
face	NOUN	face
la	DET	le
et	CCONJ	et
Elle	PRON	lui
celui-ci	PRON	celui-ci
qui	PRON	qui
pleure	VERB	pleure
elle	PRON	lui
que	SCONJ	que
qui	PRON	qui
rien	PRON	rien
de	ADP	de
demande	VERB	demande
.	PUNCT	.
ne	ADV	ne
sourire	ADJ	sourir
rues	NOUN	rue
Ni	CCONJ	ni
elle	PRON	lui
Elle	PRON	lui
a.	PUNCT	a.
inertes	ADJ	inerte
encore	ADV	encore
dans	ADP	dans
tremble	ADJ	trembl
dit	VERB	dire
mains	NOUN	main
la	DET	le
.	PUNCT	.
elle	PRON	lui
.	PUNCT	.
défait	VERB	défaire
table	NOUN	table
.	PUNCT	.
il	PRON	il
que	SCONJ	que
la	DET	le
ses	DET	son
Elle	PRON	lui
lui	PRON	lui
ville	NOUN	ville
Ni	CCONJ	ni
l'	PRON	l'
qu'	PRON	qu'
sont	AUX	être
les	DET	le
qu'	SCONJ	que
sur	ADP	sur
ce	PRON	ce
le	DET	le
de	ADP	de
Qu'	PRON	qu'
a	AUX	avoir
elle	PRON	lui
froid	ADJ	froid
jamais	ADV	jamais
vu	VERB	voir
.	PUNCT	.
Ni	CCONJ	ni
.	PUNCT	.
Il	PRON	il
a	VERB	avoir
:	PUNCT	:
il	PRON	il
croire	VERB	croire
La	DET	le
empêcher	VERB	empêcher
inquiéter	VERB	inquiéter
qu'	SCONJ	que
ferait	VERB	faire
empêcher	VERB	empêcher
.	PUNCT	.
peut	VERB	pouvoir
pas	ADV	pas
tout	ADV	tout
pleurer	VERB	pleurer
.	PUNCT	.
pleurer	VERB	pleurer
s'	PRON	se
déchire	ADJ	déchir
Elle	PRON	lui
douceur	NOUN	douceur
pas	ADV	pas
à	ADP	à
vous	PRON	vous
a	VERB	avoir
ne	ADV	ne
rien	PRON	rien
lui	PRON	lui
dit	VERB	dire
.	PUNCT	.
la	DET	le
que	SCONJ	que
voudrais	VERB	vouloir
Rien	PROPN	Rien
s'	PRON	se
voix	NOUN	voix
De	ADP	de
Je	PRON	je
.	PUNCT	.
de	ADP	de
coup	ADV	coup
.	PUNCT	.
qui	PRON	qui
âme	NOUN	âme
Il	PRON	il
ne	ADV	ne
de	ADP	de
n'	ADV	n'
et	CCONJ	et
de	ADP	de
l'	DET	le
Elle	PRON	lui
Elle	PRON	lui
qu'	PRON	qu'
pas	ADV	pas
,	PUNCT	,
l'	PRON	l'
.	PUNCT	.
ça	PRON	cela
parle	VERB	parle
rien	PRON	rien
envie	NOUN	envie
de	ADP	de
il	PRON	il
.	PUNCT	.
ne	ADV	ne
pourrait	VERB	pouvoir
ne	ADV	ne
,	PUNCT	,
aider	VERB	aider
.	PUNCT	.
Il	PRON	il
veut	VERB	vouloir
il	PRON	il
.	PUNCT	.
.	PUNCT	.
Il	PRON	il
peut-être	ADV	peut-être
.	PUNCT	.
l'	PRON	l'
lui	PRON	lui
il	PRON	il
qu'	SCONJ	que
veut	VERB	vouloir
mourir	VERB	mourir
demande	VERB	demande
vraiment	ADV	vraiment
voudrait	VERB	vouloir
entend	VERB	entendre
elle	PRON	lui
mourir	VERB	mourir
a	VERB	avoir
s'	SCONJ	s'
c'	PRON	ce
,	PUNCT	,
l'	DET	le
Elle	PRON	lui
pleure	VERB	pleure
est	AUX	être
encore	ADV	encore
si	SCONJ	si
,	PUNCT	,
dit	VERB	dire
pour	ADP	pour
ne	ADV	ne
C'	PRON	ce
.	PUNCT	.
Il	PRON	il
là	ADV	là
.	PUNCT	.
de	ADP	de
vous	PRON	vous
.	PUNCT	.
elle	PRON	lui
,	PUNCT	,
rien	PRON	rien
ça	PRON	cela
attention	NOUN	attention
.	PUNCT	.
--	PUNCT	--
peut	VERB	pouvoir
faire	AUX	faire
lui	PRON	lui
seul	ADJ	seul
non	ADV	non
pas	ADV	pas
,	PUNCT	,
Chez	ADP	chez
vous	PRON	vous
.	PUNCT	.
faire	VERB	faire
ne	ADV	ne
êtes	AUX	être
,	PUNCT	,
--	PUNCT	--
autrement	ADV	autrement
ne	ADV	ne
vous	PRON	vous
Elle	PRON	lui
est	AUX	être
parle	VERB	parle
pas	ADV	pas
,	PUNCT	,
Vous	PRON	vous
rentrer	VERB	rentrer
chez	ADP	chez
pas	ADV	pas
que	SCONJ	que
êtes	AUX	être
Seul	ADJ	seul
--	PUNCT	--
cesse	VERB	cesse
.	PUNCT	.
la	DET	le
Elle	PRON	lui
Il	PRON	il
habite	ADJ	habit
oui	NOUN	oui
sur	ADP	sur
Il	PRON	il
Il	PRON	il
entend	VERB	entendre
pas	ADV	pas
dans	ADP	dans
qu'	SCONJ	que
dire	VERB	dire
a	AUX	avoir
elle	PRON	lui
ces	DET	ce
