villages	NOUN	village
des	ADP	de
lassée	VERB	lasser
ses	DET	son
,	PUNCT	,
engloutissait	VERB	engloutir
professionnelles	ADJ	professionnel
en	PRON	en
trois	NUM	trois
installée	VERB	installer
au	ADP	au
activités	NOUN	activité
s'	PRON	se
phares	NOUN	phare
emprunter	VERB	emprunter
elle	PRON	lui
s'	PRON	se
elle	PRON	lui
n'	ADV	n'
obligeaient	NOUN	obligeaient
la	DET	le
désertées	VERB	déserter
naïve	VERB	naïve
!	PUNCT	!
fois	NOUN	fois
secondaires	ADJ	secondaire
avait	AUX	avoir
des	ADP	de
sociales	ADJ	social
routes	NOUN	route
l'	DET	le
Le	DET	le
brouillard	PROPN	brouillard
campagne	NOUN	campagne
semaine	NOUN	semaine
douter	VERB	douter
lumière	NOUN	lumière
à	ADP	à
était	AUX	être
.	PUNCT	.
ces	DET	ce
la	DET	le
moins	ADV	moins
à	ADP	à
été	AUX	être
au	ADP	au
Comme	SCONJ	comme
ne	ADV	ne
moment	NOUN	moment
où	PRON	où
par	ADP	par
et	CCONJ	et
pas	ADV	pas
,	PUNCT	,
de	ADP	de
à	ADP	à
laissant	VERB	laisser
volant	NOUN	volant
discerner	VERB	discerner
et	CCONJ	et
Angie	NOUN	angie
en	PRON	en
au	ADP	au
à	ADP	à
qui	PRON	qui
collé	VERB	coller
au	ADP	au
étroite	NOUN	étroite
heure	NOUN	heure
halo	NOUN	halo
yeux	NOUN	oeil
à	ADP	à
.	PUNCT	.
,	PUNCT	,
les	DET	le
peine	NOUN	peine
et	CCONJ	et
trente	NUM	trente
qu'	SCONJ	que
à	ADP	à
un	DET	un
elle	PRON	lui
roulait	VERB	rouler
plissés	VERB	plisser
de	ADP	de
,	PUNCT	,
timide	NOUN	timide
anémique	ADJ	anémique
pare-brise	NOUN	pare-brise
la	DET	le
permettait	VERB	permettre
un	DET	un
de	ADP	de
les	DET	le
sinueuse	ADJ	sinueux
le	DET	le
chaussée	NOUN	chaussée
mains	NOUN	main
nez	NOUN	nez
presque	ADV	presque
limites	NOUN	limite
subsister	VERB	subsister
agrippées	VERB	agripper
l'	DET	le
Les	DET	le
l'	DET	le
pestant	NOUN	pestant
:	PUNCT	:
.	PUNCT	.
,	PUNCT	,
sueurs	NOUN	sueur
en	ADP	en
lueur	NOUN	lueur
plus	ADV	plus
histoires	NOUN	histoire
nuit	NOUN	nuit
,	PUNCT	,
ni	CCONJ	ni
une	DET	un
et	CCONJ	et
,	PUNCT	,
des	DET	un
.	PUNCT	.
palpable	ADJ	palpable
Dehors	ADV	dehors
donner	VERB	donner
d'	ADP	de
être	AUX	être
mamie	NOUN	mamie
vous	PRON	vous
Maudie	NOUN	maudie
,	PUNCT	,
donnait	VERB	donner
presque	ADV	presque
pas	ADV	pas
le	DET	le
d'	ADP	de
ses	DET	son
profond	ADJ	profond
de	ADP	de
à	ADP	à
impression	NOUN	impression
froides	ADJ	froid
intense	ADJ	intense
étoiles	NOUN	étoile
noir	NOUN	noir
réverbères	NOUN	réverbère
la	DET	le
de	ADP	de
la	DET	le
,	PUNCT	,
contre	ADP	contre
moindre	ADJ	moindre
qu'	SCONJ	que
Pas	ADV	pas
,	PUNCT	,
absence	NOUN	absence
sur	ADP	sur
noir	NOUN	noir
par	ADP	par
,	PUNCT	,
simple	ADJ	simple
suspendus	VERB	suspendre
bref	NOUN	bref
un	DET	un
brouillard	NOUN	brouillard
.	PUNCT	.
yeux	NOUN	oeil
qu'	SCONJ	que
C'	PRON	ce
peur	NOUN	peur
vorace	VERB	voracer
devant	ADP	devant
hébétée	NOUN	hébété
implacable	ADJ	implacable
et	CCONJ	et
phosphorescents	ADJ	phosphorescent
un	DET	un
lumière	NOUN	lumière
avide	ADJ	avide
.	PUNCT	.
de	ADP	de
surprise	NOUN	surprise
,	PUNCT	,
Soudain	ADV	soudain
l'	DET	le
crut	PROPN	croire
était	AUX	être
Saisie	VERB	saisir
,	PUNCT	,
noir	NOUN	noir
elle	PRON	lui
un	DET	un
la	DET	le
surgirent	ADV	surgirent
écran	NOUN	écran
deux	NUM	deux
,	PUNCT	,
trouble	ADJ	trouble
du	ADP	de
.	PUNCT	.
de	ADP	de
comme	ADP	comme
instant	NOUN	instant
elle	PRON	lui
quelque	DET	quelque
s'	PRON	se
pédale	NOUN	pédale
grand-mère	NOUN	grand-mère
tard	ADV	tard
de	ADP	de
il	PRON	il
la	DET	le
le	DET	le
à	ADP	à
était	AUX	être
déjà	ADV	déjà
Le	DET	le
de	ADP	de
hallucination	NOUN	hallucination
Elle	PRON	lui
récits	NOUN	récit
elle	PRON	lui
le	DET	le
sur	ADP	sur
des	ADP	de
temps	NOUN	temps
entendit	VERB	entendre
d'	ADP	de
influence	NOUN	influence
une	DET	un
pare-chocs	NOUN	pare-chocs
percuter	VERB	percuter
sentit	ADJ	sentit
cerveau	NOUN	cerveau
de	ADP	de
et	CCONJ	et
due	ADJ	devoir
trop	ADV	trop
fatigué	ADJ	fatigué
l'	DET	le
chose	NOUN	chose
sa	DET	son
.	PUNCT	.
qu'	PRON	qu'
frein	NOUN	frein
.	PUNCT	.
et	CCONJ	et
,	PUNCT	,
il	PRON	il
son	DET	son
agissait	VERB	agir
écrase	VERB	écrase
jappement	NOUN	jappement
réagisse	ADJ	réagiss
fut	AUX	être
d'	ADP	de
bourbeux	ADJ	bourbeux
pneus	NOUN	pneu
le	DET	le
,	PUNCT	,
douleur	NOUN	douleur
accotement	NOUN	accotement
incapable	ADJ	incapable
voiture	NOUN	voiture
la	DET	le
chamade	NOUN	chamade
,	PUNCT	,
esquisser	VERB	esquisser
Puis	CCONJ	puis
secoué	VERB	secouer
embardée	VERB	embarder
s'	PRON	se
tremblements	NOUN	tremblement
crissant	VERB	crisser
brusque	NOUN	brusque
avant	ADP	avant
abord	ADV	abord
ammal	NOUN	ammal
une	DET	un
.	PUNCT	.
,	PUNCT	,
Angie	PROPN	Angie
de	ADP	de
sur	ADP	sur
.	PUNCT	.
d'	ADP	de
la	DET	le
,	PUNCT	,
l'	DET	le
fit	VERB	faire
tout	ADV	tout
les	DET	le
corps	NOUN	corps
de	ADP	de
Le	DET	le
asphalte	NOUN	asphalte
sur	ADP	sur
cœur	NOUN	cœur
battant	VERB	battre
férocement	ADV	férocement
un	DET	un
l'	DET	le
d'	ADP	de
immobiliser	VERB	immobiliser
et	CCONJ	et
moindre	ADJ	moindre
se	PRON	se
...	PUNCT	...
torche	NOUN	torche
mon	DET	mon
le	DET	le
elle	PRON	lui
.	PUNCT	.
mon	DET	mon
extirpa	VERB	extirper
sa	DET	son
plusieurs	DET	plusieurs
pénétra	VERB	pénétrer
Oh	PROPN	Oh
la	DET	le
,	PUNCT	,
Lorsque	SCONJ	lorsque
à	ADP	à
,	PUNCT	,
Oh	PRON	oh
secondes	NOUN	seconde
voiture	NOUN	voiture
.	PUNCT	.
!	PUNCT	!
—	PUNCT	—
gants	NOUN	gant
,	PUNCT	,
boîte	NOUN	boîte
-t	PART	-t
fut	AUX	être
de	ADP	de
,	PUNCT	,
lampe	ADJ	lamp
-elle	PRON	lui
Dieu	PROPN	Dieu
descendit	VERB	descendre
Dieu	PROPN	Dieu
de	ADP	de
.	PUNCT	.
ressaisie	VERB	ressaisir
pendant	ADP	pendant
enfin	ADV	enfin
,	PUNCT	,
elle	PRON	lui
balbutia	NOUN	balbutia
geste	ADJ	gest
,	PUNCT	,
Elle	PRON	lui
,	PUNCT	,
de	ADP	de
dans	ADP	dans
ténèbres	NOUN	ténèbre
clic	NOUN	clic
lampe	PRON	lampe
avec	ADP	avec
alors	ADV	alors
les	DET	le
Ohé	PROPN	Ohé
portière	NOUN	portière
jaune	ADJ	jaune
de	ADP	de
la	DET	le
lança	VERB	lancer
.	PUNCT	.
un	DET	un
elle	PRON	lui
véhicule	NOUN	véhicule
et	CCONJ	et
étouffé	NOUN	étouffé
derrière	ADP	derrière
silhouette	NOUN	silhouette
—	PUNCT	—
monde	NOUN	monde
referma	VERB	refermer
inconnu	VERB	inconnu
diffus	NOUN	diffu
tunnel	ADJ	tunnel
court	NOUN	court
distant	VERB	dister
embrumées	VERB	embrumer
.	PUNCT	.
La	DET	le
la	DET	le
,	PUNCT	,
se	PRON	se
lumière	NOUN	lumière
un	DET	un
émettait	VERB	émettre
du	ADP	de
.	PUNCT	.
puis	CCONJ	puis
estompa	NOUN	estompa
Le	DET	le
faisceau	NOUN	faisceau
et	CCONJ	et
un	DET	un
dans	ADP	dans
!	PUNCT	!
s'	PRON	se
l'	PRON	l'
-elle	PRON	lui
fossé	NOUN	fossé
à	ADP	à
hypothèse	NOUN	hypothèse
Elle	PRON	lui
-t	ADJ	-t
le	DET	le
Non	ADV	non
Où	ADV	où
aboyer	VERB	aboyer
ou	CCONJ	ou
animal	NOUN	animal
elle	PRON	lui
chien	NOUN	chien
plus	ADV	plus
?	PUNCT	?
doute	NOUN	doute
,	PUNCT	,
l'	DET	le
tu	NOUN	tu
gisait	VERB	gésir
.	PUNCT	.
.	PUNCT	.
-	PROPN	-
Le	DET	le
qu'	PRON	qu'
elle	PRON	lui
affreuse	ADJ	affreux
que	SCONJ	que
,	PUNCT	,
tué	VERB	tuer
!	PUNCT	!
,	PUNCT	,
le	DET	le
es	SCONJ	es
avait	VERB	avoir
grimaça	VERB	grimacer
encore	ADV	encore
sans	ADP	sans
trop	ADV	trop
pauvre	NOUN	pauvre
part	NOUN	part
faible	ADJ	faible
pour	ADP	pour
idée	NOUN	idée
timidement	ADV	timidement
dans	ADP	dans
,	PUNCT	,
quelque	DET	quelque
pas	ADV	pas
roulait	VERB	rouler
Pourvu	ADJ	pourvoir
pris	VERB	prendre
songea	VERB	songer
-il	PRON	il
ne	ADV	ne
«	PUNCT	«
lampe	NOUN	lampe
-	ADV	-
cas	NOUN	cas
!	PUNCT	!
était	AUX	être
tous	DET	tout
.	PUNCT	.
-elle	PRON	lui
avait	VERB	avoir
dans	ADP	dans
avançant	VERB	avancer
un	DET	un
chien	NOUN	chien
-il	PRON	il
la	DET	le
très	ADV	très
le	DET	le
vite	ADV	vite
à	ADP	à
petits	ADJ	petit
en	ADP	en
coup	NOUN	coup
que	SCONJ	que
agitant	VERB	agiter
Peut	ADV	peut
»	PUNCT	»
et	CCONJ	et
être	ADV	être
,	PUNCT	,
simplement	ADV	simplement
-t	PART	-t
enfui	VERB	enfuir
ce	PRON	ce
s'	PRON	se
forêt	NOUN	forêt
soit	AUX	être
le	DET	le
mauvais	ADJ	mauvais
pas	ADV	pas
.	PUNCT	.
en	ADP	en
la	DET	le
le	DET	le
pour	ADP	pour
sentait	VERB	sentir
sueur	NOUN	sueur
Elle	PRON	lui
gouttes	NOUN	goutte
sens	NOUN	sens
ne	ADV	ne
lampe	PRON	lampe
dans	ADP	dans
entendait	VERB	entendre
rien	PRON	rien
.	PUNCT	.
posa	VERB	poser
une	DET	un
absolument	ADV	absolument
Des	DET	un
voyait	VERB	voir
.	PUNCT	.
froide	ADJ	froid
.	PUNCT	.
Elle	PRON	lui
la	DET	le
de	ADP	de
obscurité	NOUN	obscurité
discerner	VERB	discerner
Soudain	ADV	soudain
,	PUNCT	,
seule	ADJ	seul
dans	ADP	dans
rien	PRON	rien
de	ADP	de
présence	NOUN	présence
.	PUNCT	.
son	DET	son
l'	DET	le
faisceau	NOUN	faisceau
de	ADP	de
était	AUX	être
ne	ADV	ne
,	PUNCT	,
dos	NOUN	dos
,	PUNCT	,
elle	PRON	lui
n'	ADV	n'
coulaient	ADV	coulaient
essayer	VERB	essayer
elle	PRON	lui
se	PRON	se
rien	PRON	rien
comme	ADP	comme
une	DET	un
cône	NOUN	cône
,	PUNCT	,
une	DET	un
en	ADP	en
sur	ADP	sur
du	ADP	de
cadavre	NOUN	cadavre
le	DET	le
distinguait	VERB	distinguer
à	ADP	à
monta	VERB	monter
Elle	PRON	lui
effondrée	NOUN	effondrée
humaine	ADJ	humain
s'	PRON	se
gorge	NOUN	gorge
blafarde	NOUN	blafarde
et	CCONJ	et
Angie	NOUN	angie
dans	ADP	dans
un	DET	un
en	ADP	en
.	PUNCT	.
partie	NOUN	partie
et	CCONJ	et
inerte	VERB	inerte
,	PUNCT	,
cri	NOUN	cri
de	ADP	de
d'	ADP	de
dans	ADP	dans
présent	NOUN	présent
d'	ADP	de
fossé	NOUN	fossé
celle	PRON	celui
approcha	NOUN	approcha
main	NOUN	main
sa	DET	son
lumière	NOUN	lumière
effroi	NOUN	effroi
Au	ADP	au
,	PUNCT	,
elle	PRON	lui
un	DET	un
silhouette	NOUN	silhouette
bout	NOUN	bout
.	PUNCT	.
.	PUNCT	.
et	CCONJ	et
agenouilla	VERB	agenouiller
.	PUNCT	.
n'	ADV	n'
elle	PRON	lui
.	PUNCT	.
s'	PRON	se
homme	NOUN	homme
.	PUNCT	.
qui	PRON	qui
,	PUNCT	,
cependant	ADV	cependant
la	DET	le
commença	VERB	commencer
comprenant	VERB	comprendre
comporta	VERB	comporter
passé	VERB	passer
fauché	VERB	faucher
avec	ADP	avec
était	AUX	être
réellement	ADV	réellement
voiture	NOUN	voiture
remarquables	ADJ	remarquable
tremblante	ADJ	tremblant
était	AUX	être
,	PUNCT	,
un	DET	un
calme	NOUN	calme
alors	ADV	alors
un	DET	un
A	AUX	avoir
efficacité	NOUN	efficacité
ce	PRON	ce
,	PUNCT	,
chien	NOUN	chien
s'	PRON	se
une	DET	un
Ce	PRON	ce
se	PRON	se
avait	AUX	avoir
sa	DET	son
que	SCONJ	que
mais	CCONJ	mais
grande	ADJ	grand
surprise	NOUN	surprise
pas	ADV	pas
,	PUNCT	,
un	DET	un
Elle	PRON	lui
,	PUNCT	,
sueur	NOUN	sueur
examiner	VERB	examiner
Angie	NOUN	angie
était	AUX	être
forte	ADJ	fort
L'	DET	le
par	ADP	par
,	PUNCT	,
ses	DET	son
repérer	VERB	repérer
de	ADP	de
remarquer	VERB	remarquer
étonnement	NOUN	étonnement
puissantes	ADJ	puissant
pour	ADP	pour
et	CCONJ	et
.	PUNCT	.
en	ADP	en
fines	ADJ	fin
entièrement	ADV	entièrement
blessures	NOUN	blessure
que	ADV	que
sur	ADP	sur
le	DET	le
éventuelles	ADJ	éventuel
corps	NOUN	corps
gouttes	NOUN	goutte
de	ADP	de
les	DET	le
.	PUNCT	.
ne	ADV	ne
scintillaient	VERB	scintiller
y	PRON	y
sa	DET	son
Malgré	ADP	malgré
d'	DET	d'
qui	PRON	qui
homme	NOUN	homme
carrure	NOUN	carrure
suscitait	VERB	susciter
put	PRON	put
l'	DET	le
cette	DET	ce
s'	PRON	se
empêcher	VERB	empêcher
nu	ADV	nu
rapidement	ADV	rapidement
découverte	NOUN	découverte
épaules	NOUN	épaule
elle	PRON	lui
par	ADP	par
Mince	NOUN	mince
jambes	NOUN	jambe
des	DET	un
une	DET	un
il	PRON	il
.	PUNCT	.
longues	ADJ	long
la	DET	le
saillaient	VERB	saillir
sa	DET	son
hanche	NOUN	hanche
.	PUNCT	.
.	PUNCT	.
ses	DET	son
ecchymose	NOUN	ecchymose
,	PUNCT	,
duvet	ADJ	duvet
,	PUNCT	,
fesses	NOUN	fesse
peau	NOUN	peau
Un	DET	un
de	ADP	de
point	NOUN	point
la	DET	le
que	SCONJ	que
probablement	ADV	probablement
causée	VERB	causer
violacée	VERB	violacer
des	DET	un
.	PUNCT	.
impact	NOUN	impact
côtes	NOUN	côte
gauche	ADJ	gauche
cuisses	NOUN	cuisse
sous	ADP	sous
l'	DET	le
avait	VERB	avoir
impressionnante	ADJ	impressionnant
fin	NOUN	fin
Elle	PRON	lui
musculeuses	ADJ	musculeux
couvrait	VERB	couvrir
aperçut	VERB	apercevoir
sur	ADP	sur
et	CCONJ	et
au	ADP	au
ses	DET	son
voiture	NOUN	voiture
brun	NOUN	brun
elle	PRON	lui
ce	DET	ce
les	DET	le
sans	ADP	sans
et	CCONJ	et
-	NOUN	-
Hormis	PROPN	Hormis
Ecartant	VERB	ecarter
des	ADP	de
n'	ADV	n'
masquaient	VERB	masquer
le	DET	le
maculait	VERB	maculer
une	DET	un
,	PUNCT	,
cou	NOUN	cou
égra	PROPN	égra
et	CCONJ	et
la	DET	le
importance	NOUN	importance
des	DET	un
ses	DET	son
bout	NOUN	bout
,	PUNCT	,
que	ADV	que
néanmoins	ADV	néanmoins
victime	NOUN	victime
,	PUNCT	,
de	ADP	de
De	ADP	de
longs	NOUN	long
du	ADP	de
il	PRON	il
visage	NOUN	visage
la	DET	le
avait	VERB	avoir
chercha	ADV	chercha
tignures	ADJ	tignure
le	DET	le
pieds	NOUN	pied
cheveux	ADJ	cheveux
boue	NOUN	boue
mains	NOUN	main
châtains	NOUN	châtain
qui	PRON	qui
.	PUNCT	.
bleu	NOUN	bleu
.	PUNCT	.
doigts	NOUN	doigt
ses	DET	son
sa	DET	son
carotides	NOUN	carotide
...	PUNCT	...
en	ADP	en
couvrit	VERB	couvrir
-t	PART	-t
des	ADP	de
merci	NOUN	merci
elle	PRON	lui
.	PUNCT	.
imperméable	NOUN	imperméable
,	PUNCT	,
soulagement	NOUN	soulagement
emménagé	VERB	emménager
battait	VERB	battre
homme	NOUN	homme
murmura	VERB	murmurer
,	PUNCT	,
puis	CCONJ	puis
poussant	VERB	pousser
,	PUNCT	,
.	PUNCT	.
Lorsqu'	SCONJ	lorsque
Son	DET	son
Merci	NOUN	merci
cœur	NOUN	cœur
courut	ADJ	courut
à	ADP	à
,	PUNCT	,
profond	NOUN	profond
Elle	PRON	lui
.	PUNCT	.
régulièrement	ADV	régulièrement
en	ADP	en
soupir	ADJ	soupir
—	PUNCT	—
voiture	NOUN	voiture
-elle	PRON	lui
l'	DET	le
Oh	CCONJ	oh
retira	VERB	retirer
de	ADP	de
Dieu	PROPN	Dieu
vivement	ADV	vivement
son	DET	son
un	DET	un
.	PUNCT	.
,	PUNCT	,
avait	AUX	avoir
mon	DET	mon
de	ADP	de
sa	DET	son
Seattle	PROPN	Seattle
à	ADP	à
temps	NOUN	temps
avait	AUX	avoir
dans	ADP	dans
de	ADP	de
Ce	DET	ce
son	DET	son
quel	DET	quel
point	NOUN	point
Réanimateur	NOUN	réanimateur
-là	PROPN	-là
David	PROPN	David
être	AUX	être
l'	PRON	l'
un	PRON	un
pour	ADP	pour
acheter	VERB	acheter
,	PUNCT	,
dans	ADP	dans
.	PUNCT	.
maison	NOUN	maison
aîné	VERB	aîner
,	PUNCT	,
les	DET	le
accidentés	NOUN	accidenté
compté	VERB	compter
téléphone	NOUN	téléphone
,	PUNCT	,
route	NOUN	route
,	PUNCT	,
le	DET	le
portable	ADJ	portable
frère	NOUN	frère
la	DET	le
poussée	VERB	pousser
peut	VERB	pouvoir
l'	DET	le
il	PRON	il
.	PUNCT	.
principaux	ADJ	principal
savait	VERB	savoir
à	ADP	à
un	DET	un
nouvelle	ADJ	nouveau
hôpitaux	NOUN	hôpital
soir	NOUN	soir
des	ADP	de
s'	PRON	se
Angie	NOUN	angie
de	ADP	de
qu'	PRON	qu'
interminables	NOUN	interminable
appareil	NOUN	appareil
,	PUNCT	,
standard	NOUN	standard
aussitôt	ADV	aussitôt
avoir	AUX	avoir
bout	NOUN	bout
de	ADP	de
un	DET	un
J'	PRON	je
pour	ADP	pour
.	PUNCT	.
cet	DET	ce
et	CCONJ	et
Une	DET	un
elle	PRON	lui
acquérir	VERB	acquérir
objet	NOUN	objet
-elle	PROPN	-elle
aurait	AUX	avoir
d'	ADP	de
béni	VERB	bénir
ambulance	NOUN	ambulance
!	PUNCT	!
—	PUNCT	—
d'	ADP	de
police	NOUN	police
-t	PART	-t
l'	PRON	l'
trois	NUM	trois
habitude	NOUN	habitude
convaincue	VERB	convaincre
écria	VERB	écrier
,	PUNCT	,
sonneries	ADJ	sonnerie
coûteux	ADJ	coûteux
secours	ADJ	secour
comme	ADP	comme
.	PUNCT	.
répondit	VERB	répondre
au	ADP	au
considérait	VERB	considérer
l'	PRON	l'
Le	DET	le
.	PUNCT	.
superflu	ADJ	superflu
ne	ADV	ne
renversé	VERB	renverser
!	PUNCT	!
avais	VERB	avoir
accident	NOUN	accident
ne	ADV	ne
ai	AUX	avoir
prie	NOUN	prie
Après	ADP	après
.	PUNCT	.
lieu	NOUN	lieu
de	ADP	de
blessé	VERB	blesser
allumé	VERB	allumer
la	DET	le
lui	PRON	lui
je	PRON	je
,	PUNCT	,
que	SCONJ	que
pas	ADV	pas
que	SCONJ	que
...	PUNCT	...
.	PUNCT	.
homme	NOUN	homme
jure	VERB	jure
sur	ADP	sur
les	DET	le
secours	NOUN	secours
assura	VERB	assurer
.	PUNCT	.
L'	DET	le
pas	ADV	pas
route	NOUN	route
l'	DET	le
Il	PRON	il
Je	PRON	je
tarderaient	VERB	tarder
l'	DET	le
et	CCONJ	et
Vite	ADV	vite
employé	NOUN	employé
est	AUX	être
vous	PRON	vous
nota	ADJ	nota
le	DET	le
vu	VERB	voir
un	DET	un
en	PRON	en
avoir	AUX	avoir
je	PRON	je
elle	PRON	lui
feux	ADJ	feux
nuit	NOUN	nuit
.	PUNCT	.
qu'	ADV	qu'
l'	DET	le
les	DET	le
la	DET	le
rêvé	VERB	rêver
,	PUNCT	,
n'	ADV	n'
aurait	AUX	avoir
elle	PRON	lui
L'	DET	le
sa	DET	son
vilain	NOUN	vilain
de	ADP	de
il	PRON	il
.	PUNCT	.
Au	ADP	au
auprès	ADV	auprès
espérait	VERB	espérer
pas	ADV	pas
détresse	NOUN	détresse
retourna	VERB	retourner
de	ADP	de
Malheureusement	ADV	malheureusement
,	PUNCT	,
cauchemar	NOUN	cauchemar
d'	ADP	de
;	PUNCT	;
avait	AUX	avoir
voiture	NOUN	voiture
été	AUX	être
elle-même	PRON	lui-même
Angie	PROPN	Angie
n'	ADV	n'
homme	NOUN	homme
un	DET	un
qu'	SCONJ	que
toute	ADJ	tout
,	PUNCT	,
disparu	VERB	disparaître
cette	DET	ce
histoire	NOUN	histoire
fond	NOUN	fond
de	ADP	de
dans	ADP	dans
.	PUNCT	.
eût	PRON	eût
,	PUNCT	,
reposait	VERB	reposer
cou	NOUN	cou
de	ADP	de
pouls	NOUN	pouls
elle	PRON	lui
inconnu	VERB	inconnu
le	DET	le
Vous	PRON	vous
,	PUNCT	,
chaude	VERB	chaude
et	CCONJ	et
.	PUNCT	.
bientôt	ADV	bientôt
terre	NOUN	terre
régulier	ADJ	régulier
qu'	SCONJ	que
agenouilla	VERB	agenouiller
—	PUNCT	—
nouveau	ADJ	nouveau
immobile	ADJ	immobile
Elle	PRON	lui
.	PUNCT	.
sur	ADP	sur
parfaitement	ADV	parfaitement
la	DET	le
Tenez	PROPN	Tenez
bon	ADJ	bon
.	PUNCT	.
par	ADP	par
.	PUNCT	.
-elle	PRON	lui
humide	ADJ	humide
son	DET	son
la	DET	le
si	SCONJ	si
dit	VERB	dire
fut	AUX	être
,	PUNCT	,
s'	PRON	se
Sa	DET	son
panique	NOUN	panique
lui	PRON	lui
peau	NOUN	peau
était	AUX	être
gagnée	VERB	gagner
toujours	ADV	toujours
palper	VERB	palper
serez	VERB	être
pour	ADP	pour
se	PRON	se
l'	DET	le
s'	PRON	se
se	PRON	se
circonstances	NOUN	circonstance
.	PUNCT	.
à	ADP	à
en	ADP	en
en	ADP	en
et	CCONJ	et
concours	NOUN	concours
de	ADP	de
cheveux	NOUN	cheveu
nuit	NOUN	nuit
homme	NOUN	homme
avait	AUX	avoir
tête	NOUN	tête
main	NOUN	main
l'	PRON	l'
pencha	ADJ	pencha
la	DET	le
d'	ADP	de
,	PUNCT	,
.	PUNCT	.
faiblement	VERB	faiblemer
L'	DET	le
amener	NOUN	amener
