sillonnait	VERB	sillonner
à	ADP	à
copeaux	NOUN	copeau
attendait	VERB	attendre
il	PRON	il
fraîche	ADJ	frais
maison	NOUN	maison
aurait	AUX	avoir
déposé	VERB	déposer
la	DET	le
la	DET	le
,	PUNCT	,
travaillait	VERB	travailler
la	DET	le
levé	VERB	lever
les	DET	le
faillit	VERB	faillir
de	ADP	de
bas-côté	NOUN	bas-côté
chez	ADP	chez
tous	ADJ	tout
il	PRON	il
de	ADP	de
-il	PRON	il
garçon	NOUN	garçon
sur	ADP	sur
Tout	ADV	tout
muette	ADJ	muet
n'	ADV	n'
la	DET	le
rentrer	VERB	rentrer
plaisir	NOUN	plaisir
,	PUNCT	,
bonne	ADJ	bon
à	ADP	à
à	ADP	à
geste	NOUN	geste
,	PUNCT	,
remords	NOUN	remords
aussi	ADV	aussi
le	DET	le
pouce	NOUN	pouce
route	NOUN	route
le	DET	le
ne	ADV	ne
un	DET	un
éprouvait	VERB	éprouver
le	DET	le
vendredi	NOUN	vendredi
aucun	DET	aucun
en	ADP	en
lui	PRON	lui
de	ADP	de
son	DET	son
pas	ADV	pas
.	PUNCT	.
conduire	VERB	conduire
voir	VERB	voir
le	DET	le
heure	NOUN	heure
samedis	NOUN	samedi
,	PUNCT	,
supplication	NOUN	supplication
de	ADP	de
demanda	ADJ	demanda
Paul	PROPN	Paul
un	DET	un
filiforme	ADJ	filiforme
.	PUNCT	.
grand	ADJ	grand
.	PUNCT	.
d'	ADP	de
se	PRON	se
sa	DET	son
grand	ADJ	grand
pour	ADP	pour
fatigué	VERB	fatiguer
par	ADP	par
arrêta	VERB	arrêter
Où	ADV	où
était	AUX	être
voir	VERB	voir
-	PUNCT	-
,	PUNCT	,
Il	PRON	il
qui	PRON	qui
en	PRON	en
et	CCONJ	et
.	PUNCT	.
s'	PRON	se
tu	NOUN	tu
?	PUNCT	?
vas	NOUN	va
d'	ADP	de
T	NOUN	t
-il	PRON	il
à	ADP	à
lui	PRON	lui
un	DET	un
hauteur	NOUN	hauteur
-t	PART	-t
et	CCONJ	et
—	PUNCT	—
laissait	VERB	laisser
-	NOUN	-
jean	NOUN	jean
genoux	NOUN	genou
shirt	NOUN	shirt
trop	ADV	trop
vêtu	VERB	vêtir
ralentit	ADJ	ralentit
et	CCONJ	et
penchant	VERB	pencher
les	DET	le
trahissait	VERB	trahir
fenêtre	NOUN	fenêtre
malgré	ADP	malgré
intérieur	NOUN	intérieur
beauté	NOUN	beauté
à	ADP	à
la	DET	le
,	PUNCT	,
la	DET	le
jeta	ADJ	jeta
étaient	AUX	être
de	ADP	de
d'	ADP	de
adolescence	NOUN	adolescence
Le	DET	le
D'	ADP	de
œil	NOUN	œil
dubitatif	ADJ	dubitatif
voix	NOUN	voix
de	ADP	de
d'	ADP	de
un	DET	un
de	ADP	de
passager	NOUN	passager
coup	NOUN	coup
.	PUNCT	.
cassée	VERB	casser
qui	PRON	qui
une	DET	un
cabine	NOUN	cabine
un	DET	un
mue	NOUN	mue
garçon	NOUN	garçon
toute	DET	tout
du	ADP	de
un	DET	un
la	DET	le
l'	DET	le
.	PUNCT	.
air	NOUN	air
léger	ADJ	léger
camion	NOUN	camion
Ses	DET	son
strabisme	NOUN	strabisme
,	PUNCT	,
la	DET	le
du	ADP	de
yeux	NOUN	oeil
prime	NOUN	prime
.	PUNCT	.
le	DET	le
il	PRON	il
opposé	NOUN	opposé
au	ADP	au
dit	VERB	dire
était	AUX	être
,	PUNCT	,
l'	DET	le
risquait	VERB	risquer
Hollow	PROPN	Hollow
mais	CCONJ	mais
Paul	PROPN	Paul
extrémité	NOUN	extrémité
tomber	VERB	tomber
—	CCONJ	—
s'	SCONJ	s'
endroit	NOUN	endroit
la	DET	le
ne	ADV	ne
diable	NOUN	diable
L'	DET	le
sud	ADP	sud
celui-ci	PRON	celui-ci
laconiquement	ADV	laconiquement
.	PUNCT	.
:	PUNCT	:
prenait	VERB	prendre
pas	ADV	pas
il	PRON	il
,	PUNCT	,
de	ADP	de
,	PUNCT	,
Pair	NOUN	pair
se	PRON	se
à	ADP	à
Lane	PROPN	Lane
garçon	NOUN	garçon
situé	VERB	situer
que	SCONJ	que
de	ADP	de
la	DET	le
l'	DET	le
et	CCONJ	et
pépinière	NOUN	pépinière
,	PUNCT	,
vauvert	ADJ	vauvert
répondit	VERB	répondre
à	ADP	à
de	ADP	de
ville	NOUN	ville
,	PUNCT	,
des	DET	un
soit	AUX	être
un	DET	un
conduite	NOUN	conduite
remercia	NOUN	remercia
sur	ADP	sur
passager	NOUN	passager
chapitrer	VERB	chapitrer
monte	NOUN	monte
Attentif	NOUN	attentif
à	ADP	à
la	DET	le
garçon	NOUN	garçon
Allez	PROPN	Allez
il	PRON	il
le	DET	le
Paul	PROPN	Paul
silencieux	ADJ	silencieux
large	NOUN	large
gamin	NOUN	gamin
cabine	NOUN	cabine
de	ADP	de
.	PUNCT	.
Le	DET	le
—	PUNCT	—
quelques	DET	quelque
minutes	NOUN	minute
resta	VERB	rester
et	CCONJ	et
installé	VERB	installer
entreprit	NOUN	entreprit
,	PUNCT	,
sa	DET	son
grimpa	NOUN	grimpa
.	PUNCT	.
puis	CCONJ	puis
d'	ADP	de
,	PUNCT	,
.	PUNCT	.
pour	ADP	pour
dans	ADP	dans
que	SCONJ	que
redémarrer	VERB	redémarrer
.	PUNCT	.
sourire	ADJ	sourir
voyous	NOUN	voyou
son	DET	son
ce	DET	ce
attendit	VERB	attendre
,	PUNCT	,
confiant	ADJ	confiant
d'	ADP	de
mère	NOUN	mère
un	DET	un
.	PUNCT	.
trop	ADV	trop
voiture	NOUN	voiture
tu	NOUN	tu
c'	PRON	ce
que	SCONJ	que
je	PRON	je
qu'	SCONJ	que
Le	DET	le
sais	NOUN	sai
en	ADP	en
stop	NOUN	stop
montait	VERB	monter
ou	CCONJ	ou
ne	ADV	ne
le	DET	le
on	PRON	on
-	PRON	-
—	PUNCT	—
dangereux	ADJ	dangereux
Tu	PROPN	Tu
un	DET	un
malade	NOUN	malade
cavale	NOUN	cavale
a	AUX	avoir
un	DET	un
ferais	PRON	ferais
,	PUNCT	,
sois	AUX	être
jamais	ADV	jamais
est	AUX	être
que	SCONJ	que
Ta	DET	ton
prisonnier	NOUN	prisonnier
ne	ADV	ne
étranger	NOUN	étranger
dit	VERB	dire
dans	ADP	dans
?	PUNCT	?
Imagine	PROPN	Imagine
t'	PRON	te
.	PUNCT	.
la	DET	le
?	PUNCT	?
pas	ADV	pas
engouffrait	VERB	engouffrer
lui	PRON	lui
du	ADP	de
diatribe	NOUN	diatribe
balayée	VERB	balayer
,	PUNCT	,
garçon	NOUN	garçon
contemplation	NOUN	contemplation
ouverte	ADJ	ouvert
haussa	VERB	hausser
tignasse	NOUN	tignasse
blonde	ADJ	blond
les	DET	le
Paul	PROPN	Paul
regard	ADJ	regard
la	DET	le
Manifestement	ADV	manifestement
s'	PRON	se
printanière	ADJ	printanier
l'	PRON	l'
.	PUNCT	.
yeux	NOUN	oeil
fenêtre	NOUN	fenêtre
un	DET	un
épaules	NOUN	épaule
rapide	NOUN	rapide
qui	PRON	qui
s'	PRON	se
brise	NOUN	brise
.	PUNCT	.
paysage	NOUN	paysage
la	DET	le
et	CCONJ	et
était	AUX	être
Il	PRON	il
les	DET	le
par	ADP	par
cette	DET	ce
par	ADP	par
et	CCONJ	et
.	PUNCT	.
détourna	VERB	détourner
dans	ADP	dans
Son	DET	son
épaisse	NOUN	épaisse
embarrassait	VERB	embarrasser
lança	VERB	lancer
la	DET	le
.	PUNCT	.
absorba	NOUN	absorba
des	DET	un
de	ADP	de
nom	NOUN	nom
Shane	PROPN	Shane
Pépinière	NOUN	pépinière
?	PUNCT	?
essaya	NOUN	essaya
le	DET	le
arbres	NOUN	arbre
Comment	ADV	comment
le	DET	le
camion	NOUN	camion
—	PUNCT	—
tous	ADJ	tout
.	PUNCT	.
.	PUNCT	.
tu	NOUN	tu
.	PUNCT	.
,	PUNCT	,
Hudson	PROPN	Hudson
-	PUNCT	-
Paul	PROPN	Paul
des	ADP	de
la	DET	le
appelles	NOUN	appelle
conversation	NOUN	conversation
vous	PRON	vous
vendez	VERB	vendre
Alors	ADV	alors
et	CCONJ	et
qui	PRON	qui
,	PUNCT	,
—	PUNCT	—
.	PUNCT	.
vous	PRON	vous
t'	DET	t'
plantes	NOUN	plante
—	PUNCT	—
Tremaine	PROPN	Tremaine
Tremaine	PROPN	Tremaine
est	AUX	être
?	PUNCT	?
C'	PRON	ce
inscrit	VERB	inscrire
sur	ADP	sur
,	PUNCT	,
relancer	VERB	relancer
est	AUX	être
et	CCONJ	et
—	PUNCT	—
le	DET	le
trucs	NOUN	truc
ne	ADV	ne
lui	PRON	lui
entrepris	VERB	entreprendre
Son	DET	son
les	DET	le
incombaient	VERB	incomber
il	PRON	il
Paul	PROPN	Paul
Son	DET	son
oncle	NOUN	oncle
bien	ADV	bien
était	AUX	être
pousser	VERB	pousser
démarches	NOUN	démarche
.	PUNCT	.
multiples	ADJ	multiple
pour	ADP	pour
plaisait	VERB	plaire
indulgence	NOUN	indulgence
.	PUNCT	.
mais	CCONJ	mais
les	PRON	le
avec	ADP	avec
faire	AUX	faire
lui	PRON	lui
passer	VERB	passer
nécessaires	ADJ	nécessaire
il	PRON	il
le	DET	le
,	PUNCT	,
?	PUNCT	?
avait	AUX	avoir
le	DET	le
sourit	VERB	sourire
flambeau	NOUN	flambeau
travail	NOUN	travail
les	DET	le
Les	DET	le
rebutaient	NOUN	rebutaient
faisait	VERB	faire
qui	PRON	qui
pas	ADV	pas
.	PUNCT	.
et	CCONJ	et
pour	ADP	pour
lui	PRON	lui
n'	ADV	n'
tâches	NOUN	tâche
et	CCONJ	et
pressé	VERB	presser
employé	VERB	employer
,	PUNCT	,
et	CCONJ	et
l'	DET	le
pas	ADV	pas
modeste	ADJ	modeste
est	AUX	être
d'	ADP	de
,	PUNCT	,
nous	PRON	nous
oncle	NOUN	oncle
.	PUNCT	.
en	ADP	en
vendons	VERB	vendre
Pour	ADP	pour
ne	ADV	ne
Tremaine	NOUN	tremaine
la	DET	le
—	PUNCT	—
et	CCONJ	et
c'	PRON	ce
se	PRON	se
.	PUNCT	.
transformer	VERB	transformer
,	PUNCT	,
gros	ADJ	gros
.	PUNCT	.
appartient	VERB	appartenir
.	PUNCT	.
,	PUNCT	,
chef	NOUN	chef
plantons	VERB	planter
à	ADP	à
entreprise	NOUN	entreprise
détail	NOUN	détail
instant	NOUN	instant
nous	PRON	nous
je	PRON	je
Nous	PRON	nous
mon	DET	mon
qu'	ADV	qu'
faisons	VERB	faire
pousser	VERB	pousser
pépinière	NOUN	pépinière
de	ADP	de
un	DET	un
nous	PRON	nous
suis	AUX	être
Les	DET	le
s'	PRON	se
l'	DET	le
vers	ADP	vers
les	DET	le
sud	NOUN	sud
Paul	PROPN	Paul
de	ADP	de
les	DET	le
à	ADP	à
s'	PRON	se
élargissait	VERB	élargir
fur	NOUN	fur
de	ADP	de
et	CCONJ	et
se	PRON	se
du	ADP	de
mesure	NOUN	mesure
plus	ADV	plus
le	DET	le
direction	NOUN	direction
et	CCONJ	et
,	PUNCT	,
au	ADP	au
en	ADP	en
croisement	NOUN	croisement
nombreuses	ADJ	nombreux
.	PUNCT	.
faisaient	VERB	faire
ville	NOUN	ville
agglomération	NOUN	agglomération
fermes	ADJ	ferme
tourna	VERB	tourner
et	CCONJ	et
.	PUNCT	.
droite	NOUN	droite
vieilles	ADJ	vieux
,	PUNCT	,
maisons	NOUN	maison
à	ADP	à
,	PUNCT	,
Au	ADP	au
ils	PRON	il
la	DET	le
route	NOUN	route
centre	NOUN	centre
arrêta	VERB	arrêter
approchaient	VERB	approcher
manoirs	NOUN	manoir
qu'	SCONJ	que
de	ADP	de
laissaient	VERB	laisser
sur	ADP	sur
étaient	AUX	être
,	PUNCT	,
Les	DET	le
pierre	NOUN	pierre
blancs	ADJ	blanc
érables	ADJ	érable
bâtisses	NOUN	bâtisse
âme	NOUN	âme
de	ADP	de
voyait	VERB	voir
de	ADP	de
d'	ADP	de
était	AUX	être
.	PUNCT	.
en	ADP	en
place	NOUN	place
mieux	ADV	mieux
siècle	NOUN	siècle
de	ADP	de
d'	ADP	de
place	NOUN	place
xvme	ADJ	xvm
à	ADP	à
rectangulaire	ADJ	rectangulaire
cernée	VERB	cerner
sa	DET	son
et	CCONJ	et
les	DET	le
et	CCONJ	et
imposantes	ADJ	imposant
Northford	PROPN	Northford
l'	DET	le
style	ADJ	styl
chênes	NOUN	chêne
jardins	NOUN	jardin
c'	PRON	ce
plus	ADV	plus
façades	NOUN	façade
on	PRON	on
de	ADP	de
.	PUNCT	.
L'	DET	le
entretenus	VERB	entretenir
la	DET	le
bardeaux	NOUN	bardeau
autour	ADV	autour
plus	ADV	plus
se	PRON	se
s'	PRON	se
terrain	NOUN	terrain
abritaient	VERB	abriter
l'	DET	le
rues	NOUN	rue
laquelle	PRON	lequel
le	DET	le
de	ADP	de
de	ADP	de
primaire	ADJ	primaire
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
vie	NOUN	vie
est	AUX	être
Les	DET	le
,	PUNCT	,
la	DET	le
la	DET	le
.	PUNCT	.
l'	DET	le
obélisque	NOUN	obélisque
toute	ADJ	tout
ville	NOUN	ville
la	DET	le
place	NOUN	place
,	PUNCT	,
de	ADP	de
,	PUNCT	,
clôturé	ADJ	clôturer
un	DET	un
sociale	ADJ	social
A	ADP	à
la	DET	le
la	DET	le
dressait	VERB	dresser
avoisinantes	NOUN	avoisinante
extrémité	NOUN	extrémité
église	NOUN	église
de	ADP	de
poste	NOUN	poste
magasins	NOUN	magasin
l'	DET	le
école	NOUN	école
mairie	NOUN	mairie
organisait	VERB	organiser
et	CCONJ	et
granité	NOUN	granité
quelques	DET	quelque
y	PRON	y
connaissait	VERB	connaître
guerre	NOUN	guerre
inclinées	VERB	incliner
étaient	AUX	être
les	DET	le
Paul	PROPN	Paul
la	DET	le
années	NOUN	année
.	PUNCT	.
deux	NUM	deux
guerres	NOUN	guerre
.	PUNCT	.
de	ADP	de
ce	DET	ce
à	ADP	à
sur	ADP	sur
ces	DET	ce
,	PUNCT	,
du	ADP	de
gravé	ADJ	graver
Certains	PRON	certains
quelques	DET	quelque
pouce	NOUN	pouce
nom	NOUN	nom
de	ADP	de
d'	DET	d'
autres	ADJ	autre
Northford	PROPN	Northford
lui	PRON	lui
de	ADP	de
passé	VERB	passer
monument	NOUN	monument
mondiales	ADJ	mondial
était	AUX	être
Chaque	DET	chaque
avaient	AUX	avoir
faces	NOUN	face
nés	VERB	naître
de	ADP	de
Corée	PROPN	Corée
familier	ADJ	familier
fauchés	ADJ	fauché
ou	CCONJ	ou
les	DET	le
mémorial	NOUN	mémorial
chaque	DET	chaque
par	ADP	par
avant	ADP	avant
hommes	NOUN	homme
municipal	ADJ	municipal
au	ADP	au
ne	ADV	ne
que	ADV	que
précédente	ADJ	précédent
,	PUNCT	,
tomber	VERB	tomber
il	PRON	il
un	DET	un
le	DET	le
.	PUNCT	.
La	DET	le
,	PUNCT	,
monument	NOUN	monument
.	PUNCT	.
il	PRON	il
Paul	PROPN	Paul
Viêt	PROPN	Viêt
proposé	VERB	proposer
pour	ADP	pour
pour	ADP	pour
ceux	PRON	celui
d'	ADP	de
d'	ADP	de
important	ADJ	important
honneur	NOUN	honneur
au	ADP	au
conseil	NOUN	conseil
avait	AUX	avoir
morts	NOUN	mort
