cessé	VERB	cesser
Haversham	PROPN	Haversham
.	PUNCT	.
suis	AUX	être
dans	ADP	dans
peut	VERB	pouvoir
aida	VERB	aider
pas	ADV	pas
Au	ADP	au
les	DET	le
-	ADJ	-
l'	PRON	l'
que	SCONJ	que
,	PUNCT	,
mode	NOUN	mode
s'	PRON	se
endroits	NOUN	endroit
au	ADP	au
y	PRON	y
entendre	VERB	entendre
trouve	VERB	trouve
Il	PRON	il
moins	ADV	moins
dans	ADP	dans
et	CCONJ	et
dit	VERB	dire
Bentley	PROPN	Bentley
reprenait	VERB	reprendre
démarra	VERB	démarrer
dirait	VERB	dire
personne	NOUN	personne
coupé	NOUN	coupé
,	PUNCT	,
N	NOUN	n
été	AUX	être
.	PUNCT	.
—	PUNCT	—
encore	ADV	encore
non	ADV	non
elle	PRON	lui
la	DET	le
en	ADP	en
à	ADP	à
vous	PRON	vous
en	ADP	en
Elisabeth	PROPN	Elisabeth
peu	ADV	peu
—	PUNCT	—
comme	ADP	comme
reine	NOUN	reine
si	SCONJ	si
effraie	VERB	effrayer
,	PUNCT	,
vitesse	NOUN	vitesse
.	PUNCT	.
à	ADP	à
.	PUNCT	.
avait	AUX	avoir
On	PRON	on
Hester	PROPN	Hester
la	DET	le
Haversham	PROPN	Haversham
et	CCONJ	et
que	SCONJ	que
habituée	VERB	habituer
grand-peine	NOUN	grand-peine
,	PUNCT	,
circulation	NOUN	circulation
son	DET	son
souffle	NOUN	souffle
trombe	NOUN	trombe
gris	ADJ	gris
londonienne	ADJ	londonien
...	PUNCT	...
la	DET	le
pièce	NOUN	pièce
pas	ADV	pas
y	PRON	y
satisfait	ADJ	satisfait
tamisé	VERB	tamiser
dit	VERB	dire
,	PUNCT	,
il	PRON	il
,	PUNCT	,
un	DET	un
.	PUNCT	.
L'	DET	le
.	PUNCT	.
air	NOUN	air
lui	PRON	lui
restaurant	NOUN	restaurant
lui	PRON	lui
fut	AUX	être
à	ADP	à
:	PUNCT	:
et	CCONJ	et
Le	DET	le
or	CCONJ	or
.	PUNCT	.
sourire	ADJ	sourir
Il	PRON	il
la	DET	le
vaste	ADJ	vaste
conférait	VERB	conférer
C'	PRON	ce
a	VERB	avoir
et	CCONJ	et
lança	VERB	lancer
éclairage	NOUN	éclairage
est	AUX	être
large	NOUN	large
blanc	ADJ	blanc
,	PUNCT	,
du	ADP	de
dîner	NOUN	dîner
de	ADP	de
bien	ADV	bien
ce	PRON	ce
plus	ADV	plus
agréable	ADJ	agréable
—	PUNCT	—
vraiment	ADV	vraiment
qu'	PRON	qu'
un	DET	un
tout	ADJ	tout
d'	ADP	de
romantique	ADJ	romantique
dais	NOUN	dais
moderne	ADJ	moderne
,	PUNCT	,
la	DET	le
délicatement	VERB	délicatemer
un	DET	un
au	ADP	au
nombreux	ADJ	nombreux
de	ADP	de
costumes	NOUN	costume
quatuor	NOUN	quatuor
,	PUNCT	,
étaient	AUX	être
plus	ADV	plus
de	ADP	de
napolitain	ADJ	napolitain
encore	ADV	encore
semblait	VERB	sembler
tumulte	NOUN	tumulte
à	ADP	à
Jusqu'	ADP	jusque
les	DET	le
le	DET	le
clients	NOUN	client
cette	DET	ce
sensation	NOUN	sensation
plaisante	ADJ	plaisant
éloigné	VERB	éloigner
à	ADP	à
.	PUNCT	.
peu	ADV	peu
anciens	ADJ	ancien
.	PUNCT	.
et	CCONJ	et
isolement	NOUN	isolement
capitale	NOUN	capitale
rendait	VERB	rendre
cordes	NOUN	corde
dorures	NOUN	dorure
Un	DET	un
installé	VERB	installer
et	CCONJ	et
habillé	VERB	habiller
bien	ADV	bien
;	PUNCT	;
sous	ADP	sous
dessert	NOUN	dessert
,	PUNCT	,
Ainsi	ADV	ainsi
Haversham	PROPN	Haversham
et	CCONJ	et
la	DET	le
le	DET	le
et	CCONJ	et
Keith	PROPN	Keith
café	NOUN	café
comprendre	VERB	comprendre
autres	ADJ	autre
qu'	SCONJ	que
il	PRON	il
qu'	ADV	qu'
vous	PRON	vous
et	CCONJ	et
de	ADP	de
légère	ADJ	léger
ils	PRON	il
rencontre	NOUN	rencontre
divertit	NOUN	divertit
conversation	NOUN	conversation
après	ADP	après
dois	VERB	devoir
de	ADP	de
sa	DET	son
choses	NOUN	chose
.	PUNCT	.
—	PUNCT	—
leur	DET	leur
Ce	PRON	ce
des	ADP	de
je	PRON	je
d'	DET	d'
aborda	VERB	aborder
n'	ADV	n'
et	CCONJ	et
,	PUNCT	,
vive	ADJ	vif
sujet	NOUN	sujet
qu'	SCONJ	que
crèmes	NOUN	crème
est	VERB	être
commandé	VERB	commander
de	ADP	de
menthe	VERB	menthe
.	PUNCT	.
parla	ADJ	parla
du	ADP	de
que	SCONJ	que
eurent	ADV	eurent
je	PRON	je
libre	ADJ	libre
aussi	ADV	aussi
prendre	VERB	prendre
—	PUNCT	—
objection	NOUN	objection
êtes	AUX	être
,	PUNCT	,
pas	ADV	pas
vous	PRON	vous
des	ADP	de
Hautes-Terres	NOUN	hautes-terre
aussi	ADV	aussi
objection	NOUN	objection
et	CCONJ	et
,	PUNCT	,
d'	DET	d'
,	PUNCT	,
Hester	VERB	hester
un	DET	un
pas	ADV	pas
reculé	VERB	reculer
vois	VERB	voir
toute	DET	tout
voyez	VERB	voir
obligation	NOUN	obligation
calmement	VERB	calmemer
,	PUNCT	,
dit	VERB	dire
dans	ADP	dans
désolé	ADJ	désolé
y	PRON	y
que	SCONJ	que
.	PUNCT	.
un	DET	un
ne	ADV	ne
n'	ADV	n'
à	ADP	à
Non	ADV	non
et	CCONJ	et
que	SCONJ	que
endroit	NOUN	endroit
cette	DET	ce
la	DET	le
Résidence	NOUN	résidence
emploi	NOUN	emploi
de	ADP	de
saison	NOUN	saison
d'	DET	d'
en	ADP	en
.	PUNCT	.
Pendant	ADP	pendant
un	DET	un
bleus	NOUN	bleu
posséder	VERB	posséder
ses	DET	son
.	PUNCT	.
postulante	NOUN	postulant
à	ADP	à
regarda	NOUN	regarda
mais	CCONJ	mais
vous	PRON	vous
Peut	PROPN	Peut
un	DET	un
il	PRON	il
qualités	NOUN	qualité
de	ADP	de
aurions	VERB	avoir
le	DET	le
froids	ADJ	froid
,	PUNCT	,
-	ADV	-
lança	VERB	lancer
instant	NOUN	instant
attention	NOUN	attention
,	PUNCT	,
tempérament	NOUN	tempérament
requis	VERB	requérir
et	CCONJ	et
perçants	NOUN	perçant
peu	ADV	peu
lui	PRON	lui
la	PRON	le
semblez	VERB	sembler
.	PUNCT	.
avec	ADP	avec
Il	PRON	il
yeux	NOUN	oeil
les	DET	le
être	AUX	être
plus	ADV	plus
—	PUNCT	—
souhaité	VERB	souhaiter
âgée	ADJ	âgé
,	PUNCT	,
et	CCONJ	et
un	DET	un
une	DET	un
nouveau	ADJ	nouveau
-nous	PRON	nous
le	DET	le
sourire	ADJ	sourir
que	SCONJ	que
détail	NOUN	détail
pour	ADP	pour
voyage	NOUN	voyage
large	NOUN	large
moi	PRON	moi
administre	VERB	administre
êtes	AUX	être
-vous	PRON	vous
,	PUNCT	,
présentes	ADJ	présent
biens	NOUN	bien
Et	CCONJ	et
cousin	NOUN	cousin
le	DET	le
n'	ADV	n'
Sir	PROPN	Sir
non	ADV	non
faire	VERB	faire
.	PUNCT	.
J'	PRON	je
.	PUNCT	.
à	ADP	à
—	PUNCT	—
Malcolm	PROPN	Malcolm
,	PUNCT	,
,	PUNCT	,
dans	ADP	dans
vous	PRON	vous
.	PUNCT	.
vous	PRON	vous
mais	CCONJ	mais
les	DET	le
disposée	VERB	disposer
propriétaire	NOUN	propriétaire
,	PUNCT	,
mon	DET	mon
Ce	PRON	ce
travaillerez	VERB	travailler
circonstances	NOUN	circonstance
pas	ADV	pas
,	PUNCT	,
voyez	VERB	voir
négligeable	ADJ	négligeable
malicieux	ADJ	malicieux
pour	ADP	pour
les	DET	le
est	AUX	être
resta	NOUN	resta
la	DET	le
lettre	NOUN	lettre
difficile	ADJ	difficile
,	PUNCT	,
trouviez	PRON	trouviez
de	ADP	de
votre	DET	votre
n'	ADV	n'
crains	ADJ	crain
quelque	ADV	quelque
peu	ADV	peu
Mais	CCONJ	mais
pas	ADV	pas
.	PUNCT	.
?	PUNCT	?
le	PRON	le
j'	PRON	je
quelques	DET	quelque
à	ADP	à
ne	ADV	ne
,	PUNCT	,
elle	PRON	lui
pour	ADP	pour
vous	PRON	vous
lui	PRON	lui
secondes	NOUN	seconde
