propre	ADJ	propre
murmura	VERB	murmurer
fillette	NOUN	fillette
poignée	NOUN	poignée
main	NOUN	main
gamine	NOUN	gamin
sur	ADP	sur
poche	NOUN	poche
et	CCONJ	et
dans	ADP	dans
la	DET	le
très	ADV	très
une	DET	un
hanche	NOUN	hanche
amuser	VERB	amuser
tête	NOUN	tête
la	DET	le
sortit	NOUN	sortit
Américain	PROPN	Américain
Simon	PROPN	Simon
s'	PRON	se
beau	ADJ	beau
et	CCONJ	et
—	PUNCT	—
.	PUNCT	.
Toi	PRON	toi
hocha	VERB	hocher
la	DET	le
Toi	PROPN	Toi
billets	NOUN	billet
.	PUNCT	.
vers	ADP	vers
vives	ADJ	vif
la	DET	le
questions	NOUN	question
Visiblement	ADV	visiblement
à	ADP	à
couleurs	NOUN	couleur
de	ADP	de
de	ADP	de
toi	NOUN	toi
rien	PRON	rien
savoir	VERB	savoir
surpris	VERB	surprendre
,	PUNCT	,
est	AUX	être
,	PUNCT	,
répondre	VERB	répondre
s'	PRON	se
s'	PRON	se
.	PUNCT	.
peux	NOUN	peu
de	ADP	de
grouillant	VERB	grouiller
—	PUNCT	—
tu	SCONJ	tu
C'	PRON	ce
en	PRON	en
alla	VERB	aller
elle	PRON	lui
ne	ADV	ne
petite	ADJ	petit
bar	NOUN	bar
pour	ADP	pour
.	PUNCT	.
fut	AUX	être
si	SCONJ	si
le	DET	le
mes	DET	mon
déçue	ADJ	déçu
voir	VERB	voir
.	PUNCT	.
pas	ADV	pas
le	DET	le
—	PUNCT	—
Moi	PROPN	Moi
Il	PRON	il
.	PUNCT	.
sourire	NOUN	sourire
monde	NOUN	monde
évanouir	VERB	évanouir
Bar	PROPN	Bar
disparut	VERB	disparaître
une	DET	un
reproduisait	VERB	reproduire
que	SCONJ	que
scène	NOUN	scène
et	CCONJ	et
qu'	SCONJ	que
sauvaient	ADV	sauvaient
faisait	VERB	faire
annoncé	VERB	annoncer
au	ADP	au
qu'	SCONJ	que
qu'	SCONJ	que
.	PUNCT	.
et	CCONJ	et
cette	DET	ce
l'	PRON	l'
fréquentaient	VERB	fréquenter
invariablement	ADV	invariablement
que	SCONJ	que
une	DET	un
se	PRON	se
la	DET	le
jours	NOUN	jour
fumée	NOUN	fumée
le	DET	le
Shangaï	PROPN	Shangaï
Jerry	PROPN	Jerry
à	ADP	à
voix	NOUN	voix
Elles	PRON	lui
Cela	PRON	cela
téléphone	NOUN	téléphone
chaque	DET	chaque
cinq	NUM	cinq
.	PUNCT	.
se	PRON	se
Hal	PROPN	Hal
fille	NOUN	fille
anonyme	ADJ	anonyme
fois	NOUN	fois
.	PUNCT	.
lui	PRON	lui
avait	AUX	avoir
,	PUNCT	,
dans	ADP	dans
Depuis	ADP	depuis
dès	ADP	dès
accostait	VERB	accoster
de	ADP	de
comprenaient	ADV	comprenaient
enfermées	VERB	enfermer
les	PRON	le
de	ADP	de
Si	SCONJ	si
elles	PRON	lui
doute	NOUN	doute
cuisse	NOUN	cuisse
.	PUNCT	.
un	DET	un
trou	NOUN	trou
seraient	AUX	être
découverte	VERB	découvrir
quelqu'	DET	quelque
.	PUNCT	.
.	PUNCT	.
plâtre	ADJ	plâtr
serveuse	NOUN	serveuse
surprenait	VERB	surprendre
compréhensible	ADJ	compréhensible
battues	ADJ	battu
la	DET	le
il	PRON	il
était	AUX	être
cherchait	VERB	chercher
s'	PRON	se
approcha	NOUN	approcha
La	DET	le
bavarder	VERB	bavarder
pendant	ADP	pendant
,	PUNCT	,
un	PRON	un
infesté	ADJ	infesté
,	PUNCT	,
C'	PRON	ce
lui	PRON	lui
on	PRON	on
rats	NOUN	rat
comme	ADP	comme
une	DET	un
elles	PRON	lui
et	CCONJ	et
semaine	NOUN	semaine
dans	ADP	dans
à	ADP	à
qu'	SCONJ	que
sans	ADP	sans
largement	ADV	largement
,	PUNCT	,
le	DET	le
sa	DET	son
la	DET	le
qu'	SCONJ	que
se	PRON	se
faire	AUX	faire
par	ADP	par
hocha	VERB	hocher
à	ADP	à
son	DET	son
Simon	PROPN	Simon
la	DET	le
.	PUNCT	.
réflexions	NOUN	réflexion
Simon	PROPN	Simon
parmi	ADP	parmi
lui	PRON	lui
un	DET	un
clients	NOUN	client
il	PRON	il
pour	ADP	pour
Sans	ADP	sans
indifférente	NOUN	indifférente
fendue	ADJ	fendu
vide	ADJ	vide
.	PUNCT	.
agglutinés	VERB	agglutiner
devant	ADP	devant
les	DET	le
voulait	VERB	vouloir
tête	NOUN	tête
,	PUNCT	,
leva	VERB	lever
regarda	NOUN	regarda
un	DET	un
verre	NOUN	verre
bar	NOUN	bar
comprendre	VERB	comprendre
glisser	VERB	glisser
dire	VERB	dire
et	CCONJ	et
autre	NOUN	autre
,	PUNCT	,
repartit	NOUN	repartit
.	PUNCT	.
en	PRON	en
jupe	NOUN	jupe
elle	PRON	lui
leurs	DET	leur
mot	NOUN	mot
apercevant	VERB	apercevoir
leurs	DET	leur
avec	ADP	avec
et	CCONJ	et
la	DET	le
questionner	NOUN	questionner
et	CCONJ	et
revenait	VERB	revenir
un	DET	un
essayé	VERB	essayer
hommes	NOUN	homme
entrèrent	VERB	entrer
de	ADP	de
familier	ADJ	familier
Il	PRON	il
de	ADP	de
la	PRON	le
Au	ADP	au
.	PUNCT	.
depuis	ADP	depuis
de	ADP	de
lui	PRON	lui
sentit	ADJ	sentit
graveleux	ADJ	graveleux
vain	ADJ	vain
.	PUNCT	.
En	ADP	en
les	DET	le
droite	NOUN	droite
elle	PRON	lui
la	DET	le
Simon	PROPN	Simon
avait	AUX	avoir
par	ADP	par
se	PRON	se
en	ADP	en
,	PUNCT	,
,	PUNCT	,
porte	NOUN	porte
.	PUNCT	.
commande	NOUN	commande
méfiait	VERB	méfier
où	PRON	où
,	PUNCT	,
deux	NUM	deux
,	PUNCT	,
rires	NOUN	rire
elle	PRON	lui
chatouillement	NOUN	chatouillement
moment	NOUN	moment
mèches	NOUN	mèche
le	DET	le
,	PUNCT	,
qui	PRON	qui
pâles	ADJ	pâle
grosse	ADJ	gros
remonter	VERB	remonter
trapu	ADV	trapu
inutilement	ADV	inutilement
Le	DET	le
et	CCONJ	et
des	ADP	de
sa	DET	son
cacher	VERB	cacher
nuque	NOUN	nuque
billes	NOUN	bille
une	DET	un
L'	DET	le
loto	NOUN	loto
retombait	VERB	retomber
avait	VERB	avoir
bouche	NOUN	bouche
bien	ADV	bien
de	ADP	de
grand	ADJ	grand
sa	DET	son
.	PUNCT	.
Quelques	DET	quelque
de	ADP	de
chaque	DET	chaque
avait	VERB	avoir
tentaient	VERB	tenter
.	PUNCT	.
yeux	NOUN	oeil
côté	NOUN	côté
plus	ADV	plus
graisseuses	NOUN	graisseur
moustache	NOUN	moustache
en	ADP	en
.	PUNCT	.
le	DET	le
de	ADP	de
,	PUNCT	,
visage	NOUN	visage
glabre	ADJ	glabre
de	ADP	de
long	NOUN	long
plus	ADV	plus
de	ADP	de
autre	PRON	autre
,	PUNCT	,
calvitie	NOUN	calvitie
il	PRON	il
se	PRON	se
qu'	SCONJ	que
.	PUNCT	.
sa	DET	son
,	PUNCT	,
l'	PRON	l'
son	DET	son
mais	CCONJ	mais
il	PRON	il
pas	ADV	pas
certainement	ADV	certainement
.	PUNCT	.
le	DET	le
Vickers	PROPN	Vickers
.	PUNCT	.
au	ADP	au
poussa	VERB	pousser
Hal	PROPN	Hal
être	AUX	être
ne	ADV	ne
Jerry	PROPN	Jerry
,	PUNCT	,
Carver	PROPN	Carver
premier	ADJ	premier
regard	NOUN	regard
reconnaîtraient	NOUN	reconnaîtraient
côté	NOUN	côté
avait	VERB	avoir
ils	PRON	il
Et	CCONJ	et
savait	VERB	savoir
pour	ADP	pour
acolyte	NOUN	acolyte
car	CCONJ	car
Simon	PROPN	Simon
ils	PRON	il
vu	VERB	voir
une	DET	un
ne	ADV	ne
l'	DET	le
barbe	NOUN	barbe
,	PUNCT	,
de	ADP	de
.	PUNCT	.
époque	NOUN	époque
avaient	AUX	avoir
A	ADP	à
,	PUNCT	,
oublié	VERB	oublier
joie	NOUN	joie
,	PUNCT	,
failli	VERB	faillir
sa	DET	son
pas	ADV	pas
quelle	DET	quel
.	PUNCT	.
avec	ADP	avec
Il	PRON	il
avait	AUX	avoir
détonnait	VERB	détonner
n'	ADV	n'
manière	NOUN	manière
arriver	VERB	arriver
,	PUNCT	,
cette	DET	ce
deux	NUM	deux
sa	DET	son
blonde	ADJ	blond
étrangement	ADV	étrangement
Oregon	NOUN	oregon
De	ADP	de
tignasse	NOUN	tignasse
toute	DET	tout
ans	NOUN	an
auparavant	ADV	auparavant
,	PUNCT	,
stature	VERB	stature
il	PRON	il
l'	DET	le
,	PUNCT	,
bien	ADV	bien
,	PUNCT	,
sa	DET	son
dans	ADP	dans
moustache	NOUN	moustache
y	PRON	y
dans	ADP	dans
les	PRON	le
Simon	PROPN	Simon
.	PUNCT	.
pincerait	VERB	pincer
.	PUNCT	.
haute	NOUN	haute
.	PUNCT	.
Avec	ADP	avec
Il	PRON	il
foule	NOUN	foule
.	PUNCT	.
pas	ADV	pas
Simon	PROPN	Simon
décidé	VERB	décider
c'	PRON	ce
il	PRON	il
avait	AUX	avoir
que	SCONJ	que
il	PRON	il
,	PUNCT	,
que	SCONJ	que
Jerry	PROPN	Jerry
il	PRON	il
aurait	AUX	avoir
l'	DET	le
Frank	PROPN	Frank
,	PUNCT	,
seule	ADJ	seul
,	PUNCT	,
à	ADP	à
fois	NOUN	fois
existait	VERB	exister
,	PUNCT	,
profiter	VERB	profiter
cette	DET	ce
de	ADP	de
son	DET	son
patron	NOUN	patron
Chambers	PROPN	Chambers
avoir	VERB	avoir
souhaitait	VERB	souhaiter
fois	NOUN	fois
occasion	NOUN	occasion
,	PUNCT	,
.	PUNCT	.
mais	CCONJ	mais
Cette	DET	ce
était	AUX	être
était	AUX	être
une	DET	un
coincer	VERB	coincer
S'	SCONJ	s'
au	ADP	au
plus	ADV	plus
encore	ADV	encore
les	PRON	le
su	VERB	savoir
monde	NOUN	monde
les	PRON	le
personne	NOUN	personne
fatalement	ADV	fatalement
les	DET	le
les	PRON	le
patient	NOUN	patient
comme	ADP	comme
d'	ADP	de
tous	ADJ	tout
il	PRON	il
,	PUNCT	,
quel	DET	quel
accrocherait	VERB	accrocher
à	ADP	à
Jerry	PROPN	Jerry
la	DET	le
n'	ADV	n'
tique	NOUN	tique
suffirait	VERB	suffire
s'	PRON	se
Ils	PRON	il
.	PUNCT	.
Il	PRON	il
et	CCONJ	et
Chambers	PROPN	Chambers
...	PUNCT	...
.	PUNCT	.
à	ADP	à
le	DET	le
conduiraient	VERB	conduire
.	PUNCT	.
ou	CCONJ	ou
filerait	VERB	filer
à	ADP	à
importe	VERB	importe
eux	PRON	lui
tard	ADV	tard
prix	NOUN	prix
jusqu'	ADP	jusque
être	AUX	être
une	DET	un
Hal	PROPN	Hal
.	PUNCT	.
,	PUNCT	,
iraient	NOUN	iraient
Il	PRON	il
s'	PRON	se
Tôt	PROPN	Tôt
deux	PRON	deux
et	CCONJ	et
et	CCONJ	et
en	ADP	en
,	PUNCT	,
serait	AUX	être
demain	ADV	demain
résignation	NOUN	résignation
qui	PRON	qui
soupir	NOUN	soupir
chasse	NOUN	chasse
attendre	VERB	attendre
elle-même	PRON	lui-même
raccrocha	VERB	raccrocher
trouver	VERB	trouver
quelqu'	DET	quelque
d'	ADP	de
connaissait	VERB	connaître
Hilary	VERB	hilary
mieux	ADV	mieux
un	DET	un
fermé	VERB	fermer
que	SCONJ	que
.	PUNCT	.
avec	ADP	avec
art	PRON	art
qu'	SCONJ	que
terminée	VERB	terminer
téléphone	NOUN	téléphone
.	PUNCT	.
la	DET	le
standardiste	NOUN	standardiste
anglais	VERB	angler
département	NOUN	département
matin	NOUN	matin
donné	VERB	donner
Barlow	PROPN	Barlow
un	PRON	un
des	ADP	de
le	DET	le
étant	VERB	être
de	ADP	de
parlerait	VERB	parler
était	AUX	être
,	PUNCT	,
Objets	NOUN	objet
Elle	PRON	lui
en	ADP	en
espérant	VERB	espérer
Le	DET	le
enfin	ADV	enfin
devrait	VERB	devoir
ne	ADV	ne
.	PUNCT	.
roues	ADJ	roue
un	DET	un
chaleur	NOUN	chaleur
l'	DET	le
par	ADP	par
fenêtre	NOUN	fenêtre
pas	ADV	pas
la	DET	le
la	DET	le
Elle	PRON	lui
la	DET	le
circulation	NOUN	circulation
dehors	NOUN	dehors
et	CCONJ	et
thaï	NOUN	thaï
cliquetis	NOUN	cliquetis
la	DET	le
fut	AUX	être
taxis	NOUN	taxi
ouvrit	NOUN	ouvrit
de	ADP	de
.	PUNCT	.
referma	VERB	refermer
mot	ADJ	mot
approcha	NOUN	approcha
de	ADP	de
à	ADP	à
trois	NUM	trois
des	ADP	de
se	PRON	se
et	CCONJ	et
Elle	PRON	lui
.	PUNCT	.
ponctué	VERB	ponctuer
pencha	VERB	pencher
s'	PRON	se
.	PUNCT	.
,	PUNCT	,
les	DET	le
Elle	PRON	lui
le	DET	le
au	ADP	au
écrasée	VERB	écraser
brouhaha	NOUN	brouhaha
de	ADP	de
et	CCONJ	et
traître	NOUN	traître
par	ADP	par
fenêtre	NOUN	fenêtre
aussitôt	ADV	aussitôt
toujours	ADV	toujours
silence	NOUN	silence
été	AUX	être
chaîne	NOUN	chaîne
yeux	NOUN	oeil
à	ADP	à
le	DET	le
aurait	AUX	avoir
qu'	SCONJ	que
petit	ADJ	petit
,	PUNCT	,
et	CCONJ	et
cou	NOUN	cou
était	AUX	être
Caressant	VERB	caresser
embuèrent	VERB	embuer
accroché	VERB	accrocher
songea	VERB	songer
Elle	PRON	lui
en	ADP	en
jade	NOUN	jade
,	PUNCT	,
réaliser	VERB	réaliser
rétablit	ADJ	rétablit
de	ADP	de
.	PUNCT	.
n'	ADV	n'
arrivait	VERB	arriver
.	PUNCT	.
autour	ADV	autour
heureux	ADJ	heureux
à	ADP	à
le	DET	le
ses	DET	son
de	ADP	de
insecte	NOUN	insecte
pas	ADV	pas
une	DET	un
s'	PRON	se
elle	PRON	lui
d'	ADP	de
son	DET	son
son	DET	son
être	AUX	être
là	ADV	là
or	NOUN	or
se	PRON	se
père	NOUN	père
il	PRON	il
combien	ADV	combien
.	PUNCT	.
.	PUNCT	.
sa	DET	son
l'	DET	le
dû	VERB	devoir
téléphone	NOUN	téléphone
mort	VERB	mourir
de	ADP	de
qui	PRON	qui
vite	ADV	vite
lui	PRON	lui
qui	PRON	qui
vers	ADP	vers
eu	VERB	avoir
passé	VERB	passer
ici	ADV	ici
de	ADP	de
et	CCONJ	et
à	ADP	à
hôpital	NOUN	hôpital
coup	NOUN	coup
l'	DET	le
lui	PRON	lui
s'	PRON	se
le	DET	le
était	AUX	être
sa	DET	son
place	NOUN	place
,	PUNCT	,
la	DET	le
vie	NOUN	vie
était	AUX	être
si	SCONJ	si
aurait	AUX	avoir
course	NOUN	course
:	PUNCT	:
C'	PRON	ce
de	ADP	de
être	AUX	être
Arizona	PROPN	Arizona
.	PUNCT	.
folle	ADJ	fou
derniers	ADJ	dernier
C'	PRON	ce
était	AUX	être
,	PUNCT	,
Tout	ADV	tout
instants	NOUN	instant
avait	AUX	avoir
les	DET	le
l'	PRON	l'
idée	NOUN	idée
,	PUNCT	,
Somerset	NOUN	somerset
un	DET	un
au	ADP	au
l'	DET	le
précieux	ADJ	précieux
,	PUNCT	,
une	DET	un
ce	DET	ce
jour	NOUN	jour
contre	ADP	contre
il	PRON	il
bouddha	NOUN	bouddha
de	ADP	de
légué	VERB	léguer
de	ADP	de
.	PUNCT	.
Muséum	PROPN	Muséum
,	PUNCT	,
un	DET	un
fasciné	VERB	fasciner
échanger	VERB	échanger
inestimable	ADJ	inestimable
un	DET	un
Ce	DET	ce
scorpion	NOUN	scorpion
Bangkok	PROPN	Bangkok
Los	PROPN	Los
ayant	AUX	avoir
toujours	ADV	toujours
d'	ADP	de
à	ADP	à
Angeles	PROPN	Angeles
valeur	NOUN	valeur
avait	AUX	avoir
Walter	PROPN	Walter
musée	NOUN	musée
scorpion	NOUN	scorpion
appartenu	VERB	appartenir
,	PUNCT	,
tout	DET	tout
jusqu'	ADP	jusque
à	ADP	à
de	ADP	de
d'	ADP	de
aussi	ADV	aussi
et	CCONJ	et
jade	NOUN	jade
donné	VERB	donner
de	ADP	de
ne	ADV	ne
contempler	NOUN	contempler
.	PUNCT	.
pourrait	VERB	pouvoir
rêvait	VERB	rêver
père	NOUN	père
qu'	SCONJ	que
musée	NOUN	musée
de	ADP	de
son	DET	son
se	PRON	se
aille	ADJ	aill
dans	ADP	dans
sachant	AUX	savoir
il	PRON	il
le	DET	le
,	PUNCT	,
à	ADP	à
où	PRON	où
rasseoir	VERB	rasseoir
pour	ADP	pour
voir	VERB	voir
,	PUNCT	,
exposé	NOUN	exposé
il	PRON	il
avait	AUX	avoir
condamné	VERB	condamner
.	PUNCT	.
verrait	VERB	voir
autorisation	NOUN	autorisation
un	DET	un
rêve	NOUN	rêve
Hilary	VERB	hilary
américain	ADJ	américain
son	DET	son
le	DET	le
Se	PRON	se
dans	ADP	dans
pas	ADV	pas
alla	VERB	aller
.	PUNCT	.
la	DET	le
réalisation	NOUN	réalisation
loisir	NOUN	loisir
le	PRON	le
Son	DET	son
elle	PRON	lui
fauteuil	NOUN	fauteuil
portait	VERB	porter
Bangkok	PROPN	Bangkok
de	ADP	de
se	PRON	se
souffle	NOUN	souffle
et	CCONJ	et
à	ADP	à
scorpion	NOUN	scorpion
—	NOUN	—
mois	NOUN	mois
avait	AUX	avoir
eu	VERB	avoir
.	PUNCT	.
que	SCONJ	que
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
lui	PRON	lui
pendentif	NOUN	pendentif
retrouvait	VERB	retrouver
depuis	ADP	depuis
Quand	SCONJ	quand
cou	NOUN	cou
sa	DET	son
passé	VERB	passer
place	NOUN	place
qu'	PRON	qu'
elle	PRON	lui
Le	DET	le
soir	NOUN	soir
jade	NOUN	jade
du	ADP	de
Trois	NUM	Trois
le	DET	le
en	ADP	en
avaient	AUX	avoir
autour	ADV	autour
elle	PRON	lui
coupé	VERB	couper
on	PRON	on
,	PUNCT	,
Thaïlande	PROPN	Thaïlande
montré	VERB	montrer
elle	PRON	lui
en	PRON	en
ce	DET	ce
à	ADP	à
le	DET	le
et	CCONJ	et
avait	AUX	avoir
croire	VERB	croire
père	NOUN	père
avait	AUX	avoir
fidèle	NOUN	fidèle
Elle	PRON	lui
une	DET	un
son	DET	son
lui	PRON	lui
agissait	VERB	agir
quarante	NUM	quarante
très	ADV	très
bas	ADJ	bas
le	DET	le
de	ADP	de
lui	PRON	lui
avait	AUX	avoir
était	AUX	être
sa	DET	son
,	PUNCT	,
.	PUNCT	.
en	PRON	en
scorpion	NOUN	scorpion
s'	PRON	se
gardé	VERB	garder
—	VERB	—
sur	ADP	sur
ne	ADV	ne
pouvant	VERB	pouvoir
pris	VERB	prendre
conservateur	NOUN	conservateur
remis	VERB	remettre
il	PRON	il
pendant	ADP	pendant
.	PUNCT	.
avait	AUX	avoir
ans	NOUN	an
qu'	SCONJ	que
copie	NOUN	copie
l'	PRON	l'
de	ADP	de
en	ADP	en
retiré	VERB	retirer
et	CCONJ	et
s'	PRON	se
inclinant	VERB	incliner
Le	DET	le
avait	AUX	avoir
le	DET	le
vraiment	ADV	vraiment
boîte	NOUN	boîte
un	DET	un
original	NOUN	original
avoir	AUX	avoir
.	PUNCT	.
s'	PRON	se
plus	ADV	plus
l'	DET	le
l'	PRON	l'
se	PRON	se
Ts'	PROPN	Ts'
,	PUNCT	,
qu'	SCONJ	que
fois	NOUN	fois
pour	ADP	pour
un	DET	un
rendu	VERB	rendre
siècles	NOUN	siècle
l'	DET	le
que	SCONJ	que
Ce	PRON	ce
deux	NUM	deux
rentrée	VERB	rentrer
Elle	PRON	lui
f	ADP	f
,	PUNCT	,
aur	ADV	aur
c'	PRON	ce
était	AUX	être
compte	NOUN	compte
fut	AUX	être
examiné	VERB	examiner
.	PUNCT	.
empereur	NOUN	empereur
elle	PRON	lui
qu'	ADV	qu'
ing	PRON	ing
faux	ADJ	faux
tôt	ADV	tôt
était	AUX	être
à	ADP	à
de	ADP	de
une	DET	un
,	PUNCT	,
plus	ADV	plus
près	ADV	près
ne	ADV	ne
sculpté	VERB	sculpter
après	ADP	après
leva	VERB	lever
hôtel	NOUN	hôtel
.	PUNCT	.
le	DET	le
coussin	NOUN	coussin
l'	DET	le
scorpion	NOUN	scorpion
et	CCONJ	et
prendre	VERB	prendre
un	DET	un
superbe	NOUN	superbe
jade	NOUN	jade
corps	NOUN	corps
vert	VERB	vert
elle	PRON	lui
d'	ADP	de
renfermant	VERB	renfermer
sur	ADP	sur
ouvrit	NOUN	ouvrit
trompée	ADJ	tromper
blanc	NOUN	blanc
objet	NOUN	objet
l'	DET	le
s'	PRON	se
une	DET	un
de	ADP	de
Elle	PRON	lui
laque	NOUN	laque
du	ADP	de
tissu	NOUN	tissu
le	DET	le
espérant	VERB	espérer
de	ADP	de
était	AUX	être
le	DET	le
du	ADP	de
vaguement	ADV	vaguement
.	PUNCT	.
C'	PRON	ce
regarda	VERB	regarder
scintillait	VERB	scintiller
était	AUX	être
soie	NOUN	soie
qu'	SCONJ	que
Niché	NOUN	niché
,	PUNCT	,
le	DET	le
,	PUNCT	,
coffret	NOUN	coffret
sur	ADP	sur
œuvre	NOUN	œuvre
.	PUNCT	.
courait	VERB	courir
.	PUNCT	.
.	PUNCT	.
Seul	ADJ	seul
s'	PRON	se
vivant	ADV	vivant
art	NOUN	art
différence	NOUN	différence
crénelé	NOUN	crénelé
exécuté	VERB	exécuter
assez	ADV	assez
bien	ADV	bien
photographies	NOUN	photographie
scorpion	NOUN	scorpion
si	SCONJ	si
que	SCONJ	que
presque	ADV	presque
objet	NOUN	objet
veinure	NOUN	veinure
quelqu'	DET	quelque
semblait	VERB	sembler
de	ADP	de
dos	NOUN	dos
détail	NOUN	détail
il	PRON	il
était	AUX	être
émeraude	NOUN	émeraude
qui	PRON	qui
la	DET	le
ayant	NOUN	ayant
Quelqu'	ADP	quelqu'
le	DET	le
méticuleusement	ADV	méticuleusement
pour	ADP	pour
étudié	VERB	étudier
qu'	SCONJ	que
sur	ADP	sur
.	PUNCT	.
apercevoir	VERB	apercevoir
l'	DET	le
un	DET	un
des	DET	un
déceler	VERB	déceler
le	DET	le
connaissant	NOUN	connaissant
un	DET	un
Chaque	DET	chaque
une	DET	un
du	ADP	de
pouvait	VERB	pouvoir
photo	NOUN	photo
était	AUX	être
passé	VERB	passer
s'	PRON	se
librairies	NOUN	librairie
.	PUNCT	.
n'	ADV	n'
avait	AUX	avoir
avait	AUX	avoir
nuance	NOUN	nuance
à	ADP	à
fouiller	VERB	fouiller
c'	PRON	ce
par	ADP	par
la	DET	le
les	DET	le
original	NOUN	original
.	PUNCT	.
pour	ADP	pour
était	AUX	être
l'	DET	le
était	AUX	être
elle	PRON	lui
exactement	VERB	exactemer
sur	ADP	sur
de	ADP	de
trouver	VERB	trouver
une	DET	un
bibliothèques	NOUN	bibliothèque
abord	ADV	abord
presque	ADV	presque
et	CCONJ	et
même	ADJ	même
les	DET	le
dit	VERB	dire
que	SCONJ	que
,	PUNCT	,
Elle	PRON	lui
et	CCONJ	et
impossible	ADJ	impossible
toute	ADJ	tout
que	SCONJ	que
,	PUNCT	,
la	DET	le
journée	NOUN	journée
d'	ADP	de
pas	ADV	pas
elle	PRON	lui
fini	VERB	finir
Alors	ADV	alors
la	DET	le
dénicher	VERB	dénicher
authentique	ADJ	authentique
avait	AUX	avoir
boîte	NOUN	boîte
regard	NOUN	regard
en	ADP	en
pas	ADV	pas
différence	NOUN	différence
Musée	PROPN	Musée
jade	NOUN	jade
dans	ADP	dans
elle	PRON	lui
très	ADV	très
guide	NOUN	guide
prit	NOUN	prit
seul	ADJ	seul
la	DET	le
guide	NOUN	guide
convaincue	VERB	convaincre
Un	DET	un
avait	VERB	avoir
La	DET	le
dans	ADP	dans
.	PUNCT	.
un	DET	un
et	CCONJ	et
examina	VERB	examiner
le	DET	le
l'	DET	le
.	PUNCT	.
.	PUNCT	.
du	ADP	de
sa	DET	son
objet	NOUN	objet
national	ADJ	national
photo	NOUN	photo
l'	PRON	l'
,	PUNCT	,
dans	ADP	dans
Elle	PRON	lui
qu'	SCONJ	que
n'	ADV	n'
remit	VERB	remettre
le	DET	le
que	SCONJ	que
une	DET	un
était	AUX	être
était	AUX	être
main	NOUN	main
le	DET	le
,	PUNCT	,
discussion	NOUN	discussion
pour	ADP	pour
allait	VERB	aller
était	AUX	être
subtile	ADJ	subtil
toute	DET	tout
d'	ADP	de
aucun	DET	aucun
dit	VERB	dire
qu'	SCONJ	que
conservateur	NOUN	conservateur
,	PUNCT	,
y	PRON	y
à	ADP	à
c'	PRON	ce
.	PUNCT	.
hôtel	NOUN	hôtel
cela	PRON	cela
et	CCONJ	et
était	AUX	être
Objets	NOUN	objet
il	PRON	il
,	PUNCT	,
n'	ADV	n'
pour	ADP	pour
appeler	VERB	appeler
son	DET	son
l'	DET	le
,	PUNCT	,
des	ADP	de
avait	VERB	avoir
elle	PRON	lui
attitude	NOUN	attitude
doute	NOUN	doute
département	NOUN	département
justement	ADV	justement
rentrer	VERB	rentrer
