pourtant	ADV	pourtant
change	VERB	changer
me	PRON	me
Or	CCONJ	or
fille	NOUN	fille
Je	PRON	je
pas	ADV	pas
été	AUX	être
d'	ADP	de
,	PUNCT	,
?	PUNCT	?
...	PUNCT	...
ne	ADV	ne
beaucoup	ADV	beaucoup
,	PUNCT	,
un	DET	un
on	PRON	on
avoir	AUX	avoir
jeune	ADJ	jeune
Mrs	PROPN	Mrs
qu'	SCONJ	que
Hamilton	PROPN	Hamilton
jusqu'	ADP	jusque
à	ADP	à
enfin	ADV	enfin
,	PUNCT	,
cette	DET	ce
La	DET	le
-	PUNCT	-
mauvaise	ADJ	mauvais
à	ADP	à
disais	VERB	dire
!	PUNCT	!
guère	NOUN	guère
moi	PRON	moi
eu	VERB	avoir
année	NOUN	année
moins	ADV	moins
ennuis	NOUN	ennui
n'	ADV	n'
a	AUX	avoir
an	NOUN	an
,	PUNCT	,
.	PUNCT	.
toussota	NOUN	toussota
d'	ADP	de
avec	ADP	avec
exprimer	VERB	exprimer
Paul	PROPN	Paul
,	PUNCT	,
Il	PRON	il
le	DET	le
pour	ADP	pour
pas	ADV	pas
-	PUNCT	-
son	DET	son
Alice	PROPN	Alice
?	PUNCT	?
la	DET	le
vous	PRON	vous
Serrant	VERB	serrer
peut-être	ADV	peut-être
sous	ADP	sous
-	PUNCT	-
l'	DET	le
Mrs	PROPN	Mrs
noir	ADJ	noir
sortie	NOUN	sortie
...	PUNCT	...
compassion	NOUN	compassion
sac	NOUN	sac
.	PUNCT	.
intérieur	NOUN	intérieur
,	PUNCT	,
à	ADP	à
se	PRON	se
.	PUNCT	.
froid	NOUN	froid
fermement	VERB	fermemer
-	PUNCT	-
dirigea	VERB	diriger
grand	ADJ	grand
ce	DET	ce
bras	NOUN	bras
est	AUX	être
:	PUNCT	:
Et	CCONJ	et
vers	ADP	vers
ne	ADV	ne
vous	PRON	vous
,	PUNCT	,
Hamilton	PROPN	Hamilton
sa	DET	son
vois	VERB	voir
Je	PRON	je
Je	PRON	je
très	ADV	très
dit	VERB	dire
Californie	PROPN	Californie
chaud	VERB	chaud
un	DET	un
est	AUX	être
avais	VERB	avoir
En	ADP	en
les	DET	le
chaud	ADJ	chaud
habituée	VERB	habituer
.	PUNCT	.
qui	PRON	qui
de	ADP	de
manteau	NOUN	manteau
d'	ADP	de
manteau	NOUN	manteau
est	AUX	être
,	PUNCT	,
;	PUNCT	;
Le	DET	le
ne	ADV	ne
Mais	CCONJ	mais
acheter	VERB	acheter
-	PUNCT	-
un	DET	un
il	PRON	il
fait	VERB	faire
hiver	VERB	hiver
est	AUX	être
,	PUNCT	,
.	PUNCT	.
suffisamment	ADV	suffisamment
Pour	ADP	pour
le	DET	le
.	PUNCT	.
doux	ADJ	doux
suffisamment	ADV	suffisamment
temps	NOUN	temps
l'	PRON	l'
vous	PRON	vous
vent	NOUN	vent
.	PUNCT	.
êtes	AUX	être
mal	ADV	mal
c'	PRON	ce
d'	ADP	de
-	PUNCT	-
lèvres	NOUN	lèvre
pas	ADV	pas
?	PUNCT	?
Hamilton	PROPN	Hamilton
mieux	NOUN	mieux
mon	DET	mon
à	ADP	à
-	PUNCT	-
Mrs	PROPN	Mrs
Le	DET	le
,	PUNCT	,
et	CCONJ	et
un	DET	un
taxi	ADJ	taxi
demandais	ADJ	demandai
la	DET	le
le	DET	le
.	PUNCT	.
.	PUNCT	.
venir	VERB	venir
heure	NOUN	heure
télégramme	NOUN	télégramme
glacés	ADJ	glacé
pas	ADV	pas
heures	NOUN	heure
bleuies	VERB	bleuir
doigts	NOUN	doigt
par	ADP	par
est	VERB	être
-il	PRON	il
Quelle	ADJ	quell
je	PRON	je
est	VERB	être
9	NUM	9
froid	NOUN	froid
jusqu'	ADP	jusque
ne	ADV	ne
ses	DET	son
-	PUNCT	-
Dans	ADP	dans
Arbana	PROPN	Arbana
de	ADP	de
que	SCONJ	que
lui	PRON	lui
attendre	VERB	attendre
nous	PRON	nous
prenions	VERB	prendre
,	PUNCT	,
étaient	AUX	être
.	PUNCT	.
répondit	VERB	répondre
m'	PRON	me
prononçait	NOUN	prononçait
fille	NOUN	fille
...	PUNCT	...
ce	DET	ce
comme	ADP	comme
voir	VERB	voir
jeune	ADJ	jeune
que	SCONJ	que
comme	ADP	comme
Ils	PRON	il
de	ADP	de
visite	NOUN	visite
sans	ADP	sans
le	DET	le
tard	ADV	tard
les	DET	le
pas	ADV	pas
.	PUNCT	.
.	PUNCT	.
soir	NOUN	soir
laisseront	VERB	laisser
doute	NOUN	doute
»	PUNCT	»
-	PUNCT	-
me	PRON	me
Trop	ADV	trop
Mrs	PROPN	Mrs
Hamilton	PROPN	Hamilton
hôpitaux	NOUN	hôpital
-	PUNCT	-
qu'	SCONJ	que
ils	PRON	il
.	PUNCT	.
,	PUNCT	,
Non	ADV	non
ne	ADV	ne
«	ADJ	«
Virginia	PROPN	Virginia
dans	ADP	dans
pas	ADV	pas
ilsont	NOUN	ilsont
,	PUNCT	,
Je	PRON	je
des	ADP	de
heures	NOUN	heure
.	PUNCT	.
.	PUNCT	.
suppose	VERB	suppose
si	SCONJ	si
-	PUNCT	-
lorsque	SCONJ	lorsque
eût	PRON	eût
deux	NUM	deux
pour	ADP	pour
se	PRON	se
la	DET	le
mot	NOUN	mot
Dans	ADP	dans
ans	NOUN	an
prudemment	ADJ	prudemment
Noël	NUM	Noël
.	PUNCT	.
s'	PRON	se
Pendant	ADP	pendant
à	ADP	à
du	ADP	de
faire	VERB	faire
ses	DET	son
de	ADP	de
les	DET	le
fallut	VERB	falloir
abandonna	VERB	abandonner
huit	NUM	huit
un	DET	un
Il	PRON	il
explosif	NOUN	explosif
Virginia	PROPN	Virginia
,	PUNCT	,
Noël	PROPN	Noël
et	CCONJ	et
semaines	NOUN	semaine
avait	AUX	avoir
manier	NOUN	manier
Elle	PRON	lui
Mrs	PROPN	Mrs
.	PUNCT	.
celle-ci	PRON	celui-ci
queue	NOUN	queue
souvenait	VERB	souvenir
à	ADP	à
,	PUNCT	,
Hamilton	PROPN	Hamilton
moroses	ADJ	morose
ce	DET	ce
serait	AUX	être
bagages	NOUN	bagage
été	AUX	être
.	PUNCT	.
.	PUNCT	.
pensées	NOUN	pensée
enfant	NOUN	enfant
semaines	NOUN	semaine
,	PUNCT	,
lui	PRON	lui
merveilleux	ADJ	merveilleux
jour	NOUN	jour
des	DET	un
sûr	ADJ	sûr
Et	CCONJ	et
de	ADP	de
pas	ADV	pas
être	AUX	être
Elle	PRON	lui
l'	DET	le
avait	AUX	avoir
les	DET	le
grand	ADJ	grand
des	DET	un
présents	ADJ	présent
avait	AUX	avoir
le	DET	le
avait	AUX	avoir
.	PUNCT	.
l'	DET	le
et	CCONJ	et
enfant	NOUN	enfant
dont	PRON	dont
l'	DET	le
mystérieux	ADJ	mystérieux
que	SCONJ	que
mais	CCONJ	mais
rêvé	NOUN	rêvé
rêvé	NOUN	rêvé
aussi	ADV	aussi
déception	NOUN	déception
Noël	PROPN	Noël
avait	AUX	avoir
ne	ADV	ne
que	SCONJ	que
reçu	VERB	recevoir
ils	PRON	il
.	PUNCT	.
,	PUNCT	,
ne	ADV	ne
pouvaient	VERB	pouvoir
apporté	VERB	apporter
,	PUNCT	,
bien	ADV	bien
,	PUNCT	,
cadeaux	NOUN	cadeau
on	PRON	on
,	PUNCT	,
:	PUNCT	:
!	PUNCT	!
paquets	NOUN	paquet
mon	DET	mon
après-midi	NOUN	après-midi
alors	ADV	alors
encore	ADV	encore
sangloter	VERB	sangloter
espoirs	NOUN	espoir
,	PUNCT	,
Mrs	PROPN	Mrs
...	PUNCT	...
mise	VERB	mettre
défaits	ADJ	défait
re-veux	VERB	revouloir
ce	PRON	ce
des	DET	un
Je	PRON	je
Je	PRON	je
Hamilton	PROPN	Hamilton
pas	ADV	pas
s'	PRON	se
-	PUNCT	-
était	AUX	être
rubans	NOUN	ruban
qu'	SCONJ	que
,	PUNCT	,
mon	DET	mon
le	DET	le
a	AUX	avoir
à	ADP	à
des	DET	un
Noël	PROPN	Noël
:	PUNCT	:
n'	ADV	n'
Noël	PROPN	Noël
non	ADV	non
comprenait	VERB	comprendre
retour	NOUN	retour
!	PUNCT	!
Virginia	PROPN	Virginia
de	ADP	de
ses	DET	son
re-veux	VERB	revouloir
Virginia	PROPN	Virginia
réclamait	VERB	réclamer
dénoués	VERB	dénouer
que	PRON	que
!	PUNCT	!
ce	DET	ce
ne	ADV	ne
implorerait	VERB	implorer
la	DET	le
Virginia	PROPN	Virginia
Mais	CCONJ	mais
Pourquoi	ADV	pourquoi
pas	ADV	pas
jours	NOUN	jour
que	SCONJ	que
je	PRON	je
devez	VERB	devoir
traitée	VERB	traiter
dans	ADP	dans
?	PUNCT	?
que	SCONJ	que
,	PUNCT	,
Non	ADV	non
le	DET	le
-ce	PRON	-ce
être	AUX	être
veux	ADJ	veux
qui	PRON	qui
est	AUX	être
arriverait	VERB	arriver
,	PUNCT	,
merci	NOUN	merci
-	PUNCT	-
?	PUNCT	?
pas	ADV	pas
ne	ADV	ne
quinze	NUM	quinze
fais	VERB	faire
-	PUNCT	-
,	PUNCT	,
Je	PRON	je
en	PRON	en
queue	NOUN	queue
fatiguée	VERB	fatiguer
vous	PRON	vous
Vous	PRON	vous
Alice	PROPN	Alice
asseoir	VERB	asseoir
pendant	ADP	pendant
retour	NOUN	retour
Noël	NOUN	noël
.	PUNCT	.
être	AUX	être
dit	VERB	dire
Virginia	PROPN	Virginia
une	DET	un
jamais	ADV	jamais
vous	PRON	vous
Je	PRON	je
veiller	VERB	veiller
comme	ADP	comme
ai	AUX	avoir
des	DET	un
m'	PRON	me
mes	DET	mon
enfants	NOUN	enfant
est	AUX	être
d'	ADP	de
-	PUNCT	-
,	PUNCT	,
de	ADP	de
fille	NOUN	fille
exemple	NOUN	exemple
.	PUNCT	.
recommandé	VERB	recommander
né	VERB	naître
à	ADP	à
dame	NOUN	dame
bien	ADV	bien
.	PUNCT	.
,	PUNCT	,
que	SCONJ	que
par	ADP	par
Mon	DET	mon
eu	VERB	avoir
sujette	VERB	sujette
Willett	PROPN	Willett
.	PUNCT	.
fils	NOUN	fils
a	AUX	avoir
est	AUX	être
sur	ADP	sur
sais	VERB	savoir
vieille	ADJ	vieux
d'	DET	d'
Willett	PROPN	Willett
Je	PRON	je
illusions	NOUN	illusion
concernant	VERB	concerner
-	PUNCT	-
vieille	ADJ	vieux
n'	ADV	n'
sautes	NOUN	saute
.	PUNCT	.
comme	ADP	comme
.	PUNCT	.
devoir	VERB	devoir
méchanceté	NOUN	méchanceté
que	SCONJ	que
eu	VERB	avoir
humeur	NOUN	humeur
estima	VERB	estimer
,	PUNCT	,
Il	PRON	il
est	AUX	être
aussi	ADV	aussi
se	PRON	se
police	NOUN	police
tout	ADV	tout
.	PUNCT	.
jamais	ADV	jamais
lasse	VERB	lasser
une	DET	un
en	ADP	en
a	AUX	avoir
sentait	VERB	sentir
na	PROPN	na
c'	PRON	ce
y	PRON	y
est	AUX	être
petite	ADJ	petit
ville	NOUN	ville
Dans	ADP	dans
.	PUNCT	.
poursuivre	VERB	poursuivre
-	PROPN	-
.	PUNCT	.
scandaleuse	ADJ	scandaleux
(	PUNCT	(
n'	ADV	n'
Arba	PROPN	Arba
de	DET	de
stupide	ADJ	stupide
terriblement	ADV	terriblement
:)	PUNCT	:)
Elle	PRON	lui
mais	CCONJ	mais
Cette	DET	ce
accusation	NOUN	accusation
elle	PRON	lui
Mais	CCONJ	mais
elle	PRON	lui
la	DET	le
,	PUNCT	,
en	PRON	en
incapable	ADJ	incapable
mêmes	ADJ	même
Au	ADP	au
,	PUNCT	,
absurde	ADJ	absurde
est	AUX	être
ces	DET	ce
,	PUNCT	,
Ils	PRON	il
vous	PRON	vous
la	DET	le
,	PUNCT	,
Mrs	PROPN	Mrs
corrompue	VERB	corrompre
,	PUNCT	,
erreur	NOUN	erreur
avait	AUX	avoir
serez	VERB	être
cours	NOUN	cours
une	DET	un
Mrs	PROPN	Mrs
Pourtant	ADV	pourtant
et	CCONJ	et
commis	VERB	commettre
probablement	ADV	probablement
forcée	VERB	forcer
d'	ADP	de
vous	PRON	vous
douze	NOUN	douze
paroles	NOUN	parole
.	PUNCT	.
.	PUNCT	.
verrez	NOUN	verrez
heures	NOUN	heure
ont	AUX	avoir
convenir	VERB	convenir
.	PUNCT	.
Alice	PROPN	Alice
Hamilton	PROPN	Hamilton
.	PUNCT	.
écoulées	VERB	écouler
fois	PRON	fois
-	PUNCT	-
Quand	SCONJ	quand
des	ADP	de
,	PUNCT	,
répété	VERB	répéter
plus	ADV	plus
maintes	ADJ	maint
,	PUNCT	,
parlait	VERB	parler
ai	VERB	avoir
,	PUNCT	,
Il	PRON	il
jeune	ADJ	jeune
Hamilton	PROPN	Hamilton
n'	ADV	n'
incapable	ADJ	incapable
arrivait	VERB	arriver
Mrs	PROPN	Mrs
Hamilton	PROPN	Hamilton
dissimulaient	NOUN	dissimulaient
faire	VERB	faire
moins	ADV	moins
à	ADP	à
la	DET	le
vue	NOUN	vue
d'	ADP	de
comme	ADP	comme
représenter	VERB	représenter
à	ADP	à
est	AUX	être
Virginia	PROPN	Virginia
se	PRON	se
,	PUNCT	,
être	AUX	être
exaltée	VERB	exalter
Virginia	PROPN	Virginia
les	DET	le
aucune	DET	aucun
elle	PRON	lui
Alice	PROPN	Alice
.	PUNCT	.
mots	NOUN	mot
à	ADP	à
mais	CCONJ	mais
femme	NOUN	femme
arrive	VERB	arrive
sa	DET	son
illusion	NOUN	illusion
la	DET	le
-	PUNCT	-
,	PUNCT	,
insistait	VERB	insister
si	SCONJ	si
de	ADP	de
Je	PRON	je
de	ADP	de
.	PUNCT	.
yeux	NOUN	oeil
mal	NOUN	mal
regarda	VERB	regarder
,	PUNCT	,
tenait	VERB	tenir
voulaient	VERB	vouloir
du	ADP	de
elle	PRON	lui
.	PUNCT	.
marmotta	VERB	marmotter
Un	DET	un
homme	NOUN	homme
d'	ADP	de
,	PUNCT	,
.	PUNCT	.
de	ADP	de
se	PRON	se
.	PUNCT	.
porte	VERB	porte
tout	ADV	tout
qui	PRON	qui
être	AUX	être
elles	PRON	lui
quelqu'	DET	quelque
paroles	NOUN	parole
un	PRON	un
,	PUNCT	,
les	DET	le
la	DET	le
ayant	VERB	avoir
vers	ADP	vers
sur	ADP	sur
Alice	PROPN	Alice
se	PRON	se
soudain	ADV	soudain
quelques	DET	quelque
fixés	ADJ	fixé
rassurantes	ADJ	rassurant
près	ADV	près
observée	VERB	observer
la	DET	le
conscience	NOUN	conscience
retournant	VERB	retourner
sortie	NOUN	sortie
.	PUNCT	.
en	ADP	en
à	ADP	à
,	PUNCT	,
Grand	ADJ	grand
Se	PRON	se
l'	DET	le
voûté	ADJ	voûter
:	PUNCT	:
.	PUNCT	.
Trop	ADV	trop
traits	NOUN	trait
légèrement	ADV	légèrement
homme	NOUN	homme
à	ADP	à
environ	ADV	environ
pas	ADV	pas
Paul	PROPN	Paul
votre	DET	votre
soupe	NOUN	soupe
trente-cinq	NUM	trente-cinq
habillé	VERB	habiller
aux	ADP	à
Mrs	PROPN	Mrs
Paul	PROPN	Paul
-	PUNCT	-
visage	NOUN	visage
beau-fils	NOUN	beau-fils
aller	VERB	aller
il	PRON	il
un	DET	un
avait	VERB	avoir
a	AUX	avoir
toujours	ADV	toujours
.	PUNCT	.
crois	VERB	croire
-	PUNCT	-
d'	ADP	de
ans	NOUN	an
.	PUNCT	.
que	SCONJ	que
et	CCONJ	et
air	NOUN	air
durs	ADJ	dur
bien	ADV	bien
...	PUNCT	...
Ce	PRON	ce
voici	VERB	voici
regarda	VERB	regarder
n'	ADV	n'
est	AUX	être
Je	PRON	je
,	PUNCT	,
l'	DET	le
la	DET	le
Hamilton	PROPN	Hamilton
l'	DET	le
.	PUNCT	.
parce	SCONJ	parce
-	PUNCT	-
n'	ADV	n'
connaissait	VERB	connaître
populaire	ADJ	populaire
,	PUNCT	,
C'	PRON	ce
regarde	VERB	regarde
.	PUNCT	.
-	PUNCT	-
!	PUNCT	!
par	ADP	par
il	PRON	il
jamais	ADV	jamais
vous	PRON	vous
vous	PRON	vous
le	DET	le
Allons	PROPN	Allons
il	PRON	il
C'	PRON	ce
-	PUNCT	-
Pourtant	ADV	pourtant
s'	SCONJ	s'
,	PUNCT	,
sentiment	NOUN	sentiment
de	ADP	de
eu	VERB	avoir
,	PUNCT	,
que	SCONJ	que
.	PUNCT	.
vous	PRON	vous
Je	PRON	je
ma	DET	mon
comme	ADP	comme
être	NOUN	être
.	PUNCT	.
ai	AUX	avoir
est	AUX	être
vous	PRON	vous
petite	ADJ	petit
il	PRON	il
êtes	AUX	être
jolie	VERB	jolie
donc	ADV	donc
-	PUNCT	-
regarde	VERB	regarde
est	AUX	être
qu'	SCONJ	que
excitantes	ADJ	excitant
hommes	NOUN	homme
,	PUNCT	,
jeu	NOUN	jeu
Vous	PRON	vous
apprendre	VERB	apprendre
les	DET	le
maintenant	ADV	maintenant
.	PUNCT	.
sentiment	NOUN	sentiment
du	ADP	de
monde	NOUN	monde
,	PUNCT	,
le	PRON	le
acquiert	VERB	acquérir
et	CCONJ	et
faut	VERB	falloir
êtes	AUX	être
sortes	NOUN	sorte
,	PUNCT	,
vous	PRON	vous
vous	PRON	vous
arriver	VERB	arriver
une	DET	un
Il	PRON	il
femme	NOUN	femme
de	ADP	de
choses	NOUN	chose
toutes	DET	tout
.	PUNCT	.
mais	CCONJ	mais
vous	PRON	vous
ce	DET	ce
.	PUNCT	.
Après	ADP	après
.	PUNCT	.
peuvent	VERB	pouvoir
le	DET	le
voyagez	VERB	voyager
n'	ADV	n'
une	DET	un
tout	ADV	tout
une	DET	un
jeune	ADJ	jeune
femme	NOUN	femme
Alice	PROPN	Alice
qu'	SCONJ	que
institutrice	NOUN	instituteur
Ne	ADV	ne
plus	ADV	plus
se	PRON	se
-vous	PRON	vous
:	PUNCT	:
devait	VERB	devoir
fit	VERB	faire
L'	DET	le
sentez	VERB	sentir
femmes	NOUN	femme
sourcils	NOUN	sourcil
répondit	NOUN	répondit
Mrs	PROPN	Mrs
Hamilton	PROPN	Hamilton
car	CCONJ	car
Cette	DET	ce
Non	ADV	non
,	PUNCT	,
.	PUNCT	.
dirigea	VERB	diriger
qu'	SCONJ	que
avoir	AUX	avoir
simplicité	NOUN	simplicité
il	PRON	il
ses	DET	son
?	PUNCT	?
avec	ADP	avec
-	PUNCT	-
une	DET	un
ride	NOUN	ride
tandis	ADV	tandis
une	DET	un
-	PUNCT	-
entre	ADP	entre
,	PUNCT	,
lui	PRON	lui
décision	NOUN	décision
Alice	PROPN	Alice
creusait	VERB	creuser
homme	NOUN	homme
face	NOUN	face
se	PRON	se
Mrs	PROPN	Mrs
,	PUNCT	,
les	DET	le
Hamilton	PROPN	Hamilton
?	PUNCT	?
pris	VERB	prendre
pas	ADV	pas
deux	NUM	deux
.	PUNCT	.
vers	ADP	vers
Je	PRON	je
n'	ADV	n'
étroitement	ADV	étroitement
,	PUNCT	,
Oui	PROPN	Oui
de	DET	de
rencontre	NOUN	rencontre
plus	ADV	plus
Meecham	PROPN	Meecham
.	PUNCT	.
bras	NOUN	bras
.	PUNCT	.
perdre	VERB	perdre
Le	DET	le
ses	DET	son
c'	PRON	ce
pas	ADV	pas
inconnu	NOUN	inconnu
moi	PRON	moi
pas	ADV	pas
avait	VERB	avoir
avec	ADP	avec
Eric	PROPN	Eric
pas	ADV	pas
n'	ADV	n'
dans	ADP	dans
.	PUNCT	.
-	PUNCT	-
est	AUX	être
énergie	NOUN	énergie
son	DET	son
appelle	VERB	appeler
plans	ADJ	plan
-	PUNCT	-
,	PUNCT	,
Elle	PRON	lui
m'	PRON	me
temps	NOUN	temps
,	PUNCT	,
un	DET	un
sac	NOUN	sac
à	ADP	à
Elle	PRON	lui
sous	ADP	sous
son	DET	son
d'	ADP	de
entrait	VERB	entrer
serra	VERB	serrer
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
Barkeley	PROPN	Barkeley
intérêts	NOUN	intérêt
Paul	PROPN	Paul
a	AUX	avoir
ami	NOUN	ami
Dr	NOUN	dr
des	ADP	de
avais	ADJ	avai
.	PUNCT	.
-	PUNCT	-
Qui	PRON	qui
suis	AUX	être
d'	ADP	de
vous	PRON	vous
?	PUNCT	?
un	DET	un
j'	PRON	je
Le	DET	le
?	PUNCT	?
êtes	AUX	être
avocat	NOUN	avocat
lui	PRON	lui
a	AUX	avoir
Vous	PRON	vous
envoyé	VERB	envoyer
Dr	NOUN	dr
Barkeley	PROPN	Barkeley
-	PUNCT	-
Non	ADV	non
de	ADP	de
Je	PRON	je
chercher	VERB	chercher
vous	PRON	vous
.	PUNCT	.
-	PUNCT	-
-	PUNCT	-
de	ADP	de
engagé	VERB	engager
et	CCONJ	et
votre	DET	votre
Je	PRON	je
été	AUX	être
fille	NOUN	fille
.	PUNCT	.
-	PUNCT	-
m'	PRON	me
chargé	VERB	charger
télégraphié	ADJ	télégraphier
ai	AUX	avoir
une	DET	un
mon	DET	mon
Et	CCONJ	et
.	PUNCT	.
.	PUNCT	.
pas	ADV	pas
attendre	VERB	attendre
-	PUNCT	-
,	PUNCT	,
,	PUNCT	,
?	PUNCT	?
-	PUNCT	-
essayer	VERB	essayer
ai	VERB	avoir
Eh	INTJ	Eh
Pourquoi	ADV	pourquoi
a	AUX	avoir
libérer	VERB	libérer
Si	SCONJ	si
Il	PRON	il
l'	PRON	l'
de	ADP	de
argent	NOUN	argent
.	PUNCT	.
ne	ADV	ne
-	PUNCT	-
c'	PRON	ce
est	AUX	être
?	PUNCT	?
a	AUX	avoir
vous	PRON	vous
d'	ADP	de
bien	ADV	bien
Non	ADV	non
demandé	VERB	demander
il	PRON	il
question	NOUN	question
fait	VERB	faire
-	PUNCT	-
faire	AUX	faire
y	PRON	y
d'	ADP	de
femme	NOUN	femme
êtes	AUX	être
parvenu	VERB	parvenir
m'	PRON	me
arrivée	NOUN	arrivée
.	PUNCT	.
j'	PRON	je
sa	DET	son
emprisonner	VERB	emprisonner
-	PUNCT	-
apparemment	ADV	apparemment
droit	NOUN	droit
faire	VERB	faire
ont	VERB	avoir
...	PUNCT	...
est	AUX	être
n'	ADV	n'
question	NOUN	question
l'	DET	le
intention	NOUN	intention
huit	NUM	huit
pas	ADV	pas
pas	ADV	pas
-	PUNCT	-
Ils	PRON	il
l'	DET	le
comment	ADV	comment
de	ADP	de
.	PUNCT	.
heures	NOUN	heure
qui	PRON	qui
n'	ADV	n'
argent	NOUN	argent
est	AUX	être
peuvent	VERB	pouvoir
-ils	PRON	il
Mais	CCONJ	mais
garder	VERB	garder
ce	PRON	ce
un	PRON	un
une	DET	un
de	ADP	de
quarante	NUM	quarante
d'	ADP	de
quelqu'	DET	quelque
le	DET	le
.	PUNCT	.
sans	ADP	sans
qu'	PRON	qu'
-	NUM	-
et	CCONJ	et
ils	PRON	il
ont	VERB	avoir
la	PRON	le
Ça	PROPN	Ça
c'	PRON	ce
est	AUX	être
inculper	NOUN	inculper
Elle	PRON	lui
?	PUNCT	?
nie	VERB	nier
-	PUNCT	-
se	PRON	se
coupable	ADJ	coupable
coupable	ADJ	coupable
ne	ADV	ne
la	DET	le
pas	ADV	pas
rien	PRON	rien
.	PUNCT	.
-elle	PRON	lui
petite	ADJ	petit
n'	ADV	n'
...	PUNCT	...
pas	ADV	pas
-	PUNCT	-
difficile	ADJ	difficile
Que	SCONJ	que
être	AUX	être
dit	VERB	dire
,	PUNCT	,
