rien	PRON	rien
forme	NOUN	forme
l'	DET	le
à	ADP	à
ou	CCONJ	ou
qui	PRON	qui
vingt	NUM	vingt
,	PUNCT	,
ans	NOUN	an
une	DET	un
Pragmatique	NOUN	pragmatique
en	ADP	en
de	ADP	de
idée	NOUN	idée
Ce	PRON	ce
assurer	VERB	assurer
le	DET	le
ses	DET	son
trône	NOUN	trône
.	PUNCT	.
,	PUNCT	,
de	ADP	de
à	ADP	à
ne	ADV	ne
filles	NOUN	fille
la	DET	le
lui	PRON	lui
a	AUX	avoir
aînée	NOUN	aîné
travaillé	VERB	travailler
cadette	NOUN	cadette
demandé	VERB	demander
à	ADP	à
Puis	CCONJ	puis
,	PUNCT	,
Hanovre	PROPN	Hanovre
.	PUNCT	.
,	PUNCT	,
