intelligent	VERB	intelliger
c'	PRON	ce
était	AUX	être
purement	ADV	purement
toute	ADJ	tout
utilitaire	ADJ	utilitaire
jamais	ADV	jamais
longtemps	ADV	longtemps
ne	ADV	ne
lors	ADV	lors
,	PUNCT	,
il	PRON	il
exclusivement	ADV	exclusivement
ses	DET	son
-	PUNCT	-
vers	ADP	vers
et	CCONJ	et
.	PUNCT	.
.	PUNCT	.
était	AUX	être
qui	PRON	qui
vague	NOUN	vague
informe	ADJ	informe
vagabondait	VERB	vagabonder
au	ADP	au
aussi	ADV	aussi
curiosité	NOUN	curiosité
,	PUNCT	,
que	SCONJ	que
curiosité	NOUN	curiosité
,	PUNCT	,
de	ADP	de
fois	NOUN	fois
la	DET	le
nexus	NOUN	nexu
qu'	SCONJ	que
forme	NOUN	forme
plusieurs	DET	plusieurs
apparence	NOUN	apparence
assez	ADV	assez
au	ADP	au
sujet	NOUN	sujet
de	ADP	de
En	ADP	en
une	DET	un
s'	PRON	se
pour	ADP	pour
mémorielles	ADJ	mémoriel
sur	ADP	sur
fasse	NOUN	fasse
intérêt	NOUN	intérêt
ses	DET	son
leur	DET	leur
lui	PRON	lui
d'	ADP	de
apporte	VERB	apporte
leur	DET	leur
nature	NOUN	nature
interrogeant	VERB	interroger
au	ADP	au
éprouvé	VERB	éprouver
sur	ADP	sur
information	NOUN	information
des	ADP	de
premier	ADJ	premier
digne	ADJ	digne
voire	CCONJ	voire
il	PRON	il
,	PUNCT	,
banques	NOUN	banque
cette	DET	ce
rang	NOUN	rang
Il	PRON	il
vague	NOUN	vague
curiosité	NOUN	curiosité
figurer	VERB	figurer
curiosité	NOUN	curiosité
avait	VERB	avoir
.	PUNCT	.
.	PUNCT	.
disposer	VERB	disposer
:	PUNCT	:
cru	VERB	croire
c'	PRON	ce
d'	ADP	de
précise	VERB	précise
vain	ADJ	vain
avait	AUX	avoir
.	PUNCT	.
forme	NOUN	forme
pouvait	VERB	pouvoir
être	AUX	être
lui	PRON	lui
idée	NOUN	idée
avait	VERB	avoir
certain	ADJ	certain
nature	NOUN	nature
autre	ADJ	autre
de	ADP	de
était	AUX	être
une	DET	un
.	PUNCT	.
propres	ADJ	propre
le	DET	le
,	PUNCT	,
nexus	NOUN	nexu
conscience	NOUN	conscience
et	CCONJ	et
niveau	NOUN	niveau
un	DET	un
percevoir	VERB	percevoir
sensations	NOUN	sensation
une	DET	un
doué	VERB	douer
mystère	NOUN	mystère
fixe	NOUN	fixe
de	ADP	de
,	PUNCT	,
un	DET	un
Une	DET	un
qu'	SCONJ	que
pour	ADP	pour
,	PUNCT	,
un	DET	un
nexus	ADJ	nexu
resté	VERB	rester
si	SCONJ	si
il	PRON	il
L'	DET	le
fois	NOUN	fois
apparences	NOUN	apparence
avait	AUX	avoir
elle	PRON	lui
,	PUNCT	,
.	PUNCT	.
l'	DET	le
lui	PRON	lui
qu'	SCONJ	que
immédiatement	ADV	immédiatement
s'	SCONJ	s'
perturber	NOUN	perturber
à	ADP	à
profondément	ADV	profondément
,	PUNCT	,
certain	ADJ	certain
en	PRON	en
pu	VERB	pouvoir
souvenirs	NOUN	souvenir
donc	ADV	donc
il	PRON	il
avait	AUX	avoir
dans	ADP	dans
pouvait	VERB	pouvoir
un	DET	un
n'	ADV	n'
malaise	NOUN	malaise
resté	VERB	rester
aux	ADP	à
était	AUX	être
avait	VERB	avoir
ne	ADV	ne
il	PRON	il
et	CCONJ	et
nouveau	ADJ	nouveau
classée	VERB	classer
il	PRON	il
qu'	PRON	qu'
oublier	NOUN	oublier
Il	PRON	il
ses	DET	son
reviendrait	VERB	revenir
fort	ADV	fort
s'	PRON	se
pas	ADV	pas
le	DET	le
l'	PRON	l'
causé	VERB	causer
assurer	VERB	assurer
appréhender	VERB	appréhender
pour	ADP	pour
se	PRON	se
qui	PRON	qui
tourbillon	NOUN	tourbillon
observation	NOUN	observation
mais	CCONJ	mais
de	ADP	de
ce	PRON	ce
un	DET	un
nexus	NOUN	nexu
Il	PRON	il
s'	PRON	se
annihilaient	ADV	annihilaient
un	DET	un
plus	ADV	plus
rassurant	ADJ	rassurant
aussi	ADV	aussi
objet	NOUN	objet
un	DET	un
de	ADP	de
.	PUNCT	.
l'	DET	le
nexus	NOUN	nexu
Le	DET	le
nettement	ADV	nettement
à	ADP	à
plus	ADV	plus
sens	NOUN	sens
et	CCONJ	et
changeaient	ADJ	changeaient
n'	ADV	n'
de	ADP	de
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
était	AUX	être
revint	VERB	revenir
renforçaient	VERB	renforcer
son	DET	son
parfois	ADV	parfois
,	PUNCT	,
forces	NOUN	force
qu'	SCONJ	que
informe	ADJ	informe
contradictoires	ADJ	contradictoire
qui	PRON	qui
Ce	PRON	ce
était	AUX	être
,	PUNCT	,
devenait	VERB	devenir
nœud	NOUN	nœud
en	ADP	en
—	VERB	—
moment	NOUN	moment
pour	ADP	pour
satisfaire	VERB	satisfaire
existaient	VERB	exister
brillant	ADJ	brillant
ce	DET	ce
,	PUNCT	,
ombre	NOUN	ombre
en	ADP	en
mesure	NOUN	mesure
plus	ADV	plus
avant	ADP	avant
notions	NOUN	notion
faim	NOUN	faim
n'	ADV	n'
.	PUNCT	.
Ktyk	PROPN	Ktyk
Ktyk	PROPN	Ktyk
lumière	NOUN	lumière
aisément	ADJ	aisément
-là	PRON	-là
si	SCONJ	si
de	ADP	de
les	DET	le
.	PUNCT	.
Uniquement	ADV	uniquement
de	ADP	de
et	CCONJ	et
que	SCONJ	que
moments	NOUN	moment
d'	ADP	de
de	ADP	de
se	PRON	se
et	CCONJ	et
ces	DET	ce
pas	ADV	pas
la	DET	le
perceptible	ADJ	perceptible
le	DET	le
trouvait	VERB	trouver
était	AUX	être
nexus	PROPN	nexus
était	AUX	être
—	PROPN	—
même	ADV	même
à	ADP	à
et	CCONJ	et
C'	PRON	ce
pas	ADV	pas
il	PRON	il
torture	NOUN	torture
de	ADP	de
pas	ADV	pas
rares	ADJ	rare
qu'	SCONJ	que
une	DET	un
Ce	PRON	ce
les	DET	le
ne	ADV	ne
l'	PRON	l'
avec	ADP	avec
était	AUX	être
développé	ADV	développé
réfléchir	NOUN	réfléchir
étaient	AUX	être
...	PUNCT	...
ne	ADV	ne
peu	ADV	peu
question	NOUN	question
le	DET	le
.	PUNCT	.
soit	AUX	être
en	ADP	en
complètement	ADV	complètement
le	PRON	le
condamnait	VERB	condamner
et	CCONJ	et
intensité	NOUN	intensité
immonde	ADJ	immonde
périr	NOUN	périr
,	PUNCT	,
empêchait	VERB	empêcher
.	PUNCT	.
moments	NOUN	moment
à	ADP	à
et	CCONJ	et
de	DET	de
temps	NOUN	temps
,	PUNCT	,
Mais	CCONJ	mais
souffrir	VERB	souffrir
mais	CCONJ	mais
elle	PRON	lui
d'	ADP	de
ne	ADV	ne
,	PUNCT	,
n'	ADV	n'
faisait	VERB	faire
allait	VERB	aller
la	DET	le
nœud	NOUN	nœud
hzm	NOUN	hzm
dessiner	VERB	dessiner
mot	NOUN	mot
pas	ADV	pas
le	DET	le
Ktyk	PROPN	Ktyk
créatures	NOUN	créature
se	PRON	se
mêlèrent	VERB	mêler
.	PUNCT	.
voir	VERB	voir
celle	PRON	celui
figures	NOUN	figure
le	DET	le
eut	VERB	avoir
.	PUNCT	.
n'	ADV	n'
et	CCONJ	et
Il	PRON	il
!	PUNCT	!
faim	NOUN	faim
,	PUNCT	,
que	SCONJ	que
Le	DET	le
nexus	ADJ	nexu
différentes	ADJ	différent
qu'	ADV	qu'
mouvant	ADJ	mouvant
déclencher	VERB	déclencher
des	ADP	de
pour	ADP	pour
une	DET	un
matérielles	ADJ	matériel
se	PRON	se
/	CCONJ	/
des	DET	un
y	PRON	y
et	CCONJ	et
analogie	NOUN	analogie
soubresaut	NOUN	soubresaut
les	DET	le
couleurs	NOUN	couleur
était	AUX	être
même	ADJ	même
dans	ADP	dans
allait	VERB	aller
un	DET	un
.	PUNCT	.
faim	NOUN	faim
une	DET	un
il	PRON	il
faisaient	VERB	faire
vorace	VERB	voracer
sa	DET	son
d'	ADP	de
instant	NOUN	instant
S'	SCONJ	s'
,	PUNCT	,
comme	SCONJ	comme
comme	SCONJ	comme
Il	PRON	il
hésita	VERB	hésiter
autres	ADJ	autre
trop	ADV	trop
avait	AUX	avoir
qu'	PRON	qu'
allait	NOUN	allait
montrait	VERB	montrer
il	PRON	il
un	DET	un
!	PUNCT	!
se	PRON	se
Il	PRON	il
il	PRON	il
connaissait	VERB	connaître
créatures	NOUN	créature
le	DET	le
fois	NOUN	fois
réfléchit	VERB	réfléchir
.	PUNCT	.
le	PRON	le
nexus	PROPN	nexus
il	PRON	il
Il	PRON	il
,	PUNCT	,
les	DET	le
l'	PRON	l'
dans	ADP	dans
,	PUNCT	,
fait	VERB	faire
le	DET	le
passé	NOUN	passé
griller	ADJ	griller
satisfaite	ADJ	satisfait
plus	ADV	plus
.	PUNCT	.
déjà	ADV	déjà
n'	ADV	n'
était	AUX	être
cultivaient	NOUN	cultivaient
les	DET	le
temps	NOUN	temps
contact	NOUN	contact
n'	ADV	n'
les	DET	le
fort	ADV	fort
il	PRON	il
brûlaient	NOUN	brûlaient
peu	ADV	peu
eux	PRON	lui
ni	CCONJ	ni
et	CCONJ	et
les	PRON	le
de	DET	de
les	DET	le
découverts	NOUN	découvert
autres	ADJ	autre
pas	ADV	pas
aussi	ADV	aussi
plus	ADV	plus
seul	ADJ	seul
avait	VERB	avoir
,	PUNCT	,
.	PUNCT	.
Il	PRON	il
avoir	VERB	avoir
il	PRON	il
,	PUNCT	,
ni	CCONJ	ni
s'	SCONJ	s'
de	ADP	de
savait	VERB	savoir
n'	ADV	n'
était	AUX	être
avec	ADP	avec
après	ADP	après
recherchaient	ADV	recherchaient
mais	CCONJ	mais
qu'	SCONJ	que
,	PUNCT	,
souvent	ADV	souvent
les	DET	le
,	PUNCT	,
pas	ADV	pas
parfois	ADV	parfois
,	PUNCT	,
nexus	NOUN	nexu
autres	ADJ	autre
intelligent	VERB	intelliger
patience	NOUN	patience
preuve	NOUN	preuve
,	PUNCT	,
avait	VERB	avoir
plus	ADV	plus
la	DET	le
avait	AUX	avoir
moins	ADV	moins
il	PRON	il
le	PRON	le
d'	ADP	de
leur	DET	leur
.	PUNCT	.
avoir	AUX	avoir
en	PRON	en
Sa	DET	son
les	DET	le
.	PUNCT	.
n'	ADV	n'
ailleurs	ADV	ailleurs
il	PRON	il
les	DET	le
il	PRON	il
autres	ADJ	autre
actes	NOUN	acte
des	ADP	de
observé	VERB	observer
du	ADP	de
.	PUNCT	.
qu'	PRON	qu'
Du	ADP	de
savait	NOUN	savait
contraire	NOUN	contraire
,	PUNCT	,
depuis	ADP	depuis
aucune	DET	aucun
pour	ADP	pour
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
supériorité	NOUN	supériorité
là	ADV	là
,	PUNCT	,
Ni	CCONJ	ni
que	SCONJ	que
était	AUX	être
découvert	VERB	découvrir
seule	ADJ	seul
faim	NOUN	faim
,	PUNCT	,
.	PUNCT	.
de	ADP	de
l'	DET	le
pris	VERB	prendre
existence	NOUN	existence
temps	NOUN	temps
le	DET	le
dire	ADV	dire
lui	PRON	lui
avait	AUX	avoir
qui	PRON	qui
développer	VERB	développer
à	ADV	à
de	ADP	de
avait	AUX	avoir
un	DET	un
en	ADP	en
la	DET	le
il	PRON	il
était	AUX	être
laisser	VERB	laisser
est	ADV	est
qu'	PRON	qu'
-	ADV	-
acceptant	VERB	accepter
sa	DET	son
souffrir	VERB	souffrir
.	PUNCT	.
C'	PRON	ce
pour	ADP	pour
-	ADV	-
donné	VERB	donner
Une	DET	un
depuis	ADP	depuis
,	PUNCT	,
conscience	NOUN	conscience
idée	NOUN	idée
devenue	VERB	devenir
était	AUX	être
observation	NOUN	observation
avec	ADP	avec
cela	PRON	cela
qui	PRON	qui
sienne	NOUN	sienne
c'	ADV	c'
le	DET	le
nexus	ADJ	nexu
art	NOUN	art
jamais	ADV	jamais
sa	DET	son
sa	DET	son
qu'	PRON	qu'
interrompit	NOUN	interrompit
tous	ADJ	tout
toute	ADJ	tout
atteindrait	VERB	atteindre
le	DET	le
déjà	ADV	déjà
ici	ADV	ici
...	PUNCT	...
mais	CCONJ	mais
,	PUNCT	,
nexus	ADJ	nexu
réflexions	NOUN	réflexion
que	SCONJ	que
à	ADP	à
il	PRON	il
il	PRON	il
puissant	ADJ	puissant
il	PRON	il
mesurer	VERB	mesurer
.	PUNCT	.
plus	ADV	plus
Le	DET	le
n'	ADV	n'
avait	AUX	avoir
:	PUNCT	:
connus	ADJ	connu
pleine	NOUN	pleine
à	ADP	à
était	AUX	être
Il	PRON	il
auparavant	ADV	auparavant
bien	ADV	bien
appris	VERB	apprendre
ceux	PRON	celui
ses	DET	son
continuait	VERB	continuer
maturité	NOUN	maturité
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
d'	ADP	de
avait	AUX	avoir
force	NOUN	force
n'	ADV	n'
temps	NOUN	temps
grandir	VERB	grandir
ni	CCONJ	ni
la	DET	le
mais	CCONJ	mais
ceux	PRON	celui
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
.	PUNCT	.
jamais	ADV	jamais
instants	NOUN	instant
de	ADP	de
.	PUNCT	.
PREMIER	PROPN	PREMIER
ne	ADV	ne
des	DET	un
longs	NOUN	long
de	ADP	de
pas	ADV	pas
qui	PRON	qui
trop	ADV	trop
Il	PRON	il
même	ADV	même
des	ADP	de
instants	NOUN	instant
nexi	NOUN	nexi
trop	ADV	trop
longs	NOUN	long
instants	NOUN	instant
de	ADP	de
sans	ADP	sans
quand	ADV	quand
durait	VERB	durer
satisfaction	NOUN	satisfaction
s'	PRON	se
des	ADP	de
intenses	ADJ	intense
comme	ADP	comme
mais	CCONJ	mais
décida	VERB	décider
excès	NOUN	excès
écouler	VERB	écouler
sa	DET	son
.	PUNCT	.
Quelques	DET	quelque
venaient	VERB	venir
vie	NOUN	vie
faim	NOUN	faim
CHAPITRE	ADV	chapitre
satisfaire	VERB	satisfaire
il	PRON	il
y	PRON	y
du	ADP	de
était	AUX	être
faire	VERB	faire
.	PUNCT	.
Il	PRON	il
tiédeur	NOUN	tiédeur
six	NUM	six
radio-réveil	NOUN	radio-réveil
l'	DET	le
impression	NOUN	impression
,	PUNCT	,
du	ADP	de
et	CCONJ	et
grasse	NOUN	grasse
marche	NOUN	marche
s'	PRON	se
,	PUNCT	,
déjà	ADV	déjà
en	ADP	en
mais	CCONJ	mais
peine	NOUN	peine
un	DET	un
mit	VERB	mettre
grésillement	NOUN	grésillement
alors	ADV	alors
qu'	SCONJ	que
matinée	NOUN	matinée
depuis	ADP	depuis
lit	NOUN	lit
à	ADP	à
le	DET	le
de	ADP	de
dix	NUM	dix
se	PRON	se
était	AUX	être
Carole	NOUN	carole
la	DET	le
elle	PRON	lui
,	PUNCT	,
minutes	NOUN	minute
à	ADP	à
se	PRON	se
donnant	VERB	donner
éveillée	VERB	éveiller
eut	VERB	avoir
la	DET	le
heures	NOUN	heure
accrochait	VERB	accrocher
une	DET	un
.	PUNCT	.
Le	DET	le
publicitaire	ADJ	publicitaire
-là	ADV	-là
un	DET	un
matin	NOUN	matin
.	PUNCT	.
le	DET	le
de	ADP	de
car	CCONJ	car
ce	DET	ce
présentateur	NOUN	présentateur
de	ADP	de
quelques	DET	quelque
il	PRON	il
d'	ADP	de
titres	NOUN	titre
y	PRON	y
,	PUNCT	,
fin	NOUN	fin
annonça	VERB	annoncer
:	PUNCT	:
y	PRON	y
,	PUNCT	,
eut	ADJ	eut
avait	VERB	avoir
qu'	ADV	qu'
n'	ADV	n'
la	DET	le
titre	NOUN	titre
information	NOUN	information
mesures	NOUN	mesure
matin	NOUN	matin
voix	NOUN	voix
musique	NOUN	musique
seule	ADJ	seul
flash	NOUN	flash
,	PUNCT	,
les	DET	le
,	PUNCT	,
du	ADP	de
premier	ADJ	premier
plutôt	ADV	plutôt
,	PUNCT	,
et	CCONJ	et
Il	PRON	il
journal	NOUN	journal
drame	NOUN	drame
du	ADP	de
par	ADP	par
.	PUNCT	.
tournée	NOUN	tournée
voix	NOUN	voix
Gérald	PROPN	Gérald
disait	VERB	dire
Port-Barcarès	PROPN	Port-Barcarès
la	DET	le
.	PUNCT	.
tout	PRON	tout
,	PUNCT	,
Nick	NOUN	nick
un	DET	un
leurs	DET	leur
encore	ADV	encore
Sam	PROPN	Sam
,	PUNCT	,
.	PUNCT	.
Ted	PROPN	Ted
déformée	VERB	déformer
déclenché	VERB	déclencher
correspondant	NOUN	correspondant
plage	NOUN	plage
...	PUNCT	...
est	AUX	être
ignore	VERB	ignore
—	PROPN	—
passait	VERB	passer
et	CCONJ	et
le	DET	le
des	ADP	de
célèbre	ADJ	célèbre
comment	ADV	comment
,	PUNCT	,
téléphone	NOUN	téléphone
s'	PRON	se
la	DET	le
la	DET	le
,	PUNCT	,
local	ADJ	local
Angst	PROPN	Angst
d'	ADP	de
soir	NOUN	soir
—	PROPN	—
Andy	PROPN	Andy
par	ADP	par
—	PUNCT	—
,	PUNCT	,
Avec	ADP	avec
Hier	ADV	hier
Quelqu'	ADP	quelqu'
du	ADP	de
podium	NOUN	podium
depuis	ADP	depuis
sait	VERB	savoir
-	NOUN	-
succès	NOUN	succès
leur	DET	leur
d'	ADP	de
qui	PRON	qui
.	PUNCT	.
On	PRON	on
dû	NOUN	dû
bagarre	NOUN	bagarre
,	PUNCT	,
comment	ADV	comment
hit	NOUN	hit
vingt	NUM	vingt
a	AUX	avoir
deux	NUM	deux
au	ADP	au
drainer	VERB	drainer
parlé	VERB	parler
,	PUNCT	,
premier	ADJ	premier
Ciel	PROPN	Ciel
commencé	VERB	commencer
.	PUNCT	.
ça	PRON	cela
,	PUNCT	,
dressé	VERB	dresser
a	AUX	avoir
VEnfer	X	VEnfer
ne	ADV	ne
ils	PRON	il
est	AUX	être
un	PRON	un
parade	ADV	parade
pas	ADV	pas
peut-être	ADV	peut-être
sur	ADP	sur
avaient	AUX	avoir
personnes	NOUN	personne
la	DET	le
plage	NOUN	plage
mois	NOUN	mois
printemps	NOUN	printemps
vers	ADP	vers
une	DET	un
mille	NUM	mille
tombait	VERB	tomber
s'	PRON	se
taper	VERB	taper
de	ADP	de
,	PUNCT	,
le	DET	le
pour	ADP	pour
se	PRON	se
...	PUNCT	...
autres	ADJ	autre
nue	ADV	nue
d'	ADP	de
que	SCONJ	que
Il	PRON	il
,	PUNCT	,
avec	ADP	avec
par	ADP	par
se	PRON	se
ce	PRON	ce
la	DET	le
excédés	VERB	excéder
les	DET	le
main	NOUN	main
du	ADP	de
vacanciers	ADJ	vacancier
podium	NOUN	podium
qui	PRON	qui
leur	PRON	leur
tout	ADJ	tout
.	PUNCT	.
dessus	ADJ	dessu
la	DET	le
d'	DET	d'
abord	ADV	abord
Il	PRON	il
de	ADP	de
sous	ADP	sous
volume	NOUN	volume
puis	CCONJ	puis
gens	NOUN	gens
.	PUNCT	.
semble	VERB	semble
mis	VERB	mettre
A	AUX	avoir
main	NOUN	main
sono	NOUN	sono
approcher	VERB	approcher
à	ADP	à
—	PUNCT	—
soient	AUX	être
un	DET	un
y	PRON	y
sur	ADP	sur
Si	SCONJ	si
justement	ADV	justement
.	PUNCT	.
n'	ADV	n'
était	AUX	être
Justement	PROPN	Justement
ordre	NOUN	ordre
.	PUNCT	.
Mais	CCONJ	mais
peut	VERB	pouvoir
—	PUNCT	—
service	NOUN	service
Le	DET	le
studio	NOUN	studio
que	SCONJ	que
local	ADJ	local
,	PUNCT	,
le	DET	le
pas	ADV	pas
—	PUNCT	—
pas	ADV	pas
intervint	VERB	intervenir
de	DET	de
s'	PRON	se
interrompit	NOUN	interrompit
correspondant	NOUN	correspondant
.	PUNCT	.
le	DET	le
.	PUNCT	.
d'	ADP	de
,	PUNCT	,
On	PRON	on
?	PUNCT	?
instant	NOUN	instant
—	PUNCT	—
...	PUNCT	...
dire	VERB	dire
pied	NOUN	pied
ne	ADV	ne
police	NOUN	police
de	ADP	de
guerre	NOUN	guerre
certainement	ADV	certainement
avait	VERB	avoir
municipale	ADJ	municipal
?	PUNCT	?
le	DET	le
—	PUNCT	—
n'	ADV	n'
à	ADP	à
les	DET	le
automatique	NOUN	automatique
semblerait	VERB	sembler
Je	PRON	je
pas	ADV	pas
qu'	SCONJ	que
seconde	ADJ	second
Ils	PRON	il
avaient	VERB	avoir
plus	ADV	plus
ont	AUX	avoir
informations	NOUN	information
service	NOUN	service
il	PRON	il
Et	CCONJ	et
leur	DET	leur
policiers	NOUN	policier
mais	CCONJ	mais
violents	ADJ	violent
dire	VERB	dire
que	SCONJ	que
,	PUNCT	,
des	DET	un
matraque	NOUN	matraque
.	PUNCT	.
ou	CCONJ	ou
été	AUX	être
chercher	VERB	chercher
voulez	VERB	vouloir
de	ADP	de
leur	DET	leur
parmi	ADP	parmi
main	NOUN	main
Vous	PRON	vous
que	SCONJ	que
de	ADP	de
.	PUNCT	.
une	DET	un
les	DET	le
n'	ADV	n'
arme	NOUN	arme
.	PUNCT	.
ont	AUX	avoir
ai	VERB	avoir
avaient	VERB	avoir
ils	PRON	il
eux	PRON	lui
Il	PRON	il
participé	VERB	participer
en	PRON	en
en	PRON	en
présente	VERB	présente
enquête	NOUN	enquête
volontairement	ADV	volontairement
il	PRON	il
corps	NOUN	corps
sera	VERB	être
commentateur	NOUN	commentateur
,	PUNCT	,
correspondant	NOUN	correspondant
,	PUNCT	,
—	PUNCT	—
spectacle	NOUN	spectacle
d'	ADP	de
Evidemment	NOUN	evidemment
désolation	NOUN	désolation
décider	VERB	décider
commission	NOUN	commission
.	PUNCT	.
des	DET	un
massacre	NOUN	massacre
la	DET	le
?	PUNCT	?
hallucinant	VERB	halluciner
.	PUNCT	.
de	ADP	de
fit	NOUN	fit
soit	VERB	être
a	VERB	avoir
Ce	PRON	ce
Port-Barcarès	PROPN	Port-Barcarès
prudemment	VERB	prudemmer
à	ADP	à
y	PRON	y
d'	ADP	de
un	DET	un
—	PUNCT	—
,	PUNCT	,
le	DET	le
Quoi	SCONJ	quoi
