autres	ADJ	autre
pouvait	VERB	pouvoir
ce	DET	ce
retrouver	VERB	retrouver
le	DET	le
;	PUNCT	;
repris	VERB	reprendre
du	ADP	de
café	ADJ	café
existait	VERB	exister
seul	ADJ	seul
et	CCONJ	et
que	SCONJ	que
dans	ADP	dans
de	ADP	de
main	NOUN	main
tiède	VERB	tiède
tous	ADJ	tout
pâle	NOUN	pâle
désir	NOUN	désir
dont	PRON	dont
désagréable	ADJ	désagréable
réel	ADJ	réel
même	ADJ	même
mystère	ADJ	mystère
mais	CCONJ	mais
mais	CCONJ	mais
seul	ADJ	seul
obtenir	VERB	obtenir
.	PUNCT	.
Et	CCONJ	et
opaline	ADJ	opalin
non	ADV	non
réussi	ADV	réussi
,	PUNCT	,
;	PUNCT	;
anodine	NOUN	anodine
les	DET	le
mystère	ADJ	mystère
changeât	ADJ	changeât
blanche	ADJ	blanc
retrouver	VERB	retrouver
n'	ADV	n'
il	PRON	il
avait	VERB	avoir
soirs	NOUN	soir
,	PUNCT	,
tous	ADJ	tout
Tasse	NOUN	tasse
,	PUNCT	,
se	PRON	se
à	ADP	à
au	ADP	au
en	ADP	en
qu'	SCONJ	que
de	ADP	de
,	PUNCT	,
instant	NOUN	instant
,	PUNCT	,
à	ADP	à
fausse	NOUN	faux
priori	VERB	priori
l'	DET	le
usage	NOUN	usage
.	PUNCT	.
personne	PRON	personne
,	PUNCT	,
—	NOUN	—
a	AUX	avoir
ni	CCONJ	ni
désir	NOUN	désir
Après	ADP	après
,	PUNCT	,
avait	VERB	avoir
une	DET	un
,	PUNCT	,
.	PUNCT	.
animer	VERB	animer
ne	ADV	ne
qu'	SCONJ	que
il	PRON	il
et	CCONJ	et
il	PRON	il
.	PUNCT	.
de	DET	de
qu'	SCONJ	que
huit	NUM	huit
à	ADP	à
au	ADP	au
pourtant	ADV	pourtant
demie	NOUN	demie
à	ADP	à
se	PRON	se
accordait	VERB	accorder
retrouver	VERB	retrouver
faire	VERB	faire
,	PUNCT	,
conférence	NOUN	conférence
,	PUNCT	,
quoi	PRON	quoi
débat	NOUN	débat
Bertrand	PROPN	Bertrand
n'	ADV	n'
sept	NUM	sept
s'	PRON	se
de	ADP	de
heure	NOUN	heure
pas	ADV	pas
-	PUNCT	-
,	PUNCT	,
heures	NOUN	heure
et	CCONJ	et
pour	ADP	pour
autant	ADV	autant
dîner	NOUN	dîner
de	ADP	de
demie	NOUN	demie
,	PUNCT	,
heures	NOUN	heure
œil	NOUN	œil
à	ADP	à
pas	ADV	pas
son	DET	son
ses	DET	son
.	PUNCT	.
remontait	VERB	remonter
supportait	VERB	supporter
et	CCONJ	et
heure	NOUN	heure
la	DET	le
société	NOUN	société
.	PUNCT	.
main	NOUN	main
Mais	CCONJ	mais
,	PUNCT	,
retourner	VERB	retourner
dire	VERB	dire
souvent	ADV	souvent
bien-être	NOUN	bien-être
le	DET	le
À	ADP	à
,	PUNCT	,
bureau	NOUN	bureau
à	ADP	à
.	PUNCT	.
,	PUNCT	,
l'	DET	le
observait	VERB	observer
dans	ADP	dans
plus	ADV	plus
lui	PRON	lui
cette	DET	ce
de	ADP	de
la	DET	le
suffisait	VERB	suffire
sur	ADP	sur
Décidément	NOUN	décidément
pairs	NOUN	pair
vrai	ADJ	vrai
la	DET	le
solitude	NOUN	solitude
il	PRON	il
solitude	NOUN	solitude
que	SCONJ	que
était	AUX	être
son	DET	son
ne	ADV	ne
la	DET	le
,	PUNCT	,
inclinations	NOUN	inclination
le	DET	le
se	PRON	se
par	ADP	par
de	ADP	de
confrère	ADJ	confrèr
sur	ADP	sur
,	PUNCT	,
elles	NOUN	elle
son	DET	son
à	ADP	à
la	DET	le
nuit	NOUN	nuit
d'	ADP	de
pipe	NOUN	pipe
bureau	NOUN	bureau
et	CCONJ	et
Blin	PROPN	Blin
du	ADP	de
ailleurs	ADV	ailleurs
table	NOUN	table
,	PUNCT	,
-	ADV	-
de	ADP	de
à	ADP	à
sa	DET	son
moins	ADV	moins
ses	DET	son
,	PUNCT	,
et	CCONJ	et
dit	VERB	dire
étaient	AUX	être
,	PUNCT	,
fenêtre	NOUN	fenêtre
taxi	VERB	taxi
vis-à-vis	NOUN	vis-à-vis
successives	NOUN	successive
,	PUNCT	,
son	DET	son
Thomas	PROPN	Thomas
Bertrand	PROPN	Bertrand
de	ADP	de
Du	ADP	de
en	ADP	en
allant	VERB	aller
psychanalyste	ADJ	psychanalyst
fourreau	NOUN	fourreau
moins	ADV	moins
autant	ADV	autant
.	PUNCT	.
ouvert	ADJ	ouvert
du	ADP	de
dîner	NOUN	dîner
Il	PRON	il
jour	NOUN	jour
silence	NOUN	silence
états	NOUN	état
le	DET	le
trois	NUM	trois
présence	NOUN	présence
du	ADP	de
courrier	NOUN	courrier
pouls	NOUN	pouls
d'	ADP	de
de	ADP	de
il	PRON	il
de	ADP	de
.	PUNCT	.
avait	AUX	avoir
tira	VERB	tirer
désir	NOUN	désir
du	ADP	de
:	PUNCT	:
.	PUNCT	.
puis	CCONJ	puis
Désir	NOUN	désir
pas	ADV	pas
encore	ADV	encore
n'	ADV	n'
rideaux	NOUN	rideau
,	PUNCT	,
Bertrand	PROPN	Bertrand
leur	DET	leur
du	ADP	de
.	PUNCT	.
,	PUNCT	,
accablait	VERB	accabler
.	PUNCT	.
qu'	SCONJ	que
désir	NOUN	désir
la	DET	le
Le	DET	le
,	PUNCT	,
seule	ADJ	seul
vue	NOUN	vue
les	DET	le
désir	NOUN	désir
avant	ADP	avant
centimètres	NOUN	centimètre
Ainsi	ADV	ainsi
la	DET	le
,	PUNCT	,
à	ADP	à
,	PUNCT	,
à	ADP	à
la	DET	le
épaisseur	NOUN	épaisseur
—	VERB	—
même	ADJ	même
auxquelles	PRON	auxquelles
?	PUNCT	?
une	DET	un
autant	ADV	autant
de	ADP	de
moins	ADV	moins
:	PUNCT	:
dans	ADP	dans
une	DET	un
mots	NOUN	mot
car	CCONJ	car
répondre	VERB	répondre
.	PUNCT	.
la	DET	le
lettres	NOUN	lettre
fallait	VERB	falloir
au	ADP	au
,	PUNCT	,
de	ADP	de
des	DET	un
lendemain	NOUN	lendemain
quoi	PRON	quoi
—	PROPN	—
,	PUNCT	,
heure	NOUN	heure
en	PRON	en
il	PRON	il
fumée	NOUN	fumée
soirée	NOUN	soirée
rien	PRON	rien
Et	CCONJ	et
cela	PRON	cela
apporterait	VERB	apporter
plus	ADV	plus
tenait	VERB	tenir
-il	PRON	il
le	DET	le
dix	NUM	dix
tard	ADV	tard
pile	ADJ	pil
heure	NOUN	heure
dans	ADP	dans
avait	AUX	avoir
,	PUNCT	,
feutres	ADJ	feutre
le	DET	le
droite	NOUN	droite
courrier	NOUN	courrier
silence	NOUN	silence
liste	NOUN	liste
S'	PRON	se
d'	ADP	de
un	DET	un
les	DET	le
choses	NOUN	chose
attirant	VERB	attirer
,	PUNCT	,
à	ADP	à
papier	NOUN	papier
oui	NOUN	oui
à	ADP	à
crayons	NOUN	crayon
blocs	NOUN	bloc
la	DET	le
chose	NOUN	chose
,	PUNCT	,
d'	ADP	de
.	PUNCT	.
Vérifier	NOUN	vérifier
mais	CCONJ	mais
.	PUNCT	.
autonomie	NOUN	autonomie
agenda	NOUN	agenda
.	PUNCT	.
jardin	VERB	jardin
Devant	ADP	devant
asseoir	VERB	asseoir
son	DET	son
,	PUNCT	,
soir	NOUN	soir
de	ADP	de
.	PUNCT	.
,	PUNCT	,
Ordre	NOUN	ordre
Quelque	DET	quelque
chose	NOUN	chose
gauche	NOUN	gauche
quelque	DET	quelque
et	CCONJ	et
des	ADP	de
.	PUNCT	.
Il	PRON	il
à	ADV	à
C'	PRON	ce
courrier	ADJ	courrier
.	PUNCT	.
biffer	NOUN	biffer
-	PROPN	-
.	PUNCT	.
écriture	NOUN	écriture
trouver	VERB	trouver
en	ADP	en
papier	NOUN	papier
grande	ADJ	grand
renversant	VERB	renverser
encore	ADV	encore
la	DET	le
,	PUNCT	,
autres	ADJ	autre
du	ADP	de
»	PUNCT	»
»	PUNCT	»
que	SCONJ	que
l'	DET	le
faire	ADJ	fair
courrier	ADJ	courrier
-	PROPN	-
lot	NOUN	lot
.	PUNCT	.
sortit	NOUN	sortit
Une	DET	un
était	AUX	être
reconnu	VERB	reconnaître
,	PUNCT	,
kraft	VERB	kraft
enveloppe	NOUN	enveloppe
«	ADJ	«
avait	AUX	avoir
«	ADJ	«
Beaulieu	NOUN	beaulieu
les	DET	le
aussi	ADV	aussi
plus	ADV	plus
du	ADP	de
la	DET	le
seule	ADJ	seul
.	PUNCT	.
-	ADV	-
tas	NOUN	tas
malade	ADJ	malade
dépassait	NOUN	dépassait
preuve	NOUN	preuve
la	DET	le
déjà	ADV	déjà
fou	VERB	fou
même	ADV	même
.	PUNCT	.
sur	ADP	sur
fois	NOUN	fois
de	ADP	de
coucher	VERB	coucher
Beaulieu	NOUN	beaulieu
,	PUNCT	,
Un	DET	un
.	PUNCT	.
à	ADP	à
par	ADP	par
démesurés	VERB	démesurer
Chose	NOUN	chose
poste	NOUN	poste
revenait	VERB	revenir
caractères	NOUN	caractère
Martin	PROPN	Martin
existence	NOUN	existence
,	PUNCT	,
des	DET	un
presque	ADV	presque
,	PUNCT	,
la	DET	le
la	DET	le
la	DET	le
,	PUNCT	,
l'	DET	le
les	DET	le
de	ADP	de
charge	NOUN	charge
,	PUNCT	,
de	ADP	de
Ce	PRON	ce
,	PUNCT	,
Quelque	DET	quelque
avait	AUX	avoir
.	PUNCT	.
,	PUNCT	,
envoyé	VERB	envoyer
à	ADP	à
à	ADP	à
gauche	NOUN	gauche
dix	NUM	dix
Dieu	PROPN	Dieu
qui	PRON	qui
à	ADP	à
démonstrations	NOUN	démonstration
absurde	NOUN	absurde
par	ADP	par
vingt	NUM	vingt
plus	ADV	plus
Dix	NUM	Dix
l'	DET	le
chaque	DET	chaque
la	DET	le
sur	ADP	sur
quinze	NUM	quinze
par	ADP	par
.	PUNCT	.
jour	NOUN	jour
,	PUNCT	,
mois	NOUN	mois
,	PUNCT	,
Bertrand	PROPN	Bertrand
la	DET	le
trois	NUM	trois
la	DET	le
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
un	DET	un
lisait	VERB	lire
jusqu'	ADP	jusque
que	SCONJ	que
,	PUNCT	,
,	PUNCT	,
dernière	ADJ	dernier
par	ADP	par
ou	CCONJ	ou
une	DET	un
logique	ADJ	logique
la	DET	le
tard	ADV	tard
pages	NOUN	page
sémantique	NOUN	sémantique
chaque	DET	chaque
fois	NOUN	fois
autre	NOUN	autre
fois	NOUN	fois
argumentées	VERB	argumenter
chimie	NOUN	chimie
différentes	ADJ	différent
par	ADP	par
fois	NOUN	fois
une	DET	un
encore	ADV	encore
il	PRON	il
tas	NOUN	tas
à	ADP	à
À	ADP	à
fond	NOUN	fond
Car	CCONJ	car
le	DET	le
savait	VERB	savoir
avait	AUX	avoir
d'	ADP	de
abord	NOUN	abord
courriers	NOUN	courrier
joliment	ADV	joliment
,	PUNCT	,
heures	NOUN	heure
le	DET	le
grande	ADJ	grand
Beaulieu	PROPN	Beaulieu
trois	NUM	trois
sur	ADP	sur
.	PUNCT	.
qui	PRON	qui
.	PUNCT	.
,	PUNCT	,
Enfin	ADV	enfin
y	PRON	y
était	AUX	être
,	PUNCT	,
moins	ADV	moins
.	PUNCT	.
Lui	PRON	lui
il	PRON	il
.	PUNCT	.
de	ADP	de
répondu	VERB	répondre
.	PUNCT	.
,	PUNCT	,
dix	NUM	dix
La	DET	le
Les	DET	le
ces	DET	ce
glissa	VERB	glisser
autres	ADJ	autre
passeraient	NOUN	passeraient
au	ADP	au
répondait	VERB	répondre
sous	ADP	sous
si	SCONJ	si
enveloppe	NOUN	enveloppe
Bertrand	PROPN	Bertrand
en	ADP	en
d'	ADP	de
consacrer	VERB	consacrer
»	PUNCT	»
avait	AUX	avoir
répondre	VERB	répondre
questions	NOUN	question
un	DET	un
—	PROPN	—
Monsieur	NOUN	Monsieur
le	DET	le
simple	ADJ	simple
Mon	DET	mon
si	SCONJ	si
Pas	ADV	pas
il	PRON	il
.	PUNCT	.
«	NOUN	«
dix	NUM	dix
soir	NOUN	soir
des	ADP	de
pas	ADV	pas
lignes	NOUN	ligne
ce	DET	ce
—	PRON	—
Mon	DET	mon
vieux	ADJ	vieux
un	DET	un
à	ADP	à
importance	NOUN	importance
,	PUNCT	,
haïku	NOUN	haïku
directeur	NOUN	directeur
la	DET	le
,	PUNCT	,
»	PUNCT	»
dû	VERB	devoir
.	PUNCT	.
réponses	NOUN	réponse
.	PUNCT	.
plus	ADV	plus
que	SCONJ	que
Onze	NUM	Onze
«	NOUN	«
minutes	NOUN	minute
trois	NUM	trois
des	DET	un
«	NOUN	«
Rien	PRON	rien
à	ADP	à
»	PUNCT	»
.	PUNCT	.
trois	NUM	trois
à	ADP	à
responsable	ADJ	responsable
oncle	NOUN	oncle
attaques	NOUN	attaque
ne	ADV	ne
avortement	NOUN	avortement
faisaient	VERB	faire
pas	ADV	pas
peu	ADV	peu
avait	VERB	avoir
sur	ADP	sur
—	NOUN	—
était	AUX	être
de	ADP	de
,	PUNCT	,
quarts	NOUN	quart
seul	ADJ	seul
près	ADV	près
on	PRON	on
L'	DET	le
lui	PRON	lui
article	NOUN	article
excessifs	ADJ	excessif
:	PUNCT	:
idéologiques	ADJ	idéologique
lettres	NOUN	lettre
Des	DET	un
qu'	SCONJ	que
l'	DET	le
plaisir	NOUN	plaisir
.	PUNCT	.
à	ADP	à
croire	VERB	croire
des	ADP	de
Bertrand	PROPN	Bertrand
autant	ADV	autant
soutiens	NOUN	soutien
À	ADP	à
que	SCONJ	que
qui	PRON	qui
ne	ADV	ne
des	ADP	de
.	PUNCT	.
d'	ADP	de
l'	PRON	l'
soutiens	NOUN	soutien
...	PUNCT	...
lu	PROPN	lire
tolère	ADJ	tolèr
phrases	NOUN	phrase
faux	ADJ	faux
oublier	VERB	oublier
pas	ADV	pas
casuiste	ADJ	casuist
que	SCONJ	que
mal	ADV	mal
sein	NOUN	sein
un	DET	un
les	PRON	le
rotation	NOUN	rotation
qui	PRON	qui
que	SCONJ	que
fallu	AUX	fallu
«	PUNCT	«
vôtre	NOUN	vôtre
.	PUNCT	.
aurait	AUX	avoir
lire	VERB	lire
dit	VERB	dire
Des	DET	un
Il	PRON	il
attaques	NOUN	attaque
?	PUNCT	?
»	PUNCT	»
le	DET	le
avait	AUX	avoir
-t	PART	-t
On	PRON	on
faisaient	VERB	faire
esprit	NOUN	esprit
bien	ADV	bien
.	PUNCT	.
«	PUNCT	«
des	DET	un
tel	ADJ	tel
.	PUNCT	.
-elle	PRON	lui
fallu	VERB	falloir
la	DET	le
en	ADP	en
son	DET	son
Il	PRON	il
.	PUNCT	.
Compagnie	NOUN	compagnie
la	DET	le
Comment	ADV	comment
mal	NOUN	mal
fonctions	NOUN	fonction
savoir	VERB	savoir
jour	NOUN	jour
cuisine	NOUN	cuisine
provincial	NOUN	provincial
des	ADP	de
vous	PRON	vous
.	PUNCT	.
casuistes	NOUN	casuiste
exécrable	ADJ	exécrable
soit	AUX	être
.	PUNCT	.
Et	CCONJ	et
chez	ADP	chez
elle	PRON	lui
le	DET	le
nous	PRON	nous
fera	VERB	faire
est	AUX	être
que	SCONJ	que
Monsieur	NOUN	Monsieur
écrits	NOUN	écrit
de	ADP	de
et	CCONJ	et
règle	NOUN	règle
jamais	ADV	jamais
le	DET	le
ne	ADV	ne
lendemain	NOUN	lendemain
aux	ADP	à
vos	DET	votre
les	DET	le
votre	DET	votre
aux	ADP	à
,	PUNCT	,
de	ADP	de
un	DET	un
,	PUNCT	,
,	PUNCT	,
fourneaux	NOUN	fourneau
cuisines	NOUN	cuisine
hâte	VERB	hâter
.	PUNCT	.
Si	SCONJ	si
le	DET	le
est	AUX	être
de	ADP	de
»	PUNCT	»
avons	AUX	avoir
Regardspar	PROPN	Regardspar
offres	NOUN	offre
.	PUNCT	.
table	NOUN	table
du	ADP	de
.	PUNCT	.
des	DET	un
quelle	ADJ	quell
heures	NOUN	heure
.	PUNCT	.
dame	NOUN	dame
,	PUNCT	,
:	PUNCT	:
.	PUNCT	.
la	DET	le
—	ADJ	—
emploi	NOUN	emploi
la	DET	le
remplacer	VERB	remplacer
des	ADP	de
d'	ADP	de
l'	DET	le
Dix	NUM	Dix
collaboration	NOUN	collaboration
demandes	NOUN	demande
à	ADP	à
le	DET	le
titre	NOUN	titre
de	ADP	de
d'	ADP	de
Une	DET	un
.	PUNCT	.
revue	NOUN	revue
aimable	VERB	aimable
une	DET	un
Des	DET	un
Jésus	PROPN	Jésus
La	DET	le
reste	NOUN	reste
auteur	NOUN	auteur
proposition	NOUN	proposition
thèse	NOUN	thèse
publiée	VERB	publier
—	VERB	—
une	DET	un
matières	NOUN	matière
de	ADP	de
telle	ADJ	tel
vingt-cinq	NUM	vingt-cinq
voyait	VERB	voir
pas	ADV	pas
.	PUNCT	.
mettez	VERB	mettre
,	PUNCT	,
,	PUNCT	,
l'	DET	le
Enfin	ADV	enfin
Vous	PRON	vous
à	ADP	à
la	DET	le
écriture	NOUN	écriture
était	AUX	être
Dieu	PROPN	Dieu
ni	CCONJ	ni
plus	ADV	plus
espèce	NOUN	espèce
Beaulieu	NOUN	beaulieu
nombre	NOUN	nombre
broderie	NOUN	broderie
exaspéré	VERB	exaspérer
.	PUNCT	.
,	PUNCT	,
marge	NOUN	marge
ne	ADV	ne
brune	NOUN	brune
restait	VERB	rester
ne	ADV	ne
laissant	VERB	laisser
de	ADP	de
avance	NOUN	avance
au	ADP	au
moindre	ADJ	moindre
que	SCONJ	que
effrayante	ADJ	effrayant
.	PUNCT	.
lettre	NOUN	lettre
la	DET	le
ouvrit	NOUN	ouvrit
une	DET	un
le	DET	le
monde	NOUN	monde
Mon	DET	mon
cinglés	NOUN	cinglé
.	PUNCT	.
L'	DET	le
d'	ADP	de
Il	PRON	il
que	PRON	que
droite	NOUN	droite
de	ADP	de
à	ADP	à
gauche	NOUN	gauche
.	PUNCT	.
y	PRON	y
le	DET	le
Il	PRON	il
à	ADP	à
fois	NOUN	fois
pages	NOUN	page
haut	ADJ	haut
de	ADP	de
chocolat	NOUN	chocolat
ce	DET	ce
loin	ADV	loin
qu'	SCONJ	que
de	ADP	de
.	PUNCT	.
moins	ADV	moins
bureau	NOUN	bureau
avait	VERB	avoir
bas	NOUN	bas
soir	NOUN	soir
Six	NUM	Six
pas	ADV	pas
en	ADP	en
plus	ADV	plus
et	CCONJ	et
commença	DET	commença
son	DET	son
six	NUM	six
Beau-lieu	NOUN	beau-lieu
.	PUNCT	.
en	ADP	en
dans	ADP	dans
feuillets	NOUN	feuillet
ni	CCONJ	ni
lire	VERB	lire
n'	ADV	n'
tiroir	NOUN	tiroir
,	PUNCT	,
prit	VERB	prendre
,	PUNCT	,
les	DET	le
un	DET	un
carré	NOUN	carré
que	SCONJ	que
,	PUNCT	,
autres	ADJ	autre
plus	ADV	plus
que	SCONJ	que
,	PUNCT	,
il	PRON	il
de	ADP	de
physique	NOUN	physique
Bertrand	PROPN	Bertrand
,	PUNCT	,
,	PUNCT	,
preuve	NOUN	preuve
liasse	NOUN	liasse
preuve	NOUN	preuve
était	AUX	être
faite	VERB	faire
astronomique	ADJ	astronomique
la	DET	le
fois	NOUN	fois
la	DET	le
arithmétique	VERB	arithmétique
était	AUX	être
,	PUNCT	,
,	PUNCT	,
ni	CCONJ	ni
,	PUNCT	,
la	DET	le
.	PUNCT	.
était	AUX	être
Cette	DET	ce
une	DET	un
seconde	ADJ	second
tentation	NOUN	tentation
esthétique	VERB	esthétique
l'	DET	le
balancer	VERB	balancer
la	DET	le
.	PUNCT	.
,	PUNCT	,
n'	ADV	n'
de	ADP	de
ni	CCONJ	ni
eut	VERB	avoir
elle	PRON	lui
existence	NOUN	existence
ni	CCONJ	ni
.	PUNCT	.
de	ADP	de
Dieu	PROPN	Dieu
ni	CCONJ	ni
tremblait	VERB	trembler
La	DET	le
à	ADP	à
irréfutable	ADJ	irréfutable
signal	NOUN	signal
.	PUNCT	.
,	PUNCT	,
»	PUNCT	»
minuscule	NOUN	minuscule
grande	ADJ	grand
corbeille	NOUN	corbeille
évidence	NOUN	évidence
Mais	CCONJ	mais
le	DET	le
voix	NOUN	voix
,	PUNCT	,
allaient	VERB	aller
il	PRON	il
venue	VERB	venir
humaine	ADJ	humain
la	DET	le
dernier	ADJ	dernier
devait	VERB	devoir
.	PUNCT	.
«	NOUN	«
mener	VERB	mener
.	PUNCT	.
heure	NOUN	heure
de	ADP	de
était	AUX	être
donner	VERB	donner
le	DET	le
qui	PRON	qui
forces	NOUN	force
et	CCONJ	et
hostilités	NOUN	hostilité
pour	ADP	pour
la	DET	le
des	ADP	de
monde	NOUN	monde
des	ADP	de
épreuve1	PROPN	épreuve1
voix	NOUN	voix
leur	DET	leur
il	PRON	il
ténèbres	NOUN	ténèbre
contre	ADP	contre
était	AUX	être
la	DET	le
Les	DET	le
L'	DET	le
l'	DET	le
immédiatement	ADV	immédiatement
combat	NOUN	combat
.	PUNCT	.
allongea	VERB	allonger
le	DET	le
comme	SCONJ	comme
sa	DET	son
long	NOUN	long
s'	PRON	se
sur	ADP	sur
maintenant	ADV	maintenant
ventre	NOUN	ventre
assit	VERB	asseoir
,	PUNCT	,
.	PUNCT	.
de	ADP	de
à	ADP	à
:	PUNCT	:
son	DET	son
temps	NOUN	temps
d'	ADP	de
le	DET	le
tout	ADJ	tout
Combien	ADV	combien
,	PUNCT	,
terre	NOUN	terre
de	ADP	de
,	PUNCT	,
une	DET	un
heure	NOUN	heure
plus	ADV	plus
de	ADP	de
sol	NOUN	sol
étouffait	VERB	étouffer
plat	NOUN	plat
regarda	VERB	regarder
son	DET	son
,	PUNCT	,
Il	PRON	il
,	PUNCT	,
montre	NOUN	montre
de	ADP	de
?	PUNCT	?
ordination	NOUN	ordination
-il	PRON	il
Il	PRON	il
s'	PRON	se
jour	NOUN	jour
par	ADP	par
