rude	ADJ	rude
adorée	VERB	adorer
Il	PRON	il
.	PUNCT	.
résister	VERB	résister
,	PUNCT	,
le	DET	le
qui	PRON	qui
de	ADP	de
penser	VERB	penser
,	PUNCT	,
ami	NOUN	ami
lui	PRON	lui
avait	AUX	avoir
rafales	NOUN	rafale
de	ADP	de
esprit	NOUN	esprit
.	PUNCT	.
rejoignant	VERB	rejoindre
un	DET	un
,	PUNCT	,
son	DET	son
étourdissante	ADJ	étourdissant
longues	ADJ	long
aussi	ADV	aussi
âme	ADJ	âm
noire	NOUN	noire
prêts	ADJ	prêt
et	CCONJ	et
était	AUX	être
de	ADP	de
mouton	NOUN	mouton
agenouiller	VERB	agenouiller
.	PUNCT	.
la	DET	le
un	DET	un
à	ADP	à
les	DET	le
Il	PRON	il
qu'	SCONJ	que
s'	PRON	se
Les	DET	le
cheveux	NOUN	cheveu
pierre	NOUN	pierre
des	ADP	de
Cette	DET	ce
,	PUNCT	,
montré	VERB	montrer
et	CCONJ	et
guerriers	NOUN	guerrier
stupide	ADJ	stupide
feu	NOUN	feu
en	ADP	en
cœur	NOUN	cœur
s'	PRON	se
beauté	NOUN	beauté
Scandinaves	PROPN	Scandinaves
sa	DET	son
cachait	VERB	cacher
une	DET	un
cohorte	NOUN	cohorte
...	PUNCT	...
beauté	NOUN	beauté
jambes	NOUN	jambe
devant	ADP	devant
apparence	NOUN	apparence
grands	ADJ	grand
sensuelle	ADJ	sensuel
presque	ADV	presque
Mais	CCONJ	mais
mince	NOUN	mince
les	DET	le
allure	NOUN	allure
fausseté	NOUN	fausseté
les	DET	le
les	DET	le
excitaient	NOUN	excitaient
le	DET	le
,	PUNCT	,
Adrianna	NOUN	adrianna
ses	DET	son
silhouette	NOUN	silhouette
la	DET	le
n'	ADV	n'
frêle	ADJ	frêle
sa	DET	son
désir	NOUN	désir
,	PUNCT	,
gris	ADJ	gris
;	PUNCT	;
d'	ADP	de
étaient	VERB	être
qu'	SCONJ	que
charmes	NOUN	charme
éveillait	VERB	éveiller
et	CCONJ	et
tromperie	NOUN	tromperie
ravissaient	ADJ	ravissaient
.	PUNCT	.
en	ADP	en
hommes	NOUN	homme
,	PUNCT	,
,	PUNCT	,
tous	ADJ	tout
de	ADP	de
ses	DET	son
eux	PRON	lui
;	PUNCT	;
sourires	NOUN	sourire
aguicheurs	ADJ	aguicheur
,	PUNCT	,
yeux	NOUN	oeil
son	DET	son
et	CCONJ	et
protéger	VERB	protéger
Harald	PROPN	Harald
ses	DET	son
se	PRON	se
sourire	ADJ	sourir
Ivre	NOUN	ivre
dissimulait	VERB	dissimuler
derrière	ADP	derrière
immense	ADJ	immense
coffres	ADJ	coffre
avait	AUX	avoir
du	ADP	de
drakkar	NOUN	drakkar
tombé	ADJ	tomber
du	ADP	de
que	PRON	que
rage	NOUN	rage
se	PRON	se
piège	NOUN	piège
de	ADP	de
diabolique	ADJ	diabolique
,	PUNCT	,
dans	ADP	dans
lourds	NOUN	lourd
sublimes	NOUN	sublime
convoitées	VERB	convoiter
,	PUNCT	,
dépit	NOUN	dépit
,	PUNCT	,
et	CCONJ	et
Il	PRON	il
fracassa	VERB	fracasser
les	DET	le
Harald	PROPN	Harald
.	PUNCT	.
était	AUX	être
tant	ADV	tant
vit	VERB	voir
un	DET	un
de	ADP	de
le	DET	le
sur	ADP	sur
néanmoins	ADV	néanmoins
Une	DET	un
le	DET	le
flanc	NOUN	flanc
.	PUNCT	.
lèvres	NOUN	lèvre
vague	NOUN	vague
chargés	ADJ	charger
.	PUNCT	.
de	ADP	de
de	ADP	de
Adrianna	NOUN	adrianna
déchaînée	VERB	déchaîner
mois	NOUN	mois
la	DET	le
fruit	NOUN	fruit
contre	ADP	contre
avait	AUX	avoir
dessus	NOUN	dessus
.	PUNCT	.
Depuis	ADP	depuis
l'	PRON	l'
les	DET	le
par	ADP	par
mû	VERB	mouvoir
dans	ADP	dans
pour	ADP	pour
une	DET	un
.	PUNCT	.
sombrer	VERB	sombrer
avait	AUX	avoir
il	PRON	il
pillages	NOUN	pillage
et	CCONJ	et
glisser	VERB	glisser
irrépressible	ADJ	irrépressible
soif	NOUN	soif
par	ADP	par
butin	NOUN	butin
et	CCONJ	et
,	PUNCT	,
-	NOUN	-
des	DET	un
,	PUNCT	,
bord	ADJ	bord
vengeance	NOUN	vengeance
mer	AUX	mer
,	PUNCT	,
amassé	VERB	amasser
contre	ADP	contre
il	PRON	il
sa	DET	son
le	DET	le
destin	NOUN	destin
Ce	DET	ce
ses	DET	son
colère	NOUN	colère
attaqué	VERB	attaquer
apaiser	VERB	apaiser
la	DET	le
villages	NOUN	village
chargement	NOUN	chargement
un	DET	un
Et	CCONJ	et
,	PUNCT	,
riches	ADJ	riche
premier	ADJ	premier
bourrasques	NOUN	bourrasque
de	ADP	de
périple	NOUN	périple
criminel	ADJ	criminel
avait	AUX	avoir
de	ADP	de
Angleterre	PROPN	Angleterre
,	PUNCT	,
Normandie	PROPN	Normandie
d'	ADP	de
se	PRON	se
trésor	NOUN	trésor
de	ADP	de
été	AUX	être
Les	DET	le
côtes	NOUN	côte
et	CCONJ	et
d'	ADP	de
perdait	VERB	perdre
dans	ADP	dans
tout	ADV	tout
considérable	ADJ	considérable
avant	ADP	avant
...	PUNCT	...
,	PUNCT	,
.	PUNCT	.
qu'	PRON	qu'
France	PROPN	France
tempête	NOUN	tempête
accumulant	VERB	accumuler
maintenant	ADV	maintenant
contraint	VERB	contraindre
de	ADP	de
il	PRON	il
cacher	VERB	cacher
poursuivre	VERB	poursuivre
son	DET	son
si	SCONJ	si
des	ADP	de
un	DET	un
redoublaient	VERB	redoubler
en	PRON	en
retrouva	VERB	retrouver
.	PUNCT	.
glaciales	ADJ	glacial
.	PUNCT	.
l'	DET	le
que	SCONJ	que
fureur	NOUN	fureur
vagues	NOUN	vague
englouti	ADJ	engloutir
—	NOUN	—
le	DET	le
saisir	NOUN	saisir
retenir	VERB	retenir
les	DET	le
de	ADP	de
au	ADP	au
force	NOUN	force
cordage	NOUN	cordage
.	PUNCT	.
Harald	PROPN	Harald
de	ADP	de
à	ADP	à
coup	NOUN	coup
drakkar	NOUN	drakkar
plus	ADV	plus
roula	VERB	rouler
Il	PRON	il
se	PRON	se
bateau	NOUN	bateau
vainement	ADV	vainement
lancèrent	ADJ	lancèrent
à	ADP	à
nouveau	ADJ	nouveau
et	CCONJ	et
de	ADP	de
avec	ADP	avec
tout	ADV	tout
jamais	ADV	jamais
arracher	VERB	arracher
un	DET	un
leurs	DET	leur
se	PRON	se
mais	CCONJ	mais
tentacules	NOUN	tentacule
pour	ADP	pour
tenta	VERB	tenter
Le	DET	le
les	DET	le
dans	ADP	dans
,	PUNCT	,
sous	ADP	sous
tumultueuses	ADJ	tumultueux
se	PRON	se
surface	NOUN	surface
la	DET	le
vers	ADP	vers
eaux	NOUN	eau
ne	ADV	ne
une	DET	un
,	PUNCT	,
guerrier	NOUN	guerrier
mourait	VERB	mourir
hors	ADP	hors
capricieuse	ADJ	capricieux
les	DET	le
de	ADP	de
remonter	VERB	remonter
eau	NOUN	eau
épée	NOUN	épée
et	CCONJ	et
à	ADP	à
de	ADP	de
d'	ADP	de
Agitant	VERB	agiter
parvint	VERB	parvenir
frénétiquement	ADV	frénétiquement
,	PUNCT	,
pas	ADV	pas
l'	DET	le
garder	VERB	garder
rendrait	VERB	rendre
assauts	NOUN	assaut
bras	NOUN	bras
à	ADP	à
la	DET	le
il	PRON	il
les	DET	le
la	DET	le
pointe	NOUN	pointe
l'	DET	le
pas	ADV	pas
tête	NOUN	tête
Harald	PROPN	Harald
!	PUNCT	!
Un	DET	un
à	ADP	à
.	PUNCT	.
Magnusson	PROPN	Magnusson
mer	ADJ	mer
.	PUNCT	.
froide	VERB	froide
Il	PRON	il
Harald	PROPN	Harald
Mais	CCONJ	mais
les	DET	le
mort	NOUN	mort
.	PUNCT	.
que	PRON	que
l'	DET	le
se	PRON	se
nouveau	ADJ	nouveau
aspiré	VERB	aspirer
,	PUNCT	,
que	SCONJ	que
son	DET	son
.	PUNCT	.
de	ADP	de
un	DET	un
eau	NOUN	eau
les	DET	le
arrêt	NOUN	arrêt
même	ADV	même
avait	VERB	avoir
de	ADP	de
en	ADP	en
voir	VERB	voir
était	AUX	être
si	SCONJ	si
L'	DET	le
étaient	AUX	être
.	PUNCT	.
il	PRON	il
exil	NOUN	exil
par	ADP	par
trop	ADV	trop
transformer	VERB	transformer
qu'	SCONJ	que
!	PUNCT	!
remous	NOUN	remous
pour	ADP	pour
Il	PRON	il
puissants	NOUN	puissant
aussi	ADV	aussi
fut	AUX	être
de	ADP	de
éléments	NOUN	élément
refusait	VERB	refuser
vigoureux	ADJ	vigoureux
impression	NOUN	impression
homme	NOUN	homme
dans	ADP	dans
corps	NOUN	corps
,	PUNCT	,
plus	ADV	plus
poitrine	NOUN	poitrine
avait	VERB	avoir
son	DET	son
air	NOUN	air
et	CCONJ	et
raidissaient	VERB	raidir
douloureusement	ADV	douloureusement
dans	ADP	dans
bouger	VERB	bouger
cœur	NOUN	cœur
muscles	NOUN	muscle
Il	PRON	il
il	PRON	il
.	PUNCT	.
des	DET	un
en	ADP	en
qu'	PRON	qu'
ses	DET	son
,	PUNCT	,
.	PUNCT	.
point	NOUN	point
Ses	DET	son
élancements	NOUN	élancement
atroces	VERB	atrocer
éprouvait	VERB	éprouver
de	ADP	de
ses	DET	son
tête	NOUN	tête
se	PRON	se
sa	DET	son
peine	NOUN	peine
au	ADP	au
la	DET	le
de	ADP	de
.	PUNCT	.
membres	NOUN	membre
poumons	NOUN	poumon
à	ADP	à
manque	NOUN	manque
se	PRON	se
contractaient	VERB	contracter
plus	ADV	plus
brûlait	VERB	brûler
d'	ADP	de
son	DET	son
Par	ADP	par
de	ADP	de
près	ADV	près
de	ADP	de
la	DET	le
pierre	NOUN	pierre
fois	NOUN	fois
semblait	VERB	sembler
ironie	NOUN	ironie
narguer	NOUN	narguer
furieuses	ADJ	furieux
un	DET	un
jet	NOUN	jet
pour	ADP	pour
tellement	ADV	tellement
Les	DET	le
là	ADV	là
nouvelle	ADJ	nouveau
prît	VERB	prendre
le	DET	le
surface	NOUN	surface
une	DET	un
qu'	SCONJ	que
le	DET	le
exploser	VERB	exploser
ramenèrent	NOUN	ramenèrent
.	PUNCT	.
rivage	NOUN	rivage
nu	NOUN	nu
,	PUNCT	,
juste	ADV	juste
son	DET	son
semblait	VERB	sembler
vagues	NOUN	vague
de	ADP	de
assez	ADV	assez
le	DET	le
Helluland	PROPN	Helluland
à	ADP	à
de	ADP	de
il	PRON	il
sort	NOUN	sort
longtemps	ADV	longtemps
de	ADP	de
.	PUNCT	.
A	ADP	à
,	PUNCT	,
d'	ADP	de
l'	DET	le
,	PUNCT	,
conscience	NOUN	conscience
les	DET	le
qu'	SCONJ	que
pas	ADV	pas
avait	AUX	avoir
si	ADV	si
mer	VERB	mer
proche	ADJ	proche
mourrait	VERB	mourir
en	ADP	en
à	ADP	à
s'	PRON	se
en	ADP	en
déterminée	NOUN	déterminée
des	ADP	de
le	DET	le
,	PUNCT	,
la	DET	le
emporter	VERB	emporter
jeune	ADJ	jeune
été	AUX	être
si	SCONJ	si
à	ADP	à
Valhalla	PROPN	Valhalla
aurait	AUX	avoir
nage	NOUN	nage
pu	VERB	pouvoir
,	PUNCT	,
chevaucher	ADJ	chevaucher
si	SCONJ	si
violente	NOUN	violent
...	PUNCT	...
du	ADP	de
gagner	NOUN	gagner
aller	VERB	aller
et	CCONJ	et
la	DET	le
plaines	NOUN	plaine
n'	ADV	n'
tôt	ADV	tôt
l'	PRON	l'
Il	PRON	il
si	SCONJ	si
Nei!il	NOUN	nei!il
refusait	VERB	refuser
de	ADP	de
si	SCONJ	si
il	PRON	il
ne	ADV	ne
compagnie	NOUN	compagnie
.	PUNCT	.
Alors	ADV	alors
,	PUNCT	,
à	ADP	à
Nei!Dans	VERB	nei!dans
corps	NOUN	corps
lui	PRON	lui
Valkyries	NOUN	valkyrie
jambes	NOUN	jambe
de	ADP	de
d'	DET	d'
.	PUNCT	.
Mais	CCONJ	mais
essaya	ADJ	essaya
aspiré	VERB	aspirer
festoyer	VERB	festoyer
n'	ADV	n'
avant	ADP	avant
ses	DET	son
pouvait	VERB	pouvoir
un	DET	un
tombés	ADJ	tomber
d'	ADP	de
était	AUX	être
d'	ADP	de
braves	NOUN	brave
y	PRON	y
plus	ADV	plus
.	PUNCT	.
en	PRON	en
effort	NOUN	effort
lutter	VERB	lutter
il	PRON	il
avec	ADP	avec
son	DET	son
,	PUNCT	,
autres	ADJ	autre
qu'	SCONJ	que
.	PUNCT	.
transi	ADJ	transir
obliger	VERB	obliger
contre	ADP	contre
Harald	PROPN	Harald
et	CCONJ	et
les	DET	le
vagues	NOUN	vague
ultime	ADJ	ultime
et	CCONJ	et
ses	DET	son
nouveau	ADJ	nouveau
bras	NOUN	bras
eaux	NOUN	eau
les	DET	le
faible	ADJ	faible
Ce	PRON	ce
son	DET	son
.	PUNCT	.
par	ADP	par
voix	NOUN	voix
définitivement	ADV	définitivement
qu'	SCONJ	que
de	ADP	de
Hefnd	PROPN	Hefnd
...	PUNCT	...
Harald	PROPN	Harald
se	PRON	se
.	PUNCT	.
pas	ADV	pas
-t	PART	-t
avant	ADP	avant
n'	ADV	n'
périrait	VERB	périr
,	PUNCT	,
engloutissent	NOUN	engloutissent
,	PUNCT	,
ne	ADV	ne
Harald	PROPN	Harald
que	SCONJ	que
les	DET	le
Juste	ADV	juste
pas	ADV	pas
en	ADP	en
l'	PRON	l'
promit	VERB	promettre
,	PUNCT	,
la	DET	le
il	PRON	il
ne	ADV	ne
—	PUNCT	—
épée	NOUN	épée
murmura	VERB	murmurer
étreignant	VERB	étreindre
fin	NOUN	fin
d'	ADP	de
la	DET	le
garde	NOUN	garde
est	AUX	être
tourbillons	NOUN	tourbillon
une	DET	un
,	PUNCT	,
-il	PRON	il
qui	PRON	qui
sur	ADP	sur
à	ADP	à
de	ADP	de
.	PUNCT	.
de	ADP	de
aperçut	VERB	apercevoir
air	NOUN	air
et	CCONJ	et
silhouettes	NOUN	silhouette
émerveillé	VERB	émerveiller
.	PUNCT	.
impression	NOUN	impression
front	NOUN	front
Helluland	PROPN	Helluland
vent	NOUN	vent
vêtus	VERB	vêtir
le	DET	le
des	DET	un
fourrure	NOUN	fourrure
Skraelingar	PROPN	Skraelingar
qu'	PRON	qu'
joues	NOUN	joue
rivage	NOUN	rivage
plusieurs	DET	plusieurs
de	ADP	de
piques	NOUN	pique
glaciales	ADJ	glacial
dardait	VERB	darder
Il	PRON	il
la	DET	le
les	DET	le
les	DET	le
1	NUM	1
eut	VERB	avoir
de	ADP	de
meurtrissaient	VERB	meurtrir
manteaux	NOUN	manteau
Le	DET	le
ils	PRON	il
fois	NOUN	fois
l'	DET	le
d'	ADP	de
craintif	ADJ	craintif
et	CCONJ	et
.	PUNCT	.
le	DET	le
un	DET	un
le	DET	le
contemplaient	NOUN	contemplaient
entrée	NOUN	entrée
Miranda	PROPN	Miranda
de	ADP	de
vers	ADP	vers
le	DET	le
droite	NOUN	droite
de	ADP	de
leva	VERB	lever
se	PRON	se
un	DET	un
frappa	VERB	frapper
avec	ADP	avec
assurer	VERB	assurer
là	ADV	là
elle	PRON	lui
de	ADP	de
à	ADP	à
allait	VERB	aller
bleutée	ADJ	bleuté
son	DET	son
œil	NOUN	œil
qu'	SCONJ	que
grotte	NOUN	grotte
Grimaçant	ADV	grimaçant
d'	ADP	de
,	PUNCT	,
.	PUNCT	.
L'	DET	le
glace	NOUN	glace
,	PUNCT	,
nouveau	ADJ	nouveau
la	DET	le
jeta	VERB	jeter
ardeur	NOUN	ardeur
pour	ADP	pour
coup	NOUN	coup
de	ADP	de
,	PUNCT	,
mur	NOUN	mur
il	PRON	il
sa	DET	son
s'	PRON	se
,	PUNCT	,
pioche	NOUN	pioche
et	CCONJ	et
père	NOUN	père
.	PUNCT	.
puis	CCONJ	puis
trouvait	VERB	trouver
bien	ADV	bien
dû	VERB	devoir
quelque	DET	quelque
juste	ADV	juste
.	PUNCT	.
une	DET	un
avait	AUX	avoir
,	PUNCT	,
attendaient	VERB	attendre
de	ADP	de
appareil	NOUN	appareil
de	ADP	de
glace	NOUN	glace
qu'	PRON	qu'
,	PUNCT	,
.	PUNCT	.
que	SCONJ	que
l'	PRON	l'
depuis	ADP	depuis
réchauffement	NOUN	réchauffement
La	DET	le
ultrasonique	ADJ	ultrasonique
elle	PRON	lui
effet	NOUN	effet
devant	ADP	devant
analyse	NOUN	analyse
elle	PRON	lui
planétaire	ADJ	planétaire
,	PUNCT	,
le	DET	le
et	CCONJ	et
au-delà	ADV	au-delà
l'	DET	le
L'	DET	le
—	NOUN	—
les	DET	le
d'	ADP	de
à	ADP	à
prouvé	VERB	prouver
barrière	NOUN	barrière
renfermait	VERB	renfermer
de	ADP	de
secrets	NOUN	secret
siècles	NOUN	siècle
cette	DET	ce
barrière	NOUN	barrière
grotte	NOUN	grotte
part	NOUN	part
les	PRON	le
serre	NOUN	serre
des	DET	un
d'	ADP	de
rendue	VERB	rendre
...	PUNCT	...
père	NOUN	père
tempérer	VERB	tempérer
que	SCONJ	que
avait	AUX	avoir
-ils	PRON	il
personnalité	NOUN	personnalité
C'	PRON	ce
part	NOUN	part
,	PUNCT	,
des	DET	un
et	CCONJ	et
impénétrable	ADJ	impénétrable
enthousiasme	NOUN	enthousiasme
celle	PRON	celui
Du	ADP	de
attitude	NOUN	attitude
et	CCONJ	et
,	PUNCT	,
années	NOUN	année
sa	DET	son
peu	ADV	peu
lagrotte	ADJ	lagrott
moins	ADV	moins
qui	PRON	qui
correspondait	VERB	correspondre
,	PUNCT	,
avaient	AUX	avoir
Miranda	PROPN	Miranda
à	ADP	à
.	PUNCT	.
préférait	VERB	préférer
recherchée	VERB	rechercher
était	AUX	être
ailleurs	ADV	ailleurs
son	DET	son
son	DET	son
.	PUNCT	.
,	PUNCT	,
pendant	ADP	pendant
l'	DET	le
pour	ADP	pour
sa	DET	son
elle-même	PRON	lui-même
un	DET	un
espéraient	NOUN	espéraient
pessimiste	ADJ	pessimiste
moins	ADV	moins
ce	DET	ce
.	PUNCT	.
de	ADP	de
si	SCONJ	si
plus	ADV	plus
fissurerait	VERB	fissurer
réservée	VERB	réserver
souffrant	VERB	souffrir
cet	DET	ce
cœur	NOUN	cœur
il	PRON	il
ne	ADV	ne
un	DET	un
,	PUNCT	,
que	SCONJ	que
à	ADP	à
se	PRON	se
D'	ADP	de
nouvelles	ADJ	nouveau
leur	DET	leur
père	NOUN	père
échec	NOUN	échec
A	ADP	à
elle	PRON	lui
son	DET	son
savait	VERB	savoir
missions	NOUN	mission
de	ADP	de
de	DET	de
se	PRON	se
graves	ADJ	grave
.	PUNCT	.
le	DET	le
pourrait	VERB	pouvoir
soldait	VERB	solder
de	ADP	de
genre	NOUN	genre
certainement	ADV	certainement
participer	VERB	participer
.	PUNCT	.
problèmes	NOUN	problème
par	ADP	par
que	SCONJ	que
cardiaques	ADJ	cardiaque
,	PUNCT	,
expédition	NOUN	expédition
Mais	CCONJ	mais
,	PUNCT	,
instant	NOUN	instant
autant	ADV	autant
reculés	NOUN	reculé
,	PUNCT	,
transmise	VERB	transmettre
ils	PRON	il
être	AUX	être
convaincue	VERB	convaincre
toutefois	ADV	toutefois
été	AUX	être
nauté	VERB	nauter
d'	ADP	de
et	CCONJ	et
continuait	VERB	continuer
La	DET	le
de	ADP	de
léger	NOUN	léger
dans	ADP	dans
était	AUX	être
ils	PRON	il
villages	NOUN	village
